date,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyLongTermDebt,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2004-12-31,-33429000.0,119118000.0,-36037000.0,263331000.0,-6767000.0,,179018000.0,121471000.0,6826401000.0,,-8750000.0,209447000.0,-111327000.0,446499000.0,921771000.0,13695000.0,-156945000.0,176600000.0,,1260748000.0,177139000,,,-801094000.0,62028000.0,1525225000.0,64767000.0,33339000.0,78721000.0,38661000.0,189444000.0,-142756000.0,50428000.0,-27963000,,-52177000.0,-557826000,1931044000.0,1682170000.0,191561000.0,54959000.0,30429000.0,9165758000.0,278637000.0,,114035000.0,155933000.0,1078609000.0,65765000.0,83364000.0,28689000,,1151105000.0,614339000.0,28689000,251016000.0,101879000.0,28689000,-199793000.0,,-320368000.0,209447000.0,748430000.0,173000.0,209447000.0,,1109624000.0,8652000.0,9931000.0,106459000.0,3292827000.0,-37481000.0,7234714000.0,48805000.0,2339357000.0,,
2005-03-31,-30449000.0,91692000.0,-168475000.0,354839000.0,-9377000.0,335279000.0,209447000.0,75015000.0,6780959000.0,,0.0,276443000.0,488193000.0,412919000.0,895851000.0,20778000.0,,158458000.0,,1228529000.0,169370000,7851000.0,,-808423000.0,66348000.0,1561918000.0,49910000.0,22890000.0,18921000.0,-141176000.0,178784000.0,-65846000.0,-9391000.0,587802000,0.12,-7858000.0,75274000,1983727000.0,,212886000.0,62598000.0,66996000.0,9062694000.0,275014000.0,875438000.0,0.0,1149172000.0,1053206000.0,219142000.0,99609000.0,43458000,352173000.0,1151105000.0,-17720000.0,43458000,236624000.0,94757000.0,43394000,-4714000.0,,-293707000.0,276443000.0,751681000.0,173000.0,1151881000.0,0.13,0.0,6911000.0,-22611000.0,96111000.0,3216772000.0,1335000.0,7078967000.0,147040000.0,2281735000.0,,
2005-06-30,-19763000.0,85346000.0,-154115000.0,921543000.0,-8382000.0,332629000.0,276443000.0,66004000.0,6745814000.0,,0.0,638400000.0,534541000.0,412675000.0,882021000.0,16389000.0,,155754000.0,,540653000.0,154023000,8778000.0,,-793384000.0,52352000.0,1150420000.0,14523000.0,17848000.0,12262000.0,-894518000.0,179843000.0,-90370000.0,-72600000.0,605634000,0.1,63515000.0,121866000,1796302000.0,,228782000.0,57259000.0,361957000.0,8268152000.0,254014000.0,289053000.0,0.0,1031010000.0,981685000.0,235457000.0,71093000.0,34504000,344735000.0,1151105000.0,-79066000.0,34504000,243538000.0,42405000.0,34453000,1027693000.0,,-211610000.0,638400000.0,0.0,175000.0,927453000.0,0.1,0.0,2849000.0,-8511000.0,98822000.0,3139315000.0,17797000.0,6471850000.0,138412000.0,1522338000.0,,
2005-09-30,-4268000.0,78894000.0,0.0,260093000.0,-6189000.0,336536000.0,638400000.0,48210000.0,6797827000.0,,0.0,296492000.0,506650000.0,464439000.0,856297000.0,18603000.0,,161410000.0,0.0,558945000.0,142679000,2836000.0,,-802311000.0,32357000.0,1093680000.0,23608000.0,5172000.0,7858000.0,19291000.0,227039000.0,-59734000.0,-38345000.0,596211000,0.08,4311000.0,42211000,1535212000.0,,173095000.0,58615000.0,-341908000.0,8314609000.0,261535000.0,314906000.0,0.0,1477403000.0,957837000.0,241781000.0,89561000.0,27185000,340859000.0,1151105000.0,-25813000.0,27185000,227469000.0,42925000.0,27145000,-534294000.0,,-734653000.0,296492000.0,0.0,175000.0,611398000.0,0.08,0.0,571000.0,-4317000.0,109751000.0,3057209000.0,-7635000.0,6779397000.0,113361000.0,1516782000.0,,
2005-12-31,21748000.0,78054000.0,0.0,245659000.0,-13910000.0,,296492000.0,99780000.0,6905876000.0,,0.0,568168000.0,-189380000.0,410994000.0,762282000.0,16928000.0,-214759000.0,169121000.0,-1000.0,583036000.0,201976000,18680000.0,,-1021644000.0,105136000.0,1174396000.0,31578000.0,49574000.0,239538000.0,67880000.0,168314000.0,-102426000.0,30162000.0,-76028000,,39803000.0,-600374000,1618081000.0,1389155000.0,274740000.0,72309000.0,271676000.0,8366947000.0,265742000.0,,129155000.0,264061000.0,878035000.0,77171000.0,113352000.0,55562000,,1130430000.0,686711000.0,55562000,182815000.0,43444000.0,55717000,-70944000.0,,-214177000.0,568168000.0,0.0,173000.0,568168000.0,,1204378000.0,-684000.0,25800000.0,97524000.0,2975601000.0,-5245000.0,6748866000.0,172314000.0,1461071000.0,,
2006-03-31,-15507000.0,79624000.0,0.0,357877000.0,4594000.0,339653000.0,568168000.0,58119000.0,7142842000.0,,0.0,535865000.0,543681000.0,370990000.0,736255000.0,19226000.0,,154391000.0,,520797000.0,315177000,23620000.0,,-928178000.0,191654000.0,1191968000.0,56356000.0,72464000.0,5087000.0,83656000.0,145892000.0,-65630000.0,-41727000.0,611175000,0.36,-82837000.0,172691000,1595681000.0,,156253000.0,80354000.0,-32303000.0,8524226000.0,276441000.0,313490000.0,0.0,1701309000.0,860587000.0,235237000.0,67494000.0,122969000,345815000.0,1130430000.0,-4301000.0,119190000,191022000.0,43978000.0,122790000,-272212000.0,,-598310000.0,535865000.0,,173000.0,849355000.0,0.36,0.0,293000.0,22859000.0,123230000.0,2904838000.0,-9485000.0,6928545000.0,90623000.0,1381384000.0,,
2006-06-30,-8071000.0,74033000.0,-366000.0,665180000.0,-22532000.0,342375000.0,535865000.0,62280000.0,7008591000.0,,-303451000.0,345104000.0,582048000.0,408534000.0,691395000.0,,,170289000.0,,499982000.0,-23763000,42005000.0,,-1104681000.0,-100209000.0,1227296000.0,18131000.0,70404000.0,330318000.0,10634000.0,161985000.0,-14092000.0,-14612000.0,660041000,-0.5,-56463000.0,173514000,1449740000.0,,183372000.0,95668000.0,-191368000.0,8340162000.0,284912000.0,368670000.0,0.0,1650486000.0,831589000.0,272108000.0,77993000.0,-170613000,342375000.0,1156348000.0,-299651000.0,-170613000,147024000.0,44526000.0,-170613000,-385374000.0,,-735017000.0,345104000.0,,173000.0,713774000.0,-0.5,0.0,186000.0,-17921000.0,75692000.0,2856292000.0,-11396000.0,6890422000.0,169280000.0,1331571000.0,,
2006-09-30,605000.0,74614000.0,-319902000.0,445040000.0,-17876000.0,338021000.0,345104000.0,62822000.0,6894874000.0,,0.0,414594000.0,636700000.0,439197000.0,653433000.0,,,168153000.0,0.0,495010000.0,309452000,36434000.0,0.0,-954991000.0,219647000.0,1246116000.0,12351000.0,63048000.0,-4262000.0,-311268000.0,211033000.0,-54118000.0,-35731000.0,703492000,0.45,15089000.0,197503000,1385157000.0,,259838000.0,98167000.0,70061000.0,8186558000.0,282519000.0,246425000.0,0.0,1605685000.0,796674000.0,292460000.0,66792000.0,156599000,344754000.0,1153980000.0,-3813000.0,156599000,155119000.0,45074000.0,156371000,121491000.0,,-269516000.0,414594000.0,,173000.0,661019000.0,0.46,0.0,74000.0,-3790000.0,89731000.0,2795620000.0,2036000.0,6801401000.0,205720000.0,1291684000.0,,
2006-12-31,-13664000.0,154713000.0,0.0,319042000.0,21855000.0,,414594000.0,100457000.0,7149778000.0,,0.0,661377000.0,-164626000.0,772572000.0,643645000.0,,-308614000.0,192234000.0,0.0,582855000.0,268606000,24724000.0,0.0,-860827000.0,181071000.0,1280385000.0,60121000.0,72515000.0,231398000.0,68568000.0,530000000.0,-64472000.0,-14267000.0,-102523000,,27696000.0,-937198000,1712567000.0,1588999000.0,241805000.0,79836000.0,246695000.0,8552808000.0,317353000.0,241314000.0,150680000.0,1657858000.0,820175000.0,109816000.0,62103000.0,108556000,,1154757000.0,1093070000.0,108556000,169102000.0,96694000.0,108714000,-63678000.0,,-356522000.0,661377000.0,,173000.0,902691000.0,,0.0,318000.0,23751000.0,87217000.0,2747241000.0,-18164000.0,6840241000.0,177333000.0,1403030000.0,,
2007-03-31,-23191000.0,151219000.0,,803675000.0,31658000.0,340310000.0,661377000.0,102183000.0,7347166000.0,,0.0,780940000.0,633960000.0,439430000.0,614586000.0,,,188061000.0,-3703000.0,500448000.0,292615000,29560000.0,-42289000.0,-821215000.0,203394000.0,1291041000.0,22908000.0,71893000.0,18842000.0,24401000.0,191449000.0,-37402000.0,5015000.0,715910000,0.38,-15633000.0,194530000,1941341000.0,,262329000.0,195337000.0,119348000.0,8709580000.0,324569000.0,346639000.0,0.0,1653363000.0,861966000.0,312195000.0,81950000.0,131501000,344058000.0,1135745000.0,-19871000.0,131501000,186220000.0,52043000.0,131311000,-167382000.0,,-891436000.0,780940000.0,9148000.0,173000.0,1127579000.0,0.39,0.0,406000.0,5196000.0,88815000.0,2688090000.0,-6642000.0,6768239000.0,224927000.0,1362414000.0,,
2007-06-30,-28890000.0,161406000.0,,1636693000.0,32167000.0,340315000.0,780940000.0,99440000.0,4636699000.0,,0.0,1611581000.0,689113000.0,482778000.0,588784000.0,,,203668000.0,-6563000.0,3464929000.0,332386000,29859000.0,0.0,-666955000.0,238026000.0,1330899000.0,58840000.0,51886000.0,1047000.0,64412000.0,218149000.0,-79846000.0,-23187000.0,773176000,0.54,-83580000.0,206335000,2694006000.0,,202018000.0,193955000.0,830524000.0,8935715000.0,359518000.0,191136000.0,2990030000.0,1148033000.0,834087000.0,346456000.0,84063000.0,186140000,343389000.0,1135939000.0,1491000.0,186140000,207897000.0,51348000.0,185940000,564094000.0,,-992753000.0,1611581000.0,11897000.0,172000.0,1802717000.0,0.55,0.0,1900000.0,4002000.0,92460000.0,2626838000.0,-34357000.0,6241709000.0,122172000.0,4299016000.0,,
2007-09-30,-18785000.0,186187000.0,-2991183000.0,361962000.0,48127000.0,288958000.0,1611581000.0,92336000.0,4992699000.0,,0.0,437326000.0,707618000.0,554291000.0,558743000.0,,,190644000.0,-8339000.0,1988744000.0,290469000,31790000.0,-50000000.0,-553080000.0,174114000.0,1392577000.0,165688000.0,54733000.0,-44850000.0,-1317684000.0,286274000.0,-58502000.0,-22194000.0,789231000,0.41,-41990000.0,153327000,1620470000.0,,210426000.0,226076000.0,-1173907000.0,7816375000.0,378807000.0,234021000.0,0.0,1103904000.0,834932000.0,386295000.0,81613000.0,119381000,293396000.0,1136858000.0,21583000.0,119381000,222857000.0,50113000.0,119581000,-66649000.0,,-336851000.0,437326000.0,1510113000.0,146000.0,671347000.0,0.41,0.0,19600000.0,11987000.0,96755000.0,2562566000.0,-16724000.0,6195905000.0,151924000.0,2823676000.0,,
2007-12-31,-12326000.0,596018000.0,-1000.0,451449000.0,79246000.0,,437326000.0,90672000.0,5534295000.0,,-208209000.0,659662000.0,805734000.0,507686000.0,521525000.0,,-420317000.0,193730000.0,0.0,2189175000.0,415924000,31920000.0,-3500000.0,-352169000.0,295061000.0,1497383000.0,241744000.0,93911000.0,788006000.0,493651000.0,229292000.0,-108356000.0,-41189000.0,893300000,,63324000.0,298048000,2368407000.0,1917700000.0,345862000.0,331977000.0,222878000.0,8628815000.0,392646000.0,319408000.0,0.0,1133299000.0,905345000.0,367885000.0,87566000.0,201150000,,1137372000.0,-7895000.0,201150000,233987000.0,51843000.0,200550000,-616635000.0,,-747876000.0,659662000.0,1511135000.0,147000.0,979070000.0,,0.0,18600000.0,251291000.0,102263000.0,2492354000.0,-12978000.0,6260408000.0,237506000.0,3094520000.0,,
2008-03-31,-6344000.0,181170000.0,-240219000.0,917972000.0,123439000.0,296171000.0,659662000.0,114842000.0,5532708000.0,,83516000.0,688499000.0,841252000.0,548842000.0,523392000.0,,,215829000.0,-1500000000.0,707172000.0,369036000,34529000.0,-25000000.0,-199204000.0,246374000.0,1581664000.0,28311000.0,83277000.0,35852000.0,-787532000.0,258232000.0,-86031000.0,7183000.0,942186000,0.54,19007000.0,292410000,2140475000.0,,366985000.0,346933000.0,29030000.0,8170653000.0,451480000.0,297901000.0,0.0,887069000.0,1930773000.0,400529000.0,100934000.0,163097000,299500000.0,1140190000.0,-53206000.0,163097000,237172000.0,1060448000.0,163397000,449577000.0,,-440880000.0,688499000.0,12841000.0,149000.0,986400000.0,0.55,0.0,15730000.0,-62500000.0,106932000.0,2421255000.0,-54703000.0,6030178000.0,280954000.0,2637945000.0,,
2008-06-30,-21843000.0,199774000.0,-319548000.0,473992000.0,121115000.0,290356000.0,688499000.0,116755000.0,5522931000.0,,-22263000.0,466493000.0,901043000.0,570817000.0,501452000.0,,,245689000.0,-12474000.0,885441000.0,410773000,33118000.0,0.0,-103137000.0,291334000.0,1629398000.0,61221000.0,84706000.0,5453000.0,-250129000.0,252259000.0,-71062000.0,-21940000.0,993444000,0.7,-53304000.0,330226000,2161028000.0,,276022000.0,224916000.0,-224330000.0,8172826000.0,482797000.0,425759000.0,0.0,895242000.0,1764454000.0,471315000.0,92401000.0,206628000,293476000.0,1139597000.0,-40329000.0,206628000,255028000.0,1038086000.0,206328000,-250223000.0,,-630890000.0,466493000.0,11544000.0,149000.0,892252000.0,0.71,0.0,13900000.0,20568000.0,105539000.0,2347561000.0,-31599000.0,6011798000.0,204960000.0,2649895000.0,,
2008-09-30,-6189000.0,143116000.0,0.0,743101000.0,33431000.0,291408000.0,466493000.0,123512000.0,5768478000.0,,-31173000.0,1010701000.0,985471000.0,596088000.0,440164000.0,,,232824000.0,0.0,985872000.0,448704100,36692000.0,0.0,75361000.0,321125000.0,1579938000.0,77500000.0,114337000.0,-22426000.0,134828000.0,268800000.0,-64868000.0,-42834000.0,1092964000,0.7,176991000.0,389383000,2639080000.0,,512193000.0,298267000.0,547551000.0,8535208000.0,484636000.0,376098000.0,0.0,927877000.0,1780858000.0,497263000.0,107493000.0,206788000,293921000.0,1137547000.0,-43566400.0,206788000,249858000.0,1042427000.0,206788000,-99470000.0,,-746546000.0,1010701000.0,10215000.0,149000.0,1386799000.0,0.71,0.0,8100.0,57328000.0,127571000.0,2250766000.0,-9035000.0,5896128000.0,447325000.0,2766730000.0,,
2008-12-31,-19828000.0,169391000.0,-179171000.0,805995000.0,-11106000.0,,1010701000.0,107417000.0,5806083000.0,,148138000.0,622385000.0,967752000.0,741160000.0,356017000.0,,-537000000.0,230963000.0,0.0,923222000.0,464089400,41868000.0,0.0,270180000.0,290110000.0,1594754000.0,11454000.0,83456000.0,936661000.0,-333839000.0,292767000.0,-53993000.0,-81958000.0,1068913000,,33695000.0,226592000,2458000000.0,2131754000.0,409292000.0,308238000.0,-390304000.0,8478991000.0,446665000.0,749032000.0,0.0,1126558000.0,1749686000.0,534887000.0,101161000.0,206654000,,1138621000.0,-51052800.0,206654000,263602000.0,1085431000.0,206654000,-465757000.0,,-1365881000.0,622385000.0,27667000.0,149000.0,1371417000.0,,0.0,51962400.0,-166122000.0,122017000.0,2161058000.0,37772000.0,6020991000.0,355299000.0,2672908000.0,,
2009-03-31,-12720000.0,149374000.0,-57631000.0,1057671000.0,-32346000.0,287703000.0,622385000.0,104271000.0,5987694000.0,,29991000.0,764104000.0,938287000.0,633329000.0,345784000.0,,,264603000.0,,807767000.0,443850000,37889000.0,0.0,388019000.0,311804000.0,1562174000.0,17043000.0,65225000.0,251574000.0,-66928000.0,279478000.0,-37041000.0,-6973000.0,1036484000,0.84,-97291000.0,304958000,2480653000.0,,300750000.0,318492000.0,142116000.0,8575206000.0,481214000.0,637219000.0,0.0,1321949000.0,1747185000.0,429689000.0,98197000.0,243987000,289744000.0,1138621000.0,1946000.0,246579000,268076000.0,1082909000.0,243987000,-91706000.0,,-1142327000.0,764104000.0,26488000.0,149000.0,1401323000.0,0.85,0.0,9900000.0,-26340000.0,122146000.0,2071809000.0,-37935000.0,6094553000.0,263709000.0,2554952000.0,,
2009-06-30,-1633000.0,143183000.0,0.0,579891000.0,11293000.0,288615000.0,764104000.0,210941000.0,6212538000.0,,5565000.0,786804000.0,1002568000.0,779654000.0,310962000.0,,-588800000.0,269967000.0,,803926000.0,373625000,41003000.0,0.0,516632000.0,237594000.0,1608660000.0,7344000.0,92709000.0,-247691000.0,3151000.0,416453000.0,-34680000.0,-35799000.0,1093289000,0.49,-45520000.0,222914000,2744278000.0,2197460000.0,228551000.0,330996000.0,20188000.0,8777196000.0,511286000.0,836270000.0,0.0,1307118000.0,1727565000.0,496694000.0,90721000.0,142845000,290359000.0,1138621000.0,11880000.0,144885000,268529000.0,1085607000.0,142845000,-211514000.0,,-762290000.0,786804000.0,14697000.0,149000.0,1623074000.0,0.49,0.0,9300000.0,6674000.0,126731000.0,1978519000.0,-25907000.0,6032918000.0,193871000.0,2531491000.0,,
2009-09-30,-10842000.0,141623000.0,0.0,696531000.0,37114000.0,288917000.0,786804000.0,108547000.0,6564189000.0,,502000.0,585788000.0,1027032000.0,642854000.0,289654000.0,,-622900000.0,287452000.0,0.0,721368000.0,487922000,41010000.0,0.0,781321000.0,393538000.0,1634696000.0,8849000.0,113936000.0,-3313000.0,9215000.0,304055000.0,-38408000.0,-29808000.0,1120518000,0.95,-107669000.0,384178000,2572259000.0,2257596000.0,263425000.0,331761000.0,-201793000.0,9026437000.0,550995000.0,821888000.0,0.0,1753746000.0,1707259000.0,537408000.0,93486000.0,277663000,291037000.0,1138621000.0,6960000.0,279602000,278686000.0,1085844000.0,277663000,-474433000.0,,-1133058000.0,585788000.0,15452000.0,149000.0,1407676000.0,0.96,0.0,8500000.0,366000.0,85884000.0,1927115000.0,-32373000.0,6454178000.0,225017000.0,2428627000.0,,
2009-12-31,-17577000.0,177924000.0,-693539000.0,998736000.0,50496000.0,,585788000.0,118534000.0,6221530000.0,,-6067000.0,581889000.0,1027356000.0,643978000.0,240618000.0,,-642517000.0,304915000.0,0.0,714942000.0,491144000,41000000.0,0.0,1068890000.0,389744000.0,1637083000.0,14574000.0,83748000.0,8462000.0,-669589000.0,283082000.0,-55517000.0,-64771000.0,1127056000,,-101002000.0,383378000,2480595000.0,2279600000.0,282172000.0,254205000.0,-4795000.0,8551854000.0,551208000.0,681835000.0,0.0,1424477000.0,1575030000.0,377055000.0,99700000.0,305637000,,1138621000.0,3866000.0,305996000,293950000.0,1080207000.0,305637000,382622000.0,,-554530000.0,581889000.0,19762000.0,144000.0,1263724000.0,,0.0,8200000.0,9376000.0,93200000.0,1871078000.0,,6071259000.0,226655000.0,2289972000.0,,
2010-03-31,12264000.0,210295000.0,-577580000.0,1029307000.0,22872000.0,269922000.0,581889000.0,121356000.0,5909372000.0,,0.0,639559000.0,1011805000.0,708116000.0,248898000.0,,-671900000.0,312221000.0,,682330000.0,386113000,51006000.0,-39976000.0,1131523000.0,295303000.0,1604573000.0,52818000.0,75310000.0,46247000.0,-523460000.0,347006000.0,-38209000.0,8042000.0,1108860000,0.8,-77650000.0,303689000,2409012000.0,2276473000.0,336895000.0,259300000.0,63172000.0,8217323000.0,560777000.0,513115000.0,0.0,1242984000.0,1584399000.0,432887000.0,97055000.0,217442000,272703000.0,1138621000.0,-8986000.0,219993000,280038000.0,1076201000.0,217442000,249737000.0,,-701385000.0,639559000.0,19115000.0,139000.0,1152674000.0,0.8,0.0,8300000.0,1302000.0,82510000.0,1822133000.0,-20201000.0,5808311000.0,298686000.0,2266729000.0,,
2010-06-30,9183000.0,218645000.0,-1031754000.0,973236000.0,-28422000.0,259938000.0,639559000.0,144476000.0,5170806000.0,,0.0,720962000.0,1105717000.0,709837000.0,207492000.0,,-703600000.0,325014000.0,,755658000.0,485243000,44364000.0,0.0,1405340000.0,396892000.0,1571521000.0,10375000.0,102243000.0,5852000.0,-1026126000.0,331675000.0,-47051000.0,-38359000.0,1212702000,1.12,40549000.0,395880000,2255231000.0,2275121000.0,428481000.0,257985000.0,86319000.0,7502150000.0,548893000.0,248710000.0,0.0,767848000.0,1535202000.0,487803000.0,106985000.0,293438000,261658000.0,1138621000.0,-4788000.0,294649000,267878000.0,1069725000.0,293438000,683964000.0,,-242221000.0,720962000.0,10096000.0,129000.0,969672000.0,1.13,0.0,900000.0,-4747000.0,87451000.0,1768929000.0,-2754000.0,5246919000.0,381430000.0,2290860000.0,,
2010-09-30,-5136000.0,198911000.0,-468245000.0,487820000.0,-9161000.0,239864000.0,720962000.0,143699000.0,5030695000.0,,0.0,626757000.0,1079871000.0,885736000.0,174615000.0,,-737700000.0,308151000.0,,824480000.0,286618000,39224000.0,-84952000.0,1646852000.0,187190000.0,1641791000.0,17254000.0,75011000.0,230319000.0,-461259000.0,524054000.0,-38960000.0,-30927000.0,1175789000,1.05,-10630000.0,194135000,2131131000.0,2379491000.0,428241000.0,256075000.0,-102772000.0,7394147000.0,616697000.0,197835000.0,0.0,767262000.0,1499466000.0,553796000.0,95918000.0,254115000,242313000.0,1138621000.0,-745000.0,112179000,269313000.0,1068776000.0,254115000,-69754000.0,,-433662000.0,626757000.0,11296000.0,124000.0,824592000.0,1.06,0.0,9300000.0,-10268000.0,90128000.0,1715342000.0,-49764000.0,5263016000.0,389281000.0,2323946000.0,,
2010-12-31,-20838000.0,22122000.0,0.0,178331000.0,-21610000.0,,626757000.0,162529000.0,5396506000.0,,0.0,759598000.0,1118768000.0,443453000.0,200950000.0,41300000.0,-767166000.0,344224000.0,,1050122000.0,454033000,33232000.0,-32500000.0,1872481000.0,350521000.0,1641634000.0,103039000.0,78769000.0,-5234000.0,225926000.0,45869000.0,-48835000.0,-20166000.0,1219072000,,51290000.0,675315000,2540420000.0,2408800000.0,431056000.0,325599000.0,138360000.0,8092493000.0,605329000.0,448146000.0,0.0,991299000.0,1592928000.0,464923000.0,100304000.0,240278000,,1146314000.0,-318994000.0,271752000,289066000.0,1066379000.0,240278000,-518622000.0,,-615618000.0,759598000.0,137153000.0,124000.0,1207744000.0,,0.0,9500000.0,129179000.0,94012000.0,1772826000.0,-26508000.0,5552073000.0,382221000.0,2643050000.0,,
2011-03-31,-6498000.0,24491000.0,-195287000.0,827918000.0,-992000.0,241536000.0,759598000.0,159136000.0,5604159000.0,,0.0,790675000.0,1100229000.0,666159000.0,218504000.0,47400000.0,,319310000.0,-2113000.0,978846000.0,527979000,33119000.0,0.0,2166813000.0,426234000.0,1673502000.0,91155000.0,117468000.0,3888000.0,-99832000.0,293633000.0,-43105000.0,71974000.0,1203342000,1.2,-233137000.0,434070000,2628315000.0,,253578000.0,356261000.0,26951000.0,8293524000.0,687609000.0,437870000.0,163548000.0,1113549000.0,1640378000.0,270100000.0,103113000.0,294331000,244551000.0,1146314000.0,-2336000.0,308766000,295260000.0,1065613000.0,293800000,-126795000.0,,-911608000.0,790675000.0,134779000.0,125000.0,1228545000.0,1.22,0.0,9200000.0,6413000.0,92545000.0,1731844000.0,-90712000.0,5665209000.0,210473000.0,2619224000.0,,
2011-06-30,-18210000.0,201794000.0,-191288000.0,381753000.0,25713000.0,242375000.0,790675000.0,170746000.0,5977050000.0,,0.0,697526000.0,1108144000.0,695131000.0,196784000.0,,-771100000.0,354351000.0,-5135000.0,954330000.0,497785000,24280000.0,0.0,2454848000.0,399085000.0,1712869000.0,194728000.0,95036000.0,9260000.0,21907000.0,285644000.0,-57629000.0,-23348000.0,1208647000,1.18,41482000.0,413013000,2688623000.0,2483969000.0,429666000.0,351685000.0,-95217000.0,8621979000.0,666960000.0,629218000.0,0.0,1395306000.0,1611455000.0,641273000.0,100503000.0,288034000,244966000.0,1146314000.0,-9828000.0,304049000,308254000.0,1062986000.0,288034000,-546790000.0,,-870914000.0,697526000.0,131981000.0,127000.0,1326744000.0,1.19,0.0,8400000.0,23602000.0,90300000.0,1678867000.0,35803000.0,5933356000.0,372037000.0,2565785000.0,,
2011-09-30,-11059000.0,194199000.0,0.0,306628000.0,7571000.0,242883000.0,697526000.0,159197000.0,6229148000.0,,0.0,575140000.0,1186407000.0,696111000.0,238175000.0,,-749100000.0,342873000.0,-4212000.0,885346000.0,576060000,29226000.0,0.0,2806523000.0,480766000.0,1572259000.0,13583000.0,127104000.0,24992000.0,-99128000.0,301391000.0,-80997000.0,67072000.0,1309934000,1.43,21904000.0,490296000,2837288000.0,2321359000.0,570523000.0,384450000.0,-115782000.0,8802204000.0,581052000.0,944381000.0,0.0,1587229000.0,1683264000.0,674743000.0,123527000.0,351826000,245366000.0,1146314000.0,-6903000.0,353662000,310934000.0,1060639000.0,351826000,-587177000.0,,-814963000.0,575140000.0,3422000.0,128000.0,1519521000.0,1.45,0.0,7927000.0,-108499000.0,87367000.0,1659114000.0,37575000.0,5964916000.0,489526000.0,2568610000.0,,
2011-12-31,-23452000.0,2063981000.0,-111400000.0,801694000.0,-26535000.0,242959000.0,575140000.0,186448000.0,6426987000.0,,0.0,514542000.0,1187072000.0,777333000.0,248644000.0,,-782113000.0,357369000.0,1000.0,912889000.0,460605000,26380000.0,-5000000.0,3106761000.0,405130000.0,1571387000.0,15184000.0,104919000.0,39042000.0,-142809000.0,338933000.0,-70444000.0,37878000.0,1326710000,1.22,-14861000.0,409739000,2975427000.0,2353500000.0,473974000.0,400276000.0,-58367000.0,9049604000.0,584603000.0,1176115000.0,909597000.0,1748285000.0,1709728000.0,677210000.0,139638000.0,300238000,245382000.0,1146314000.0,-4609000.0,300211000,326843000.0,1060808000.0,300238000,-389532000.0,,-1115834000.0,514542000.0,3292000.0,128000.0,1690657000.0,1.24,0.0,7496000.0,-46594000.0,88721000.0,1608191000.0,-56040000.0,6074177000.0,403530000.0,2622617000.0,,
