date,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2011-03-31,314000000.0,1129000000.0,1129000000.0,1000000.0,374000000.0,-13000000.0,1768000000.0,0.0,-289000000.0,80000000.0,83000000.0,39000000.0,-30000000.0,-335000000.0,61000000.0,0.0,-1311000000.0,1088000000.0,3079000000.0,,-91000000.0,-21000000.0,4.460636,755000000.0,121000000.0,22000000.0,108000000,0.0,-32000000.0,708000000.0,-38000000.0,,192000000,,,5000000.0,1310000000.0,-12000000.0,2974000000.0,70000000.0,1000000.0,292000000.0,3898000000.0,3605000000.0,1557000000,,79136699.0,4915000000.0,91000000.0,9412000000.0,353000000.0,6438000000.0,353000000.0,96000000,642000000.0,1395000000.0,57000000.0,2142000000.0,534000000.0,0.0,1135000000.0,541000000.0,0.0,1142000000.0,4497000000.0,846000000.0,4.39,173000000.0,22000000.0,968000000.0,422000000.0,1129000000.0,,,,,
2011-06-30,326000000.0,1045000000.0,1045000000.0,1000000.0,1129000000.0,28000000.0,1774000000.0,-2000000.0,-7000000.0,80000000.0,97000000.0,22000000.0,-44000000.0,-69000000.0,73000000.0,2000000.0,-1366000000.0,1077000000.0,3140000000.0,,-30000000.0,0.0,1.11509,-84000000.0,14000000.0,22000000.0,105000000,0.0,-116000000.0,750000000.0,-9000000.0,,187000000,,,4000000.0,1329000000.0,-13000000.0,3016000000.0,68000000.0,0.0,304000000.0,3972000000.0,3586000000.0,1667000000,,78020604.0,4915000000.0,-30000000.0,9482000000.0,87000000.0,6466000000.0,87000000.0,69000000,666000000.0,1412000000.0,55000000.0,2178000000.0,557000000.0,14000000.0,1236000000.0,506000000.0,0.0,1247000000.0,4567000000.0,848000000.0,1.09,145000000.0,22000000.0,-36000000.0,431000000.0,1045000000.0,,,,,
2011-09-30,585000000.0,737000000.0,737000000.0,1000000.0,1045000000.0,-99000000.0,2914000000.0,-1995000000.0,-1207000000.0,,-270000000.0,43000000.0,-105000000.0,1619000000.0,184000000.0,-81000000.0,-1392000000.0,2169000000.0,4306000000.0,0.0,307000000.0,11000000.0,,-308000000.0,149000000.0,25000000.0,-218000000,0.0,-116000000.0,911000000.0,-14000000.0,,-139000000,,,3000000.0,1739000000.0,-14000000.0,3387000000.0,,430000000.0,560000000.0,3200000000.0,7092000000.0,1846000000,,,8831000000.0,44000000.0,12966000000.0,-113000000.0,9579000000.0,-113000000.0,-171000000,226000000.0,1474000000.0,80000000.0,3291000000.0,925000000.0,-25000000.0,1479000000.0,644000000.0,0.0,1482000000.0,4135000000.0,3648000000.0,,404000000.0,203000000.0,-2077000000.0,367000000.0,737000000.0,,,,,
2011-12-31,392000000.0,466000000.0,466000000.0,1000000.0,737000000.0,23000000.0,2858000000.0,0.0,-23000000.0,79000000.0,83000000.0,57000000.0,-44000000.0,-43000000.0,197000000.0,0.0,-1450000000.0,2088000000.0,4308000000.0,,191000000.0,0.0,0.778998,-271000000.0,-184000000.0,30000000.0,130000000,0.0,-380000000.0,770000000.0,2000000.0,,244000000,,,6000000.0,1464000000.0,-14000000.0,3063000000.0,104000000.0,86000000.0,362000000.0,3247000000.0,6984000000.0,1930000000,,78305729.0,8448000000.0,-228000000.0,12513000000.0,61000000.0,9450000000.0,61000000.0,60000000,759000000.0,1428000000.0,84000000.0,3294000000.0,981000000.0,-6000000.0,1408000000.0,497000000.0,0.0,1369000000.0,4065000000.0,3607000000.0,0.77,403000000.0,,-43000000.0,522000000.0,466000000.0,,,,,
2012-03-31,396000000.0,599000000.0,599000000.0,1000000.0,466000000.0,34000000.0,2822000000.0,0.0,-62000000.0,80000000.0,124000000.0,56000000.0,-54000000.0,-62000000.0,164000000.0,3000000.0,-1519000000.0,2066000000.0,4341000000.0,,275000000.0,46000000.0,1.121486,133000000.0,204000000.0,31000000.0,179000000,0.0,3000000.0,882000000.0,1000000.0,,288000000,,,7000000.0,1578000000.0,-13000000.0,3283000000.0,108000000.0,-58000000.0,381000000.0,3322000000.0,6896000000.0,2079000000,,78467329.0,8474000000.0,150000000.0,12706000000.0,88000000.0,9423000000.0,88000000.0,90000000,585000000.0,1396000000.0,83000000.0,3319000000.0,949000000.0,1000000.0,1504000000.0,532000000.0,0.0,1489000000.0,4232000000.0,3588000000.0,1.1,408000000.0,200000000.0,-6000000.0,575000000.0,599000000.0,,,,,
2012-06-30,379000000.0,597000000.0,597000000.0,1000000.0,599000000.0,55000000.0,2754000000.0,0.0,6000000.0,80000000.0,215000000.0,56000000.0,-66000000.0,-48000000.0,154000000.0,2000000.0,-1565000000.0,2015000000.0,4319000000.0,,69000000.0,0.0,1.922535,-2000000.0,109000000.0,30000000.0,248000000,0.0,-144000000.0,908000000.0,-5000000.0,,379000000,,,6000000.0,1622000000.0,-18000000.0,3353000000.0,108000000.0,0.0,349000000.0,3455000000.0,6810000000.0,2141000000,,78542152.0,8432000000.0,43000000.0,12598000000.0,151000000.0,9245000000.0,151000000.0,160000000,579000000.0,1425000000.0,72000000.0,3246000000.0,1034000000.0,4000000.0,1514000000.0,560000000.0,0.0,1474000000.0,4166000000.0,3567000000.0,1.9,400000000.0,199000000.0,-61000000.0,627000000.0,597000000.0,,,,,
2012-09-30,754000000.0,523000000.0,523000000.0,1000000.0,597000000.0,-164000000.0,2832000000.0,0.0,-683000000.0,79000000.0,-436000000.0,81000000.0,-134000000.0,-164000000.0,459000000.0,-3000000.0,-1646000000.0,1973000000.0,4478000000.0,0.0,218000000.0,6000000.0,-3.468354,-74000000.0,225000000.0,46000000.0,-296000000,0.0,12000000.0,877000000.0,-152000000.0,80000000.0,-245000000,,,9000000.0,1913000000.0,-18000000.0,3209000000.0,110000000.0,39000000.0,708000000.0,3163000000.0,6582000000.0,2057000000,,79000000.0,8495000000.0,91000000.0,12524000000.0,-274000000.0,9315000000.0,-274000000.0,-272000000,120000000.0,884000000.0,81000000.0,3342000000.0,1008000000.0,-12000000.0,1599000000.0,577000000.0,0.0,1481000000.0,4029000000.0,3131000000.0,-3.49,208000000.0,217000000.0,-132000000.0,458000000.0,523000000.0,,,,,
2012-12-31,375000000.0,488000000.0,488000000.0,1000000.0,523000000.0,30000000.0,2817000000.0,,-43000000.0,80000000.0,132000000.0,43000000.0,-51000000.0,-53000000.0,463000000.0,2000000.0,-1724000000.0,1910000000.0,4541000000.0,,262000000.0,,1.278809,-35000000.0,65000000.0,32000000.0,162000000,0.0,-137000000.0,738000000.0,-3000000.0,,282000000,,,9000000.0,1770000000.0,-18000000.0,3077000000.0,107000000.0,5000000.0,343000000.0,3246000000.0,6454000000.0,1869000000,,78979725.0,8224000000.0,14000000.0,12376000000.0,101000000.0,9299000000.0,101000000.0,102000000,550000000.0,608000000.0,85000000.0,3358000000.0,1008000000.0,14000000.0,1332000000.0,569000000.0,0.0,1380000000.0,4152000000.0,3090000000.0,1.26,208000000.0,220000000.0,-49000000.0,537000000.0,488000000.0,,,,,
2013-03-31,381000000.0,468000000.0,468000000.0,1000000.0,488000000.0,12000000.0,2788000000.0,,-2475000000.0,80000000.0,67000000.0,143000000.0,-66000000.0,-99000000.0,476000000.0,-34000000.0,-1776000000.0,1871000000.0,4564000000.0,,228000000.0,0.0,0.670688,-20000000.0,143000000.0,39000000.0,187000000,0.0,-49000000.0,767000000.0,-2000000.0,,315000000,108000000.0,,8000000.0,1770000000.0,-18000000.0,3045000000.0,105000000.0,45000000.0,342000000.0,3281000000.0,6324000000.0,1974000000,,79023385.0,8094000000.0,77000000.0,12251000000.0,53000000.0,9206000000.0,53000000.0,55000000,551000000.0,571000000.0,78000000.0,3333000000.0,930000000.0,25000000.0,1406000000.0,527000000.0,0.0,1450000000.0,4157000000.0,3033000000.0,0.66,224000000.0,222000000.0,-65000000.0,568000000.0,468000000.0,,,,,
2013-06-30,398000000.0,377000000.0,377000000.0,1000000.0,468000000.0,41000000.0,2778000000.0,,-87000000.0,80000000.0,158000000.0,46000000.0,-71000000.0,-265000000.0,464000000.0,-1000000.0,-1837000000.0,1840000000.0,4615000000.0,-150000000.0,215000000.0,0.0,1.602949,-91000000.0,242000000.0,35000000.0,182000000,0.0,0.0,746000000.0,21000000.0,,310000000,,,8000000.0,1818000000.0,-26000000.0,2976000000.0,106000000.0,6000000.0,363000000.0,3379000000.0,6242000000.0,2059000000,,77357425.0,8060000000.0,171000000.0,12159000000.0,124000000.0,9183000000.0,124000000.0,117000000,553000000.0,577000000.0,66000000.0,3348000000.0,864000000.0,27000000.0,1479000000.0,608000000.0,0.0,1512000000.0,4099000000.0,2958000000.0,1.55,264000000.0,225000000.0,-67000000.0,580000000.0,377000000.0,,,,,
2013-09-30,69000000.0,346000000.0,346000000.0,1000000.0,377000000.0,190000000.0,2842000000.0,-14000000.0,-44000000.0,79000000.0,593000000.0,42000000.0,-126000000.0,-175000000.0,320000000.0,7000000.0,-1923000000.0,1831000000.0,4765000000.0,0.0,288000000.0,0.0,5.25974,-31000000.0,283000000.0,72000000.0,640000000,0.0,52000000.0,885000000.0,178000000.0,,742000000,,,5000000.0,1727000000.0,-26000000.0,2873000000.0,107000000.0,17000000.0,-3000000.0,3758000000.0,5808000000.0,1911000000,-14000000.0,77000000.0,7535000000.0,157000000.0,12088000000.0,405000000.0,9215000000.0,405000000.0,403000000,215000000.0,109000000.0,50000000.0,3366000000.0,899000000.0,-4000000.0,1202000000.0,522000000.0,0.0,1471000000.0,4553000000.0,2947000000.0,5.15,401000000.0,218000000.0,-139000000.0,709000000.0,346000000.0,,,,,
2013-12-31,379000000.0,295000000.0,295000000.0,,346000000.0,31000000.0,2827000000.0,,-12000000.0,78000000.0,142000000.0,41000000.0,-52000000.0,-29000000.0,314000000.0,3000000.0,-1999000000.0,1769000000.0,4826000000.0,,,5000000.0,1.413781,-51000000.0,25000000.0,36000000.0,156000000,0.0,-182000000.0,750000000.0,-3000000.0,,288000000,,,8000000.0,1545000000.0,-26000000.0,2776000000.0,105000000.0,-2000000.0,343000000.0,,5773000000.0,1868000000,,77805521.0,7318000000.0,-27000000.0,11983000000.0,110000000.0,9207000000.0,110000000.0,111000000,580000000.0,548000000.0,76000000.0,3377000000.0,934000000.0,28000000.0,1333000000.0,481000000.0,0.0,1363000000.0,4665000000.0,2948000000.0,1.4,394000000.0,220000000.0,-46000000.0,535000000.0,295000000.0,,,,,
2014-03-31,406000000.0,491000000.0,491000000.0,,295000000.0,-43000000.0,2466000000.0,-2000000.0,0.0,78000000.0,-104000000.0,41000000.0,-44000000.0,64000000.0,401000000.0,3000000.0,-1756000000.0,1388000000.0,4222000000.0,,,,-0.564598,196000000.0,189000000.0,36000000.0,-29000000,186000000.0,0.0,646000000.0,-1000000.0,,15000000,,,9000000.0,1754000000.0,-27000000.0,3142000000.0,78000000.0,3000000.0,370000000.0,,5864000000.0,1545000000,,77931564.0,7618000000.0,145000000.0,12188000000.0,-44000000.0,9046000000.0,-44000000.0,-61000000,1869000000.0,550000000.0,121000000.0,2717000000.0,773000000.0,-34000000.0,1168000000.0,521000000.0,0.0,1150000000.0,4570000000.0,2949000000.0,-0.57,363000000.0,174000000.0,-57000000.0,377000000.0,491000000.0,,,,,
2014-06-30,309000000.0,570000000.0,570000000.0,1000000.0,491000000.0,28000000.0,2438000000.0,0.0,0.0,79000000.0,99000000.0,41000000.0,-56000000.0,-183000000.0,374000000.0,3000000.0,-1818000000.0,1364000000.0,4256000000.0,,301000000.0,,1.27,79000000.0,238000000.0,23000000.0,135000000,184000000.0,29000000.0,639000000.0,-16000000.0,,238000000,,,9000000.0,1751000000.0,-26000000.0,3203000000.0,98000000.0,7000000.0,286000000.0,3844000000.0,5846000000.0,1605000000,,78000000.0,7597000000.0,182000000.0,12126000000.0,99000000.0,8923000000.0,99000000.0,71000000,1882000000.0,550000000.0,75000000.0,2715000000.0,781000000.0,5000000.0,1161000000.0,554000000.0,0.0,1179000000.0,4529000000.0,2941000000.0,1.25,345000000.0,84000000.0,23000000.0,444000000.0,570000000.0,,,,,
2014-09-30,494000000.0,1393000000.0,1393000000.0,1000000.0,570000000.0,-191000000.0,2414000000.0,,1000000.0,73000000.0,-217000000.0,40000000.0,-96000000.0,-886000000.0,338000000.0,3000000.0,-1861000000.0,1332000000.0,4275000000.0,-829000000.0,107000000.0,-92000000.0,0.971429,823000000.0,191000000.0,27000000.0,-184000000,0.0,28000000.0,674000000.0,-274000000.0,,-65000000,,,8000000.0,1687000000.0,-24000000.0,3561000000.0,112000000.0,2000000.0,467000000.0,3475000000.0,5681000000.0,1538000000,-15000000.0,70000000.0,7368000000.0,95000000.0,10951000000.0,68000000.0,7390000000.0,68000000.0,-26000000,196000000.0,106000000.0,83000000.0,2643000000.0,765000000.0,9000000.0,1228000000.0,675000000.0,-15000000.0,1202000000.0,3583000000.0,2942000000.0,0.93,110000000.0,81000000.0,1520000000.0,310000000.0,1393000000.0,,,,,
2014-12-31,251000000.0,1256000000.0,1256000000.0,1000000.0,1393000000.0,3000000.0,2253000000.0,,-6000000.0,70000000.0,43000000.0,41000000.0,-43000000.0,-155000000.0,332000000.0,2000000.0,-1865000000.0,1254000000.0,4118000000.0,-127000000.0,-25000000.0,,0.461996,-137000000.0,-34000000.0,25000000.0,158000000,0.0,-160000000.0,529000000.0,-10000000.0,,169000000,,,7000000.0,1374000000.0,-24000000.0,3241000000.0,85000000.0,89000000.0,226000000.0,3349000000.0,5650000000.0,1391000000,,69264646.0,7024000000.0,-77000000.0,10349000000.0,32000000.0,7108000000.0,32000000.0,40000000,511000000.0,473000000.0,89000000.0,2586000000.0,746000000.0,-74000000.0,982000000.0,513000000.0,0.0,1032000000.0,3325000000.0,2943000000.0,0.46,95000000.0,81000000.0,62000000.0,409000000.0,1256000000.0,,,,,
2015-03-31,228000000.0,911000000.0,911000000.0,1000000.0,1256000000.0,25000000.0,2163000000.0,0.0,-90000000.0,69000000.0,120000000.0,40000000.0,-43000000.0,-377000000.0,242000000.0,5000000.0,-1898000000.0,1188000000.0,4061000000.0,-270000000.0,-286000000.0,,3.314772,-345000000.0,407000000.0,25000000.0,197000000,0.0,-203000000.0,500000000.0,-3000000.0,,245000000,,,8000000.0,1250000000.0,-22000000.0,2902000000.0,85000000.0,36000000.0,203000000.0,3281000000.0,5527000000.0,1350000000,-320000000.0,67576297.0,6777000000.0,364000000.0,9796000000.0,224000000.0,6894000000.0,224000000.0,95000000,501000000.0,441000000.0,110000000.0,2480000000.0,714000000.0,-37000000.0,925000000.0,508000000.0,-320000000.0,1046000000.0,3019000000.0,2943000000.0,3.26,51000000.0,369000000.0,-351000000.0,425000000.0,911000000.0,,,,,
2015-06-30,240000000.0,1113000000.0,1113000000.0,1000000.0,911000000.0,27000000.0,2167000000.0,-5000000.0,-561000000.0,68000000.0,142000000.0,47000000.0,-61000000.0,498000000.0,336000000.0,-15000000.0,-1918000000.0,1180000000.0,4085000000.0,0.0,-223000000.0,332000000.0,1.582268,202000000.0,-271000000.0,24000000.0,188000000,0.0,114000000.0,544000000.0,-3000000.0,,274000000,,,7000000.0,1374000000.0,-26000000.0,3092000000.0,85000000.0,10000000.0,216000000.0,3361000000.0,5414000000.0,1367000000,-320000000.0,67624467.0,6788000000.0,-332000000.0,9955000000.0,107000000.0,6863000000.0,107000000.0,115000000,456000000.0,425000000.0,146000000.0,2509000000.0,700000000.0,9000000.0,939000000.0,494000000.0,0.0,1010000000.0,3167000000.0,3362000000.0,1.56,102000000.0,368000000.0,-17000000.0,428000000.0,1113000000.0,,,,,
2015-09-30,419000000.0,1257000000.0,1257000000.0,1000000.0,1113000000.0,-77000000.0,2182000000.0,-8000000.0,31000000.0,67000000.0,-136000000.0,38000000.0,-118000000.0,4000000.0,381000000.0,-1000000.0,-1962000000.0,1164000000.0,4144000000.0,0.0,-291000000.0,7000000.0,-0.820896,144000000.0,232000000.0,36000000.0,-108000000,0.0,17000000.0,573000000.0,-41000000.0,,-12000000,,,8000000.0,1448000000.0,-26000000.0,3248000000.0,86000000.0,-2000000.0,383000000.0,3281000000.0,5579000000.0,1280000000,-2000000.0,67000000.0,7027000000.0,114000000.0,10064000000.0,-54000000.0,6816000000.0,-54000000.0,-59000000,186000000.0,73000000.0,169000000.0,2486000000.0,706000000.0,12000000.0,969000000.0,494000000.0,6000000.0,961000000.0,3037000000.0,3348000000.0,-0.820896,89000000.0,350000000.0,-87000000.0,311000000.0,1257000000.0,,,,,
2015-12-31,249000000.0,1039000000.0,1039000000.0,1000000.0,1257000000.0,20000000.0,2156000000.0,-6000000.0,-14000000.0,66000000.0,111000000.0,43000000.0,-53000000.0,-219000000.0,700000000.0,0.0,-2005000000.0,1114000000.0,4161000000.0,-500000000.0,-349000000.0,14000000.0,1.407671,-218000000.0,56000000.0,25000000.0,143000000,0.0,-115000000.0,461000000.0,3000000.0,,237000000,,,8000000.0,1594000000.0,-24000000.0,2932000000.0,83000000.0,1000000.0,224000000.0,2895000000.0,5532000000.0,1163000000,,63225021.0,7126000000.0,3000000.0,9673000000.0,89000000.0,6741000000.0,89000000.0,91000000,480000000.0,407000000.0,164000000.0,2462000000.0,723000000.0,12000000.0,771000000.0,433000000.0,7000000.0,851000000.0,2547000000.0,3337000000.0,1.35,81000000.0,353000000.0,-44000000.0,392000000.0,1039000000.0,,,,,
2016-03-31,283000000.0,1136000000.0,1136000000.0,1000000.0,1039000000.0,15000000.0,2166000000.0,-60000000.0,-22000000.0,63000000.0,102000000.0,44000000.0,-50000000.0,2000000.0,749000000.0,-1000000.0,-2086000000.0,1110000000.0,4252000000.0,0.0,-242000000.0,20000000.0,1.401853,97000000.0,175000000.0,25000000.0,141000000,0.0,-10000000.0,519000000.0,-2000000.0,,231000000,,,9000000.0,1702000000.0,-24000000.0,2912000000.0,85000000.0,5000000.0,258000000.0,2958000000.0,5476000000.0,1247000000,-4000000.0,62060722.0,7178000000.0,125000000.0,9901000000.0,87000000.0,6989000000.0,87000000.0,87000000,407000000.0,414000000.0,115000000.0,2578000000.0,726000000.0,6000000.0,823000000.0,434000000.0,16000000.0,935000000.0,2723000000.0,3328000000.0,1.38,85000000.0,344000000.0,-80000000.0,424000000.0,1136000000.0,,,,,
2016-06-30,269000000.0,1215000000.0,1215000000.0,1000000.0,1136000000.0,41000000.0,2170000000.0,-4000000.0,-14000000.0,63000000.0,138000000.0,44000000.0,-78000000.0,-17000000.0,771000000.0,0.0,-2058000000.0,1086000000.0,4228000000.0,0.0,-283000000.0,2000000.0,1.14384,79000000.0,174000000.0,25000000.0,167000000,0.0,10000000.0,477000000.0,-1000000.0,,268000000,,,6000000.0,1671000000.0,-24000000.0,2911000000.0,86000000.0,0.0,244000000.0,3005000000.0,5507000000.0,1290000000,-6000000.0,62100839.0,7178000000.0,96000000.0,9912000000.0,71000000.0,7001000000.0,71000000.0,97000000,414000000.0,421000000.0,111000000.0,2567000000.0,677000000.0,13000000.0,854000000.0,423000000.0,-3000000.0,908000000.0,2734000000.0,3316000000.0,1.13,85000000.0,354000000.0,-83000000.0,436000000.0,1215000000.0,,,,,
2016-09-30,527000000.0,1188000000.0,1188000000.0,1000000.0,1215000000.0,57000000.0,2224000000.0,-13000000.0,-1545000000.0,62000000.0,-215000000.0,59000000.0,-119000000.0,-160000000.0,189000000.0,-7000000.0,-2119000000.0,1085000000.0,4343000000.0,0.0,-281000000.0,16000000.0,-4.451613,-27000000.0,258000000.0,25000000.0,-151000000,0.0,172000000.0,541000000.0,-23000000.0,,-73000000,712000000.0,,7000000.0,1216000000.0,-25000000.0,2866000000.0,83000000.0,26000000.0,502000000.0,2704000000.0,5316000000.0,1248000000,-9000000.0,62000000.0,6532000000.0,139000000.0,9697000000.0,-276000000.0,6831000000.0,-276000000.0,-272000000,110000000.0,101000000.0,113000000.0,2401000000.0,671000000.0,-5000000.0,872000000.0,486000000.0,9000000.0,894000000.0,3347000000.0,3055000000.0,-4.46,69000000.0,349000000.0,-125000000.0,376000000.0,1188000000.0,,,,,
2016-12-31,262000000.0,704000000.0,704000000.0,1000000.0,1188000000.0,-6000000.0,2186000000.0,0.0,-396000000.0,62216863.0,4000000.0,135000000.0,-43000000.0,-435000000.0,107000000.0,-15000000.0,-2097000000.0,1026000000.0,4283000000.0,0.0,-427000000.0,4000000.0,-0.016073,-484000000.0,0.0,23000000.0,124000000,0.0,-156000000.0,458000000.0,2000000.0,,216000000,,,6000000.0,1016000000.0,-24000000.0,2334000000.0,77000000.0,96000000.0,239000000.0,2679000000.0,5046000000.0,1193000000,-2000000.0,62216863.0,6062000000.0,-43000000.0,9063000000.0,-1000000.0,6729000000.0,-1000000.0,10000000,419000000.0,438000000.0,106000000.0,2348000000.0,666000000.0,15000000.0,807000000.0,451000000.0,-2000000.0,858000000.0,3175000000.0,2825000000.0,-0.016073,69000000.0,357000000.0,-41000000.0,386000000.0,704000000.0,,,,,
2017-03-31,269000000.0,605000000.0,605000000.0,1000000.0,704000000.0,30000000.0,2205000000.0,-49000000.0,-16000000.0,63000000.0,132000000.0,40000000.0,-61000000.0,-40000000.0,111000000.0,0.0,-2159000000.0,1017000000.0,4364000000.0,0.0,-365000000.0,31000000.0,1.478697,-99000000.0,41000000.0,24000000.0,164000000,0.0,-122000000.0,520000000.0,-1000000.0,,248000000,,,6000000.0,1037000000.0,-24000000.0,2377000000.0,76000000.0,3000000.0,245000000.0,2747000000.0,5006000000.0,1320000000,-22000000.0,62216934.0,6043000000.0,-20000000.0,9186000000.0,92000000.0,6809000000.0,92000000.0,102000000,423000000.0,445000000.0,113000000.0,2413000000.0,687000000.0,10000000.0,887000000.0,406000000.0,12000000.0,972000000.0,3300000000.0,2812000000.0,1.47,69000000.0,359000000.0,-100000000.0,433000000.0,605000000.0,,,,,
2017-06-30,202000000.0,492000000.0,492000000.0,1000000.0,605000000.0,-4000000.0,1937000000.0,-631000000.0,-501000000.0,62402316.0,-20000000.0,41000000.0,-22000000.0,639000000.0,229000000.0,-15000000.0,-1770000000.0,1316000000.0,3707000000.0,0.0,-289000000.0,8000000.0,-0.528827,-113000000.0,196000000.0,20000000.0,33000000,0.0,112000000.0,392000000.0,-5000000.0,,86000000,,,2000000.0,895000000.0,-14000000.0,1839000000.0,65000000.0,13000000.0,182000000.0,2768000000.0,4212000000.0,870000000,0.0,62402316.0,5107000000.0,174000000.0,8506000000.0,-33000000.0,6667000000.0,-33000000.0,-16000000,411000000.0,361000000.0,73000000.0,2426000000.0,631000000.0,-2000000.0,635000000.0,274000000.0,7000000.0,643000000.0,3399000000.0,2584000000.0,-0.54,374000000.0,331000000.0,-931000000.0,235000000.0,492000000.0,,,,,
2017-09-30,199000000.0,566000000.0,566000000.0,1000000.0,492000000.0,56000000.0,1970000000.0,0.0,-2000000.0,63000000.0,4000000.0,33000000.0,-73000000.0,-10000000.0,235000000.0,1000000.0,-1792000000.0,1335000000.0,3762000000.0,0.0,-222000000.0,8000000.0,-0.935484,74000000.0,128000000.0,22000000.0,36000000,0.0,124000000.0,409000000.0,-26000000.0,,120000000,,,6000000.0,968000000.0,-15000000.0,1903000000.0,83000000.0,1000000.0,177000000.0,2696000000.0,4244000000.0,880000000,0.0,62000000.0,5212000000.0,55000000.0,8618000000.0,-57000000.0,6715000000.0,-57000000.0,-52000000,84000000.0,50000000.0,91000000.0,2465000000.0,634000000.0,1000000.0,645000000.0,324000000.0,8000000.0,612000000.0,3406000000.0,2584000000.0,-0.935484,375000000.0,334000000.0,-47000000.0,235000000.0,566000000.0,,,,,
2017-12-31,192000000.0,601000000.0,601000000.0,,566000000.0,14000000.0,1945000000.0,,-2000000.0,62228812.0,7000000.0,34000000.0,-24000000.0,99000000.0,355000000.0,-5000000.0,-1850000000.0,1298000000.0,3795000000.0,,-211000000.0,10000000.0,-0.064279,35000000.0,-40000000.0,21000000.0,37000000,0.0,-109000000.0,382000000.0,8000000.0,,120000000,,,7000000.0,1003000000.0,-14000000.0,1964000000.0,79000000.0,3000000.0,171000000.0,2678000000.0,4253000000.0,842000000,-12000000.0,62228812.0,5256000000.0,-64000000.0,8655000000.0,-4000000.0,6691000000.0,-4000000.0,-7000000,425000000.0,409000000.0,92000000.0,2475000000.0,674000000.0,4000000.0,613000000.0,266000000.0,5000000.0,597000000.0,3399000000.0,2584000000.0,-0.07,390000000.0,315000000.0,-24000000.0,229000000.0,601000000.0,,,,,
2018-03-31,184000000.0,225000000.0,225000000.0,,601000000.0,1000000.0,1940000000.0,,-182000000.0,64000000.0,67000000.0,34000000.0,-36000000.0,-319000000.0,59000000.0,-3000000.0,-1919000000.0,1290000000.0,3859000000.0,,,24000000.0,1.17,-376000000.0,16000000.0,21000000.0,91000000,,-120000000.0,387000000.0,-4000000.0,,183000000,,,6000000.0,712000000.0,-14000000.0,1713000000.0,82000000.0,2000000.0,163000000.0,,4218000000.0,974000000,-16000000.0,63000000.0,4930000000.0,-20000000.0,8441000000.0,73000000.0,6728000000.0,73000000.0,66000000,461000000.0,541000000.0,122000000.0,2503000000.0,649000000.0,10000000.0,699000000.0,266000000.0,-25000000.0,717000000.0,3511000000.0,2579000000.0,1.15,243000000.0,303000000.0,-76000000.0,275000000.0,225000000.0,,,,,
