date,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings
2012-04-30,23069000.0,-93266000.0,,-5721000.0,69288000,1135000.0,55919000.0,-57087000.0,25613000.0,1268774000.0,11511000.0,9692000.0,,493842000.0,14378000.0,,279278000.0,306641000.0,1752504000,2239747000.0,43679000,-8773000.0,0.0,19100000.0,667930000.0,84739000.0,1507264000.0,21700000.0,962133000.0,25981000.0,245240000.0,104385000.0,23069000,23069000.0,506041000.0,175952000.0,0.61,0.0,38120000.0,-180000.0,-860998000.0,55919000.0,1378749000.0,-70384000.0,260405000.0,170794000.0,55919000.0,11859000.0,201561000.0,10737000.0,,8751000.0,598000.0,12403000.0,-3981000.0,,70649000.0,34928000.0,-56271000.0,-1718000.0,1774815000.0,9581000.0,0.6,0.0,,38481000.0,0.0,1495537000.0,,0.0,211165000.0,46338000.0,,,,,
2012-07-31,39031000.0,-639000.0,,-6320000.0,97650000,1036000.0,89636000.0,-71269000.0,26611000.0,1300689000.0,35013000.0,4737000.0,,526553000.0,34755000.0,2997000.0,306007000.0,332027000.0,1868302000,2305300000.0,71039000,-7752000.0,0.0,20187000.0,667745000.0,98346000.0,1581328000.0,21254000.0,968662000.0,8779000.0,286974000.0,104385000.0,39031000,39031000.0,544745000.0,189399000.0,1.02,0.0,38224608.0,-182000.0,-883372000.0,89636000.0,1421928000.0,0.0,265933000.0,178546000.0,89636000.0,23104000.0,215935000.0,10740000.0,,8904000.0,1481000.0,13114000.0,-1545000.0,,106531000.0,62135000.0,-71776000.0,0.0,1845434000.0,33717000.0,1.01,0.0,,38570298.0,,1539427000.0,446000.0,0.0,219944000.0,55919000.0,,,,,
2012-10-31,32859000.0,19000.0,,-6320000.0,89314000,1024000.0,39327000.0,-91112000.0,27189000.0,1289048000.0,-26224000.0,15489000.0,,553094000.0,-36238000.0,,259831000.0,314729000.0,1911644000,2385176000.0,62125000,517000.0,0.0,21128000.0,660055000.0,86272000.0,1632331000.0,21284000.0,974319000.0,-4731000.0,279313000.0,104686000.0,32859000,32859000.0,572513000.0,190040000.0,0.86,0.0,38304840.0,-5186000.0,-901517000.0,39327000.0,1483659000.0,0.0,278092000.0,178298000.0,39327000.0,20629000.0,217188000.0,13244000.0,,8637000.0,33000.0,13385000.0,-11304000.0,,52107000.0,53488000.0,-88345000.0,-3307000.0,1861561000.0,-50309000.0,0.85,0.0,,38658530.0,,1601730000.0,-30000.0,0.0,215213000.0,89636000.0,,,,,
2013-01-31,15463000.0,-18000.0,,-6323000.0,59857000,1105000.0,26521000.0,-101522000.0,28272000.0,1350974000.0,-18528000.0,8872000.0,,562232000.0,-45104000.0,,260556000.0,366157000.0,1662365000,2471399000.0,31585000,-4852000.0,0.0,21749000.0,660779000.0,97005000.0,1412679000.0,19790000.0,984817000.0,-17968000.0,249686000.0,114661000.0,15463000,15463000.0,583486000.0,189872000.0,0.4,0.0,38317140.0,-194000.0,-926087000.0,26521000.0,1545312000.0,0.0,286963000.0,185126000.0,26521000.0,7358000.0,218101000.0,71907000.0,,8764000.0,168000.0,13931000.0,52815000.0,,35901000.0,22821000.0,-81005000.0,-21891000.0,1934460000.0,-12806000.0,0.4,0.0,,38622088.0,,1673904000.0,1494000.0,0.0,197245000.0,39327000.0,,,,,
2013-04-30,23272000.0,197000.0,,-5722000.0,75338000,1105000.0,41271000.0,-67381000.0,29946000.0,1381723000.0,29765000.0,7432000.0,,579176000.0,27614000.0,,272817000.0,397748000.0,1808529000,2534211000.0,45428000,-4135000.0,0.0,21399000.0,653081000.0,89925000.0,1542137000.0,20900000.0,983975000.0,35668000.0,266392000.0,114791000.0,23272000,23272000.0,602295000.0,191054000.0,0.61,0.0,38342000.0,-5195000.0,-952286000.0,41271000.0,1581925000.0,0.0,293708000.0,189514000.0,41271000.0,13413000.0,220964000.0,74910000.0,,8743000.0,247000.0,14485000.0,-9658000.0,,91789000.0,36685000.0,-64175000.0,-4329000.0,1984018000.0,14750000.0,0.6,0.0,,38695000.0,,1711201000.0,-1110000.0,0.0,232913000.0,26521000.0,,,,,
2013-07-31,55710000.0,-126000.0,,-6913000.0,129629000,1044000.0,190947000.0,-73676000.0,30594000.0,1538960000.0,47287000.0,3122000.0,,627972000.0,65777000.0,18449000.0,437637000.0,396815000.0,2114749000,2601039000.0,99035000,-15979000.0,0.0,22992000.0,803971000.0,109942000.0,1769239000.0,25918000.0,1142145000.0,19631000.0,345510000.0,114791000.0,55710000,55710000.0,653474000.0,215974000.0,1.45,0.0,38393076.0,-59308000.0,-975829000.0,190947000.0,1625210000.0,0.0,299183000.0,205674000.0,190947000.0,33869000.0,246475000.0,15880000.0,,9456000.0,440000.0,14796000.0,85119000.0,,138233000.0,89579000.0,-72456000.0,-1669000.0,2192434000.0,149676000.0,1.43,0.0,,38827885.0,,1754797000.0,-5018000.0,0.0,252544000.0,41271000.0,,,,,
2013-10-31,41319000.0,-59000.0,,-6927000.0,105841000,1376000.0,113268000.0,-113014000.0,32485000.0,1494187000.0,-36286000.0,8080000.0,,662366000.0,-43350000.0,1469000.0,352712000.0,343001000.0,2015885000,2701064000.0,73356000,6986000.0,0.0,24224000.0,803820000.0,102931000.0,1693584000.0,25556000.0,1151186000.0,-22258000.0,322301000.0,119756000.0,41319000,41319000.0,692148000.0,216529000.0,1.07,0.0,38455216.0,-7717000.0,-1002366000.0,113268000.0,1698698000.0,0.0,306885000.0,199802000.0,113268000.0,22289000.0,248945000.0,8315000.0,,9748000.0,1045000.0,15169000.0,-11741000.0,,47076000.0,63608000.0,-90426000.0,-22873000.0,2186335000.0,-77679000.0,1.06,0.0,,38887913.0,,1833623000.0,362000.0,0.0,230286000.0,190947000.0,,,,,
2014-01-31,14669000.0,-31000.0,,-6328000.0,65263000,1581000.0,102160000.0,-80222000.0,32748000.0,1524449000.0,-27136000.0,2828000.0,,670106000.0,-54289000.0,,345657000.0,319557000.0,1790055000,2774314000.0,32515000,9077000.0,0.0,24795000.0,853739000.0,109568000.0,1510182000.0,25067000.0,1204892000.0,-28474000.0,279873000.0,120081000.0,14669000,14669000.0,701753000.0,214671000.0,0.38,0.0,38482970.0,-219000.0,-1029303000.0,102160000.0,1745011000.0,0.0,309918000.0,190839000.0,102160000.0,7899000.0,247358000.0,8177000.0,,9947000.0,130000.0,15453000.0,43737000.0,,25377000.0,22568000.0,-79666000.0,-2041000.0,2226202000.0,-11108000.0,0.38,0.0,,38927031.0,,1880545000.0,489000.0,0.0,201812000.0,113268000.0,,,,,
2014-04-30,22816000.0,-197000.0,,-6927000.0,76452000,1599000.0,121641000.0,-69977000.0,35630000.0,1573596000.0,35386000.0,8253000.0,,685988000.0,37389000.0,,378144000.0,362943000.0,1919566000,2841243000.0,40896000,-13780000.0,0.0,22500000.0,853642000.0,111583000.0,1632991000.0,25841000.0,1210653000.0,48995000.0,286575000.0,120406000.0,22816000,22816000.0,719866000.0,210123000.0,0.59,0.0,38499000.0,-7721000.0,-1062278000.0,121641000.0,1778965000.0,0.0,317953000.0,204833000.0,121641000.0,7961000.0,245679000.0,553000.0,15947000.0,10119000.0,176000.0,15947000.0,-14016000.0,,103474000.0,30777000.0,-66085000.0,-5001000.0,2293462000.0,19481000.0,0.59,0.0,,38924000.0,,1915318000.0,-774000.0,0.0,250807000.0,102160000.0,,,,,
2014-07-31,52290000.0,-18000.0,,-6914000.0,129966000,1632000.0,116747000.0,-119006000.0,36357000.0,1605633000.0,24579000.0,1836000.0,,730552000.0,27568000.0,19900000.0,380454000.0,395981000.0,2291186000,2946112000.0,93609000,-11362000.0,0.0,19033000.0,853545000.0,119887000.0,1917010000.0,30331000.0,1209652000.0,4960000.0,374176000.0,126931000.0,52290000,52290000.0,770954000.0,244318000.0,1.35,0.0,38616340.0,-223000.0,-1093305000.0,116747000.0,1852807000.0,0.0,320136000.0,218403000.0,116747000.0,31062000.0,280567000.0,427000.0,,10257000.0,579000.0,16395000.0,-2245000.0,,116357000.0,83352000.0,-88789000.0,-30774000.0,2376587000.0,-4894000.0,1.34,0.0,,39006461.0,,1996133000.0,-4490000.0,0.0,255767000.0,121641000.0,,,,,
2014-10-31,49869000.0,-76000.0,,-7738000.0,126591000,1035000.0,71550000.0,-109181000.0,37365000.0,1601806000.0,-20979000.0,2615000.0,,753839000.0,-39858000.0,13301000.0,324264000.0,400172000.0,2150211000,3053698000.0,89226000,18956000.0,0.0,20017000.0,845946000.0,144277000.0,1778929000.0,31034000.0,1201634000.0,-30317000.0,371282000.0,127031000.0,49869000,49869000.0,800102000.0,244781000.0,1.29,0.0,38706611.0,-138000.0,-1119932000.0,71550000.0,1933766000.0,0.0,318478000.0,199710000.0,71550000.0,28997000.0,282056000.0,7888000.0,,10360000.0,567000.0,16847000.0,-3051000.0,,67035000.0,78866000.0,-106893000.0,-3514000.0,2401908000.0,-45197000.0,1.28,0.0,,39058667.0,,2077644000.0,-703000.0,0.0,234706000.0,116747000.0,,,,,
2015-01-31,39319000.0,-122000.0,,-7746000.0,112326000,3625000.0,43637000.0,-98872000.0,40493000.0,1548431000.0,-48733000.0,23180000.0,,785389000.0,-39994000.0,,256386000.0,324945000.0,1671961000,3147503000.0,71833000,31634000.0,0.0,20409000.0,845846000.0,123848000.0,1320915000.0,22217000.0,1223486000.0,-55390000.0,351046000.0,127046000.0,39319000,39319000.0,839109000.0,238782000.0,1.01,0.0,38795477.0,-95000.0,-1160558000.0,43637000.0,1986945000.0,0.0,340084000.0,168280000.0,43637000.0,22323000.0,279213000.0,26393000.0,,10191000.0,1868000.0,17163000.0,14491000.0,,56468000.0,61642000.0,-96462000.0,-2785000.0,2387540000.0,-27913000.0,1.01,0.0,,39118151.0,,2131154000.0,8817000.0,0.0,174704000.0,71550000.0,,,,,
2015-04-30,41343000.0,-339000.0,,-7777000.0,114000000,1015000.0,48541000.0,-72084000.0,42215000.0,1594736000.0,-1007000.0,17080000.0,,818955000.0,33232000.0,,305260000.0,364889000.0,1653858000,3204610000.0,71844000,-28863000.0,0.0,18984000.0,838245000.0,122914000.0,1307315000.0,22609000.0,1229847000.0,47457000.0,346543000.0,127046000.0,41343000,41343000.0,875229000.0,232543000.0,1.06,0.0,38868593.0,-97000.0,-1185246000.0,48541000.0,2019364000.0,-20336000.0,354973000.0,197331000.0,48541000.0,20333000.0,274699000.0,15398000.0,,10168000.0,610000.0,18295000.0,-24834000.0,,101822000.0,61676000.0,-68590000.0,-4084000.0,2469965000.0,4904000.0,1.05,0.0,,39238481.0,,2164705000.0,-392000.0,0.0,226577000.0,43637000.0,,,,,
2015-07-31,61806000.0,-107000.0,,-7726000.0,147770000,1737000.0,46605000.0,-98853000.0,39509000.0,1618473000.0,1760000.0,-1617000.0,,872183000.0,1655000.0,6426000.0,316443000.0,388901000.0,2048592000,3310701000.0,108261000,-17998000.0,0.0,19532000.0,838153000.0,123901000.0,1637350000.0,33654000.0,1229572000.0,3402000.0,411242000.0,127046000.0,61806000,61806000.0,935901000.0,263582000.0,1.59,0.0,38964765.0,-98000.0,-1218404000.0,46605000.0,2092297000.0,0.0,354057000.0,215329000.0,46605000.0,36371000.0,302981000.0,15392000.0,,10084000.0,1140000.0,18588000.0,-4879000.0,,101796000.0,98177000.0,-100141000.0,0.0,2554374000.0,-1936000.0,1.57,0.0,,39385492.0,,2237931000.0,-11045000.0,0.0,243182000.0,48541000.0,,,,,
2015-10-31,79033000.0,-69000.0,,-8596000.0,175112000,1636000.0,65580000.0,-108554000.0,41907000.0,1621405000.0,22370000.0,-1574000.0,,942635000.0,33356000.0,12721000.0,322349000.0,399376000.0,1924600000,3418527000.0,133205000,11052000.0,0.0,19882000.0,830553000.0,125207000.0,1481610000.0,31925000.0,1222029000.0,-1001000.0,442990000.0,127046000.0,79033000,79033000.0,1009408000.0,267978000.0,2.03,0.0,39002546.0,-7599000.0,-1255658000.0,65580000.0,2162869000.0,0.0,353955000.0,204277000.0,65580000.0,44163000.0,309785000.0,15393000.0,,10009000.0,277000.0,18549000.0,-15634000.0,,143163000.0,123196000.0,-109807000.0,0.0,2630813000.0,18975000.0,2.0,0.0,,39426293.0,,2308464000.0,1729000.0,0.0,246055000.0,46605000.0,,,,,
2016-01-31,38099000.0,-172000.0,,-8607000.0,111544000,2420000.0,53563000.0,-105887000.0,43922000.0,1627419000.0,-31417000.0,44742000.0,,972142000.0,-5515000.0,,304726000.0,359752000.0,1565940000,3517404000.0,67722000,14690000.0,0.0,20275000.0,830466000.0,134933000.0,1194771000.0,23940000.0,1267667000.0,-35594000.0,371169000.0,127981000.0,38099000,38099000.0,1043130000.0,259625000.0,0.98,0.0,39033987.0,-100000.0,-1297852000.0,53563000.0,2219552000.0,0.0,399824000.0,189722000.0,53563000.0,19491000.0,303447000.0,18180000.0,,10132000.0,1146000.0,18290000.0,-3255000.0,,97125000.0,57590000.0,-102640000.0,-4252000.0,2670549000.0,-12017000.0,0.97,0.0,,39437408.0,,2365823000.0,7985000.0,0.0,206639000.0,65580000.0,,,,,
2016-04-30,47044000.0,480000.0,,-8598000.0,125600000,1620000.0,75775000.0,-81674000.0,45599000.0,1642685000.0,14037000.0,13941000.0,,1010595000.0,42374000.0,,325885000.0,387571000.0,1582954000,3592724000.0,79691000,-15134000.0,0.0,19498000.0,822869000.0,130989000.0,1194734000.0,27701000.0,1255114000.0,36204000.0,388220000.0,128566000.0,47044000,47044000.0,1083463000.0,262620000.0,1.2,0.0,39053737.0,-7602000.0,-1340249000.0,75775000.0,2252475000.0,0.0,394934000.0,204988000.0,75775000.0,22699000.0,308529000.0,15375000.0,,9948000.0,139000.0,19222000.0,-18739000.0,,122625000.0,69743000.0,-80251000.0,-3011000.0,2726148000.0,22212000.0,1.19,0.0,,39462322.0,,2400263000.0,-3761000.0,0.0,241207000.0,53563000.0,,,,,
2016-07-31,67392000.0,-573000.0,,-8577000.0,157793000,2471000.0,189490000.0,-84218000.0,45981000.0,1737036000.0,33967000.0,11840000.0,,1068590000.0,79053000.0,,435329000.0,420112000.0,1970079000,3680583000.0,111812000,-631000.0,0.0,19851000.0,872427000.0,134861000.0,1520284000.0,32093000.0,1316924000.0,16976000.0,449795000.0,128791000.0,67392000,67392000.0,1149043000.0,292128000.0,1.72,0.0,39156462.0,-98000.0,-1378006000.0,189490000.0,2302577000.0,-21080000.0,406774000.0,205773000.0,189490000.0,33880000.0,337983000.0,15404000.0,,10540000.0,-6339000.0,19382000.0,36584000.0,,161349000.0,101272000.0,-82296000.0,-2854000.0,2886079000.0,113715000.0,1.7,0.0,,39631139.0,,2450750000.0,-4392000.0,0.0,269847000.0,75775000.0,,,,,
2016-10-31,57180000.0,-2468000.0,,-9411000.0,148302000,2477000.0,177973000.0,-123254000.0,48748000.0,1752838000.0,-38265000.0,7999000.0,,1116363000.0,-42571000.0,,425993000.0,387015000.0,1920055000,3792313000.0,99554000,-2223000.0,0.0,20669000.0,915051000.0,120657000.0,1476537000.0,32930000.0,1365823000.0,-20215000.0,443518000.0,129591000.0,57180000,57180000.0,1199413000.0,295289000.0,1.46,0.0,39189804.0,-7599000.0,-1415262000.0,177973000.0,2377051000.0,0.0,414773000.0,208064000.0,177973000.0,32299000.0,343964000.0,15410000.0,,10075000.0,-109000.0,19616000.0,33002000.0,,78735000.0,89479000.0,-121306000.0,-2742000.0,2952251000.0,-11517000.0,1.44,0.0,,39662539.0,,2526258000.0,-837000.0,0.0,250948000.0,189490000.0,,,,,
2017-01-31,22835000.0,-161000.0,,-9419000.0,97364000,2408000.0,115721000.0,-128786000.0,51208000.0,1760873000.0,-8585000.0,7561000.0,,1129792000.0,-46064000.0,,375702000.0,386756000.0,1769993000,3906666000.0,46156000,-1207000.0,0.0,21225000.0,914955000.0,140869000.0,1380364000.0,34542000.0,1374117000.0,-17516000.0,389629000.0,130081000.0,22835000,22835000.0,1215506000.0,292321000.0,0.58,0.0,39194671.0,-100000.0,-1456308000.0,115721000.0,2450358000.0,0.0,422334000.0,209692000.0,115721000.0,12762000.0,343473000.0,15415000.0,,10559000.0,-146000.0,20238000.0,-9409000.0,,75943000.0,35597000.0,-122007000.0,-7969000.0,2976379000.0,-62252000.0,0.58,0.0,,39658116.0,,2600677000.0,-1612000.0,0.0,230472000.0,177973000.0,,,,,
2017-04-30,30078000.0,-2396000.0,,-9351000.0,105629000,3341000.0,76717000.0,-118467000.0,51692000.0,1829482000.0,38857000.0,17790000.0,,1150546000.0,35463000.0,,350685000.0,446546000.0,1846460000,4009630000.0,53682000,8461000.0,0.0,19672000.0,907356000.0,136322000.0,1448241000.0,43244000.0,1382936000.0,61087000.0,398219000.0,132806000.0,30078000,30078000.0,1190620000.0,292590000.0,0.77,0.0,38985738.0,-7602000.0,-1496472000.0,76717000.0,2513158000.0,0.0,440124000.0,201644000.0,76717000.0,13242000.0,344537000.0,16321000.0,,10362000.0,-219000.0,23453000.0,-63783000.0,,143246000.0,43320000.0,-107783000.0,-11908000.0,3020102000.0,-39004000.0,0.76,0.0,,39435811.0,,2669417000.0,-8702000.0,0.0,293903000.0,115721000.0,,,,,
2017-07-31,56758000.0,-56000.0,,-9312000.0,155450000,9807000.0,159101000.0,-93263000.0,52369000.0,1990969000.0,-17499000.0,15564000.0,,1166512000.0,25591000.0,,439299000.0,441863000.0,2093739000,4099392000.0,103081000,-24244000.0,0.0,20221000.0,1057238000.0,144789000.0,1617042000.0,44544000.0,1549106000.0,-20010000.0,476697000.0,132806000.0,56758000,56758000.0,1166512000.0,321247000.0,1.48,0.0,38360104.0,-1003000.0,-1537648000.0,159101000.0,2561744000.0,0.0,455688000.0,225973000.0,159101000.0,34948000.0,373616000.0,15429000.0,,11375000.0,-3494000.0,23632000.0,58508000.0,,117139000.0,91706000.0,-91548000.0,-3322000.0,3157481000.0,82384000.0,1.46,0.0,,38840288.0,-77878000.0,2718182000.0,-1300000.0,0.0,281645000.0,76717000.0,,,,,
2017-10-31,48918000.0,-620000.0,,-9923000.0,144708000,3893000.0,285185000.0,-176018000.0,54157000.0,2265850000.0,10526000.0,5979000.0,,1154332000.0,-32825000.0,,576228000.0,467629000.0,2153745000,4225122000.0,90551000,-14791000.0,0.0,20826000.0,1299626000.0,145085000.0,1686088000.0,42498000.0,1798221000.0,20079000.0,467657000.0,137319000.0,48918000,48918000.0,1154332000.0,322949000.0,1.29,0.0,37804649.0,-7605000.0,-1542953000.0,285185000.0,2682169000.0,0.0,461667000.0,241681000.0,285185000.0,28657000.0,377106000.0,15434000.0,,12976000.0,-162000.0,24466000.0,177678000.0,,124424000.0,77575000.0,-157249000.0,-19459000.0,3420182000.0,126084000.0,1.28,0.0,,38183599.0,-54735000.0,2843954000.0,2046000.0,0.0,307110000.0,159101000.0,,,,,
2018-01-31,192965000.0,-9734000.0,,-9788000.0,96883000,2678000.0,138711000.0,-179452000.0,57042000.0,2123378000.0,-62096000.0,-137095000.0,,1327517000.0,-123188000.0,,476235000.0,461219000.0,2054603000,4396288000.0,39841000,-13835000.0,0.0,21788000.0,1299311000.0,151588000.0,1634679000.0,41507000.0,1662159000.0,-13410000.0,419924000.0,137759000.0,192965000,192965000.0,1329803000.0,323041000.0,5.13,0.0,37579497.0,-389000.0,-1591644000.0,138711000.0,2804644000.0,0.0,324572000.0,255584000.0,138711000.0,-166594000.0,380083000.0,15369000.0,,13470000.0,-270000.0,34543000.0,-21435000.0,,54413000.0,26371000.0,-177601000.0,-3411000.0,3453181000.0,-146474000.0,5.08,0.0,,37952140.0,-11491000.0,2976946000.0,991000.0,0.0,294262000.0,285185000.0,,,,,
2018-04-30,19262000.0,,,-9757000.0,89306000,2422000.0,53679000.0,-160602000.0,57402000.0,2191880000.0,27090000.0,17374000.0,,1271141000.0,-27202000.0,,389934000.0,527598000.0,2089037000,4514097000.0,31904000,14464000.0,,21589000.0,1291725000.0,151205000.0,1683922000.0,45045000.0,1664282000.0,28092000.0,405115000.0,140258000.0,19262000,19262000.0,1271141000.0,,0.52,,37298281.0,-6691000.0,-1611177000.0,53679000.0,2902920000.0,,335040000.0,241668000.0,53679000.0,-477000.0,373211000.0,54974000.0,,13119000.0,-500000.0,29909000.0,-48251000.0,,123821000.0,18785000.0,-151023000.0,-10968000.0,3463021000.0,-85032000.0,0.51,,,37651291.0,-70579000.0,3073087000.0,-3538000.0,0.0,321419000.0,138711000.0,,,,,
2018-07-31,70224000.0,-2759000.0,,-9592000.0,162376000,10272000.0,44842000.0,-96452000.0,58840000.0,2225808000.0,1185000.0,9205000.0,,1291377000.0,52581000.0,,406551000.0,525513000.0,2588432000,4607424000.0,103536000,-22211000.0,,42906000.0,1291638000.0,149424000.0,2066664000.0,46486000.0,1700295000.0,9588000.0,521768000.0,140623000.0,70224000,70224000.0,1298699000.0,,1.92,,36669021.0,-12281000.0,-1662860000.0,44842000.0,2944564000.0,,349656000.0,263879000.0,44842000.0,18906000.0,418232000.0,42790000.0,,14406000.0,-3252000.0,32769000.0,-62456000.0,,150071000.0,89130000.0,-97490000.0,-841000.0,3524507000.0,-8837000.0,1.9,,,36980408.0,-37479000.0,3117956000.0,-1441000.0,0.0,333299000.0,53679000.0,,,,,
2018-10-31,66615000.0,,,-10601000.0,166135000,-949000.0,51887000.0,-101392000.0,61356000.0,2188578000.0,1402000.0,25009000.0,,1347377000.0,53299000.0,,382178000.0,470976000.0,2538005000,4698476000.0,104779000,5288000.0,,23206000.0,1276329000.0,130786000.0,2027684000.0,46875000.0,1717602000.0,-7558000.0,510321000.0,140623000.0,66615000,66615000.0,1357079000.0,,1.82,,36698528.0,-35062000.0,-1715433000.0,51887000.0,2983043000.0,,374665000.0,258644000.0,51887000.0,23973000.0,405542000.0,15384000.0,,14191000.0,-349000.0,39813000.0,-45781000.0,,154218000.0,90588000.0,-100919000.0,-1749000.0,3545657000.0,7045000.0,1.8,,,37017471.0,0.0,3163479000.0,-389000.0,0.0,324806000.0,44842000.0,,,,,
2019-01-31,41835000.0,,,-10615000.0,128729000,1788000.0,34169000.0,-130183000.0,61324000.0,2192731000.0,-36220000.0,4711000.0,,1378589000.0,-39289000.0,,351272000.0,463701000.0,2048076000,4811865000.0,67405000,8671000.0,,23736000.0,1288952000.0,154665000.0,1577811000.0,40899000.0,1729030000.0,-68976000.0,470265000.0,144948000.0,41835000,41835000.0,1390868000.0,,1.14,,36717415.0,39504000.0,-1771005000.0,34169000.0,3040860000.0,,379376000.0,250897000.0,34169000.0,12260000.0,402860000.0,66637000.0,,13310000.0,-1080000.0,46519000.0,38998000.0,,73467000.0,54095000.0,-112756000.0,-18431000.0,3583599000.0,-17718000.0,1.13,,,37013826.0,0.0,3232327000.0,5976000.0,0.0,242399000.0,51887000.0,,,,,
2019-04-30,25212000.0,,,-10622000.0,106205000,5299000.0,63296000.0,-129803000.0,62867000.0,2322607000.0,52843000.0,6412000.0,,1393169000.0,69324000.0,,410580000.0,590932000.0,2178397000,4937562000.0,43338000,-21396000.0,,24068000.0,1283275000.0,163487000.0,1726027000.0,37856000.0,1731675000.0,79397000.0,452370000.0,157223000.0,25212000,25212000.0,1408769000.0,,0.69,,36752152.0,-8161000.0,-1826936000.0,63296000.0,3110626000.0,,385788000.0,273040000.0,63296000.0,4377000.0,409032000.0,92205000.0,,13749000.0,-1267000.0,52947000.0,6072000.0,,152858000.0,29589000.0,-83534000.0,-47179000.0,3731376000.0,29127000.0,0.68,,,37020931.0,0.0,3320796000.0,,0.0,335240000.0,34169000.0,,,,,
2019-07-31,85815000.0,,,-10633000.0,185845000,7542000.0,96733000.0,-104567000.0,59808000.0,2347532000.0,8013000.0,17052000.0,,1467212000.0,77359000.0,,438070000.0,575028000.0,2626629000,5077012000.0,126037000,-474000.0,,28677000.0,1269000000.0,159001000.0,2060943000.0,39554000.0,1772504000.0,3610000.0,565686000.0,157223000.0,85815000,85815000.0,1489214000.0,,2.33,,36864070.0,-25905000.0,-1878705000.0,96733000.0,3198307000.0,,402840000.0,273755000.0,96733000.0,26501000.0,439649000.0,68846000.0,,,-6476000.0,43146000.0,-40753000.0,,178757000.0,112316000.0,-101398000.0,-4868000.0,3836746000.0,33437000.0,2.31,,,37085922.0,0.0,3398676000.0,-1698000.0,0.0,347181000.0,63296000.0,,,,,
2019-10-31,81981000.0,,,-11772000.0,183682000,2380000.0,43976000.0,-140857000.0,62888000.0,2304021000.0,-29758000.0,14431000.0,,1537420000.0,-8123000.0,,395321000.0,1084061000.0,2487586000,5181302000.0,120794000,2386000.0,,49535000.0,715060000.0,154249000.0,1930521000.0,44775000.0,1219960000.0,-13187000.0,557065000.0,157648000.0,81981000,81981000.0,1561848000.0,,2.22,,36916937.0,-32777000.0,-1934418000.0,43976000.0,3246884000.0,,417271000.0,271443000.0,43976000.0,26130000.0,436271000.0,602698000.0,,,-49000.0,66016000.0,-44552000.0,,132652000.0,108111000.0,-140775000.0,-1323000.0,3865869000.0,-52757000.0,2.21,,,37136185.0,0.0,3470548000.0,,0.0,327114000.0,96733000.0,,,,,
