date,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2012-06-30,51243000000.0,1920000000.0,1912000000.0,548000000.0,21732000000.0,589000000.0,19682000000.0,55090000000.0,1208000000.0,74000000,835000000.0,74000000.0,1215000000.0,621839000.0,29572000000.0,281000000.0,-199000000.0,-512000000.0,,,335000000.0,0.12,0.0,34779000000.0,3955000000.0,598000000.0,74000000.0,58000000.0,-320000000.0,,2700000000.0,2043000000.0,-453000000.0,-18000000.0,-82000000.0,20311000000.0,619887000.0,10457000000.0,,1530000000.0,622000000.0,-2531000000.0,281000000.0,281000000.0,628000000.0,-998000000.0,1134000000.0,,4612000000,-627000000.0,1666000000,-1954000000.0,-11569000000.0,123000000.0,30623000000.0,,,5207000000.0,3847000000.0,0.12,1216000000.0,-9000000.0,-1249000000.0,657000000,0.0,18000000.0,30000000.0,-326000000.0,22000000.0,1688000000.0,49000000.0,19054000000.0,,,,,
2012-09-30,50799000000.0,1971000000.0,1943000000.0,347000000.0,21732000000.0,1168000000.0,19508000000.0,54632000000.0,1144000000.0,270000000,748000000.0,270000000.0,1241000000.0,623296000.0,29504000000.0,194000000.0,12000000.0,-688000000.0,1198000000.0,,326000000.0,0.43,854000000.0,34435000000.0,4083000000.0,616000000.0,270000000.0,188000000.0,7000000.0,,2628000000.0,1892000000.0,-452000000.0,31000000.0,-72000000.0,20197000000.0,621148000.0,10054000000.0,,281000000.0,623000000.0,-872000000.0,194000000.0,194000000.0,3639000000.0,-984000000.0,1320000000.0,,4571000000,-719000000.0,1892000000,-1286000000.0,-12275000000.0,422000000.0,31288000000.0,,,4931000000.0,3833000000.0,0.43,1887000000.0,0.0,-87000000.0,736000000,3733000000.0,10000000.0,26000000.0,321000000.0,123000000.0,1506000000.0,152000000.0,19013000000.0,,,,,
2012-12-31,50407000000.0,1782000000.0,1907000000.0,999000000.0,21732000000.0,484000000.0,19400000000.0,54020000000.0,1220000000.0,233000000,790000000.0,233000000.0,1248000000.0,,30136000000.0,211000000.0,23000000.0,-827000000.0,1205000000.0,,315000000.0,,796000000.0,34731000000.0,3644000000.0,642000000.0,232000000.0,-120000000.0,312000000.0,125000000.0,2676000000.0,2010000000.0,-454000000.0,10000000.0,-18000000.0,19289000000.0,,8847000000.0,,194000000.0,626000000.0,-935000000.0,211000000.0,211000000.0,21000000.0,-1701000000.0,1207000000.0,,4583000000,-895000000.0,1909000000,-536000000.0,-13054000000.0,374000000.0,32086000000.0,0.0,,4595000000.0,3613000000.0,,1379000000.0,-17000000.0,17000000.0,666000000,147000000.0,-52000000.0,19000000.0,-86000000.0,134000000.0,1285000000.0,141000000.0,19032000000.0,,,,,
2013-03-31,49854000000.0,2070000000.0,1796000000.0,982000000.0,21733000000.0,734000000.0,19595000000.0,53729000000.0,1117000000.0,298000000,818000000.0,298000000.0,10695000000.0,621074000.0,30290000000.0,476000000.0,39000000.0,-594000000.0,1193000000.0,,316000000.0,0.48,9296000000.0,34873000000.0,3812000000.0,689000000.0,298000000.0,-34000000.0,0.0,134000000.0,2717000000.0,1935000000.0,-341000000.0,-6000000.0,-34000000.0,18856000000.0,619423000.0,8496000000.0,,211000000.0,616000000.0,-801000000.0,476000000.0,476000000.0,3399000000.0,-1695000000.0,1094000000.0,,4513000000,-663000000.0,1938000000,-538000000.0,-13746000000.0,505000000.0,32571000000.0,,,4583000000.0,3875000000.0,0.48,1397000000.0,-397000000.0,265000000.0,782000000,3390000000.0,14000000.0,13000000.0,-15000000.0,166000000.0,1244000000.0,207000000.0,18825000000.0,,,,,
2013-06-30,49606000000.0,2047000000.0,1873000000.0,916000000.0,21744000000.0,712000000.0,20283000000.0,53254000000.0,1123000000.0,269000000,814000000.0,269000000.0,10823000000.0,605602000.0,31106000000.0,214000000.0,4000000.0,-718000000.0,302000000.0,,325000000.0,0.45,9085000000.0,34854000000.0,3980000000.0,666000000.0,269000000.0,157000000.0,0.0,162000000.0,2652000000.0,1937000000.0,-320000000.0,29000000.0,-14000000.0,18400000000.0,604302000.0,8244000000.0,,476000000.0,604000000.0,-992000000.0,214000000.0,214000000.0,3434000000.0,-1688000000.0,1285000000.0,,4525000000,-747000000.0,1842000000,-1003000000.0,-14427000000.0,394000000.0,33204000000.0,,,3748000000.0,3648000000.0,0.44,1459000000.0,-470000000.0,-262000000.0,715000000,3446000000.0,-34000000.0,27000000.0,-36000000.0,141000000.0,1193000000.0,125000000.0,18777000000.0,,,,,
2013-09-30,48172000000.0,2062000000.0,1918000000.0,1080000000.0,20637000000.0,751000000.0,20391000000.0,51984000000.0,1135000000.0,-1045000000,1047000000.0,-1045000000.0,10901000000.0,594587000.0,31292000000.0,266000000.0,-1091000000.0,-805000000.0,191000000.0,,329000000.0,-1.76,8870000000.0,35270000000.0,4125000000.0,700000000.0,-1045000000.0,-123000000.0,-3000000.0,172000000.0,2597000000.0,2182000000.0,-325000000.0,-4000000.0,-57000000.0,16714000000.0,594587000.0,8048000000.0,,214000000.0,593000000.0,4000000.0,266000000.0,266000000.0,3546000000.0,-1660000000.0,1158000000.0,,4515000000,-801000000.0,459000000,-695000000.0,-15059000000.0,-1005000000.0,33724000000.0,,,3978000000.0,3812000000.0,-1.76,1552000000.0,-385000000.0,52000000.0,415000000,3787000000.0,2000000.0,14000000.0,340000000.0,42000000.0,-173000000.0,40000000.0,18665000000.0,,,,,
2013-12-31,47880000000.0,1862000000.0,1920000000.0,975000000.0,20674000000.0,314000000.0,20181000000.0,51787000000.0,1166000000.0,239000000,823000000.0,239000000.0,10006000000.0,586382000.0,30187000000.0,168000000.0,25000000.0,-1031000000.0,785000000.0,,328000000.0,0.41,8560000000.0,34596000000.0,4753000000.0,737000000.0,239000000.0,-76000000.0,18000000.0,167000000.0,2622000000.0,1989000000.0,-315000000.0,-39000000.0,-107000000.0,17191000000.0,585259000.0,7737000000.0,,266000000.0,584000000.0,-347000000.0,168000000.0,168000000.0,3739000000.0,-802000000.0,1111000000.0,,4542000000,-837000000.0,1824000000,-218000000.0,-15661000000.0,330000000.0,34307000000.0,,,4409000000.0,3907000000.0,0.41,1151000000.0,-334000000.0,-98000000.0,633000000,3624000000.0,2000000.0,19000000.0,-267000000.0,42000000.0,66000000.0,91000000.0,18646000000.0,,,,,
2014-03-31,47418000000.0,2032000000.0,1935000000.0,982000000.0,20674000000.0,710000000.0,19814000000.0,51166000000.0,1107000000.0,203000000,843000000.0,203000000.0,9933000000.0,575456000.0,29747000000.0,219000000.0,9000000.0,-682000000.0,1126000000.0,,331000000.0,0.35,8251000000.0,34368000000.0,4709000000.0,709000000.0,203000000.0,123000000.0,0.0,155000000.0,2603000000.0,1950000000.0,-309000000.0,-13000000.0,60000000.0,16798000000.0,574535000.0,7417000000.0,,168000000.0,575000000.0,-47000000.0,219000000.0,219000000.0,3529000000.0,-795000000.0,1183000000.0,,4538000000,-670000000.0,1769000000,-647000000.0,-16354000000.0,331000000.0,34847000000.0,,,4621000000.0,3748000000.0,0.35,1380000000.0,-328000000.0,51000000.0,653000000,3495000000.0,6000000.0,7000000.0,-44000000.0,106000000.0,144000000.0,128000000.0,18493000000.0,,,,,
2014-06-30,47016000000.0,2131000000.0,1962000000.0,874000000.0,20674000000.0,398000000.0,19771000000.0,50614000000.0,1093000000.0,193000000,831000000.0,193000000.0,9802000000.0,569032000.0,29573000000.0,181000000.0,-7000000.0,-737000000.0,1188000000.0,,325000000.0,0.34,7907000000.0,34016000000.0,4610000000.0,716000000.0,193000000.0,-48000000.0,1000000.0,132000000.0,2579000000.0,1924000000.0,-307000000.0,-5000000.0,-132000000.0,16598000000.0,567915000.0,7078000000.0,,219000000.0,571000000.0,-74000000.0,181000000.0,181000000.0,3417000000.0,-779000000.0,1153000000.0,,4541000000,-731000000.0,1741000000,-430000000.0,-16969000000.0,323000000.0,35404000000.0,,,4443000000.0,3598000000.0,0.34,1129000000.0,-165000000.0,-38000000.0,655000000,3255000000.0,4000000.0,25000000.0,-254000000.0,102000000.0,135000000.0,130000000.0,18435000000.0,,,,,
2014-09-30,46628000000.0,2133000000.0,1975000000.0,1062000000.0,20664000000.0,716000000.0,19982000000.0,50646000000.0,1097000000.0,188000000,823000000.0,188000000.0,9642000000.0,567432000.0,29624000000.0,734000000.0,5000000.0,-694000000.0,1169000000.0,,325000000.0,0.33,7641000000.0,34201000000.0,4629000000.0,714000000.0,188000000.0,-96000000.0,-3000000.0,134000000.0,2539000000.0,1920000000.0,-308000000.0,18000000.0,-39000000.0,16445000000.0,565965000.0,6810000000.0,,181000000.0,571000000.0,-181000000.0,734000000.0,734000000.0,3284000000.0,-789000000.0,1069000000.0,,4514000000,-712000000.0,1721000000,-181000000.0,-17647000000.0,299000000.0,35970000000.0,,,4577000000.0,4018000000.0,0.33,1428000000.0,-65000000.0,553000000.0,619000000,3408000000.0,16000000.0,13000000.0,140000000.0,93000000.0,131000000.0,111000000.0,18323000000.0,,,,,
2014-12-31,46571000000.0,1821000000.0,1974000000.0,931000000.0,20755000000.0,317000000.0,20121000000.0,50147000000.0,1131000000.0,188000000,850000000.0,188000000.0,11085000000.0,567035000.0,31206000000.0,128000000.0,4000000.0,-964000000.0,550000000.0,,330000000.0,0.33,7383000000.0,35124000000.0,4030000000.0,726000000.0,188000000.0,91000000.0,0.0,132000000.0,2464000000.0,1981000000.0,-304000000.0,-93000000.0,-52000000.0,15023000000.0,565327000.0,6540000000.0,,734000000.0,569000000.0,-502000000.0,128000000.0,128000000.0,3448000000.0,-2017000000.0,1226000000.0,,4438000000,-934000000.0,1618000000,-893000000.0,-18285000000.0,157000000.0,36718000000.0,,,3918000000.0,3576000000.0,0.33,1251000000.0,-92000000.0,-606000000.0,483000000,3368000000.0,-67000000.0,5000000.0,-190000000.0,-10000000.0,147000000.0,-31000000.0,18433000000.0,,,,,
2015-03-31,46052000000.0,2136000000.0,1911000000.0,921000000.0,20753000000.0,720000000.0,20254000000.0,49520000000.0,1040000000.0,192000000,851000000.0,192000000.0,10922000000.0,563505000.0,31176000000.0,155000000.0,2000000.0,-610000000.0,202000000.0,,328000000.0,0.34,7116000000.0,34755000000.0,3921000000.0,739000000.0,192000000.0,-80000000.0,-1000000.0,137000000.0,2540000000.0,1891000000.0,-304000000.0,-8000000.0,-27000000.0,14765000000.0,561969000.0,6260000000.0,,128000000.0,566000000.0,-811000000.0,155000000.0,155000000.0,3313000000.0,-2001000000.0,1068000000.0,18000000.0,4451000000,-616000000.0,1691000000,-699000000.0,-18917000000.0,323000000.0,37100000000.0,,,3579000000.0,3468000000.0,0.34,1336000000.0,-185000000.0,27000000.0,649000000,3377000000.0,5000000.0,8000000.0,3000000.0,37000000.0,141000000.0,131000000.0,18183000000.0,,,,,
2015-06-30,45672000000.0,2110000000.0,1959000000.0,867000000.0,20758000000.0,489000000.0,18834000000.0,48977000000.0,1048000000.0,143000000,863000000.0,143000000.0,10759000000.0,559220000.0,29593000000.0,155000000.0,12000000.0,-648000000.0,1519000000.0,,327000000.0,0.26,6825000000.0,34390000000.0,3834000000.0,745000000.0,143000000.0,-32000000.0,-1000000.0,124000000.0,2460000000.0,1911000000.0,-305000000.0,-4000000.0,-24000000.0,14587000000.0,558640000.0,5985000000.0,,155000000.0,563000000.0,-100000000.0,155000000.0,155000000.0,3150000000.0,-1959000000.0,1049000000.0,20000000.0,4419000000,-656000000.0,1609000000,-497000000.0,-19553000000.0,234000000.0,37642000000.0,,,4797000000.0,3305000000.0,0.26,1145000000.0,-92000000.0,0.0,549000000,3278000000.0,-7000000.0,1000000.0,-107000000.0,16000000.0,87000000.0,91000000.0,18089000000.0,,,,,
2015-09-30,45404000000.0,2111000000.0,1993000000.0,1040000000.0,20757000000.0,708000000.0,18504000000.0,48754000000.0,1048000000.0,205000000,857000000.0,205000000.0,10453000000.0,555156000.0,28957000000.0,355000000.0,2000000.0,-764000000.0,1910000000.0,,329000000.0,0.37,6579000000.0,34504000000.0,3742000000.0,736000000.0,205000000.0,28000000.0,0.0,136000000.0,2561000000.0,1905000000.0,-296000000.0,0.0,-40000000.0,14250000000.0,554897000.0,5730000000.0,,155000000.0,554000000.0,-349000000.0,355000000.0,355000000.0,2995000000.0,-1941000000.0,1087000000.0,19000000.0,4554000000,-767000000.0,1706000000,-511000000.0,-20182000000.0,329000000.0,38250000000.0,,,5547000000.0,3350000000.0,0.37,1475000000.0,-264000000.0,200000000.0,656000000,3637000000.0,-15000000.0,2000000.0,248000000.0,40000000.0,177000000.0,124000000.0,18068000000.0,,,,,
2015-12-31,44954000000.0,1789000000.0,1915000000.0,884000000.0,20742000000.0,363000000.0,18722000000.0,47604000000.0,1053000000.0,338000000,757000000.0,338000000.0,10218000000.0,542493000.0,28940000000.0,126000000.0,7000000.0,-831000000.0,1503000000.0,,328000000.0,0.62,6143000000.0,33544000000.0,3569000000.0,743000000.0,338000000.0,-84000000.0,0.0,144000000.0,2561000000.0,1810000000.0,-293000000.0,4000000.0,-41000000.0,14060000000.0,541605000.0,5483000000.0,,355000000.0,544000000.0,-22000000.0,126000000.0,126000000.0,2524000000.0,-1934000000.0,968000000.0,16000000.0,4476000000,-833000000.0,1811000000,-594000000.0,-20716000000.0,430000000.0,38785000000.0,,,4604000000.0,2650000000.0,0.62,1196000000.0,-278000000.0,-229000000.0,751000000,3101000000.0,33000000.0,0.0,-543000000.0,257000000.0,272000000.0,92000000.0,18069000000.0,,,,,
2016-03-31,44591000000.0,2020000000.0,1900000000.0,808000000.0,20743000000.0,812000000.0,19508000000.0,47517000000.0,976000000.0,236000000,831000000.0,236000000.0,10147000000.0,540187000.0,29655000000.0,438000000.0,17000000.0,-605000000.0,517000000.0,,331000000.0,0.44,5885000000.0,33481000000.0,3596000000.0,730000000.0,236000000.0,78000000.0,0.0,136000000.0,2501000000.0,1807000000.0,-290000000.0,-1000000.0,26000000.0,14036000000.0,538799000.0,5223000000.0,,126000000.0,546000000.0,-435000000.0,438000000.0,438000000.0,2488000000.0,-1907000000.0,1039000000.0,18000000.0,4401000000,-611000000.0,1687000000,-506000000.0,-21266000000.0,380000000.0,39229000000.0,,,3826000000.0,2926000000.0,0.44,1423000000.0,-12000000.0,312000000.0,694000000,3309000000.0,18000000.0,4000000.0,157000000.0,11000000.0,213000000.0,144000000.0,17963000000.0,,,,,
2016-06-30,44327000000.0,2132000000.0,1949000000.0,850000000.0,20766000000.0,525000000.0,18165000000.0,47118000000.0,987000000.0,196000000,812000000.0,196000000.0,10126000000.0,540375000.0,28291000000.0,191000000.0,7000000.0,-674000000.0,1451000000.0,,340000000.0,0.36,5667000000.0,33133000000.0,3625000000.0,727000000.0,196000000.0,-4000000.0,0.0,138000000.0,2449000000.0,1799000000.0,-296000000.0,-1000000.0,-151000000.0,13985000000.0,539627000.0,4978000000.0,,438000000.0,546000000.0,-1439000000.0,191000000.0,191000000.0,2600000000.0,-1881000000.0,1067000000.0,22000000.0,4398000000,-653000000.0,1644000000,-751000000.0,-21869000000.0,317000000.0,39763000000.0,,,4842000000.0,2791000000.0,0.36,1178000000.0,-3000000.0,-247000000.0,650000000,3391000000.0,23000000.0,-1000000.0,-99000000.0,10000000.0,115000000.0,121000000.0,17894000000.0,,,,,
2016-09-30,44068000000.0,2130000000.0,1996000000.0,897000000.0,20766000000.0,165000000.0,18184000000.0,46796000000.0,995000000.0,152000000,796000000.0,152000000.0,9987000000.0,540917000.0,28171000000.0,140000000.0,-19000000.0,-733000000.0,1534000000.0,,327000000.0,0.28,5462000000.0,32904000000.0,3653000000.0,710000000.0,152000000.0,-22000000.0,0.0,136000000.0,2386000000.0,1791000000.0,-290000000.0,2000000.0,-33000000.0,13892000000.0,539806000.0,4772000000.0,,191000000.0,547000000.0,-887000000.0,140000000.0,140000000.0,2588000000.0,-1855000000.0,1036000000.0,20000000.0,4382000000,-746000000.0,1571000000,-229000000.0,-22464000000.0,249000000.0,40304000000.0,0.0,,4733000000.0,2728000000.0,0.28,911000000.0,0.0,-51000000.0,595000000,3199000000.0,1000000.0,2000000.0,-228000000.0,11000000.0,79000000.0,97000000.0,17840000000.0,,,,,
2016-12-31,41855000000.0,1882000000.0,1929000000.0,1093000000.0,19650000000.0,125000000.0,18185000000.0,47017000000.0,958000000.0,42000000,1010000000.0,42000000.0,10084000000.0,541235000.0,28269000000.0,222000000.0,2000000.0,-982000000.0,1503000000.0,,320000000.0,0.08,5166000000.0,33618000000.0,3471000000.0,672000000.0,42000000.0,57000000.0,0.0,134000000.0,2360000000.0,1968000000.0,-291000000.0,-4000000.0,-108000000.0,13399000000.0,539965000.0,4328000000.0,,140000000.0,547000000.0,259000000.0,222000000.0,222000000.0,4940000000.0,-2117000000.0,1179000000.0,20000000.0,4289000000,-971000000.0,1352000000,-32000000.0,-22155000000.0,74000000.0,39194000000.0,-15000000.0,,5349000000.0,5162000000.0,0.08,1096000000.0,-1000000.0,82000000.0,392000000,3846000000.0,7000000.0,1000000.0,39000000.0,-21000000.0,-1000000.0,32000000.0,17039000000.0,,,,,
2017-03-31,41634000000.0,2034000000.0,1888000000.0,932000000.0,19650000000.0,277000000.0,18180000000.0,46602000000.0,880000000.0,163000000,810000000.0,163000000.0,10020000000.0,541522000.0,28200000000.0,214000000.0,-6000000.0,-732000000.0,1499000000.0,,318000000.0,0.3,4968000000.0,33296000000.0,3461000000.0,656000000.0,163000000.0,-81000000.0,-14000000.0,138000000.0,2321000000.0,1690000000.0,-296000000.0,3000000.0,116000000.0,13306000000.0,540458000.0,4130000000.0,,222000000.0,549000000.0,-31000000.0,214000000.0,214000000.0,4754000000.0,-2086000000.0,994000000.0,21000000.0,4209000000,-780000000.0,1505000000,-333000000.0,-22626000000.0,307000000.0,39642000000.0,,,5096000000.0,4968000000.0,0.3,1057000000.0,-14000000.0,-8000000.0,631000000,3597000000.0,21000000.0,3000000.0,-13000000.0,-37000000.0,110000000.0,144000000.0,17016000000.0,,,,,
2017-06-30,48017000000.0,2042000000.0,1890000000.0,961000000.0,19639000000.0,-145000000.0,24881000000.0,50925000000.0,949000000.0,17000000,884000000.0,17000000.0,9715000000.0,542151000.0,34596000000.0,6357000000.0,-7000000.0,638000000.0,196000000.0,,320000000.0,0.03,10795000000.0,37839000000.0,3230000000.0,644000000.0,17000000.0,-31000000.0,-1000000.0,144000000.0,2200000000.0,1833000000.0,-294000000.0,1465000000.0,-45000000.0,13086000000.0,541361000.0,3957000000.0,,214000000.0,550000000.0,-1869000000.0,342000000.0,342000000.0,2566000000.0,-2050000000.0,944000000.0,22000000.0,4090000000,-830000000.0,1309000000,4818000000.0,-23161000000.0,40000000.0,40744000000.0,,,3243000000.0,2908000000.0,0.03,685000000.0,-1000000.0,6141000000.0,367000000,3047000000.0,48000000.0,1000000.0,-397000000.0,-89000000.0,-51000000.0,23000000.0,17583000000.0,,,,,
2017-09-30,47842000000.0,2053000000.0,1927000000.0,1020000000.0,19638000000.0,205000000.0,24854000000.0,50536000000.0,910000000.0,92000000,710000000.0,92000000.0,9456000000.0,541963000.0,34310000000.0,6164000000.0,14000000.0,-756000000.0,124000000.0,,362000000.0,0.17,10570000000.0,37576000000.0,3128000000.0,642000000.0,92000000.0,19000000.0,-1000000.0,131000000.0,2107000000.0,1620000000.0,-291000000.0,0.0,-69000000.0,12960000000.0,541521000.0,3753000000.0,,6357000000.0,550000000.0,-82000000.0,160000000.0,160000000.0,2534000000.0,-1994000000.0,939000000.0,21000000.0,4034000000,-753000000.0,1411000000,-395000000.0,-23718000000.0,139000000.0,41352000000.0,0.0,,3266000000.0,2694000000.0,0.17,958000000.0,-1000000.0,-193000000.0,487000000,3142000000.0,18000000.0,1000000.0,147000000.0,-117000000.0,34000000.0,47000000.0,17634000000.0,,,,,
2017-12-31,71357000000.0,2245000000.0,2498000000.0,1287000000.0,30409000000.0,434000000.0,37283000000.0,75551000000.0,1197000000.0,1117000000,1104000000.0,1117000000.0,9985000000.0,889135000.0,47268000000.0,587000000.0,11000000.0,-8021000000.0,443000000.0,,481000000.0,1.26,14096000000.0,52122000000.0,2413000000.0,892000000.0,1117000000.0,-30000000.0,352000000.0,128000000.0,2825000000.0,2301000000.0,-572000000.0,0.0,29000000.0,23429000000.0,887890000.0,12773000000.0,,6164000000.0,1069000000.0,54000000.0,551000000.0,551000000.0,3638000000.0,-1995000000.0,1555000000.0,47000000.0,5323000000,-743000000.0,1732000000,1268000000.0,-24352000000.0,54000000.0,51204000000.0,-7289000000.0,,4854000000.0,4194000000.0,1.26,1177000000.0,-1000000.0,-5577000000.0,524000000,4411000000.0,-12000000.0,0.0,-236000000.0,-950000000.0,1103000000.0,-1063000000.0,26852000000.0,,,,,
2018-03-31,70610000000.0,2600000000.0,2803000000.0,1212000000.0,30778000000.0,862000000.0,36940000000.0,74793000000.0,1283000000.0,115000000,1109000000.0,115000000.0,9643000000.0,1069183000.0,46583000000.0,537000000.0,21000000.0,-768000000.0,437000000.0,,535000000.0,0.11,13006000000.0,51350000000.0,2196000000.0,820000000.0,115000000.0,-14000000.0,,111000000.0,3142000000.0,2392000000.0,-580000000.0,,117000000.0,23443000000.0,1065796000.0,11928000000.0,,587000000.0,1079000000.0,-473000000.0,501000000.0,501000000.0,3677000000.0,-2288000000.0,1508000000.0,41000000.0,5945000000,-805000000.0,2054000000,-948000000.0,-25116000000.0,236000000.0,51942000000.0,,,4767000000.0,4183000000.0,0.11,1667000000.0,-25000000.0,-50000000.0,750000000,4330000000.0,73000000.0,,6000000.0,123000000.0,1336000000.0,121000000.0,26826000000.0,,,,,
2018-06-30,69895000000.0,2631000000.0,2730000000.0,1302000000.0,30715000000.0,811000000.0,36878000000.0,74346000000.0,1290000000.0,292000000,1115000000.0,292000000.0,2667000000.0,1068819000.0,46836000000.0,732000000.0,16000000.0,-744000000.0,437000000.0,,546000000.0,0.27,12686000000.0,51357000000.0,2407000000.0,750000000.0,292000000.0,-159000000.0,,107000000.0,3172000000.0,2405000000.0,-576000000.0,,-82000000.0,22989000000.0,1064711000.0,11536000000.0,,537000000.0,1079000000.0,-55000000.0,700000000.0,700000000.0,3746000000.0,-2490000000.0,1360000000.0,54000000.0,5902000000,-771000000.0,2073000000,-642000000.0,-25872000000.0,237000000.0,52366000000.0,,,4521000000.0,4451000000.0,0.27,1582000000.0,,195000000.0,767000000,4084000000.0,-54000000.0,,-167000000.0,277000000.0,1040000000.0,-55000000.0,26494000000.0,,,,,
2018-09-30,69257000000.0,2618000000.0,2672000000.0,1567000000.0,30770000000.0,1103000000.0,35749000000.0,73371000000.0,1285000000.0,272000000,967000000.0,272000000.0,2639000000.0,1072351000.0,45282000000.0,420000000.0,-8000000.0,-684000000.0,778000000.0,,557000000.0,0.25,12319000000.0,50568000000.0,2502000000.0,983000000.0,272000000.0,22000000.0,-12000000.0,131000000.0,3146000000.0,2252000000.0,-579000000.0,0.0,-43000000.0,22803000000.0,1066904000.0,11166000000.0,,732000000.0,1081000000.0,-826000000.0,390000000.0,390000000.0,3721000000.0,-2454000000.0,1387000000.0,49000000.0,5818000000,-684000000.0,2171000000,-1417000000.0,-26493000000.0,329000000.0,52661000000.0,,,5286000000.0,4114000000.0,0.25,1787000000.0,,-312000000.0,894000000,4508000000.0,-46000000.0,,501000000.0,86000000.0,777000000.0,57000000.0,26168000000.0,,,,,
2018-12-31,66422000000.0,2094000000.0,2657000000.0,1465000000.0,28059000000.0,1081000000.0,35409000000.0,70242000000.0,1262000000.0,-2412000000,974000000.0,-2412000000.0,2642000000.0,1067234000.0,44967000000.0,518000000.0,-2711000000.0,-882000000.0,652000000.0,,539000000.0,-2.26,12144000000.0,50414000000.0,2527000000.0,832000000.0,-2412000000.0,275000000.0,-2000000.0,120000000.0,3121000000.0,2236000000.0,-577000000.0,0.0,33000000.0,19828000000.0,1067234000.0,10779000000.0,,420000000.0,1080000000.0,-582000000.0,488000000.0,488000000.0,3328000000.0,-2461000000.0,1933000000.0,42000000.0,5778000000,-915000000.0,-564000000,-1016000000.0,-26859000000.0,-2365000000.0,53078000000.0,,,5447000000.0,3820000000.0,-2.26,1996000000.0,,98000000.0,885000000,4795000000.0,45000000.0,,340000000.0,36000000.0,-1643000000.0,47000000.0,26219000000.0,,,,,
2019-03-31,60968000000.0,2503000000.0,2520000000.0,1175000000.0,21526000000.0,251000000.0,34858000000.0,64788000000.0,1188000000.0,-6165000000,932000000.0,-6165000000.0,2547000000.0,1068878000.0,45872000000.0,474000000.0,-6511000000.0,-906000000.0,632000000.0,,523000000.0,-5.77,11697000000.0,51245000000.0,2701000000.0,841000000.0,-6165000000.0,-239000000.0,-27000000.0,154000000.0,3127000000.0,2120000000.0,-285000000.0,,5000000.0,13543000000.0,1068878000.0,10509000000.0,,518000000.0,1090000000.0,-153000000.0,441000000.0,441000000.0,3376000000.0,-2429000000.0,1481000000.0,33000000.0,5647000000,-931000000.0,-4316000000,-320000000.0,-27385000000.0,-6027000000.0,55130000000.0,,,5373000000.0,3820000000.0,-5.77,1182000000.0,,-44000000.0,1007000000,4741000000.0,-2000000.0,,-529000000.0,126000000.0,-7693000000.0,138000000.0,27745000000.0,,,,,
