date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2003-03-31,17211000000.0,7978000000.0,688600000.0,-129000000.0,,15070000000.0,676000000.0,10688000000.0,129000000.0,33538000000.0,4038000000.0,18468000000.0,,332000000.0,27899000000.0,,,8931000000.0,1175000000.0,0.0,129000000,129000000.0,0.185,-301000000.0,17000000.0,3064000000.0,429000000.0,12744000000.0,,948000000.0,327000000.0,-366000000.0,2896000000.0,3646000000.0,-120000000.0,2690000000.0,309000000.0,1033000000.0,174000000.0,,5639000000.0,-179000000.0,693600000.0,,-5850000000.0,0.0,327000000.0,327000000.0,,5512000000.0,186000000.0,1681000000.0,,-228000000.0,2375000000.0,-708000000.0,175000000.0,,152000000.0,4821000000,218000000.0,-347000000.0,227000000,12848000000.0,49000000.0,18000000.0,0.0,6998000000.0,,0.185,559000000,,,,,,
2003-06-30,17123000000.0,8136000000.0,689400000.0,466000000.0,,15489000000.0,604000000.0,11167000000.0,399000000.0,34220000000.0,4025000000.0,18731000000.0,,339000000.0,28290000000.0,,,9172000000.0,1477000000.0,18000000.0,399000000,399000000.0,0.575,115000000.0,33000000.0,2949000000.0,534000000.0,12564000000.0,,891000000.0,309000000.0,-415000000.0,3250000000.0,4455000000.0,-120000000.0,2755000000.0,327000000.0,1030000000.0,554000000.0,,5930000000.0,-156000000.0,696800000.0,,-5850000000.0,0.0,309000000.0,309000000.0,,5572000000.0,183000000.0,1681000000.0,,174000000.0,2516000000.0,-591000000.0,-523000000.0,,169000000.0,5932000000,879000000.0,-413000000.0,586000000,12884000000.0,155000000.0,-18000000.0,121000000.0,7034000000.0,,0.58,925000000,,,,,,
2003-09-30,17732000000.0,8357000000.0,692600000.0,-63000000.0,,16011000000.0,627000000.0,11043000000.0,222000000.0,35067000000.0,4023000000.0,19056000000.0,,337000000.0,28775000000.0,,,9444000000.0,1301000000.0,0.0,222000000,222000000.0,0.31,-108000000.0,-33000000.0,3057000000.0,538000000.0,13171000000.0,,916000000.0,397000000.0,-711000000.0,3183000000.0,4244000000.0,-121000000.0,2828000000.0,309000000.0,1036000000.0,284000000.0,,6292000000.0,-475000000.0,712200000.0,,-5850000000.0,0.0,397000000.0,397000000.0,,5556000000.0,177000000.0,1675000000.0,,-343000000.0,2497000000.0,-530000000.0,521000000.0,63000000.0,173000000.0,5545000000,310000000.0,-373000000.0,385000000,12933000000.0,69000000.0,88000000.0,0.0,7083000000.0,,0.32,722000000,,,,,,
2003-12-31,17766000000.0,8450000000.0,,27000000.0,,16791000000.0,669000000.0,12621000000.0,349000000.0,36465000000.0,3172000000.0,19674000000.0,,339000000.0,30387000000.0,,,10131000000.0,1459000000.0,0.0,349000000,349000000.0,,8000000.0,29000000.0,3047000000.0,516000000.0,14078000000.0,,960000000.0,342000000.0,-1069000000.0,3666000000.0,5006000000.0,-130000000.0,3440000000.0,397000000.0,1059000000.0,465000000.0,,6078000000.0,-747000000.0,,,-7039000000.0,0.0,342000000.0,342000000.0,,5738000000.0,170000000.0,1637000000.0,,32000000.0,3100000000.0,-517000000.0,340000000.0,76000000.0,175000000.0,6465000000,659000000.0,-632000000.0,499000000,14329000000.0,125000000.0,-55000000.0,127000000.0,7290000000.0,,,838000000,,,,,,
2004-03-31,18324000000.0,8862000000.0,685224000.0,-248000000.0,,17866000000.0,724000000.0,13200000000.0,412000000.0,37858000000.0,3222000000.0,19992000000.0,,350000000.0,31524000000.0,,,10620000000.0,1630000000.0,0.0,412000000,412000000.0,0.58,-631000000.0,53000000.0,3678000000.0,532000000.0,14570000000.0,,1056000000.0,368000000.0,-912000000.0,3751000000.0,4837000000.0,-127000000.0,3280000000.0,342000000.0,1101000000.0,564000000.0,,6334000000.0,-772000000.0,711472000.0,,-7039000000.0,0.0,368000000.0,368000000.0,,6340000000.0,175000000.0,1634000000.0,,-627000000.0,3309000000.0,-500000000.0,807000000.0,69000000.0,214000000.0,6467000000,98000000.0,-346000000.0,574000000,14192000000.0,158000000.0,26000000.0,0.0,7153000000.0,,0.6,924000000,-250000000.0,,,,,
2004-06-30,18783000000.0,9146000000.0,684800000.0,-9000000.0,,18726000000.0,778000000.0,13325000000.0,552000000.0,38718000000.0,3253000000.0,19992000000.0,,353000000.0,32108000000.0,,,10690000000.0,1876000000.0,0.0,552000000,552000000.0,0.775,-290000000.0,57000000.0,4097000000.0,549000000.0,14981000000.0,,1113000000.0,467000000.0,-979000000.0,3831000000.0,5688000000.0,-127000000.0,2898000000.0,368000000.0,1118000000.0,747000000.0,,6610000000.0,-672000000.0,709600000.0,,-7039000000.0,0.0,467000000.0,467000000.0,,6433000000.0,179000000.0,1630000000.0,,-111000000.0,3664000000.0,-549000000.0,592000000.0,38000000.0,215000000.0,7564000000,473000000.0,-482000000.0,763000000,14179000000.0,209000000.0,99000000.0,141000000.0,7140000000.0,,0.805,1116000000,0.0,,,,,
2004-09-30,19547000000.0,9667000000.0,683600000.0,446000000.0,,19636000000.0,734000000.0,13826000000.0,498000000.0,40394000000.0,3234000000.0,20758000000.0,,352000000.0,33373000000.0,,,11128000000.0,1781000000.0,0.0,498000000,498000000.0,0.705,,62000000.0,4509000000.0,559000000.0,15754000000.0,,1103000000.0,417000000.0,-1450000000.0,3790000000.0,5868000000.0,-141000000.0,3138000000.0,467000000.0,1132000000.0,663000000.0,,7021000000.0,-798000000.0,706000000.0,,-7039000000.0,0.0,417000000.0,417000000.0,,6519000000.0,189000000.0,1811000000.0,,-146000000.0,3934000000.0,-540000000.0,423000000.0,30000000.0,240000000.0,7649000000,964000000.0,-518000000.0,678000000,14342000000.0,182000000.0,-50000000.0,0.0,7303000000.0,,0.725,1030000000,-150000000.0,,,,,
2004-12-31,19414000000.0,9937000000.0,,-6294000000.0,1450000000.0,20856000000.0,849000000.0,16210000000.0,551000000.0,43091000000.0,0.0,22235000000.0,,342000000.0,35624000000.0,,517000000.0,2258000000.0,2519000000.0,0.0,551000000,551000000.0,,,32000000.0,4675000000.0,591000000.0,15837000000.0,555000000.0,1303000000.0,445000000.0,5418000000.0,,6052000000.0,-139000000.0,1847000000.0,417000000.0,1231000000.0,711000000.0,,7467000000.0,5760000000.0,,,-7482000000.0,-157000000.0,445000000.0,445000000.0,,7688000000.0,207000000.0,315000000.0,,-6426000000.0,3990000000.0,-424000000.0,52000000.0,180000000.0,243000000.0,8571000000,-5526000000.0,-768000000.0,1216000000,15164000000.0,182000000.0,28000000.0,0.0,7682000000.0,,,1762000000,-139000000.0,,,,,
2005-03-31,21813000000.0,10518000000.0,684200000.0,-224000000.0,,20224000000.0,744000000.0,14787000000.0,581000000.0,44347000000.0,3217000000.0,24123000000.0,,372000000.0,36600000000.0,,,13959000000.0,1911000000.0,0.0,581000000,581000000.0,0.815,-555000000.0,122000000.0,5230000000.0,687000000.0,17909000000.0,,1155000000.0,517000000.0,-943000000.0,7517000000.0,6428000000.0,-141000000.0,3237000000.0,445000000.0,1308000000.0,799000000.0,,7747000000.0,-672000000.0,713200000.0,,-7482000000.0,0.0,517000000.0,517000000.0,1000000.0,6525000000.0,235000000.0,1924000000.0,,-706000000.0,3978000000.0,-525000000.0,807000000.0,154000000.0,241000000.0,8339000000,179000000.0,-403000000.0,756000000,15033000000.0,232000000.0,72000000.0,631000000.0,7551000000.0,,0.85,1128000000,-357000000.0,,,,,
2005-06-30,19922000000.0,10632000000.0,678300000.0,210000000.0,,20994000000.0,789000000.0,17196000000.0,760000000.0,44823000000.0,3271000000.0,23829000000.0,,372000000.0,37118000000.0,,,13617000000.0,2470000000.0,0.0,760000000,760000000.0,1.08,-119000000.0,-89000000.0,5349000000.0,794000000.0,15857000000.0,,1449000000.0,749000000.0,-576000000.0,7577000000.0,6890000000.0,-139000000.0,3883000000.0,517000000.0,1704000000.0,1046000000.0,,7705000000.0,723000000.0,705100000.0,,-7482000000.0,0.0,749000000.0,749000000.0,4302000000.0,8620000000.0,249000000.0,1919000000.0,,-474000000.0,3495000000.0,-666000000.0,6000000.0,124000000.0,268000000.0,9360000000,817000000.0,-607000000.0,1021000000,15075000000.0,315000000.0,232000000.0,705000000.0,7593000000.0,,1.12,1393000000,-482000000.0,,,,,
2005-09-30,18620000000.0,11298000000.0,678800000.0,470000000.0,,21362000000.0,1008000000.0,18853000000.0,667000000.0,45865000000.0,2827000000.0,24503000000.0,,369000000.0,37473000000.0,,,14066000000.0,2430000000.0,0.0,667000000,667000000.0,0.94,-120000000.0,98000000.0,5469000000.0,809000000.0,14984000000.0,,1490000000.0,967000000.0,-1145000000.0,7319000000.0,6547000000.0,-169000000.0,4243000000.0,749000000.0,1821000000.0,952000000.0,,8392000000.0,-1476000000.0,710700000.0,,-7482000000.0,0.0,967000000.0,967000000.0,,10048000000.0,265000000.0,1913000000.0,,278000000.0,3425000000.0,-688000000.0,230000000.0,134000000.0,285000000.0,8977000000,1134000000.0,-664000000.0,940000000,15299000000.0,303000000.0,218000000.0,554000000.0,7817000000.0,,0.98,1309000000,-200000000.0,,,,,
2005-12-31,19545000000.0,11808000000.0,,242000000.0,1451000000.0,22790000000.0,228000000.0,19092000000.0,846000000.0,47069000000.0,0.0,24279000000.0,,364000000.0,38637000000.0,,565000000.0,1745000000.0,2757000000.0,0.0,846000000,846000000.0,,226000000.0,38000000.0,5224000000.0,877000000.0,15677000000.0,395000000.0,922000000.0,1108000000.0,-861000000.0,,6906000000.0,-169000000.0,2617000000.0,967000000.0,1859000000.0,1104000000.0,,8432000000.0,-228000000.0,,,-7874000000.0,0.0,1108000000.0,1108000000.0,,10068000000.0,279000000.0,424000000.0,,-296000000.0,3471000000.0,-598000000.0,110000000.0,70000000.0,290000000.0,9663000000,983000000.0,-741000000.0,1835000000,15862000000.0,270000000.0,141000000.0,0.0,7988000000.0,,,2576000000,-645000000.0,,,,,
2006-03-31,19296000000.0,12648000000.0,672000000.0,42000000.0,1433000000.0,23634000000.0,1083000000.0,19699000000.0,840000000.0,47957000000.0,3011000000.0,24323000000.0,-118000000.0,400000000.0,38995000000.0,,,13815000000.0,2608000000.0,81000000.0,840000000,840000000.0,1.2,-618000000.0,60000000.0,5858000000.0,915000000.0,15370000000.0,,1390000000.0,806000000.0,-315000000.0,8124000000.0,6784000000.0,-168000000.0,4298000000.0,1108000000.0,2063000000.0,1193000000.0,,8962000000.0,4000000.0,699100000.0,,-7874000000.0,0.0,806000000.0,806000000.0,76000000.0,10498000000.0,68000000.0,431000000.0,,-723000000.0,3661000000.0,-556000000.0,-512000000.0,253000000.0,307000000.0,9392000000,527000000.0,-485000000.0,1218000000,15758000000.0,370000000.0,-302000000.0,520000000.0,7884000000.0,,1.25,1618000000,-738000000.0,,,,,
2006-06-30,20145000000.0,13330000000.0,662100000.0,822000000.0,1834000000.0,24331000000.0,1111000000.0,21127000000.0,1046000000.0,49905000000.0,3247000000.0,25574000000.0,-178000000.0,402000000.0,41272000000.0,,,14112000000.0,2933000000.0,39000000.0,1046000000,1046000000.0,1.52,-137000000.0,82000000.0,6254000000.0,959000000.0,15939000000.0,,1454000000.0,648000000.0,-834000000.0,14900000000.0,7672000000.0,-167000000.0,4323000000.0,806000000.0,2393000000.0,1463000000.0,,8633000000.0,108000000.0,688500000.0,,-7874000000.0,0.0,648000000.0,648000000.0,143000000.0,11353000000.0,66000000.0,655000000.0,,-111000000.0,3936000000.0,-477000000.0,-763000000.0,96000000.0,343000000.0,10605000000,1421000000.0,-599000000.0,1479000000,16155000000.0,449000000.0,-158000000.0,874000000.0,8281000000.0,,1.58,1881000000,-1673000000.0,,,,,
2006-09-30,22770000000.0,14100000000.0,653200000.0,999000000.0,1877000000.0,24096000000.0,1234000000.0,18685000000.0,769000000.0,50483000000.0,3510000000.0,26387000000.0,-61000000.0,418000000.0,41455000000.0,,,14454000000.0,2907000000.0,39000000.0,769000000,769000000.0,1.14,-147000000.0,97000000.0,6411000000.0,1115000000.0,18145000000.0,,1829000000.0,553000000.0,-1136000000.0,14622000000.0,7610000000.0,-196000000.0,4135000000.0,648000000.0,2441000000.0,1078000000.0,,9028000000.0,-520000000.0,677200000.0,,-7874000000.0,0.0,553000000.0,553000000.0,36000000.0,9266000000.0,338000000.0,646000000.0,,415000000.0,3857000000.0,-482000000.0,-555000000.0,34000000.0,329000000.0,10517000000,1618000000.0,-619000000.0,1078000000,16298000000.0,334000000.0,-95000000.0,742000000.0,8424000000.0,,1.18,1496000000,-447000000.0,,,,,
2006-12-31,24768000000.0,14593000000.0,,1261000000.0,1904000000.0,23093000000.0,278000000.0,19252000000.0,882000000.0,50879000000.0,0.0,27786000000.0,-324000000.0,382000000.0,44020000000.0,,562000000.0,1742000000.0,3032000000.0,10000000.0,882000000,882000000.0,,75000000.0,-25000000.0,6351000000.0,1209000000.0,17680000000.0,921000000.0,863000000.0,530000000.0,-1511000000.0,,7971000000.0,-195000000.0,2923000000.0,553000000.0,2465000000.0,1127000000.0,,6859000000.0,-630000000.0,,,-8427000000.0,0.0,530000000.0,530000000.0,284000000.0,9616000000.0,337000000.0,387000000.0,,882000000.0,4085000000.0,-2847000000.0,-763000000.0,31000000.0,368000000.0,11003000000,2233000000.0,-972000000.0,2169000000,17278000000.0,252000000.0,-23000000.0,0.0,8851000000.0,,,2765000000,-350000000.0,,,,,
2007-03-31,24806000000.0,15550000000.0,643900000.0,845000000.0,1940000000.0,23958000000.0,890000000.0,19950000000.0,816000000.0,52248000000.0,7789000000.0,28290000000.0,-124000000.0,412000000.0,44756000000.0,,,14877000000.0,2609000000.0,26000000.0,816000000,816000000.0,1.23,-734000000.0,-109000000.0,7131000000.0,,17017000000.0,,1469000000.0,607000000.0,-627000000.0,14716000000.0,7407000000.0,-193000000.0,3587000000.0,530000000.0,2518000000.0,1172000000.0,,7492000000.0,-14000000.0,665200000.0,,-8427000000.0,0.0,607000000.0,607000000.0,62000000.0,10339000000.0,79000000.0,460000000.0,,120000000.0,4044000000.0,-2787000000.0,-651000000.0,73000000.0,340000000.0,10016000000,1349000000.0,-504000000.0,1140000000,17319000000.0,375000000.0,77000000.0,1980000000.0,8892000000.0,,1.27,1552000000,-511000000.0,,,,,
2007-06-30,25870000000.0,15951000000.0,640500000.0,1188000000.0,1937000000.0,24130000000.0,968000000.0,19805000000.0,823000000.0,53506000000.0,7915000000.0,29376000000.0,-93000000.0,437000000.0,45675000000.0,,,15734000000.0,2777000000.0,71000000.0,823000000,823000000.0,1.24,43000000.0,-171000000.0,7106000000.0,,17955000000.0,,1564000000.0,562000000.0,-1394000000.0,14656000000.0,8579000000.0,-193000000.0,3766000000.0,607000000.0,2655000000.0,1203000000.0,,7831000000.0,-740000000.0,662800000.0,,-8427000000.0,0.0,562000000.0,562000000.0,57000000.0,9601000000.0,80000000.0,467000000.0,,557000000.0,4130000000.0,-2621000000.0,-540000000.0,150000000.0,350000000.0,11356000000,1887000000.0,-699000000.0,1213000000,17554000000.0,385000000.0,-45000000.0,2308000000.0,9127000000.0,,1.28,1650000000,-506000000.0,,,,,
2007-09-30,25118000000.0,16877000000.0,638300000.0,1457000000.0,1937000000.0,24922000000.0,1213000000.0,21073000000.0,927000000.0,54799000000.0,7965000000.0,29877000000.0,-69000000.0,452000000.0,46191000000.0,,,16094000000.0,3172000000.0,46000000.0,927000000,927000000.0,1.4,-24000000.0,78000000.0,7187000000.0,,17153000000.0,,1859000000.0,910000000.0,-590000000.0,15080000000.0,8270000000.0,-231000000.0,4102000000.0,562000000.0,2759000000.0,1295000000.0,,8608000000.0,1000000.0,660000000.0,,-8427000000.0,0.0,910000000.0,910000000.0,77000000.0,10302000000.0,358000000.0,456000000.0,,848000000.0,4426000000.0,-2481000000.0,-1248000000.0,88000000.0,357000000.0,11442000000,2194000000.0,-737000000.0,1313000000,17863000000.0,395000000.0,348000000.0,2243000000.0,9436000000.0,,1.45,1765000000,-468000000.0,,,,,
2007-12-31,25004000000.0,17398000000.0,,1405000000.0,1963000000.0,25477000000.0,265000000.0,22245000000.0,975000000.0,56132000000.0,2116000000.0,30655000000.0,-199000000.0,496000000.0,47249000000.0,,598000000.0,1922000000.0,3224000000.0,-44000000.0,975000000,975000000.0,,-30000000.0,37000000.0,7204000000.0,,17829000000.0,1442000000.0,837000000.0,1122000000.0,-1797000000.0,,8920000000.0,-228000000.0,3178000000.0,910000000.0,2744000000.0,1283000000.0,,8883000000.0,-591000000.0,,,-9211000000.0,0.0,1122000000.0,1122000000.0,86000000.0,10600000000.0,353000000.0,475000000.0,,873000000.0,4723000000.0,-1808000000.0,-530000000.0,17000000.0,357000000.0,12144000000,2505000000.0,-1100000000.0,2387000000,19208000000.0,330000000.0,212000000.0,951000000.0,9997000000.0,,,3203000000,-920000000.0,,,,,
2008-03-31,24670000000.0,18289000000.0,617500000.0,61000000.0,1963000000.0,26907000000.0,959000000.0,24316000000.0,922000000.0,58204000000.0,7016000000.0,31297000000.0,-160000000.0,472000000.0,48986000000.0,,,17248000000.0,3187000000.0,13000000.0,922000000,922000000.0,1.45,-864000000.0,-159000000.0,8082000000.0,,17654000000.0,,1894000000.0,777000000.0,-1121000000.0,9021000000.0,8609000000.0,-223000000.0,4177000000.0,1122000000.0,2754000000.0,1331000000.0,,9218000000.0,-523000000.0,637900000.0,,-9211000000.0,0.0,777000000.0,777000000.0,104000000.0,12151000000.0,358000000.0,454000000.0,,-816000000.0,5156000000.0,-1710000000.0,41000000.0,27000000.0,369000000.0,11796000000,706000000.0,-645000000.0,1293000000,19261000000.0,420000000.0,-345000000.0,2832000000.0,10050000000.0,,1.49,1765000000,-730000000.0,,,,,
2008-06-30,24589000000.0,18918000000.0,614300000.0,331000000.0,1994000000.0,27858000000.0,1369000000.0,26394000000.0,1106000000.0,60453000000.0,6946000000.0,32595000000.0,-70000000.0,480000000.0,50983000000.0,,,18192000000.0,3588000000.0,40000000.0,1106000000,1106000000.0,1.74,-145000000.0,85000000.0,8303000000.0,,17643000000.0,,2063000000.0,782000000.0,-1710000000.0,9297000000.0,10036000000.0,-221000000.0,4571000000.0,777000000.0,2897000000.0,1530000000.0,,9470000000.0,-1076000000.0,635500000.0,,-9211000000.0,0.0,782000000.0,782000000.0,69000000.0,13353000000.0,349000000.0,492000000.0,,-461000000.0,5357000000.0,-1615000000.0,519000000.0,89000000.0,415000000.0,13624000000,1199000000.0,-868000000.0,1525000000,19605000000.0,434000000.0,5000000.0,3113000000.0,10394000000.0,,1.8,2005000000,-670000000.0,,,,,
2008-09-30,26760000000.0,19673000000.0,607000000.0,434000000.0,2234000000.0,30524000000.0,1376000000.0,27360000000.0,868000000.0,64229000000.0,6966000000.0,33705000000.0,-40000000.0,501000000.0,54120000000.0,,,17781000000.0,3277000000.0,-36000000.0,868000000,868000000.0,1.39,-371000000.0,149000000.0,9290000000.0,,19794000000.0,,2104000000.0,2138000000.0,-1916000000.0,9580000000.0,9704000000.0,-256000000.0,4783000000.0,782000000.0,2993000000.0,1252000000.0,,9645000000.0,-1341000000.0,624800000.0,,-9211000000.0,0.0,2138000000.0,2138000000.0,119000000.0,14370000000.0,350000000.0,536000000.0,,114000000.0,5149000000.0,-1912000000.0,1947000000.0,12000000.0,437000000.0,12981000000,1365000000.0,-931000000.0,1173000000,21028000000.0,395000000.0,1356000000.0,3058000000.0,11817000000.0,,1.43,1674000000,-316000000.0,,,,,
2008-12-31,35102000000.0,19826000000.0,,-50000000.0,2261000000.0,31633000000.0,413000000.0,26069000000.0,661000000.0,67782000000.0,2293000000.0,36149000000.0,-69000000.0,527000000.0,61171000000.0,,94000000.0,1705000000.0,2857000000.0,1000000.0,661000000,661000000.0,,547000000.0,-1340000000.0,8781000000.0,,22834000000.0,1898000000.0,66000000.0,2736000000.0,-1549000000.0,,10066000000.0,-253000000.0,4121000000.0,2138000000.0,3057000000.0,360000000.0,,6087000000.0,-228000000.0,,,-10963000000.0,0.0,2736000000.0,2736000000.0,65000000.0,12701000000.0,370000000.0,511000000.0,,30000000.0,4827000000.0,-5579000000.0,458000000.0,7000000.0,507000000.0,12923000000,1517000000.0,-1567000000.0,2791000000,23487000000.0,-296000000.0,598000000.0,1027000000.0,12524000000.0,,,2436000000,-84000000.0,,,,,
2009-03-31,36015000000.0,19694000000.0,602100000.0,450000000.0,2256000000.0,29672000000.0,882000000.0,22089000000.0,-112000000.0,64440000000.0,2794000000.0,34768000000.0,-1847000000.0,534000000.0,58104000000.0,-1727000000.0,92000000.0,1735000000.0,2198000000.0,0.0,-131000000,-112000000.0,-0.19,764000000.0,64000000.0,7992000000.0,,23466000000.0,,2094000000.0,3566000000.0,503000000.0,7779000000.0,7027000000.0,-253000000.0,4626000000.0,2736000000.0,3086000000.0,-212000000.0,,6234000000.0,23000000.0,602100000.0,-5100000000.0,,0.0,3566000000.0,3566000000.0,2564000000.0,11425000000.0,380000000.0,492000000.0,,386000000.0,3340000000.0,-5332000000.0,-535000000.0,,388000000.0,9225000000,895000000.0,-445000000.0,104000000,,-80000000.0,830000000.0,2698000000.0,12342000000.0,87000000.0,-0.19,702000000,0.0,,,,,
2009-06-30,34746000000.0,19579000000.0,611800000.0,1469000000.0,2264000000.0,27383000000.0,914000000.0,19490000000.0,371000000.0,62092000000.0,2268000000.0,34709000000.0,-2204000000.0,538000000.0,54236000000.0,,92000000.0,2067000000.0,2223000000.0,-4000000.0,360000000,371000000.0,0.6,867000000.0,163000000.0,7160000000.0,,23558000000.0,1546000000.0,1604000000.0,3991000000.0,345000000.0,6534000000.0,5752000000.0,-252000000.0,3611000000.0,3566000000.0,3347000000.0,401000000.0,,7275000000.0,17000000.0,619800000.0,-2470000000.0,,0.0,3991000000.0,3991000000.0,2725000000.0,9738000000.0,381000000.0,485000000.0,,1057000000.0,2682000000.0,-4906000000.0,-1849000000.0,,351000000.0,7975000000,1908000000.0,-439000000.0,619000000,,40000000.0,425000000.0,857000000.0,12226000000.0,-28000000.0,0.61,1320000000,0.0,,,,,
2009-09-30,34799000000.0,20026000000.0,622400000.0,1101000000.0,2272000000.0,26223000000.0,907000000.0,17957000000.0,404000000.0,60838000000.0,2691000000.0,34615000000.0,-1516000000.0,561000000.0,52756000000.0,,101000000.0,2113000000.0,2043000000.0,6000000.0,392000000,404000000.0,0.64,354000000.0,66000000.0,6815000000.0,,23069000000.0,,1510000000.0,4188000000.0,432000000.0,5733000000.0,5255000000.0,-261000000.0,4121000000.0,3991000000.0,3392000000.0,252000000.0,-9000000.0,7976000000.0,-129000000.0,635500000.0,-6932000000.0,,0.0,4188000000.0,4188000000.0,2355000000.0,9047000000.0,347000000.0,474000000.0,,759000000.0,2714000000.0,-4740000000.0,-1963000000.0,19000000.0,327000000.0,7298000000,1715000000.0,-614000000.0,533000000,,-139000000.0,197000000.0,2075000000.0,12250000000.0,3000000.0,0.65,1160000000,0.0,,,,,
2009-12-31,31446000000.0,19711000000.0,,1007000000.0,2269000000.0,26789000000.0,942000000.0,19292000000.0,232000000.0,60038000000.0,2179000000.0,33249000000.0,5218000000.0,703000000.0,50738000000.0,838000000.0,105000000.0,2060000000.0,2046000000.0,3000000.0,206000000,232000000.0,,516000000.0,-1832000000.0,6360000000.0,,21847000000.0,1217000000.0,-142000000.0,4867000000.0,-278000000.0,,5852000000.0,-263000000.0,3351000000.0,4188000000.0,3439000000.0,128000000.0,-10000000.0,8740000000.0,2242000000.0,,1815000000.0,-11835000000.0,0.0,4867000000.0,4867000000.0,-7353000000.0,9784000000.0,326000000.0,465000000.0,,841000000.0,2993000000.0,-3764000000.0,-868000000.0,39000000.0,355000000.0,7898000000,1825000000.0,-818000000.0,2188000000,24221000000.0,-91000000.0,679000000.0,888000000.0,12386000000.0,75000000.0,,1157000000,0.0,,,,,
2010-03-31,31397000000.0,19941000000.0,626400000.0,178000000.0,2284000000.0,26412000000.0,932000000.0,18417000000.0,233000000.0,58836000000.0,2568000000.0,32424000000.0,-1803000000.0,554000000.0,49814000000.0,533000000.0,133000000.0,2025000000.0,2344000000.0,-13000000.0,236000000,233000000.0,0.36,-644000000.0,63000000.0,6990000000.0,,21548000000.0,,1603000000.0,3538000000.0,110000000.0,6068000000.0,5894000000.0,-262000000.0,4116000000.0,4867000000.0,3482000000.0,469000000.0,-103000000.0,8942000000.0,33000000.0,643500000.0,-3336000000.0,,0.0,3538000000.0,3538000000.0,2003000000.0,8622000000.0,335000000.0,488000000.0,,-333000000.0,3431000000.0,-3886000000.0,-1936000000.0,26000000.0,402000000.0,8238000000,551000000.0,-373000000.0,741000000,,231000000.0,-1329000000.0,2248000000.0,12057000000.0,94000000.0,0.37,1358000000,,,,,,
2010-06-30,29305000000.0,20133000000.0,629800000.0,709000000.0,2292000000.0,27376000000.0,1059000000.0,19784000000.0,707000000.0,58793000000.0,2102000000.0,31417000000.0,-2295000000.0,562000000.0,49089000000.0,618000000.0,154000000.0,1524000000.0,3037000000.0,26000000.0,733000000,707000000.0,1.09,-376000000.0,50000000.0,7339000000.0,,20226000000.0,1404000000.0,1826000000.0,3597000000.0,-217000000.0,6348000000.0,7372000000.0,-265000000.0,3083000000.0,3538000000.0,3636000000.0,946000000.0,-67000000.0,9185000000.0,-27000000.0,647000000.0,-3135000000.0,,0.0,3597000000.0,3597000000.0,2253000000.0,8927000000.0,315000000.0,485000000.0,,-185000000.0,3975000000.0,-4045000000.0,-850000000.0,58000000.0,450000000.0,10409000000,1192000000.0,-483000000.0,1211000000,,209000000.0,59000000.0,936000000.0,11763000000.0,82000000.0,1.12,1823000000,,,,,,
