date,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2011-12-31,1751000000.0,0.0,5194000000.0,12405000000.0,825000000.0,1417000000.0,2513000000.0,740000000.0,95000000.0,1143000000.0,,2894000000.0,318000000.0,401000000.0,2072000000.0,401000000,834000000.0,401000000.0,,-61000000.0,1283000000.0,905000000.0,-380000000.0,,905000000.0,-69000000.0,,3418000000.0,17000000.0,122000000.0,-1498000000.0,4722000000.0,157000000.0,563000000.0,1442000000.0,30000000.0,8000000.0,0.0,1326000000.0,-118000000.0,-83000000.0,,38000000.0,810000000.0,64000000.0,1475000000.0,144000000.0,345000000.0,981000000.0,7683000000.0,0.0,-115000000.0,-1167000000.0,32000000.0,888000000.0,17000000.0,,414000000.0,574000000,,-190000000.0,115000000.0,206000000.0,-144000000.0,433000000.0,6479000000.0,116000000.0,2215000000,2055000000.0,7211000000.0,1828000000.0,494000000,-139000000.0,-64000000.0,627000000.0,,
2012-03-31,1751000000.0,0.0,5230000000.0,12459000000.0,759000000.0,1472000000.0,2607000000.0,709000000.0,-215000000.0,1137000000.0,0.92,2888000000.0,320000000.0,350000000.0,2082000000.0,350000000,819000000.0,350000000.0,,-22000000.0,1318000000.0,690000000.0,-123000000.0,383800000.0,690000000.0,-81000000.0,0.0,3297000000.0,23000000.0,123000000.0,-1214000000.0,4437000000.0,814000000.0,-17000000.0,1425000000.0,-3000000.0,-29000000.0,1142000000.0,1152000000.0,-48000000.0,-50000000.0,0.91,38000000.0,905000000.0,-35000000.0,1452000000.0,235000000.0,311000000.0,962000000.0,8022000000.0,0.0,-38000000.0,-1212000000.0,118000000.0,909000000.0,21000000.0,,350000000.0,613000000,381000000.0,,112000000.0,-452000000.0,-9000000.0,468000000.0,6701000000.0,85000000.0,2161000000,2121000000.0,7229000000.0,1549000000.0,490000000,-128000000.0,-52000000.0,35000000.0,,
2012-06-30,1750000000.0,0.0,5064000000.0,12262000000.0,767000000.0,1368000000.0,2067000000.0,672000000.0,703000000.0,1071000000.0,0.85,2821000000.0,319000000.0,325000000.0,2028000000.0,325000000,823000000.0,325000000.0,,-29000000.0,1289000000.0,1393000000.0,384000000.0,383300000.0,1393000000.0,-81000000.0,,3460000000.0,16000000.0,121000000.0,-356000000.0,4310000000.0,789000000.0,406000000.0,1349000000.0,-23000000.0,-1000000.0,1081000000.0,792000000.0,73000000.0,-39000000.0,0.85,38000000.0,690000000.0,-9000000.0,1434000000.0,-60000000.0,295000000.0,970000000.0,7952000000.0,0.0,-55000000.0,-1202000000.0,110000000.0,898000000.0,18000000.0,,358000000.0,585000000,381000000.0,,116000000.0,-8000000.0,-1000000.0,435000000.0,6908000000.0,0.0,2106000000,2100000000.0,7198000000.0,1489000000.0,464000000,-148000000.0,-51000000.0,457000000.0,,
2012-09-30,1751000000.0,0.0,5137000000.0,12777000000.0,748000000.0,1356000000.0,2440000000.0,655000000.0,30000000.0,1089000000.0,0.93,2840000000.0,327000000.0,353000000.0,2060000000.0,353000000,791000000.0,353000000.0,,-18000000.0,1315000000.0,1423000000.0,-428000000.0,382500000.0,1423000000.0,-81000000.0,18000000.0,3863000000.0,18000000.0,120000000.0,-744000000.0,4416000000.0,806000000.0,511000000.0,1342000000.0,-11000000.0,-10000000.0,1106000000.0,411000000.0,27000000.0,-19000000.0,0.92,38000000.0,1393000000.0,-21000000.0,1397000000.0,78000000.0,270000000.0,935000000.0,8361000000.0,0.0,-36000000.0,-1240000000.0,91000000.0,929000000.0,18000000.0,,365000000.0,582000000,380200000.0,,114000000.0,84000000.0,-37000000.0,444000000.0,7162000000.0,59000000.0,2052000000,2169000000.0,7640000000.0,1576000000.0,462000000,-110000000.0,-58000000.0,569000000.0,,
2012-12-31,1746000000.0,16000000.0,5349000000.0,13467000000.0,934000000.0,1430000000.0,2890000000.0,744000000.0,-28000000.0,1287000000.0,0.71,3033000000.0,,270000000.0,2142000000.0,270000000,1033000000.0,270000000.0,,-42000000.0,1265000000.0,1395000000.0,-569000000.0,382700000.0,1395000000.0,-81000000.0,,4285000000.0,16000000.0,122000000.0,-413000000.0,4870000000.0,835000000.0,547000000.0,1424000000.0,24000000.0,58000000.0,1138000000.0,753000000.0,-72000000.0,0.0,0.71,38000000.0,1423000000.0,17000000.0,1593000000.0,129000000.0,288000000.0,1193000000.0,8597000000.0,0.0,-53000000.0,-1284000000.0,88000000.0,948000000.0,18000000.0,,30000000.0,522000000,380300000.0,,129000000.0,174000000.0,-107000000.0,358000000.0,7332000000.0,70000000.0,2337000000,2232000000.0,8118000000.0,1837000000.0,400000000,-63000000.0,-49000000.0,596000000.0,,
2013-03-31,2738000000.0,0.0,5668000000.0,14089000000.0,982000000.0,1408000000.0,2574000000.0,713000000.0,518000000.0,1087000000.0,0.8,3825000000.0,,304000000.0,2592000000.0,304000000,916000000.0,304000000.0,,-25000000.0,1323000000.0,1913000000.0,-360000000.0,383000000.0,1913000000.0,-101000000.0,,4487000000.0,34000000.0,70000000.0,-773000000.0,5633000000.0,554000000.0,187000000.0,1520000000.0,-7000000.0,-38000000.0,1203000000.0,289000000.0,7000000.0,-250000000.0,0.79,38000000.0,1395000000.0,-9000000.0,1477000000.0,17000000.0,297000000.0,1077000000.0,8456000000.0,0.0,-51000000.0,-1296000000.0,71000000.0,1002000000.0,20000000.0,,14000000.0,470000000,379700000.0,,129000000.0,-152000000.0,-600000000.0,375000000.0,7296000000.0,105000000.0,2190000000,2298000000.0,8421000000.0,1808000000.0,400000000,651000000.0,-49000000.0,236000000.0,,
2013-06-30,2742000000.0,0.0,5693000000.0,14382000000.0,1156000000.0,1413000000.0,3681000000.0,730000000.0,-942000000.0,1066000000.0,0.56,3808000000.0,,213000000.0,2573000000.0,213000000,1015000000.0,213000000.0,,-30000000.0,1345000000.0,971000000.0,-1198000000.0,381000000.0,971000000.0,-100000000.0,,4652000000.0,29000000.0,79000000.0,-1843000000.0,5779000000.0,555000000.0,309000000.0,1545000000.0,5000000.0,-25000000.0,1279000000.0,754000000.0,-18000000.0,0.0,0.56,38000000.0,1913000000.0,-21000000.0,1482000000.0,31000000.0,277000000.0,1183000000.0,8603000000.0,0.0,-100000000.0,-1324000000.0,56000000.0,1021000000.0,18000000.0,,10000000.0,378000000,378000000.0,,132000000.0,54000000.0,-62000000.0,269000000.0,7410000000.0,53000000.0,2212000000,2345000000.0,8689000000.0,1971000000.0,299000000,-93000000.0,-47000000.0,356000000.0,,
2013-09-30,2743000000.0,0.0,5696000000.0,14883000000.0,1456000000.0,1370000000.0,4028000000.0,682000000.0,139000000.0,1079000000.0,0.27,3822000000.0,,103000000.0,2603000000.0,103000000,1136000000.0,103000000.0,,-26000000.0,1404000000.0,1110000000.0,-368000000.0,381700000.0,1110000000.0,-100000000.0,,5138000000.0,31000000.0,76000000.0,-301000000.0,6146000000.0,518000000.0,579000000.0,1539000000.0,-6000000.0,-43000000.0,1275000000.0,859000000.0,57000000.0,-2000000.0,0.27,38000000.0,971000000.0,-1000000.0,1469000000.0,146000000.0,278000000.0,1306000000.0,8737000000.0,0.0,-107000000.0,-1373000000.0,34000000.0,1036000000.0,19000000.0,,14000000.0,239000000,378300000.0,,136000000.0,429000000.0,-24000000.0,137000000.0,7411000000.0,25000000.0,2151000000,2409000000.0,9187000000.0,2324000000.0,163000000,-105000000.0,-43000000.0,622000000.0,,
2013-12-31,2739000000.0,0.0,7408000000.0,15743000000.0,1537000000.0,1518000000.0,2641000000.0,852000000.0,229000000.0,1300000000.0,1.02,4039000000.0,,386000000.0,3844000000.0,386000000,999000000.0,386000000.0,,-11000000.0,1422000000.0,1339000000.0,-291000000.0,382300000.0,1339000000.0,-100000000.0,,3980000000.0,25000000.0,82000000.0,-781000000.0,6696000000.0,494000000.0,616000000.0,1989000000.0,21000000.0,29000000.0,1415000000.0,1399000000.0,-135000000.0,-65000000.0,1.01,38000000.0,1110000000.0,32000000.0,1616000000.0,232000000.0,314000000.0,1174000000.0,9047000000.0,0.0,-97000000.0,-1416000000.0,45000000.0,1081000000.0,19000000.0,,12000000.0,524000000,378400000.0,,139000000.0,192000000.0,-1634000000.0,431000000.0,7617000000.0,131000000.0,2468000000,2497000000.0,8335000000.0,2657000000.0,442000000,-153000000.0,-56000000.0,672000000.0,,
2014-03-31,2244000000.0,0.0,7713000000.0,16159000000.0,1821000000.0,1430000000.0,2666000000.0,769000000.0,42000000.0,1294000000.0,0.19,3538000000.0,,70000000.0,3997000000.0,70000000,1205000000.0,70000000.0,,-29000000.0,1498000000.0,1381000000.0,-351000000.0,382600000.0,1381000000.0,-115000000.0,,4047000000.0,820000000.0,91000000.0,-9000000.0,7096000000.0,514000000.0,136000000.0,2085000000.0,12000000.0,-61000000.0,1471000000.0,1008000000.0,93000000.0,0.0,0.18,38000000.0,1339000000.0,30000000.0,1536000000.0,268000000.0,350000000.0,1400000000.0,9063000000.0,0.0,-55000000.0,-1467000000.0,37000000.0,1117000000.0,21000000.0,,5000000.0,227000000,378200000.0,,150000000.0,40000000.0,-272000000.0,107000000.0,7571000000.0,118000000.0,2305000000,2584000000.0,8446000000.0,3558000000.0,136000000,186000000.0,-70000000.0,206000000.0,,
2014-06-30,3237000000.0,0.0,7848000000.0,17206000000.0,2134000000.0,1503000000.0,3426000000.0,808000000.0,-62000000.0,1351000000.0,0.56,4588000000.0,,215000000.0,4101000000.0,215000000,1038000000.0,215000000.0,,-35000000.0,1587000000.0,1319000000.0,-1027000000.0,382700000.0,1319000000.0,-116000000.0,,4745000000.0,630000000.0,94000000.0,-776000000.0,8117000000.0,530000000.0,312000000.0,2090000000.0,-28000000.0,-59000000.0,1523000000.0,804000000.0,-40000000.0,-60000000.0,0.56,38000000.0,1381000000.0,-19000000.0,1555000000.0,231000000.0,337000000.0,1243000000.0,9089000000.0,0.0,-665000000.0,-1499000000.0,62000000.0,1127000000.0,20000000.0,,5000000.0,406000000,378800000.0,,158000000.0,52000000.0,-197000000.0,277000000.0,7525000000.0,97000000.0,2363000000,2626000000.0,9358000000.0,3529000000.0,312000000,600000000.0,-54000000.0,366000000.0,,
2014-09-30,3231000000.0,0.0,8189000000.0,17515000000.0,2171000000.0,1529000000.0,3321000000.0,822000000.0,37000000.0,1449000000.0,0.16,4680000000.0,,57000000.0,4257000000.0,57000000,910000000.0,57000000.0,,-29000000.0,1666000000.0,1356000000.0,-424000000.0,382500000.0,1356000000.0,-115000000.0,,4677000000.0,731000000.0,97000000.0,-8000000.0,8891000000.0,720000000.0,487000000.0,2108000000.0,-14000000.0,-97000000.0,1454000000.0,1030000000.0,-65000000.0,-40000000.0,0.16,38000000.0,1319000000.0,4000000.0,1567000000.0,-74000000.0,335000000.0,1113000000.0,8624000000.0,0.0,-293000000.0,-1498000000.0,368000000.0,1104000000.0,17000000.0,,4000000.0,551000000,378400000.0,,153000000.0,377000000.0,-368000000.0,425000000.0,7430000000.0,374000000.0,2389000000,2602000000.0,9326000000.0,4211000000.0,454000000,-67000000.0,-48000000.0,535000000.0,,
2014-12-31,3246000000.0,0.0,8040000000.0,17713000000.0,2347000000.0,1572000000.0,3205000000.0,892000000.0,439000000.0,1408000000.0,0.68,4654000000.0,,260000000.0,4186000000.0,260000000,1059000000.0,260000000.0,,-7000000.0,1588000000.0,1795000000.0,-88000000.0,383000000.0,1795000000.0,-116000000.0,,5000000000.0,727000000.0,96000000.0,-730000000.0,9117000000.0,738000000.0,614000000.0,2018000000.0,74000000.0,44000000.0,1513000000.0,64000000.0,-77000000.0,0.0,0.67,38000000.0,1356000000.0,-2000000.0,1726000000.0,-254000000.0,329000000.0,1258000000.0,8596000000.0,64000000.0,-36000000.0,-1499000000.0,201000000.0,1098000000.0,19000000.0,,16000000.0,564000000,378500000.0,,153000000.0,303000000.0,-91000000.0,461000000.0,7559000000.0,333000000.0,2618000000,2597000000.0,9673000000.0,4463000000.0,468000000,-78000000.0,-61000000.0,675000000.0,,
2015-03-31,3257000000.0,0.0,7853000000.0,16580000000.0,2372000000.0,1521000000.0,2589000000.0,826000000.0,-121000000.0,1307000000.0,0.59,6152000000.0,,224000000.0,4099000000.0,224000000,892000000.0,224000000.0,,-83000000.0,1582000000.0,1674000000.0,326000000.0,383500000.0,1674000000.0,-131000000.0,,4263000000.0,225000000.0,94000000.0,-631000000.0,8259000000.0,725000000.0,334000000.0,1960000000.0,-734000000.0,-42000000.0,1361000000.0,1087000000.0,12000000.0,-130000000.0,0.58,38000000.0,1795000000.0,8000000.0,1553000000.0,-521000000.0,333000000.0,1093000000.0,8321000000.0,-130000000.0,-1081000000.0,-1459000000.0,153000000.0,1069000000.0,23000000.0,,94000000.0,509000000,378900000.0,,152000000.0,62000000.0,-84000000.0,377000000.0,7527000000.0,288000000.0,2379000000,2528000000.0,8727000000.0,2107000000.0,460000000,-734000000.0,-46000000.0,380000000.0,,
2015-06-30,3242000000.0,0.0,7883000000.0,16819000000.0,2427000000.0,1500000000.0,651000000.0,827000000.0,1952000000.0,1349000000.0,1.04,6279000000.0,,392000000.0,4125000000.0,392000000,861000000.0,392000000.0,,-140000000.0,1619000000.0,3626000000.0,1900000000.0,381100000.0,3626000000.0,-130000000.0,,4277000000.0,227000000.0,94000000.0,-506000000.0,8314000000.0,731000000.0,289000000.0,1925000000.0,766000000.0,-25000000.0,1540000000.0,2482000000.0,27000000.0,-194000000.0,1.03,38000000.0,1674000000.0,9000000.0,1605000000.0,-431000000.0,342000000.0,1064000000.0,8505000000.0,0.0,-431000000.0,-1502000000.0,9000000.0,1102000000.0,21000000.0,,112000000.0,590000000,377000000.0,,154000000.0,-129000000.0,-8000000.0,401000000.0,7600000000.0,157000000.0,2432000000,2604000000.0,8936000000.0,2035000000.0,541000000,-317000000.0,-68000000.0,357000000.0,,
2015-09-30,2511000000.0,0.0,7884000000.0,15917000000.0,1422000000.0,1496000000.0,209000000.0,796000000.0,-463000000.0,1369000000.0,0.8,4577000000.0,,301000000.0,4160000000.0,301000000,887000000.0,301000000.0,,-183000000.0,1665000000.0,3163000000.0,315000000.0,380700000.0,3163000000.0,-130000000.0,,3372000000.0,971000000.0,101000000.0,-47000000.0,7433000000.0,735000000.0,-586000000.0,1861000000.0,4000000.0,-57000000.0,1500000000.0,487000000.0,-13000000.0,-122000000.0,0.79,38000000.0,3626000000.0,-2000000.0,1624000000.0,-529000000.0,340000000.0,1096000000.0,8484000000.0,0.0,-287000000.0,-1528000000.0,44000000.0,1128000000.0,21000000.0,,150000000.0,629000000,376300000.0,,155000000.0,-911000000.0,-48000000.0,345000000.0,7656000000.0,158000000.0,2420000000,2656000000.0,8033000000.0,2856000000.0,528000000,-251000000.0,-77000000.0,-509000000.0,,
2015-12-31,3253000000.0,0.0,8303000000.0,16247000000.0,1404000000.0,1662000000.0,700000000.0,895000000.0,216000000.0,980000000.0,1.39,4927000000.0,,522000000.0,4136000000.0,522000000,970000000.0,522000000.0,,-16000000.0,1639000000.0,3379000000.0,-585000000.0,378400000.0,3379000000.0,-130000000.0,,4079000000.0,769000000.0,108000000.0,-531000000.0,7736000000.0,1174000000.0,592000000.0,1794000000.0,-4000000.0,9000000.0,564000000.0,38000000.0,-177000000.0,-254000000.0,1.38,37000000.0,3163000000.0,20000000.0,1820000000.0,-639000000.0,410000000.0,1192000000.0,8511000000.0,0.0,-473000000.0,-1531000000.0,90000000.0,1199000000.0,21000000.0,,33000000.0,736000000,374300000.0,,164000000.0,41000000.0,-13000000.0,612000000.0,7792000000.0,141000000.0,2715000000,2730000000.0,7944000000.0,2809000000.0,628000000,161000000.0,-79000000.0,671000000.0,,
2016-03-31,6706000000.0,0.0,8343000000.0,19668000000.0,1323000000.0,1591000000.0,507000000.0,801000000.0,3597000000.0,968000000.0,1.08,8280000000.0,,402000000.0,4165000000.0,402000000,944000000.0,402000000.0,,-57000000.0,1768000000.0,6976000000.0,57000000.0,377400000.0,6976000000.0,-142000000.0,,7483000000.0,770000000.0,102000000.0,-94000000.0,10860000000.0,1174000000.0,88000000.0,1780000000.0,18000000.0,-109000000.0,483000000.0,289000000.0,86000000.0,-13000000.0,1.07,37000000.0,3379000000.0,17000000.0,1694000000.0,-622000000.0,394000000.0,1156000000.0,8808000000.0,0.0,-53000000.0,-1587000000.0,79000000.0,1224000000.0,28000000.0,,19000000.0,640000000,373200000.0,,159000000.0,-301000000.0,-23000000.0,481000000.0,8040000000.0,151000000.0,2495000000,2811000000.0,11325000000.0,2580000000.0,538000000,3318000000.0,-115000000.0,203000000.0,,
2016-06-30,6717000000.0,0.0,12696000000.0,20520000000.0,1415000000.0,1758000000.0,166000000.0,998000000.0,-3486000000.0,1100000000.0,1.02,7817000000.0,,380000000.0,6372000000.0,380000000,1043000000.0,380000000.0,,-95000000.0,1989000000.0,3490000000.0,-3969000000.0,378500000.0,3490000000.0,-142000000.0,,3656000000.0,927000000.0,145000000.0,-22000000.0,11422000000.0,1150000000.0,354000000.0,3728000000.0,10000000.0,-116000000.0,0.0,363000000.0,-29000000.0,0.0,1.0,37000000.0,6976000000.0,-22000000.0,1842000000.0,-595000000.0,425000000.0,1314000000.0,9098000000.0,0.0,-204000000.0,-1624000000.0,53000000.0,1446000000.0,21000000.0,,28000000.0,673000000,374200000.0,,183000000.0,-114000000.0,-4196000000.0,433000000.0,8278000000.0,166000000.0,2840000000,3070000000.0,7824000000.0,3605000000.0,528000000,24000000.0,-114000000.0,468000000.0,,
2016-09-30,6713000000.0,0.0,12821000000.0,20187000000.0,1476000000.0,1803000000.0,69000000.0,960000000.0,-537000000.0,1116000000.0,0.95,8432000000.0,,355000000.0,6475000000.0,355000000,1057000000.0,355000000.0,,-124000000.0,2092000000.0,2953000000.0,-102000000.0,379000000.0,2953000000.0,-142000000.0,,3022000000.0,135000000.0,148000000.0,-20000000.0,10855000000.0,1233000000.0,375000000.0,3608000000.0,-4000000.0,-82000000.0,449000000.0,117000000.0,-35000000.0,0.0,0.94,37000000.0,3490000000.0,-6000000.0,1873000000.0,-600000000.0,420000000.0,1330000000.0,9332000000.0,-4000000.0,-1173000000.0,-1618000000.0,64000000.0,1505000000.0,22000000.0,,57000000.0,632000000,374400000.0,,184000000.0,-87000000.0,-77000000.0,419000000.0,8491000000.0,213000000.0,2833000000,3123000000.0,7366000000.0,2423000000.0,543000000,-939000000.0,-118000000.0,493000000.0,,
2016-12-31,6686000000.0,0.0,12574000000.0,20435000000.0,1517000000.0,1967000000.0,68000000.0,1071000000.0,363000000.0,1051000000.0,1.36,8331000000.0,,510000000.0,6356000000.0,510000000,1093000000.0,510000000.0,,-127000000.0,2030000000.0,3316000000.0,-177000000.0,379100000.0,3316000000.0,-142000000.0,,3384000000.0,228000000.0,151000000.0,-15000000.0,10885000000.0,1141000000.0,505000000.0,3508000000.0,6000000.0,8000000.0,480000000.0,16000000.0,-214000000.0,0.0,1.34,37000000.0,2953000000.0,-5000000.0,2086000000.0,-761000000.0,437000000.0,1371000000.0,9550000000.0,1000000.0,-205000000.0,-1592000000.0,78000000.0,1569000000.0,26000000.0,,54000000.0,866000000,374500000.0,,189000000.0,-13000000.0,-36000000.0,588000000.0,8842000000.0,40000000.0,3157000000,3161000000.0,7861000000.0,2554000000.0,715000000,-42000000.0,-143000000.0,648000000.0,,
2017-03-31,7184000000.0,0.0,12628000000.0,20517000000.0,1404000000.0,1875000000.0,66000000.0,993000000.0,-103000000.0,1075000000.0,1.19,8780000000.0,,444000000.0,6393000000.0,444000000,1102000000.0,444000000.0,,-81000000.0,2172000000.0,3213000000.0,-146000000.0,379300000.0,3213000000.0,-159000000.0,,3279000000.0,35000000.0,150000000.0,-12000000.0,10813000000.0,1134000000.0,12000000.0,3446000000.0,-52000000.0,-114000000.0,563000000.0,14000000.0,112000000.0,-230000000.0,1.17,37000000.0,3316000000.0,23000000.0,1962000000.0,-675000000.0,456000000.0,1382000000.0,9704000000.0,0.0,-354000000.0,-1678000000.0,55000000.0,1655000000.0,32000000.0,,26000000.0,730000000,373400000.0,,192000000.0,-443000000.0,-9000000.0,499000000.0,8903000000.0,43000000.0,2955000000,3333000000.0,7889000000.0,2033000000.0,580000000,-137000000.0,-139000000.0,151000000.0,,
2017-06-30,6592000000.0,0.0,12814000000.0,21292000000.0,1564000000.0,1905000000.0,98000000.0,1022000000.0,436000000.0,1113000000.0,1.04,8243000000.0,,391000000.0,6471000000.0,391000000,1130000000.0,391000000.0,,-129000000.0,2279000000.0,3649000000.0,-192000000.0,379800000.0,3649000000.0,-159000000.0,,3747000000.0,774000000.0,160000000.0,-54000000.0,11257000000.0,1203000000.0,519000000.0,3382000000.0,-20000000.0,-78000000.0,547000000.0,22000000.0,-15000000.0,0.0,1.03,37000000.0,3213000000.0,-35000000.0,1990000000.0,-590000000.0,427000000.0,1417000000.0,10035000000.0,0.0,-430000000.0,-1760000000.0,53000000.0,1758000000.0,26000000.0,,43000000.0,733000000,373900000.0,,192000000.0,99000000.0,-29000000.0,444000000.0,9136000000.0,80000000.0,3012000000,3518000000.0,8478000000.0,3014000000.0,573000000,-40000000.0,-131000000.0,650000000.0,,
2017-09-30,6593000000.0,0.0,13775000000.0,21485000000.0,1194000000.0,1965000000.0,97000000.0,1024000000.0,-1057000000.0,1209000000.0,1.16,8039000000.0,,434000000.0,7026000000.0,434000000,1103000000.0,434000000.0,,-118000000.0,2454000000.0,2592000000.0,-815000000.0,380200000.0,2592000000.0,-159000000.0,,2689000000.0,632000000.0,163000000.0,-19000000.0,11060000000.0,1427000000.0,-63000000.0,3470000000.0,-43000000.0,-130000000.0,602000000.0,20000000.0,-25000000.0,0.0,1.14,37000000.0,3649000000.0,10000000.0,1982000000.0,-498000000.0,458000000.0,1393000000.0,10425000000.0,0.0,-143000000.0,-1837000000.0,37000000.0,1852000000.0,27000000.0,,95000000.0,752000000,374200000.0,,198000000.0,-518000000.0,-674000000.0,471000000.0,9411000000.0,143000000.0,3006000000,3689000000.0,7710000000.0,3021000000.0,589000000,-345000000.0,-142000000.0,79000000.0,,
2017-12-31,6590000000.0,0.0,14190000000.0,22183000000.0,1207000000.0,2198000000.0,251000000.0,1232000000.0,-50000000.0,2114000000.0,-0.66,8900000000.0,,-249000000.0,7168000000.0,-249000000,1217000000.0,-249000000.0,,-72000000.0,2465000000.0,2542000000.0,-460000000.0,380900000.0,2542000000.0,-159000000.0,,2793000000.0,632000000.0,169000000.0,-185000000.0,12189000000.0,1584000000.0,493000000.0,3477000000.0,-112000000.0,2000000.0,537000000.0,31000000.0,-234000000.0,0.0,-0.66,37000000.0,2592000000.0,23000000.0,2239000000.0,-553000000.0,487000000.0,1518000000.0,9994000000.0,-1000000.0,-6000000.0,-1825000000.0,898000000.0,1975000000.0,28000000.0,,9000000.0,890000000,374400000.0,,205000000.0,759000000.0,-119000000.0,649000000.0,8986000000.0,143000000.0,3471000000,3800000000.0,7993000000.0,3289000000.0,721000000,-272000000.0,-186000000.0,679000000.0,,
2018-03-31,5920000000.0,,14282000000.0,22133000000.0,1398000000.0,2108000000.0,276000000.0,1104000000.0,-363000000.0,912000000.0,1.18,8110000000.0,,443000000.0,7723000000.0,443000000,1236000000.0,443000000.0,,-53000000.0,2664000000.0,2179000000.0,-849000000.0,380700000.0,2179000000.0,-176000000.0,,2455000000.0,1984000000.0,176000000.0,-77000000.0,12910000000.0,816000000.0,176000000.0,3689000000.0,-73000000.0,-144000000.0,,53000000.0,139000000.0,-300000000.0,1.16,37000000.0,2542000000.0,33000000.0,2137000000.0,-510000000.0,529000000.0,1542000000.0,9223000000.0,,-258000000.0,-1927000000.0,99000000.0,2054000000.0,29000000.0,,4000000.0,771000000,374000000.0,,204000000.0,-322000000.0,-704000000.0,542000000.0,8201000000.0,186000000.0,3241000000,3981000000.0,7851000000.0,4800000000.0,595000000,145000000.0,-121000000.0,297000000.0,,
2018-06-30,5925000000.0,,14157000000.0,21570000000.0,1300000000.0,2089000000.0,279000000.0,1132000000.0,-538000000.0,877000000.0,1.21,8064000000.0,,452000000.0,7636000000.0,452000000,1190000000.0,452000000.0,,-51000000.0,2740000000.0,-901000000.0,-224000000.0,380100000.0,1641000000.0,-176000000.0,,1920000000.0,1277000000.0,186000000.0,-68000000.0,12110000000.0,853000000.0,492000000.0,3567000000.0,-35000000.0,-150000000.0,,64000000.0,-24000000.0,0.0,1.19,37000000.0,2179000000.0,32000000.0,2190000000.0,-557000000.0,561000000.0,1516000000.0,9460000000.0,,-342000000.0,-1935000000.0,171000000.0,2101000000.0,28000000.0,,2000000.0,860000000,373900000.0,,216000000.0,11000000.0,-63000000.0,623000000.0,8477000000.0,130000000.0,3322000000,4036000000.0,7413000000.0,4046000000.0,674000000,-917000000.0,-157000000.0,649000000.0,,
