date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
2015-03-31,,,15633000000.0,476000000.0,7000000.0,82000000.0,313000000.0,-84000000.0,543000000,-337000000.0,4574000000.0,234000000.0,4000000.0,179000000.0,-208000000.0,581000000.0,3187000000.0,209000000.0,,2691000000.0,14909000000.0,-235000000.0,-17000000.0,78000000.0,486000000.0,10670000000.0,913000000.0,-341000000.0,256000000,2433000000,-4963000000.0,-393000000.0,666000000.0,131000000.0,131000000,253000000.0,-64000000.0,0.0,920000000.0,1852000000.0,116000000.0,840000000.0,897000000.0,4501000000.0,70000000.0,198000000.0,,4716000000.0,7767000000.0,-106000000.0,325000000.0,,217000000.0,4000000.0,1147000000.0,234000000.0,298000000.0,,805000000.0,19979000000.0,117000000.0,57000000.0,144000000.0,1000000.0,18096000000.0,131000000.0,22670000000.0,325000000.0,,,,,,,,,
2015-06-30,,,15967000000.0,367000000.0,-3000000.0,64000000.0,89000000.0,-82000000.0,469000000,-334000000.0,4550000000.0,245000000.0,5000000.0,-76000000.0,-119000000.0,515000000.0,3125000000.0,114000000.0,,2509000000.0,14927000000.0,-165000000.0,12000000.0,37000000.0,456000000.0,10911000000.0,960000000.0,-371000000.0,186000000,1532000000,-5056000000.0,-111000000.0,456000000.0,77000000.0,77000000,250000000.0,11000000.0,,975000000.0,1017000000.0,161000000.0,840000000.0,640000000.0,4471000000.0,44000000.0,274000000.0,,4863000000.0,7614000000.0,-107000000.0,329000000.0,,239000000.0,4000000.0,1205000000.0,245000000.0,234000000.0,,951000000.0,20093000000.0,116000000.0,310000000.0,151000000.0,0.0,18052000000.0,77000000.0,22602000000.0,85000000.0,,,,,,,,,
2015-09-30,0.0,,16264000000.0,367000000.0,-268000000.0,78000000.0,9000000.0,-81000000.0,-254000000,-353000000.0,4058000000.0,227000000.0,-8000000.0,-70000000.0,-5000000.0,624000000.0,3191000000.0,-635000000.0,,2400000000.0,14529000000.0,-113000000.0,-22000000.0,-244000000.0,-41000000.0,11185000000.0,826000000.0,-419000000.0,265000000,1630000000,-5079000000.0,-61000000.0,396000000.0,-391000000.0,-391000000,259000000.0,-18000000.0,,850000000.0,1006000000.0,118000000.0,840000000.0,568000000.0,3604000000.0,-787000000.0,342000000.0,,4445000000.0,7662000000.0,-138000000.0,359000000.0,,268000000.0,4000000.0,1053000000.0,227000000.0,245000000.0,,987000000.0,19378000000.0,113000000.0,83000000.0,148000000.0,0.0,17720000000.0,-391000000.0,21778000000.0,-23000000.0,,,,,,,,,
2015-12-31,0.0,,16650000000.0,483000000.0,-149000000.0,2425000000.0,-196000000.0,-66000000.0,-467000000,-363000000.0,3461000000.0,264000000.0,16000000.0,-5000000.0,108000000.0,557000000.0,2467000000.0,-818000000.0,,2689000000.0,15406000000.0,-131000000.0,10000000.0,-309000000.0,-657000000.0,11537000000.0,805000000.0,-453000000.0,226000000,1791000000,-5113000000.0,53000000.0,347000000.0,-509000000.0,-509000000,1182000000.0,37000000.0,,1554000000.0,1234000000.0,117000000.0,840000000.0,593000000.0,2594000000.0,-933000000.0,347000000.0,,5047000000.0,7901000000.0,-107000000.0,331000000.0,,246000000.0,4000000.0,264000000.0,264000000.0,227000000.0,,913000000.0,18645000000.0,105000000.0,-105000000.0,545000000.0,-1000000.0,17873000000.0,-509000000.0,21334000000.0,-106000000.0,,,,,,,,,
2016-03-31,,,16900000000.0,378000000.0,65000000.0,75000000.0,242000000.0,-65000000.0,611000000,-269000000.0,3506000000.0,218000000.0,-11000000.0,112000000.0,-82000000.0,611000000.0,2534000000.0,240000000.0,,2335000000.0,14964000000.0,-258000000.0,6000000.0,86000000.0,-613000000.0,11718000000.0,894000000.0,-332000000.0,250000000,1984000000,-5182000000.0,-411000000.0,634000000.0,154000000.0,154000000,276000000.0,-46000000.0,,823000000.0,1373000000.0,108000000.0,840000000.0,577000000.0,2943000000.0,101000000.0,234000000.0,,5116000000.0,7354000000.0,-110000000.0,361000000.0,,260000000.0,4000000.0,1112000000.0,218000000.0,264000000.0,-363000000.0,1124000000.0,18669000000.0,111000000.0,67000000.0,109000000.0,-3000000.0,17498000000.0,154000000.0,21004000000.0,302000000.0,,,,,,,,,
2016-06-30,,,17218000000.0,407000000.0,4000000.0,47000000.0,42000000.0,-67000000.0,406000000,-198000000.0,3397000000.0,271000000.0,-3000000.0,-49000000.0,-27000000.0,565000000.0,2241000000.0,8000000.0,,2272000000.0,15374000000.0,-477000000.0,12000000.0,10000000.0,-726000000.0,11898000000.0,737000000.0,-350000000.0,182000000,1574000000,-5320000000.0,-173000000.0,424000000.0,-2000000.0,-2000000,279000000.0,53000000.0,,843000000.0,1009000000.0,119000000.0,861000000.0,605000000.0,2899000000.0,-65000000.0,283000000.0,,5121000000.0,7780000000.0,-289000000.0,383000000.0,,289000000.0,4000000.0,1008000000.0,271000000.0,218000000.0,0.0,780000000.0,18740000000.0,109000000.0,80000000.0,147000000.0,-2000000.0,17615000000.0,-2000000.0,21012000000.0,74000000.0,,,,,,,,,
2016-09-30,0.0,,17500000000.0,422000000.0,81000000.0,49000000.0,-122000000.0,-64000000.0,706000000,-272000000.0,3472000000.0,270000000.0,23000000.0,-68000000.0,19000000.0,701000000.0,2398000000.0,276000000.0,-4000000.0,2529000000.0,15416000000.0,-120000000.0,10000000.0,97000000.0,-658000000.0,12083000000.0,814000000.0,-365000000.0,284000000,1889000000,-5417000000.0,-123000000.0,394000000.0,179000000.0,179000000,282000000.0,-1000000.0,,934000000.0,1188000000.0,93000000.0,862000000.0,682000000.0,2898000000.0,98000000.0,351000000.0,,5206000000.0,7736000000.0,-111000000.0,417000000.0,,324000000.0,4000000.0,1084000000.0,270000000.0,271000000.0,0.0,815000000.0,18757000000.0,106000000.0,-61000000.0,134000000.0,-3000000.0,17814000000.0,179000000.0,21286000000.0,29000000.0,,,,,,,,,
2016-12-31,0.0,,17831000000.0,657000000.0,63000000.0,2582000000.0,53000000.0,-71000000.0,512000000,-307000000.0,3460000000.0,341000000.0,-14000000.0,39000000.0,223000000.0,592000000.0,3080000000.0,162000000.0,0.0,2923000000.0,15289000000.0,-385000000.0,34000000.0,61000000.0,-668000000.0,12307000000.0,953000000.0,-367000000.0,243000000,2081000000,-5524000000.0,-98000000.0,476000000.0,101000000.0,101000000,1196000000.0,71000000.0,,2020000000.0,1489000000.0,108000000.0,862000000.0,740000000.0,2868000000.0,22000000.0,312000000.0,,5263000000.0,7532000000.0,-111000000.0,349000000.0,,253000000.0,4000000.0,341000000.0,341000000.0,270000000.0,0.0,1060000000.0,18906000000.0,97000000.0,-203000000.0,192000000.0,0.0,18369000000.0,101000000.0,21829000000.0,109000000.0,,,,,,,,,
2017-03-31,,,18070000000.0,634000000.0,85000000.0,64000000.0,-88000000.0,-71000000.0,623000000,-370000000.0,3537000000.0,254000000.0,74000000.0,74000000.0,-122000000.0,596000000.0,2642000000.0,299000000.0,-132000000.0,2896000000.0,15752000000.0,-405000000.0,10000000.0,107000000.0,-591000000.0,12452000000.0,997000000.0,-312000000.0,274000000,2735000000,-5618000000.0,-36000000.0,319000000.0,192000000.0,192000000,287000000.0,-87000000.0,,1023000000.0,2139000000.0,90000000.0,867000000.0,840000000.0,2865000000.0,123000000.0,316000000.0,,5351000000.0,7892000000.0,-115000000.0,322000000.0,,226000000.0,4000000.0,1251000000.0,254000000.0,341000000.0,0.0,787000000.0,19035000000.0,98000000.0,114000000.0,204000000.0,-6000000.0,18394000000.0,192000000.0,21931000000.0,7000000.0,,,,,,,,,
2017-06-30,,,18374000000.0,631000000.0,10000000.0,67000000.0,29000000.0,-70000000.0,562000000,-265000000.0,3563000000.0,248000000.0,72000000.0,-94000000.0,-36000000.0,576000000.0,3038000000.0,211000000.0,0.0,2865000000.0,15444000000.0,-64000000.0,2000000.0,76000000.0,-571000000.0,12644000000.0,1020000000.0,-337000000.0,223000000,2143000000,-5730000000.0,-102000000.0,361000000.0,135000000.0,135000000,292000000.0,-6000000.0,,1030000000.0,1567000000.0,110000000.0,867000000.0,762000000.0,2850000000.0,85000000.0,410000000.0,,5364000000.0,7587000000.0,-115000000.0,353000000.0,,254000000.0,4000000.0,1268000000.0,248000000.0,254000000.0,0.0,1114000000.0,19180000000.0,97000000.0,120000000.0,207000000.0,-4000000.0,18482000000.0,135000000.0,22045000000.0,24000000.0,,,,,,,,,
2017-09-30,0.0,,18581000000.0,657000000.0,90000000.0,64000000.0,-84000000.0,-72000000.0,634000000,-257000000.0,3618000000.0,201000000.0,14000000.0,-32000000.0,21000000.0,641000000.0,3221000000.0,267000000.0,0.0,2935000000.0,15296000000.0,-556000000.0,-24000000.0,98000000.0,-518000000.0,12700000000.0,1057000000.0,-345000000.0,279000000,2098000000,-5881000000.0,-141000000.0,351000000.0,169000000.0,169000000,284000000.0,-47000000.0,,1132000000.0,1457000000.0,83000000.0,867000000.0,783000000.0,2844000000.0,86000000.0,442000000.0,,5458000000.0,7531000000.0,-116000000.0,362000000.0,,269000000.0,4000000.0,1258000000.0,201000000.0,248000000.0,0.0,1150000000.0,19200000000.0,98000000.0,-18000000.0,194000000.0,-7000000.0,18517000000.0,169000000.0,22135000000.0,6000000.0,,,,,,,,,
2017-12-31,0.0,,19031000000.0,963000000.0,-955000000.0,3135000000.0,-173000000.0,-68000000.0,665000000,-365000000.0,4688000000.0,260000000.0,-7000000.0,45000000.0,273000000.0,686000000.0,3069000000.0,286000000.0,0.0,3395000000.0,14979000000.0,-191000000.0,14000000.0,-1010000000.0,543000000.0,13057000000.0,960000000.0,-432000000.0,296000000,2638000000,-5974000000.0,34000000.0,390000000.0,1296000000.0,1296000000,1146000000.0,59000000.0,,2424000000.0,1952000000.0,104000000.0,867000000.0,1000000000.0,2835000000.0,87000000.0,397000000.0,,3174000000.0,8195000000.0,-115000000.0,390000000.0,74000000.0,287000000.0,4000000.0,260000000.0,260000000.0,201000000.0,,645000000.0,19341000000.0,92000000.0,-432000000.0,235000000.0,0.0,18048000000.0,1296000000.0,22736000000.0,-42000000.0,,,,,,,,,
2018-03-31,16000000.0,,19294000000.0,712000000.0,-17000000.0,,67000000.0,-63000000.0,620000000,-331000000.0,4857000000.0,257000000.0,1000000.0,139000000.0,-209000000.0,676000000.0,2616000000.0,212000000.0,0.0,3049000000.0,14937000000.0,-1002000000.0,-54000000.0,47000000.0,708000000.0,13205000000.0,944000000.0,-362000000.0,251000000,3155000000,-6089000000.0,-192000000.0,484000000.0,165000000.0,165000000,361000000.0,-39000000.0,,1038000000.0,2479000000.0,77000000.0,867000000.0,1081000000.0,2830000000.0,55000000.0,257000000.0,,3160000000.0,8176000000.0,-136000000.0,425000000.0,71000000.0,314000000.0,4000000.0,1163000000.0,219000000.0,296000000.0,,613000000.0,19361000000.0,94000000.0,39000000.0,123000000.0,-12000000.0,17553000000.0,165000000.0,22410000000.0,122000000.0,,,,,,,,,
2018-06-30,382000000.0,,19585000000.0,706000000.0,5000000.0,,89000000.0,-62000000.0,359000000,64000000.0,4670000000.0,366000000.0,1000000.0,-87000000.0,-37000000.0,630000000.0,2842000000.0,-88000000.0,0.0,2701000000.0,14596000000.0,-416000000.0,16000000.0,-13000000.0,513000000.0,13397000000.0,584000000.0,-335000000.0,187000000,2186000000,-6188000000.0,-564000000.0,609000000.0,-75000000.0,-75000000,412000000.0,109000000.0,,1011000000.0,1556000000.0,118000000.0,867000000.0,958000000.0,2814000000.0,-170000000.0,344000000.0,,3168000000.0,7760000000.0,-120000000.0,443000000.0,69000000.0,342000000.0,4000000.0,912000000.0,328000000.0,257000000.0,,522000000.0,19407000000.0,105000000.0,193000000.0,147000000.0,-28000000.0,17438000000.0,-75000000.0,22108000000.0,274000000.0,,,,,,,,,
2018-09-30,0.0,,19861000000.0,708000000.0,45000000.0,,46000000.0,-58000000.0,641000000,-407000000.0,5508000000.0,331000000.0,17000000.0,-62000000.0,-16000000.0,647000000.0,2581000000.0,209000000.0,0.0,2726000000.0,14139000000.0,-501000000.0,15000000.0,51000000.0,551000000.0,13653000000.0,627000000.0,-424000000.0,226000000,2212000000,-6208000000.0,-214000000.0,586000000.0,158000000.0,158000000,433000000.0,-35000000.0,,1110000000.0,1565000000.0,80000000.0,867000000.0,918000000.0,2820000000.0,89000000.0,405000000.0,,3220000000.0,7252000000.0,-502000000.0,421000000.0,67000000.0,326000000.0,794000000.0,920000000.0,293000000.0,366000000.0,,531000000.0,19502000000.0,106000000.0,123000000.0,123000000.0,-1000000.0,16720000000.0,153000000.0,22228000000.0,162000000.0,,,,,,,,,
2018-12-31,0.0,,20267000000.0,1240000000.0,15000000.0,2794000000.0,68000000.0,-108000000.0,557000000,-533000000.0,8058000000.0,4278000000.0,-3000000.0,11000000.0,482000000.0,527000000.0,3302000000.0,181000000.0,0.0,7025000000.0,15649000000.0,-108000000.0,14000000.0,61000000.0,349000000.0,14044000000.0,540000000.0,-530000000.0,167000000,3036000000,-6223000000.0,4023000000.0,457000000.0,120000000.0,120000000,1203000000.0,3947000000.0,,2820000000.0,2509000000.0,121000000.0,867000000.0,1190000000.0,2845000000.0,129000000.0,394000000.0,,3239000000.0,8682000000.0,-139000000.0,360000000.0,65000000.0,261000000.0,1745000000.0,4231000000.0,4231000000.0,331000000.0,,482000000.0,19984000000.0,115000000.0,-509000000.0,261000000.0,-11000000.0,18951000000.0,90000000.0,27009000000.0,-73000000.0,,,,,,,,,
2019-03-31,0.0,-43000000.0,29011000000.0,1181000000.0,-14000000.0,,-222000000.0,-107000000.0,646000000,-6539000000.0,8216000000.0,355000000.0,-15000000.0,120000000.0,-332000000.0,684000000.0,3139000000.0,191000000.0,-5987000000.0,3419000000.0,22547000000.0,-994000000.0,2000000.0,22000000.0,518000000.0,19512000000.0,623000000.0,-537000000.0,245000000,3531000000,-9499000000.0,2345000000.0,271000000.0,169000000.0,169000000,609000000.0,-3923000000.0,,1073000000.0,2847000000.0,127000000.0,5129000000.0,1415000000.0,2834000000.0,79000000.0,371000000.0,142000000.0,3824000000.0,13759000000.0,-144000000.0,439000000.0,522000000.0,322000000.0,1745000000.0,878000000.0,255000000.0,4278000000.0,,402000000.0,30483000000.0,133000000.0,138000000.0,224000000.0,-22000000.0,25686000000.0,140000000.0,33902000000.0,-266000000.0,,,,,,,,,
2019-06-30,0.0,-17000000.0,29552000000.0,936000000.0,-7000000.0,,-228000000.0,-105000000.0,711000000,-610000000.0,8257000000.0,332000000.0,22000000.0,-110000000.0,-262000000.0,740000000.0,2996000000.0,224000000.0,0.0,3326000000.0,22936000000.0,-83000000.0,21000000.0,29000000.0,552000000.0,19932000000.0,687000000.0,-632000000.0,287000000,2798000000,-9620000000.0,284000000.0,303000000.0,195000000.0,195000000,653000000.0,-23000000.0,,1131000000.0,2058000000.0,157000000.0,5179000000.0,1173000000.0,2833000000.0,81000000.0,479000000.0,126000000.0,3805000000.0,14121000000.0,-144000000.0,453000000.0,370000000.0,343000000.0,1745000000.0,958000000.0,271000000.0,355000000.0,,488000000.0,30863000000.0,144000000.0,325000000.0,273000000.0,-1000000.0,25932000000.0,165000000.0,34189000000.0,-329000000.0,,,,,,,,,
2019-09-30,0.0,,30066000000.0,888000000.0,29000000.0,,-78000000.0,-107000000.0,816000000,-626000000.0,8346000000.0,297000000.0,31000000.0,-95000000.0,-52000000.0,840000000.0,3434000000.0,332000000.0,-4000000.0,3416000000.0,22862000000.0,-148000000.0,-56000000.0,62000000.0,636000000.0,20328000000.0,746000000.0,-653000000.0,392000000,2742000000,-9738000000.0,79000000.0,512000000.0,270000000.0,270000000,672000000.0,-35000000.0,,1242000000.0,1902000000.0,121000000.0,5179000000.0,1091000000.0,2832000000.0,83000000.0,572000000.0,122000000.0,3851000000.0,14014000000.0,-246000000.0,448000000.0,356000000.0,341000000.0,1745000000.0,1005000000.0,259000000.0,332000000.0,,868000000.0,31226000000.0,143000000.0,58000000.0,273000000.0,-10000000.0,26296000000.0,241000000.0,34642000000.0,-141000000.0,,,,,,,,,
