date,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable
2007-06-30,10000.0,220831000.0,,102814000.0,,2127037000.0,2353941000.0,,679960000.0,1110758000.0,58677000.0,2434000.0,35988000.0,,,14527000.0,14587000.0,-54000.0,,359000.0,57417000.0,0.0,259608000.0,2434000.0,2434000,1597462000.0,35633000.0,65284000.0,-28506000.0,-31655000.0,-11185000.0,0.06,756479000.0,,0.0,241385000.0,40566667.0,,,,0.07,66673000.0,61369000.0,13847000.0,364000.0,1546000.0,,18223000,-2039000.0,-32138000.0,5439000.0,,1027000.0,259608000,-875492000.0,-1546000.0,14587000.0,32148000.0,296787000.0,2462421000.0,226904000.0,1586929000.0,4055000.0,,1621000.0,9977000.0,-5000.0,41504000,,5498000.0,-95000.0,,,,,,
2007-09-30,12337000.0,229840000.0,,102804000.0,,2133302000.0,2385708000.0,,671607000.0,1120777000.0,52486000.0,13177000.0,36471000.0,,,14633000.0,12499000.0,-10000.0,,909000.0,79801000.0,4679000.0,265863000.0,13177000.0,13177000,1612597000.0,37022000.0,74425000.0,-22384000.0,-24423000.0,-12129000.0,0.35,773111000.0,,0.0,232625000.0,37648571.0,18253000.0,,,0.36,51548000.0,57844000.0,13666000.0,372000.0,0.0,18253000.0,33238000,-8532000.0,-25297000.0,-3168000.0,,5306000.0,265863000,-875492000.0,4679000.0,12499000.0,37634000.0,300183000.0,2472896000.0,252406000.0,1597404000.0,19514000.0,,6337000.0,11025000.0,-594000.0,55999000,,14729000.0,,,,,,,
2007-12-31,-11086000.0,168610000.0,1402517000.0,143482000.0,,2269026000.0,2547380000.0,355128000.0,787360000.0,206435000.0,47955000.0,18438000.0,,,,14562000.0,18617000.0,-1443000.0,,782000.0,63586000.0,12773000.0,-360381000.0,18438000.0,18438000,1724356000.0,19977000.0,74046000.0,16162000.0,-139813000.0,-12860000.0,,823024000.0,,1842000.0,-404661000.0,,12773000.0,,,,37878000.0,91588000.0,13748000.0,393000.0,4679000.0,12773000.0,44280000,119814000.0,-39179000.0,-17503000.0,45194000.0,16976000.0,308024000,-926754000.0,8094000.0,40635000.0,28093000.0,321839000.0,2697634000.0,278354000.0,1770880000.0,30500000.0,,12062000.0,16603000.0,-296000.0,67711000,,43505000.0,,,,,,,
2008-03-31,63998000.0,234642000.0,,142280000.0,,2277169000.0,2548306000.0,,757352000.0,1176828000.0,60071000.0,23451000.0,38972000.0,,,16080000.0,21036000.0,-111000.0,,662000.0,29579000.0,33755000.0,385975000.0,23451000.0,23451000,1713878000.0,19346000.0,89315000.0,34007000.0,-13954000.0,-12861000.0,0.59,834428000.0,,0.0,333886000.0,39747458.0,33755000.0,,,0.6,65523000.0,65989000.0,13369000.0,393000.0,12773000.0,33755000.0,52089000,-43019000.0,-13957000.0,19323000.0,,11269000.0,385975000,-926754000.0,20982000.0,21036000.0,77955000.0,321667000.0,2711833000.0,271137000.0,1785079000.0,36671000.0,,13220000.0,27193000.0,,74968000,,,1031000.0,,,,,,
2008-06-30,17569000.0,254928000.0,,116802000.0,,2286130000.0,2570653000.0,,744432000.0,1174479000.0,53866000.0,9503000.0,38973000.0,,,15848000.0,21121000.0,-1355000.0,,-161000.0,47304000.0,24242000.0,276506000.0,9503000.0,9503000,1738688000.0,19236000.0,100987000.0,-17725000.0,-29104000.0,-12861000.0,0.24,831965000.0,,0.0,244985000.0,38973000.0,24242000.0,,,0.24,96175000.0,69237000.0,13092000.0,393000.0,33755000.0,24242000.0,31521000,-27108000.0,-29130000.0,-624000.0,,9846000.0,276506000,-926754000.0,-9513000.0,21121000.0,46699000.0,345286000.0,2725489000.0,284523000.0,1798735000.0,15512000.0,,6009000.0,23835000.0,,54524000,,,5365000.0,,,,,,
2008-09-30,14166000.0,224856000.0,1471361000.0,108540000.0,130503000.0,2315560000.0,2593814000.0,355128000.0,805851000.0,292537000.0,63411000.0,13379000.0,38057000.0,,,15629000.0,19514000.0,-53000.0,,1218000.0,90896000.0,8575000.0,141741000.0,13379000.0,13379000,1839585000.0,19748000.0,115214000.0,-43592000.0,-37872000.0,-12255000.0,0.35,754229000.0,,86000.0,106421000.0,38057000.0,8575000.0,,,0.35,36271000.0,72340000.0,12714000.0,394000.0,24242000.0,8575000.0,35320000,-29890000.0,-37929000.0,19110000.0,,7716000.0,272244000,-926754000.0,-15667000.0,50296000.0,52095000.0,368224000.0,,278254000.0,1816150000.0,20909000.0,,7530000.0,24959000.0,,57830000,,,-6828000.0,,,,,,
2008-12-31,-21970000.0,215431000.0,1409927000.0,155672000.0,189799000.0,2448620000.0,2762037000.0,355128000.0,634011000.0,212138000.0,48816000.0,21268000.0,,21463000.0,,16474000.0,228045000.0,-31000.0,23219000.0,-82000.0,70741000.0,11292000.0,136269000.0,21268000.0,21268000,1998504000.0,20691000.0,114707000.0,20155000.0,-43433000.0,-11856000.0,,763533000.0,-47177000.0,114000.0,84983000.0,,11292000.0,-165402000.0,,,57566000.0,94685000.0,12354000.0,395000.0,8575000.0,11292000.0,51286000,24573000.0,-43547000.0,-39419000.0,49998000.0,13756000.0,326068000,-968781000.0,2717000.0,49223000.0,21577000.0,588577000.0,2808480000.0,313417000.0,1839699000.0,34730000.0,0.0,13462000.0,34371000.0,-138000.0,72667000,,,-209000.0,,,,,,
2009-03-31,46621000.0,239704000.0,1646160000.0,142377000.0,208010000.0,2442698000.0,2791849000.0,355128000.0,880464000.0,363639000.0,65419000.0,22813000.0,35934000.0,23782000.0,,15134000.0,21494000.0,-1639000.0,-28620000.0,591000.0,34929000.0,83246000.0,162893000.0,22813000.0,22813000,2017339000.0,21777000.0,133634000.0,35812000.0,-18189000.0,-12039000.0,0.63,774510000.0,13295000.0,320000.0,112430000.0,35934000.0,83246000.0,-448309000.0,,0.63,64071000.0,66289000.0,12008000.0,395000.0,11292000.0,83246000.0,50463000,25013000.0,-18509000.0,4870000.0,,14050000.0,370903000,,71954000.0,43692000.0,65130000.0,371179000.0,,349151000.0,1839603000.0,35920000.0,,13107000.0,45145000.0,,74836000,,,0.0,,,,,,
2009-06-30,-8076000.0,210310000.0,1637696000.0,97962000.0,106840000.0,2459596000.0,2719970000.0,355128000.0,862997000.0,360652000.0,60898000.0,6098000.0,35940000.0,23486000.0,,18002000.0,7310000.0,-8304000.0,-10477000.0,198000.0,47350000.0,22963000.0,128873000.0,6098000.0,6098000,1951009000.0,28710000.0,143233000.0,-12421000.0,-28471000.0,-12040000.0,0.17,768961000.0,44415000.0,6000.0,101404000.0,35940000.0,22963000.0,-31702000.0,,0.17,48822000.0,56121000.0,11852000.0,395000.0,83246000.0,22963000.0,27469000,-52213000.0,-28477000.0,-12878000.0,,3808000.0,235713000,,-60283000.0,306003000.0,20401000.0,313313000.0,,260374000.0,1852378000.0,9665000.0,,3567000.0,39203000.0,,49927000,,,0.0,,,,,,
2009-09-30,-25089000.0,224187000.0,1651785000.0,90458000.0,105183000.0,2517066000.0,2754478000.0,355128000.0,884280000.0,346670000.0,57893000.0,18900000.0,35968000.0,22962000.0,,17267000.0,7310000.0,-444000.0,4619000.0,403000.0,62271000.0,6043000.0,127703000.0,18900000.0,18900000,1978844000.0,28888000.0,149072000.0,-14921000.0,-68869000.0,-12055000.0,0.52,775634000.0,7504000.0,0.0,100736000.0,36346154.0,6043000.0,-16769000.0,,0.53,41975000.0,58511000.0,11710000.0,395000.0,22963000.0,6043000.0,26967000,8169000.0,-68869000.0,-5908000.0,,8462000.0,232886000,,-16920000.0,37051000.0,43780000.0,327059000.0,,237412000.0,1899525000.0,10103000.0,,-8797000.0,46048000.0,,50332000,,,0.0,,,,,,
2009-12-31,-86012000.0,165127000.0,1713116000.0,143759000.0,153653000.0,2530305000.0,2795132000.0,355128000.0,981296000.0,296730000.0,61408000.0,25609000.0,,18809000.0,,17357000.0,6123000.0,10387000.0,25254000.0,1307000.0,47305000.0,4344000.0,148755000.0,25609000.0,25609000,2008108000.0,28674000.0,161188000.0,14966000.0,-73505000.0,-12052000.0,,787024000.0,-53301000.0,0.0,99669000.0,,4344000.0,-41844000.0,,,52037000.0,92923000.0,9725000.0,395000.0,6043000.0,4344000.0,49086000,84313000.0,-73505000.0,-80148000.0,,20694000.0,302408000,-1044277000.0,-1699000.0,29622000.0,-12507000.0,294992000.0,3008398000.0,264827000.0,1964121000.0,33036000.0,,7427000.0,59605000.0,-178000.0,72473000,,,1682000.0,,,,,,
2010-03-31,106270000.0,199926000.0,1707371000.0,134281000.0,172827000.0,2562214000.0,2814637000.0,355128000.0,947691000.0,300957000.0,58308000.0,28718000.0,36169000.0,22875000.0,,17050000.0,6353000.0,-45690000.0,-17467000.0,753000.0,28136000.0,7128000.0,161346000.0,28718000.0,28718000,2010844000.0,30303000.0,181284000.0,19169000.0,-57796000.0,-12231000.0,0.79,803793000.0,9478000.0,-57796000.0,104151000.0,36169000.0,7128000.0,-234396000.0,,0.79,61651000.0,69073000.0,9491000.0,396000.0,4344000.0,7128000.0,57195000,-45690000.0,-57796000.0,37655000.0,,16927000.0,334173000,,2784000.0,295902000.0,106270000.0,303473000.0,,252423000.0,1996483000.0,40898000.0,,12180000.0,76092000.0,,80823000,,25000.0,39897000.0,,,,,,
2010-06-30,-32249000.0,186832000.0,1754958000.0,91985000.0,111936000.0,2606853000.0,2831949000.0,355128000.0,997706000.0,292453000.0,57126000.0,11691000.0,36179000.0,22997000.0,,,6353000.0,-6523000.0,-11538000.0,1853000.0,42065000.0,6149000.0,132123000.0,11691000.0,11691000,2024061000.0,34660000.0,184009000.0,-13929000.0,-58437000.0,-12263000.0,0.32,807888000.0,42296000.0,0.0,105107000.0,36179000.0,6149000.0,-376007000.0,,0.32,54960000.0,54462000.0,9104000.0,397000.0,7128000.0,6149000.0,27016000,31270000.0,-58437000.0,-6868000.0,,3204000.0,244059000,,-979000.0,20219000.0,26188000.0,269103000.0,,225096000.0,2033932000.0,12812000.0,,1121000.0,75520000.0,,50013000,,63000.0,-6761000.0,,,,,,
2010-09-30,-6062000.0,220745000.0,1790022000.0,98642000.0,105922000.0,2645596000.0,2899374000.0,355128000.0,1017764000.0,295757000.0,58437000.0,14379000.0,36196000.0,22825000.0,,,6578000.0,-1408000.0,-2366000.0,2315000.0,64696000.0,6561000.0,134896000.0,14379000.0,14379000,2089339000.0,35736000.0,194158000.0,-22631000.0,-61845000.0,-12234000.0,0.4,810035000.0,-6657000.0,69000.0,101797000.0,36312000.0,6561000.0,-131738000.0,,0.4,61466000.0,53662000.0,8868000.0,398000.0,6149000.0,6561000.0,33099000,6405000.0,-61914000.0,8689000.0,,11082000.0,240818000,,412000.0,17071000.0,55852000.0,299317000.0,,253778000.0,2075215000.0,19108000.0,,4729000.0,77665000.0,,55924000,,,-3042000.0,,,,,,
2010-12-31,-19616000.0,203900000.0,1913353000.0,143304000.0,140404000.0,2734615000.0,3037669000.0,355128000.0,1061780000.0,333443000.0,63176000.0,22588000.0,,23072000.0,,,6578000.0,-1000.0,18605000.0,1424000.0,50701000.0,6234000.0,151266000.0,22588000.0,22588000,2217322000.0,39169000.0,232709000.0,13995000.0,-62598000.0,-12269000.0,,820347000.0,-44662000.0,0.0,105959000.0,,6234000.0,-97011000.0,,,65901000.0,75042000.0,8514000.0,398000.0,6561000.0,6234000.0,45307000,31661000.0,-50226000.0,-30705000.0,,17570000.0,291670000,-1077749000.0,-327000.0,17173000.0,30610000.0,303969000.0,3195726000.0,303054000.0,2117977000.0,30318000.0,,7730000.0,87984000.0,-58000.0,74724000,,,-1967000.0,,,,,,
2011-03-31,84500000.0,225485000.0,1780844000.0,144725000.0,162071000.0,2745407000.0,3016439000.0,355128000.0,905003000.0,0.0,67383000.0,32575000.0,36242000.0,25315000.0,,17147000.0,92739000.0,0.0,-17369000.0,805000.0,26853000.0,7180000.0,176189000.0,32575000.0,32575000,2175607000.0,38129000.0,248487000.0,23848000.0,-37580000.0,-12975000.0,0.89,840832000.0,-1421000.0,0.0,118094000.0,36601124.0,7180000.0,-236623000.0,,0.9,59444000.0,52052000.0,8268000.0,398000.0,6234000.0,7180000.0,58095000,-83554000.0,-37580000.0,43897000.0,,19596000.0,338260000,,946000.0,23187000.0,122080000.0,394763000.0,,271032000.0,2127254000.0,41753000.0,,9178000.0,107584000.0,,84215000,,55000.0,-261000.0,,,,,,
2011-06-30,7103000.0,202128000.0,1794786000.0,106517000.0,110407000.0,2762914000.0,3006990000.0,355128000.0,905018000.0,340240000.0,69539000.0,10970000.0,36258000.0,25066000.0,,16896000.0,96738000.0,-1041000.0,-1531000.0,1106000.0,44294000.0,4540000.0,141399000.0,10970000.0,10970000,2167809000.0,40485000.0,255791000.0,-17441000.0,-34068000.0,-12977000.0,0.3,839181000.0,38208000.0,209000.0,115155000.0,36515000.0,4540000.0,-3000.0,,0.3,53127000.0,53550000.0,7989000.0,398000.0,7180000.0,4540000.0,26244000,-9952000.0,-34277000.0,-1219000.0,,5961000.0,251806000,,-2640000.0,19284000.0,41380000.0,373023000.0,,244076000.0,2141348000.0,10454000.0,,-516000.0,105577000.0,,52416000,,70000.0,43254000.0,,,,,,
2011-09-30,-5582000.0,229427000.0,1797102000.0,107112000.0,98045000.0,2792810000.0,3061824000.0,355128000.0,905034000.0,333247000.0,66332000.0,14895000.0,36262000.0,25181000.0,,16694000.0,116785000.0,-75000.0,6092000.0,346000.0,72047000.0,5994000.0,145996000.0,14895000.0,14895000,2223615000.0,40997000.0,262660000.0,-27753000.0,-52627000.0,-12978000.0,0.41,838209000.0,-595000.0,0.0,114118000.0,36262000.0,5994000.0,-2960000.0,,0.41,52594000.0,59117000.0,4424000.0,398000.0,4540000.0,5994000.0,31878000,7036000.0,-52627000.0,62000.0,,5753000.0,244041000,,1454000.0,19836000.0,47045000.0,426513000.0,,269014000.0,2170928000.0,15530000.0,,635000.0,107494000.0,,57405000,,44000.0,14487000.0,,,,,,
2011-12-31,-40994000.0,193939000.0,1875372000.0,147151000.0,124036000.0,2920239000.0,3210438000.0,355128000.0,905049000.0,389012000.0,63906000.0,34116000.0,,25364000.0,,16122000.0,170726000.0,-15000.0,10880000.0,1674000.0,59532000.0,5928000.0,159173000.0,34116000.0,34116000,2351326000.0,43040000.0,282406000.0,12515000.0,-64246000.0,-12979000.0,,859112000.0,-40039000.0,0.0,109841000.0,,5928000.0,-3000.0,,,58350000.0,76735000.0,3656000.0,398000.0,5994000.0,5928000.0,49332000,40928000.0,-64246000.0,-68629000.0,,32755000.0,283209000,-1148478000.0,-66000.0,33184000.0,23252000.0,475954000.0,3361745000.0,290199000.0,2213267000.0,34884000.0,,768000.0,128631000.0,,76370000,,-16000.0,33199000.0,,,,,,
2012-03-31,72818000.0,215935000.0,1922432000.0,131512000.0,138396000.0,2953515000.0,3217371000.0,355128000.0,905055000.0,393301000.0,65573000.0,32043000.0,36328360.0,26433000.0,,15962000.0,112978000.0,-53956000.0,-16099000.0,984000.0,41676000.0,7792000.0,170704000.0,32043000.0,32043000,2337669000.0,46151000.0,320698000.0,17856000.0,-47027000.0,-13358000.0,0.88,879702000.0,15639000.0,0.0,115671000.0,36500293.0,7792000.0,-3795000.0,,0.88,40925000.0,52396000.0,3631000.0,399000.0,5928000.0,7792000.0,55033000,-71034000.0,-47107000.0,41075000.0,,20195000.0,309100000,,1864000.0,32390000.0,119925000.0,415237000.0,,263856000.0,2230788000.0,40055000.0,,8012000.0,147316000.0,,82450000,,75000.0,31113000.0,,,,,,
2012-06-30,-25563000.0,176356000.0,1928196000.0,102931000.0,96427000.0,2990482000.0,3224089000.0,355128000.0,905061000.0,399113000.0,67096000.0,11438000.0,36635000.0,26426000.0,,15893000.0,129968000.0,53202000.0,-1118000.0,1176000.0,43012000.0,8105000.0,148176000.0,11438000.0,11438000,2322887000.0,48298000.0,321408000.0,-1336000.0,-50636000.0,-13569000.0,0.31,901202000.0,28581000.0,0.0,119456000.0,36635000.0,8105000.0,-38000.0,,0.31,42710000.0,58318000.0,3486000.0,407000.0,7792000.0,8105000.0,28720000,25807000.0,-50705000.0,-19280000.0,,6872000.0,244603000,,313000.0,28488000.0,25142000.0,394691000.0,,233607000.0,2266196000.0,14003000.0,,2565000.0,145185000.0,,56322000,,23177000.0,10537000.0,,,,,,
2012-09-30,17514000.0,214136000.0,2096411000.0,109463000.0,93061000.0,3019822000.0,3306946000.0,355128000.0,1055067000.0,395770000.0,63056000.0,-3772000.0,37201051.0,26505000.0,,17743000.0,0.0,-156000.0,7613000.0,-23065000.0,59376000.0,18196000.0,142805000.0,-3772000.0,-3772000,2418127000.0,24565000.0,339851000.0,-16364000.0,-78318000.0,-13657000.0,-0.1,888819000.0,-6532000.0,-18122000.0,114357000.0,37201051.0,18196000.0,-38000.0,,-0.1,49585000.0,62238000.0,3229000.0,408000.0,8105000.0,18196000.0,28448000,10848000.0,-60047000.0,37129000.0,,-5404000.0,235866000,,10091000.0,43757000.0,77561000.0,321716000.0,,287124000.0,2319173000.0,-12360000.0,,-8588000.0,127756000.0,,31888000,,4668000.0,-44961000.0,,,,,,
2012-12-31,-32810000.0,192548000.0,2102236000.0,143695000.0,67550000.0,3182405000.0,3485533000.0,355128000.0,1055074000.0,161800000.0,74241000.0,58697000.0,,26680000.0,,15464000.0,122934000.0,-33000.0,20580000.0,1238000.0,54161000.0,9822000.0,213223000.0,58697000.0,58697000,2551501000.0,23797000.0,363928000.0,5215000.0,-146232000.0,-13662000.0,,934032000.0,-34232000.0,-84857000.0,124200000.0,,9822000.0,-74000.0,,,51607000.0,83746000.0,2317000.0,408000.0,18196000.0,9822000.0,89023000,109293000.0,-61375000.0,-38166000.0,34681000.0,30227000.0,280773000,-1213499000.0,-8374000.0,48425000.0,28565000.0,449265000.0,3649089000.0,303128000.0,2435590000.0,74797000.0,,16100000.0,172791000.0,,116941000,,557000.0,-49060000.0,,,,,,
2013-03-31,73766000.0,213446000.0,2129084000.0,143286000.0,132196000.0,3215352000.0,3480730000.0,355128000.0,1055079000.0,380439000.0,68837000.0,37902000.0,37384000.0,29218000.0,,16779000.0,43985000.0,0.0,-14118000.0,2715000.0,38848000.0,6884000.0,180824000.0,37902000.0,37902000,2505120000.0,27336000.0,382636000.0,15313000.0,-38114000.0,-14170000.0,1.01,975610000.0,409000.0,0.0,123814000.0,37485734.0,6884000.0,-78986000.0,,1.01,38944000.0,67250000.0,2183000.0,414000.0,9822000.0,6884000.0,57010000,-76704000.0,-38114000.0,18025000.0,,27236000.0,313020000,,-2938000.0,49717000.0,111880000.0,376036000.0,,265378000.0,2444405000.0,42946000.0,,5044000.0,196523000.0,-1249000.0,88943000,,17701000.0,-1170000.0,,,,,,
2013-06-30,-32504000.0,179194000.0,2196315000.0,116526000.0,106913000.0,3304967000.0,3551048000.0,355128000.0,1055085000.0,390032000.0,67364000.0,14341000.0,38092000.0,27414000.0,,17141000.0,64994000.0,0.0,-9499000.0,928000.0,47610000.0,7793000.0,153248000.0,14341000.0,14341000,2548798000.0,26969000.0,381155000.0,-8762000.0,-49688000.0,-14457000.0,0.37,1002250000.0,26760000.0,0.0,120588000.0,38221639.0,7793000.0,20973000.0,,0.37,43878000.0,58287000.0,2086000.0,420000.0,6884000.0,7793000.0,32660000,32666000.0,-50435000.0,-28025000.0,,5157000.0,260161000,,909000.0,48352000.0,17931000.0,352483000.0,,246081000.0,2532359000.0,16447000.0,,2106000.0,196407000.0,70000.0,61002000,,26080000.0,-831000.0,,,,,,
2013-09-30,-23875000.0,209719000.0,2211404000.0,129195000.0,104298000.0,3352989000.0,3633650000.0,355128000.0,1055091000.0,384545000.0,72540000.0,15647000.0,38459000.0,28053000.0,,17056000.0,102980000.0,0.0,4105000.0,3117000.0,62623000.0,10921000.0,157950000.0,15647000.0,15647000,2629368000.0,28553000.0,397856000.0,-15013000.0,-62262000.0,-14476000.0,0.4,1004282000.0,-12669000.0,3140000.0,126549000.0,38645676.0,10921000.0,37946000.0,,0.41,39431000.0,63390000.0,1849000.0,421000.0,7793000.0,10921000.0,31401000,23863000.0,-65402000.0,-10179000.0,,8766000.0,262248000,,3128000.0,40216000.0,41527000.0,417964000.0,,280661000.0,2573562000.0,17462000.0,,1815000.0,197579000.0,72000.0,62571000,,321000.0,-1281000.0,,,,,,
2013-12-31,-54125000.0,181613000.0,2221002000.0,174913000.0,136139000.0,3394304000.0,3715260000.0,355128000.0,1155097000.0,179919000.0,76828000.0,26093000.0,,28146000.0,,19510000.0,140950000.0,-7593000.0,25747000.0,977000.0,55609000.0,16557000.0,182951000.0,26093000.0,26093000,2684590000.0,32096000.0,395333000.0,8643000.0,-145290000.0,-14581000.0,,1030670000.0,-45292000.0,-68787000.0,132989000.0,,16557000.0,19918000.0,,,52680000.0,92957000.0,2716000.0,423000.0,10921000.0,16557000.0,49962000,128548000.0,-76503000.0,-46208000.0,27371000.0,13458000.0,319090000,-1202108000.0,5636000.0,46406000.0,22378000.0,463588000.0,3892236000.0,320956000.0,2690128000.0,31429000.0,,5336000.0,209091000.0,65000.0,79085000,,12723000.0,271000.0,,,,,,
2014-03-31,60558000.0,215513000.0,2257737000.0,171150000.0,167428000.0,3434341000.0,3751258000.0,355128000.0,1155103000.0,296510000.0,72082000.0,45580000.0,38855779.0,30318000.0,,19966000.0,84977000.0,-69000.0,-18180000.0,2189000.0,38079000.0,19481000.0,202295000.0,45580000.0,45580000,2676941000.0,33881000.0,425839000.0,17530000.0,-50128000.0,-15454000.0,1.17,1074317000.0,3763000.0,1549000.0,130945000.0,38954130.0,19481000.0,-40000.0,,1.17,57527000.0,68697000.0,2636000.0,428000.0,16557000.0,19481000.0,71350000,-59183000.0,-51677000.0,8253000.0,,26860000.0,369723000,,2924000.0,48356000.0,112235000.0,419204000.0,,316917000.0,2706645000.0,53573000.0,,7993000.0,239217000.0,-1012000.0,101668000,,13365000.0,459000.0,,,,,,
2014-06-30,-48016000.0,167521000.0,2293717000.0,130342000.0,112474000.0,3501120000.0,3791777000.0,355128000.0,1182086000.0,301966000.0,74367000.0,7746000.0,39137000.0,,,19127000.0,145951000.0,-75000.0,-8143000.0,2980000.0,52925000.0,16934000.0,157807000.0,7746000.0,7746000,2724624000.0,61278000.0,425085000.0,-14846000.0,-60290000.0,-15486000.0,0.2,1067153000.0,40808000.0,53000.0,132710000.0,39137000.0,16934000.0,-17000.0,,0.2,63189000.0,63970000.0,2371000.0,428000.0,19481000.0,16934000.0,25097000,45416000.0,-60343000.0,-32388000.0,,5715000.0,270281000,,-2547000.0,51781000.0,12327000.0,430907000.0,,290657000.0,2747877000.0,8950000.0,,1204000.0,231477000.0,55000.0,58446000,,-36000.0,226000.0,,,,,,
2014-09-30,6339000.0,206864000.0,2299542000.0,120713000.0,94592000.0,3553818000.0,3874298000.0,355128000.0,1182092000.0,293171000.0,68108000.0,30191000.0,39141148.0,,,18794000.0,169944000.0,-688000.0,-3975000.0,-439000.0,62966000.0,17731000.0,157320000.0,30191000.0,30191000,2792612000.0,49714000.0,435465000.0,-10041000.0,-113259000.0,-15486000.0,0.77,1081686000.0,10817000.0,-21025000.0,126333000.0,39280803.0,17731000.0,-23000.0,,0.77,54835000.0,61942000.0,1311000.0,428000.0,16934000.0,17731000.0,30987000,33652000.0,-74065000.0,22554000.0,,-3038000.0,251912000,,797000.0,52613000.0,80404000.0,493070000.0,,320480000.0,2799823000.0,11754000.0,,-18437000.0,246182000.0,76000.0,61439000,,-9000.0,-222000.0,,,,,,
2014-12-31,-39226000.0,206882000.0,2881578000.0,163479000.0,108097000.0,4623058000.0,4973943000.0,355128000.0,1662099000.0,187051000.0,91329000.0,37169000.0,43451000.0,,0.0,19915000.0,267840000.0,-4416000.0,20733000.0,5468000.0,55094000.0,20362000.0,204850000.0,37169000.0,37169000,3496160000.0,54165000.0,446600000.0,8104000.0,-983272000.0,-18593000.0,0.87,1477783000.0,-42766000.0,4600000.0,154266000.0,43451000.0,20362000.0,-10000.0,,0.87,61445000.0,81961000.0,-8766000.0,505000.0,17731000.0,20362000.0,50584000,940830000.0,-84299000.0,16359000.0,30001000.0,-39149000.0,312947000,-1368388000.0,2631000.0,56169000.0,45073000.0,614582000.0,5126396000.0,350885000.0,3758008000.0,36137000.0,,-1032000.0,264758000.0,67000.0,88689000,,385887000.0,-1984000.0,,,,,,
2015-03-31,70263000.0,219535000.0,2938400000.0,148843000.0,112391000.0,4671148000.0,4989091000.0,355128000.0,1662105000.0,385675000.0,81123000.0,51425000.0,46977000.0,35819000.0,,23115000.0,209904000.0,-1092000.0,-23179000.0,665000.0,48037000.0,12109000.0,233620000.0,51425000.0,51425000,3482947000.0,56302000.0,497228000.0,7057000.0,-51652000.0,-22376000.0,1.09,1506144000.0,14636000.0,4886000.0,149729000.0,47195446.0,12109000.0,-57943000.0,,1.09,43671000.0,56345000.0,-8587000.0,507000.0,20362000.0,12109000.0,83891000,-83402000.0,-56538000.0,30812000.0,,9007000.0,346011000,,-8253000.0,57009000.0,126801000.0,544547000.0,,317943000.0,3781199000.0,61441000.0,,10016000.0,293807000.0,-1991000.0,120375000,1246000.0,0.0,-1420000.0,,,,,,
