date,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments
2015-12-31,-22890000.0,433607000.0,9047000.0,11608000.0,11608000,17262000.0,15374000.0,27923000.0,18940000.0,,0.31,1116000.0,18710000.0,325541000.0,194464000.0,352000.0,5415000.0,4364000.0,-8193000.0,4364000.0,10564000.0,0.0,27254000.0,36605000.0,,2947000.0,4849000.0,28312000.0,11391000.0,557114000.0,11608000.0,-18428000.0,1215903000.0,1348600000.0,1306000.0,68000.0,1079504000.0,-9659000.0,68041000.0,0.31,-23039000.0,9236000.0,50585000.0,,30134000.0,637000.0,791486000.0,-1413000.0,32799000,-3257000.0,-28834000.0,4364000.0,60308000.0,82192000.0,459000.0,-209000.0,132697000.0,123507000.0,3764000.0,20547000.0,-9000.0,433607000.0,,17513000.0,5905000.0,220923000.0,1079504000.0,110115000,-3103000.0,21884000,-27475000.0,-529698000.0,36835000.0,,,,
2016-03-31,4093000.0,196774000.0,27644000.0,10150000.0,10150000,17412000.0,18589000.0,21657000.0,16183000.0,,0.28,1116000.0,18687000.0,320910000.0,197102000.0,181000.0,5180000.0,8457000.0,-8181000.0,8457000.0,9965000.0,0.0,4364000.0,36521000.0,,2625000.0,5623000.0,43318000.0,6749000.0,901490000.0,10095000.0,-1810000.0,1237766000.0,1368891000.0,-886000.0,454000.0,1638097000.0,0.0,68802000.0,0.28,4245000.0,2266000.0,47856000.0,,33555000.0,786000.0,467401000.0,-79000.0,31551000,-3091000.0,-29533000.0,8457000.0,50637000.0,71870000.0,235000.0,191000.0,131125000.0,139051000.0,5540000.0,20773000.0,-77000.0,762439000.0,,15963000.0,5813000.0,222833000.0,1098005000.0,93527000,5982000.0,21233000,-29454000.0,-540092000.0,36697000.0,,,,
2016-06-30,-3939000.0,197942000.0,20895000.0,16742000.0,16742000,15118000.0,14981000.0,25269000.0,20414000.0,,0.45,1116000.0,18936000.0,320910000.0,201683000.0,437000.0,5294000.0,4518000.0,-8188000.0,4518000.0,9794000.0,0.0,8457000.0,36554000.0,,-4390000.0,5603000.0,63818000.0,6738000.0,929603000.0,16641000.0,-14985000.0,1273483000.0,1406299000.0,-1128000.0,51000.0,1674626000.0,0.0,70383000.0,0.46,-10319000.0,4210000.0,53975000.0,,32378000.0,674000.0,476696000.0,-46000.0,42195000,5648000.0,-35926000.0,4518000.0,54911000.0,86685000.0,-114000.0,-379000.0,132816000.0,160210000.0,5910000.0,21288000.0,-92000.0,769393000.0,,26798000.0,10056000.0,231336000.0,1126073000.0,111954000,11092000.0,31774000,-35880000.0,-548553000.0,36752000.0,,,,
2016-09-30,-1729000.0,197015000.0,28970000.0,21639000.0,21639000,16002000.0,17261000.0,29485000.0,22910000.0,,0.59,1116000.0,20656000.0,320897000.0,207213000.0,254000.0,4733000.0,2789000.0,-8189000.0,2789000.0,9321000.0,0.0,4518000.0,36561000.0,,-2706000.0,5730000.0,77330000.0,6773000.0,949587000.0,21512000.0,-5603000.0,1303530000.0,1440386000.0,-62000.0,5958000.0,1706694000.0,0.0,69809000.0,0.59,-7348000.0,4819000.0,48229000.0,,32062000.0,505000.0,490799000.0,-1323000.0,49563000,-4102000.0,-35896000.0,2789000.0,54704000.0,94321000.0,561000.0,-172000.0,136856000.0,179848000.0,5541000.0,19768000.0,-136000.0,769739000.0,,34347000.0,12708000.0,244735000.0,1149244000.0,123806000,5197000.0,39617000,-34573000.0,-557450000.0,36762000.0,,,,
2016-12-31,-2353000.0,477271000.0,19440000.0,11212000.0,11212000,16198000.0,16168000.0,26338000.0,19993000.0,,0.3,1116000.0,20836000.0,320981000.0,226059000.0,125000.0,4294000.0,436000.0,-8850000.0,436000.0,10029000.0,0.0,2789000.0,36570000.0,,2721000.0,5036000.0,90330000.0,5068000.0,655215000.0,11212000.0,-10520000.0,1303618000.0,1470493000.0,3906000.0,149000.0,1171762000.0,0.0,69722000.0,0.3,-18881000.0,16345000.0,43724000.0,,43296000.0,573000.0,815278000.0,94000.0,32378000,-1897000.0,-29866000.0,436000.0,58370000.0,80462000.0,439000.0,-37000.0,166875000.0,177944000.0,2263000.0,19165000.0,-8000.0,477271000.0,,17370000.0,6158000.0,247065000.0,1171762000.0,106800000,8073000.0,22092000,-29960000.0,-532753000.0,36772000.0,,,,
2017-03-31,185000.0,198971000.0,28022000.0,12701000.0,12701000,17815000.0,19690000.0,21893000.0,15523000.0,,0.34,1116000.0,21161000.0,320985000.0,232859000.0,464000.0,4817000.0,621000.0,-8854000.0,621000.0,9744000.0,0.0,436000.0,36590000.0,,4097000.0,5905000.0,96336000.0,4934000.0,982324000.0,12641000.0,4028000.0,1288189000.0,1480268000.0,-981000.0,253000.0,1682347000.0,,68634000.0,0.35,-1486000.0,6225000.0,37260000.0,,50915000.0,1030000.0,497944000.0,40000.0,35205000,1488000.0,-23954000.0,621000.0,52179000.0,76917000.0,-523000.0,-349000.0,192079000.0,178673000.0,743000.0,20286000.0,-83000.0,803651000.0,,19556000.0,6855000.0,250855000.0,1158320000.0,98810000,-3883000.0,24738000,-23994000.0,-524027000.0,36782000.0,,,,
2017-06-30,1503000.0,203456000.0,47417000.0,22792000.0,22792000,16235000.0,15254000.0,25646000.0,25338000.0,,0.62,1116000.0,21413000.0,320969000.0,232502000.0,8890000.0,5148000.0,2124000.0,-8861000.0,2124000.0,9706000.0,0.0,621000.0,36624000.0,,-10505000.0,5926000.0,44336000.0,7416000.0,949628000.0,22668000.0,25515000.0,1313117000.0,1462653000.0,1952000.0,11726000.0,1707908000.0,,67209000.0,0.62,22885000.0,-277000.0,45214000.0,,40849000.0,604000.0,513025000.0,34516000.0,52731000,-540000.0,12614000.0,2124000.0,54034000.0,87549000.0,-331000.0,-174000.0,149536000.0,140454000.0,414000.0,20458000.0,-46108000.0,809174000.0,,37099000.0,14307000.0,264739000.0,1176616000.0,113195000,-58528000.0,33515000,-21902000.0,-531292000.0,36825000.0,,,,
2017-09-30,4537000.0,204816000.0,44790000.0,21006000.0,21006000,16271000.0,17787000.0,30399000.0,29392000.0,,0.57,1116000.0,23346000.0,320949000.0,236172000.0,418000.0,5377000.0,6661000.0,-9349000.0,6661000.0,9915000.0,0.0,2124000.0,36659000.0,,-4275000.0,5775000.0,46333000.0,8504000.0,960674000.0,20895000.0,12790000.0,1339823000.0,1486486000.0,396000.0,6013000.0,1737803000.0,,67438000.0,0.57,10059000.0,3056000.0,53804000.0,,27385000.0,669000.0,525812000.0,-1531000.0,49204000,4389000.0,-33531000.0,6661000.0,55469000.0,94019000.0,-229000.0,-279000.0,146663000.0,151869000.0,2466000.0,21790000.0,1871000.0,808805000.0,,33514000.0,12508000.0,276344000.0,1204962000.0,124418000,-6722000.0,38550000,-32000000.0,-532841000.0,36856000.0,,,,
2017-12-31,-6447000.0,202076000.0,24323000.0,12868000.0,12868000,18050000.0,16830000.0,25477000.0,26127000.0,,,1116000.0,24070000.0,321039000.0,117139000.0,603000.0,4795000.0,214000.0,-9353000.0,214000.0,9908000.0,0.0,6661000.0,,,3012000.0,4976000.0,59324000.0,5667000.0,886789000.0,12783000.0,-10907000.0,1261271000.0,1416734000.0,727000.0,225000.0,1762432000.0,,67465000.0,,-1730000.0,3149000.0,50978000.0,,34220000.0,582000.0,529945000.0,1299000.0,33056000,-979000.0,-35160000.0,214000.0,56748000.0,78703000.0,582000.0,-723000.0,155463000.0,156662000.0,3911000.0,19128000.0,12991000.0,730127000.0,,18172000.0,5304000.0,279821000.0,1229062000.0,104180000,4390000.0,21955000,-35230000.0,-533370000.0,,,,,
2018-03-31,5770000.0,202163000.0,35728000.0,10782000.0,10782000,15352000.0,20264000.0,23319000.0,19224000.0,,0.29,1116000.0,23744000.0,281053000.0,118235000.0,42000.0,4601000.0,5984000.0,-9362000.0,5984000.0,9726000.0,0.0,214000.0,36712000.0,,6743000.0,5923000.0,109321000.0,5708000.0,892140000.0,10729000.0,5364000.0,1277988000.0,1423664000.0,-613000.0,238000.0,1783269000.0,,67364000.0,0.29,13328000.0,440000.0,38794000.0,,30844000.0,998000.0,531524000.0,130000.0,28995000,-5963000.0,-30234000.0,5984000.0,52718000.0,71409000.0,194000.0,303000.0,145676000.0,196491000.0,6583000.0,20293000.0,-89000.0,695649000.0,,13346000.0,2564000.0,281185000.0,1242574000.0,94728000,276000.0,18691000,-30364000.0,-540695000.0,36874000.0,,,,
2018-06-30,-427000.0,201855000.0,29343000.0,16348000.0,16348000,14972000.0,15731000.0,27398000.0,26631000.0,,0.44,1116000.0,24073000.0,358031000.0,116776000.0,597000.0,5364000.0,5557000.0,-9367000.0,5557000.0,10071000.0,0.0,5984000.0,36733000.0,,-7578000.0,6048000.0,40313000.0,5693000.0,901912000.0,16261000.0,925000.0,1299955000.0,1441122000.0,126000.0,486000.0,1811729000.0,,66761000.0,0.44,4401000.0,-2005000.0,43391000.0,,25209000.0,639000.0,539210000.0,-3000.0,36854000,2490000.0,-28421000.0,5557000.0,53953000.0,79503000.0,-763000.0,-264000.0,141167000.0,129840000.0,7043000.0,20213000.0,-108000.0,772072000.0,,20735000.0,4387000.0,288118000.0,1262862000.0,106901000,-1349000.0,25550000,-28418000.0,-548867000.0,36912000.0,,,,
2018-09-30,-3581000.0,202371000.0,43334000.0,22952000.0,22952000,13923000.0,18193000.0,31877000.0,29915000.0,,0.62,1116000.0,26386000.0,351010000.0,116309000.0,1248000.0,5622000.0,1976000.0,-10102000.0,1976000.0,10176000.0,0.0,5557000.0,36737000.0,,-3550000.0,5948000.0,40320000.0,5700000.0,910881000.0,22829000.0,14788000.0,1330144000.0,1465042000.0,410000.0,1049000.0,1845645000.0,,,0.62,9726000.0,-1167000.0,50448000.0,,22130000.0,2011000.0,554161000.0,-1556000.0,46015000,1365000.0,-30102000.0,1976000.0,58355000.0,92305000.0,-258000.0,-605000.0,134898000.0,143186000.0,8942000.0,21570000.0,-129000.0,767695000.0,,29891000.0,6939000.0,300910000.0,1289301000.0,124182000,-16813000.0,33950000,-28546000.0,-556344000.0,36950000.0,,,,
2018-12-31,5165000.0,515538000.0,28369000.0,13789000.0,13789000,11042000.0,17707000.0,26344000.0,23395000.0,,0.37,1116000.0,25356000.0,376587000.0,115583000.0,-1042000.0,5775000.0,7141000.0,-10106000.0,7141000.0,10690000.0,0.0,1976000.0,36749000.0,,6267000.0,5514000.0,40320000.0,5322000.0,662123000.0,13789000.0,-10864000.0,1369965000.0,1501433000.0,489000.0,360000.0,1321666000.0,,,0.37,5296000.0,-3041000.0,59532000.0,,16527000.0,203000.0,839310000.0,1501000.0,34061000,3390000.0,-39285000.0,7141000.0,61954000.0,84661000.0,-153000.0,1221000.0,131468000.0,146585000.0,7530000.0,20519000.0,0.0,515538000.0,,17916000.0,4127000.0,304534000.0,1321666000.0,111005000,16081000.0,22707000,-39233000.0,-561855000.0,36959000.0,,,,
2019-03-31,-5297000.0,202660000.0,29380000.0,12852000.0,12852000,10179000.0,20535000.0,23322000.0,17485000.0,,0.35,1116000.0,26632000.0,432570000.0,114199000.0,1342000.0,5892000.0,1844000.0,-10113000.0,1844000.0,10890000.0,0.0,7141000.0,36773000.0,,5755000.0,6317000.0,326000.0,5365000.0,964597000.0,12792000.0,-11182000.0,1409321000.0,1526097000.0,-204000.0,3813000.0,1927993000.0,,,0.35,7282000.0,-2321000.0,53205000.0,,20486000.0,1998000.0,561500000.0,213000.0,33369000,-6131000.0,-40349000.0,1844000.0,58216000.0,78411000.0,-117000.0,-1478000.0,116776000.0,107630000.0,10426000.0,21672000.0,-40086000.0,856967000.0,,16162000.0,3310000.0,307203000.0,1358410000.0,101733000,5672000.0,20195000,-40562000.0,-569583000.0,36951000.0,,,,
2019-06-30,-328000.0,203495000.0,15287000.0,26784000.0,26784000,10274000.0,15472000.0,32035000.0,24245000.0,,0.72,1116000.0,27312000.0,466514000.0,115749000.0,703000.0,6189000.0,1516000.0,-10119000.0,1516000.0,6750000.0,0.0,1844000.0,36804000.0,,-6884000.0,6282000.0,339000.0,5418000.0,988496000.0,26662000.0,-25306000.0,1445258000.0,1567283000.0,847000.0,3104000.0,1966728000.0,,,0.72,-18479000.0,618000.0,55645000.0,,13671000.0,181000.0,578787000.0,73000.0,47647000,6214000.0,-40520000.0,1516000.0,53294000.0,92612000.0,-297000.0,1608000.0,122025000.0,106346000.0,11564000.0,19529000.0,-114000.0,882150000.0,,34615000.0,7831000.0,323818000.0,1394033000.0,124647000,24905000.0,39318000,-40593000.0,-572695000.0,36963000.0,,,,
2019-09-30,8882000.0,204223000.0,39637000.0,28006000.0,28006000,13676000.0,18661000.0,35869000.0,28088000.0,,0.76,1116000.0,,475501000.0,120202000.0,264000.0,6090000.0,10398000.0,-11234000.0,10398000.0,9087000.0,0.0,1516000.0,36835000.0,,-4033000.0,6279000.0,344000.0,5426000.0,1008434000.0,27881000.0,9704000.0,1471912000.0,1604381000.0,1357000.0,2019000.0,1996107000.0,,,0.76,-1445000.0,3945000.0,59771000.0,,14819000.0,289000.0,595947000.0,130000.0,52777000,1960000.0,-29803000.0,10398000.0,56027000.0,98627000.0,99000.0,14000.0,132469000.0,119847000.0,12689000.0,20626000.0,-125000.0,888587000.0,,37411000.0,9405000.0,340539000.0,1418962000.0,134496000,-952000.0,42600000,-29933000.0,-577145000.0,36996000.0,,,,
