date,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyInventory,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2015-09-30,180000000,837000000,1437000000.0,-569000000.0,-68000000.0,-20000000.0,283000000.0,-1335000000.0,628000000,453000000.0,396000000.0,30539000000.0,-25000000.0,193000000.0,370000000.0,31727000000.0,0.26,6534000000.0,7220000000.0,3721000000,2906000000.0,18398000000.0,43000000.0,1514000000.0,2477000000.0,2475000000.0,3048000000.0,601000000.0,59000000.0,24005000000.0,673000000.0,679000000.0,1473000000.0,-33000000.0,-224000000.0,203000000,180000000,3567000000.0,45000000.0,-9264000000.0,-1296000000.0,1890000000.0,1437000000.0,1185000000.0,45000000.0,0.27,670000000.0,45000000.0,22463000000.0,251000000.0,2300000000.0,388000000.0,97000000.0,4489000000.0,,166000000.0,-95000000.0,1000000.0,-519000000.0,915000000.0,30000000.0,682000000.0,37000000000.0,-101000000.0,29780000000.0,130000000.0,1223000000.0,415000000.0,1022000000.0,8000000.0,1729000000.0,-3758000000.0,,,,,
2015-12-31,-85000000,876000000,1262000000.0,-727000000.0,-67000000.0,-45000000.0,264000000.0,-1196000000.0,698000000,484000000.0,8000000.0,30679000000.0,-42000000.0,50000000.0,143000000.0,32265000000.0,-0.13,6950000000.0,6866000000.0,3400000000,2896000000.0,18278000000.0,-15000000.0,1473000000.0,2473000000.0,2687000000.0,2682000000.0,610000000.0,-207000000.0,23729000000.0,718000000.0,653846154.0,1157000000.0,-120000000.0,-237000000.0,41000000,-85000000,3149000000.0,46000000.0,-9449000000.0,-1137000000.0,1746000000.0,1262000000.0,1090000000.0,204000000.0,-0.13,675000000.0,20000000.0,22816000000.0,214000000.0,2529000000.0,375000000.0,-58000000.0,4644000000.0,,237000000.0,-29000000.0,0.0,-621000000.0,629000000.0,13000000.0,653846154.0,36850000000.0,-74000000.0,29984000000.0,-64000000.0,1168000000.0,-175000000.0,1437000000.0,8000000.0,1721000000.0,-3883000000.0,,,,,
2016-03-31,126000000,814000000,1185000000.0,-548000000.0,-73000000.0,-3000000.0,290000000.0,-1708000000.0,456000000,628000000.0,0.0,30716000000.0,31000000.0,139000000.0,198000000.0,33184000000.0,0.19,6572000000.0,6947000000.0,3471000000,3032000000.0,18337000000.0,-24000000.0,1461000000.0,2581000000.0,2613000000.0,2967000000.0,611000000.0,-72000000.0,24144000000.0,504000000.0,661000000.0,1157000000.0,88000000.0,-62000000.0,74000000,126000000,3201000000.0,48000000.0,-9768000000.0,-480000000.0,1813000000.0,1185000000.0,1118000000.0,92000000.0,0.19,682000000.0,48000000.0,23416000000.0,209000000.0,2220000000.0,364000000.0,-180000000.0,3961000000.0,,160000000.0,43000000.0,-6000000.0,-640000000.0,640000000.0,0.0,663000000.0,36900000000.0,-79000000.0,29953000000.0,37000000.0,1603000000.0,-77000000.0,1262000000.0,8000000.0,1739000000.0,-3807000000.0,,,,,
2016-06-30,-482000000,664000000,1265000000.0,-778000000.0,-72000000.0,82000000.0,296000000.0,-1098000000.0,527000000,544000000.0,108000000.0,31301000000.0,-474000000.0,135000000.0,-284000000.0,32740000000.0,-0.73,6216000000.0,7381000000.0,3229000000,3072000000.0,19170000000.0,36000000.0,1441000000.0,2087000000.0,2331000000.0,2655000000.0,615000000.0,-485000000.0,25085000000.0,574000000.0,659000000.0,1157000000.0,-260000000.0,-297000000.0,-8000000,-482000000,2766000000.0,47000000.0,-9705000000.0,-1866000000.0,1809000000.0,1265000000.0,1036000000.0,-7000000.0,-0.73,655000000.0,47000000.0,23035000000.0,219000000.0,1610000000.0,390000000.0,137000000.0,4084000000.0,,-22000000.0,-214000000.0,-5000000.0,-615000000.0,723000000.0,841000000.0,659000000.0,36974000000.0,0.0,29593000000.0,329000000.0,1159000000.0,85000000.0,1185000000.0,8000000.0,1434000000.0,-3768000000.0,,,,,
2016-09-30,175000000,939000000,1325000000.0,-543000000.0,-73000000.0,27000000.0,291000000.0,-991000000.0,648000000,596000000.0,304000000.0,31340000000.0,-32000000.0,190000000.0,-114000000.0,33167000000.0,0.26,5713000000.0,7294000000.0,3542000000,3035000000.0,19740000000.0,24000000.0,1266000000.0,2081000000.0,2394000000.0,2854000000.0,626000000.0,-10000000.0,25627000000.0,688000000.0,659000000.0,1157000000.0,27000000.0,-110000000.0,230000000,175000000,2882000000.0,40000000.0,-9884000000.0,-1038000000.0,1921000000.0,1325000000.0,1042000000.0,75000000.0,0.26,637000000.0,40000000.0,23283000000.0,227000000.0,1091000000.0,354000000.0,-215000000.0,4018000000.0,,294000000.0,-103000000.0,-50000000.0,-515000000.0,819000000.0,802000000.0,662000000.0,37108000000.0,0.0,29814000000.0,-31000000.0,985000000.0,60000000.0,1265000000.0,8000000.0,1426000000.0,-3753000000.0,,,,,
2016-12-31,-949000000,336000000,1305000000.0,-239000000.0,-72000000.0,62000000.0,299000000.0,-1354000000.0,564000000,798000000.0,127000000.0,30419000000.0,-318000000.0,88000000.0,-1146000000.0,32375000000.0,-1.44,5272000000.0,6411000000.0,3544000000,3005000000.0,19160000000.0,6000000.0,1151000000.0,2166000000.0,2313000000.0,2882000000.0,621000000.0,-53000000.0,25147000000.0,662000000.0,659027778.0,1157000000.0,53000000.0,-626000000.0,56000000,-949000000,2794000000.0,59000000.0,-9528000000.0,-2831000000.0,2103000000.0,1305000000.0,804000000.0,-353000000.0,-1.44,630000000.0,98000000.0,22847000000.0,359000000.0,1303000000.0,345000000.0,-489000000.0,3943000000.0,,-308000000.0,-140000000.0,6000000.0,-575000000.0,702000000.0,0.0,659027778.0,36119000000.0,0.0,29708000000.0,-98000000.0,1157000000.0,-20000000.0,1325000000.0,8000000.0,1656000000.0,-2756000000.0,,,,,
2017-03-31,-24000000,799000000,1588000000.0,-340000000.0,-79000000.0,43000000.0,291000000.0,-716000000.0,539000000,634000000.0,229000000.0,30379000000.0,-6000000.0,102000000.0,-1139000000.0,32925000000.0,-0.04,5243000000.0,6401000000.0,3492000000,2996000000.0,19197000000.0,-16000000.0,1040000000.0,2134000000.0,2408000000.0,2899000000.0,674000000.0,-74000000.0,25136000000.0,593000000.0,659000000.0,1157000000.0,-61000000.0,-128000000.0,98000000,-24000000,2991000000.0,54000000.0,-9777000000.0,-720000000.0,2222000000.0,1588000000.0,758000000.0,69000000.0,-0.04,645000000.0,54000000.0,23148000000.0,353000000.0,1137000000.0,348000000.0,-79000000.0,3997000000.0,,160000000.0,-74000000.0,0.0,-474000000.0,703000000.0,41000000.0,659000000.0,36508000000.0,0.0,30107000000.0,50000000.0,907000000.0,283000000.0,1305000000.0,8000000.0,1657000000.0,-2717000000.0,,,,,
2017-06-30,53000000,863000000,1213000000.0,-768000000.0,-79000000.0,51000000.0,290000000.0,-1160000000.0,621000000,740000000.0,-398000000.0,30395000000.0,-12000000.0,-396000000.0,-1086000000.0,33033000000.0,0.08,6411000000.0,6318000000.0,3470000000,2905000000.0,18195000000.0,-27000000.0,1061000000.0,2173000000.0,2118000000.0,2800000000.0,683000000.0,-60000000.0,23984000000.0,670000000.0,660000000.0,1157000000.0,-9000000.0,-141000000.0,150000000,53000000,3021000000.0,49000000.0,-9841000000.0,-1646000000.0,1953000000.0,1213000000.0,746000000.0,92000000.0,0.08,633000000.0,49000000.0,23192000000.0,397000000.0,2572000000.0,333000000.0,143000000.0,3965000000.0,,240000000.0,-233000000.0,-2000000.0,-649000000.0,251000000.0,37000000.0,662000000.0,36469000000.0,0.0,30151000000.0,-170000000.0,1023000000.0,-375000000.0,1588000000.0,8000000.0,1684000000.0,-2741000000.0,,,,,
2017-09-30,152000000,1003000000,1398000000.0,-1174000000.0,-80000000.0,-33000000.0,303000000.0,-797000000.0,644000000,563000000.0,271000000.0,32655000000.0,15000000.0,115000000.0,-934000000.0,34555000000.0,0.23,6736000000.0,6660000000.0,3632000000,3047000000.0,19776000000.0,-23000000.0,1080000000.0,2357000000.0,2373000000.0,2921000000.0,1164000000.0,296000000.0,25919000000.0,711000000.0,660000000.0,1157000000.0,-327000000.0,-45000000.0,261000000,152000000,3186000000.0,52000000.0,-10199000000.0,-1569000000.0,1961000000.0,1398000000.0,742000000.0,110000000.0,0.23,660000000.0,67000000.0,24356000000.0,474000000.0,2257000000.0,353000000.0,614000000.0,4263000000.0,,347000000.0,-59000000.0,-604000000.0,-464000000.0,735000000.0,15000000.0,663000000.0,38834000000.0,0.0,32174000000.0,-159000000.0,1012000000.0,185000000.0,1213000000.0,8000000.0,2091000000.0,-2666000000.0,,,,,
2017-12-31,-1342000000,446000000,949000000.0,-467000000.0,-79000000.0,85000000.0,285000000.0,-637000000.0,445000000,424000000.0,210000000.0,28267000000.0,675000000.0,113000000.0,-2276000000.0,28238000000.0,,6028000000.0,6398000000.0,-64000000,2365000000.0,17801000000.0,38000000.0,630000000.0,1463000000.0,1460000000.0,-554000000.0,1197000000.0,1000000.0,22239000000.0,490000000.0,,1059000000.0,201000000.0,-237000000.0,-657000000,-1342000000,2465000000.0,60000000.0,-7942000000.0,-1520000000.0,1373000000.0,949000000.0,1006000000.0,720000000.0,,562000000.0,45000000.0,20296000000.0,366000000.0,2164000000.0,136000000.0,-635000000.0,3666000000.0,,25000000.0,-222000000.0,-108000000.0,-590000000.0,800000000.0,1033000000.0,,33112000000.0,,26714000000.0,102000000.0,598000000.0,-388000000.0,1398000000.0,8000000.0,1371000000.0,-1876000000.0,,,,,
2018-03-31,684000000,1533000000,2168000000.0,416000000.0,-86000000.0,72000000.0,254000000.0,-345000000.0,600000000,617000000.0,20000000.0,27048000000.0,180000000.0,-152000000.0,-1525000000.0,28856000000.0,1.03,4876000000.0,5438000000.0,2740000000,2264000000.0,17661000000.0,-16000000.0,703000000.0,1498000000.0,1471000000.0,2084000000.0,1282000000.0,-66000000.0,22172000000.0,656000000.0,661000000.0,1059000000.0,-29000000.0,603000000.0,778000000,684000000,3193000000.0,56000000.0,-8168000000.0,-3067000000.0,1829000000.0,1212000000.0,1207000000.0,231000000.0,1.04,569000000.0,56000000.0,20688000000.0,362000000.0,2025000000.0,281000000.0,-630000000.0,2176000000.0,,998000000.0,-115000000.0,-44000000.0,-495000000.0,515000000.0,63000000.0,663000000.0,32573000000.0,,27135000000.0,-39000000.0,149000000.0,380000000.0,1788000000.0,8000000.0,1317000000.0,-1808000000.0,,,,,
2018-06-30,290000000,863000000,2142000000.0,-296000000.0,-86000000.0,54000000.0,258000000.0,-593000000.0,565000000,856000000.0,-100000000.0,26940000000.0,3000000.0,-104000000.0,-1234000000.0,28624000000.0,0.44,3994000000.0,5287000000.0,2537000000,2562000000.0,18356000000.0,-17000000.0,682000000.0,1423000000.0,1236000000.0,1937000000.0,1327000000.0,-24000000.0,22946000000.0,600000000.0,661000000.0,1059000000.0,-13000000.0,-36000000.0,224000000,290000000,3309000000.0,35000000.0,-7905000000.0,-597000000.0,1996000000.0,1140000000.0,1165000000.0,132000000.0,0.44,583000000.0,35000000.0,20719000000.0,341000000.0,1235000000.0,263000000.0,-99000000.0,2323000000.0,,342000000.0,-103000000.0,-88000000.0,-499000000.0,399000000.0,17000000.0,664000000.0,32597000000.0,,27310000000.0,45000000.0,269000000.0,-26000000.0,2168000000.0,8000000.0,1506000000.0,-1988000000.0,,,,,
2018-09-30,101000000,845000000,2122000000.0,-310000000.0,-86000000.0,80000000.0,258000000.0,-277000000.0,628000000,401000000.0,169000000.0,26780000000.0,38000000.0,72000000.0,-1133000000.0,29141000000.0,0.15,4047000000.0,5015000000.0,2837000000,2552000000.0,18088000000.0,20000000.0,706000000.0,1510000000.0,1423000000.0,2166000000.0,1277000000.0,61000000.0,22733000000.0,671000000.0,662000000.0,1059000000.0,20000000.0,-120000000.0,192000000,101000000,3305000000.0,43000000.0,-8033000000.0,-851000000.0,1588000000.0,1187000000.0,1214000000.0,146000000.0,0.15,562000000.0,43000000.0,21108000000.0,400000000.0,1308000000.0,255000000.0,-434000000.0,2101000000.0,,332000000.0,-115000000.0,-35000000.0,-598000000.0,767000000.0,17000000.0,665000000.0,32489000000.0,,27474000000.0,-131000000.0,592000000.0,-20000000.0,2142000000.0,8000000.0,1299000000.0,-2020000000.0,,,,,
2018-12-31,128000000,836000000,2003000000.0,-315000000.0,-86000000.0,111000000.0,233000000.0,-196000000.0,609000000,313000000.0,133000000.0,26917000000.0,92000000.0,-2000000.0,-1005000000.0,29623000000.0,0.19,4399000000.0,5015000000.0,2622000000,2723000000.0,17636000000.0,-23000000.0,807000000.0,1595000000.0,1153000000.0,1976000000.0,1114000000.0,91000000.0,22518000000.0,646000000.0,673684211.0,1059000000.0,-62000000.0,-85000000.0,155000000,128000000,3208000000.0,58000000.0,-8227000000.0,-1067000000.0,1479000000.0,1166000000.0,1280000000.0,199000000.0,0.19,577000000.0,37000000.0,21396000000.0,436000000.0,1659000000.0,257000000.0,-480000000.0,1981000000.0,,346000000.0,-177000000.0,-44000000.0,-529000000.0,662000000.0,8000000.0,673684211.0,32521000000.0,,27506000000.0,-81000000.0,292000000.0,-119000000.0,2122000000.0,8000000.0,1329000000.0,-2071000000.0,,,,,
2019-03-31,154000000,865000000,2375000000.0,-663000000.0,-90000000.0,99000000.0,246000000.0,-220000000.0,540000000,378000000.0,186000000.0,27822000000.0,62000000.0,29000000.0,-839000000.0,29501000000.0,0.23,4357000000.0,5855000000.0,2650000000,2828000000.0,18445000000.0,-18000000.0,703000000.0,1564000000.0,1179000000.0,2064000000.0,1147000000.0,25000000.0,23465000000.0,586000000.0,667000000.0,1059000000.0,1000000.0,-1000000.0,233000000,154000000,3234000000.0,46000000.0,-8273000000.0,-703000000.0,1804000000.0,1426000000.0,1302000000.0,115000000.0,0.23,579000000.0,46000000.0,21228000000.0,467000000.0,1265000000.0,265000000.0,402000000.0,2201000000.0,,354000000.0,-175000000.0,-90000000.0,-504000000.0,690000000.0,418000000.0,667000000.0,33471000000.0,,27616000000.0,9000000.0,150000000.0,372000000.0,2003000000.0,8000000.0,1224000000.0,-2107000000.0,,,,,
2019-06-30,17000000,657000000,1953000000.0,-450000000.0,-91000000.0,44000000.0,266000000.0,-204000000.0,453000000,410000000.0,-242000000.0,27770000000.0,-47000000.0,-185000000.0,-824000000.0,30005000000.0,0.02,4042000000.0,5517000000.0,2483000000,2931000000.0,18668000000.0,43000000.0,811000000.0,1538000000.0,1091000000.0,1981000000.0,1086000000.0,-54000000.0,23728000000.0,502000000.0,664000000.0,1059000000.0,-6000000.0,-144000000.0,66000000,17000000,3208000000.0,49000000.0,-8440000000.0,-2179000000.0,1579000000.0,1169000000.0,1233000000.0,57000000.0,0.02,496000000.0,49000000.0,21565000000.0,460000000.0,1087000000.0,273000000.0,-294000000.0,2041000000.0,,118000000.0,-132000000.0,-83000000.0,-566000000.0,324000000.0,418000000.0,667000000.0,33238000000.0,,27721000000.0,1000000.0,180000000.0,-422000000.0,2375000000.0,8000000.0,1234000000.0,-2147000000.0,,,,,
2019-09-30,210000000,936000000,1841000000.0,-598000000.0,-91000000.0,135000000.0,262000000.0,-148000000.0,660000000,334000000.0,203000000.0,28037000000.0,-11000000.0,23000000.0,-614000000.0,30452000000.0,0.32,4991000000.0,5470000000.0,2625000000,3083000000.0,17879000000.0,-28000000.0,856000000.0,1503000000.0,1187000000.0,1924000000.0,1209000000.0,17000000.0,23046000000.0,701000000.0,664000000.0,1059000000.0,58000000.0,-67000000.0,298000000,210000000,3140000000.0,41000000.0,-8599000000.0,-1586000000.0,1479000000.0,1145000000.0,1198000000.0,130000000.0,0.32,495000000.0,41000000.0,21853000000.0,462000000.0,1882000000.0,250000000.0,-241000000.0,1865000000.0,,424000000.0,-135000000.0,-141000000.0,-558000000.0,761000000.0,455000000.0,667000000.0,33423000000.0,,27953000000.0,17000000.0,194000000.0,-112000000.0,1953000000.0,8000000.0,1237000000.0,-2335000000.0,,,,,
