date,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
2003-12-31,,17903000.0,15197000.0,-326158000.0,12509000.0,-87839000.0,361561000.0,-1565084000.0,377589000.0,-10908000.0,-36915000.0,492859000.0,84948000.0,504217000.0,0.0,,83606000.0,228544000.0,1661939000.0,,,427471000.0,416378000.0,2450971000.0,3582540000.0,,,114793000.0,114793000.0,46715000.0,179950000.0,29845000.0,-20665000.0,132222000.0,,1179255000,268017000,314732000,,2302674000.0,,144938000.0,114793000.0,-93111000.0,470963000.0,,3227023000.0,,1131569000.0,-50140000.0,585810000.0,,-30181000.0,261619000.0,45282000.0,3263988000.0,441079000.0,407612000.0,708292000.0,1279866000.0,-5272000.0,,968499000.0,70060000.0,202946000.0,,370776000.0,215395000.0,144938000,144938000.0,,1716864000.0,0.0,,,,
2004-03-31,259760000.0,35734000.0,15399000.0,-51128000.0,28375000.0,-60334000.0,352453000.0,-1596684000.0,376650000.0,0.0,-32441000.0,551826000.0,120579000.0,237236000.0,0.0,,61323000.0,168470000.0,1677147000.0,,,426923000.0,176902000.0,2456523000.0,3640963000.0,0.41,,235372000.0,235372000.0,47020000.0,179950000.0,114793000.0,-32199000.0,153299000.0,,1013089000,183324000,230344000,,2321100000.0,,107147000.0,235372000.0,-65529000.0,387457000.0,,3273831000.0,,1184440000.0,-50081000.0,594312000.0,262054000.0,-20168000.0,82968000.0,101000.0,3321052000.0,412638000.0,273448000.0,625632000.0,1319863000.0,-5195000.0,,971418000.0,-16967000.0,204133000.0,0.41,378720000.0,204133000.0,107147000,107147000.0,,1726788000.0,0.0,,,,
2004-06-30,198068000.0,19767000.0,15844000.0,-74817000.0,100589000.0,-46103000.0,348409000.0,-1633420000.0,300612000.0,0.0,-40571000.0,721503000.0,-215897000.0,-91686000.0,0.0,,-11782000.0,135435000.0,1670862000.0,,,413137000.0,-137789000.0,2432408000.0,3607829000.0,0.56,,19475000.0,19475000.0,46960000.0,359901000.0,235372000.0,-45054000.0,160822000.0,,893688000,150923000,197883000,,2292546000.0,,147217000.0,19475000.0,-49394000.0,360484000.0,,3304282000.0,,1175421000.0,-49776000.0,639369000.0,261707000.0,-75417000.0,-210640000.0,-75223000.0,3238544000.0,377958000.0,256657000.0,533204000.0,1315283000.0,-3291000.0,,969561000.0,-191677000.0,209561000.0,0.58,383004000.0,209561000.0,147217000,147217000.0,,1653177000.0,0.0,,,,
2004-09-30,188726000.0,11595000.0,18486000.0,-109196000.0,563057000.0,-38357000.0,352774000.0,-1648218000.0,320055000.0,0.0,-8921000.0,643549000.0,67914000.0,217867000.0,0.0,,96923000.0,263152000.0,1667791000.0,,,415984000.0,179510000.0,2436549000.0,3786723000.0,0.66,,87389000.0,87389000.0,47135000.0,359901000.0,19475000.0,-18635000.0,154890000.0,,1254508000,281404000,328539000,,2846214000.0,,166229000.0,87389000.0,-40757000.0,498100000.0,,3316009000.0,,1350174000.0,-52913000.0,1162270000.0,252683000.0,-521391000.0,-11870000.0,16373000.0,3351860000.0,444323000.0,484197000.0,756408000.0,940509000.0,-2400000.0,,968956000.0,69454000.0,216696000.0,0.68,394933000.0,216696000.0,166229000,166229000.0,,1683944000.0,0.0,,,,
2004-12-31,,12538000.0,16804000.0,-259520000.0,622320000.0,-51092000.0,343212000.0,-1686504000.0,328889000.0,0.0,0.0,557180000.0,-32552000.0,434033000.0,0.0,,98301000.0,268587000.0,1682698000.0,,,589180000.0,382941000.0,2615090000.0,3797531000.0,,,54837000.0,54837000.0,48550000.0,359901000.0,87389000.0,-6078000.0,148686000.0,,1267963000,286526000,335076000,,2708229000.0,,170286000.0,54837000.0,-207065000.0,503676000.0,,3369202000.0,,1182441000.0,-52977000.0,1285382000.0,,-1000.0,238379000.0,-23182000.0,3469169000.0,514376000.0,408930000.0,764287000.0,1089302000.0,-155973000.0,,690602000.0,99147000.0,217150000.0,,403356000.0,217150000.0,170286000,170286000.0,,1422847000.0,0.0,,,,
2005-03-31,185715000.0,56693000.0,19669000.0,-178318000.0,707408000.0,-30213000.0,379139000.0,-1722695000.0,329719000.0,0.0,-223459000.0,640223000.0,-36777000.0,173779000.0,0.0,,68248000.0,186469000.0,1661374000.0,,,588196000.0,143566000.0,2628709000.0,3748774000.0,0.47,,18060000.0,18060000.0,49250000.0,359901000.0,54837000.0,-5167000.0,167848000.0,,1126414000,205873000,255123000,,2778052000.0,,118221000.0,18060000.0,-32238000.0,431283000.0,,3384069000.0,,1120065000.0,-52760000.0,1341145000.0,250308000.0,-44173000.0,4343000.0,1965000.0,3534630000.0,465889000.0,289991000.0,695131000.0,970722000.0,-2025000.0,,690312000.0,-70243000.0,225410000.0,0.49,416876000.0,225410000.0,118221000,118221000.0,,1436907000.0,0.0,,,,
2005-06-30,184362000.0,13236000.0,21170000.0,213031000.0,959499000.0,-64390000.0,425271000.0,-1762101000.0,332650000.0,0.0,-1000.0,834586000.0,6652000.0,-137990000.0,14564000.0,,55136000.0,152497000.0,1681390000.0,,,591288000.0,-202380000.0,2697949000.0,4031733000.0,0.39,,24712000.0,24712000.0,48711000.0,359901000.0,18060000.0,-12469000.0,173636000.0,,988447000,173122000,221833000,,3003768000.0,,97361000.0,24712000.0,-68389000.0,393748000.0,,3443491000.0,,1333784000.0,-52609000.0,1551746000.0,248927000.0,0.0,-285083000.0,1021000.0,3579382000.0,404047000.0,296980000.0,594699000.0,1027965000.0,-3999000.0,,690060000.0,-192297000.0,220626000.0,0.41,429312000.0,220626000.0,97361000,97361000.0,,1452022000.0,0.0,,,,
2005-09-30,183853000.0,6984000.0,24044000.0,131170000.0,1052521000.0,-92551000.0,584947000.0,-1781786000.0,409435000.0,-84843000.0,-61053000.0,752340000.0,13186000.0,-22780000.0,0.0,,70483000.0,189958000.0,1679688000.0,,,639605000.0,-115331000.0,2904240000.0,4510443000.0,0.48,,37898000.0,37898000.0,65205000.0,359901000.0,24712000.0,2362000.0,203151000.0,,1368240000,298502000,363707000,,3554510000.0,,119475000.0,37898000.0,-95204000.0,518754000.0,,3461474000.0,,1606203000.0,-58352000.0,1750779000.0,248117000.0,-97743000.0,-353656000.0,80390000.0,3640505000.0,495107000.0,642701000.0,849486000.0,955933000.0,-2653000.0,,943104000.0,77348000.0,220252000.0,0.5,451192000.0,220252000.0,119475000,119475000.0,,1803731000.0,0.0,,,,
2005-12-31,,4719000.0,23102000.0,-376633000.0,819115000.0,-7151000.0,597194000.0,-1799278000.0,400253000.0,-11694000.0,304699000.0,610284000.0,29285000.0,448753000.0,23453000.0,,85815000.0,244002000.0,1659138000.0,,,629964000.0,441602000.0,2886296000.0,4295236000.0,,,67183000.0,67183000.0,54866000.0,359901000.0,37898000.0,-12515000.0,167812000.0,,1352873000,279951000,334817000,,3274160000.0,,158187000.0,67183000.0,-42835000.0,526649000.0,,3458416000.0,,1408940000.0,-57514000.0,1518223000.0,,-395081000.0,482866000.0,-12338000.0,3646179000.0,507843000.0,559289000.0,826224000.0,1021076000.0,-38397000.0,,942755000.0,133988000.0,246698000.0,,412929000.0,246698000.0,158187000,158187000.0,,1755937000.0,0.0,,,,
2006-03-31,178892000.0,8754000.0,25701000.0,-150975000.0,1088331000.0,-38258000.0,590222000.0,-1836525000.0,403456000.0,-3331000.0,1631000.0,720380000.0,-23243000.0,165990000.0,0.0,,63554000.0,184522000.0,1648125000.0,,,141380000.0,127732000.0,2867393000.0,4226532000.0,0.5,,43940000.0,43940000.0,48135000.0,359901000.0,67183000.0,-4998000.0,177907000.0,,1132728000,213056000,261191000,,3294749000.0,,120968000.0,43940000.0,-38258000.0,429850000.0,,3484650000.0,,1359139000.0,-56936000.0,1735968000.0,243147000.0,-183976000.0,-10523000.0,6973000.0,3710211000.0,469730000.0,414807000.0,702878000.0,931783000.0,0.0,487666000.0,752781000.0,-114996000.0,216794000.0,0.52,402544000.0,216794000.0,120968000,120968000.0,,1558781000.0,0.0,,,,
2006-06-30,175779000.0,8640000.0,27490000.0,27263000.0,1323749000.0,-49079000.0,590604000.0,-1884838000.0,400718000.0,-4240000.0,1898000.0,857861000.0,-20455000.0,1361000.0,0.0,,57044000.0,155484000.0,1647220000.0,,,140004000.0,-47718000.0,2867211000.0,4312260000.0,0.41,,23485000.0,23485000.0,49924000.0,359901000.0,43940000.0,12932000.0,156423000.0,,1052067000,187214000,237138000,,3461439000.0,,98440000.0,23485000.0,-49079000.0,408692000.0,,3532058000.0,,1445049000.0,-56232000.0,1898338000.0,240124000.0,-162642000.0,-156140000.0,183000.0,3752419000.0,418166000.0,369436000.0,643375000.0,850821000.0,0.0,489383000.0,752654000.0,-133781000.0,221478000.0,0.43,409729000.0,221478000.0,98440000,98440000.0,,1563101000.0,0.0,,,,
2006-09-30,173232000.0,8729000.0,31835000.0,7748000.0,1029034000.0,-42600000.0,589348000.0,-1923465000.0,405201000.0,-1568000.0,1786000.0,767754000.0,24150000.0,59002000.0,0.0,,104280000.0,287945000.0,1639890000.0,,,139562000.0,16402000.0,2859015000.0,4559462000.0,0.77,,47635000.0,47635000.0,50667000.0,359901000.0,23485000.0,-6501000.0,163959000.0,,1413361000,321348000,372015000,,3729143000.0,,183665000.0,47635000.0,-42600000.0,543190000.0,,3563355000.0,2876000.0,1700447000.0,-61278000.0,1656808000.0,237681000.0,-143860000.0,-185778000.0,13060000.0,3874806000.0,463815000.0,720861000.0,870171000.0,830319000.0,0.0,490215000.0,1255162000.0,89307000.0,221842000.0,0.81,411972000.0,221842000.0,183665000,183665000.0,,2072335000.0,0.0,,,,
2006-12-31,,10988000.0,31984000.0,-361759000.0,843998000.0,-68575000.0,446184000.0,-1946456000.0,286003000.0,-5437000.0,3960000.0,648820000.0,49506000.0,496840000.0,0.0,,92563000.0,248551000.0,1651300000.0,,,140314000.0,428265000.0,2739753000.0,4157565000.0,,,97141000.0,97141000.0,51185000.0,359901000.0,47635000.0,-138189000.0,155517000.0,,1346074000,285516000,336701000,,3474142000.0,,155988000.0,97141000.0,-85575000.0,485780000.0,,3597756000.0,3037000.0,1417812000.0,-60683000.0,1453538000.0,,-131170000.0,312163000.0,-16043000.0,3965415000.0,454023000.0,522673000.0,860294000.0,683423000.0,-17000000.0,501955000.0,1248128000.0,147009000.0,200264000.0,,486473000.0,200264000.0,155988000,155988000.0,,2020604000.0,0.0,,,,
2007-03-31,230652000.0,27132000.0,29016000.0,-298424000.0,722597000.0,-41754000.0,470866000.0,-2004680000.0,230743000.0,-27545000.0,6446000.0,664703000.0,-36658000.0,303520000.0,0.0,,48325000.0,141798000.0,1611323000.0,,,139284000.0,261766000.0,2724288000.0,4004533000.0,0.4,,60483000.0,60483000.0,60107000.0,359901000.0,97141000.0,-129000000.0,198147000.0,,1153109000,197598000,257705000,,3383832000.0,,93473000.0,60483000.0,-41754000.0,414031000.0,,3616003000.0,-7088000.0,1280245000.0,-60700000.0,1365076000.0,233708000.0,-149997000.0,110260000.0,21455000.0,3998188000.0,444332000.0,405908000.0,739078000.0,620701000.0,0.0,502815000.0,1248137000.0,-17083000.0,216433000.0,0.41,539876000.0,216433000.0,93473000,93473000.0,,2018756000.0,0.0,,,,
2007-06-30,168309000.0,15102000.0,29213000.0,106753000.0,940931000.0,-41410000.0,510035000.0,-2100868000.0,200950000.0,-79728000.0,2035000.0,813836000.0,-21661000.0,-10015000.0,0.0,,73000.0,3627000.0,1588163000.0,,,234549000.0,-51425000.0,2841596000.0,4267236000.0,0.01,,38822000.0,38822000.0,83896000.0,359901000.0,60483000.0,-102808000.0,248099000.0,,1051916000,112568000,196464000,,3679557000.0,,3554000.0,38822000.0,-118399000.0,329438000.0,,3689031000.0,6595000.0,1425640000.0,-60098000.0,1615959000.0,231963000.0,-47022000.0,-193955000.0,19614000.0,3941644000.0,426929000.0,378178000.0,722478000.0,571301000.0,-76989000.0,508849000.0,1272504000.0,-149554000.0,216870000.0,0.02,590144000.0,216870000.0,3554000,3554000.0,,2063598000.0,0.0,,,,
2007-09-30,167165000.0,1644000.0,33055000.0,45579000.0,1101106000.0,-44566000.0,495307000.0,-2147961000.0,171545000.0,-112043000.0,1323000.0,775380000.0,2751000.0,21779000.0,0.0,,32932000.0,95716000.0,1550352000.0,,,150136000.0,-22787000.0,2796812000.0,4455577000.0,0.27,,41573000.0,41573000.0,83773000.0,359901000.0,38822000.0,-89415000.0,252276000.0,,1399469000,240814000,324587000,,3899944000.0,,62784000.0,41573000.0,-64607000.0,470623000.0,,3698313000.0,3511000.0,1658765000.0,-65733000.0,1840638000.0,230388000.0,-51439000.0,-245451000.0,24165000.0,3938695000.0,487256000.0,638312000.0,928846000.0,539349000.0,0.0,601017000.0,1271658000.0,38076000.0,229809000.0,0.28,616103000.0,229809000.0,62784000,62784000.0,,2059306000.0,0.0,,,,
2007-12-31,,6619000.0,28624000.0,-296334000.0,856392000.0,-76162000.0,540249000.0,-2066728000.0,180842000.0,-57552000.0,-343000.0,600185000.0,87625000.0,463552000.0,0.0,,44758000.0,99101000.0,1539715000.0,,,155862000.0,387390000.0,2820539000.0,4247113000.0,,,129198000.0,129198000.0,83149000.0,359901000.0,41573000.0,-27979000.0,223019000.0,,1342222000,184715000,267864000,,3623593000.0,,54343000.0,129198000.0,-79593000.0,417477000.0,,3606443000.0,274161000.0,1426574000.0,-65732000.0,1618770000.0,,-7827000.0,445836000.0,-189510000.0,3927306000.0,539359000.0,487285000.0,924745000.0,592922000.0,0.0,584713000.0,1279965000.0,173909000.0,232762000.0,,544016000.0,232762000.0,54343000,54343000.0,,2004823000.0,0.0,,,,
2008-03-31,227577000.0,3224000.0,25160000.0,-209847000.0,479037000.0,-70745000.0,542962000.0,-2046862000.0,178800000.0,-4085000.0,182000.0,619406000.0,23677000.0,258028000.0,0.0,,34787000.0,98032000.0,1510667000.0,,,168459000.0,187283000.0,2804414000.0,4067017000.0,0.28,,152875000.0,152875000.0,68297000.0,359901000.0,129198000.0,-16720000.0,231982000.0,,1160342000,126503000,194800000,,3431891000.0,,63245000.0,152875000.0,-24504000.0,376452000.0,,3557529000.0,26330000.0,1262603000.0,-65750000.0,1200990000.0,228926000.0,-18330000.0,93675000.0,9751000.0,3924801000.0,489971000.0,298668000.0,783890000.0,591191000.0,0.0,582326000.0,1528691000.0,-11255000.0,249949000.0,0.29,523410000.0,249949000.0,63245000,63245000.0,,2230901000.0,0.0,,,,
2008-06-30,166624000.0,17890000.0,23610000.0,-126285000.0,436246000.0,-75786000.0,559770000.0,-1997476000.0,181897000.0,-21786000.0,377000.0,697569000.0,-107448000.0,62044000.0,1579000.0,,29036000.0,70503000.0,1492694000.0,,,168522000.0,-13742000.0,2799675000.0,4078692000.0,0.18,,45427000.0,45427000.0,56791000.0,359901000.0,152875000.0,18657000.0,281152000.0,,1105437000,115899000,172690000,,3428724000.0,,41467000.0,45427000.0,-43207000.0,382511000.0,,3490170000.0,26990000.0,1279017000.0,-65731000.0,1205105000.0,228664000.0,-22756000.0,-96518000.0,30044000.0,3900537000.0,486128000.0,302952000.0,722926000.0,607623000.0,0.0,578689000.0,1514029000.0,-84363000.0,266612000.0,0.18,527693000.0,266612000.0,41467000,41467000.0,,2223619000.0,0.0,,,,
2008-09-30,166682000.0,13521000.0,24915000.0,225953000.0,729297000.0,-64587000.0,567337000.0,-1969722000.0,172486000.0,-8877000.0,210000.0,674320000.0,90205000.0,-71481000.0,0.0,,70498000.0,195036000.0,1479567000.0,,,163738000.0,-136068000.0,2780724000.0,4431379000.0,0.54,,135632000.0,135632000.0,65674000.0,359901000.0,45427000.0,-43059000.0,317612000.0,,1489609000,228828000,294502000,,3779250000.0,,124538000.0,135632000.0,-64267000.0,501229000.0,,3449289000.0,6004000.0,1650655000.0,-65737000.0,1563492000.0,288670000.0,-14268000.0,-286269000.0,18572000.0,3959338000.0,516583000.0,614392000.0,988380000.0,613884000.0,0.0,570082000.0,1510831000.0,32809000.0,272401000.0,0.56,532441000.0,272401000.0,124538000,124538000.0,,2215758000.0,0.0,,,,
2008-12-31,,,25462000.0,-303273000.0,501504000.0,-71861000.0,151561000.0,-1978471000.0,3646000.0,-60053000.0,37614000.0,592530000.0,-98529000.0,270970000.0,0.0,,46296000.0,128451000.0,1458949000.0,,,110772000.0,199109000.0,2289774000.0,3634719000.0,,,37103000.0,37103000.0,58729000.0,359901000.0,135632000.0,-359908000.0,249454000.0,,1377380000,213469000,179199000,,3284775000.0,,82155000.0,37103000.0,-66226000.0,497526000.0,,3437420000.0,59793000.0,1344945000.0,-65731000.0,1270212000.0,,-5007000.0,156348000.0,-75492000.0,3975762000.0,519254000.0,455153000.0,879854000.0,318199000.0,-281019000.0,554677000.0,1505954000.0,70490000.0,284057000.0,,504963000.0,284057000.0,82155000,82155000.0,,2014563000.0,0.0,,,,
2009-03-31,227478000.0,,24770000.0,-190772000.0,374849000.0,-37468000.0,154774000.0,-1980916000.0,7697000.0,-12838000.0,0.0,572767000.0,33833000.0,277176000.0,0.0,-15220000.0,53144000.0,129038000.0,1447114000.0,125847000.0,,123559000.0,239708000.0,2299774000.0,3506544000.0,0.33,,70936000.0,70936000.0,46877000.0,359901000.0,37103000.0,-342454000.0,239634000.0,6601000.0,1236031000,165772000,200685000,,3119926000.0,-11041000.0,75894000.0,70936000.0,-52571000.0,440228000.0,,3428030000.0,10098000.0,1206770000.0,-58407000.0,1103346000.0,228284000.0,-9314000.0,130643000.0,8966000.0,3985927000.0,488863000.0,331031000.0,795803000.0,349105000.0,0.0,555024000.0,1505281000.0,6345000.0,274456000.0,0.33,503602000.0,274456000.0,75894000,75894000.0,-126813000.0,2016580000.0,0.0,,,,
2009-06-30,227566000.0,,22734000.0,-177769000.0,261929000.0,-36348000.0,163849000.0,-1959882000.0,26190000.0,-37904000.0,0.0,642505000.0,-42168000.0,169005000.0,0.0,0.0,22644000.0,93942000.0,1440530000.0,58489000.0,,125315000.0,132657000.0,2314498000.0,3493422000.0,0.31,,28768000.0,28768000.0,47181000.0,359901000.0,70936000.0,-301051000.0,279706000.0,13966000.0,1171183000,154580000,116676000,,3036242000.0,40072000.0,71298000.0,28768000.0,-33404000.0,453290000.0,,3400412000.0,26667000.0,1178924000.0,-65758000.0,1001939000.0,228489000.0,0.0,-18444000.0,29529000.0,3991467000.0,460304000.0,272542000.0,717893000.0,457180000.0,0.0,563622000.0,1504475000.0,-73238000.0,298710000.0,0.31,503638000.0,298710000.0,71298000,71298000.0,-115359000.0,2034303000.0,0.0,,,,
2009-09-30,228008000.0,,22302000.0,-67663000.0,243021000.0,-33065000.0,180368000.0,-1935216000.0,42721000.0,-8008000.0,0.0,559318000.0,90485000.0,189367000.0,243021000.0,0.0,95299000.0,257322000.0,1412818000.0,-295067000.0,,125345000.0,156302000.0,2310470000.0,3773107000.0,0.71,,119253000.0,119253000.0,44816000.0,359901000.0,28768000.0,-248128000.0,285231000.0,7510000.0,1484118000,287632000,279624000,,3135590000.0,5525000.0,162023000.0,119253000.0,-31219000.0,589098000.0,,3348034000.0,6485000.0,1462637000.0,-65918000.0,1108329000.0,229553000.0,0.0,-17356000.0,31630000.0,4087572000.0,546425000.0,567609000.0,895020000.0,637517000.0,0.0,567163000.0,1503435000.0,84787000.0,301466000.0,0.71,481105000.0,301466000.0,162023000,162023000.0,-19589000.0,2027261000.0,0.0,,,,
2009-12-31,,,21711000.0,-262717000.0,39313000.0,-38589000.0,183377000.0,-1838101000.0,0.0,-24125000.0,0.0,519712000.0,134352000.0,430201000.0,0.0,0.0,64050000.0,190829000.0,1404767000.0,157315000.0,,125520000.0,391612000.0,2289597000.0,3675031000.0,,,253605000.0,253605000.0,43537000.0,359901000.0,119253000.0,-202844000.0,287935000.0,6850000.0,1407336000,236481000,256077000,,2914692000.0,2672000.0,126779000.0,253605000.0,-33132000.0,570521000.0,,3242868000.0,17573000.0,1385434000.0,-65998000.0,910628000.0,,0.0,356241000.0,-110703000.0,4148353000.0,583380000.0,410390000.0,836815000.0,720459000.0,0.0,571580000.0,1502730000.0,56106000.0,334040000.0,,501334000.0,334040000.0,126779000,126779000.0,-204538000.0,2004064000.0,0.0,,,,
2010-03-31,227966000.0,,23749000.0,-95628000.0,55948000.0,-35549000.0,180619000.0,-1842224000.0,4640000.0,0.0,0.0,481854000.0,50181000.0,181186000.0,0.0,0.0,82191000.0,229585000.0,1394678000.0,-855000.0,,125327000.0,145637000.0,2285655000.0,3698687000.0,0.64,,303786000.0,303786000.0,47330000.0,359901000.0,253605000.0,-217082000.0,294223000.0,8996000.0,1407843000,253334000,253334000,,2909622000.0,6288000.0,147394000.0,303786000.0,-35377000.0,593980000.0,,3236902000.0,7703000.0,1413032000.0,-70906000.0,902295000.0,229551000.0,-64152000.0,-21760000.0,1836000.0,4224841000.0,466288000.0,411245000.0,813863000.0,789065000.0,0.0,577712000.0,1502183000.0,75658000.0,340646000.0,0.65,500504000.0,340646000.0,147394000,147394000.0,-1833000.0,2007327000.0,0.0,,,,
2010-06-30,227590000.0,,22780000.0,-99656000.0,41005000.0,-39306000.0,175289000.0,-1867067000.0,2055000.0,-85134000.0,11472000.0,603728000.0,-54716000.0,83662000.0,0.0,0.0,54921000.0,101644000.0,1378512000.0,90194000.0,,123062000.0,44356000.0,2204999000.0,3619987000.0,0.2,,249070000.0,249070000.0,45968000.0,359901000.0,303786000.0,-242446000.0,304993000.0,7932000.0,1233242000,209558000,124424000,,2887485000.0,10770000.0,46723000.0,249070000.0,-38722000.0,546538000.0,,3245579000.0,7021000.0,1414988000.0,-70806000.0,876009000.0,230324000.0,-69290000.0,-95624000.0,10628000.0,4200758000.0,530011000.0,321051000.0,686704000.0,732502000.0,0.0,517416000.0,1501335000.0,-130774000.0,336980000.0,0.21,508086000.0,336980000.0,46723000,46723000.0,-1989000.0,2011476000.0,0.0,,,,
2010-09-30,166900000.0,,22259000.0,-79963000.0,276907000.0,-48845000.0,176293000.0,-1846459000.0,1539000.0,2052000.0,-583000.0,594574000.0,-4123000.0,123351000.0,0.0,0.0,97220000.0,277389000.0,1378034000.0,-284690000.0,,123488000.0,74506000.0,2222131000.0,3886943000.0,0.78,,244947000.0,244947000.0,52438000.0,359901000.0,249070000.0,-240372000.0,350253000.0,7695000.0,1547115000,299648000,299648000,,3024006000.0,45260000.0,180169000.0,244947000.0,-47511000.0,655220000.0,,3224493000.0,2749000.0,1664812000.0,-70890000.0,1270090000.0,230491000.0,3000.0,-109292000.0,-10564000.0,4310037000.0,605644000.0,605741000.0,891895000.0,862937000.0,0.0,522489000.0,1250546000.0,-5146000.0,355572000.0,0.81,501831000.0,355572000.0,180169000,180169000.0,-10404000.0,1753916000.0,0.0,,,,
2010-12-31,,,28087000.0,204147000.0,285480000.0,-77787000.0,161212000.0,-1887061000.0,,-351000.0,-9504000.0,533622000.0,639695000.0,513224000.0,0.0,0.0,64733000.0,200246000.0,1437702000.0,215680000.0,,123080000.0,435437000.0,2267515000.0,4272732000.0,,,884642000.0,884642000.0,51380000.0,359901000.0,244947000.0,-215067000.0,410655000.0,7432000.0,1482809000,228243000,279713000,,3335131000.0,28116000.0,135513000.0,884642000.0,-77676000.0,619470000.0,,3324763000.0,4862000.0,2005217000.0,-60633000.0,1298845000.0,,-35660000.0,337306000.0,-20554000.0,4374718000.0,602710000.0,390061000.0,863339000.0,902316000.0,0.0,524134000.0,1541825000.0,46352000.0,391227000.0,,494461000.0,391227000.0,135513000,135513000.0,-57322000.0,2036286000.0,0.0,,,,
2011-03-31,227134000.0,,24477000.0,-204573000.0,285505000.0,-81605000.0,165622000.0,-1931011000.0,,-1838000.0,3818000.0,535520000.0,-132376000.0,159378000.0,0.0,-5750000.0,91957000.0,252072000.0,1443821000.0,-43458000.0,,122712000.0,77773000.0,2280634000.0,4235155000.0,0.7,,752266000.0,752266000.0,51054000.0,359901000.0,884642000.0,-205740000.0,381504000.0,9604000.0,1564223000,278387000,276549000,,3326171000.0,3135000.0,160115000.0,752266000.0,-87181000.0,656185000.0,,3374832000.0,11903000.0,1954521000.0,-76623000.0,1290932000.0,230194000.0,-192949000.0,-62123000.0,-272000.0,4458210000.0,547189000.0,433519000.0,908038000.0,908984000.0,0.0,527019000.0,1540924000.0,10302000.0,377798000.0,0.7,494315000.0,377798000.0,160115000,160115000.0,-1496000.0,2035239000.0,0.0,,,,
2011-06-30,226934000.0,,23351000.0,9056000.0,293929000.0,-98374000.0,163157000.0,-1965033000.0,,9952000.0,3299000.0,659224000.0,38031000.0,127314000.0,0.0,0.0,74984000.0,205003000.0,1493537000.0,136573000.0,,122057000.0,28940000.0,2320677000.0,4312753000.0,0.56,,790297000.0,790297000.0,51738000.0,359901000.0,752266000.0,-205822000.0,399841000.0,5585000.0,1325171000,218402000,218402000,,3267059000.0,18337000.0,130019000.0,790297000.0,-98339000.0,564320000.0,,3458570000.0,2286000.0,1992076000.0,-76066000.0,1221813000.0,230301000.0,0.0,-57815000.0,3361000.0,4512163000.0,527742000.0,296946000.0,760851000.0,1045694000.0,4119000.0,527724000.0,1541388000.0,-128504000.0,345918000.0,0.57,503858000.0,345918000.0,130019000,130019000.0,-1676000.0,2045246000.0,0.0,,,,
