date,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyBasicAverageShares,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue
2011-09-30,273600000.0,-7100000.0,238600000.0,-87100000.0,-106200000.0,154300000.0,154500000,700200000.0,71300000.0,1218200000.0,-23300000.0,531000000.0,71900000.0,504900000.0,16400000.0,1143100000.0,,877900000.0,,44100000.0,335100000.0,163200000.0,418800000.0,151500000.0,5505600000.0,154300000.0,3414600000.0,,,-39800000.0,207300000.0,207300000.0,0.67,15900000.0,336800000.0,97100000.0,3034700000.0,-36400000.0,231900000.0,413400000.0,-4000000.0,12700000.0,-160700000.0,858200000.0,1736100000,36500000.0,3137900000.0,262900000,-87300000.0,207300000.0,-11200000.0,7000000.0,1600000.0,-41100000.0,-300000.0,262900000,1417000000.0,0.65,-800000.0,226400000.0,595300000.0,3531200000.0,1617700000.0,236100000.0,,2091000000.0,595300000.0,2467000000.0,0.0,1504000000.0,-67200000.0,-1919700000.0,149200000.0,222000000.0,,,
2011-12-31,278600000.0,-28300000.0,144800000.0,-121200000.0,2976500000.0,88700000.0,88800000,6613200000.0,1305300000.0,2295400000.0,-63000000.0,563600000.0,41000000.0,1069600000.0,51000000.0,2095300000.0,,966500000.0,,1636300000.0,336100000.0,207300000.0,4275200000.0,23600000.0,18240800000.0,88700000.0,12844800000.0,,,-31900000.0,1843600000.0,1843600000.0,,36400000.0,1023000000.0,110700000.0,12499700000.0,-106200000.0,,815700000.0,38400000.0,13800000.0,-344900000.0,878800000.0,1845300000,81700000.0,4177100000.0,227200000,-1472600000.0,1843600000.0,-8100000.0,11900000.0,3300000.0,-40600000.0,-567500000.0,276900000,9333400000.0,,-1351300000.0,129800000.0,651600000.0,3559900000.0,3166300000.0,,,5396000000.0,651600000.0,5666700000.0,0.0,5855300000.0,-654600000.0,-1881700000.0,223500000.0,160700000.0,,,
2012-03-31,385700000.0,7100000.0,110500000.0,-128500000.0,-1469800000.0,49700000.0,44100000,4911000000.0,1241000000.0,2331600000.0,-41400000.0,808700000.0,35600000.0,1087400000.0,59500000.0,2049000000.0,,1614000000.0,,-1489600000.0,337500000.0,1843600000.0,4237800000.0,-18000000.0,16861700000.0,49700000.0,12901900000.0,,,30500000.0,354000000.0,354000000.0,0.17,86100000.0,1346900000.0,115500000.0,11056600000.0,-61900000.0,291500000.0,805100000.0,-83800000.0,-23900000.0,-249500000.0,1196900000.0,2810900000,136100000.0,4303800000.0,207200000,-137300000.0,354000000.0,18600000.0,20900000.0,2700000.0,-61200000.0,-85300000.0,165800000,7550000000.0,0.17,-11800000.0,79700000.0,989700000.0,3551300000.0,3506600000.0,297900000.0,,3959800000.0,989700000.0,5733200000.0,-1300000.0,5946800000.0,-1369900000.0,-1972200000.0,286200000.0,1474300000.0,,,
2012-06-30,309100000.0,17300000.0,100600000.0,-134000000.0,15700000.0,184500000.0,183400000,4879200000.0,,2285100000.0,-41600000.0,761200000.0,79200000.0,1071700000.0,401000000.0,2076900000.0,,1608900000.0,,-49100000.0,339700000.0,354000000.0,4140900000.0,-33400000.0,16465400000.0,184500000.0,12556900000.0,,,-103500000.0,304900000.0,304900000.0,0.63,63900000.0,1445300000.0,116300000.0,10763200000.0,-186400000.0,291900000.0,785100000.0,57700000.0,3400000.0,-473700000.0,1349800000.0,2958700000,58100000.0,4241900000.0,368100000,-143000000.0,304900000.0,-22900000.0,17400000.0,3700000.0,-59700000.0,-105600000.0,326500000,7312500000.0,0.62,-15600000.0,262600000.0,981700000.0,3677500000.0,3450700000.0,298200000.0,,3908500000.0,981700000.0,5621800000.0,0.0,5821800000.0,105200000.0,-1956800000.0,265500000.0,1439300000.0,,,
2012-09-30,318700000.0,600000.0,509700000.0,-149100000.0,-361700000.0,238000000.0,239300000,5386700000.0,1261600000.0,2334200000.0,-28000000.0,796500000.0,97700000.0,1103800000.0,68600000.0,2199000000.0,,1616400000.0,,19100000.0,340100000.0,304900000.0,4103300000.0,360600000.0,16722800000.0,238000000.0,12649900000.0,,,-101700000.0,324000000.0,324000000.0,0.81,64200000.0,631000000.0,116700000.0,10696600000.0,51100000.0,292700000.0,858600000.0,40700000.0,67200000.0,-353600000.0,1406900000.0,3023300000,73000000.0,4394200000.0,429200000,-134600000.0,324000000.0,-23100000.0,12400000.0,-9600000.0,-59600000.0,-2200000.0,401200000,7877900000.0,0.8,-15600000.0,337000000.0,977700000.0,3856900000.0,2818700000.0,298600000.0,,4072900000.0,977700000.0,5945400000.0,0.0,5893700000.0,-817800000.0,-2060000000.0,259800000.0,1494200000.0,,,
2012-12-31,306600000.0,15400000.0,482200000.0,-195900000.0,422200000.0,231400000.0,234500000,5736100000.0,1174200000.0,2409100000.0,-34700000.0,771000000.0,98800000.0,1088100000.0,19500000.0,2225100000.0,,1644200000.0,,833800000.0,342100000.0,324000000.0,4044100000.0,286300000.0,17572300000.0,231400000.0,12680300000.0,,,-15000000.0,1157800000.0,1157800000.0,0.79,64000000.0,805800000.0,366000000.0,11412200000.0,129300000.0,293800000.0,879700000.0,-17800000.0,32300000.0,-459700000.0,1401600000.0,3045800000,77400000.0,4488100000.0,430500000,-73000000.0,1157800000.0,25400000.0,15100000.0,75400000.0,-126300000.0,-16800000.0,430500000,8359500000.0,0.77,0.0,333300000.0,971100000.0,4020600000.0,3052700000.0,299900000.0,,4892000000.0,971100000.0,6077000000.0,17300000.0,5920500000.0,387600000.0,-2079000000.0,215800000.0,1402900000.0,,,
2013-03-31,346300000.0,12700000.0,186000000.0,-135500000.0,-293500000.0,159600000.0,161000000,5737100000.0,1190300000.0,2415500000.0,-49700000.0,828600000.0,39200000.0,1145300000.0,62600000.0,2182100000.0,,1564900000.0,,-333500000.0,343600000.0,1157800000.0,4022500000.0,50500000.0,17296200000.0,159600000.0,12692800000.0,,,30100000.0,824300000.0,824300000.0,0.54,65000000.0,497100000.0,185300000.0,11063700000.0,-177700000.0,295400000.0,845000000.0,-26900000.0,-38000000.0,-509200000.0,1307200000.0,2872100000,108100000.0,4510500000.0,311400000,-220800000.0,824300000.0,-54200000.0,21100000.0,-4600000.0,-4500000.0,-22200000.0,311400000,8379500000.0,0.53,-91200000.0,200200000.0,995800000.0,4112300000.0,2684200000.0,300900000.0,,4603400000.0,995800000.0,6161700000.0,5000000.0,5908500000.0,-1700000.0,-2095000000.0,250400000.0,1423200000.0,,,
2013-06-30,369700000.0,5300000.0,207000000.0,-145800000.0,851300000.0,213100000.0,215800000,6635300000.0,1569700000.0,2779100000.0,-73600000.0,935600000.0,70300000.0,1373300000.0,29000000.0,2436300000.0,,1828600000.0,,-449100000.0,344100000.0,824300000.0,4945000000.0,61200000.0,19654300000.0,213100000.0,14956100000.0,,,-25100000.0,375200000.0,375200000.0,0.71,68800000.0,872900000.0,204600000.0,12915600000.0,-197300000.0,301500000.0,912000000.0,-52400000.0,-20500000.0,-582000000.0,1509200000.0,3337800000,72900000.0,4920700000.0,425900000,-1507900000.0,375200000.0,-18400000.0,18600000.0,5700000.0,-67900000.0,-153500000.0,425900000,9670100000.0,0.69,-1360900000.0,286100000.0,1083300000.0,4255900000.0,3245500000.0,307400000.0,,4698200000.0,1083300000.0,6667500000.0,-2600000.0,6862300000.0,-234300000.0,-2141600000.0,309800000.0,1803200000.0,,,
2013-09-30,367600000.0,-1000000.0,536200000.0,-167800000.0,-363500000.0,308000000.0,307200000,6537300000.0,1574400000.0,2786100000.0,-27800000.0,985900000.0,101800000.0,1378100000.0,71700000.0,2488900000.0,,1882800000.0,,19200000.0,344600000.0,375200000.0,4851100000.0,368400000.0,19613600000.0,308000000.0,14817600000.0,,,-75300000.0,394400000.0,394400000.0,1.02,69200000.0,713200000.0,211900000.0,12767700000.0,33100000.0,301300000.0,926600000.0,-23400000.0,17800000.0,-700400000.0,1601200000.0,3484000000,68600000.0,4997200000.0,503800000,-158600000.0,394400000.0,-19700000.0,13900000.0,-8700000.0,-71200000.0,-52800000.0,503800000,9567100000.0,1.0,1900000.0,409000000.0,1097400000.0,4494700000.0,3200600000.0,307200000.0,,4796000000.0,1097400000.0,6776400000.0,0.0,6812800000.0,-101800000.0,-2211100000.0,338000000.0,1787400000.0,,,
2013-12-31,407900000.0,8500000.0,630600000.0,-213200000.0,-486900000.0,287100000.0,289600000,6043500000.0,1661300000.0,2882000000.0,-20200000.0,953800000.0,113400000.0,1321900000.0,19600000.0,2568000000.0,,1963800000.0,,-55200000.0,345100000.0,394400000.0,4785300000.0,417400000.0,19636500000.0,287100000.0,14938100000.0,,,-77100000.0,339200000.0,339200000.0,0.95,69800000.0,861000000.0,214400000.0,12227100000.0,145300000.0,301200000.0,1021900000.0,-27800000.0,91300000.0,-305200000.0,1595700000.0,3559500000,80900000.0,5152600000.0,490800000,-200400000.0,339200000.0,61800000.0,16000000.0,-15800000.0,-74500000.0,-79100000.0,490800000,8738400000.0,0.93,4200000.0,403000000.0,1104900000.0,4699000000.0,3488700000.0,307500000.0,,4698400000.0,1104900000.0,7344300000.0,100000.0,6862900000.0,-173400000.0,-2270600000.0,306300000.0,1899300000.0,,,
2014-03-31,413500000.0,-64700000.0,214400000.0,-150900000.0,-73100000.0,191000000.0,194500000,5946400000.0,1659700000.0,2889000000.0,-29600000.0,881800000.0,91300000.0,1367100000.0,61000000.0,2519600000.0,,1819200000.0,,-38900000.0,346400000.0,339200000.0,4701300000.0,63500000.0,19563400000.0,191000000.0,14860400000.0,,,38300000.0,300300000.0,300300000.0,0.64,67300000.0,1257600000.0,216800000.0,12290300000.0,-188800000.0,300600000.0,951200000.0,-8300000.0,-69600000.0,-373300000.0,1517400000.0,3336600000,89300000.0,5263200000.0,380500000,-174400000.0,300300000.0,-54800000.0,22800000.0,6400000.0,-85900000.0,-242600000.0,380500000,8635700000.0,0.62,-25300000.0,285800000.0,1136900000.0,4807200000.0,3654600000.0,306500000.0,,4703000000.0,1136900000.0,7210500000.0,1100000.0,6856600000.0,-101400000.0,-2374200000.0,345200000.0,1893400000.0,,,
2014-06-30,404000000.0,1700000.0,317500000.0,-186300000.0,-246800000.0,311400000.0,315000000,5539100000.0,1620800000.0,2938900000.0,6100000.0,836500000.0,131000000.0,1414300000.0,25300000.0,2637300000.0,,1909400000.0,,-113300000.0,346700000.0,300300000.0,4635900000.0,131200000.0,19613800000.0,311400000.0,14841700000.0,,,-117700000.0,187000000.0,187000000.0,1.04,68600000.0,1589700000.0,218600000.0,12153700000.0,-181700000.0,299600000.0,1004500000.0,-42300000.0,49600000.0,-350800000.0,1658800000.0,3568200000,43400000.0,5407300000.0,506100000,-184900000.0,187000000.0,-52400000.0,19900000.0,-7000000.0,-86400000.0,-94000000.0,506100000,8186800000.0,1.02,-9100000.0,446000000.0,1152700000.0,5036300000.0,3966900000.0,305200000.0,,4772100000.0,1152700000.0,7402900000.0,300000.0,6862900000.0,-155100000.0,-2468400000.0,366200000.0,1850300000.0,,,
2014-09-30,403300000.0,-5200000.0,613100000.0,-183400000.0,-393800000.0,364900000.0,369400000,4874000000.0,1583100000.0,2978500000.0,-7000000.0,855900000.0,138700000.0,1464400000.0,65300000.0,2694400000.0,,1970600000.0,,10800000.0,347200000.0,187000000.0,4583100000.0,429700000.0,19685800000.0,364900000.0,14814000000.0,,,-84100000.0,197800000.0,197800000.0,1.22,66100000.0,1922800000.0,218600000.0,11919500000.0,59300000.0,300000000.0,1047300000.0,-28500000.0,49500000.0,-377300000.0,1724300000.0,3694900000,81900000.0,5525300000.0,578400000,-205600000.0,197800000.0,-61500000.0,12400000.0,-13400000.0,-86600000.0,-4400000.0,578400000,7464500000.0,1.19,-36400000.0,508100000.0,1145900000.0,5318700000.0,4455000000.0,305700000.0,,4871800000.0,1145900000.0,7697900000.0,7300000.0,6849100000.0,-150800000.0,-2546800000.0,349100000.0,1805500000.0,,,
2014-12-31,371200000.0,13000000.0,670600000.0,-273300000.0,-357300000.0,335500000.0,343300000,4864000000.0,1415800000.0,3050600000.0,-38300000.0,869800000.0,115200000.0,1466900000.0,18900000.0,2626700000.0,,1979900000.0,,11800000.0,347700000.0,197800000.0,4456800000.0,397300000.0,19466700000.0,335500000.0,14595600000.0,,,-11900000.0,209600000.0,209600000.0,1.12,66000000.0,1705400000.0,218000000.0,12084600000.0,128400000.0,300100000.0,1162400000.0,-42400000.0,145200000.0,-951900000.0,1700900000.0,3680800000,88600000.0,5541400000.0,558800000,-283400000.0,209600000.0,-42100000.0,16000000.0,22100000.0,-85500000.0,-87600000.0,558800000,7698000000.0,1.1,-11800000.0,458500000.0,1142100000.0,5555100000.0,4386600000.0,305600000.0,,4871100000.0,1142100000.0,7315900000.0,-1800000.0,6717000000.0,-500500000.0,-2490800000.0,384700000.0,1645500000.0,,,
2015-03-31,359400000.0,15600000.0,112500000.0,-173600000.0,85900000.0,233400000.0,235400000,5408700000.0,1424500000.0,3115100000.0,-7800000.0,866700000.0,89800000.0,1503000000.0,57900000.0,2546900000.0,,1765300000.0,,28300000.0,348700000.0,209600000.0,4326700000.0,-61100000.0,19252000000.0,233400000.0,14330200000.0,,,-12400000.0,237900000.0,237900000.0,0.78,65200000.0,1797500000.0,217200000.0,12316000000.0,-352500000.0,298200000.0,950600000.0,3200000.0,-170000000.0,-1187400000.0,1532300000.0,3297600000,70500000.0,5686500000.0,395500000,-169000000.0,237900000.0,-83600000.0,25300000.0,-4700000.0,-99800000.0,-412600000.0,395500000,8195000000.0,0.77,-10800000.0,325200000.0,1136800000.0,5690400000.0,4121000000.0,303200000.0,,4921800000.0,1136800000.0,6871000000.0,9400000.0,6529000000.0,-375700000.0,-2571400000.0,461200000.0,1645500000.0,,,
2015-06-30,378400000.0,10900000.0,524100000.0,-168200000.0,-269900000.0,302000000.0,308800000,5124200000.0,1405400000.0,3123400000.0,-65600000.0,828900000.0,67800000.0,1462700000.0,23700000.0,2494800000.0,,1806500000.0,,72700000.0,349300000.0,237900000.0,4231000000.0,355900000.0,19217300000.0,302000000.0,14246200000.0,,,34600000.0,310600000.0,310600000.0,1.02,63500000.0,2185300000.0,218500000.0,12337800000.0,-38000000.0,296200000.0,961000000.0,-38100000.0,24300000.0,-1195100000.0,1582600000.0,3389100000,45800000.0,5790800000.0,503400000,-171000000.0,310600000.0,17600000.0,21800000.0,7100000.0,-102700000.0,-313700000.0,503400000,7891700000.0,1.0,-3900000.0,376600000.0,1079200000.0,5894700000.0,4446100000.0,301100000.0,,4971100000.0,1079200000.0,6811600000.0,0.0,6513400000.0,-4300000.0,-2667400000.0,538400000.0,1627900000.0,,,
2015-09-30,259000000.0,8900000.0,758600000.0,-234500000.0,-638800000.0,257800000.0,250100000,5753700000.0,1355800000.0,3212200000.0,-142700000.0,673500000.0,105300000.0,1439200000.0,65800000.0,2450000000.0,,1820000000.0,,-125800000.0,349500000.0,310600000.0,4172400000.0,524100000.0,18883300000.0,257800000.0,14240900000.0,,,-33800000.0,184800000.0,184800000.0,0.87,61600000.0,1009100000.0,211400000.0,12040700000.0,291700000.0,295200000.0,1034500000.0,-141300000.0,81800000.0,-1404600000.0,1626400000.0,3446400000,103600000.0,5969800000.0,555700000,-209100000.0,184800000.0,-11400000.0,13000000.0,-10100000.0,-99100000.0,-1500000.0,628400000,8484100000.0,0.86,-114800000.0,355400000.0,1070700000.0,6055000000.0,3556600000.0,300000000.0,,4642400000.0,1070700000.0,6783200000.0,35000000.0,6499200000.0,-504200000.0,-2757600000.0,44600000.0,143900000.0,,,
2015-12-31,365900000.0,9500000.0,604600000.0,-238900000.0,-328100000.0,208900000.0,222900000,4260200000.0,1281200000.0,3228300000.0,-198800000.0,948300000.0,37600000.0,1388200000.0,24200000.0,2390200000.0,,1831700000.0,,-92000000.0,350300000.0,184800000.0,4109200000.0,365700000.0,18641700000.0,208900000.0,14194200000.0,,6600000.0,-12400000.0,92800000.0,92800000.0,0.71,63400000.0,2205300000.0,212400000.0,11661300000.0,19400000.0,295800000.0,1049600000.0,-68300000.0,17800000.0,-1423300000.0,1580300000.0,3412000000,52200000.0,5955500000.0,521500000,-366700000.0,92800000.0,28800000.0,18100000.0,57700000.0,-99100000.0,-27300000.0,521500000,6896900000.0,0.69,-140600000.0,260500000.0,1058800000.0,6160300000.0,4764400000.0,300600000.0,,4447500000.0,1058800000.0,6909900000.0,1200000.0,6490800000.0,-150500000.0,-2727200000.0,326300000.0,1519600000.0,,,
2016-03-31,293200000.0,4400000.0,472500000.0,-148700000.0,-145400000.0,230800000.0,232000000,5082800000.0,1106400000.0,3227000000.0,-6300000.0,651700000.0,73400000.0,1386100000.0,74000000.0,2248800000.0,,1631400000.0,,175700000.0,351000000.0,92800000.0,4031100000.0,323800000.0,18341800000.0,230800000.0,14146900000.0,,,113300000.0,268500000.0,268500000.0,0.78,68900000.0,1756600000.0,212200000.0,11689700000.0,-19200000.0,294400000.0,986100000.0,41100000.0,-58200000.0,-1536100000.0,1466000000.0,3097400000,58500000.0,6055000000.0,377800000,-150900000.0,268500000.0,-1200000.0,29100000.0,-6200000.0,-108000000.0,-389900000.0,586500000,7530200000.0,0.77,-9500000.0,305400000.0,1088200000.0,6288300000.0,4159500000.0,298300000.0,,4194900000.0,1088200000.0,6581400000.0,0.0,6474900000.0,-125700000.0,-2828000000.0,32500000.0,228600000.0,,,
2016-06-30,253600000.0,11800000.0,402300000.0,-177200000.0,-331800000.0,258400000.0,263600000,5097000000.0,1023400000.0,3257300000.0,-26200000.0,711500000.0,83600000.0,1331700000.0,48300000.0,2318000000.0,,1785200000.0,,-101100000.0,351600000.0,268500000.0,3978300000.0,225100000.0,18224600000.0,258400000.0,14129200000.0,,,-50800000.0,167400000.0,167400000.0,0.88,71500000.0,1749900000.0,209100000.0,11555000000.0,98800000.0,292400000.0,977800000.0,-69900000.0,-21000000.0,-1492700000.0,1532000000.0,3317200000,86600000.0,6226800000.0,438700000,-173000000.0,167400000.0,41800000.0,24500000.0,-8200000.0,-109600000.0,-248000000.0,627800000,7316600000.0,0.87,100000.0,347200000.0,1093300000.0,6444600000.0,4238400000.0,296500000.0,,4095400000.0,1093300000.0,6600500000.0,0.0,6504400000.0,-4300000.0,-2969500000.0,33900000.0,227800000.0,,,
2016-09-30,348300000.0,19500000.0,616900000.0,-184900000.0,-346200000.0,374100000.0,379500000,5091400000.0,1030700000.0,3292900000.0,-3200000.0,704700000.0,129700000.0,1342400000.0,70300000.0,2349600000.0,,1737200000.0,,13200000.0,352300000.0,167400000.0,3914300000.0,432000000.0,18378800000.0,374100000.0,14206800000.0,,,-24700000.0,180600000.0,180600000.0,1.28,69000000.0,1571200000.0,216800000.0,11437000000.0,75200000.0,291600000.0,1022700000.0,-26500000.0,41600000.0,-1452300000.0,1648900000.0,3386100000,83300000.0,6366200000.0,577300000,-257900000.0,180600000.0,-6000000.0,14100000.0,-21800000.0,-106900000.0,-99900000.0,795000000,7263000000.0,1.27,-35300000.0,509200000.0,1071600000.0,6716700000.0,4174000000.0,295700000.0,,4172000000.0,1071600000.0,6869600000.0,-55900000.0,6515500000.0,-500000.0,-3073300000.0,41900000.0,226400000.0,,,
2016-12-31,344000000.0,-27600000.0,448000000.0,-246000000.0,-44800000.0,366300000.0,372000000,6145700000.0,970200000.0,3365000000.0,-3800000.0,642200000.0,116600000.0,1319400000.0,37300000.0,2341200000.0,,1745100000.0,,146800000.0,352600000.0,180600000.0,3817800000.0,202000000.0,18330200000.0,366300000.0,14050800000.0,,1300000.0,-36900000.0,327400000.0,327400000.0,,76000000.0,541300000.0,212600000.0,11359300000.0,-125800000.0,,983200000.0,-35300000.0,-17500000.0,-1712900000.0,1607000000.0,3352100000,87400000.0,6442600000.0,560700000,-247700000.0,327400000.0,-15800000.0,18000000.0,-10100000.0,-103000000.0,-1800000.0,777200000,8339900000.0,,-4800000.0,488600000.0,1046300000.0,6975000000.0,3019400000.0,,,4279400000.0,1046300000.0,6901100000.0,0.0,6383000000.0,-1439100000.0,-3077600000.0,41800000.0,204800000.0,,,
2017-03-31,457000000.0,-900000.0,425700000.0,-167500000.0,396400000.0,253500000.0,256800000,5841600000.0,1076200000.0,3424900000.0,-6200000.0,908000000.0,54000000.0,1428300000.0,73100000.0,2358000000.0,,1691500000.0,,-115300000.0,353500000.0,327400000.0,4086000000.0,258200000.0,19223000000.0,253500000.0,14915700000.0,,,76300000.0,212100000.0,212100000.0,0.87,66600000.0,1699400000.0,216000000.0,12344500000.0,-65500000.0,290600000.0,1039300000.0,3200000.0,12900000.0,-1636100000.0,1470100000.0,3161600000,95200000.0,6619600000.0,379500000,-941500000.0,212100000.0,-67500000.0,30900000.0,-1500000.0,-113200000.0,-374500000.0,379500000,8139200000.0,0.86,-826600000.0,310800000.0,1090600000.0,7123100000.0,4205300000.0,295000000.0,,4307300000.0,1090600000.0,6809400000.0,52100000.0,6947800000.0,-400000.0,-3194700000.0,308900000.0,207000000.0,,,
2017-06-30,428500000.0,-8200000.0,434000000.0,-210700000.0,-169500000.0,296600000.0,298100000,5909300000.0,1028700000.0,3497400000.0,-36800000.0,925800000.0,81300000.0,1469800000.0,48200000.0,2446800000.0,,1871600000.0,,48600000.0,354100000.0,212100000.0,4061600000.0,223300000.0,19523400000.0,296600000.0,14991300000.0,,,-60300000.0,260700000.0,260700000.0,1.03,63700000.0,1770600000.0,221200000.0,12534700000.0,-123500000.0,289800000.0,1123600000.0,-17300000.0,71100000.0,-1643900000.0,1591100000.0,3462700000,53000000.0,6786500000.0,475800000,-208600000.0,260700000.0,-28300000.0,26600000.0,34400000.0,-109700000.0,-126600000.0,475800000,8216300000.0,1.01,100000.0,379400000.0,1115300000.0,7312600000.0,4318400000.0,294100000.0,,4532100000.0,1115300000.0,6919700000.0,0.0,7003800000.0,-4900000.0,-3289100000.0,354800000.0,238200000.0,,,
2017-09-30,431000000.0,900000.0,585200000.0,-215800000.0,-427400000.0,392400000.0,395800000,6484500000.0,1030200000.0,3617200000.0,-4900000.0,1006200000.0,128900000.0,1509000000.0,70400000.0,2533200000.0,,1891300000.0,,-51600000.0,354200000.0,260700000.0,4039600000.0,369400000.0,19856700000.0,392400000.0,15242200000.0,,,-39500000.0,209100000.0,209100000.0,1.36,60700000.0,1073000000.0,228300000.0,12557500000.0,6800000.0,289000000.0,1115900000.0,24500000.0,-27000000.0,-1564300000.0,1672000000.0,3563300000,51700000.0,7022800000.0,584700000,-218000000.0,209100000.0,-21100000.0,14300000.0,300000.0,-107400000.0,-86600000.0,584700000,8800900000.0,1.34,-4700000.0,524700000.0,1087300000.0,7598000000.0,3756600000.0,293400000.0,,4614500000.0,1087300000.0,7222300000.0,900000.0,7154400000.0,-14800000.0,-3405600000.0,363200000.0,302500000.0,,,
2017-12-31,330300000.0,-16000000.0,646400000.0,-274600000.0,-322200000.0,565900000.0,571700000,6758300000.0,642800000.0,3707100000.0,51600000.0,658100000.0,-21800000.0,1445900000.0,50700000.0,2574100000.0,,1950700000.0,,2300000.0,354700000.0,209100000.0,4017600000.0,371800000.0,19962400000.0,565900000.0,15366000000.0,,,-68300000.0,211400000.0,211400000.0,1.96,83600000.0,564400000.0,227800000.0,12273700000.0,221900000.0,289100000.0,1177100000.0,-364900000.0,64100000.0,-1642300000.0,1700000000.0,3650700000,183600000.0,7136300000.0,576100000,-305100000.0,211400000.0,31400000.0,18700000.0,9400000.0,-118400000.0,-12600000.0,576100000,8841900000.0,1.93,-158000000.0,549900000.0,1123900000.0,8045400000.0,3431800000.0,293600000.0,,4596400000.0,1123900000.0,7618500000.0,0.0,7167100000.0,-778900000.0,-3429200000.0,53500000.0,415300000.0,,,
2018-03-31,492400000.0,-8600000.0,487200000.0,-203300000.0,-265000000.0,247300000.0,248200000,6397700000.0,652800000.0,3779900000.0,-6600000.0,1068900000.0,69100000.0,1541800000.0,78200000.0,2574300000.0,,2082100000.0,,-35900000.0,355500000.0,211400000.0,4012200000.0,283900000.0,20184300000.0,247300000.0,15587500000.0,,14100000.0,33900000.0,175500000.0,175500000.0,0.86,61000000.0,1017800000.0,231100000.0,12514400000.0,-21900000.0,288600000.0,1229100000.0,13300000.0,40400000.0,-1558300000.0,1388800000.0,3470900000,170000000.0,7328200000.0,380300000,-255800000.0,175500000.0,-77200000.0,33700000.0,-2800000.0,-123400000.0,-215100000.0,380300000,8531600000.0,0.84,-76500000.0,317300000.0,1008500000.0,8097000000.0,3982800000.0,292700000.0,88200000.0,4596800000.0,1008500000.0,7601000000.0,,7303000000.0,-300600000.0,-3548300000.0,305200000.0,453400000.0,,,
2018-06-30,484300000.0,-2300000.0,298500000.0,-209200000.0,-241500000.0,351300000.0,353600000,6343100000.0,688300000.0,3758700000.0,7500000.0,984900000.0,104300000.0,1557600000.0,51800000.0,2635400000.0,,2156100000.0,,-121300000.0,355900000.0,175500000.0,3909800000.0,89300000.0,19951600000.0,351300000.0,15343700000.0,,0.0,-122400000.0,54200000.0,54200000.0,1.22,60200000.0,874500000.0,234700000.0,12043100000.0,-343400000.0,288800000.0,1242100000.0,19300000.0,39400000.0,-1592700000.0,1533500000.0,3689600000,44600000.0,7370600000.0,506700000,-188600000.0,54200000.0,-41700000.0,28100000.0,8800000.0,-128900000.0,-700000.0,506700000,8419300000.0,1.2,-1600000.0,457900000.0,1026800000.0,8329900000.0,3623800000.0,293300000.0,87300000.0,4607900000.0,1026800000.0,7849500000.0,,7190900000.0,0.0,-3611900000.0,360700000.0,406900000.0,,,
