date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
2004-06-30,269642000,,36696000,28612000,-4239000.0,178503000.0,,17607000.0,,53024000.0,126102000.0,,472805000.0,,451005000.0,-8177000.0,92731000.0,-688000.0,12266000.0,885161000.0,-9286000.0,,,,586785000.0,,-339000.0,94623000.0,45348000.0,216618000.0,-6204000.0,,24412000.0,17607000.0,17607000,,33371000.0,0.0,21576000.0,,-3980000.0,,-1058000.0,155076000.0,2776000.0,-14631000.0,-313311000.0,17742000.0,11795000.0,24412000.0,,37990000.0,27992000.0,,10385000.0,159494000.0,19126000.0,0.0,56000.0,,261882000.0,712887000.0,34010000.0,,84646000.0,8084000.0,47383000.0,-5542000.0,159377000.0,69809000.0,178503000.0,,178503000.0,,,,
2004-09-30,281484000,,37740000,29241000,-7918000.0,168136000.0,35408000.0,18378000.0,,54017000.0,139574000.0,,474852000.0,,464767000.0,-8115000.0,105421000.0,382000.0,-12773000.0,895424000.0,-12227000.0,,,0.52,585846000.0,,-5356000.0,115764000.0,58447000.0,227467000.0,920000.0,,24776000.0,18378000.0,18378000,,34153000.0,0.0,22609000.0,,-2866000.0,,-442000.0,154093000.0,0.0,-16248000.0,-319652000.0,20906000.0,11544000.0,24776000.0,35355000.0,13801000.0,29426000.0,,11048000.0,155200000.0,-10367000.0,0.0,990000.0,,260653000.0,725420000.0,10935000.0,,84547000.0,8499000.0,46974000.0,-5544000.0,178503000.0,70836000.0,168136000.0,0.519035,168136000.0,,,,
2004-12-31,297349000,,42194000,33828000,-6604000.0,204670000.0,35144000.0,38119000.0,,59359000.0,137766000.0,,474813000.0,,485693000.0,-8763000.0,104070000.0,-1857000.0,16437000.0,924780000.0,-11077000.0,,,1.09,605545000.0,,405000.0,109001000.0,61642000.0,237990000.0,11295000.0,,25531000.0,38119000.0,38119000,,33696000.0,0.0,22003000.0,,-6717000.0,,26181000.0,142798000.0,728000.0,-17829000.0,-320463000.0,18851000.0,11693000.0,25531000.0,35084000.0,60971000.0,60842000.0,,22723000.0,154350000.0,36534000.0,0.0,1283000.0,,257618000.0,743311000.0,54254000.0,,84417000.0,8366000.0,42428000.0,-5548000.0,168136000.0,72260000.0,204670000.0,1.08,204670000.0,,,,
2005-03-31,276822000,,34448000,26220000,-3424000.0,118976000.0,34799000.0,16112000.0,,51300000.0,128304000.0,,475152000.0,,464183000.0,-8617000.0,95050000.0,558000.0,-10199000.0,932275000.0,-24544000.0,,63105000.0,0.46,589228000.0,,-1040000.0,107713000.0,48477000.0,225522000.0,-4367000.0,,25080000.0,16112000.0,16112000,,33254000.0,0.0,22340000.0,,-4655000.0,,-1621000.0,147166000.0,-1205000.0,-33656000.0,-324881000.0,18791000.0,10914000.0,25080000.0,34742000.0,16656000.0,25704000.0,,9592000.0,150271000.0,-20424000.0,0.0,710000.0,,253349000.0,717532000.0,12001000.0,,84287000.0,8228000.0,46573000.0,-5548000.0,204670000.0,72992000.0,182081000.0,0.46,118976000.0,,,,
2005-06-30,275811000,-8510000.0,38922000,30753000,-16215000.0,113265000.0,,20479000.0,,54787000.0,143552000.0,,486295000.0,,474405000.0,-8560000.0,103846000.0,1801000.0,-4597000.0,944194000.0,-8873000.0,,71315000.0,,587726000.0,,390000.0,100351000.0,52832000.0,221024000.0,-17200000.0,,24034000.0,20479000.0,20479000,,39706000.0,0.0,30492000.0,,-8445000.0,,-21000.0,164365000.0,0.0,-14734000.0,-332148000.0,18570000.0,9214000.0,24034000.0,,25249000.0,32049000.0,,11570000.0,154147000.0,-5711000.0,0.0,802000.0,,256873000.0,731278000.0,16804000.0,300000.0,84156000.0,8169000.0,51014000.0,-10905000.0,118976000.0,73801000.0,184580000.0,,113265000.0,,,,
2005-09-30,285915000,-10000000.0,35447000,27207000,-2213000.0,98758000.0,34287000.0,18046000.0,,53241000.0,156730000.0,,501361000.0,,481139000.0,-8557000.0,117894000.0,-2280000.0,-24949000.0,953682000.0,-8327000.0,,56975000.0,0.53,591424000.0,,-297000.0,121086000.0,67311000.0,232674000.0,-11404000.0,,26034000.0,18046000.0,18046000,,38836000.0,0.0,30562000.0,,-16734000.0,,-24000.0,175459000.0,0.0,-11528000.0,-335829000.0,17457000.0,8274000.0,26034000.0,34220000.0,-768000.0,28569000.0,,10523000.0,165532000.0,-14507000.0,0.0,2540000.0,,267015000.0,748154000.0,-17502000.0,24340000.0,84026000.0,8240000.0,50583000.0,-10902000.0,113265000.0,76335000.0,155733000.0,0.526322,98758000.0,,,,
2005-12-31,312577000,-14700000.0,42412000,34112000,-25710000.0,13089000.0,33861000.0,30230000.0,,59954000.0,146695000.0,,517759000.0,,392788000.0,-76165000.0,108785000.0,-958000.0,3638000.0,907748000.0,-22715000.0,,64965000.0,0.89,522918000.0,,-532000.0,121606000.0,59197000.0,252623000.0,11930000.0,,25842000.0,30230000.0,30230000,,37910000.0,0.0,30497000.0,,-18341000.0,,11357000.0,163529000.0,0.0,-100247000.0,-341685000.0,16855000.0,7413000.0,25842000.0,33838000.0,40292000.0,46732000.0,,16502000.0,176074000.0,-85669000.0,0.0,-207000.0,,276825000.0,669613000.0,21951000.0,6710000.0,83896000.0,8300000.0,49588000.0,-10907000.0,98758000.0,76483000.0,78054000.0,0.89,13089000.0,,,,
2006-03-31,282453000,-1650000.0,26020000,18115000,8649000.0,11435000.0,33236000.0,11774000.0,,42047000.0,139113000.0,,530569000.0,,351402000.0,-8594000.0,101275000.0,2788000.0,6733000.0,910928000.0,-28940000.0,,41090000.0,0.35,498644000.0,79219000.0,-34000.0,107023000.0,53141000.0,240406000.0,7156000.0,,23932000.0,11774000.0,11774000,,37838000.0,0.0,30856000.0,,-15513000.0,,-575000.0,156373000.0,0.0,-37068000.0,-346798000.0,18819000.0,6982000.0,23932000.0,33214000.0,26758000.0,18319000.0,,6545000.0,183771000.0,-1654000.0,0.0,1464000.0,,286355000.0,637757000.0,11245000.0,25525000.0,4546000.0,7905000.0,48134000.0,-10900000.0,13089000.0,77962000.0,52525000.0,0.35,11435000.0,,,,
2006-06-30,294315000,-5000000.0,42552000,34656000,-6121000.0,6050000.0,,22904000.0,,59161000.0,133600000.0,,537147000.0,,338783000.0,-8444000.0,103500000.0,-664000.0,649000.0,925388000.0,-24361000.0,,35765000.0,,494421000.0,79219000.0,-210000.0,108987000.0,55816000.0,235154000.0,-8121000.0,,24505000.0,22904000.0,22904000,,30100000.0,0.0,21734000.0,,-11377000.0,,-17000.0,161949000.0,0.0,-30006000.0,-349875000.0,18331000.0,8366000.0,24505000.0,,30733000.0,35181000.0,,12277000.0,187272000.0,-5385000.0,0.0,38000.0,,289238000.0,628021000.0,19356000.0,10325000.0,4416000.0,7896000.0,47684000.0,-5277000.0,11435000.0,78017000.0,41815000.0,,6050000.0,,,,
2006-09-30,289035000,,28924000,21371000,25416000.0,11750000.0,31936000.0,13781000.0,,46332000.0,141671000.0,-11000.0,546510000.0,,334618000.0,-8276000.0,111056000.0,-357000.0,-14781000.0,930893000.0,-17529000.0,,,0.43,484671000.0,79219000.0,-201000.0,123252000.0,59828000.0,242703000.0,-9886000.0,,24961000.0,13781000.0,13781000,,30615000.0,0.0,23822000.0,,-10252000.0,,-19000.0,171835000.0,-2201000.0,-25740000.0,-356248000.0,17958000.0,6793000.0,24961000.0,31919000.0,6031000.0,21730000.0,,7949000.0,190262000.0,5700000.0,0.0,2266000.0,,291724000.0,626342000.0,-4221000.0,35765000.0,4285000.0,7553000.0,51228000.0,-5284000.0,6050000.0,0.0,11750000.0,0.43,11750000.0,,,,
2006-12-31,316497000,,35239000,27412000,-13323000.0,10801000.0,31770000.0,17829000.0,,53747000.0,124688000.0,-10000.0,551056000.0,,310150000.0,-8532000.0,95940000.0,-393000.0,11034000.0,940191000.0,-10821000.0,,,0.56,482913000.0,79219000.0,-907000.0,119506000.0,51793000.0,262750000.0,20688000.0,,26335000.0,17829000.0,17829000,,28748000.0,0.0,22234000.0,,-13233000.0,13000.0,673000.0,151147000.0,-4320000.0,-23407000.0,-355444000.0,18465000.0,6514000.0,26335000.0,31735000.0,35786000.0,28259000.0,,10430000.0,195612000.0,-949000.0,0.0,266000.0,,297451000.0,607601000.0,22553000.0,0.0,4155000.0,7827000.0,44147000.0,-5817000.0,11750000.0,0.0,10801000.0,0.56,10801000.0,,,,
2007-03-31,286896000,,28149000,20398000,-7542000.0,7966000.0,31560000.0,13499000.0,,45720000.0,128219000.0,2403000.0,551833000.0,,299064000.0,-8513000.0,100028000.0,1181000.0,1229000.0,945176000.0,-13541000.0,,,0.43,474990000.0,79219000.0,-1728000.0,109326000.0,51230000.0,241176000.0,-5980000.0,,25322000.0,13499000.0,12403000,,28191000.0,0.0,22016000.0,,-15636000.0,0.0,-1005000.0,151482000.0,1706000.0,-19762000.0,-350315000.0,19384000.0,6175000.0,25322000.0,31531000.0,24465000.0,19662000.0,,7259000.0,201518000.0,-2835000.0,0.0,586000.0,,304145000.0,603209000.0,8829000.0,5000000.0,4024000.0,7751000.0,48798000.0,-5813000.0,10801000.0,0.0,7966000.0,0.43,7966000.0,,,,
2007-06-30,210966000,0.0,39768000,34133000,-37558000.0,8318000.0,,575000.0,,49882000.0,154188000.0,-2867000.0,512633000.0,,278911000.0,-8375000.0,141790000.0,-4638000.0,-334000.0,937376000.0,-23967000.0,,,,444309000.0,89590000.0,423000.0,92635000.0,50867000.0,161084000.0,-6167000.0,,15749000.0,575000.0,21130000,,12398000.0,0.0,10702000.0,42500000.0,-16702000.0,137000.0,-1076000.0,149717000.0,-5332000.0,10038000.0,-304202000.0,8454000.0,1696000.0,15749000.0,,27876000.0,33086000.0,,11956000.0,208431000.0,352000.0,0.0,397000.0,,319586000.0,598497000.0,11174000.0,0.0,13111000.0,5635000.0,48423000.0,-5167000.0,7966000.0,81665000.0,8318000.0,,8318000.0,,,,
2007-09-30,285570000,,33041000,25231000,-9082000.0,14505000.0,30420000.0,15570000.0,,49171000.0,200543000.0,,517890000.0,,307792000.0,-8165000.0,185538000.0,-1324000.0,-19164000.0,943606000.0,-23245000.0,,,0.51,427383000.0,89590000.0,-865000.0,114610000.0,50863000.0,236399000.0,-3521000.0,,23940000.0,15570000.0,15570000,,15005000.0,0.0,14847000.0,87500000.0,-8258000.0,958000.0,-136000.0,153221000.0,-948000.0,12642000.0,-308882000.0,8733000.0,158000.0,23940000.0,30412000.0,2623000.0,24299000.0,,8729000.0,209008000.0,6187000.0,0.0,,,320134000.0,627926000.0,-5635000.0,,12803000.0,7810000.0,47175000.0,-5121000.0,8318000.0,81708000.0,14505000.0,0.51,14505000.0,,,,
2007-12-31,305612000,,30726000,23509000,15042000.0,4464000.0,29860000.0,15998000.0,,47589000.0,152955000.0,,439048000.0,,254225000.0,-8324000.0,87922000.0,1933000.0,20038000.0,951280000.0,-26564000.0,,,0.54,409665000.0,89590000.0,-779000.0,93805000.0,44113000.0,258023000.0,13506000.0,47600000.0,24080000.0,15998000.0,15998000,,65033000.0,0.0,16606000.0,,-4172000.0,966000.0,2487000.0,128126000.0,-4001000.0,-78601000.0,-240630000.0,7964000.0,827000.0,24080000.0,29855000.0,53520000.0,25285000.0,,9287000.0,198418000.0,-10041000.0,0.0,,,308395000.0,562620000.0,49348000.0,,12423000.0,7217000.0,43809000.0,-4178000.0,14505000.0,81937000.0,4464000.0,0.54,4464000.0,,,,
2008-03-31,270276000,,20865000,13616000,-4197000.0,12252000.0,29128000.0,8626000.0,,36231000.0,183241000.0,,430919000.0,,263529000.0,-8114000.0,88775000.0,1653000.0,-1069000.0,951792000.0,-26950000.0,,,0.3,383672000.0,89590000.0,-489000.0,89831000.0,42312000.0,234045000.0,-2065000.0,77500000.0,22615000.0,8626000.0,8785000,,94466000.0,0.0,15774000.0,,-3573000.0,621000.0,0.0,130191000.0,655000.0,-4051000.0,-236928000.0,7671000.0,1192000.0,22615000.0,29115000.0,16036000.0,13285000.0,,4500000.0,193991000.0,7788000.0,0.0,458000.0,,303384000.0,566913000.0,12463000.0,,12132000.0,7249000.0,46463000.0,-4278000.0,4464000.0,82482000.0,12252000.0,0.3,12252000.0,,,,
2008-06-30,119457000,,16096000,14234000,25391000.0,19417000.0,,-2574000.0,,24350000.0,160960000.0,976000.0,379261000.0,,233674000.0,-7975000.0,88749000.0,2331000.0,-14663000.0,941244000.0,-12579000.0,,,,359218000.0,89840000.0,-118000.0,59409000.0,42785000.0,95107000.0,-15407000.0,55000000.0,10116000.0,-2574000.0,8086000,,72211000.0,0.0,17211000.0,,-829000.0,531000.0,-3604000.0,120303000.0,3690000.0,-39362000.0,-199688000.0,5250000.0,,10116000.0,,21138000.0,12799000.0,,4713000.0,179573000.0,7167000.0,0.0,2000.0,,286504000.0,520178000.0,20309000.0,,11841000.0,1862000.0,45964000.0,-5775000.0,12252000.0,82652000.0,19417000.0,,19417000.0,,,,
2008-09-30,263837000,,24964000,19408000,-4136000.0,15797000.0,28266000.0,11020000.0,,39669000.0,185538000.0,-424000.0,369532000.0,,254523000.0,-7906000.0,87109000.0,-1050000.0,-20618000.0,944358000.0,-10088000.0,,,0.39,352474000.0,89840000.0,-453000.0,81773000.0,40199000.0,224168000.0,-4755000.0,80000000.0,20261000.0,11020000.0,11020000,,98429000.0,0.0,15634000.0,,-3693000.0,491000.0,-1614000.0,125058000.0,-1095000.0,5911000.0,-192439000.0,5006000.0,2795000.0,20261000.0,28262000.0,-5395000.0,17378000.0,,6358000.0,177093000.0,-3620000.0,0.0,,,283489000.0,538012000.0,-9088000.0,,11550000.0,5556000.0,46910000.0,-5724000.0,19417000.0,82831000.0,15797000.0,0.39,15797000.0,,,,
2008-12-31,288242000,,41660000,36246000,-2314000.0,30340000.0,27959000.0,28452000.0,,58163000.0,140957000.0,396000.0,371358000.0,,225911000.0,-7971000.0,77292000.0,630000.0,35514000.0,964839000.0,-6806000.0,,,1.02,366402000.0,89840000.0,-511000.0,75064000.0,42983000.0,230079000.0,29199000.0,45000000.0,21917000.0,28452000.0,28452000,,63665000.0,0.0,15543000.0,,-3056000.0,910000.0,8704000.0,95859000.0,-1654000.0,-51431000.0,-195846000.0,4837000.0,3122000.0,21917000.0,27948000.0,68288000.0,44040000.0,,15588000.0,175512000.0,14543000.0,0.0,,,281448000.0,507359000.0,65232000.0,,11259000.0,5414000.0,34309000.0,-5672000.0,15797000.0,83032000.0,30340000.0,1.02,30340000.0,,,,
2009-03-31,246027000,,37944000,32487000,-1526000.0,19264000.0,27949000.0,21213000.0,,52642000.0,107996000.0,,372679000.0,,206377000.0,-7973000.0,72304000.0,3913000.0,1919000.0,978079000.0,0.0,,,0.76,376670000.0,89840000.0,-62000.0,,35961000.0,193385000.0,5142000.0,15000000.0,20155000.0,21213000.0,21213000,,35692000.0,0.0,17542000.0,,-2192000.0,64000.0,0.0,90717000.0,2749000.0,-39433000.0,-199498000.0,4299000.0,3150000.0,20155000.0,27933000.0,29883000.0,32488000.0,,11275000.0,173181000.0,-11076000.0,0.0,,,278289000.0,484666000.0,27691000.0,,10969000.0,5392000.0,36343000.0,-8914000.0,30340000.0,83302000.0,19264000.0,0.76,19264000.0,,,,
2009-06-30,253385000,,48631000,43113000,-2998000.0,38484000.0,,28401000.0,,65018000.0,95925000.0,,370063000.0,,222812000.0,-8004000.0,74579000.0,274000.0,6024000.0,998476000.0,0.0,,,,402556000.0,89840000.0,-612000.0,,33399000.0,188367000.0,-11806000.0,0.0,21905000.0,28401000.0,28401000,-15573000.0,21346000.0,0.0,16719000.0,,-2395000.0,23000.0,141000.0,102523000.0,0.0,-18170000.0,-199163000.0,4251000.0,4627000.0,21905000.0,,40388000.0,43100000.0,,14699000.0,170900000.0,19220000.0,0.0,,,275669000.0,498481000.0,37993000.0,,10678000.0,5508000.0,41180000.0,-9085000.0,19264000.0,88962000.0,38484000.0,,38484000.0,,,,
2009-09-30,254160000,,42434000,43239000,-2194000.0,52440000.0,28115000.0,28405000.0,,63707000.0,111143000.0,,371753000.0,,265191000.0,-8027000.0,89643000.0,-171000.0,-15849000.0,1018854000.0,0.0,,,1.01,426508000.0,89840000.0,-275000.0,,46969000.0,190453000.0,-8204000.0,,20468000.0,28405000.0,28405000,,21500000.0,0.0,16730000.0,,-1919000.0,0.0,-830000.0,110605000.0,2316000.0,-2726000.0,-203449000.0,104156000.0,21500000.0,20468000.0,28081000.0,18876000.0,42434000.0,,14029000.0,168304000.0,13956000.0,0.0,,,272460000.0,537651000.0,16957000.0,,10387000.0,5422000.0,42674000.0,-8789000.0,38484000.0,92240000.0,52440000.0,1.01,52440000.0,,,,
2009-12-31,304115000,,60088000,60377000,-2221000.0,91391000.0,28176000.0,39527000.0,,84777000.0,92309000.0,,364015000.0,,282402000.0,-8460000.0,70338000.0,1080000.0,4531000.0,1049921000.0,0.0,,,1.4,458946000.0,89840000.0,-445000.0,,32695000.0,219338000.0,28251000.0,,24400000.0,39527000.0,39527000,,21971000.0,0.0,16776000.0,,-1782000.0,0.0,-1216000.0,82296000.0,-2316000.0,-9133000.0,-199056000.0,103894000.0,21971000.0,24400000.0,28147000.0,50305000.0,60088000.0,,20561000.0,164959000.0,38951000.0,0.0,,,268853000.0,551255000.0,48523000.0,,10096000.0,5460000.0,37643000.0,-8715000.0,52440000.0,93537000.0,91391000.0,1.4,91391000.0,,,,
2010-03-31,250328000,,37502000,37595000,-4598000.0,95662000.0,28198000.0,24222000.0,,61923000.0,96334000.0,0.0,368717000.0,,302874000.0,-8472000.0,74987000.0,868000.0,-11503000.0,1065671000.0,0.0,,,0.86,475527000.0,89840000.0,-233000.0,,33553000.0,188405000.0,-15057000.0,,24328000.0,24222000.0,24222000,0.0,21347000.0,0.0,15676000.0,,-4387000.0,0.0,-87000.0,97353000.0,0.0,-8824000.0,-202932000.0,103202000.0,21347000.0,24328000.0,28173000.0,17693000.0,37502000.0,,13280000.0,165785000.0,4271000.0,0.0,,,268987000.0,571861000.0,13306000.0,,9805000.0,4784000.0,41434000.0,-8641000.0,91391000.0,94294000.0,95662000.0,0.86,95662000.0,,,,
2010-06-30,248005000,,39981000,35300000,-5087000.0,100890000.0,,22815000.0,,59925000.0,101545000.0,149000.0,371771000.0,,317399000.0,-8471000.0,77953000.0,1638000.0,-8753000.0,1080015000.0,-4398000.0,,,,484908000.0,89840000.0,-383000.0,,36049000.0,188080000.0,-24156000.0,,24625000.0,22815000.0,22815000,0.0,23592000.0,0.0,19138000.0,,-4745000.0,0.0,-133000.0,121509000.0,0.0,-10502000.0,-205674000.0,3603000.0,4454000.0,24625000.0,,20817000.0,35114000.0,,12299000.0,166097000.0,5228000.0,0.0,,,269054000.0,586453000.0,16072000.0,,9514000.0,4867000.0,41904000.0,-9797000.0,95662000.0,94885000.0,100890000.0,,100890000.0,,,,
2010-09-30,265051000,,34826000,34826000,-6290000.0,87430000.0,28037000.0,22767000.0,,58071000.0,109031000.0,0.0,378074000.0,,327429000.0,-8409000.0,84202000.0,1409000.0,-19994000.0,1094373000.0,-10732000.0,,,0.81,489210000.0,89840000.0,435000.0,,38969000.0,206980000.0,-9749000.0,,23245000.0,22767000.0,22767000,,24829000.0,0.0,18352000.0,,-6725000.0,,0.0,131258000.0,2708000.0,-16432000.0,-209272000.0,102010000.0,24829000.0,23245000.0,28014000.0,9262000.0,34842000.0,,12075000.0,168802000.0,-13460000.0,0.0,,,270812000.0,598241000.0,2537000.0,,9223000.0,4964000.0,45233000.0,-9720000.0,100890000.0,95484000.0,87430000.0,0.81,87430000.0,,,,
2010-12-31,316238000,,52108000,52108000,-7579000.0,119119000.0,27785000.0,34863000.0,,78244000.0,98039000.0,0.0,385234000.0,,322658000.0,-9158000.0,72650000.0,137000.0,26217000.0,1120078000.0,-15078000.0,,,1.25,500513000.0,89840000.0,-100000.0,,35461000.0,237994000.0,37537000.0,,26136000.0,34863000.0,34863000,,25389000.0,0.0,18603000.0,,-7498000.0,,961000.0,93721000.0,-2708000.0,-26939000.0,-212910000.0,103570000.0,25389000.0,26136000.0,27758000.0,66207000.0,53148000.0,,18285000.0,172324000.0,31689000.0,0.0,,,275894000.0,598552000.0,58709000.0,,8932000.0,4859000.0,37189000.0,-9643000.0,87430000.0,96083000.0,119119000.0,1.25,119119000.0,,,,
2011-03-31,252623000,,29474000,29474000,-12762000.0,107702000.0,27520000.0,19441000.0,,52534000.0,103583000.0,0.0,396650000.0,,317217000.0,-9073000.0,78338000.0,4097000.0,-3950000.0,1130446000.0,-13754000.0,,,0.71,497846000.0,89840000.0,-128000.0,,38362000.0,200089000.0,-10400000.0,,23060000.0,19441000.0,19441000,,25245000.0,0.0,16667000.0,,-12634000.0,,0.0,104121000.0,1350000.0,-21214000.0,-215576000.0,103138000.0,25245000.0,23060000.0,27494000.0,22559000.0,29528000.0,,10087000.0,181074000.0,-11417000.0,0.0,,,284212000.0,601429000.0,9925000.0,,8641000.0,,39976000.0,-9566000.0,119119000.0,96725000.0,107702000.0,0.71,107702000.0,,,,
2011-06-30,256034000,,49569000,30596000,-9127000.0,132266000.0,,29293000.0,,53580000.0,104550000.0,0.0,404624000.0,1490000.0,333196000.0,-9056000.0,76156000.0,5334000.0,10212000.0,1150683000.0,-3539000.0,,,,517539000.0,89840000.0,-641000.0,64332000.0,8473000.0,202454000.0,-7764000.0,,22984000.0,29293000.0,29293000,,28394000.0,0.0,13646000.0,,-8486000.0,,13541000.0,111885000.0,-2000000.0,-15735000.0,-219342000.0,5421000.0,14748000.0,22984000.0,,49426000.0,43988000.0,,14695000.0,185282000.0,24564000.0,0.0,,,288893000.0,622089000.0,40940000.0,,8350000.0,,42570000.0,-7043000.0,107702000.0,97197000.0,132266000.0,,132266000.0,,,,
2011-09-30,274516000,,32512000,32512000,-4672000.0,128264000.0,27314000.0,21258000.0,,55430000.0,111427000.0,,410700000.0,,343625000.0,-9008000.0,80713000.0,3704000.0,-11397000.0,1162933000.0,-7890000.0,,,0.78,522506000.0,89840000.0,-394000.0,85118000.0,35562000.0,219086000.0,1637000.0,,22918000.0,21258000.0,21258000,,30714000.0,0.0,13489000.0,,-4278000.0,,0.0,110248000.0,0.0,-16893000.0,-223700000.0,103308000.0,17225000.0,22918000.0,27290000.0,17563000.0,32508000.0,,11250000.0,187000000.0,-4002000.0,0.0,,,290308000.0,633933000.0,13285000.0,,8059000.0,,45151000.0,-6993000.0,132266000.0,0.0,128264000.0,0.78,128264000.0,,,,
2011-12-31,311786000,,43710000,43710000,-4899000.0,162381000.0,27240000.0,30373000.0,,69859000.0,105332000.0,,413983000.0,,359273000.0,-9812000.0,73140000.0,697000.0,12938000.0,1183494000.0,-301000.0,,,1.11,543403000.0,89840000.0,-97000.0,84851000.0,35944000.0,241927000.0,16945000.0,,26149000.0,30373000.0,30373000,,32192000.0,0.0,13816000.0,,-4802000.0,,2701000.0,93303000.0,0.0,-10040000.0,-228147000.0,103626000.0,18376000.0,26149000.0,27206000.0,49056000.0,46449000.0,,16076000.0,185836000.0,34117000.0,0.0,,,289462000.0,648735000.0,44254000.0,,7768000.0,,37196000.0,-6944000.0,128264000.0,0.0,162381000.0,1.11,162381000.0,,,,
2012-03-31,271098000,,27954000,27954000,-3135000.0,167960000.0,27251000.0,18222000.0,,53802000.0,113544000.0,,413470000.0,,378760000.0,-9821000.0,80849000.0,1954000.0,-6633000.0,1191895000.0,-124000.0,,,0.67,552530000.0,89840000.0,-422000.0,87189000.0,37360000.0,217296000.0,-6981000.0,,25848000.0,18222000.0,18222000,,32695000.0,0.0,13767000.0,,-3098000.0,,0.0,100284000.0,0.0,-9830000.0,-229453000.0,103297000.0,18928000.0,25848000.0,27216000.0,18544000.0,27993000.0,,9771000.0,184017000.0,5579000.0,0.0,,,287314000.0,666074000.0,15446000.0,,7515000.0,,43489000.0,-6893000.0,162381000.0,0.0,167960000.0,0.67,167960000.0,,,,
2012-06-30,273959000,,39111000,39111000,-3893000.0,191636000.0,,25955000.0,,61020000.0,118368000.0,,417288000.0,,391739000.0,-9823000.0,72671000.0,-1208000.0,4610000.0,1208027000.0,0.0,,,,564267000.0,89840000.0,-234000.0,74004000.0,31963000.0,212939000.0,-9420000.0,,21909000.0,25955000.0,25955000,,45697000.0,0.0,31627000.0,,-4169000.0,,0.0,109704000.0,0.0,-9715000.0,-233158000.0,106766000.0,14070000.0,21909000.0,,37284000.0,39081000.0,,13126000.0,184130000.0,23676000.0,0.0,,,290896000.0,682635000.0,33115000.0,,7267000.0,,40708000.0,-12162000.0,167960000.0,0.0,191636000.0,,191636000.0,,,,
2012-09-30,290976000,,40572000,40572000,-5735000.0,192676000.0,27264000.0,26662000.0,,65717000.0,136360000.0,871000.0,422049000.0,,426751000.0,-9825000.0,91515000.0,-1466000.0,-14657000.0,1224864000.0,0.0,871000.0,,0.98,581961000.0,89840000.0,-302000.0,96797000.0,46189000.0,225259000.0,-11026000.0,,25145000.0,26662000.0,26662000,,44845000.0,0.0,30857000.0,,-5434000.0,,0.0,120730000.0,242000.0,-9583000.0,-236830000.0,106351000.0,13988000.0,25145000.0,27229000.0,16358000.0,40586000.0,,13924000.0,185219000.0,1040000.0,0.0,,,291570000.0,718321000.0,10924000.0,,7031000.0,,45326000.0,-12058000.0,191636000.0,0.0,192676000.0,0.98,192676000.0,,,,
