date,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2006-06-30,104459000.0,104459000.0,,,387725000.0,,,123079000.0,143873000.0,459344000.0,0.94,121013000.0,2550000.0,-39132000.0,1091528000.0,1124000.0,,1794000.0,-656924000.0,658861000.0,1828625000.0,,-16554000.0,504767000.0,0.0,,459344000.0,13623693000.0,252618000.0,-49914000.0,-4045000.0,938718000.0,,3692367000.0,-10223000.0,243019000.0,-16499000.0,5150546000.0,19624000.0,,417159000,-7237000.0,,,-696056000.0,397535000,3358967000,,0.96,2788088000.0,-18970000.0,-990206000.0,10835605000.0,7239083000.0,-1013645000.0,54794000.0,0.0,6384610000.0,2961432000.0,3546716000.0,1157354000.0,,,104459000.0,397535000.0,29611000.0,10676352000.0,-9365000.0,377040000.0,,243852000,3537237000.0,243019000.0,258947000.0,9479000.0,,
2006-09-30,94633000.0,94633000.0,,,295514000.0,,,121017000.0,104064000.0,506522000.0,0.74,104459000.0,2546000.0,-24054000.0,1288146000.0,1372000.0,,877000.0,-213251000.0,246349000.0,1905467000.0,,-9826000.0,402107000.0,0.0,,506522000.0,13916223000.0,251287000.0,-19882000.0,-4131000.0,883223000.0,,3811157000.0,-10195000.0,190219000.0,-43816000.0,5314092000.0,20522000.0,,326649000,-32302000.0,108321000.0,,-237305000.0,306127000,3563959000,,0.76,2910046000.0,-27058000.0,-504901000.0,11006177000.0,7348749000.0,-243991000.0,84778000.0,0.0,6567474000.0,3257832000.0,3537592000.0,1237681000.0,,,94633000.0,306127000.0,6125000.0,10826766000.0,-10039000.0,377040000.0,,191450000,3537592000.0,190219000.0,257215000.0,,,
2006-12-31,551292000.0,551292000.0,,,-18055000.0,,,118954000.0,-9754000.0,43609000.0,,94633000.0,2553000.0,-20182000.0,814707000.0,3526000.0,,4025000.0,999183000.0,-558674000.0,2542489000.0,,456659000.0,66267000.0,,,43609000.0,13176874000.0,,-2799000.0,-2986000.0,576321000.0,,2861088000.0,-10190000.0,-8412000.0,16760000.0,5293107000.0,25166000.0,,117857000,60596000.0,278566000.0,,979001000.0,92691000,4388906000,,,3251247000.0,-130719000.0,737140000.0,9925627000.0,6599513000.0,1196029000.0,0.0,200478000.0,6577361000.0,4296215000.0,3738425000.0,1403793000.0,,,551292000.0,92691000.0,29983000.0,9374335000.0,-110168000.0,375677000.0,,-8301000,3537947000.0,-8412000.0,,,,
2007-03-31,116948000.0,116948000.0,,326441000.0,-142548000.0,,,116892000.0,-56876000.0,,-0.34,551292000.0,2560000.0,-16310000.0,286590000.0,2442000.0,,3447000.0,202135000.0,-542668000.0,1947232000.0,,-434344000.0,275355000.0,,,,12151020000.0,251919000.0,-4762000.0,-3835000.0,586115000.0,326441000.0,2143194000.0,-10240000.0,-85672000.0,-93675000.0,5161766000.0,21660000.0,,-119912000,-81683000.0,151286000.0,,185825000.0,-141572000,1871433000,,-0.34,2611227000.0,7644000.0,105739000.0,9539793000.0,5681497000.0,-184888000.0,0.0,0.0,6469523000.0,1686564000.0,3538303000.0,995134000.0,,,116948000.0,184869000.0,1899000.0,9422845000.0,-976000.0,375677000.0,,-85672000,3538303000.0,-85672000.0,251919000.0,,,
2007-06-30,74652000.0,74652000.0,,367947000.0,-806609000.0,,,114829000.0,-299058000.0,,-2.01,116948000.0,2559000.0,-16298000.0,506071000.0,3178000.0,,-33000.0,-194906000.0,152506000.0,1857382000.0,,-42296000.0,273100000.0,,,,11951648000.0,252093000.0,-351000.0,-3640000.0,609803000.0,367947000.0,2503947000.0,-10234000.0,-507551000.0,104000.0,4643698000.0,21613000.0,,-729845000,-13285000.0,710694000.0,,-211204000.0,-751458000,2021246000,,-2.01,2788097000.0,-268783000.0,-214334000.0,9163551000.0,5981481000.0,-334872000.0,0.0,0.0,5970167000.0,2404757000.0,3477534000.0,1114973000.0,,,74652000.0,-383511000.0,26939000.0,9088899000.0,-55151000.0,375677000.0,,-507551000,3477534000.0,-507551000.0,252093000.0,,,
2007-09-30,101786000.0,101786000.0,,674987000.0,-1093913000.0,,,112767000.0,-306042000.0,,-3.12,74652000.0,2559000.0,-21787000.0,311080000.0,260000.0,,-417000.0,317439000.0,-212607000.0,1844736000.0,,27134000.0,128040000.0,,,,10932454000.0,252264000.0,-112000.0,-4021000.0,560904000.0,674987000.0,2050642000.0,-10238000.0,-787871000.0,-77674000.0,3845504000.0,20836000.0,,-1021502000,-60638000.0,1144010000.0,,295652000.0,-1042338000,2471798000,,-3.12,2699777000.0,-261998000.0,151726000.0,8232677000.0,5743605000.0,219576000.0,0.0,215081000.0,5188849000.0,2839149000.0,3692963000.0,1050618000.0,,,101786000.0,-367351000.0,233000.0,8130891000.0,-51575000.0,40068000.0,,-787871000,3477882000.0,-787871000.0,252264000.0,,,
2007-12-31,1060311000.0,1060311000.0,,323933000.0,-453833000.0,,,110704000.0,439490000.0,20838000.0,,101786000.0,2571000.0,-15721000.0,440611000.0,1982000.0,,-2474000.0,893587000.0,115129000.0,1894779000.0,,958525000.0,126758000.0,,,20838000.0,10225703000.0,,-1020000.0,-4883000.0,418637000.0,323933000.0,2294560000.0,-10285000.0,-874661000.0,-50172000.0,2960001000.0,19743000.0,,-351770000,-61935000.0,477346000.0,,877866000.0,-371513000,2898617000,,,2137881000.0,596301000.0,593761000.0,8087822000.0,5905510000.0,922543000.0,0.0,132720000.0,4320193000.0,2946197000.0,3610950000.0,1308554000.0,,,1060311000.0,-47580000.0,17402000.0,7027511000.0,-82320000.0,5654000.0,,-893323000,3478230000.0,-874661000.0,,,,
2008-03-31,1071165000.0,1071165000.0,,196953000.0,-693056000.0,,,,3088000.0,19507000.0,-2.75,1060311000.0,2574000.0,-5263000.0,257139000.0,447000.0,,0.0,219851000.0,-200229000.0,1670699000.0,,10854000.0,108105000.0,,,19507000.0,9047124000.0,253166000.0,-3616000.0,-3436000.0,360571000.0,196953000.0,1810938000.0,-10295000.0,-696144000.0,-8755000.0,2251162000.0,19715000.0,,-677087000,-8067000.0,675935000.0,,214588000.0,-696802000,1448819000,,-2.75,1796112000.0,,219893000.0,7251012000.0,5422742000.0,111502000.0,0.0,133227000.0,3624382000.0,1948668000.0,3611804000.0,1085123000.0,,,1071165000.0,-499849000.0,1776000.0,6179847000.0,3746000.0,,,-696144000,3478577000.0,-696144000.0,253166000.0,,,
2008-06-30,988345000.0,988345000.0,,194612000.0,-215227000.0,,,,-56810000.0,333920000.0,-0.63,1071165000.0,2574000.0,-6181000.0,261505000.0,136000.0,,0.0,269493000.0,-319463000.0,1360835000.0,,-82820000.0,242825000.0,,,333920000.0,8579164000.0,253454000.0,0.0,-2387000.0,359338000.0,194612000.0,1943854000.0,-10263000.0,-158417000.0,-33779000.0,2082482000.0,19113000.0,,-194342000,-35327000.0,231104000.0,,263312000.0,-213455000,1625765000,,-0.63,1694755000.0,,238076000.0,6884409000.0,5109545000.0,238925000.0,0.0,0.0,3469619000.0,1644608000.0,3165691000.0,1080186000.0,,,988345000.0,-18843000.0,6021000.0,5726498000.0,-1772000.0,,,-158417000,3165691000.0,-158417000.0,253454000.0,,,
2008-09-30,1173892000.0,1173892000.0,,194092000.0,-294591000.0,,,,-14204000.0,17254000.0,-1.11,988345000.0,2575000.0,-3063000.0,192407000.0,1284000.0,,-6305000.0,280274000.0,-85822000.0,1498387000.0,,185547000.0,107489000.0,,,17254000.0,8183031000.0,253582000.0,-408000.0,-3018000.0,334568000.0,194092000.0,1673953000.0,-10293000.0,-280387000.0,-8501000.0,1791528000.0,18713000.0,,-273191000,-6160000.0,275713000.0,,277211000.0,-291904000,1564589000,,-1.11,1763845000.0,-78638000.0,346017000.0,6419186000.0,4999672000.0,217098000.0,15228000.0,159721000.0,3183359000.0,1662401000.0,3325719000.0,1039489000.0,,,1173892000.0,-97812000.0,-5712000.0,5230066000.0,-2687000.0,,,-280387000,3165998000.0,-280387000.0,253582000.0,,,
2008-12-31,1655264000.0,1655264000.0,,228993000.0,-479725000.0,,,102554000.0,-141560000.0,405352000.0,,1173892000.0,2582000.0,-4371000.0,237560000.0,2676000.0,,618000.0,450774000.0,37860000.0,751775000.0,-224500000.0,481372000.0,130615000.0,739000.0,,629852000.0,7708458000.0,,-1236000.0,-4099000.0,218135000.0,228993000.0,654188000.0,-10268000.0,-338165000.0,-4909000.0,1442425000.0,16439000.0,,-451186000,-5065000.0,377296000.0,,446403000.0,-467625000,1650285000,,,1259681000.0,248204000.0,132351000.0,6448777000.0,4872760000.0,547161000.0,0.0,1052267000.0,2835698000.0,1888917000.0,4218572000.0,67878000.0,115918000.0,,1655264000.0,-238632000.0,3377000.0,4201289000.0,-12100000.0,,,-338165000,3166305000.0,-338165000.0,,,,
2009-03-31,1745796000.0,1745796000.0,40889000.0,123407000.0,-512246000.0,,-171062000.0,,2572000.0,181387000.0,-2.02,1655264000.0,2586000.0,-19724000.0,66968000.0,464000.0,0.0,0.0,290754000.0,-172145000.0,798574000.0,,90532000.0,131853000.0,,,181387000.0,6814933000.0,254578000.0,-1547000.0,-4594000.0,165515000.0,123407000.0,1320534000.0,0.0,-514818000.0,-27502000.0,926887000.0,12978000.0,8485000.0,-499268000,-8324000.0,-153356000.0,,271030000.0,-461725000,587420000,,-2.02,1209275000.0,,372115000.0,5605658000.0,4487146000.0,53891000.0,5821000.0,0.0,2327787000.0,925738000.0,3166612000.0,915309000.0,,,1745796000.0,-338318000.0,0.0,3854041000.0,-50521000.0,,91754000.0,-514818000,3166612000.0,-514818000.0,254578000.0,,,
2009-06-30,1726635000.0,1636040000.0,57147000.0,122263000.0,-186929000.0,,-217176000.0,,2536000.0,159360000.0,-0.74,1745796000.0,2586000.0,-2596000.0,28351000.0,127000.0,436000.0,0.0,109196000.0,-217107000.0,658195000.0,,-109756000.0,57147000.0,,133203000.0,159360000.0,6402909000.0,254764000.0,-58000.0,-1892000.0,175087000.0,122263000.0,1221883000.0,0.0,-189465000.0,-4080000.0,737395000.0,11825000.0,8413000.0,678580000,-4786000.0,630233000.0,90595000.0,106600000.0,678580000,678580000,57147000.0,-0.74,912190000.0,,176311000.0,5490719000.0,4253403000.0,78865000.0,2755000.0,0.0,2149506000.0,766327000.0,3031520000.0,885242000.0,,,1636040000.0,-87747000.0,0.0,3677085000.0,20870000.0,,94635000.0,-189465000,2974373000.0,-189465000.0,254764000.0,,,
2009-09-30,1516623000.0,1516623000.0,,58502000.0,-358719000.0,,-1789933000.0,193823000.0,2668000.0,5724009000.0,-1.15,1636040000.0,3804000.0,-3138000.0,63590000.0,2014000.0,431000.0,0.0,-69439000.0,-1792769000.0,1045477000.0,,-119417000.0,93596000.0,13183000.0,285596000.0,5724009000.0,10282473000.0,254672000.0,-4850000.0,-474000.0,333467000.0,58502000.0,2689148000.0,0.0,-361387000.0,1743881000.0,374187000.0,14539000.0,18705000.0,732375000,-15341000.0,163994000.0,,-72577000.0,732375000,1091094000,,-0.950026,8692273000.0,0.0,42352000.0,1590200000.0,6969063000.0,-92227000.0,15124000.0,0.0,3309389000.0,300217000.0,4279915000.0,1912899000.0,,,1516623000.0,790877000.0,1748742000.0,5630816000.0,-93989000.0,1394965000.0,70614000.0,-361387000,4279915000.0,-361387000.0,312996000.0,,,
2009-12-31,1858234000.0,1858234000.0,,202074000.0,-917225000.0,,-49258000.0,188548000.0,-800328000.0,58645000.0,,1516623000.0,3807000.0,-13794000.0,18394000.0,2177000.0,917000.0,0.0,408342000.0,-48010000.0,879172000.0,,341611000.0,74057000.0,1495000.0,360921000.0,58645000.0,10051222000.0,,-929000.0,-2249000.0,278333000.0,202074000.0,2575250000.0,0.0,-116897000.0,-18488000.0,257145000.0,14904000.0,10740000.0,-901404000,-6693000.0,280501000.0,,394548000.0,-309608000,1730823000,,,3218101000.0,37587000.0,-374053000.0,6833121000.0,6856782000.0,356064000.0,2153000.0,0.0,3194440000.0,1838357000.0,4281532000.0,1843545000.0,,,1858234000.0,-107534000.0,0.0,4940358000.0,-607878000.0,895918000.0,73815000.0,-116897000,4281532000.0,-116897000.0,,,,
2010-03-31,2581652000.0,2581652000.0,,8144000.0,-14508000.0,,-130000.0,185273000.0,-2020000.0,60979000.0,-0.032644,1858234000.0,3825000.0,-3325000.0,58644000.0,8089000.0,482000.0,0.0,677558000.0,46512000.0,876293000.0,,723418000.0,462460000.0,3405000.0,381120000.0,60979000.0,9908984000.0,382547000.0,-1697000.0,-2147000.0,262724000.0,8144000.0,2429280000.0,,-12488000.0,-661000.0,244156000.0,12886000.0,8109000.0,1005850000,-1217000.0,7577000.0,,674233000.0,1005850000,1020358000,,-0.032644,2259061000.0,,661380000.0,7649923000.0,6712429000.0,-100455000.0,5037594000.0,0.0,3196555000.0,6364000.0,4283149000.0,1645452000.0,,,2581652000.0,1013994000.0,0.0,5022642000.0,8347000.0,895918000.0,70875000.0,-12488000,4283149000.0,-12488000.0,382547000.0,,,
2010-06-30,2746626000.0,2746626000.0,,157415000.0,-5726000.0,,-1334000.0,181998000.0,-82029000.0,54166000.0,0.199384,2581652000.0,3827000.0,-5373000.0,75402000.0,528000.0,1018000.0,0.0,172506000.0,15900000.0,684327000.0,,164974000.0,89606000.0,288000.0,298432000.0,54166000.0,9915496000.0,377747000.0,-52000.0,-2071000.0,275974000.0,157415000.0,2348944000.0,,76303000.0,-23426000.0,320443000.0,11470000.0,8376000.0,32879000,-18933000.0,28865000.0,,167133000.0,32879000,1305898000,,0.199384,2233282000.0,,49644000.0,7682214000.0,6633710000.0,119722000.0,23538000.0,0.0,3281786000.0,1115604000.0,4284766000.0,1609530000.0,,,2746626000.0,190294000.0,0.0,4883049000.0,-3716000.0,895464000.0,87135000.0,76303000,4284766000.0,76303000.0,380412000.0,,,
2010-09-30,2623282000.0,2623282000.0,,436217000.0,-1023837000.0,,-18345000.0,178723000.0,-28721000.0,55157000.0,-2.63,2746626000.0,3824000.0,-2949000.0,0.0,51000.0,50076000.0,0.0,-51467000.0,-76668000.0,655548000.0,,-123344000.0,78502000.0,10098000.0,318312000.0,55157000.0,9092636000.0,382384000.0,-1366000.0,-1998000.0,280135000.0,425643000.0,2509830000.0,,-995116000.0,4805000.0,-674767000.0,10574000.0,10995000.0,-963187000,-2516000.0,61777000.0,,-54416000.0,-336090000,1057764000,,-2.6024,1505795000.0,,200160000.0,7586841000.0,6796213000.0,-100271000.0,9843000.0,0.0,2296423000.0,957637000.0,4286383000.0,1832881000.0,,,2623282000.0,100127000.0,0.0,4920754000.0,-676587000.0,240541000.0,85219000.0,-995116000,4286383000.0,-995116000.0,382384000.0,,,
2010-12-31,1470625000.0,1470625000.0,51727000.0,150738000.0,-190475000.0,,-933235000.0,175448000.0,-25047000.0,59263000.0,,2623282000.0,3820000.0,-3532000.0,0.0,0.0,440000.0,0.0,-218341000.0,-934143000.0,317544000.0,,-1152657000.0,0.0,-1188000.0,294408000.0,,7699376000.0,,-908000.0,-1519000.0,226466000.0,150738000.0,2172541000.0,,-165428000.0,-173000.0,-840053000.0,10730000.0,4601000.0,-179305000,-224000.0,-92346000.0,,-221873000.0,-124448000,1185270000,,,1409572000.0,,-230076000.0,6289804000.0,5564209000.0,37823000.0,12765000.0,0.0,2135167000.0,1158980000.0,3391668000.0,1599940000.0,,,1470625000.0,26290000.0,4231000.0,4781813000.0,-67446000.0,240541000.0,46313000.0,-165428000,3391668000.0,-165428000.0,,,,
2011-03-31,1292949000.0,1292949000.0,,142446000.0,-45392000.0,,-13312000.0,172173000.0,-5866000.0,96690000.0,-0.1,1470625000.0,3828000.0,-6128000.0,,0.0,351000.0,0.0,-159016000.0,-14281000.0,532418000.0,,-177676000.0,66422000.0,255000.0,289605000.0,96690000.0,7516629000.0,379544000.0,-969000.0,-1561000.0,206067000.0,142446000.0,2035509000.0,,-39526000.0,-4379000.0,-879545000.0,8970000.0,5510000.0,-36071000,-1968000.0,1507000.0,,-165144000.0,-43677000,805202000,,-0.1,1310587000.0,,-134779000.0,6206042000.0,5416489000.0,-11245000.0,12473000.0,0.0,2100140000.0,706433000.0,3380980000.0,1473415000.0,,,1292949000.0,98769000.0,1021000.0,4767216000.0,-2801000.0,240541000.0,45470000.0,-39526000,3380980000.0,-39526000.0,379544000.0,,,
2011-06-30,1075223000.0,1075223000.0,,138380000.0,-53333000.0,,-55519000.0,168898000.0,2052000.0,128159000.0,-0.15,1292949000.0,3828000.0,-4720000.0,,0.0,317000.0,0.0,-61180000.0,-56506000.0,497369000.0,,-217726000.0,84570000.0,264000.0,292002000.0,128159000.0,7425605000.0,379781000.0,-987000.0,-1497000.0,218853000.0,138380000.0,2043615000.0,,-55385000.0,-100040000.0,-934955000.0,8003000.0,5895000.0,-53016000,-1216000.0,-87776000.0,,-65900000.0,-43686000,927212000,,-0.15,1303391000.0,,-29201000.0,6122214000.0,5375878000.0,-169719000.0,13634000.0,0.0,2049727000.0,832518000.0,3332263000.0,1448190000.0,,,1075223000.0,94694000.0,-101105000.0,4905123000.0,-10475000.0,240541000.0,41011000.0,-55385000,3332263000.0,-55385000.0,379781000.0,,,
2011-09-30,1142513000.0,1142513000.0,,121610000.0,-202500000.0,,480000.0,165623000.0,-73202000.0,134563000.0,-0.34,1075223000.0,3828000.0,-4314000.0,,0.0,322000.0,0.0,56466000.0,415000.0,475944000.0,,67290000.0,78435000.0,-70000.0,221128000.0,134563000.0,7228654000.0,380025000.0,-65000.0,-1433000.0,224956000.0,121610000.0,1969824000.0,,-129298000.0,10409000.0,-1064200000.0,7656000.0,3039000.0,-194522000,-565000.0,-123780000.0,,52152000.0,56190000,1141931000,,-0.34,1066648000.0,,-75895000.0,6162006000.0,5305187000.0,6733000.0,16529000.0,0.0,1923467000.0,964131000.0,3335363000.0,1445305000.0,,,1142513000.0,177800000.0,15087000.0,4889668000.0,-259490000.0,0.0,37184000.0,-129298000,3335363000.0,-129298000.0,380025000.0,,,
2011-12-31,1083071000.0,1083071000.0,46960000.0,89551000.0,-9075000.0,,-252725000.0,162348000.0,-22896000.0,53182000.0,,1142513000.0,3826000.0,-6076000.0,,0.0,323000.0,0.0,180952000.0,-253540000.0,291764000.0,,-72207000.0,0.0,-124000.0,203313000.0,,6885620000.0,,-815000.0,-1306000.0,196447000.0,117147000.0,1858661000.0,,13821000.0,381000.0,-1050145000.0,7469000.0,2015000.0,-1283000,-854000.0,216767000.0,,174876000.0,34533000,1262345000,,,1064221000.0,,126458000.0,5821399000.0,4947005000.0,229122000.0,0.0,0.0,1938615000.0,1138261000.0,3088344000.0,1411941000.0,,,1083071000.0,124084000.0,6329000.0,4636468000.0,-44636000.0,0.0,35988000.0,13821000,3088344000.0,13821000.0,,,,
2012-03-31,1211735000.0,1211735000.0,71580000.0,126589000.0,-13491000.0,,1920000.0,159073000.0,-1825000.0,162353000.0,-0.03,1083071000.0,3836000.0,-3758000.0,,,217000.0,0.0,114690000.0,1075000.0,404014000.0,,128664000.0,71580000.0,293000.0,215150000.0,162353000.0,6859443000.0,380502000.0,-845000.0,-1249000.0,170609000.0,123314000.0,1839669000.0,,-11666000.0,12899000.0,-1061928000.0,7393000.0,3719000.0,-5881000,-49000.0,-5667000.0,,110932000.0,-13125000,881036000,,-0.03,973423000.0,,107723000.0,5886020000.0,4930615000.0,45969000.0,0.0,0.0,1928828000.0,767572000.0,3090946000.0,1382330000.0,,,1211735000.0,113464000.0,11938000.0,4584416000.0,-1348000.0,,34146000.0,-11666000,3090946000.0,-11666000.0,380502000.0,,,
2012-06-30,1310478000.0,1310478000.0,117320000.0,124186000.0,39926000.0,,-1520000.0,155798000.0,-2510000.0,149828000.0,0.11,1211735000.0,3837000.0,-3239000.0,,,198000.0,0.0,96850000.0,-1583000.0,403226000.0,,98743000.0,117320000.0,3030000.0,212477000.0,149828000.0,6952825000.0,380655000.0,-63000.0,-1191000.0,214254000.0,124186000.0,1884230000.0,,42436000.0,3476000.0,-1019497000.0,7435000.0,5167000.0,40124000,-809000.0,46505000.0,,93611000.0,47902000,1069405000,,0.11,1003659000.0,,37035000.0,5949166000.0,4977778000.0,26253000.0,0.0,0.0,1975047000.0,897317000.0,3093548000.0,1340179000.0,,,1310478000.0,172088000.0,4342000.0,4551893000.0,-8942000.0,,31576000.0,42436000,3093548000.0,42436000.0,382203000.0,,,
2012-09-30,1563651000.0,1563651000.0,122144000.0,128466000.0,105906000.0,,,152523000.0,-10727000.0,129523000.0,0.3,1310478000.0,3862000.0,-3600000.0,,,201000.0,0.0,209692000.0,37486000.0,425128000.0,,253173000.0,0.0,-2587000.0,202280000.0,129523000.0,7140580000.0,381355000.0,-53000.0,-1133000.0,210332000.0,125191000.0,1915697000.0,,116633000.0,5995000.0,-902889000.0,7450000.0,5482000.0,113557000,-408000.0,-35584000.0,,206092000.0,108782000,1302591000,,0.31,1029628000.0,,71161000.0,6110952000.0,5018534000.0,88751000.0,0.0,0.0,2122046000.0,1065343000.0,3102837000.0,1380941000.0,,,1563651000.0,237248000.0,12512000.0,4470571000.0,-3894000.0,,30794000.0,116633000,3102837000.0,116633000.0,384570000.0,,,
2012-12-31,1723691000.0,1404760000.0,101183000.0,141766000.0,51213000.0,,,149248000.0,-7529000.0,31066000.0,0.15,1563651000.0,3866000.0,-3345000.0,,5377000.0,204000.0,138795000.0,338908000.0,-485135000.0,407675000.0,-190100000.0,-158891000.0,0.0,2293000.0,198865000.0,31066000.0,6734409000.0,383404000.0,0.0,-992000.0,178274000.0,141766000.0,1795202000.0,,58742000.0,-12664000.0,-844147000.0,7749000.0,8529000.0,51417000,-15190000.0,5102000.0,318931000.0,335563000.0,91591000,1566966000,101183000.0,0.15,633618000.0,,222101000.0,6100791000.0,4544793000.0,294250000.0,0.0,54057000.0,2189616000.0,1333609000.0,2749591000.0,1418063000.0,123268000.0,,1404760000.0,233357000.0,697000.0,4214046000.0,-41505000.0,,45629000.0,58742000,2648408000.0,58742000.0,389304000.0,,,
2013-03-31,1831128000.0,1592924000.0,126069000.0,129626000.0,82350000.0,-593000.0,-82377000.0,145973000.0,588000.0,38988000.0,0.21,1404760000.0,3875000.0,-5378000.0,,,207000.0,0.0,270620000.0,-81267000.0,408781000.0,,188164000.0,0.0,10000.0,196863000.0,38988000.0,6741141000.0,384228000.0,-6427000.0,-944000.0,176696000.0,129626000.0,1771197000.0,,81762000.0,-1189000.0,-766222000.0,7339000.0,7141000.0,89896000,-593000.0,2331000.0,238204000.0,265242000.0,87054000,1162756000,126069000.0,0.21,638486000.0,,170180000.0,6102655000.0,4465626000.0,99760000.0,92153000.0,0.0,2275515000.0,946076000.0,2694429000.0,1397638000.0,,-8795000.0,1592924000.0,216680000.0,4523000.0,4112797000.0,-5670000.0,,44744000.0,81762000,2568360000.0,81762000.0,390321000.0,,,
2013-06-30,1450263000.0,1212668000.0,167076000.0,153806000.0,38330000.0,-214000.0,-449502000.0,,1913000.0,33751000.0,0.09,1592924000.0,3884000.0,-5639000.0,,,166000.0,0.0,64445000.0,-438515000.0,441904000.0,,-380256000.0,0.0,-182000.0,200646000.0,33751000.0,6452271000.0,385389000.0,-20000.0,-796000.0,207750000.0,150531000.0,1815052000.0,,36417000.0,-6186000.0,-729819000.0,7745000.0,8624000.0,46241000,-214000.0,1946000.0,237595000.0,58806000.0,91053000,1279422000,167076000.0,0.09,662731000.0,,-18002000.0,5789540000.0,4124056000.0,-66840000.0,0.0,0.0,2328215000.0,1034563000.0,2309004000.0,1406656000.0,,76258000.0,1212668000.0,244859000.0,-283000.0,4183069000.0,-53669000.0,,44378000.0,36417000,2141928000.0,36417000.0,391180000.0,,,
2013-09-30,1646916000.0,1349994000.0,173665000.0,141912000.0,174722000.0,-250000.0,30962000.0,139423000.0,-2107162000.0,27612000.0,5.87,1212668000.0,3831000.0,-7337000.0,,,171000.0,-19317000.0,219885000.0,-71843000.0,440524000.0,,137326000.0,0.0,,196870000.0,27612000.0,8693722000.0,382883000.0,-83493000.0,-719000.0,214098000.0,138637000.0,1856617000.0,,2265727000.0,-10716000.0,1430633000.0,8050000.0,5805000.0,182943000,-250000.0,1666000.0,296922000.0,212548000.0,186852000,1582078000,173665000.0,5.92,2761321000.0,,26106000.0,5932401000.0,4202037000.0,56120000.0,0.0,0.0,4491685000.0,1253314000.0,2345420000.0,1445649000.0,,30144000.0,1349994000.0,328764000.0,-3129000.0,4150964000.0,-12995000.0,,45006000.0,2281884000,2171755000.0,2281884000.0,386103000.0,,,
2013-12-31,1868262000.0,1580329000.0,134858000.0,149705000.0,232420000.0,-620000.0,-12041000.0,136148000.0,12367000.0,24024000.0,0.57,1349994000.0,3813000.0,-10545000.0,,,168000.0,0.0,326186000.0,-67965000.0,460621000.0,-182000000.0,230335000.0,0.0,,206015000.0,24024000.0,8734143000.0,379879000.0,-37721000.0,-795000.0,202736000.0,149705000.0,1786501000.0,-19065000.0,220053000.0,-27886000.0,1593918000.0,8453000.0,8910000.0,232588000,-620000.0,3432000.0,287933000.0,315641000.0,232253000,1655339000,134858000.0,0.58,2752870000.0,12331000.0,70198000.0,5981273000.0,4085191000.0,176024000.0,0.0,24024000.0,4648952000.0,1273381000.0,2298690000.0,1377750000.0,137428000.0,-114984000.0,1580329000.0,381958000.0,-17528000.0,3978561000.0,-740000.0,,45323000.0,220053000,2163832000.0,220053000.0,383724000.0,,,
