date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2014-09-30,38718000000.0,2385000000.0,,-0.1,-1650000000.0,468000000.0,7315000000.0,805000000.0,9564000000.0,67085000000.0,-80000000.0,3613000000.0,-168000000.0,59770000000.0,392000000.0,48282000000.0,5150000000.0,0.0,-71000000.0,847000000.0,1297000000.0,-34000000,-14000000.0,,-148000000.0,4398000000.0,1458000000.0,,29354000000.0,7000000000.0,867000000.0,1088000000.0,-2525000000.0,-256000000.0,289000000.0,4730000000.0,6515000000.0,1248000000.0,-65000000.0,17234000000.0,,39000000.0,-200000000.0,0.0,,1088000000.0,1088000000.0,,-0.1,2828000000.0,347000000.0,1111000000.0,-310000000.0,6264000000.0,-14000000.0,1594000000.0,-481000000.0,64000000.0,8297000000,746000000.0,-2396000000.0,,430000000,-160000000.0,49819000000.0,73000000.0,-31000000.0,835000000.0,183000000.0,674000000,,,,,,,
2014-12-31,44555000000.0,1571000000.0,0.0,,-2526000000.0,483000000.0,8201000000.0,917000000.0,9501000000.0,72857000000.0,88000000.0,490000000.0,-161000000.0,64656000000.0,426000000.0,54056000000.0,5408000000.0,2278000000.0,208000000.0,,1798000000.0,316000000,159000000.0,,-32000000.0,4842000000.0,1148000000.0,,33423000000.0,6999000000.0,911000000.0,1261000000.0,-3737000000.0,-255000000.0,3203000000.0,1409000000.0,6515000000.0,1088000000.0,565000000.0,16786000000.0,,0.0,-523000000.0,567000000.0,-10974000000.0,1261000000.0,1261000000.0,,,2552000000.0,264000000.0,1166000000.0,-470000000.0,494000000.0,255000000.0,3221000000.0,-435000000.0,8000000.0,8797000000,656000000.0,-3182000000.0,64804000000.0,887000000,173000000.0,53830000000.0,5000000.0,249000000.0,,1181000000.0,1255000000,,,,,,,
2015-03-31,48547000000.0,980000000.0,,-0.46,-99000000.0,525000000.0,7769000000.0,991000000.0,9567000000.0,77465000000.0,-383000000.0,5740000000.0,-142000000.0,69696000000.0,474000000.0,58114000000.0,6120000000.0,0.0,340000000.0,854000000.0,1049000000.0,-221000000,-311000000.0,,-324000000.0,4948000000.0,1041000000.0,,35785000000.0,6880000000.0,980000000.0,1191000000.0,-1866000000.0,-312000000.0,325000000.0,5478000000.0,6515000000.0,1261000000.0,-506000000.0,17231000000.0,-106000000.0,-9000000.0,-376000000.0,0.0,,1191000000.0,1191000000.0,,-0.46,1752000000.0,251000000.0,1235000000.0,136000000.0,7332000000.0,-322000000.0,225000000.0,170000000.0,8000000.0,7929000000,1510000000.0,-1609000000.0,,69000000,-70000000.0,57861000000.0,-106000000.0,-285000000.0,841000000.0,158000000.0,219000000,,,,,,,
2015-06-30,48581000000.0,1293000000.0,,0.68,-666000000.0,75000000.0,7793000000.0,928000000.0,9517000000.0,77716000000.0,577000000.0,5120000000.0,-37000000.0,69923000000.0,485000000.0,58098000000.0,6154000000.0,0.0,-138000000.0,858000000.0,2047000000.0,423000000,647000000.0,,-173000000.0,5237000000.0,1202000000.0,,36309000000.0,6584000000.0,935000000.0,1209000000.0,-2025000000.0,-309000000.0,265000000.0,5314000000.0,6515000000.0,1191000000.0,655000000.0,17787000000.0,0.0,28000000.0,-19000000.0,0.0,,1209000000.0,1209000000.0,,0.67,2061000000.0,284000000.0,1259000000.0,94000000.0,7039000000.0,183000000.0,686000000.0,213000000.0,32000000.0,8631000000,1350000000.0,-2016000000.0,,1112000000,18000000.0,58538000000.0,20000000.0,232000000.0,846000000.0,152000000.0,1424000000,,,,,,,
2015-09-30,52639000000.0,418000000.0,,-0.72,-869000000.0,78000000.0,7631000000.0,1097000000.0,9455000000.0,81570000000.0,-609000000.0,6369000000.0,-132000000.0,73939000000.0,524000000.0,62094000000.0,6520000000.0,0.0,-171000000.0,859000000.0,1423000000.0,-737000000,-537000000.0,,-214000000.0,5615000000.0,1491000000.0,,38927000000.0,6897000000.0,1099000000.0,1024000000.0,-1746000000.0,-302000000.0,334000000.0,5048000000.0,6515000000.0,1209000000.0,-608000000.0,17990000000.0,0.0,160000000.0,-603000000.0,0.0,,1024000000.0,1024000000.0,,-0.72,1676000000.0,718000000.0,1296000000.0,-444000000.0,7299000000.0,98000000.0,605000000.0,1105000000.0,7000000.0,8320000000,905000000.0,-1774000000.0,,324000000,-185000000.0,61995000000.0,-4000000.0,129000000.0,849000000.0,146000000.0,634000000,,,,,,,
2015-12-31,53652000000.0,142000000.0,0.0,0.44,-1169000000.0,80000000.0,7597000000.0,1232000000.0,10814000000.0,84664000000.0,378000000.0,6056000000.0,-345000000.0,77067000000.0,541000000.0,64466000000.0,7008000000.0,49000000.0,460000000.0,860000000.0,2010000000.0,376000000,452000000.0,,44000000.0,5915000000.0,1111000000.0,,39540000000.0,6904000000.0,1213000000.0,1015000000.0,-2296000000.0,-315000000.0,324000000.0,5437000000.0,6515000000.0,1024000000.0,470000000.0,18898000000.0,0.0,24000000.0,-962000000.0,216000000.0,-13366000000.0,1015000000.0,1015000000.0,,0.44,2950000000.0,371000000.0,1348000000.0,-474000000.0,7399000000.0,48000000.0,1457000000.0,1632000000.0,10000000.0,8914000000,806000000.0,-1975000000.0,77800000000.0,797000000,-9000000.0,64434000000.0,28000000.0,94000000.0,853000000.0,141000000.0,1382000000,,,,,,,
2016-03-31,50101000000.0,754000000.0,,1.38,189000000.0,77000000.0,6910000000.0,1080000000.0,10696000000.0,82463000000.0,1213000000.0,5482000000.0,-133000000.0,75553000000.0,559000000.0,60797000000.0,6729000000.0,61000000.0,-206000000.0,882000000.0,2771000000.0,1347000000,1286000000.0,,502000000.0,5814000000.0,694000000.0,,36543000000.0,6024000000.0,1097000000.0,1735000000.0,-1852000000.0,-349000000.0,394000000.0,4474000000.0,6515000000.0,1015000000.0,1764000000.0,20676000000.0,-64000000.0,17000000.0,-1164000000.0,0.0,,1735000000.0,1735000000.0,,1.38,3632000000.0,412000000.0,1304000000.0,122000000.0,6515000000.0,374000000.0,751000000.0,366000000.0,2227000000.0,8795000000,1861000000.0,-1672000000.0,,1674000000,720000000.0,63251000000.0,147000000.0,417000000.0,876000000.0,155000000.0,2735000000,,,,,,,
2016-06-30,48994000000.0,83000000.0,,0.33,27000000.0,77000000.0,6809000000.0,1003000000.0,13588000000.0,83598000000.0,301000000.0,5749000000.0,-114000000.0,76789000000.0,555000000.0,62582000000.0,6697000000.0,77000000.0,344000000.0,925000000.0,1797000000.0,352000000,372000000.0,,-63000000.0,5834000000.0,1002000000.0,,34298000000.0,6142000000.0,1003000000.0,1257000000.0,-2080000000.0,-352000000.0,313000000.0,4533000000.0,6515000000.0,1735000000.0,362000000.0,20219000000.0,-485000000.0,-143000000.0,-423000000.0,0.0,,1257000000.0,1257000000.0,,0.33,6205000000.0,369000000.0,1556000000.0,87000000.0,6912000000.0,-26000000.0,230000000.0,254000000.0,6000000.0,7939000000,1370000000.0,-1343000000.0,,794000000,-478000000.0,64111000000.0,85000000.0,10000000.0,917000000.0,158000000.0,1286000000,,,,,,,
2016-09-30,50480000000.0,-746000000.0,,-0.11,-104000000.0,77000000.0,6787000000.0,1112000000.0,13023000000.0,83682000000.0,-103000000.0,5889000000.0,-129000000.0,76895000000.0,562000000.0,63503000000.0,6778000000.0,331000000.0,-217000000.0,922000000.0,1877000000.0,-237000000,-30000000.0,,-869000000.0,5700000000.0,1273000000.0,,35552000000.0,6611000000.0,1101000000.0,1036000000.0,-1268000000.0,-373000000.0,388000000.0,4384000000.0,6515000000.0,1257000000.0,-490000000.0,19740000000.0,-65000000.0,-55000000.0,-301000000.0,31000000.0,,1036000000.0,1036000000.0,,-0.11,5793000000.0,397000000.0,1541000000.0,-299000000.0,6672000000.0,-267000000.0,120000000.0,401000000.0,7000000.0,8488000000,922000000.0,-1026000000.0,,776000000,-221000000.0,63698000000.0,61000000.0,-253000000.0,922000000.0,170000000.0,469000000,,,,,,,
2016-12-31,50903000000.0,-716000000.0,0.0,0.39,-156000000.0,78000000.0,8410000000.0,1165000000.0,12966000000.0,85832000000.0,365000000.0,4981000000.0,-91000000.0,77422000000.0,564000000.0,63869000000.0,6836000000.0,368000000.0,-224000000.0,935000000.0,1870000000.0,847000000,441000000.0,,514000000.0,6036000000.0,1233000000.0,138000000.0,36494000000.0,7468000000.0,1157000000.0,2117000000.0,8000000.0,-369000000.0,333000000.0,4992000000.0,7255000000.0,1036000000.0,815000000.0,21386000000.0,-43000000.0,1356000000.0,-3145000000.0,66000000.0,-14611000000.0,2117000000.0,2117000000.0,,0.39,5074000000.0,412000000.0,1573000000.0,-272000000.0,7417000000.0,-38000000.0,1000000.0,1058000000.0,20000000.0,9338000000,1058000000.0,-1214000000.0,78895000000.0,713000000,1081000000.0,64284000000.0,-35000000.0,-32000000.0,927000000.0,142000000.0,1791000000,,,,,,,
2017-03-31,85701000000.0,-426000000.0,,0.54,-198000000.0,35300000000.0,9902000000.0,1541000000.0,15309000000.0,170529000000.0,638000000.0,7009000000.0,-2511000000.0,160627000000.0,672000000.0,101010000000.0,14460000000.0,243000000.0,-19000000.0,1187000000.0,2909000000.0,945000000,721000000.0,,271000000.0,14717000000.0,1205000000.0,,60736000000.0,8237000000.0,1551000000.0,1855000000.0,-3523000000.0,-437000000.0,628000000.0,6667000000.0,7255000000.0,2117000000.0,1143000000.0,59738000000.0,-39000000.0,891000000.0,-500000000.0,0.0,,1855000000.0,1855000000.0,,0.54,6012000000.0,486000000.0,3838000000.0,241000000.0,8526000000.0,161000000.0,1593000000.0,1438000000.0,4000000.0,11146000000,1677000000.0,-1875000000.0,,1358000000,-262000000.0,99518000000.0,98000000.0,198000000.0,1177000000.0,143000000.0,2301000000,,,,,,,
2017-06-30,87216000000.0,-465000000.0,,0.56,-265000000.0,34581000000.0,9147000000.0,1646000000.0,12890000000.0,169036000000.0,919000000.0,6939000000.0,-249000000.0,159889000000.0,868000000.0,100106000000.0,14321000000.0,237000000.0,342000000.0,1636000000.0,3330000000.0,1241000000,1000000000.0,,415000000.0,14484000000.0,1249000000.0,,62081000000.0,7786000000.0,1646000000.0,2028000000.0,-2368000000.0,-740000000.0,593000000.0,5770000000.0,7255000000.0,1855000000.0,1534000000.0,58679000000.0,0.0,146000000.0,-2694000000.0,0.0,,2028000000.0,2028000000.0,28000000.0,0.56,4584000000.0,565000000.0,4061000000.0,219000000.0,7670000000.0,255000000.0,531000000.0,408000000.0,5000000.0,11116000000,2033000000.0,-2298000000.0,,1684000000,173000000.0,99462000000.0,-81000000.0,293000000.0,1628000000.0,43000000.0,2967000000,,,,,,,
2017-09-30,86231000000.0,-651000000.0,,0.47,-618000000.0,32638000000.0,7793000000.0,1587000000.0,12214000000.0,163441000000.0,765000000.0,6644000000.0,-224000000.0,155648000000.0,848000000.0,98445000000.0,16319000000.0,360000000.0,-252000000.0,1642000000.0,3077000000.0,1015000000,847000000.0,,505000000.0,14435000000.0,1707000000.0,,61434000000.0,6150000000.0,1587000000.0,745000000.0,-2172000000.0,-732000000.0,573000000.0,5239000000.0,7255000000.0,1026000000.0,1342000000.0,57513000000.0,0.0,162000000.0,-3079000000.0,0.0,,745000000.0,745000000.0,23000000.0,0.47,4231000000.0,653000000.0,3009000000.0,-411000000.0,7375000000.0,309000000.0,403000000.0,-951000000.0,13000000.0,9227000000,1533000000.0,-2151000000.0,,1490000000,-281000000.0,96305000000.0,49000000.0,327000000.0,1635000000.0,35000000.0,2843000000,,,,,,,
2017-12-31,81737000000.0,-2468000000.0,,,-1199000000.0,34457000000.0,9215000000.0,1658000000.0,14624000000.0,162093000000.0,207000000.0,7510000000.0,-1206000000.0,152878000000.0,775000000.0,96361000000.0,16644000000.0,267000000.0,546000000.0,,3262000000.0,65000000,291000000.0,,-4202000000.0,9295000000.0,1528000000.0,,60865000000.0,9627000000.0,1658000000.0,480000000.0,-2939000000.0,-1171000000.0,634000000.0,5372000000.0,7747000000.0,745000000.0,-3450000000.0,58135000000.0,-9000000.0,70000000.0,-1870000000.0,0.0,-15102000000.0,480000000.0,480000000.0,746000000.0,,4315000000.0,1122000000.0,3267000000.0,-461000000.0,5292000000.0,-3602000000.0,1328000000.0,-973000000.0,1527000000.0,12889000000,1341000000.0,-2540000000.0,105813000000.0,1604000000,-265000000.0,90711000000.0,-16000000.0,-3515000000.0,,1170000000.0,-1553000000,,,,,,,
2018-03-31,83208000000.0,-1982000000.0,,0.26,1301000000.0,35168000000.0,7914000000.0,1641000000.0,12772000000.0,163494000000.0,445000000.0,8390000000.0,-209000000.0,155580000000.0,824000000.0,95980000000.0,17360000000.0,280000000.0,-328000000.0,1689000000.0,3581000000.0,510000000,534000000.0,,-847000000.0,9812000000.0,872000000.0,,61191000000.0,9145000000.0,1641000000.0,723000000.0,-2068000000.0,-851000000.0,592000000.0,6319000000.0,7747000000.0,587000000.0,437000000.0,61432000000.0,57000000.0,-23000000.0,-1461000000.0,,,610000000.0,610000000.0,,0.26,5156000000.0,656000000.0,3455000000.0,622000000.0,6991000000.0,-147000000.0,-1009000000.0,329000000.0,13000000.0,12726000000,3194000000.0,-1893000000.0,,1940000000,136000000.0,92521000000.0,78000000.0,-73000000.0,1685000000.0,33000000.0,1917000000,,,,,,,
2018-06-30,82891000000.0,-2649000000.0,,0.63,1569000000.0,35436000000.0,7984000000.0,1636000000.0,14313000000.0,165436000000.0,1071000000.0,8589000000.0,-383000000.0,157452000000.0,829000000.0,97204000000.0,16391000000.0,286000000.0,-209000000.0,1698000000.0,3217000000.0,1327000000,1160000000.0,,339000000.0,9929000000.0,1205000000.0,,59940000000.0,7528000000.0,1636000000.0,622000000.0,-1071000000.0,-816000000.0,696000000.0,6157000000.0,7747000000.0,723000000.0,1230000000.0,62132000000.0,1083000000.0,4000000.0,-2852000000.0,,,457000000.0,457000000.0,,0.63,5793000000.0,690000000.0,3556000000.0,978000000.0,7792000000.0,-181000000.0,-2390000000.0,1277000000.0,1000000.0,10745000000,3344000000.0,-1775000000.0,,1581000000,-101000000.0,94058000000.0,32000000.0,-97000000.0,1695000000.0,32000000.0,2749000000,,,,,,,
2018-09-30,82158000000.0,-3718000000.0,,-0.05,54000000.0,33477000000.0,7831000000.0,1652000000.0,13167000000.0,163223000000.0,-90000000.0,9090000000.0,-459000000.0,155392000000.0,799000000.0,95325000000.0,15983000000.0,,1005000000.0,1708000000.0,3529000000.0,213000000,4000000.0,,-621000000.0,10040000000.0,1362000000.0,,58707000000.0,7816000000.0,1652000000.0,726000000.0,67000000.0,-855000000.0,611000000.0,5743000000.0,7747000000.0,622000000.0,560000000.0,60787000000.0,,1830000000.0,-1802000000.0,,,643000000.0,643000000.0,,-0.05,4767000000.0,696000000.0,3273000000.0,-657000000.0,7789000000.0,277000000.0,-1412000000.0,570000000.0,3000000.0,11345000000,1461000000.0,-1407000000.0,,1877000000,104000000.0,90679000000.0,-9000000.0,347000000.0,1705000000.0,,2055000000,,,,,,,
2018-12-31,78615000000.0,-5538000000.0,,,232000000.0,34459000000.0,8572000000.0,1863000000.0,14855000000.0,166905000000.0,1089000000.0,8834000000.0,-261000000.0,158333000000.0,794000000.0,93470000000.0,16707000000.0,323000000.0,-354000000.0,,3404000000.0,1283000000,1184000000.0,,463000000.0,9454000000.0,1339000000.0,,60327000000.0,8158000000.0,1863000000.0,637000000.0,55000000.0,-1322000000.0,669000000.0,4790000000.0,7747000000.0,726000000.0,1343000000.0,69470000000.0,,2553000000.0,-586000000.0,,-17644000000.0,518000000.0,518000000.0,,,4283000000.0,792000000.0,2372000000.0,-28000000.0,4644000000.0,-97000000.0,-2692000000.0,2672000000.0,4000000.0,11562000000,2503000000.0,-2271000000.0,112184000000.0,1541000000,-89000000.0,94540000000.0,-9000000.0,60000000.0,,1261000000.0,2929000000,,,,,,,
2019-03-31,79464000000.0,-3640000000.0,,0.94,538000000.0,33895000000.0,8382000000.0,1625000000.0,13125000000.0,166508000000.0,1891000000.0,9044000000.0,-565000000.0,158126000000.0,840000000.0,92589000000.0,16902000000.0,356000000.0,-68000000.0,2019000000.0,4244000000.0,2023000000,1986000000.0,,673000000.0,9740000000.0,1047000000.0,,60680000000.0,8612000000.0,1625000000.0,757000000.0,-2148000000.0,-1576000000.0,573000000.0,6578000000.0,7747000000.0,637000000.0,2607000000.0,70305000000.0,,-84000000.0,-1789000000.0,,,702000000.0,702000000.0,,0.94,5191000000.0,685000000.0,2301000000.0,-667000000.0,7361000000.0,435000000.0,99000000.0,1449000000.0,18000000.0,12856000000,2176000000.0,-1638000000.0,,2619000000,120000000.0,93875000000.0,30000000.0,584000000.0,2016000000.0,,4132000000,-300000000.0,,,,,,
2019-06-30,78655000000.0,-3392000000.0,,0.86,1247000000.0,33342000000.0,8393000000.0,1695000000.0,13368000000.0,164828000000.0,1736000000.0,8871000000.0,-135000000.0,156435000000.0,842000000.0,92023000000.0,16531000000.0,389000000.0,-59000000.0,2021000000.0,3980000000.0,1830000000,1832000000.0,,618000000.0,9767000000.0,1284000000.0,,60017000000.0,9283000000.0,1695000000.0,767000000.0,-1309000000.0,-1591000000.0,626000000.0,6342000000.0,7747000000.0,757000000.0,2266000000.0,69354000000.0,,-56000000.0,-795000000.0,,,708000000.0,708000000.0,,0.86,5560000000.0,637000000.0,2215000000.0,-12000000.0,7182000000.0,374000000.0,-1157000000.0,124000000.0,0.0,13263000000,2494000000.0,-1247000000.0,,2285000000,10000000.0,93202000000.0,6000000.0,436000000.0,2018000000.0,,3745000000,0.0,,,,,,
2019-09-30,80417000000.0,-3932000000.0,,0.47,1556000000.0,33668000000.0,8055000000.0,1741000000.0,13548000000.0,166641000000.0,949000000.0,9433000000.0,-318000000.0,158586000000.0,844000000.0,93965000000.0,16831000000.0,413000000.0,-117000000.0,2020000000.0,3434000000.0,1060000000,1045000000.0,,266000000.0,10105000000.0,1261000000.0,,60879000000.0,8164000000.0,1741000000.0,872000000.0,-1572000000.0,-1600000000.0,566000000.0,5922000000.0,7747000000.0,767000000.0,1315000000.0,69287000000.0,,-92000000.0,-410000000.0,,,815000000.0,815000000.0,,0.47,5805000000.0,644000000.0,2216000000.0,228000000.0,7177000000.0,174000000.0,-1066000000.0,582000000.0,0.0,11598000000,2735000000.0,-1179000000.0,,1693000000,105000000.0,94379000000.0,15000000.0,255000000.0,2018000000.0,,2803000000,0.0,,,,,,
