date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyResearchAndDevelopment
2011-06-30,1772000000.0,275000000.0,184000000.0,-35000000.0,-32000000.0,114000000.0,11721000000.0,4374000000.0,2039000000.0,1595000000.0,808000000.0,0.21,990000000.0,-250000000.0,49000000.0,-20000000.0,832000000.0,-6046000000.0,-84000000.0,-92000000.0,237000000.0,1440000000.0,-444000000.0,,17767000000.0,,65000000.0,95000000.0,1049000000.0,82000000.0,-107000000.0,2154000000.0,27000000.0,780000000.0,,501000000,-61000000.0,0.21,5421000000.0,1125000000.0,-3000000.0,177000000.0,5318000000.0,5398000000.0,6425000000.0,2779000000.0,4136000000,-1779000000.0,265000000,13524000000.0,161000000,18945000000.0,11743000000.0,-13000000.0,161000000,161000000,787000000.0,0.0,838000000.0,7202000000.0,0.0,1595000000.0,971000000.0,-589000000.0,389000000.0,2099000000.0,1130000000.0,,2037000000.0,2263000000.0,394000000.0,55000000.0,89000000.0,2149000000.0,3242000000.0,,
2011-09-30,1859000000.0,-226000000.0,,0.0,-48000000.0,-86000000.0,11834000000.0,3656000000.0,1595000000.0,1016000000.0,808000000.0,-0.18,986000000.0,-276000000.0,47000000.0,11000000.0,487000000.0,-6149000000.0,79000000.0,-225000000.0,-217000000.0,1664000000.0,-579000000.0,,17983000000.0,,-161000000.0,-90000000.0,1083000000.0,78000000.0,-513000000.0,2058000000.0,,792000000.0,,12000000,-174000000.0,-0.18,4594000000.0,1146000000.0,-4000000.0,191000000.0,5320000000.0,5251000000.0,6080000000.0,2640000000.0,4311000000,-1525000000.0,247000000,13291000000.0,-140000000,17885000000.0,11400000000.0,-493000000.0,-140000000,-140000000,792000000.0,0.0,926000000.0,6485000000.0,0.0,1016000000.0,970000000.0,-137000000.0,369000000.0,2205000000.0,1193000000.0,,2106000000.0,1856000000.0,459000000.0,-427000000.0,,2058000000.0,3220000000.0,,
2011-12-31,1844000000.0,255000000.0,,0.0,-430000000.0,103000000.0,12127000000.0,3144000000.0,1016000000.0,829000000.0,808000000.0,,644000000.0,-420000000.0,47000000.0,,626000000.0,-6294000000.0,-33000000.0,-493000000.0,400000000.0,900000000.0,-187000000.0,-50000000.0,18421000000.0,,-182000000.0,90000000.0,1057000000.0,75000000.0,-224000000.0,0.0,,,,494000000,335000000.0,,4345000000.0,1145000000.0,0.0,192000000.0,4533000000.0,5395000000.0,6658000000.0,2315000000.0,4108000000,-574000000.0,184000000,13723000000.0,152000000,18068000000.0,11191000000.0,-20000000.0,152000000,152000000,,0.0,910000000.0,6877000000.0,0.0,829000000.0,970000000.0,-94000000.0,299000000.0,2080000000.0,886000000.0,,2028000000.0,2566000000.0,401000000.0,116000000.0,,1836000000.0,3107000000.0,,
2012-03-31,1832000000.0,159000000.0,147000000.0,,-431000000.0,61000000.0,12095000000.0,3784000000.0,829000000.0,1558000000.0,808000000.0,0.13,259000000.0,-127000000.0,35000000.0,-68000000.0,641000000.0,-6456000000.0,-1000000.0,-484000000.0,1225000000.0,736000000.0,729000000.0,-50000000.0,18551000000.0,,826000000.0,14000000.0,1208000000.0,72000000.0,-57000000.0,2556000000.0,,771000000.0,,395000000,187000000.0,0.13,5120000000.0,1141000000.0,-7000000.0,201000000.0,5047000000.0,5486000000.0,6682000000.0,2226000000.0,3991000000,-621000000.0,35000000,13706000000.0,98000000,18826000000.0,11729000000.0,1098000000.0,98000000,98000000,772000000.0,0.0,924000000.0,7097000000.0,0.0,1558000000.0,970000000.0,-12000000.0,367000000.0,2124000000.0,1024000000.0,,1867000000.0,2638000000.0,432000000.0,157000000.0,73000000.0,2556000000.0,3048000000.0,,
2012-06-30,1927000000.0,368000000.0,151000000.0,0.0,-38000000.0,140000000.0,12342000000.0,3256000000.0,1558000000.0,1083000000.0,808000000.0,0.3,257000000.0,-416000000.0,32000000.0,-37000000.0,513000000.0,-6600000000.0,-6000000.0,-264000000.0,145000000.0,680000000.0,-475000000.0,-225000000.0,18942000000.0,,-27000000.0,24000000.0,1153000000.0,69000000.0,-320000000.0,2561000000.0,12000000.0,757000000.0,,602000000,87000000.0,0.3,4691000000.0,1222000000.0,-7000000.0,202000000.0,5080000000.0,5692000000.0,6596000000.0,2173000000.0,4616000000,-634000000.0,471000000,13825000000.0,228000000,18516000000.0,11676000000.0,-271000000.0,228000000,228000000,764000000.0,0.0,945000000.0,6840000000.0,14000000.0,1083000000.0,970000000.0,-356000000.0,502000000.0,2218000000.0,1142000000.0,,2398000000.0,2563000000.0,446000000.0,-73000000.0,59000000.0,2528000000.0,3019000000.0,,
2012-09-30,1915000000.0,33000000.0,144000000.0,0.0,-48000000.0,17000000.0,12572000000.0,3235000000.0,1083000000.0,1168000000.0,808000000.0,0.02,265000000.0,-406000000.0,30000000.0,-2000000.0,619000000.0,-6722000000.0,-1000000.0,-102000000.0,463000000.0,776000000.0,85000000.0,-50000000.0,19294000000.0,,-268000000.0,82000000.0,1140000000.0,66000000.0,-125000000.0,2524000000.0,5000000.0,739000000.0,,280000000,297000000.0,0.02,4652000000.0,1189000000.0,-8000000.0,217000000.0,4969000000.0,5700000000.0,6842000000.0,2067000000.0,4309000000,-663000000.0,196000000,14161000000.0,16000000,18813000000.0,11811000000.0,57000000.0,16000000,16000000,740000000.0,0.0,1114000000.0,7002000000.0,17000000.0,1168000000.0,970000000.0,-276000000.0,430000000.0,2198000000.0,1040000000.0,,2111000000.0,2701000000.0,544000000.0,-135000000.0,42000000.0,2524000000.0,2961000000.0,,
2012-12-31,535000000.0,125000000.0,138000000.0,0.0,-61000000.0,47000000.0,12766000000.0,2970000000.0,1168000000.0,1113000000.0,808000000.0,,271000000.0,-399000000.0,30000000.0,74000000.0,633000000.0,-6731000000.0,33000000.0,-98000000.0,232000000.0,773000000.0,-55000000.0,-75000000.0,19497000000.0,,-148000000.0,131000000.0,1107000000.0,63000000.0,-119000000.0,50000000.0,5000000.0,,,379000000,-19000000.0,,4218000000.0,1197000000.0,0.0,224000000.0,4650000000.0,5768000000.0,6971000000.0,1857000000.0,4173000000,-563000000.0,105000000,14369000000.0,78000000,18587000000.0,11621000000.0,-167000000.0,78000000,78000000,,0.0,1124000000.0,6966000000.0,0.0,1113000000.0,970000000.0,-189000000.0,332000000.0,3533000000.0,1102000000.0,,640000000.0,2901000000.0,469000000.0,48000000.0,41000000.0,2170000000.0,2883000000.0,,
2013-03-31,501000000.0,94000000.0,132000000.0,,-164000000.0,35000000.0,13130000000.0,3135000000.0,1113000000.0,1338000000.0,808000000.0,0.08,280000000.0,-534000000.0,24000000.0,-97000000.0,583000000.0,-6861000000.0,-13000000.0,-286000000.0,983000000.0,787000000.0,225000000.0,-100000000.0,19991000000.0,,705000000.0,2000000.0,1250000000.0,60000000.0,-111000000.0,2877000000.0,6000000.0,725000000.0,,328000000,28000000.0,0.08,4514000000.0,1183000000.0,-15000000.0,210000000.0,5411000000.0,5818000000.0,6825000000.0,1797000000.0,4084000000,-725000000.0,83000000,14683000000.0,59000000,19197000000.0,12236000000.0,449000000.0,59000000,59000000,727000000.0,0.0,1153000000.0,6961000000.0,0.0,1338000000.0,970000000.0,-472000000.0,429000000.0,3500000000.0,1004000000.0,,584000000.0,2904000000.0,480000000.0,33000000.0,43000000.0,2877000000.0,2708000000.0,,
2013-06-30,519000000.0,363000000.0,127000000.0,,-52000000.0,139000000.0,13164000000.0,3393000000.0,1338000000.0,1489000000.0,808000000.0,0.31,263000000.0,-193000000.0,25000000.0,-51000000.0,384000000.0,-7059000000.0,-9000000.0,-327000000.0,778000000.0,793000000.0,151000000.0,-251000000.0,20223000000.0,,316000000.0,21000000.0,1232000000.0,57000000.0,-248000000.0,36000000.0,13000000.0,714000000.0,,601000000,-51000000.0,0.31,4864000000.0,1298000000.0,-28000000.0,213000000.0,5779000000.0,6015000000.0,6822000000.0,1904000000.0,4643000000,-900000000.0,459000000,14518000000.0,224000000,19382000000.0,12601000000.0,585000000.0,224000000,224000000,722000000.0,0.0,1211000000.0,6781000000.0,0.0,1489000000.0,970000000.0,-300000000.0,514000000.0,3665000000.0,1207000000.0,,978000000.0,2883000000.0,461000000.0,-73000000.0,41000000.0,3077000000.0,2671000000.0,,
2013-09-30,532000000.0,419000000.0,123000000.0,,-51000000.0,160000000.0,13203000000.0,3328000000.0,1489000000.0,1333000000.0,808000000.0,0.37,259000000.0,-268000000.0,31000000.0,73000000.0,418000000.0,-7235000000.0,-8000000.0,-225000000.0,428000000.0,805000000.0,-156000000.0,-150000000.0,20438000000.0,,-183000000.0,29000000.0,1134000000.0,54000000.0,-114000000.0,3000000.0,12000000.0,703000000.0,,671000000,160000000.0,0.37,4773000000.0,1271000000.0,-28000000.0,221000000.0,5546000000.0,6246000000.0,6805000000.0,1995000000.0,4545000000,-896000000.0,418000000,14591000000.0,259000000,19364000000.0,12351000000.0,160000000.0,259000000,259000000,711000000.0,0.0,1198000000.0,7013000000.0,0.0,1333000000.0,970000000.0,-359000000.0,463000000.0,3595000000.0,1172000000.0,,950000000.0,2937000000.0,521000000.0,31000000.0,44000000.0,2981000000.0,2616000000.0,,
2013-12-31,572000000.0,334000000.0,166000000.0,,-46000000.0,122000000.0,13389000000.0,3152000000.0,1333000000.0,1355000000.0,808000000.0,,629000000.0,-451000000.0,26000000.0,57000000.0,530000000.0,-7431000000.0,-7000000.0,-27000000.0,302000000.0,812000000.0,22000000.0,-40000000.0,20820000000.0,,-160000000.0,-2000000.0,1247000000.0,65000000.0,-3000000.0,12000000.0,66000000.0,,,583000000,10000000.0,,4456000000.0,1284000000.0,0.0,223000000.0,5676000000.0,6431000000.0,6333000000.0,1797000000.0,4428000000,-614000000.0,405000000,14889000000.0,212000000,19345000000.0,12009000000.0,-149000000.0,212000000,212000000,,0.0,1208000000.0,7336000000.0,0.0,1355000000.0,970000000.0,-253000000.0,419000000.0,3451000000.0,1229000000.0,,977000000.0,2934000000.0,467000000.0,-46000000.0,44000000.0,2571000000.0,2191000000.0,,
2014-03-31,526000000.0,244000000.0,372000000.0,,-46000000.0,92000000.0,13420000000.0,3498000000.0,1355000000.0,1741000000.0,808000000.0,0.22,642000000.0,-407000000.0,26000000.0,-72000000.0,772000000.0,-7643000000.0,-7000000.0,-375000000.0,1119000000.0,819000000.0,386000000.0,-315000000.0,21063000000.0,,720000000.0,92000000.0,1299000000.0,62000000.0,-12000000.0,3332000000.0,49000000.0,698000000.0,,491000000,-6000000.0,0.22,4814000000.0,1275000000.0,-56000000.0,221000000.0,6441000000.0,6555000000.0,6345000000.0,1757000000.0,4166000000,-770000000.0,233000000,15162000000.0,152000000,19976000000.0,12786000000.0,712000000.0,152000000,152000000,707000000.0,0.0,1176000000.0,7190000000.0,0.0,1741000000.0,970000000.0,-358000000.0,457000000.0,3407000000.0,1168000000.0,,759000000.0,2997000000.0,438000000.0,35000000.0,37000000.0,3332000000.0,2172000000.0,,
2014-06-30,533000000.0,746000000.0,369000000.0,,-73000000.0,281000000.0,13727000000.0,3994000000.0,1741000000.0,1882000000.0,808000000.0,0.67,605000000.0,-500000000.0,28000000.0,10000000.0,877000000.0,-7860000000.0,-10000000.0,-340000000.0,1338000000.0,803000000.0,141000000.0,-240000000.0,21587000000.0,313000000.0,274000000.0,281000000.0,1292000000.0,59000000.0,111000000.0,3485000000.0,25000000.0,690000000.0,,1002000000,97000000.0,0.67,5317000000.0,1406000000.0,-42000000.0,228000000.0,7027000000.0,6979000000.0,6348000000.0,2112000000.0,5011000000,-1159000000.0,813000000,15574000000.0,465000000,20891000000.0,13375000000.0,838000000.0,465000000,465000000,698000000.0,0.0,1178000000.0,7516000000.0,-1000000.0,1882000000.0,970000000.0,-857000000.0,447000000.0,3665000000.0,1645000000.0,,1346000000.0,3017000000.0,435000000.0,-41000000.0,39000000.0,3485000000.0,2153000000.0,,
2014-09-30,568000000.0,525000000.0,366000000.0,,-48000000.0,196000000.0,13965000000.0,3560000000.0,1882000000.0,1832000000.0,808000000.0,0.48,607000000.0,-433000000.0,25000000.0,-22000000.0,702000000.0,-8091000000.0,20000000.0,-246000000.0,240000000.0,805000000.0,-50000000.0,-200000000.0,22056000000.0,,-658000000.0,392000000.0,1185000000.0,57000000.0,-92000000.0,31000000.0,23000000.0,683000000.0,,788000000,-124000000.0,0.48,4902000000.0,1363000000.0,-41000000.0,238000000.0,6446000000.0,7266000000.0,6664000000.0,1728000000.0,4800000000,-415000000.0,637000000,15637000000.0,329000000,20539000000.0,13110000000.0,-193000000.0,329000000,329000000,691000000.0,0.0,1179000000.0,7429000000.0,-1000000.0,1832000000.0,970000000.0,-44000000.0,468000000.0,3595000000.0,1277000000.0,,1205000000.0,3360000000.0,429000000.0,-89000000.0,36000000.0,3377000000.0,2125000000.0,,
2014-12-31,577000000.0,302000000.0,363000000.0,,-394000000.0,112000000.0,14292000000.0,2988000000.0,1832000000.0,1282000000.0,808000000.0,,258000000.0,-489000000.0,27000000.0,137000000.0,534000000.0,-8221000000.0,-5000000.0,-285000000.0,203000000.0,758000000.0,-550000000.0,-200000000.0,22513000000.0,,-72000000.0,28000000.0,1203000000.0,53000000.0,-738000000.0,174000000.0,14000000.0,,,580000000,-477000000.0,,4268000000.0,1390000000.0,0.0,251000000.0,5923000000.0,7416000000.0,7366000000.0,1706000000.0,4628000000,-736000000.0,669000000,15796000000.0,190000000,20064000000.0,13289000000.0,-286000000.0,190000000,190000000,,0.0,1809000000.0,6775000000.0,-1000000.0,1282000000.0,970000000.0,-468000000.0,365000000.0,3382000000.0,1565000000.0,,1246000000.0,3123000000.0,342000000.0,-341000000.0,35000000.0,2897000000.0,2434000000.0,,
2015-03-31,497000000.0,723000000.0,479000000.0,,-51000000.0,270000000.0,14607000000.0,3438000000.0,1282000000.0,2025000000.0,808000000.0,0.66,271000000.0,-595000000.0,26000000.0,-130000000.0,623000000.0,-8455000000.0,12000000.0,-407000000.0,1452000000.0,609000000.0,743000000.0,-300000000.0,23062000000.0,200000000.0,777000000.0,19000000.0,1145000000.0,51000000.0,-742000000.0,356000000.0,13000000.0,674000000.0,,993000000,-52000000.0,0.67,4963000000.0,1419000000.0,-81000000.0,244000000.0,6903000000.0,7829000000.0,7358000000.0,1413000000.0,4414000000,-316000000.0,803000000,16200000000.0,453000000,21163000000.0,14261000000.0,857000000.0,453000000,453000000,682000000.0,0.0,1690000000.0,6902000000.0,-22000000.0,2025000000.0,970000000.0,-302000000.0,499000000.0,3114000000.0,1874000000.0,,1300000000.0,3252000000.0,304000000.0,-55000000.0,31000000.0,3613000000.0,2416000000.0,,
2015-06-30,563000000.0,977000000.0,474000000.0,,-40000000.0,369000000.0,14860000000.0,3132000000.0,2025000000.0,1772000000.0,808000000.0,0.9,276000000.0,-450000000.0,22000000.0,41000000.0,649000000.0,-8663000000.0,-11000000.0,-473000000.0,627000000.0,614000000.0,-253000000.0,-380000000.0,23523000000.0,121000000.0,101000000.0,23000000.0,1134000000.0,48000000.0,-664000000.0,317000000.0,8000000.0,665000000.0,,1249000000,-429000000.0,0.91,4596000000.0,1607000000.0,-50000000.0,250000000.0,6876000000.0,8387000000.0,7041000000.0,1360000000.0,5111000000,-562000000.0,1088000000,16479000000.0,608000000,21075000000.0,13917000000.0,177000000.0,608000000,608000000,673000000.0,0.0,1340000000.0,7158000000.0,-9000000.0,1772000000.0,970000000.0,-407000000.0,462000000.0,3460000000.0,1651000000.0,,1651000000.0,3290000000.0,326000000.0,-91000000.0,40000000.0,3815000000.0,2411000000.0,,
2015-09-30,572000000.0,933000000.0,469000000.0,,-79000000.0,349000000.0,14929000000.0,3096000000.0,1772000000.0,1740000000.0,808000000.0,0.88,287000000.0,-262000000.0,22000000.0,4000000.0,687000000.0,-8896000000.0,10000000.0,-609000000.0,836000000.0,509000000.0,-32000000.0,-500000000.0,23825000000.0,129000000.0,116000000.0,-82000000.0,1235000000.0,45000000.0,-903000000.0,541000000.0,9000000.0,655000000.0,,1213000000,-127000000.0,0.89,4573000000.0,1699000000.0,-49000000.0,258000000.0,7084000000.0,8922000000.0,7107000000.0,1356000000.0,5318000000,-506000000.0,1231000000,16586000000.0,584000000,21159000000.0,14191000000.0,574000000.0,584000000,584000000,663000000.0,0.0,1615000000.0,6968000000.0,-32000000.0,1740000000.0,970000000.0,-259000000.0,465000000.0,3515000000.0,2049000000.0,,1803000000.0,3111000000.0,308000000.0,-278000000.0,40000000.0,3513000000.0,2381000000.0,,
2015-12-31,611000000.0,847000000.0,464000000.0,,-43000000.0,311000000.0,15601000000.0,3051000000.0,1740000000.0,1583000000.0,808000000.0,,637000000.0,-836000000.0,19000000.0,-2000000.0,717000000.0,-9084000000.0,-8000000.0,465000000.0,324000000.0,490000000.0,-157000000.0,0.0,24685000000.0,,77000000.0,-70000000.0,1188000000.0,43000000.0,-1051000000.0,643000000.0,16000000.0,,,1129000000,-423000000.0,,4024000000.0,1659000000.0,0.0,263000000.0,7406000000.0,9409000000.0,6548000000.0,1468000000.0,4977000000,-603000000.0,1032000000,17288000000.0,536000000,21312000000.0,13954000000.0,-512000000.0,536000000,536000000,,0.0,1517000000.0,7358000000.0,3000000.0,1583000000.0,970000000.0,-946000000.0,474000000.0,3334000000.0,2591000000.0,,1643000000.0,2490000000.0,311000000.0,-170000000.0,40000000.0,2990000000.0,2541000000.0,,
2016-03-31,578000000.0,816000000.0,460000000.0,,-56000000.0,305000000.0,15964000000.0,3582000000.0,1583000000.0,2388000000.0,808000000.0,0.79,953000000.0,-449000000.0,19000000.0,-21000000.0,232000000.0,-9267000000.0,5000000.0,-636000000.0,1616000000.0,530000000.0,805000000.0,-500000000.0,25231000000.0,232000000.0,981000000.0,26000000.0,191000000.0,40000000.0,-894000000.0,358000000.0,11000000.0,641000000.0,,1125000000,-280000000.0,0.8,4574000000.0,1539000000.0,-96000000.0,290000000.0,8253000000.0,9872000000.0,6492000000.0,1194000000.0,4826000000,-256000000.0,944000000,17667000000.0,511000000,22241000000.0,14745000000.0,1167000000.0,511000000,511000000,648000000.0,0.0,1068000000.0,7496000000.0,-11000000.0,2388000000.0,970000000.0,-175000000.0,511000000.0,3304000000.0,893000000.0,,1522000000.0,2609000000.0,289000000.0,-114000000.0,41000000.0,3675000000.0,2355000000.0,,
2016-06-30,619000000.0,1304000000.0,434000000.0,,-48000000.0,484000000.0,16294000000.0,3415000000.0,2388000000.0,2040000000.0,808000000.0,1.28,963000000.0,-488000000.0,21000000.0,-14000000.0,235000000.0,-9364000000.0,19000000.0,-786000000.0,1112000000.0,591000000.0,-348000000.0,-700000000.0,25658000000.0,140000000.0,-272000000.0,54000000.0,227000000.0,38000000.0,-628000000.0,265000000.0,6000000.0,632000000.0,,1624000000,312000000.0,1.3,4469000000.0,1639000000.0,-63000000.0,299000000.0,7833000000.0,10631000000.0,6793000000.0,1375000000.0,5384000000,-773000000.0,1276000000,17978000000.0,820000000,22447000000.0,14626000000.0,624000000.0,820000000,820000000,639000000.0,0.0,1128000000.0,7821000000.0,-4000000.0,2040000000.0,970000000.0,-674000000.0,524000000.0,3489000000.0,892000000.0,,1895000000.0,2818000000.0,328000000.0,43000000.0,45000000.0,3754000000.0,2391000000.0,,
2016-09-30,658000000.0,618000000.0,430000000.0,,-68000000.0,230000000.0,16546000000.0,3446000000.0,2040000000.0,1966000000.0,808000000.0,0.62,972000000.0,-497000000.0,19000000.0,-320000000.0,225000000.0,-9295000000.0,28000000.0,-346000000.0,856000000.0,549000000.0,-74000000.0,-250000000.0,25841000000.0,63000000.0,-166000000.0,315000000.0,148000000.0,33000000.0,-499000000.0,154000000.0,6000000.0,618000000.0,,952000000,71000000.0,0.63,4839000000.0,1909000000.0,-62000000.0,315000000.0,7816000000.0,10957000000.0,7182000000.0,1480000000.0,5139000000,-641000000.0,695000000,18206000000.0,388000000,23045000000.0,14998000000.0,359000000.0,388000000,388000000,625000000.0,0.0,1206000000.0,8047000000.0,5000000.0,1966000000.0,970000000.0,-584000000.0,848000000.0,3786000000.0,1233000000.0,,1353000000.0,3209000000.0,331000000.0,-64000000.0,35000000.0,3677000000.0,2323000000.0,,
2016-12-31,660000000.0,809000000.0,426000000.0,,-420000000.0,287000000.0,17044000000.0,3305000000.0,1966000000.0,1680000000.0,808000000.0,,566000000.0,-713000000.0,16000000.0,306000000.0,138000000.0,-9420000000.0,43000000.0,-156000000.0,709000000.0,592000000.0,-286000000.0,-300000000.0,26464000000.0,68000000.0,-360000000.0,60000000.0,138000000.0,30000000.0,-323000000.0,158000000.0,6000000.0,,,1143000000,268000000.0,,4498000000.0,1709000000.0,0.0,318000000.0,6844000000.0,11418000000.0,8001000000.0,1625000000.0,5075000000,-718000000.0,845000000,18788000000.0,522000000,23286000000.0,14845000000.0,-4000000.0,522000000,522000000,,0.0,1281000000.0,8441000000.0,-40000000.0,1680000000.0,970000000.0,-839000000.0,546000000.0,3570000000.0,931000000.0,,1505000000.0,3374000000.0,337000000.0,-27000000.0,0.0,3115000000.0,2821000000.0,,
2017-03-31,642000000.0,553000000.0,423000000.0,,-369000000.0,202000000.0,17286000000.0,3482000000.0,1680000000.0,1851000000.0,808000000.0,0.57,285000000.0,-463000000.0,18000000.0,-35000000.0,131000000.0,-9497000000.0,51000000.0,-984000000.0,1625000000.0,556000000.0,171000000.0,-550000000.0,26783000000.0,145000000.0,874000000.0,62000000.0,181000000.0,,-312000000.0,153000000.0,7000000.0,613000000.0,,889000000,-7000000.0,0.57,4658000000.0,1733000000.0,-123000000.0,318000000.0,7458000000.0,11708000000.0,8101000000.0,1631000000.0,4883000000,-563000000.0,658000000,19105000000.0,351000000,23763000000.0,15559000000.0,1162000000.0,351000000,351000000,614000000.0,0.0,1392000000.0,8204000000.0,-49000000.0,1851000000.0,970000000.0,-470000000.0,585000000.0,3583000000.0,755000000.0,,1300000000.0,3442000000.0,356000000.0,-94000000.0,0.0,4012000000.0,2781000000.0,,
2017-06-30,682000000.0,1170000000.0,419000000.0,,-59000000.0,424000000.0,17679000000.0,3152000000.0,1851000000.0,1537000000.0,808000000.0,1.23,307000000.0,-598000000.0,14000000.0,12000000.0,149000000.0,-9523000000.0,52000000.0,-476000000.0,746000000.0,573000000.0,-314000000.0,-400000000.0,27202000000.0,134000000.0,-444000000.0,69000000.0,171000000.0,,-263000000.0,169000000.0,7000000.0,604000000.0,,1503000000,62000000.0,1.24,4343000000.0,1867000000.0,-76000000.0,319000000.0,7097000000.0,12378000000.0,8294000000.0,1615000000.0,5744000000,-559000000.0,1250000000,19578000000.0,746000000,23921000000.0,15391000000.0,148000000.0,746000000,746000000,605000000.0,0.0,1457000000.0,8530000000.0,-47000000.0,1537000000.0,970000000.0,-584000000.0,576000000.0,3812000000.0,758000000.0,,1932000000.0,3540000000.0,365000000.0,-74000000.0,0.0,4012000000.0,2788000000.0,,
2017-09-30,699000000.0,791000000.0,416000000.0,,-106000000.0,288000000.0,18156000000.0,3040000000.0,1537000000.0,1460000000.0,808000000.0,0.84,316000000.0,-655000000.0,13000000.0,0.0,151000000.0,-9645000000.0,21000000.0,-453000000.0,996000000.0,566000000.0,-77000000.0,-300000000.0,27801000000.0,79000000.0,-55000000.0,82000000.0,165000000.0,,-136000000.0,80000000.0,7000000.0,597000000.0,,1106000000,206000000.0,0.84,4280000000.0,1795000000.0,-75000000.0,302000000.0,6965000000.0,12806000000.0,8484000000.0,1580000000.0,5271000000,-531000000.0,834000000,19969000000.0,503000000,24249000000.0,15449000000.0,341000000.0,503000000,503000000,598000000.0,0.0,1504000000.0,8800000000.0,-17000000.0,1460000000.0,970000000.0,-620000000.0,579000000.0,3738000000.0,741000000.0,,1533000000.0,3697000000.0,438000000.0,-39000000.0,0.0,3932000000.0,2763000000.0,,
2017-12-31,667000000.0,738000000.0,413000000.0,,-58000000.0,-1150000000.0,18539000000.0,3273000000.0,1460000000.0,1495000000.0,808000000.0,,348000000.0,-533000000.0,19000000.0,-79000000.0,161000000.0,-9690000000.0,8000000.0,207000000.0,563000000.0,525000000.0,35000000.0,-350000000.0,28229000000.0,57000000.0,-147000000.0,-1425000000.0,186000000.0,,12000000.0,1000000.0,8000000.0,,,1036000000,-2000000.0,,4815000000.0,1924000000.0,0.0,279000000.0,6905000000.0,14621000000.0,7775000000.0,1778000000.0,5274000000,-727000000.0,773000000,20295000000.0,1888000000,25110000000.0,14680000000.0,30000000.0,1888000000,1888000000,,0.0,1564000000.0,10430000000.0,-13000000.0,1495000000.0,970000000.0,-735000000.0,662000000.0,3834000000.0,885000000.0,,1440000000.0,2358000000.0,420000000.0,-27000000.0,0.0,3460000000.0,3320000000.0,,
2018-03-31,625000000.0,602000000.0,410000000.0,,-82000000.0,139000000.0,18773000000.0,3243000000.0,1495000000.0,1822000000.0,808000000.0,0.79,365000000.0,-433000000.0,22000000.0,-15000000.0,172000000.0,-9396000000.0,119000000.0,-602000000.0,1002000000.0,560000000.0,327000000.0,-500000000.0,28169000000.0,56000000.0,172000000.0,72000000.0,189000000.0,1010000000.0,78000000.0,4420000000.0,9000000.0,587000000.0,,901000000,25000000.0,0.79,4801000000.0,1821000000.0,-148000000.0,277000000.0,7162000000.0,14238000000.0,8722000000.0,1421000000.0,4944000000,-200000000.0,616000000,20702000000.0,463000000,25503000000.0,15884000000.0,569000000.0,463000000,463000000,588000000.0,,1722000000.0,9619000000.0,-24000000.0,1822000000.0,970000000.0,-73000000.0,680000000.0,3703000000.0,678000000.0,,1241000000.0,2216000000.0,430000000.0,-4000000.0,,4420000000.0,3227000000.0,,
