date,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
2012-07-31,,97822000,379872000,98538000,223214000.0,66694000.0,53639000.0,-411597000.0,64725000.0,1177268000.0,67075000.0,-7998000.0,334461000.0,582250000.0,26193000.0,,1123175000.0,-12630000.0,2012000.0,-3000000.0,2716000.0,1.04,614934000.0,156658000.0,784991000.0,0.0,,110588000.0,124676000.0,587977000.0,29989000.0,124676000.0,254830000.0,66694000,66694000.0,-234715000.0,101742000.0,842807000.0,105667000.0,-7180000.0,339000.0,1.03,330265000.0,2687000.0,-716000.0,179139000.0,269000.0,,1035843000.0,27046000.0,78606000.0,-3898000.0,28441000.0,-405202000.0,95135000.0,174109000.0,64029000.0,0.0,,1792202000.0,224139000.0,1209952000.0,71426000.0,53639000.0,53639000.0,0.0,9560000.0,-94487000.0,57610000.0,57537000.0,0.0,,,,,,
2012-10-31,,104648000,438677000,103598000,241073000.0,67686000.0,41239000.0,-43459000.0,64886000.0,1159745000.0,-162293000.0,-9616000.0,343684000.0,586623000.0,27354000.0,471811000.0,1181245000.0,-1473000.0,2772000.0,15647000.0,2690000.0,1.06,669770000.0,197604000.0,812817000.0,0.0,324563000.0,238015000.0,137475000.0,528041000.0,20894000.0,137475000.0,288020000.0,67686000,67686000.0,-89704000.0,50957000.0,816061000.0,105669000.0,-9409000.0,1743000.0,1.04,-67305000.0,4140000.0,1050000.0,169585000.0,3544000.0,-296880000.0,1067961000.0,26159000.0,96823000.0,-12400000.0,32822000.0,-38662000.0,100508000.0,174931000.0,64114000.0,0.0,279000.0,1829515000.0,227891000.0,1242892000.0,87414000.0,41518000.0,41518000.0,,13471000.0,-104226000.0,62869000.0,53639000.0,0.0,,,,,,
2013-01-31,,60364000,347043000,61564000,197229000.0,42011000.0,54432000.0,-8729000.0,64949000.0,1103555000.0,612000.0,-9641000.0,292380000.0,574472000.0,17124000.0,,1213616000.0,-2591000.0,-844000.0,-18761000.0,3555000.0,0.65,714429000.0,149814000.0,814339000.0,0.0,281730000.0,186705000.0,135665000.0,517563000.0,19042000.0,135665000.0,293612000.0,42011000,42011000.0,-22809000.0,54602000.0,811175000.0,105675000.0,-7524000.0,3143000.0,0.65,-18816000.0,3982000.0,-1200000.0,183415000.0,2076000.0,,1065665000.0,31311000.0,39755000.0,13193000.0,14371000.0,-1231000.0,56382000.0,177847000.0,64273000.0,0.0,293000.0,1817984000.0,222658000.0,1243512000.0,32231000.0,54725000.0,54725000.0,,13049000.0,-98120000.0,57013000.0,41239000.0,0.0,,,,,,
2013-04-30,,94871000,382100000,82320000,216938000.0,54605000.0,62792000.0,-17025000.0,64970000.0,1121742000.0,533000.0,-9667000.0,273283000.0,607746000.0,14592000.0,,1258554000.0,-22583000.0,1313000.0,-9285000.0,2582000.0,0.85,735595000.0,165162000.0,818042000.0,277000.0,302912000.0,207580000.0,134618000.0,551560000.0,24318000.0,134618000.0,296899000.0,54605000,54605000.0,-92336000.0,53522000.0,848459000.0,65703000.0,-16190000.0,915000.0,0.84,-38252000.0,3612000.0,-683000.0,188520000.0,477000.0,,1062417000.0,35018000.0,62874000.0,8360000.0,23514000.0,-1116000.0,78119000.0,187174000.0,64320000.0,0.0,0.0,1857337000.0,216260000.0,1249591000.0,46684000.0,62792000.0,62792000.0,,13140000.0,-103283000.0,57616000.0,54432000.0,0.0,,,,,,
2013-07-31,,95915000,402960000,93216000,225083000.0,65424000.0,75368000.0,-7125000.0,64854000.0,1065038000.0,481000.0,-9622000.0,222402000.0,608884000.0,21023000.0,,1314356000.0,-3657000.0,525000.0,11522000.0,2642000.0,1.02,789642000.0,177877000.0,818160000.0,0.0,295074000.0,211651000.0,131867000.0,548232000.0,20539000.0,131867000.0,294404000.0,65424000,65424000.0,-87584000.0,54587000.0,842636000.0,10751000.0,-10855000.0,1066000.0,1.01,-71148000.0,3241000.0,2699000.0,183855000.0,639000.0,,1056616000.0,38141000.0,91955000.0,12576000.0,27250000.0,0.0,92674000.0,189180000.0,64137000.0,0.0,0.0,1854680000.0,210344000.0,1245796000.0,81100000.0,75368000.0,75368000.0,,13366000.0,-105729000.0,60558000.0,62792000.0,0.0,,,,,,
2013-10-31,,87627000,410818000,86867000,226894000.0,59777000.0,42375000.0,-187666000.0,64866000.0,1154426000.0,-866000.0,-11548000.0,235471000.0,600570000.0,14522000.0,527856000.0,1362584000.0,-4571000.0,-1403000.0,-2478000.0,2983000.0,0.93,887863000.0,183924000.0,939211000.0,0.0,308707000.0,221035000.0,140027000.0,638158000.0,28341000.0,140027000.0,280797000.0,59777000,59777000.0,-62685000.0,51087000.0,918955000.0,14436000.0,-12650000.0,894000.0,0.92,75790000.0,3679000.0,760000.0,198401000.0,2339000.0,-326877000.0,1240740000.0,79977000.0,73792000.0,-32993000.0,24171000.0,-175102000.0,83948000.0,200979000.0,64135000.0,0.0,0.0,2042289000.0,269073000.0,1441719000.0,61142000.0,42375000.0,42375000.0,,14883000.0,-57380000.0,62123000.0,75368000.0,0.0,,,,,,
2014-01-31,,53650000,359420000,53859000,194782000.0,34880000.0,46858000.0,-7878000.0,64860000.0,1106647000.0,168000.0,-11561000.0,213628000.0,583261000.0,18417000.0,,1385903000.0,-4564000.0,-1318000.0,-6265000.0,5542000.0,0.54,911675000.0,164638000.0,938114000.0,0.0,279978000.0,194903000.0,140923000.0,613401000.0,29280000.0,140923000.0,279618000.0,34880000,34880000.0,-31396000.0,55808000.0,893019000.0,18725000.0,-7891000.0,2224000.0,0.54,-33951000.0,3463000.0,-209000.0,200617000.0,1088000.0,,1233169000.0,80496000.0,47687000.0,4483000.0,15307000.0,0.0,50187000.0,201892000.0,64221000.0,0.0,,2018322000.0,262542000.0,1435061000.0,39796000.0,46858000.0,46858000.0,,14488000.0,-61177000.0,62101000.0,42375000.0,0.0,,,,,,
2014-04-30,,92428000,417461000,92834000,235552000.0,61934000.0,49732000.0,-8517000.0,64557000.0,1155835000.0,-96000.0,-11543000.0,236553000.0,638752000.0,23281000.0,,1436294000.0,-53504000.0,-121000.0,-26100000.0,4172000.0,0.97,923223000.0,181909000.0,942018000.0,0.0,327391000.0,217404000.0,142718000.0,636587000.0,25611000.0,142718000.0,282695000.0,61934000,61934000.0,-15185000.0,55191000.0,919282000.0,19149000.0,-8603000.0,1275000.0,0.96,-44110000.0,3315000.0,-406000.0,206438000.0,707000.0,,1233466000.0,82283000.0,54502000.0,2874000.0,27179000.0,0.0,89113000.0,206840000.0,63964000.0,0.0,,2079058000.0,258552000.0,1440306000.0,45899000.0,49732000.0,49732000.0,,14743000.0,-52670000.0,59556000.0,46858000.0,0.0,,,,,,
2014-07-31,-854000.0,114219000,458550000,114455000,257511000.0,77879000.0,53223000.0,-12117000.0,64141000.0,1150670000.0,256000.0,-11421000.0,260057000.0,679791000.0,29961000.0,,1502752000.0,-36342000.0,-3397000.0,-12389000.0,3780000.0,1.23,958775000.0,201039000.0,937139000.0,0.0,358189000.0,239897000.0,143056000.0,612358000.0,25992000.0,143056000.0,278255000.0,77879000,77879000.0,-34856000.0,58027000.0,890613000.0,20160000.0,-11442000.0,2371000.0,1.21,-64369000.0,3673000.0,-236000.0,210352000.0,2332000.0,,1220369000.0,82344000.0,80769000.0,3491000.0,32667000.0,-854000.0,110546000.0,209285000.0,63482000.0,0.0,,2109445000.0,250083000.0,1429654000.0,69327000.0,53223000.0,53223000.0,0.0,14608000.0,-55717000.0,66266000.0,49732000.0,0.0,,,,,,
2014-10-31,0.0,106670000,468590000,105957000,257253000.0,72080000.0,42314000.0,-202013000.0,63561000.0,1375333000.0,78000.0,-13866000.0,370868000.0,672683000.0,16586000.0,574849000.0,1560966000.0,-72024000.0,1940000.0,10380000.0,3913000.0,1.14,904797000.0,211337000.0,1052537000.0,0.0,365844000.0,253936000.0,151296000.0,682868000.0,25578000.0,151296000.0,321597000.0,72080000,72080000.0,-38101000.0,53654000.0,1004465000.0,116932000.0,-15638000.0,1143000.0,1.13,88972000.0,4003000.0,713000.0,210871000.0,2258000.0,-350410000.0,1383008000.0,87092000.0,105197000.0,-10909000.0,30587000.0,-186420000.0,102667000.0,224439000.0,62954000.0,0.0,,2280130000.0,291310000.0,1607447000.0,89559000.0,42314000.0,42314000.0,,15915000.0,-103199000.0,68500000.0,53223000.0,0.0,,,,,,
2015-01-31,,62716000,379008000,62818000,208721000.0,42885000.0,40926000.0,-16917000.0,62536000.0,1403800000.0,706000.0,-13635000.0,388180000.0,657646000.0,17184000.0,,1590215000.0,-73075000.0,812000.0,-39503000.0,4482000.0,0.69,837901000.0,170287000.0,1040045000.0,0.0,348316000.0,214010000.0,145903000.0,699132000.0,30490000.0,145903000.0,316488000.0,42885000,42885000.0,-55419000.0,55794000.0,1015620000.0,174170000.0,-16821000.0,832000.0,0.69,-7167000.0,4003000.0,-102000.0,212610000.0,319000.0,,1354386000.0,86789000.0,25912000.0,-1388000.0,15828000.0,-371000.0,58713000.0,229669000.0,62008000.0,0.0,,2241701000.0,277849000.0,1584055000.0,9091000.0,40926000.0,40926000.0,,15984000.0,-131902000.0,60170000.0,42314000.0,0.0,,,,,,
2015-04-30,,75727000,400727000,76414000,221890000.0,49214000.0,51454000.0,-19216000.0,61638000.0,1432007000.0,-475000.0,-13481000.0,298274000.0,662143000.0,19326000.0,,1625950000.0,-65780000.0,-201000.0,23181000.0,4108000.0,0.81,818230000.0,178837000.0,1039327000.0,0.0,316091000.0,229783000.0,145476000.0,819203000.0,33524000.0,145476000.0,314530000.0,49214000,49214000.0,-220553000.0,55192000.0,1133733000.0,68491000.0,-19362000.0,2342000.0,0.8,-61772000.0,4162000.0,-687000.0,239406000.0,1495000.0,,1346427000.0,87669000.0,91524000.0,10528000.0,22351000.0,0.0,71565000.0,241667000.0,61116000.0,0.0,,2250237000.0,270937000.0,1588094000.0,72162000.0,51454000.0,51454000.0,,16238000.0,-129473000.0,65975000.0,40926000.0,0.0,,,,,,
2015-07-31,,102852000,462731000,102850000,248492000.0,69388000.0,61000000.0,-28692000.0,61099000.0,1495932000.0,304000.0,-13350000.0,260615000.0,721357000.0,31001000.0,,1681987000.0,-48891000.0,-572000.0,-38919000.0,2783000.0,1.15,820425000.0,214239000.0,1047086000.0,-1479000.0,375752000.0,244766000.0,145642000.0,922732000.0,32083000.0,145642000.0,312585000.0,69388000,69388000.0,-148754000.0,55776000.0,1235317000.0,15849000.0,-12715000.0,1499000.0,1.14,-9993000.0,4393000.0,2000.0,228829000.0,724000.0,,1350697000.0,89124000.0,49858000.0,9546000.0,29071000.0,-16044000.0,98459000.0,244303000.0,60578000.0,0.0,,2316357000.0,267039000.0,1595000000.0,37143000.0,61000000.0,61000000.0,,16849000.0,-139430000.0,60816000.0,51454000.0,0.0,,,,,,
2015-10-31,-1000.0,77113000,446200000,75648000,234861000.0,49624000.0,50268000.0,-73710000.0,59330000.0,1700428000.0,-479000.0,-14383000.0,290776000.0,711591000.0,28642000.0,620255000.0,1717228000.0,-196105000.0,-1600000.0,25740000.0,3889000.0,0.84,660016000.0,211339000.0,1082375000.0,0.0,389550000.0,266826000.0,159213000.0,1092643000.0,22884000.0,159213000.0,317009000.0,49624000,49624000.0,-34432000.0,46101000.0,1409652000.0,23950000.0,-13189000.0,699000.0,0.84,-32046000.0,4988000.0,1465000.0,225672000.0,-434000.0,-370315000.0,1398913000.0,89770000.0,94657000.0,-10732000.0,22501000.0,-60630000.0,72125000.0,249940000.0,58907000.0,0.0,,2360444000.0,277426000.0,1648853000.0,81468000.0,50268000.0,50268000.0,,16123000.0,-144686000.0,68229000.0,61000000.0,0.0,,,,,,
2016-01-31,,52780000,372220000,51978000,196907000.0,41161000.0,60736000.0,-11006000.0,57305000.0,1667130000.0,980000.0,-13654000.0,236821000.0,680873000.0,24258000.0,,1744735000.0,-33408000.0,-1854000.0,-13828000.0,4847000.0,0.72,650110000.0,175313000.0,1079797000.0,0.0,343926000.0,216612000.0,144929000.0,1116179000.0,23736000.0,144929000.0,314130000.0,41161000,41161000.0,-12820000.0,51418000.0,1430309000.0,20209000.0,-11093000.0,900000.0,0.72,-25960000.0,5706000.0,802000.0,224793000.0,198000.0,,1385664000.0,89141000.0,48537000.0,10468000.0,5913000.0,,47074000.0,250703000.0,56997000.0,0.0,,2317240000.0,268053000.0,1636367000.0,37444000.0,60736000.0,60736000.0,,17210000.0,-154636000.0,60981000.0,50268000.0,0.0,,,,,,
2016-04-30,,103631000,437592000,101904000,248405000.0,70601000.0,47919000.0,-13644000.0,57334000.0,1635486000.0,356000.0,-13664000.0,270801000.0,723466000.0,34197000.0,,1801673000.0,-13000.0,-1558000.0,-14007000.0,4724000.0,1.24,736698000.0,189187000.0,1088775000.0,0.0,382813000.0,252767000.0,146501000.0,1054981000.0,28169000.0,146501000.0,309704000.0,70601000,70601000.0,-71544000.0,52089000.0,1364685000.0,18034000.0,-14428000.0,2006000.0,1.23,-79984000.0,4812000.0,1727000.0,240645000.0,761000.0,,1391522000.0,90199000.0,78351000.0,-12817000.0,28218000.0,,98819000.0,257196000.0,56952000.0,0.0,,2372184000.0,264701000.0,1648718000.0,63923000.0,47919000.0,47919000.0,,17952000.0,-132464000.0,67290000.0,60736000.0,0.0,,,,,,
2016-07-31,0.0,121708000,489899000,123686000,273220000.0,84214000.0,60294000.0,-19758000.0,57616000.0,1597718000.0,777000.0,-13690000.0,278420000.0,769650000.0,30634000.0,,1872197000.0,0.0,-2433000.0,-36649000.0,4194000.0,1.48,811807000.0,216679000.0,1084808000.0,0.0,412605000.0,260805000.0,149534000.0,1026553000.0,29373000.0,149534000.0,292745000.0,84214000,84214000.0,-33679000.0,57140000.0,1319298000.0,17615000.0,-19931000.0,4960000.0,1.46,-35261000.0,4471000.0,-1978000.0,239611000.0,1836000.0,,1372308000.0,89251000.0,67846000.0,12375000.0,33023000.0,0.0,117237000.0,267567000.0,57085000.0,0.0,,2409525000.0,254818000.0,1639875000.0,47915000.0,60294000.0,60294000.0,,17662000.0,-138869000.0,71405000.0,47919000.0,0.0,,,,,,
2016-10-31,0.0,110969000,509283000,110863000,274967000.0,75867000.0,67239000.0,-57793000.0,57864000.0,1570762000.0,860000.0,-15428000.0,331543000.0,745575000.0,22762000.0,656563000.0,1932635000.0,0.0,-1228000.0,36658000.0,4446000.0,1.33,851603000.0,234316000.0,1107137000.0,0.0,428560000.0,291309000.0,164104000.0,944553000.0,26175000.0,164104000.0,294666000.0,75867000,75867000.0,-291850000.0,29415000.0,1239219000.0,40234000.0,-15399000.0,3610000.0,1.31,-69075000.0,5606000.0,106000.0,220361000.0,582000.0,-383434000.0,1403661000.0,61836000.0,136424000.0,6945000.0,29496000.0,-42650000.0,105363000.0,273129000.0,57206000.0,0.0,,2422365000.0,260302000.0,1676790000.0,121025000.0,67239000.0,67239000.0,,17480000.0,-168247000.0,75130000.0,60294000.0,0.0,,,,,,
2017-01-31,-2598000.0,75761000,407470000,75918000,225138000.0,49988000.0,87658000.0,-23177000.0,58023000.0,1499178000.0,1603000.0,-15475000.0,290216000.0,719952000.0,22339000.0,,1967149000.0,-3080000.0,-2331000.0,6959000.0,3476000.0,0.87,893844000.0,182332000.0,1111573000.0,0.0,358365000.0,248087000.0,149220000.0,912403000.0,29902000.0,149220000.0,296559000.0,49988000,49988000.0,-47570000.0,32665000.0,1208962000.0,42129000.0,-10079000.0,8246000.0,0.86,-35244000.0,5368000.0,-157000.0,241264000.0,3144000.0,,1403317000.0,61499000.0,78007000.0,20419000.0,20405000.0,-16598000.0,70393000.0,269753000.0,57349000.0,0.0,,2393022000.0,256846000.0,1673070000.0,67928000.0,87658000.0,87658000.0,,18497000.0,-172307000.0,73960000.0,67239000.0,0.0,,,,,,
2017-04-30,-2496000.0,102208000,496137000,103531000,275512000.0,64523000.0,88406000.0,-810566000.0,58232000.0,2416976000.0,455000.0,-15524000.0,456493000.0,828845000.0,25818000.0,,2016147000.0,-18000.0,-2617000.0,-28243000.0,6332000.0,1.12,962269000.0,220625000.0,1606345000.0,0.0,428733000.0,315467000.0,171981000.0,1574191000.0,35343000.0,171981000.0,386292000.0,64523000,64523000.0,-44683000.0,35900000.0,1960483000.0,141026000.0,-16950000.0,3794000.0,1.11,749093000.0,7635000.0,-1323000.0,275806000.0,1764000.0,,2230427000.0,153260000.0,61357000.0,748000.0,30050000.0,-793714000.0,94573000.0,319973000.0,57545000.0,0.0,,3379245000.0,568139000.0,2550400000.0,44407000.0,88406000.0,88406000.0,,20915000.0,-164750000.0,85188000.0,87658000.0,0.0,,,,,,
2017-07-31,624000.0,153493000,589438000,153466000,326265000.0,101456000.0,110705000.0,-22088000.0,58259000.0,2390923000.0,1123000.0,-15550000.0,452224000.0,920159000.0,34773000.0,,2102054000.0,-16000.0,-1814000.0,-55024000.0,5084000.0,1.76,1084431000.0,263173000.0,1586955000.0,0.0,498848000.0,324684000.0,172799000.0,1569680000.0,37805000.0,172799000.0,369019000.0,101456000,101456000.0,-42992000.0,34901000.0,1938699000.0,127540000.0,-22295000.0,1169000.0,1.74,-35613000.0,11038000.0,27000.0,275705000.0,692000.0,,2219515000.0,140946000.0,76827000.0,22299000.0,40999000.0,-101000.0,142455000.0,335680000.0,57594000.0,0.0,,3475354000.0,560537000.0,2555195000.0,54532000.0,110705000.0,110705000.0,,25954000.0,-135425000.0,80745000.0,88406000.0,0.0,,,,,,
2017-10-31,0.0,124306000,573938000,124788000,312088000.0,79835000.0,90383000.0,-22133000.0,58301000.0,2259046000.0,-411000.0,-17291000.0,647746000.0,888372000.0,22310000.0,757871000.0,2164597000.0,-102000.0,-789000.0,19720000.0,5276000.0,1.38,1155493000.0,261850000.0,1589210000.0,0.0,505087000.0,321159000.0,187300000.0,1256397000.0,34654000.0,187300000.0,354903000.0,79835000,79835000.0,-115374000.0,28636000.0,1611300000.0,326587000.0,-22234000.0,877000.0,1.37,-130407000.0,11436000.0,-482000.0,264266000.0,-1735000.0,-411460000.0,2179756000.0,134090000.0,133482000.0,-20322000.0,33035000.0,0.0,112870000.0,346411000.0,57643000.0,0.0,,3414539000.0,547180000.0,2526167000.0,111248000.0,90383000.0,90383000.0,,25488000.0,-134435000.0,86016000.0,110705000.0,0.0,,,,,,
2018-01-31,,114546000,550424000,117723000,301003000.0,104555000.0,132842000.0,-59897000.0,58874000.0,2205515000.0,-202000.0,-17321000.0,609773000.0,928035000.0,19753000.0,,2251831000.0,-4989000.0,-45426000.0,16331000.0,6987000.0,1.81,1295121000.0,249421000.0,1622125000.0,0.0,488282000.0,283186000.0,183280000.0,1258843000.0,38787000.0,183280000.0,336899000.0,104555000,104555000.0,-33776000.0,31221000.0,1595742000.0,326587000.0,-16681000.0,10306000.0,1.78,-11803000.0,11028000.0,-3177000.0,275690000.0,-1415000.0,,2215827000.0,90669000.0,109278000.0,42459000.0,-1037000.0,-43284000.0,103518000.0,356774000.0,57755000.0,0.0,,3500636000.0,547987000.0,2572601000.0,92597000.0,132842000.0,132842000.0,,26285000.0,-94344000.0,82081000.0,90383000.0,0.0,,,,,,
2018-04-30,,130027000,553706000,126705000,306828000.0,91235000.0,155946000.0,-17093000.0,58945000.0,2176306000.0,741000.0,-17376000.0,534661000.0,984021000.0,23809000.0,,2325690000.0,-16000.0,-1105000.0,-20323000.0,5127000.0,1.57,1362910000.0,246878000.0,1616800000.0,,512389000.0,308074000.0,180123000.0,1312459000.0,41292000.0,180123000.0,329186000.0,91235000,91235000.0,-141125000.0,31323000.0,1641645000.0,226587000.0,-16368000.0,5289000.0,1.55,-60305000.0,11908000.0,3322000.0,284363000.0,,,2195706000.0,90164000.0,103033000.0,23104000.0,26884000.0,-892000.0,118119000.0,359489000.0,57989000.0,,,3539216000.0,531478000.0,2555195000.0,86665000.0,155946000.0,155946000.0,,27431000.0,-110816000.0,86786000.0,132842000.0,0.0,,,,,,
2018-07-31,,163425000,581243000,135576000,320396000.0,94884000.0,266802000.0,-14047000.0,58912000.0,2184476000.0,31255000.0,-17412000.0,341104000.0,1077821000.0,34785000.0,,2403162000.0,-58000.0,-1032000.0,4477000.0,4399000.0,1.63,1422916000.0,260847000.0,1611733000.0,,507681000.0,307375000.0,184820000.0,1521393000.0,40483000.0,184820000.0,321979000.0,94884000,94884000.0,-334111000.0,31978000.0,1843372000.0,33729000.0,-12923000.0,1757000.0,1.61,-1356000.0,13409000.0,528000.0,271360000.0,,,2172794000.0,89407000.0,130616000.0,110856000.0,27811000.0,-1188000.0,122695000.0,356777000.0,58053000.0,,,3607392000.0,514843000.0,2529571000.0,117693000.0,266802000.0,266802000.0,,27321000.0,-134380000.0,80817000.0,155946000.0,0.0,,,,,,
2018-10-31,,116035000,569295000,114554000,307738000.0,86702000.0,95678000.0,-48881000.0,58994000.0,1970271000.0,319000.0,-20334000.0,350280000.0,884102000.0,19319000.0,826890000.0,2488375000.0,-18949000.0,13614000.0,27396000.0,5037000.0,1.49,1450741000.0,261557000.0,1608018000.0,,491423000.0,321546000.0,193184000.0,1285357000.0,38997000.0,193184000.0,334634000.0,86702000,86702000.0,-351865000.0,32524000.0,1619991000.0,28734000.0,-43818000.0,1459000.0,1.47,-280226000.0,11847000.0,1481000.0,264477000.0,,-440224000.0,2150244000.0,100704000.0,161711000.0,-171124000.0,17486000.0,-5222000.0,104188000.0,386666000.0,58085000.0,,,3421012000.0,499741000.0,2536910000.0,117893000.0,95678000.0,95678000.0,,27370000.0,-179314000.0,83590000.0,266802000.0,0.0,,,,,,
2019-01-31,,80092000,497910000,84281000,268976000.0,48567000.0,85546000.0,-13875000.0,58372000.0,1996206000.0,989000.0,-20210000.0,324497000.0,867201000.0,15144000.0,,2521061000.0,-107667000.0,-483000.0,-25808000.0,4359000.0,0.84,1401541000.0,228934000.0,1611354000.0,,463228000.0,270763000.0,184695000.0,1331392000.0,43018000.0,184695000.0,340317000.0,48567000,48567000.0,-1515000.0,47271000.0,1671709000.0,53734000.0,-14121000.0,3606000.0,0.83,-55297000.0,12049000.0,-4189000.0,271156000.0,,,2142827000.0,103088000.0,56847000.0,-10132000.0,19476000.0,-14000.0,68043000.0,387719000.0,57702000.0,,,3397747000.0,486342000.0,2530546000.0,42726000.0,85546000.0,85546000.0,,27748000.0,-161499000.0,81014000.0,95678000.0,0.0,,,,,,
2019-04-30,,128328000,551119000,128896000,301529000.0,91923000.0,149183000.0,-11813000.0,58056000.0,2003825000.0,224000.0,-20029000.0,446491000.0,964937000.0,13711000.0,,2592955000.0,-10422000.0,-345000.0,-18755000.0,4869000.0,1.6,1471263000.0,249590000.0,1607509000.0,,489745000.0,292757000.0,172633000.0,1220391000.0,42110000.0,172633000.0,336943000.0,91923000,91923000.0,-127255000.0,45276000.0,1557334000.0,153734000.0,-12482000.0,10848000.0,1.58,-31263000.0,12047000.0,-568000.0,280733000.0,,,2123802000.0,102822000.0,105065000.0,63637000.0,24358000.0,-55000.0,116281000.0,386349000.0,57288000.0,,,3475088000.0,471207000.0,2510151000.0,92583000.0,149183000.0,149183000.0,,27740000.0,-168965000.0,93039000.0,85546000.0,0.0,,,,,,
2019-07-31,,130486000,559746000,130276000,302623000.0,93928000.0,147845000.0,-32231000.0,58117000.0,1944650000.0,1242000.0,-20086000.0,444222000.0,980740000.0,745000.0,,2666797000.0,-35000.0,-1000000.0,-51454000.0,3791000.0,1.64,1546888000.0,257123000.0,1613476000.0,,499981000.0,275488000.0,172347000.0,1179872000.0,45523000.0,172347000.0,320556000.0,93928000,93928000.0,-24555000.0,50300000.0,1500428000.0,168734000.0,-19399000.0,2821000.0,1.62,-43047000.0,10989000.0,210000.0,282614000.0,,,2118764000.0,102429000.0,74519000.0,-1338000.0,25569000.0,-12885000.0,119497000.0,392034000.0,57395000.0,,,3491538000.0,459027000.0,2510798000.0,55120000.0,147845000.0,147845000.0,,27843000.0,-173759000.0,85565000.0,149183000.0,0.0,,,,,,
2019-10-31,,164411000,585451000,139660000,318975000.0,102673000.0,151164000.0,-18370000.0,58255000.0,1935402000.0,31820000.0,-21820000.0,477626000.0,1011195000.0,15601000.0,878409000.0,2747650000.0,-2386000.0,810000.0,11969000.0,5067000.0,1.79,1581045000.0,266476000.0,1614739000.0,,530765000.0,308888000.0,179315000.0,1075404000.0,41131000.0,179315000.0,382372000.0,102673000,102673000.0,-106007000.0,45867000.0,1457776000.0,168738000.0,-18242000.0,8745000.0,1.76,-121467000.0,10216000.0,-2162000.0,283399000.0,,-479514000.0,2106357000.0,83564000.0,146462000.0,3319000.0,24609000.0,-376000.0,127282000.0,398895000.0,57456000.0,,,3516447000.0,445575000.0,2505252000.0,128220000.0,151164000.0,151164000.0,,26913000.0,-231881000.0,85139000.0,147845000.0,0.0,,,,,,
