date,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue
2011-03-31,-5736000.0,5438557000.0,-151317000.0,3136450000.0,100077000.0,1383373000.0,3606279000.0,7499532000.0,9761660000,427487000,0.44,0.0,6742729000.0,258478000.0,246479000.0,5511377000.0,10949934000.0,812356000.0,258478000.0,258478000,0.0,800155000.0,2926033000.0,7950800000.0,4207205000.0,24091000.0,1596727000.0,330705000.0,,2663470000.0,130453000.0,6957000.0,385668000.0,2047371000.0,-108782000.0,1810860000.0,-76724000.0,1383373000.0,385668000.0,385668000.0,0.44,765175000.0,-1995000.0,209755000.0,-8940000.0,146994000.0,405472000.0,3419862000.0,,583722009.0,28972000.0,-106495000.0,9292000.0,-136633000.0,,393270000.0,101518000.0,1000.0,330000.0,84838000.0,,175913000.0,383112000.0,-6158000.0,-63363000.0,66723000.0,0.0,-330060000.0,2143219000.0,10839000.0,37773000.0,0.0,534521000,585421864.0,,,
2011-06-30,-2168000.0,5732882000.0,-151665000.0,3575075000.0,104281000.0,1376177000.0,3105238000.0,7681669000.0,10425703000,560750000,,0.0,6680313000.0,336310000.0,243371000.0,5652673000.0,11385555000.0,621498000.0,336310000.0,336310000,0.0,856569000.0,2898283000.0,8488776000.0,4705242000.0,-28000.0,1633289000.0,28922000.0,,2279517000.0,204223000.0,4278000.0,639765000.0,2073766000.0,-244015000.0,1936927000.0,-10102000.0,1376177000.0,639765000.0,639765000.0,,765175000.0,-2216000.0,385668000.0,-65662000.0,198584000.0,534894000.0,3512389000.0,,,30134000.0,71168000.0,389006000.0,-182388000.0,-3235838000.0,397057000.0,109938000.0,144000.0,280000.0,,6748227000.0,254097000.0,425759000.0,0.0,79419000.0,-109655000.0,0.0,-259958000.0,2183417000.0,10717000.0,229360000.0,0.0,669309000,,,,
2011-09-30,226000.0,5696234000.0,-153790000.0,3578690000.0,99641000.0,1438260000.0,3213918000.0,7831330000.0,10586390000,509340000,0.51,,6792608000.0,302653000.0,28796000.0,5750629000.0,11446863000.0,616349000.0,302653000.0,302653000,0.0,817703000.0,3061145000.0,8638790000.0,4654255000.0,-13257000.0,1621257000.0,-784000.0,,2384986000.0,212583000.0,-250000.0,284101000.0,2137451000.0,-273830000.0,1947600000.0,-82322000.0,1438260000.0,284101000.0,284101000.0,0.51,765175000.0,-70790000.0,639765000.0,-36118000.0,176963000.0,479616000.0,3615361000.0,,592003631.0,29474000.0,-325746000.0,211679000.0,-226547000.0,,405401000.0,108610000.0,4000.0,0.0,,,-355664000.0,255343000.0,-133370000.0,-290671000.0,126581000.0,0.0,-352107000.0,2164695000.0,9842000.0,31216000.0,,608731000,593449101.0,,,
2011-12-31,-1037000.0,5648050000.0,-153351000.0,3263770000.0,101083000.0,1418652000.0,3502642000.0,7923413000.0,10244421000,426998000,0.43,,6766412000.0,250113000.0,75861000.0,5805977000.0,11454027000.0,634982000.0,250113000.0,250113000,0.0,857538000.0,2882730000.0,8398771000.0,4687615000.0,-8258000.0,1630879000.0,-93452000.0,,2649346000.0,218314000.0,3472000.0,336531000.0,2213153000.0,-213993000.0,1845650000.0,-69967000.0,1418652000.0,336531000.0,336531000.0,0.43,765175000.0,66722000.0,284101000.0,-647000.0,152033000.0,402146000.0,3736137000.0,,586188302.0,28324000.0,-15608000.0,208416000.0,-207311000.0,,336367000.0,102594000.0,-968000.0,0.0,,,52430000.0,283172000.0,-138929000.0,-5130000.0,-104824000.0,0.0,-323565000.0,2074396000.0,28915000.0,14201000.0,,531553000,587034204.0,,,
2012-03-31,-456000.0,5924942000.0,-157668000.0,3703752000.0,104242000.0,1432786000.0,3310346000.0,8024536000.0,10504746000,438830000,0.44,,7014098000.0,259550000.0,170436000.0,5967171000.0,11892113000.0,652373000.0,259550000.0,259550000,0.0,870674000.0,3094175000.0,8633130000.0,4878015000.0,-8256000.0,1659818000.0,198475000.0,,2412477000.0,245496000.0,2248000.0,350464000.0,2250460000.0,-252646000.0,1871616000.0,-15675000.0,1432786000.0,350464000.0,350464000.0,0.44,765175000.0,-2356000.0,336531000.0,-46589000.0,153238000.0,412788000.0,3846870000.0,,585823393.0,28290000.0,-106238000.0,459222000.0,-199338000.0,,344472000.0,116011000.0,2000.0,0.0,,,13933000.0,369774000.0,0.0,18854000.0,-36512000.0,0.0,-286623000.0,2285744000.0,15571000.0,37128000.0,,545320000,587214691.0,,,
2012-06-30,309000.0,6084808000.0,-158060000.0,3423579000.0,111977000.0,1496247000.0,3986353000.0,8175230000.0,11045382000,515464000,0.53,,7409932000.0,309269000.0,344586000.0,6010164000.0,12094972000.0,200204000.0,309269000.0,309269000,0.0,909144000.0,2966624000.0,9033671000.0,4685040000.0,13059000.0,1665611000.0,-73904000.0,,2763688000.0,115166000.0,1296000.0,688867000.0,2178830000.0,-163160000.0,2011711000.0,68746000.0,1496247000.0,688867000.0,688867000.0,0.53,765175000.0,-199214000.0,350464000.0,-27247000.0,180183000.0,489452000.0,3883750000.0,,586890718.0,27308000.0,4943000.0,254650000.0,-151305000.0,-3457301000.0,347232000.0,113571000.0,-2942000.0,0.0,50316000.0,7341051000.0,338403000.0,495891000.0,0.0,99041000.0,-44392000.0,0.0,-662866000.0,2209469000.0,15991000.0,16894000.0,,628737000,588268439.0,,,
2012-09-30,241000.0,6333650000.0,-158242000.0,3602874000.0,120664000.0,1524762000.0,3990778000.0,8302859000.0,11086916000,478782000,0.49,,7593652000.0,286598000.0,57528000.0,6154183000.0,12487833000.0,1114276000.0,286598000.0,286598000,0.0,845695000.0,3193389000.0,9083372000.0,4894181000.0,-18005000.0,1726350000.0,113695000.0,,2764853000.0,111649000.0,2477000.0,548415000.0,2370864000.0,-232446000.0,2003544000.0,-176608000.0,1524762000.0,548415000.0,548415000.0,0.49,765175000.0,-1423000.0,688867000.0,-60161000.0,163793000.0,450391000.0,3950668000.0,-206440000.0,587757832.0,30868000.0,-124469000.0,254262000.0,-155673000.0,,351645000.0,125520000.0,8000.0,,159014000.0,,-140452000.0,213201000.0,-2139000.0,-28638000.0,-183163000.0,0.0,-613975000.0,2343903000.0,10725000.0,36221000.0,,601923000,589838819.0,,,
2012-12-31,-487000.0,6159785000.0,-157662000.0,3487417000.0,128929000.0,1534915000.0,4039077000.0,8359768000.0,10796890000,382651000,0.38,,7526494000.0,221369000.0,67681000.0,6268282000.0,12428067000.0,1134800000.0,221369000.0,221369000,0.0,903934000.0,3168120000.0,8879324000.0,4901573000.0,-14000.0,1802630000.0,-85382000.0,,2809290000.0,94987000.0,1753000.0,320805000.0,2436109000.0,-238157000.0,1917566000.0,-45562000.0,1534915000.0,320805000.0,320805000.0,0.38,765175000.0,-9366000.0,548415000.0,-134076000.0,130793000.0,352162000.0,3960636000.0,49367000.0,587091968.0,32242000.0,-162959000.0,295924000.0,-105903000.0,,351658000.0,153358000.0,348000.0,,0.0,,-227610000.0,173584000.0,-141387000.0,-10965000.0,-203252000.0,0.0,-605709000.0,2287559000.0,28698000.0,54632000.0,,513333000,589751933.0,,,
2013-03-31,1823000.0,6375582000.0,-166126000.0,3656904000.0,130405000.0,1573117000.0,3847945000.0,8394426000.0,10926371000,337202000,0.34,,7504849000.0,201417000.0,261151000.0,6281628000.0,12657210000.0,1173671000.0,201417000.0,201417000,0.0,951852000.0,3396850000.0,9016052000.0,5152361000.0,-23000.0,1802433000.0,182004000.0,,2557314000.0,116960000.0,3410000.0,331520000.0,2413190000.0,-118408000.0,1910319000.0,15926000.0,1573117000.0,331520000.0,331520000.0,0.34,765175000.0,-266550000.0,320805000.0,-15799000.0,104980000.0,306397000.0,3938277000.0,-251113000.0,589149731.0,34215000.0,-242832000.0,240837000.0,-111472000.0,,390139000.0,150779000.0,1478000.0,,0.0,,10715000.0,372623000.0,-177516000.0,-2466000.0,12950000.0,0.0,-620720000.0,2464215000.0,17326000.0,406835000.0,,471017000,592903799.0,,,
2013-06-30,908000.0,6207427000.0,-166223000.0,3749282000.0,132550000.0,1576319000.0,3722855000.0,8512786000.0,11601056000,459843000,0.47,,7472137000.0,283043000.0,613372000.0,6456520000.0,12663947000.0,270815000.0,283043000.0,283043000,0.0,1036855000.0,3183114000.0,9564894000.0,5191810000.0,-58000.0,1884235000.0,-3074000.0,,2639986000.0,266222000.0,9832000.0,412285000.0,2396188000.0,-322871000.0,2036162000.0,25967000.0,1576319000.0,412285000.0,412285000.0,0.48,765175000.0,-17175000.0,331520000.0,-187411000.0,155462000.0,438505000.0,3978071000.0,214431000.0,592922702.0,31170000.0,-343948000.0,248933000.0,-138814000.0,-3777926000.0,388495000.0,205719000.0,2722000.0,,0.0,7755997000.0,80765000.0,752186000.0,-400574000.0,13940000.0,304894000.0,0.0,-446937000.0,2463494000.0,13398000.0,130964000.0,,602225000,597536893.0,,,
2013-09-30,1646000.0,6534262000.0,-164138000.0,3883694000.0,133744000.0,1587289000.0,3942559000.0,8635190000.0,11714267000,478198000,0.48,,7826253000.0,285590000.0,33480000.0,6491133000.0,13025395000.0,807506000.0,285590000.0,285590000,0.0,1017077000.0,3423152000.0,9648780000.0,5199142000.0,-12509000.0,1908542000.0,34770000.0,,2878391000.0,256662000.0,4534000.0,359532000.0,2540643000.0,-139026000.0,2065487000.0,-134849000.0,1587289000.0,359532000.0,359532000.0,0.49,765175000.0,-5409000.0,412285000.0,-1341000.0,166614000.0,452204000.0,3979351000.0,-234441000.0,587621529.0,30528000.0,-85483000.0,251742000.0,-135749000.0,,403166000.0,200074000.0,487000.0,,139286000.0,,-52753000.0,169229000.0,-250601000.0,-14926000.0,-258240000.0,0.0,-411801000.0,2475589000.0,13465000.0,96591000.0,,616476000,591458948.0,,,
2013-12-31,83000.0,6520856000.0,-164141000.0,3749250000.0,137403000.0,1613174000.0,3959985000.0,8676012000.0,11237969000,351777000,0.36,,7709235000.0,210835000.0,154252000.0,6492169000.0,13013025000.0,784988000.0,210835000.0,210835000,0.0,1043656000.0,3289930000.0,9273018000.0,5303790000.0,-4000.0,1915922000.0,-26241000.0,,2944083000.0,230914000.0,4211000.0,449863000.0,2506581000.0,-142900000.0,1964951000.0,24806000.0,1613174000.0,449863000.0,449863000.0,0.36,765175000.0,-7647000.0,359532000.0,-21120000.0,115369000.0,326204000.0,3967176000.0,120725000.0,584253842.0,29784000.0,-53908000.0,261890000.0,-134683000.0,,417503000.0,191568000.0,-11529000.0,,,,90331000.0,288935000.0,-16037000.0,-12200000.0,-78161000.0,0.0,-446417000.0,2443704000.0,30441000.0,63831000.0,,493391000,587926287.0,,,
2014-03-31,3081000.0,6639475000.0,-169493000.0,3944016000.0,137925000.0,1662116000.0,3962873000.0,8687098000.0,11277484000,332625000,0.31,,7906889000.0,180937000.0,272881000.0,6498789000.0,13138264000.0,780834000.0,180937000.0,180937000,0.0,1141625000.0,3510518000.0,9282743000.0,5231375000.0,-29000.0,1937075000.0,283751000.0,,2986163000.0,195876000.0,-3718000.0,341090000.0,2527900000.0,-134834000.0,1994741000.0,-24750000.0,1662116000.0,341090000.0,341090000.0,0.31,765175000.0,-213193000.0,449863000.0,-18001000.0,115746000.0,296683000.0,3956209000.0,-237039000.0,585885137.0,32224000.0,-362739000.0,75964000.0,-117019000.0,,424469000.0,181036000.0,-4561000.0,,,,-108773000.0,389900000.0,-65743000.0,-12326000.0,57108000.0,0.0,-516922000.0,2726427000.0,16963000.0,33570000.0,,466832000,590470283.0,,,
2014-06-30,-1935000.0,6681972000.0,-169445000.0,4367630000.0,146990000.0,1731334000.0,3533625000.0,8770751000.0,12286992000,424522000,0.43,,7901255000.0,254171000.0,508996000.0,6485978000.0,13167950000.0,319401000.0,254171000.0,254171000,0.0,1160850000.0,3398713000.0,10131136000.0,5266695000.0,12458000.0,1950672000.0,100440000.0,,2384167000.0,121580000.0,7216000.0,413046000.0,2602018000.0,-160078000.0,2155856000.0,-61052000.0,1731334000.0,413046000.0,413046000.0,0.43,765175000.0,-3258000.0,341090000.0,-38876000.0,146362000.0,400533000.0,3985618000.0,114435000.0,586544337.0,31205000.0,-413728000.0,375752000.0,-135755000.0,-4098257000.0,372461000.0,177227000.0,1908000.0,,,8083875000.0,71956000.0,644751000.0,0.0,8787000.0,212026000.0,0.0,-642663000.0,2831028000.0,13459000.0,61621000.0,,578728000,591361869.0,,,
2014-09-30,-1280000.0,7108403000.0,-170049000.0,4536489000.0,137799000.0,1723104000.0,3760008000.0,8878693000.0,12445081000,465613000,0.47,,8296497000.0,278813000.0,-56203000.0,6509510000.0,13617913000.0,959920000.0,278813000.0,278813000,0.0,1132069000.0,3646817000.0,10256364000.0,5321416000.0,-20025000.0,1980524000.0,99744000.0,,2650490000.0,115500000.0,2188000.0,384898000.0,2845641000.0,-169794000.0,2188717000.0,-251998000.0,1723104000.0,384898000.0,384898000.0,0.47,765175000.0,-4207000.0,413046000.0,-32074000.0,158054000.0,436867000.0,3968713000.0,-267602000.0,588277056.0,30934000.0,84534000.0,385566000.0,-118821000.0,,379948000.0,180325000.0,-58888000.0,,94437000.0,,-28148000.0,62618000.0,0.0,9940000.0,-380184000.0,0.0,-743172000.0,2924417000.0,12161000.0,35179000.0,,605600000,593309750.0,,,
2014-12-31,-1079000.0,11456904000.0,-170605000.0,4286409000.0,157000000.0,1769691000.0,8341101000.0,8858831000.0,12087074000,315446000,0.27,,12627510000.0,157979000.0,210573000.0,6513566000.0,17970470000.0,940349000.0,157979000.0,157979000,0.0,1100239000.0,3529997000.0,10001937000.0,5342960000.0,-28000.0,1966547000.0,-107194000.0,,7248457000.0,117353000.0,-2207000.0,4907677000.0,2791813000.0,-175374000.0,2085137000.0,37887000.0,1769691000.0,4907677000.0,4907677000.0,0.27,765175000.0,-17411000.0,384898000.0,2897000.0,78218000.0,236197000.0,4002932000.0,85725000.0,590723351.0,77042000.0,4342232000.0,388223000.0,-179247000.0,,375641000.0,168446000.0,-153069000.0,,0.0,,4522779000.0,389820000.0,0.0,-3136000.0,50575000.0,0.0,-828656000.0,2797947000.0,32299000.0,87313000.0,,470239000,595911680.0,,,
2015-03-31,-7818000.0,11521307000.0,-175886000.0,4340048000.0,141100000.0,1730190000.0,8330660000.0,8857277000.0,11746659000,327308000,0.3,,12670708000.0,176955000.0,268843000.0,6462284000.0,17983591000.0,898062000.0,176955000.0,176955000,0.0,1109887000.0,3496254000.0,9689161000.0,5312883000.0,-743000.0,1933385000.0,44689000.0,,7275195000.0,117674000.0,8577000.0,5084704000.0,2649752000.0,-126687000.0,2057498000.0,116722000.0,1730190000.0,5084704000.0,5084704000.0,0.3,765175000.0,-12566000.0,4907677000.0,0.0,89380000.0,266335000.0,3970261000.0,4859000.0,594030427.0,69550000.0,-66303000.0,393731000.0,-139218000.0,,404361000.0,154277000.0,6034000.0,,0.0,,177027000.0,408061000.0,0.0,-1567000.0,80345000.0,0.0,-920140000.0,2836430000.0,17238000.0,79272000.0,,476985000,598921070.0,,,
2015-06-30,13915000.0,11494304000.0,-178734000.0,9399615000.0,117122000.0,2099169000.0,3329442000.0,8751985000.0,12401938000,120995000,0.12,,12729057000.0,73026000.0,589441000.0,6494976000.0,17989281000.0,286666000.0,73026000.0,73026000,0.0,1467610000.0,3353381000.0,10181774000.0,5260224000.0,670000.0,1959817000.0,35277000.0,,2271825000.0,81591000.0,25034000.0,5130044000.0,2691823000.0,-182491000.0,2220164000.0,-27843000.0,2099169000.0,5130044000.0,5130044000.0,0.12,765175000.0,-319823000.0,5084704000.0,-86685000.0,-4278000.0,68748000.0,3982143000.0,165277000.0,595258654.0,77281000.0,-462901000.0,5050052000.0,-105544000.0,-4408305000.0,398208000.0,154808000.0,1557000.0,,,8390448000.0,45340000.0,694985000.0,0.0,-9942000.0,489613000.0,0.0,-923197000.0,2881953000.0,12068000.0,,,263151000,599259889.0,,,
2015-09-30,1650000.0,7027960000.0,-179037000.0,3970816000.0,135961000.0,1744521000.0,4095050000.0,8816245000.0,12562611000,493474000,0.41,,8065866000.0,244420000.0,-382725000.0,6343591000.0,13371551000.0,885501000.0,244420000.0,244420000,0.0,999337000.0,3531105000.0,10324616000.0,5305685000.0,168274000.0,1981390000.0,23580000.0,,3004618000.0,160688000.0,15240000.0,388256000.0,2841361000.0,-35061000.0,2237995000.0,-162867000.0,1744521000.0,388256000.0,388256000.0,0.41,765175000.0,-5053659000.0,5130044000.0,-83598000.0,137387000.0,381807000.0,3961299000.0,-211035000.0,596698935.0,126907000.0,-4437404000.0,83616000.0,-121243000.0,,232361000.0,168541000.0,18776000.0,,0.0,,-4741788000.0,-261482000.0,,124631000.0,-863506000.0,0.0,-1007539000.0,2887863000.0,11636000.0,,,644675000,600789913.0,,,
2015-12-31,-3481000.0,6779026000.0,-169399000.0,3872214000.0,145439000.0,1724231000.0,5275827000.0,8922498000.0,12153626000,432583000,0.48,,9148041000.0,272399000.0,603373000.0,6310442000.0,13089468000.0,852655000.0,272399000.0,272399000,0.0,1071632000.0,3353453000.0,9996812000.0,3941427000.0,0.0,1977921000.0,-164079000.0,,4265857000.0,111822000.0,7764000.0,595602000.0,2736382000.0,-132225000.0,2156814000.0,93497000.0,1724231000.0,595602000.0,595602000.0,0.48,765175000.0,-15496000.0,388256000.0,-14556000.0,120713000.0,393112000.0,3936612000.0,160182000.0,566881538.0,47235000.0,-357931000.0,90113000.0,-126990000.0,,232820000.0,163089000.0,-19204000.0,,,,207346000.0,730363000.0,,28792000.0,254069000.0,0.0,-1045177000.0,2710469000.0,32409000.0,,,585786000,571452124.0,,,
2016-03-31,19001000.0,6960033000.0,-175229000.0,4112072000.0,179264000.0,1765207000.0,5269591000.0,8964542000.0,12002791000,377618000,0.38,,9381663000.0,217136000.0,407450000.0,6391061000.0,13351094000.0,810642000.0,217136000.0,217136000,0.0,1118410000.0,3509438000.0,9859966000.0,3969431000.0,0.0,2079529000.0,151857000.0,,4274884000.0,107136000.0,6952000.0,610838000.0,2703635000.0,-215049000.0,2142825000.0,62545000.0,1765207000.0,610838000.0,610838000.0,0.38,765175000.0,-58687000.0,595602000.0,-69547000.0,109735000.0,326871000.0,3900470000.0,-123973000.0,566487516.0,57699000.0,-304408000.0,87011000.0,-112650000.0,,217390000.0,193672000.0,12236000.0,,0.0,,15236000.0,520100000.0,-189843000.0,-27896000.0,116650000.0,0.0,-988101000.0,2906651000.0,22288000.0,,,563834000,570814798.0,,,
2016-06-30,51314000.0,10053899000.0,-175204000.0,4434456000.0,202046000.0,1956013000.0,8807740000.0,9006138000.0,13647891000,546825000,0.38,-68853000.0,13242196000.0,215667000.0,777698000.0,6667905000.0,16721804000.0,228227000.0,215667000.0,215667000,0.0,1289312000.0,3380971000.0,11145053000.0,3479608000.0,0.0,2121661000.0,12505000.0,,7336930000.0,26942000.0,-141303000.0,3919300000.0,2639174000.0,-218493000.0,2502838000.0,73762000.0,1956013000.0,3919300000.0,3919300000.0,0.38,765175000.0,-48955000.0,610838000.0,-51517000.0,115550000.0,331217000.0,3880442000.0,147515000.0,562924016.0,74305000.0,2695012000.0,98472000.0,-166463000.0,-4704808000.0,251021000.0,207461000.0,-8592000.0,,110690000.0,8585250000.0,3308462000.0,944161000.0,-237964000.0,-31656000.0,398246000.0,0.0,-1358118000.0,2935982000.0,13133000.0,,,607568000,567997290.0,,,
2016-09-30,-269000.0,8135470000.0,-173292000.0,5366550000.0,211685000.0,2125086000.0,9637474000.0,9159866000.0,13968654000,566833000,0.58,,15004024000.0,323887000.0,106419000.0,9889340000.0,18024810000.0,1498680000.0,323887000.0,323887000,0.0,1381300000.0,4191460000.0,11276735000.0,3020786000.0,0.0,3815674000.0,110914000.0,,7843517000.0,218414000.0,7216000.0,759898000.0,3025811000.0,-3048455000.0,2691919000.0,-149759000.0,2125086000.0,759898000.0,759898000.0,0.58,765175000.0,-94935000.0,3919300000.0,-2910461000.0,176539000.0,500426000.0,4418524000.0,-136097000.0,555437764.0,73623000.0,-389659000.0,16052000.0,-142255000.0,,252387000.0,1203888000.0,2422000.0,,252681000.0,,-3159402000.0,248674000.0,-600139000.0,11374000.0,-317422000.0,0.0,-1434940000.0,3716517000.0,25127000.0,,,785734000,560954068.0,,,
2016-12-31,14075000.0,8011206000.0,-170093000.0,5052286000.0,237274000.0,2079446000.0,10101741000.0,9256137000.0,13457268000,492417000,0.5,,15154027000.0,275167000.0,212813000.0,9618860000.0,17630066000.0,1533390000.0,275167000.0,275167000,0.0,1471195000.0,3963458000.0,10885405000.0,2476039000.0,0.0,3714355000.0,-162295000.0,,8313651000.0,175795000.0,2320000.0,847292000.0,3031548000.0,-136059000.0,2571863000.0,-25425000.0,2079446000.0,847292000.0,847292000.0,0.5,765175000.0,-23696000.0,759898000.0,0.0,147339000.0,422506000.0,4331129000.0,160702000.0,545132762.0,72231000.0,-92144000.0,31537000.0,-143437000.0,,284786000.0,1094927000.0,13665000.0,,0.0,,87394000.0,356250000.0,-580174000.0,-29687000.0,-150577000.0,0.0,-1582596000.0,3549554000.0,17631000.0,,,732011000,550372067.0,,,
2017-03-31,11012000.0,8325561000.0,-178421000.0,5729810000.0,218316000.0,2098173000.0,9860562000.0,9317377000.0,13524172000,435962000,0.44,,15590372000.0,238278000.0,291767000.0,9595339000.0,17920900000.0,1568523000.0,238278000.0,238278000,0.0,1328773000.0,4282038000.0,10990037000.0,2330528000.0,0.0,3767906000.0,370141000.0,,8026617000.0,185178000.0,4815000.0,855133000.0,2944327000.0,-120632000.0,2534135000.0,94524000.0,2098173000.0,855133000.0,855133000.0,0.44,765175000.0,-28149000.0,847292000.0,0.0,121495000.0,359773000.0,4271707000.0,-312363000.0,539291561.0,81004000.0,-225160000.0,551367000.0,-128084000.0,,279635000.0,1085946000.0,12816000.0,,0.0,,7841000.0,419851000.0,-350761000.0,-21973000.0,-42411000.0,0.0,-1505437000.0,3849670000.0,22802000.0,,,659093000,544068915.0,,,
2017-06-30,13738000.0,8033438000.0,-176841000.0,6095886000.0,234717000.0,2201631000.0,9279253000.0,9447755000.0,14421045000,557959000,0.57,0.0,15375139000.0,305171000.0,879048000.0,9723217000.0,17756655000.0,367910000.0,305171000.0,305171000,0.0,1576221000.0,4012393000.0,11661455000.0,2381516000.0,0.0,3916128000.0,4015000.0,,7660877000.0,161715000.0,1586000.0,869502000.0,2995598000.0,-279315000.0,2759590000.0,-32987000.0,2201631000.0,869502000.0,869502000.0,0.57,765175000.0,3116000.0,855133000.0,-11337000.0,178354000.0,483525000.0,4377302000.0,334212000.0,534137743.0,76020000.0,-912746000.0,534013000.0,-272602000.0,-5321831000.0,249804000.0,1037511000.0,1481000.0,,14540000.0,9699133000.0,14318000.0,1151650000.0,-355047000.0,-11560000.0,590058000.0,0.0,-1262737000.0,3971112000.0,18323000.0,,,794262000,538797624.0,,,
2017-09-30,14041000.0,8597002000.0,-174864000.0,6140282000.0,179662000.0,2170576000.0,10043054000.0,9638386000.0,14650424000,623092000,0.69,,16183336000.0,367640000.0,-53486000.0,9821588000.0,18418590000.0,1367965000.0,367640000.0,367640000,0.0,1502021000.0,4333704000.0,11856756000.0,2235254000.0,0.0,3970617000.0,-57368000.0,,8426359000.0,165622000.0,4248000.0,909203000.0,3180631000.0,-134539000.0,2793668000.0,-166992000.0,2170576000.0,909203000.0,909203000.0,0.7,765175000.0,-5186000.0,869502000.0,0.0,178816000.0,546456000.0,4388299000.0,-294989000.0,527289675.0,80884000.0,72895000.0,538154000.0,-136261000.0,,260036000.0,1052704000.0,-644000.0,,148902000.0,,39701000.0,82775000.0,-550098000.0,-3706000.0,-511816000.0,0.0,-1142578000.0,3951205000.0,27955000.0,,,807002000,533063426.0,,,
2017-12-31,13340000.0,8272168000.0,-172056000.0,5982970000.0,190654000.0,2167104000.0,9967798000.0,9708261000.0,14411490000,532282000,0.54,,15950768000.0,284113000.0,728113000.0,9947202000.0,18219370000.0,1477991000.0,284113000.0,284113000,0.0,1567362000.0,3953643000.0,11712104000.0,2268602000.0,0.0,4001020000.0,-229531000.0,,8312489000.0,143794000.0,5432000.0,1113945000.0,3174012000.0,-267804000.0,2699386000.0,33618000.0,2167104000.0,961067000.0,961067000.0,0.55,765175000.0,-5182000.0,909203000.0,-147644000.0,167615000.0,451728000.0,4366292000.0,394702000.0,521284182.0,85986000.0,-382823000.0,541345000.0,-122316000.0,,430605000.0,1056335000.0,-9492000.0,,128446000.0,,204742000.0,850429000.0,-200434000.0,40711000.0,286802000.0,0.0,-1116028000.0,3745817000.0,23657000.0,,,728368000,527249587.0,,,
2018-03-31,-2961000.0,8715871000.0,-187821000.0,6046199000.0,193416000.0,2189695000.0,10231730000.0,9850739000.0,14349504000,485933000,0.63,,16277929000.0,330085000.0,76948000.0,9913271000.0,18629142000.0,1199472000.0,330085000.0,330085000,,1515682000.0,4227743000.0,11673876000.0,2351213000.0,,4066186000.0,398787000.0,,8835156000.0,161193000.0,15096000.0,1047125000.0,3259771000.0,-156967000.0,2675628000.0,-69405000.0,2189695000.0,901551000.0,901551000.0,0.63,765175000.0,-810361000.0,1113945000.0,-55964000.0,34799000.0,364884000.0,4392158000.0,-257068000.0,521832671.0,136145000.0,-102071000.0,294661000.0,-114035000.0,,394570000.0,1056068000.0,-17609000.0,,0.0,,-66820000.0,190983000.0,-160434000.0,105237000.0,-521264000.0,,-1075484000.0,4235856000.0,21130000.0,,,694445000,527990563.0,,,
