date,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue
2014-06-30,436357087.0,-689000000.0,4901000000.0,305000000.0,1919000000.0,6296000000.0,2000000.0,-17402000000.0,-34000000.0,117000000.0,8227000000.0,1178000000.0,452000000.0,1431000000.0,937000000.0,784000000.0,134000000.0,54031000000.0,292000000.0,17000000.0,1453000000.0,1.12,65491000000.0,-61000000.0,71590000000.0,742000000.0,220000000.0,,695000000.0,4000000.0,1475000000.0,59000000.0,622000000.0,622000000.0,488000000.0,4029000000,-1578000000.0,1784000000,622000000.0,-1263000000.0,951000000,53161000000.0,492000000.0,31000000.0,1888000000.0,-17000000.0,6099000000.0,440000000.0,,71433000000.0,9690000000.0,-315000000.0,-140000000.0,271000000.0,11860000000.0,,2141000000.0,,18429000000.0,784000000.0,1409000000.0,1978000000.0,-29000000.0,25049000000.0,492000000,492000000.0,-1558000000.0,814000000.0,1434000000.0,43471000000.0,1.127517,,,,,,
2014-09-30,436482306.0,-784000000.0,4570000000.0,316000000.0,1938000000.0,6414000000.0,-56000000.0,-17844000000.0,-684000000.0,78000000.0,7999000000.0,1269000000.0,457000000.0,1520000000.0,1153000000.0,943000000.0,-137000000.0,55067000000.0,279000000.0,15000000.0,1462000000.0,1.5,66560000000.0,-112000000.0,72193000000.0,736000000.0,34000000.0,,872000000.0,4000000.0,1496000000.0,47000000.0,485000000.0,485000000.0,622000000.0,4654000000,-2361000000.0,2131000000,485000000.0,-973000000.0,1163000000,53049000000.0,660000000.0,-46000000.0,2316000000.0,130000000.0,5633000000.0,440000000.0,,72911000000.0,9572000000.0,-315000000.0,-294000000.0,255000000.0,12204000000.0,,2338000000.0,,18810000000.0,1700000000.0,1587000000.0,2022000000.0,-92000000.0,24853000000.0,664000000,660000000.0,-1413000000.0,638000000.0,1686000000.0,43477000000.0,1.512089,,,,,,
2014-12-31,,-916000000.0,4657000000.0,321000000.0,2511000000.0,6565000000.0,879000000.0,-17934000000.0,843000000.0,96000000.0,9261000000.0,1292000000.0,462000000.0,1532000000.0,1004000000.0,1337000000.0,92000000.0,55705000000.0,453000000.0,576000000.0,2040000000.0,,67985000000.0,256000000.0,74929000000.0,616000000.0,0.0,,778000000.0,4000000.0,1354000000.0,-40000000.0,577000000.0,577000000.0,485000000.0,4664000000,-2109000000.0,2436000000,577000000.0,-2283000000.0,1542000000,54761000000.0,884000000.0,-37000000.0,2546000000.0,-191000000.0,6944000000.0,,,73639000000.0,9663000000.0,-316000000.0,76000000.0,489000000.0,12773000000.0,,2118000000.0,,19916000000.0,742000000.0,1150000000.0,1805000000.0,-23000000.0,24367000000.0,884000000,884000000.0,-1062000000.0,555000000.0,1677000000.0,45098000000.0,,,,,,,
2015-03-31,448275862.0,-917000000.0,5202000000.0,321000000.0,2224000000.0,6772000000.0,-27000000.0,-18445000000.0,275000000.0,103000000.0,9337000000.0,1249000000.0,464000000.0,1181000000.0,873000000.0,936000000.0,-108000000.0,56233000000.0,286000000.0,16000000.0,1610000000.0,1.45,68632000000.0,118000000.0,74929000000.0,264000000.0,34000000.0,,637000000.0,4000000.0,1104000000.0,-73000000.0,469000000.0,469000000.0,577000000.0,4104000000,-1477000000.0,1894000000,469000000.0,-1564000000.0,1133000000,54465000000.0,650000000.0,-157000000.0,2006000000.0,27000000.0,6297000000.0,449000000.0,,74678000000.0,9386000000.0,-341000000.0,-274000000.0,262000000.0,13082000000.0,,2098000000.0,,20235000000.0,796000000.0,1006000000.0,1718000000.0,43000000.0,24264000000.0,650000000,650000000.0,-170000000.0,601000000.0,1649000000.0,45079000000.0,1.45,,,,,,
2015-06-30,445500000.0,-947000000.0,4539000000.0,280000000.0,2239000000.0,6823000000.0,-58000000.0,-18954000000.0,519000000.0,97000000.0,9436000000.0,1278000000.0,466000000.0,1753000000.0,1087000000.0,994000000.0,82000000.0,58310000000.0,274000000.0,614000000.0,1489000000.0,1.59,70855000000.0,-126000000.0,77201000000.0,806000000.0,0.0,,825000000.0,5000000.0,1517000000.0,-4000000.0,551000000.0,551000000.0,469000000.0,4358000000,-3558000000.0,2099000000,551000000.0,-2190000000.0,1155000000,55600000000.0,716000000.0,102000000.0,2242000000.0,-54000000.0,6346000000.0,449200000.0,,77264000000.0,9421000000.0,-342000000.0,39000000.0,255000000.0,13456000000.0,,2116000000.0,,21338000000.0,2209000000.0,1410000000.0,1883000000.0,-29000000.0,25235000000.0,720000000,716000000.0,-1233000000.0,782000000.0,1679000000.0,46179000000.0,1.61,,,,,,
2015-09-30,455440415.0,-1119000000.0,4660000000.0,311000000.0,2333000000.0,6805000000.0,24000000.0,-19370000000.0,774000000.0,103000000.0,9567000000.0,1344000000.0,468000000.0,1579000000.0,1175000000.0,1302000000.0,630000000.0,59835000000.0,421000000.0,644000000.0,1561000000.0,1.93,73306000000.0,-115000000.0,79963000000.0,460000000.0,0.0,,900000000.0,5000000.0,1870000000.0,-168000000.0,1181000000.0,1181000000.0,551000000.0,4954000000,-1530000000.0,2411000000,1181000000.0,-1723000000.0,1488000000,57137000000.0,879000000.0,-76000000.0,2663000000.0,-446000000.0,6657000000.0,456000000.0,,79205000000.0,10371000000.0,-348000000.0,191000000.0,331000000.0,13987000000.0,,2291000000.0,,22318000000.0,713000000.0,1812000000.0,1961000000.0,-66000000.0,25604000000.0,881000000,879000000.0,-2123000000.0,811000000.0,1710000000.0,46766000000.0,1.93,,,,,,
2015-12-31,461000000.0,-889000000.0,3006000000.0,299000000.0,3239000000.0,6924000000.0,587000000.0,-19000000000.0,315000000.0,151000000.0,9827000000.0,1259000000.0,473000000.0,1603000000.0,1094000000.0,757000000.0,-610000000.0,61386000000.0,247000000.0,24000000.0,2729000000.0,1.099783,75684000000.0,213000000.0,82479000000.0,714000000.0,18000000.0,,841000000.0,5000000.0,2529000000.0,-167000000.0,571000000.0,571000000.0,1181000000.0,4069000000,-2922000000.0,1897000000,571000000.0,-2528000000.0,884000000,59367000000.0,507000000.0,-75000000.0,1978000000.0,-111000000.0,6795000000.0,462000000.0,,80386000000.0,10107000000.0,-354000000.0,-48000000.0,314000000.0,14140000000.0,,2091000000.0,,22574000000.0,1239000000.0,1370000000.0,1784000000.0,69000000.0,26681000000.0,510000000,507000000.0,-1688000000.0,686000000.0,2005000000.0,49260000000.0,1.099783,,,,,,
2016-03-31,461445951.0,-1265000000.0,4617000000.0,509000000.0,3285000000.0,7058000000.0,8000000.0,-19426000000.0,2193000000.0,149000000.0,9982000000.0,1287000000.0,472000000.0,1545000000.0,870000000.0,896000000.0,57000000.0,62894000000.0,259000000.0,17000000.0,2886000000.0,1.37,77541000000.0,188000000.0,84637000000.0,280000000.0,823000000.0,,651000000.0,5000000.0,1139000000.0,-113000000.0,628000000.0,628000000.0,571000000.0,3835000000,-3452000000.0,2056000000,628000000.0,-3681000000.0,1238000000,61007000000.0,636000000.0,-40000000.0,2108000000.0,23000000.0,7096000000.0,463000000.0,,82320000000.0,10587000000.0,-401000000.0,28000000.0,214000000.0,14375000000.0,,1727000000.0,,22912000000.0,744000000.0,1473000000.0,1574000000.0,-27000000.0,27791000000.0,637000000,636000000.0,-367000000.0,721000000.0,1920000000.0,50420000000.0,1.378276,,,,,,
2016-06-30,465517241.0,-1082000000.0,5307000000.0,602000000.0,3069000000.0,7404000000.0,69000000.0,-19583000000.0,133000000.0,174000000.0,10121000000.0,1254000000.0,472000000.0,1725000000.0,843000000.0,763000000.0,102000000.0,64157000000.0,219000000.0,26000000.0,2112000000.0,1.16,78908000000.0,-228000000.0,85420000000.0,643000000.0,1182000000.0,,816000000.0,5000000.0,1774000000.0,-82000000.0,730000000.0,730000000.0,628000000.0,3817000000,-1921000000.0,2181000000,730000000.0,-1756000000.0,1171000000,61538000000.0,540000000.0,15000000.0,2014000000.0,-11000000.0,6512000000.0,465517241.0,,83740000000.0,11336000000.0,-402000000.0,-104000000.0,192000000.0,14548000000.0,,1803000000.0,,23174000000.0,840000000.0,1671000000.0,1816000000.0,24000000.0,27001000000.0,544000000,540000000.0,-641000000.0,758000000.0,1847000000.0,50202000000.0,1.16,,,,,,
2016-09-30,464814815.0,-972000000.0,3482000000.0,369000000.0,3279000000.0,7830000000.0,17000000.0,-20246000000.0,-527000000.0,151000000.0,10582000000.0,1309000000.0,469000000.0,2024000000.0,1353000000.0,1207000000.0,-49000000.0,65617000000.0,418000000.0,485000000.0,2063000000.0,1.62,81117000000.0,-110000000.0,87864000000.0,1052000000.0,-1000000.0,,1070000000.0,5000000.0,2800000000.0,-36000000.0,681000000.0,681000000.0,730000000.0,4805000000,-1948000000.0,2646000000,681000000.0,-1546000000.0,1402000000,62995000000.0,753000000.0,79000000.0,2755000000.0,-299000000.0,6747000000.0,466000000.0,,85863000000.0,10456000000.0,-402000000.0,189000000.0,360000000.0,14899000000.0,,2050000000.0,,23907000000.0,1033000000.0,1642000000.0,1921000000.0,-56000000.0,28195000000.0,789000000,753000000.0,-2008000000.0,760000000.0,2115000000.0,52539000000.0,1.62,,,,,,
2016-12-31,468932039.0,-921000000.0,3022000000.0,387000000.0,3335000000.0,7916000000.0,1397000000.0,-20101000000.0,696000000.0,370000000.0,11101000000.0,1289000000.0,470000000.0,1042000000.0,1105000000.0,1521000000.0,611000000.0,66912000000.0,504000000.0,9000000.0,2380000000.0,2.06,82584000000.0,,89993000000.0,121000000.0,263000000.0,,840000000.0,5000000.0,3447000000.0,-70000000.0,1292000000.0,1292000000.0,681000000.0,3699000000,-1904000000.0,2748000000,1292000000.0,-1127000000.0,743000000,64662000000.0,966000000.0,,1848000000.0,-245000000.0,7409000000.0,469000000.0,,87013000000.0,10919000000.0,-407000000.0,-336000000.0,464000000.0,15458000000.0,,1851000000.0,,24341000000.0,1435000000.0,1600000000.0,1784000000.0,,27818000000.0,1017000000,966000000.0,-1062000000.0,1052000000.0,2049000000.0,53743000000.0,2.06,,,,,,
2017-03-31,467500000.0,-1842000000.0,5325000000.0,360000000.0,3632000000.0,8384000000.0,-251000000.0,-20768000000.0,1678000000.0,1287000000.0,11727000000.0,1303000000.0,464000000.0,1364000000.0,958000000.0,2266000000.0,-692000000.0,68400000000.0,675000000.0,7000000.0,1398000000.0,3.37,85378000000.0,,91205000000.0,-478000000.0,735000000.0,,691000000.0,5000000.0,1237000000.0,-40000000.0,600000000.0,600000000.0,1292000000.0,3972000000,-4141000000.0,3317000000,600000000.0,-3734000000.0,1320000000,64736000000.0,1583000000.0,,2278000000.0,-264000000.0,5827000000.0,470200000.0,,89168000000.0,9761000000.0,-460000000.0,67000000.0,565000000.0,16581000000.0,,1694000000.0,,25497000000.0,30000000.0,1337000000.0,1635000000.0,,28539000000.0,1591000000,1583000000.0,-548000000.0,1086000000.0,2141000000.0,54975000000.0,3.39,,,,,,
2017-06-30,467900000.0,-989000000.0,4132000000.0,430000000.0,3740000000.0,8706000000.0,-93000000.0,-21048000000.0,16000000.0,216000000.0,12102000000.0,1313000000.0,457000000.0,1801000000.0,1262000000.0,1093000000.0,42000000.0,69656000000.0,289000000.0,18000000.0,1257000000.0,1.68,86943000000.0,,92890000000.0,812000000.0,-693000000.0,,957000000.0,5000000.0,1814000000.0,3000000.0,642000000.0,642000000.0,600000000.0,4404000000,-1496000000.0,2480000000,642000000.0,-1775000000.0,1288000000,66014000000.0,793000000.0,,2550000000.0,-206000000.0,5947000000.0,471700000.0,,90704000000.0,8950000000.0,-460000000.0,-214000000.0,321000000.0,16914000000.0,,1854000000.0,,25926000000.0,1405000000.0,1290000000.0,1950000000.0,,30392000000.0,804000000,793000000.0,-1337000000.0,966000000.0,2110000000.0,57064000000.0,1.69,,,,,,
2017-09-30,469400000.0,-1078000000.0,4614000000.0,381000000.0,3736000000.0,8877000000.0,146000000.0,-21460000000.0,70000000.0,185000000.0,12563000000.0,1352000000.0,449000000.0,1995000000.0,1467000000.0,1220000000.0,739000000.0,71088000000.0,364000000.0,11000000.0,2491000000.0,1.79,89754000000.0,,96781000000.0,917000000.0,117000000.0,,1138000000.0,5000000.0,2256000000.0,48000000.0,1381000000.0,1381000000.0,642000000.0,4808000000,-1187000000.0,2739000000,1381000000.0,-1326000000.0,1396000000,69460000000.0,847000000.0,,2863000000.0,-266000000.0,7027000000.0,473500000.0,,92548000000.0,11604000000.0,-462000000.0,-163000000.0,430000000.0,17299000000.0,,1945000000.0,,26398000000.0,2304000000.0,1794000000.0,2147000000.0,,30345000000.0,856000000,847000000.0,-2009000000.0,1102000000.0,2115000000.0,57856000000.0,1.8,,,,,,
2017-12-31,471000000.0,-1536000000.0,3618000000.0,387000000.0,4081000000.0,8962000000.0,932000000.0,-21367000000.0,1169000000.0,-258000000.0,5754000000.0,1273000000.0,448000000.0,1253000000.0,1395000000.0,86000000.0,365000000.0,72416000000.0,-1982000000.0,19000000.0,2276000000.0,4.55,90670000000.0,,97827000000.0,-283000000.0,19000000.0,,-157000000.0,5000000.0,3235000000.0,111000000.0,1714000000.0,1714000000.0,1381000000.0,4010000000,-1715000000.0,692000000,1983000000.0,-2083000000.0,709000000,68329000000.0,2155000000.0,,2104000000.0,97000000.0,7157000000.0,474000000.0,,93783000000.0,11232000000.0,-463000000.0,656000000.0,-2191000000.0,18992000000.0,0.0,1906000000.0,,28208000000.0,-305000000.0,1655000000.0,2220000000.0,,31463000000.0,2068000000,2155000000.0,-2888000000.0,804000000.0,2146000000.0,57097000000.0,4.575372,,,,,,
2018-03-31,471436476.0,-1288000000.0,4137000000.0,226000000.0,3170000000.0,12809000000.0,-62000000.0,-20919000000.0,1311000000.0,4257000000.0,7007000000.0,1205000000.0,450000000.0,1290000000.0,1236000000.0,5080000000.0,-1075000000.0,67196000000.0,1249000000.0,7000000.0,1751000000.0,9.32,88672000000.0,,94284000000.0,2000000.0,,,924000000.0,5000000.0,1748000000.0,-178000000.0,550000000.0,550000000.0,1983000000.0,3863000000,-3339000000.0,6230000000,908000000.0,-3667000000.0,1031000000,58291000000.0,4428000000.0,,2267000000.0,-185000000.0,5612000000.0,474000000.0,,88115000000.0,9579000000.0,-523000000.0,-395000000.0,1271000000.0,23181000000.0,,1596000000.0,,32706000000.0,960000000.0,1493000000.0,1881000000.0,,28062000000.0,3831000000,4428000000.0,-1192000000.0,891000000.0,1260000000.0,48712000000.0,9.39257,,,,,,
2018-06-30,471100000.0,-1415000000.0,4210000000.0,394000000.0,3142000000.0,12351000000.0,-28000000.0,-21092000000.0,-121000000.0,191000000.0,7162000000.0,1159000000.0,445000000.0,1643000000.0,1202000000.0,931000000.0,-172000000.0,68659000000.0,230000000.0,4000000.0,1808000000.0,1.64,89605000000.0,,95490000000.0,228000000.0,,,891000000.0,5000000.0,2298000000.0,-173000000.0,478000000.0,478000000.0,908000000.0,4069000000,-1873000000.0,2216000000,736000000.0,-1688000000.0,1124000000,59318000000.0,795000000.0,,2326000000.0,-17000000.0,5885000000.0,475200000.0,,89751000000.0,10184000000.0,-524000000.0,-179000000.0,124000000.0,23453000000.0,,1743000000.0,,33021000000.0,967000000.0,1423000000.0,2230000000.0,,28356000000.0,701000000,795000000.0,-272000000.0,898000000.0,1231000000.0,49134000000.0,1.69,,,,,,
2018-09-30,473100000.0,-1729000000.0,5539000000.0,167000000.0,3548000000.0,12854000000.0,638000000.0,-21753000000.0,885000000.0,251000000.0,7420000000.0,1083000000.0,448000000.0,2292000000.0,1527000000.0,1069000000.0,-15000000.0,68572000000.0,126000000.0,703000000.0,1984000000.0,2.1,90254000000.0,,98603000000.0,563000000.0,,,1180000000.0,5000000.0,3000000000.0,-158000000.0,497000000.0,497000000.0,736000000.0,4418000000,-2473000000.0,2416000000,721000000.0,-3206000000.0,974000000,61265000000.0,1007000000.0,,2501000000.0,-62000000.0,8349000000.0,477400000.0,,90325000000.0,12807000000.0,-523000000.0,37000000.0,160000000.0,23935000000.0,,1917000000.0,,34252000000.0,665000000.0,1836000000.0,2454000000.0,,27048000000.0,943000000,1007000000.0,-1579000000.0,917000000.0,1214000000.0,48458000000.0,2.13,,,,,,
2018-12-31,478000000.0,-1578000000.0,10930000000.0,709000000.0,8412000000.0,12634000000.0,900000000.0,-21749000000.0,5559000000.0,-119000000.0,7367000000.0,1223000000.0,445000000.0,1368000000.0,1467000000.0,289000000.0,4532000000.0,70334000000.0,-25000000.0,4000000.0,2130000000.0,0.88,97309000000.0,,103702000000.0,-210000000.0,1290000000.0,708000000.0,1152000000.0,5000000.0,2386000000.0,-188000000.0,638000000.0,638000000.0,721000000.0,4390000000,-3042000000.0,2089000000,5253000000.0,-2389000000.0,1105000000,66289000000.0,422000000.0,,2572000000.0,143000000.0,6393000000.0,481000000.0,,92083000000.0,17563000000.0,-531000000.0,-68000000.0,-92000000.0,23837000000.0,,1818000000.0,891000000.0,34144000000.0,941000000.0,1672000000.0,2302000000.0,,26782000000.0,314000000,422000000.0,-514000000.0,999000000.0,1449000000.0,48726000000.0,0.882845,,,,,,
2019-03-31,478300000.0,-5886000000.0,10330000000.0,714000000.0,3036000000.0,13095000000.0,-99000000.0,-23364000000.0,1427000000.0,257000000.0,8050000000.0,1410000000.0,484000000.0,1597000000.0,1168000000.0,680000000.0,-3912000000.0,74794000000.0,74000000.0,20000000.0,3386000000.0,1.41,100807000000.0,,109029000000.0,-4289000000.0,,,862000000.0,5000000.0,2398000000.0,-213000000.0,972000000.0,972000000.0,5253000000.0,4075000000,-2162000000.0,2256000000,1341000000.0,-6945000000.0,1125000000,71189000000.0,680000000.0,,2293000000.0,-153000000.0,8222000000.0,481800000.0,,98158000000.0,17926000000.0,-598000000.0,-338000000.0,220000000.0,23919000000.0,,1782000000.0,3488000000.0,34226000000.0,1103000000.0,1328000000.0,2191000000.0,,29883000000.0,606000000,680000000.0,-664000000.0,1058000000.0,1559000000.0,53263000000.0,1.42,,,,,,
2019-06-30,478900000.0,-1505000000.0,7770000000.0,601000000.0,3187000000.0,13749000000.0,612000000.0,-23915000000.0,625000000.0,452000000.0,8086000000.0,1427000000.0,487000000.0,1684000000.0,1597000000.0,1263000000.0,362000000.0,76136000000.0,124000000.0,6000000.0,1842000000.0,2.56,103081000000.0,,110552000000.0,179000000.0,,,1262000000.0,5000000.0,2598000000.0,-191000000.0,1019000000.0,1019000000.0,1341000000.0,4970000000,-2452000000.0,3126000000,1703000000.0,-1946000000.0,1399000000,72126000000.0,1234000000.0,,2996000000.0,-61000000.0,7471000000.0,482800000.0,,100051000000.0,14412000000.0,-599000000.0,54000000.0,-118000000.0,24554000000.0,,1974000000.0,3496000000.0,34910000000.0,-1043000000.0,1715000000.0,2553000000.0,,33947000000.0,1139000000,1234000000.0,-5812000000.0,1099000000.0,1571000000.0,57714000000.0,2.58,,,,,,
2019-09-30,488775903.0,-2342000000.0,5643000000.0,746000000.0,3220000000.0,13813000000.0,-84000000.0,-24748000000.0,471000000.0,-9000000.0,8109000000.0,1451000000.0,492000000.0,2962000000.0,1848000000.0,856000000.0,-145000000.0,78995000000.0,58000000.0,1462000000.0,2188000000.0,1.79837,106543000000.0,,114222000000.0,620000000.0,761000000.0,,1313000000.0,5000000.0,2838000000.0,-181000000.0,1131000000.0,1131000000.0,1703000000.0,5572000000,-2167000000.0,2897000000,1558000000.0,-3572000000.0,1595000000,74048000000.0,879000000.0,,3443000000.0,233000000.0,7679000000.0,488775903.0,,103743000000.0,13314000000.0,-600000000.0,255000000.0,23000000.0,24835000000.0,,2129000000.0,4129000000.0,36592000000.0,176000000.0,2153000000.0,2717000000.0,,36144000000.0,798000000,879000000.0,-2044000000.0,1187000000.0,1881000000.0,60734000000.0,1.79837,,,,,,
2019-12-31,488775903.0,-1344000000.0,5040000000.0,188000000.0,3314000000.0,14407000000.0,730000000.0,-25168000000.0,1350000000.0,360000000.0,8361000000.0,1328000000.0,499000000.0,1912000000.0,1645000000.0,1037000000.0,-450000000.0,82010000000.0,193000000.0,6000000.0,2973000000.0,1.99,110283000000.0,,117691000000.0,568000000.0,1356000000.0,,1041000000.0,5000000.0,3631000000.0,-169000000.0,600000000.0,600000000.0,1558000000.0,4588000000,-3764000000.0,2266000000,1108000000.0,-3714000000.0,852000000,76331000000.0,975000000.0,,2497000000.0,-257000000.0,7408000000.0,491000000.0,,107178000000.0,13853000000.0,-611000000.0,406000000.0,133000000.0,25199000000.0,,2091000000.0,4204000000.0,37005000000.0,38000000.0,1710000000.0,2282000000.0,,37543000000.0,844000000,975000000.0,-1971000000.0,1911000000.0,1831000000.0,62478000000.0,1.994779,,,,,,
