date,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2017-03-31,211200000.0,1166000000.0,28500000.0,168400000.0,3040800000.0,,36800000.0,0.0,417300000.0,0.73,-453200000.0,,-35000000.0,1118800000.0,641500000.0,,34810500000.0,580300000.0,1083800000.0,3000000.0,2670500000.0,-395600000.0,56500000.0,1067500000.0,2939400000.0,211500000.0,580900000.0,214500000.0,30900000.0,-3392500000.0,-395400000.0,137400000.0,424300000,-662600000.0,214500000.0,0.73,5543400000.0,-21400000.0,26287600000.0,-200000.0,3040800000.0,641500000.0,6315900000,,629800000.0,83200000.0,449400000.0,3111700000.0,4850700000.0,24303000000.0,430300000,424300000,583300000.0,8522900000.0,25900000.0,-36900000.0,,,,,,,,,,,,,,,,,,,,,
2017-06-30,181900000.0,1152100000.0,32700000.0,191800000.0,3729700000.0,,43400000.0,0.0,401800000.0,0.63,268400000.0,,-38200000.0,917900000.0,554600000.0,,36689800000.0,580500000.0,879700000.0,-53500000.0,2139400000.0,-328800000.0,58500000.0,1150700000.0,3153200000.0,214500000.0,581000000.0,161000000.0,23000000.0,-3500300000.0,0.0,292800000.0,367600000,-1239800000.0,161000000.0,0.63,5908800000.0,-2700000.0,27698300000.0,0.0,3729700000.0,554600000.0,6599100000,,471900000.0,176100000.0,452700000.0,3383400000.0,5091300000.0,25978400000.0,372700000,367600000,583800000.0,8991500000.0,27000000.0,-570000000.0,,,,,,,,,,,,,,,,,,,,,
2017-09-30,36600000.0,1129400000.0,33300000.0,201500000.0,4311500000.0,,37400000.0,0.0,384600000.0,0.38,-109500000.0,,-36500000.0,1169900000.0,251400000.0,0.0,38932600000.0,581300000.0,1133400000.0,63900000.0,1973100000.0,-1102000000.0,59900000.0,1226200000.0,3272700000.0,161000000.0,581600000.0,224900000.0,22700000.0,-2886000000.0,0.0,191900000.0,224000000,-996900000.0,224900000.0,0.39,6116500000.0,-38000000.0,29643200000.0,0.0,4311500000.0,251400000.0,6786000000,,822300000.0,-48800000.0,452700000.0,3312200000.0,5519900000.0,26994700000.0,214800000,224000000,585600000.0,9289400000.0,28900000.0,-71500000.0,,,,,,,,,,,,,,,,,,,,,
2017-12-31,111100000.0,1119600000.0,32300000.0,135000000.0,3134400000.0,,35500000.0,0.0,366600000.0,,-6600000.0,,-46000000.0,550200000.0,691400000.0,0.0,38701200000.0,,504200000.0,35500000.0,4845800000.0,524600000.0,61200000.0,1282200000.0,2825900000.0,224900000.0,581700000.0,265000000.0,18800000.0,-5064600000.0,0.0,-222100000.0,576300000,-507400000.0,275300000.0,,6031700000.0,-400000.0,29416400000.0,1200000.0,2869400000.0,691400000.0,7115100000,,-141600000.0,-244100000.0,452700000.0,3306300000.0,7695900000.0,27274700000.0,580300000,576300000,,9284800000.0,27700000.0,-6200000.0,,,,,,,,,,,,,,,,,,,,,
2018-03-31,181000000.0,1112000000.0,34200000.0,53200000.0,3052400000.0,,36800000.0,,348600000.0,1.22,354800000.0,,-35800000.0,1747100000.0,910800000.0,,41330900000.0,582000000.0,1711300000.0,-78700000.0,3367200000.0,-587000000.0,58900000.0,-172600000.0,3414300000.0,275300000.0,1076300000.0,190100000.0,17400000.0,-5602900000.0,-654900000.0,283200000.0,718000000,-2180600000.0,196600000.0,1.23,8017900000.0,-37200000.0,31007700000.0,,3052400000.0,,7424100000,,876600000.0,89400000.0,452700000.0,3859200000.0,6043800000.0,29251600000.0,729800000,718000000,585600000.0,10323200000.0,29300000.0,-37100000.0,,,,,,,,,,,,,,,,,,,,,
2018-06-30,178900000.0,1116400000.0,42900000.0,46000000.0,3231200000.0,,41700000.0,,330600000.0,1.19,500000.0,,-66200000.0,1736200000.0,880100000.0,,43363500000.0,582000000.0,1670000000.0,-38900000.0,3616300000.0,-358000000.0,63700000.0,-221900000.0,3922300000.0,196600000.0,1076400000.0,154800000.0,21100000.0,-5313500000.0,0.0,417200000.0,697500000,-1775600000.0,157700000.0,1.2,8720400000.0,-2200000.0,32362700000.0,,3231200000.0,,8011800000,,974300000.0,278500000.0,452700000.0,3859500000.0,6230200000.0,30921200000.0,701200000,704200000,585800000.0,11000800000.0,37000000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2018-09-30,200300000.0,1139300000.0,42500000.0,53500000.0,2809700000.0,,42000000.0,,312600000.0,1.57,-52800000.0,,-62800000.0,1718200000.0,1130500000.0,-1000000.0,45543700000.0,582700000.0,1655400000.0,-35000000.0,2468000000.0,-626200000.0,69200000.0,-263700000.0,3924100000.0,157700000.0,1077000000.0,121900000.0,15500000.0,-3749100000.0,-13500000.0,332400000.0,921700000,-1700400000.0,122700000.0,1.58,9602100000.0,-39300000.0,33684900000.0,,2809700000.0,,8490000000,,873200000.0,-356900000.0,452700000.0,3859900000.0,6776600000.0,32350600000.0,930200000,928400000,586600000.0,11858800000.0,35800000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-17600000.0,1131700000.0,38900000.0,,1865400000.0,4404900000.0,46000000.0,,294600000.0,,544200000.0,,-101200000.0,1083300000.0,242200000.0,0.0,46575000000.0,,982100000.0,-47700000.0,5450300000.0,73900000.0,70600000.0,-120900000.0,5046500000.0,122700000.0,1077100000.0,69500000.0,23200000.0,-7026300000.0,0.0,-286200000.0,257900000,-1675200000.0,75000000.0,,8386600000.0,-300000.0,35753200000.0,,1795900000.0,,8028800000,,128200000.0,700000.0,452700000.0,4404900000.0,9193200000.0,33567400000.0,259800000,264700000,,10821800000.0,32000000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2019-03-31,484700000.0,1127300000.0,42600000.0,38500000.0,2584700000.0,,47400000.0,,276700000.0,1.83,-1507400000.0,,-75800000.0,1868500000.0,1567500000.0,,48850300000.0,583500000.0,1792700000.0,83700000.0,4679300000.0,-839400000.0,70500000.0,178100000.0,4594300000.0,75000000.0,1077900000.0,158000000.0,19200000.0,-4804700000.0,-1481300000.0,291500000.0,1071700000,-277400000.0,158700000.0,1.84,9358100000.0,-26100000.0,36739600000.0,,2584700000.0,,9293800000,,1105200000.0,-82400000.0,452700000.0,4405400000.0,10032600000.0,34512500000.0,1082800000,1078400000,586600000.0,12110700000.0,38100000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2019-06-30,264600000.0,1174900000.0,50000000.0,134500000.0,1360900000.0,499200000.0,47400000.0,,258700000.0,1.66,-59100000.0,,-127400000.0,1506200000.0,1243600000.0,,51324200000.0,583600000.0,1378800000.0,-65800000.0,6661700000.0,-186000000.0,80000000.0,453100000.0,4867500000.0,158700000.0,1078000000.0,91900000.0,26800000.0,-8434400000.0,-58400000.0,314300000.0,972700000,-1512900000.0,92900000.0,1.67,10276400000.0,-2300000.0,37993400000.0,,1360900000.0,,9444500000,,605300000.0,380000000.0,452700000.0,4406000000.0,10218600000.0,36814600000.0,979000000,979400000,586900000.0,13330800000.0,45300000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2019-09-30,166700000.0,1214200000.0,51500000.0,136000000.0,1467400000.0,499300000.0,47500000.0,,242900000.0,1.42,-131500000.0,,-78000000.0,1758700000.0,1010300000.0,0.0,54008100000.0,584100000.0,1680700000.0,-46700000.0,5563900000.0,-767000000.0,72200000.0,510500000.0,5222900000.0,92900000.0,1078500000.0,45900000.0,18700000.0,-7158100000.0,-71800000.0,,835000000,-1673900000.0,46200000.0,1.43,10995200000.0,-59700000.0,39884800000.0,,1467400000.0,,9524600000,,875900000.0,-17000000.0,452700000.0,4406500000.0,10985600000.0,38573700000.0,843600000,841700000,587100000.0,14123300000.0,48700000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2019-12-31,264300000.0,,50900000.0,,1798800000.0,,47400000.0,,,,,,,,1338900000.0,,54895300000.0,,,,,,,,,,,,,,,,1064000000,,,,,,41222100000.0,,1798800000.0,,10734800000,,,,,4407100000.0,10886200000.0,39254300000.0,1074600000,1070800000,,13673200000.0,46800000.0,,,,,,,,,,,,,,,,,,,,,,
