,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyGrossPPE,annualInterestExpense,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualCapitalExpenditure,trailingGrossProfit,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,quarterlyDilutedEPS,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,trailingTaxProvision,annualGrossProfit,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,quarterlyOperatingIncome,annualChangeInInventory,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashDividendsPaid,annualPretaxIncome,trailingCashDividendsPaid,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualDilutedEPS,quarterlyResearchAndDevelopment,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,annualBasicAverageShares,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOperatingIncome,quarterlyOperatingExpense,trailingTotalRevenue,trailingOtherIncomeExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualEndCashPosition,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,annualEbitda,quarterlyCurrentDebt,annualDilutedAverageShares,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
1435622400,,,-489533000.0,,,,,,42500000.0,,,-37100000.0,-40200000.0,,,,4768500000.0,302100000.0,548900000.0,-44500000.0,,,,,,,,,,5807400000.0,629600000.0,,2900000.0,1572343000.0,-771500000.0,,,550700000.0,-53261000.0,,,,,,-9200000.0,,,0.37,,25000000.0,450500000.0,,,-66000000.0,,,3863500000.0,1015500000.0,798200000.0,6491400000.0,,157100000.0,4763671000.0,7691700000.0,,,,,,573400000.0,,-284900000.0,1382900000.0,,503100000.0,,,,,,,,1795900000.0,,,,,,1380200000.0,334800000.0,,,296000000.0,294700000.0,,,,,,,41500000.0,0.0,,,,,,,,,581800000.0,,224100000.0,,,832200000.0,,-1500000.0,,826500000.0,5952200000.0,,,68872000.0,,384600000.0,,,,,,,,47600000.0,,,,,125200000.0,,,,-79800000.0,,,,192138000.0,,,3351300000.0,2145700000.0,,1572300000.0,,,200000000.0,,,,-489500000.0,53800000.0,,,20076000.0,9485100000.0,294700000.0,,,13348600000.0,-9600000.0,0.37,901800000.0,7506900000.0,49900000.0,,798200000.0,,,,,,,,,,,,,,,,,,,,,
1443571200,,,-308794000.0,,,,,,37200000.0,,,25900000.0,1500000.0,,,,4787400000.0,297100000.0,652000000.0,-309800000.0,,,,,,,,,,5516900000.0,417100000.0,,200000.0,504491000.0,-725200000.0,,,331200000.0,-74091000.0,,,,,,3400000.0,,,0.12,,23600000.0,220700000.0,,,-200000000.0,-100400000.0,,3010900000.0,974800000.0,793200000.0,6447700000.0,,125300000.0,4782623000.0,7842500000.0,,,,,,882100000.0,,-316200000.0,1133600000.0,,286900000.0,,,,,,,,-591400000.0,,,,,,-1067900000.0,261800000.0,,,99400000.0,98400000.0,,,,,,,44700000.0,0.0,,,,,,,,,516800000.0,,285600000.0,,,802400000.0,,-4300000.0,,804800000.0,5950900000.0,,,70908000.0,,338200000.0,,,,,,,,44300000.0,,,,,132900000.0,,,,-79500000.0,,,,1572343000.0,,,3347300000.0,1386600000.0,,504500000.0,,,0.0,,,,-308800000.0,64800000.0,,,61199000.0,9963600000.0,98400000.0,,,12974500000.0,-2100000.0,0.12,1224300000.0,7422500000.0,-54400000.0,,793200000.0,,,,,,,,,,,,,,,,,,,,,
1451520000,,,278700000.0,-153200000.0,91600000.0,13456300000.0,210800000.0,,39300000.0,,,-54000000.0,-89900000.0,99400000.0,-5193500000.0,-1004400000.0,4813200000.0,193100000.0,646600000.0,-280000000.0,1074600000.0,2483800000.0,,,,,736400000.0,0.0,,5262900000.0,311100000.0,-12000000.0,50700000.0,274500000.0,25700000.0,464900000.0,,247600000.0,-78248000.0,230800000.0,-89500000.0,-266000000.0,-1149600000.0,,7800000.0,3438300000.0,5045900000.0,0.08,3358600000.0,26000000.0,108100000.0,,,0.0,0.0,-269800000.0,2483800000.0,916700000.0,782100000.0,6311300000.0,857200000.0,53400000.0,4812100000.0,8042700000.0,,1607600000.0,10043400000.0,193100000.0,0.93,603500000.0,-209800000.0,-303700000.0,1254600000.0,-100400000.0,187400000.0,-260300000.0,,7228000000.0,0.0,736400000.0,,364000000.0,-311500000.0,-5193500000.0,741100000.0,,193200000.0,,-230000000.0,62700000.0,-1461000000.0,5951500000.0,62000000.0,60800000.0,-271200000.0,1189200000.0,,692100000.0,171300000.0,39300000.0,35400000.0,0.0,0.93,,-9000000.0,,,,794700000.0,41400000.0,551200000.0,5262900000.0,230800000.0,41400000.0,12527200000.0,1007000000.0,492200000.0,-15600000.0,,857200000.0,5951500000.0,4812100000.0,551200000.0,76100000.0,,171300000.0,,-264800000.0,879800000.0,,6311300000.0,646600000.0,1414400000.0,60200000.0,,,113700000.0,878000000.0,113700000.0,603500000.0,,274500000.0,-31400000.0,,,,504500000.0,-25300000.0,916700000.0,3358600000.0,878000000.0,8042700000.0,274500000.0,,1910700000.0,0.0,794700000.0,13456300000.0,274500000.0,-413342000.0,66200000.0,53800000.0,35400000.0,-28725000.0,10043400000.0,60800000.0,,76100000.0,12527200000.0,-100000.0,0.08,1074600000.0,7228000000.0,-241000000.0,4813200000.0,782100000.0,,,,,,,,,,,,,,,,,,,,,
1459382400,,,320800000.0,,,,,,9500000.0,,,-238900000.0,-22000000.0,,,,4975100000.0,237900000.0,704200000.0,-53700000.0,,,,,,,,,,5371300000.0,483200000.0,,800000.0,376000000.0,98300000.0,,,383000000.0,-91800000.0,,,,,,4000000.0,,,0.24,,26300000.0,272900000.0,,,,,,2459000000.0,982700000.0,773900000.0,6416800000.0,,92300000.0,4974000000.0,8400500000.0,,,,,,282600000.0,,-223300000.0,1245100000.0,,346200000.0,,,,,,,,-76900000.0,,,,,,101500000.0,64100000.0,,,185700000.0,185100000.0,,,,,,,39300000.0,0.0,,,,,,,,,626900000.0,,269000000.0,,,862100000.0,,-500000.0,,931300000.0,5952100000.0,,,77900000.0,,228400000.0,,,,,,,,36800000.0,,,,,155200000.0,,,,-23200000.0,,,,274500000.0,,,3362500000.0,658600000.0,,376000000.0,,,0.0,,,,,75000000.0,,,-71800000.0,10348700000.0,185100000.0,,,12807700000.0,0.0,0.24,1009400000.0,7399500000.0,-159200000.0,,773900000.0,,,,,,,,,,,,,,,,,,,,,
1467244800,,,184500000.0,,,,,,55700000.0,,,-90000000.0,-31900000.0,,,,5158200000.0,254300000.0,559600000.0,0.0,,,,,,,,,,5555000000.0,557400000.0,,36800000.0,452500000.0,-120300000.0,,,419000000.0,-54400000.0,,,,,,-500000.0,,,0.29,,23600000.0,320900000.0,,,0.0,,,2352200000.0,798700000.0,773700000.0,6396100000.0,,102000000.0,5157100000.0,8498600000.0,,,,,,98200000.0,,-341600000.0,1335100000.0,,385100000.0,,,,,,,,-38400000.0,,,,,,76500000.0,264600000.0,,,222500000.0,221900000.0,,,,,,,35200000.0,0.0,,,,,,,,,563900000.0,,183400000.0,,,916100000.0,,5800000.0,,979400000.0,5952900000.0,,,78400000.0,,204600000.0,,,,,,,,33900000.0,,,,,154700000.0,,,,-38700000.0,,,,376000000.0,,,3363800000.0,550700000.0,,452500000.0,,,0.0,,,,,72000000.0,,,43300000.0,10435400000.0,221900000.0,,,12787400000.0,300000.0,0.29,1014300000.0,7194800000.0,-77000000.0,,773700000.0,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,,,,,121000000.0,,,7600000.0,-77100000.0,,,,5317200000.0,296800000.0,549400000.0,-18000000.0,,,,,,,,,,5696300000.0,548300000.0,,76100000.0,511500000.0,-202100000.0,,,394800000.0,-3400000.0,,,,,,3900000.0,,,0.26,,22700000.0,300700000.0,,,,0.0,,2549800000.0,935100000.0,773600000.0,6393400000.0,,111200000.0,5316100000.0,8581400000.0,,,,,,100800000.0,,-275600000.0,1400700000.0,,362400000.0,,,,,,,,-56700000.0,,,,,,59000000.0,307100000.0,,,198200000.0,197600000.0,,,,,,,33500000.0,0.0,,,,,,,,,664300000.0,,264700000.0,,,1005900000.0,,9340000.0,,972600000.0,5953500000.0,,,83700000.0,,196000000.0,,,,,,,,32400000.0,,,,,152900000.0,,,,-38700000.0,,,,452500000.0,,,3366100000.0,612300000.0,,511500000.0,,,,,,,-2600000.0,73100000.0,,,-86500000.0,10513200000.0,197600000.0,,,13063000000.0,0.0,0.26,1011900000.0,7328500000.0,31500000.0,,773600000.0,,,,,,,,,,,,,,,,,,,,,
1483142400,,,49400000.0,-117000000.0,-143300000.0,14473300000.0,290700000.0,,188100000.0,,,-72400000.0,14000000.0,94300000.0,-5706800000.0,-71700000.0,5452900000.0,286300000.0,581300000.0,0.0,1020200000.0,2566100000.0,,,,,776500000.0,0.0,,5832300000.0,621900000.0,300000.0,600000.0,546000000.0,-227900000.0,501100000.0,,502000000.0,-58200000.0,229700000.0,271500000.0,0.0,-1118500000.0,,600000.0,3681200000.0,5379800000.0,0.22,3367000000.0,21800000.0,378600000.0,,,,0.0,-195400000.0,2566100000.0,999100000.0,773000000.0,6406600000.0,1010400000.0,212800000.0,5455300000.0,8766500000.0,,1698600000.0,10710500000.0,286300000.0,1.0,51300000.0,-393800000.0,-277900000.0,1398900000.0,0.0,470500000.0,-207900000.0,,7405700000.0,,776500000.0,,274500000.0,-38700000.0,-5706800000.0,778800000.0,,134400000.0,,34500000.0,287200000.0,-452000000.0,5954200000.0,172300000.0,171900000.0,-139300000.0,1256000000.0,,552100000.0,204800000.0,188100000.0,31100000.0,0.0,1.0,,8000000.0,,,,773600000.0,41900000.0,668500000.0,5832300000.0,229700000.0,41900000.0,13276600000.0,896900000.0,-210700000.0,-22500000.0,,1010400000.0,5954200000.0,5455300000.0,668500000.0,87500000.0,,204800000.0,,-129800000.0,923100000.0,,6406600000.0,581300000.0,1564200000.0,31500000.0,,,112300000.0,597300000.0,112300000.0,51300000.0,,546000000.0,-38700000.0,,,,511500000.0,-24600000.0,999100000.0,3367000000.0,597300000.0,8766500000.0,546000000.0,,2193800000.0,,773600000.0,14473300000.0,546000000.0,,70600000.0,114400000.0,31100000.0,-28300000.0,10710500000.0,171900000.0,,87500000.0,13276600000.0,0.0,0.22,1020200000.0,7405700000.0,9300000.0,5452900000.0,773000000.0,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,,,,,163000000.0,,,3400000.0,-16800000.0,,,,5705100000.0,272700000.0,505700000.0,0.0,,,,,,,,,,6084700000.0,729500000.0,,400000.0,698700000.0,-246600000.0,,71700000.0,586700000.0,-10700000.0,,,,,,34800000.0,,,0.41,,21400000.0,485300000.0,,,,,,2773800000.0,989500000.0,773000000.0,6409500000.0,,176200000.0,5707500000.0,8755900000.0,,,,,,52700000.0,,-245600000.0,1583900000.0,,570400000.0,,,,,,,,-61800000.0,,,,,,152700000.0,490100000.0,,,315300000.0,314400000.0,,,,,,,37300000.0,0.0,,,,,,,,,769800000.0,,320800000.0,,,997200000.0,,4800000.0,,979900000.0,5954900000.0,,,90200000.0,,195000000.0,,,,,,,,16300000.0,,,,,155500000.0,,,,-61800000.0,,,,546000000.0,,,3369300000.0,751400000.0,,698700000.0,,,,,,,-1400000.0,90800000.0,,,-77700000.0,10749200000.0,314400000.0,,,13523000000.0,0.0,0.41,1066000000.0,7399000000.0,244500000.0,,773000000.0,,,,,,,,,,,,,,,,,,,,,
1498780800,,,12600000.0,,,,,,53700000.0,,,-115600000.0,-24000000.0,,,,5911900000.0,197300000.0,548300000.0,0.0,,,,,,,,,,6292300000.0,701500000.0,,700000.0,688700000.0,-238800000.0,,,553800000.0,-37600000.0,,,,,,21700000.0,,,0.39,,22200000.0,457300000.0,,,,,,2644700000.0,800800000.0,773000000.0,6382300000.0,,160300000.0,5914300000.0,8837500000.0,,,,,,40200000.0,,-252100000.0,1529800000.0,,525900000.0,,,,,,,,-92500000.0,,,,,,-10000000.0,353800000.0,,,300500000.0,299700000.0,,,,,,,38900000.0,0.0,,,,,,,,,743100000.0,,198800000.0,,,976000000.0,,3100000.0,,975400000.0,5955600000.0,,,91500000.0,,165000000.0,,,,,,,,27900000.0,,,,,146800000.0,,,,-92800000.0,,,,698700000.0,,,3372000000.0,728900000.0,,688700000.0,,,,,,,,73000000.0,,,49500000.0,10870600000.0,299700000.0,,,13515300000.0,300000.0,0.39,1126800000.0,7183100000.0,101700000.0,,773000000.0,,,,,,,,,,,,,,,,,,,,,
1506729600,,,9600000.0,,,,,,118300000.0,,,-112400000.0,-20900000.0,,,,6208900000.0,149200000.0,565100000.0,0.0,,,,,,,,,,6589500000.0,857500000.0,,-100000.0,798500000.0,-203200000.0,,,725700000.0,-72300000.0,,,,,,-2700000.0,,,0.52,,25000000.0,616600000.0,,,,,,2952400000.0,979800000.0,773000000.0,6372500000.0,,220100000.0,6211300000.0,8928300000.0,,,,,,30500000.0,,-212700000.0,1676500000.0,,692600000.0,,,,,,,,-108400000.0,,,,,,109800000.0,436100000.0,,,402800000.0,401800000.0,,,,,,,35500000.0,0.0,,,,,,,,,976800000.0,,296400000.0,,,950800000.0,,-6200000.0,,997400000.0,5956300000.0,,,95800000.0,,155100000.0,,,,,,,,33100000.0,,,,,147000000.0,,,,-108200000.0,,,,688700000.0,,,3377300000.0,829000000.0,,798500000.0,,,,,,,,71600000.0,,,-210100000.0,11030000000.0,401800000.0,,,13982400000.0,-200000.0,0.52,1181400000.0,7352300000.0,223400000.0,,773000000.0,,,,,,,,,,,,,,,,,,,,,
1514678400,,,41500000.0,641500000.0,-298700000.0,15424200000.0,306000000.0,,226400000.0,,,122800000.0,703200000.0,93100000.0,-6324600000.0,0.0,5726700000.0,96500000.0,659800000.0,0.0,1193000000.0,3170100000.0,,,,,728500000.0,0.0,,6107700000.0,991500000.0,,2500000.0,1004800000.0,-330400000.0,1593500000.0,,864400000.0,-81400000.0,282100000.0,458800000.0,0.0,-1023500000.0,,-20600000.0,3923900000.0,6654500000.0,-0.37,3382100000.0,24500000.0,743600000.0,,,,,953100000.0,3170100000.0,1168300000.0,773000000.0,6452900000.0,1041900000.0,1036900000.0,5726200000.0,9111200000.0,,2730600000.0,10600500000.0,96500000.0,0.94,50500000.0,-101500000.0,-313000000.0,1864300000.0,0.0,830000000.0,-201900000.0,,7621200000.0,,728500000.0,,546000000.0,-193400000.0,-6324600000.0,732400000.0,,111700000.0,,206300000.0,696500000.0,-1019000000.0,5957100000.0,-286200000.0,-287500000.0,-456100000.0,2302800000.0,,1000000.0,55600000.0,226400000.0,37200000.0,0.0,0.94,,33100000.0,,,,773000000.0,41900000.0,976400000.0,6107700000.0,282100000.0,41900000.0,13770600000.0,999900000.0,-456100000.0,-17300000.0,,1041900000.0,5957100000.0,5726200000.0,976400000.0,99700000.0,,55600000.0,,-61300000.0,1976600000.0,,6452900000.0,659800000.0,2618900000.0,34400000.0,,,110600000.0,1055300000.0,110600000.0,50500000.0,,1004800000.0,-193300000.0,,,,798500000.0,-15600000.0,1168300000.0,3382100000.0,1055300000.0,9111200000.0,1004800000.0,,3279900000.0,,773000000.0,15424200000.0,1004800000.0,-19900000.0,70600000.0,3500000.0,37200000.0,-60400000.0,10600500000.0,-287500000.0,,99700000.0,13770600000.0,-100000.0,-0.37,1193000000.0,7621200000.0,383500000.0,5726700000.0,773000000.0,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,,,,180000000.0,,,14900000.0,-23900000.0,,,,5965500000.0,133000000.0,640000000.0,,,,,,,,,,,6346800000.0,935600000.0,,300000.0,1068200000.0,-301400000.0,,,802600000.0,-59400000.0,,,,,,24900000.0,,,0.61,,24100000.0,704400000.0,,,,,,3317200000.0,1179800000.0,773000000.0,6468900000.0,,236600000.0,5965000000.0,9118500000.0,,,,,,56500000.0,,-295700000.0,1841100000.0,,773300000.0,,,,,,,,-232800000.0,,,,,,63400000.0,649800000.0,,,471900000.0,470700000.0,,,,,,,45100000.0,,,,,,,,,,1009700000.0,,359800000.0,,,1038500000.0,,-2300000.0,,1049800000.0,5957800000.0,,,100000000.0,,38400000.0,,,,,,,,29300000.0,,,,,,,,,-231900000.0,,,,1004800000.0,,,3388900000.0,1124700000.0,,1068200000.0,,,,,,,-6000000.0,69200000.0,,,16700000.0,10720900000.0,470700000.0,,,14038100000.0,-900000.0,0.61,1262500000.0,7648700000.0,354100000.0,,773000000.0,,,,,,,,,,,,,,,,,,,,,
1530316800,,,5800000.0,,,,,,152500000.0,,,-169000000.0,8400000.0,,,,6143300000.0,119500000.0,621400000.0,,,,,,,,,,,6525700000.0,949900000.0,,100000.0,1032500000.0,-260500000.0,,,822900000.0,-28300000.0,,,,,,-6900000.0,,,0.53,,26200000.0,718700000.0,,,,,,3169500000.0,1006200000.0,773000000.0,6470600000.0,,309100000.0,6142800000.0,9197600000.0,,,,,,50700000.0,,-266400000.0,1837200000.0,,787600000.0,,,,,,,,-231700000.0,,,,,,-35700000.0,406200000.0,,,411100000.0,409600000.0,,,,,,,54800000.0,,,,,,,,,,963300000.0,,232300000.0,,,1014300000.0,,-3100000.0,,1003500000.0,5958500000.0,,,100200000.0,,37100000.0,,,,,,,,35300000.0,,,,,,,,,-231900000.0,,,,1068200000.0,,,3391500000.0,1083200000.0,,1032500000.0,,,,,,,,68600000.0,,,60700000.0,10876400000.0,409600000.0,,,14045900000.0,200000.0,0.53,1345700000.0,7476800000.0,139800000.0,,773000000.0,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,,,,187800000.0,,,188800000.0,-2200000.0,,,,6203500000.0,118800000.0,688500000.0,,,,,,,,,,,6586100000.0,864100000.0,,200000.0,967300000.0,-467900000.0,,,729100000.0,-43600000.0,,,,,,4900000.0,,,0.48,,26400000.0,624300000.0,,,,,,3273200000.0,1207900000.0,773000000.0,6478300000.0,,257900000.0,6203000000.0,9311800000.0,,,,,,236500000.0,,-282300000.0,1723700000.0,,696700000.0,,,,,,,,-309400000.0,,,,,,-65200000.0,732800000.0,,,370700000.0,369400000.0,,,,,,,58400000.0,,,,,,,,,,943000000.0,,331600000.0,,,994600000.0,,-7600000.0,,1007600000.0,5959300000.0,,,103600000.0,,37700000.0,,,,,,,,32400000.0,,,,,,,,,-309200000.0,,,,1032500000.0,,,3400600000.0,1203800000.0,,967300000.0,,,,,,,-185800000.0,69200000.0,,,34800000.0,11043500000.0,369400000.0,,,14316700000.0,-200000.0,0.48,1399600000.0,7686200000.0,450500000.0,,773000000.0,,,,,,,,,,,,,,,,,,,,,
1546214400,,,,-50400000.0,68300000.0,16326100000.0,277100000.0,,232800000.0,,,-12200000.0,-32700000.0,102600000.0,-6922300000.0,0.0,6184500000.0,117200000.0,673400000.0,,1351500000.0,3180800000.0,,,,,1543000000.0,,,6567500000.0,791100000.0,-1100000.0,400000.0,844600000.0,-266400000.0,1053500000.0,,658700000.0,-59600000.0,310100000.0,-160200000.0,,-1121400000.0,,17500000.0,4083300000.0,7096700000.0,0.38,3402600000.0,25900000.0,542000000.0,,,,,1113700000.0,3180800000.0,1216300000.0,773000000.0,6655600000.0,1032700000.0,249900000.0,6186900000.0,9403900000.0,,3013400000.0,11304000000.0,117200000.0,2.0,213800000.0,22600000.0,-289500000.0,1694600000.0,,623500000.0,-190800000.0,,7871900000.0,,1543000000.0,,1004800000.0,-309300000.0,-6922300000.0,1548200000.0,,132200000.0,,-122700000.0,446200000.0,-1296200000.0,5960100000.0,294500000.0,293200000.0,-1082300000.0,2589400000.0,,147300000.0,223100000.0,232800000.0,47600000.0,,2.0,,40400000.0,,,,773000000.0,41900000.0,972500000.0,6567500000.0,310100000.0,41900000.0,14484800000.0,1035900000.0,-1083400000.0,-17700000.0,,1032700000.0,5960100000.0,6186900000.0,972500000.0,103600000.0,,223100000.0,,-310600000.0,2235100000.0,,6655600000.0,673400000.0,2881200000.0,35200000.0,,,105800000.0,1058400000.0,105800000.0,213800000.0,,844600000.0,-309200000.0,,,,967300000.0,-30700000.0,1216300000.0,3402600000.0,1058400000.0,9403900000.0,844600000.0,,3540800000.0,,773000000.0,16326100000.0,844600000.0,,70000000.0,-11500000.0,47600000.0,-44000000.0,11304000000.0,293200000.0,,103600000.0,14484800000.0,-100000.0,0.38,1351500000.0,7871900000.0,156700000.0,6184500000.0,773000000.0,,,,,,,,,,,,,,,,,,,,,
1553990400,,,300000.0,,,10476100000.0,,,118000000.0,,,-243200000.0,38900000.0,,,,-2400000.0,31300000.0,587300000.0,,,,,,,,,,,6646500000.0,884400000.0,,,737000000.0,-172800000.0,,,727700000.0,-7500000.0,,,,,,3600000.0,,,0.5,,28500000.0,625000000.0,,,,,,3182400000.0,1123400000.0,773000000.0,7726400000.0,,237900000.0,6265700000.0,10476100000.0,,,,,,213500000.0,,-173100000.0,1753400000.0,,693700000.0,,,,,,,,-309200000.0,,,,,,-107600000.0,371300000.0,,,389200000.0,388200000.0,,,,,,,76600000.0,65800000.0,,,,,,,,,876600000.0,,352300000.0,,,1025700000.0,,5400000.0,,1035600000.0,5960900000.0,,,104700000.0,,206500000.0,,,,,,,,34000000.0,,,,,,,,,-345700000.0,,,,844600000.0,,,8800000.0,950500000.0,,737000000.0,,,,,,,,77800000.0,,,-54200000.0,12360200000.0,388200000.0,,,15542600000.0,36400000.0,0.5,1264600000.0,8849800000.0,198200000.0,,773000000.0,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,10490900000.0,,,72500000.0,,,-213200000.0,11400000.0,,,,-2400000.0,27800000.0,630800000.0,,,,,,,,,,,6740300000.0,939800000.0,,100000.0,752200000.0,-85600000.0,,,751900000.0,-56800000.0,,,,,,3800000.0,,,0.52,,30900000.0,657000000.0,,,,,,3098100000.0,1385400000.0,773000000.0,7170600000.0,,251100000.0,6358700000.0,10490900000.0,,,,,,118800000.0,,-180400000.0,1818000000.0,,713600000.0,,,,,,,,-309000000.0,,,,,,15200000.0,414100000.0,,,404400000.0,402400000.0,,,,,,,75300000.0,,,,,,,,,,787100000.0,,218000000.0,,,1066100000.0,,23000000.0,,1068600000.0,5562100000.0,,,103000000.0,,210000000.0,,,,,,,,38300000.0,,,,,,,,,-309300000.0,,,,737000000.0,,,8800000.0,871000000.0,,752200000.0,,,399600000.0,,,,,84000000.0,,,89500000.0,12246500000.0,402400000.0,,,15344600000.0,300000.0,0.52,1295900000.0,8556000000.0,233700000.0,,773000000.0,,,,,,,,,,,,,,,,,,,,,
