,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,trailingCashDividendsPaid,annualNetIncome,trailingNetIncome,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualPretaxIncome,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualOtherNonCashItems,trailingChangeInWorkingCapital,trailingChangeInAccountPayable,annualPurchaseOfInvestment,annualBasicEPS,annualStockholdersEquity,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,trailingCapitalExpenditure,quarterlyDilutedEPS,annualGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,annualTaxProvision,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualCurrentDebt,quarterlyNetPPE,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicEPS,annualNetOtherFinancingCharges,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyPretaxIncome,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDilutedEPS,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyAccountsReceivable,trailingBasicEPS
767664000,,,,,,,,,86200000.0,439800000.0,,4800000.0,,46500000.0,,-5100000.0,,2600000.0,,,203400000.0,,,,,,,,,,,,,64300000.0,,9500000.0,9500000.0,475000000.0,,,9500000.0,,,,,-7900000.0,2600000.0,,304200000.0,,,,,,,30300000.0,30300000.0,400000.0,,28300000.0,,-2600000.0,,,,,3700000.0,,4600000.0,,,,,17000000.0,,,183300000.0,-19400000.0,,,,,19100000.0,,,,,-44200000.0,,,0.02,,,,,,83700000.0,101100000.0,,20000000.0,,,,,68000000.0,,,,,35400000.0,,256500000.0,,,,,,,,,5800000.0,,,,-8900000.0,-50900000.0,,,81600000.0,,,,,475000000.0,7400000.0,,,,,19400000.0,0.02,,,,,158000000.0,,,,-24500000.0,-200000.0,,15300000.0,,,,,,,,-11500000.0,,14400000.0,,-7900000.0,132500000.0,353600000.0,175900000.0,,,,15700000.0,,287100000.0,,,,,,,,,,,,,,,,,,,,,,,
775612800,,,,,,,,,97900000.0,481000000.0,,4700000.0,,49400000.0,,-3500000.0,,2600000.0,,,225700000.0,,,,,,,,,,,,,64600000.0,,14000000.0,14000000.0,350000000.0,,,14000000.0,,,,,-16000000.0,2600000.0,,332600000.0,,,,,,,26800000.0,26800000.0,600000.0,,63300000.0,,-2700000.0,,,,,4100000.0,,4700000.0,,,,,36600000.0,,,211500000.0,-37600000.0,,,,,23700000.0,,,,,-28300000.0,,,0.04,,,,,,91600000.0,91500000.0,,-9500000.0,,,,,68500000.0,,,,,,,269500000.0,,,,,,,,,8500000.0,,,,7900000.0,-54600000.0,,,93200000.0,,,,,350000000.0,6000000.0,,,,,27200000.0,0.04,,,,,271900000.0,,,,-36600000.0,-900000.0,,22500000.0,,,,,,,,-21600000.0,,33900000.0,,-16000000.0,147800000.0,383100000.0,204200000.0,,,,23100000.0,,317300000.0,,,,,,,,,,,,,,,,,,,,,,,
783561600,,,,,,,,,112600000.0,554900000.0,,4500000.0,,58600000.0,,7400000.0,,2600000.0,,,251700000.0,,,,,,,,,,,,,76600000.0,,17300000.0,17300000.0,346000000.0,,,17300000.0,,,,,4800000.0,2600000.0,,392600000.0,,,,,,,25600000.0,25600000.0,1200000.0,,114000000.0,,2700000.0,,,,,-3400000.0,,4800000.0,,,,,-900000.0,,,268500000.0,5700000.0,,,,,24100000.0,,,,,12400000.0,,,0.05,,,,,,107700000.0,88800000.0,,-13200000.0,,,,,78800000.0,,,,,,,286400000.0,,,,,,,,,10500000.0,,,,-600000.0,-57500000.0,,,107800000.0,,,,,346000000.0,-6800000.0,,,,,31100000.0,0.05,,,,,184000000.0,,,,9700000.0,700000.0,,27800000.0,,,,,,,,900000.0,,1800000.0,,4800000.0,165300000.0,442300000.0,261400000.0,,,,28900000.0,,359400000.0,,,,,,,,,,,,,,,,,,,,,,,
791510400,,,,540868000.0,,73634000.0,,207436000.0,130715000.0,540868000.0,-10640000.0,4767000.0,4767000.0,0.0,,-1120000.0,,0.0,118288000.0,55207000.0,341730000.0,61037000.0,,8907000.0,8149000.0,121087000.0,,,,,1.33,323756000.0,,93992000.0,-65777000.0,32834000.0,32834000.0,,17263000.0,,32834000.0,20200000.0,,33045000.0,,-46677000.0,3382000.0,,356111000.0,,,43257000.0,,8149000.0,,33045000.0,33045000.0,599000.0,111675000.0,31041000.0,208963000.0,-8040000.0,,,,,12863000.0,5210000.0,5463000.0,,5463000.0,125252000.0,,59148000.0,138350000.0,0.0,217112000.0,28780000.0,-200527000.0,33045000.0,0.0,33045000.0,9212000.0,,2799000.0,35365000.0,,-35969000.0,410153000.0,,,187360000.0,-1302000.0,,73634000.0,,143079000.0,111675000.0,299592000.0,,,-89915000.0,130715000.0,,89592000.0,,,34829000.0,0.0,,,323756000.0,,-65777000.0,61037000.0,-2320000.0,,0.0,,,19954000.0,44654000.0,356111000.0,,-88315000.0,-62108000.0,,31041000.0,125252000.0,34829000.0,9212000.0,1027930000.0,1448609000.0,,,,,,,66350000.0,,111848000.0,420679000.0,3382000.0,-62108000.0,207436000.0,-22520000.0,,,5062000.0,-902000.0,,52788000.0,,299592000.0,-46338000.0,,,,73634000.0,75457000.0,340000000.0,-29900000.0,,-46677000.0,187360000.0,410153000.0,208963000.0,1.33,5210000.0,-96069000.0,53487000.0,217112000.0,484809000.0,,,,,,,,,,,,,,,,,,,,,,,
799200000,,,,,,,,,135100000.0,622000000.0,,3900000.0,,59600000.0,,8100000.0,,3300000.0,,,241700000.0,,,,,,,,,,,,,76300000.0,,11600000.0,11600000.0,290000000.0,,,11600000.0,,,,,-10900000.0,3400000.0,,420000000.0,,,,,,,41100000.0,41100000.0,7200000.0,,97900000.0,,-3800000.0,,,,,5400000.0,,5500000.0,,,,,69000000.0,,,287400000.0,-57100000.0,,,,,25800000.0,,,,,-63800000.0,,,0.04,,,,,,101700000.0,122700000.0,,11100000.0,,,,,81700000.0,,,,,33000000.0,,334600000.0,,,,,,,,,1100000.0,,,,-1100000.0,-67100000.0,,,129600000.0,,,,,290000000.0,10800000.0,,,,,25400000.0,0.04,,,,,225200000.0,,,,-62700000.0,-500000.0,,12700000.0,,,,,,,,-46200000.0,,65200000.0,,-10900000.0,196700000.0,486900000.0,280200000.0,,,,20000000.0,,343400000.0,,,,,,,,,,,,,,,,,,,,,,,
807148800,,,,,,,,,145400000.0,647000000.0,,3600000.0,,56500000.0,,-27200000.0,,3400000.0,,,288300000.0,,,,,,,,,,,,,83400000.0,,17700000.0,17700000.0,354000000.0,,,17700000.0,,,,,-16000000.0,3400000.0,,462600000.0,,,,,,,14000000.0,14000000.0,1800000.0,,126000000.0,,-3000000.0,,,,,6000000.0,,5700000.0,,,,,42400000.0,,,283100000.0,-66600000.0,,,,,25000000.0,,,,,-42700000.0,,,0.05,,,,,,119900000.0,93600000.0,,-29200000.0,,,,,89400000.0,,,,,,,363900000.0,,,,,,,,,11100000.0,,,,-29600000.0,-72600000.0,,,139700000.0,,,,,354000000.0,11900000.0,,,,,36500000.0,0.05,,,,,229900000.0,,,,-75600000.0,1400000.0,,28800000.0,,,,,,,,-50600000.0,,39400000.0,,-16000000.0,212300000.0,501600000.0,276100000.0,,,,30500000.0,,408200000.0,,,,,,,,,,,,,,,,,,,,,,,
815097600,,,,,,,,,159500000.0,769000000.0,,3400000.0,,65700000.0,,-9800000.0,,3300000.0,,,302400000.0,,,,,,,,,,,,,93300000.0,,20000000.0,20000000.0,333333333.0,,,20000000.0,,,,,-22400000.0,3400000.0,,580900000.0,,,,,,,4100000.0,4100000.0,2600000.0,,201600000.0,,-3300000.0,,,,,6500000.0,,5500000.0,,,,,78000000.0,,,385900000.0,-84400000.0,,,,,24500000.0,,,,,-118300000.0,,,0.06,,,,,,134800000.0,111900000.0,,18300000.0,,,,,99800000.0,,,,,,,383100000.0,,,,,,,,,12500000.0,,,,-200000.0,-77500000.0,,,154000000.0,,,,,333333333.0,12700000.0,,,,,41500000.0,0.06,,,,,246600000.0,,,,-86900000.0,-1300000.0,,32500000.0,,,,,,,,-62000000.0,,74700000.0,,-22400000.0,231500000.0,609500000.0,379200000.0,,,,35000000.0,,437200000.0,,,,,,,,,,,,,,,,,,,,,,,
823046400,,,,679996000.0,,87818000.0,,273309000.0,163753000.0,679996000.0,-13393000.0,3278000.0,3278000.0,0.0,,199000.0,,0.0,141546000.0,70231000.0,428269000.0,62099000.0,,13486000.0,6271000.0,148907000.0,9449000.0,,,,1.25,420011000.0,,101712000.0,-60521000.0,38518000.0,38518000.0,,25245000.0,,38518000.0,49589000.0,,4344000.0,,-11221000.0,2993000.0,,488362000.0,,,-17769000.0,,6271000.0,,4344000.0,4344000.0,1861000.0,103176000.0,73682000.0,253714000.0,-3293000.0,,,,,7345000.0,14757000.0,5166000.0,,5166000.0,158587000.0,,-181056000.0,174152000.0,0.0,259985000.0,129810000.0,0.0,4344000.0,0.0,4344000.0,11548000.0,,7361000.0,33045000.0,,92549000.0,516243000.0,,,242628000.0,-593000.0,,87818000.0,,147119000.0,103176000.0,354712000.0,,,-108957000.0,163753000.0,,83812000.0,,,43620000.0,0.0,,,420011000.0,,-60521000.0,62099000.0,-28701000.0,,0.0,,,22928000.0,53728000.0,488362000.0,,-78057000.0,-84041000.0,,73682000.0,158587000.0,43620000.0,11548000.0,1260569000.0,1764188000.0,,-25951000.0,,,,,70652000.0,,8344000.0,503619000.0,2993000.0,-84041000.0,273309000.0,-78290000.0,,,85512000.0,-193000.0,,61446000.0,,354712000.0,-139688000.0,,,,87818000.0,141031000.0,352142857.0,-129711000.0,,-11221000.0,242628000.0,516243000.0,253714000.0,1.25,14757000.0,-132251000.0,63307000.0,259985000.0,575388000.0,,,,,,,,,,,,,,,,,,,,,,,
830822400,,,,,,,,,162100000.0,732600000.0,,2300000.0,,64500000.0,,15100000.0,,3500000.0,,,325200000.0,,,,,,,,,,,,,97900000.0,,15000000.0,15000000.0,288000000.0,,,14400000.0,,,,,-7100000.0,3600000.0,,526100000.0,,,,,,,19400000.0,19400000.0,1200000.0,,106500000.0,,-4300000.0,,,,,7300000.0,,5100000.0,,,,,36600000.0,,,297200000.0,-17200000.0,,,,,25000000.0,,,,,-37800000.0,,,0.05,,,,,,130700000.0,120400000.0,,17200000.0,,,,,105200000.0,,,,,4300000.0,,435400000.0,,,,,,,,,9200000.0,,,,-18400000.0,-90800000.0,,,157000000.0,,,,,288000000.0,14100000.0,,,,,32800000.0,0.05,,,,,284100000.0,,,,-33000000.0,1100000.0,,24200000.0,,,,,,,,-10100000.0,,32300000.0,,-7100000.0,247800000.0,570500000.0,291400000.0,,,,25500000.0,,455900000.0,,,,,,,,,,,,,,,,,,,,,,,
838771200,,,,,,,,,167700000.0,719900000.0,,2100000.0,,66800000.0,,-6500000.0,,3600000.0,,,353100000.0,,,,,,,,,,,,,97300000.0,,21900000.0,21900000.0,365000000.0,,,21900000.0,,,,,-13200000.0,3600000.0,,513700000.0,,,,,,,13000000.0,13000000.0,1100000.0,,76600000.0,,-4900000.0,,,,,7600000.0,,5100000.0,,,,,-33100000.0,,,270300000.0,31500000.0,,,,,25500000.0,,,,,12500000.0,,,0.06,,,,,,141300000.0,121200000.0,,800000.0,,,,,104900000.0,,,,,,,449600000.0,,,,,,,,,13400000.0,,,,-23200000.0,-98100000.0,,,162600000.0,,,,,365000000.0,15200000.0,,,,,44000000.0,0.06,,,,,288900000.0,,,,15700000.0,-500000.0,,35300000.0,,,,,,,,44700000.0,,-38000000.0,,-13200000.0,260700000.0,552200000.0,264600000.0,,,,36400000.0,,494400000.0,,,,,,,,,,,,,,,,,,,,,,,
846720000,,,,,,,,,184500000.0,845000000.0,,2700000.0,,72800000.0,,-4200000.0,,3600000.0,,,352200000.0,,,,,,,,,,,,,104200000.0,,26600000.0,26600000.0,332500000.0,,,26600000.0,,,,,-26600000.0,3600000.0,,623400000.0,,,,,,,8800000.0,8800000.0,1500000.0,,186800000.0,,-3500000.0,,,,,8100000.0,,5100000.0,,,,,72500000.0,,,410600000.0,-73200000.0,,,,,28300000.0,,,,,-109700000.0,,,0.08,,,-47500000.0,,,156800000.0,144700000.0,,23500000.0,,,,,112300000.0,,,,,,,434400000.0,,,,,,,,,16300000.0,,,,3300000.0,-105700000.0,,,179400000.0,,,,,332500000.0,15000000.0,,,,,52600000.0,0.08,,,,,265400000.0,,,,-80200000.0,0.0,,42900000.0,,,,,,,,-46600000.0,,69000000.0,,-26600000.0,285100000.0,660500000.0,404300000.0,,,,44500000.0,,509000000.0,,,,,,,,,,,,,,,,,,,,,,,
854668800,,,,718147000.0,,115100000.0,,302145000.0,213548000.0,718147000.0,-16856000.0,2582000.0,2582000.0,0.0,,-2181000.0,,0.0,185017000.0,88495000.0,499103000.0,70441000.0,,17729000.0,8153000.0,189676000.0,-7453000.0,,,,1.3,485529000.0,,115719000.0,-84411000.0,51500000.0,51500000.0,,30965000.0,,51500000.0,-83461000.0,,6563000.0,,-37511000.0,5571000.0,,476103000.0,,,170091000.0,,8153000.0,,6563000.0,6563000.0,859000.0,103523000.0,40499000.0,224465000.0,-4156000.0,,,,,7965000.0,10002000.0,5012000.0,,5012000.0,208536000.0,,-66667000.0,220641000.0,0.0,232618000.0,144580000.0,-59788000.0,6563000.0,0.0,6563000.0,18244000.0,,4659000.0,4344000.0,,147259000.0,504599000.0,,,321917000.0,10878000.0,12000.0,115100000.0,,176095000.0,103523000.0,415119000.0,,,-229248000.0,213548000.0,,92719000.0,,,53963000.0,0.0,,,485529000.0,,-84411000.0,70441000.0,2219000.0,,0.0,,,30917000.0,69917000.0,476103000.0,,-190948000.0,-113381000.0,,40499000.0,208536000.0,53963000.0,18244000.0,1529603000.0,2134398000.0,,-51753000.0,,,,,91341000.0,,9333000.0,604795000.0,5571000.0,-113381000.0,302145000.0,85680000.0,,,118101000.0,10278000.0,,82417000.0,,415119000.0,20601000.0,,,,115100000.0,182091000.0,334736842.0,-146761000.0,,-37511000.0,321917000.0,504599000.0,224465000.0,1.3,10002000.0,12259000.0,83376000.0,232618000.0,675198000.0,,,,,,,,,,,,,,,,,,,,,,,
862358400,,,,,,,,,199200000.0,796000000.0,,1800000.0,,62400000.0,,26800000.0,,7800000.0,,,369600000.0,,,,,,,,,,,,,110300000.0,,19300000.0,19300000.0,308333333.0,,,18500000.0,,,,,6000000.0,7800000.0,,541000000.0,,,,,,,33400000.0,33400000.0,500000.0,,51900000.0,,-6500000.0,,,,,8600000.0,,5400000.0,,,,,31700000.0,,,276600000.0,-32200000.0,,,,,22400000.0,,,,,-64900000.0,,,0.06,,,,,,150400000.0,152700000.0,,49200000.0,,,,,118900000.0,,,,,6600000.0,,519400000.0,,,,,,,,,11700000.0,,,,-36900000.0,-121900000.0,,,193800000.0,,,,,308333333.0,16500000.0,,,,,40100000.0,0.06,,,,,315000000.0,,,,-33800000.0,2200000.0,,31000000.0,,,,,,,,-4400000.0,,25200000.0,,-27800000.0,315700000.0,596800000.0,267000000.0,,,,31500000.0,,520000000.0,,,,,,,,,,,,,,,,,,,,,,,
870307200,,,,,,,,,226200000.0,864600000.0,,1600000.0,,75500000.0,,-8400000.0,,5300000.0,,,427500000.0,,,,,,,,,,,,,116700000.0,,26700000.0,26700000.0,323750000.0,,,25900000.0,,,,,-37000000.0,5300000.0,,589700000.0,,,,,,,24900000.0,24900000.0,500000.0,,59600000.0,,-5600000.0,,,,,9200000.0,,5300000.0,,,,,26500000.0,,,305100000.0,-29300000.0,,,,,23800000.0,,,,,-48700000.0,,,0.08,,,,,,169300000.0,163100000.0,,10400000.0,,,,,125900000.0,,,,,,,559500000.0,,,,,,,,,16200000.0,,,,-28800000.0,-130900000.0,,,220900000.0,,,,,323750000.0,17800000.0,,,,,52600000.0,0.08,,,,,322600000.0,,,,-25100000.0,-2500000.0,,42900000.0,,,,,,,,7700000.0,,20900000.0,,-37000000.0,351800000.0,638400000.0,298200000.0,,,,43400000.0,,596800000.0,,,,,,,,,,,,,,,,,,,,,,,
878256000,,,,,,,,,243700000.0,1019600000.0,,1400000.0,,89900000.0,,-11800000.0,,5400000.0,,,455600000.0,,,,,,,,,,,,,128200000.0,,33600000.0,33600000.0,336000000.0,,,33600000.0,,,,,-27500000.0,5400000.0,,737300000.0,,,,,,,13200000.0,13200000.0,1600000.0,,195200000.0,,-5500000.0,,,,,10000000.0,,5600000.0,,,,,64600000.0,,,502700000.0,-70900000.0,,,,,25400000.0,,,,,-147600000.0,,,0.1,,,,,,193800000.0,210800000.0,,47700000.0,,,,,138200000.0,,,,,,,516900000.0,,,,,,,,,20400000.0,,,,48100000.0,-140400000.0,,,238100000.0,,,,,336000000.0,18500000.0,,,,,65600000.0,0.1,,,,,276700000.0,,,,-85500000.0,0.0,,54000000.0,,,,,,,,-43400000.0,,59100000.0,,-27500000.0,378500000.0,775900000.0,495900000.0,,,,55600000.0,,649400000.0,,,,,,,,,,,,,,,,,,,,,,,
886204800,,,,914838000.0,,144628000.0,,320085000.0,248129000.0,914838000.0,-22440000.0,1294000.0,1294000.0,0.0,,-6035000.0,,0.0,231779000.0,171490000.0,632590000.0,92027000.0,,30847000.0,23231000.0,235543000.0,,,,,1.0,583896000.0,,151292000.0,-73889000.0,65028000.0,65028000.0,,38734000.0,,67428000.0,-64665000.0,,7128000.0,,-15389000.0,21937000.0,,631954000.0,,,139119000.0,,23231000.0,,7128000.0,7128000.0,1164000.0,179958000.0,23383000.0,307711000.0,-4840000.0,,,,,10934000.0,12343000.0,6684000.0,,6684000.0,241445000.0,,-102345000.0,274277000.0,0.0,330942000.0,163819000.0,-75123000.0,7128000.0,0.0,7128000.0,21884000.0,,3764000.0,6563000.0,,105349000.0,666709000.0,,,391911000.0,14312000.0,-23000.0,144628000.0,,228535000.0,179958000.0,506592000.0,,,-184774000.0,248129000.0,,123492000.0,,,84384000.0,0.0,,,583896000.0,,-107700000.0,92027000.0,565000.0,,0.0,,,38851000.0,87151000.0,631954000.0,,-167174000.0,-150466000.0,,23383000.0,241445000.0,84384000.0,21884000.0,1885190000.0,2627325000.0,,,,,,,115977000.0,,20455000.0,742135000.0,21937000.0,-150466000.0,320085000.0,31419000.0,,,85845000.0,14612000.0,,103879000.0,,506592000.0,-58555000.0,,,,144628000.0,179219000.0,172176190.0,-169865000.0,,-15400000.0,391911000.0,666709000.0,307711000.0,0.84,12343000.0,-155851000.0,105043000.0,330942000.0,861125000.0,,,,,,,,,,,,,,,,,,,,,,,
893894400,,,,,,,,,259900000.0,1016500000.0,,400000.0,,98300000.0,,30100000.0,,21600000.0,,,502600000.0,,,,,,,,,,,,,140900000.0,,30400000.0,30400000.0,326666667.0,,,29400000.0,,,,37200000.0,-24400000.0,21700000.0,,692700000.0,,,,,,,37200000.0,37200000.0,900000.0,,120400000.0,,-8100000.0,,,,,12400000.0,,6600000.0,,,,,86500000.0,,,419800000.0,-48300000.0,,,,,26700000.0,,,,,-60700000.0,,,0.09,,,-26100000.0,,,202700000.0,179100000.0,,-800000.0,,,,,153300000.0,,,,,7100000.0,,596700000.0,,,,,,,,,18000000.0,,,,-32400000.0,-162700000.0,,,253300000.0,,,,,267272727.0,24800000.0,,,,,61800000.0,0.11,,,,,316700000.0,,,,-65900000.0,-800000.0,,48400000.0,,,,,,,,-23900000.0,,78400000.0,,-24400000.0,416000000.0,756600000.0,397800000.0,,,,49400000.0,,705300000.0,,,,,,,,,,,,,,,,,,,,,,,
901843200,,,,,,,,,277000000.0,1151200000.0,,200000.0,,109400000.0,,-4100000.0,,21700000.0,,,523000000.0,,,,,,,,,,,,,150400000.0,,33300000.0,33300000.0,323000000.0,,,32300000.0,,,,33200000.0,-31000000.0,21700000.0,,797300000.0,,,,,,,33200000.0,33200000.0,2000000.0,,161600000.0,,-6800000.0,,,,,12900000.0,,6500000.0,,,,,61800000.0,,,507400000.0,-61900000.0,,,,,43700000.0,,,,,-104600000.0,,,0.1,,,-11100000.0,,,218400000.0,214500000.0,,35300000.0,,,,,163300000.0,,,,,37200000.0,,643800000.0,,,,,,,,,19800000.0,,,,-15100000.0,-174900000.0,,,270500000.0,,,,,293636364.0,25700000.0,,,,,68000000.0,0.11,,,,,332200000.0,,,,-74300000.0,100000.0,,53100000.0,,,,,,,,-28100000.0,,55000000.0,,-33800000.0,445400000.0,874200000.0,485500000.0,,,,55100000.0,,741400000.0,,,,,,,,,,,,,,,,,,,,,,,
909792000,,,,,,,,,295600000.0,1299000000.0,,200000.0,,93400000.0,,-14900000.0,,12300000.0,,,543200000.0,,,,,,,,,,,,,158400000.0,,40300000.0,40300000.0,328333333.0,,,39400000.0,,,,18300000.0,-32600000.0,12300000.0,,944300000.0,,,,,,,18300000.0,18300000.0,3300000.0,,260300000.0,,-6100000.0,,,,,13500000.0,,6600000.0,,,,,72600000.0,,,647000000.0,-94700000.0,,,,,40800000.0,,,,,-147000000.0,,,0.12,,,-36000000.0,,,238200000.0,280800000.0,,66300000.0,,,,,171900000.0,,,,,33200000.0,,652000000.0,,,,,,,,,22600000.0,,,,-74700000.0,-188200000.0,,,289000000.0,,,,,281428571.0,28900000.0,,,,,79800000.0,0.14,,,,,366400000.0,,,,-95000000.0,-9500000.0,,62900000.0,,,,,,,,-48800000.0,,66500000.0,,-45900000.0,477200000.0,1003400000.0,634500000.0,,,,66300000.0,,781400000.0,,,,,,,,,,,,,,,,,,,,,,,
917740800,,,,1211784000.0,,182033000.0,,402270000.0,332867000.0,1211784000.0,-27611000.0,786000.0,786000.0,0.0,,4066000.0,,0.0,280915000.0,214719000.0,746412000.0,172825000.0,,29011000.0,30889000.0,289264000.0,,,,,1.01,725761000.0,,166813000.0,-140110000.0,78033000.0,78033000.0,,53112000.0,,80633000.0,-63334000.0,,22294000.0,22294000.0,-52110000.0,30103000.0,,811722000.0,,,218610000.0,,30889000.0,,22294000.0,22294000.0,2049000.0,257759000.0,725000.0,455134000.0,-6611000.0,,,,,14312000.0,23825000.0,6459000.0,,6459000.0,326408000.0,,-189232000.0,342376000.0,0.0,486023000.0,283178000.0,-73236000.0,22294000.0,0.0,22294000.0,42378000.0,,8349000.0,7128000.0,,132532000.0,878917000.0,,,528238000.0,11386000.0,-36000.0,182033000.0,,246577000.0,257759000.0,616613000.0,,,-296557000.0,332867000.0,,128013000.0,,,105979000.0,0.0,18300000.0,,725761000.0,,-140332000.0,172825000.0,15166000.0,,0.0,,,38482000.0,98882000.0,811722000.0,,-174357000.0,-201830000.0,,725000.0,326408000.0,105979000.0,42378000.0,2315112000.0,3220989000.0,,,,,,,132876000.0,,31668000.0,905877000.0,30103000.0,-201830000.0,402270000.0,78278000.0,,,207279000.0,21586000.0,,116515000.0,,616613000.0,-27921000.0,,,,182033000.0,319410000.0,214719000.0,-263234000.0,,-36232000.0,528238000.0,878917000.0,455134000.0,0.85,23825000.0,-179768000.0,118564000.0,486023000.0,992989000.0,,,,,,,,,,,,,,,,,,,,,,,
