,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualLongTermDebt,annualPretaxIncome,quarterlyLongTermDebt,trailingCashDividendsPaid,annualNetIncome,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlyInventory,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,annualNetPPE,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualBasicAverageShares,annualOperatingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,annualEbitda,annualOtherNonCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualCashAndCashEquivalents,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyBasicEPS,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualTaxProvision,trailingInterestExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualDilutedEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualFreeCashFlow,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingTaxProvision,annualGrossProfit,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualBasicEPS,annualOperatingExpense,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1080691200,700800000.0,240300000.0,,4700000.0,,,,1632400000.0,,,4253100000.0,,3104200000.0,,372800000.0,,122200000.0,1012500000.0,0.05125,,,,,,2451800000.0,,645500000.0,,2800000.0,,,,,,46800000.0,46800000.0,,,118600000.0,41200000.0,41200000.0,,46800000.0,,,124900000.0,,890784000.0,41200000.0,,1300900000.0,-70700000.0,,,53800000.0,,,-8400000.0,,,,,208800000.0,,,28300000.0,,,,,,,-104300000.0,3423900000.0,,,-400000.0,,,,336400000.0,,,,,,,,,0.0,,-16500000.0,,,,,,,,-22300000.0,,,36500000.0,576700000.0,,400800000.0,,0.0525,219000000.0,,-5800000.0,,,,,,,,,,,822900000.0,,71100000.0,,,,,,,,,21500000.0,68300000.0,1466900000.0,,,,,147900000.0,,,,94100000.0,,144900000.0,,912480000.0,,,,7700000.0,,-190100000.0,8300000.0,,787300000.0,,,1148900000.0,,,,2764700000.0,972100000.0,,,,,-69400000.0,,1231500000.0,-1297800000.0,-34900000.0,,,,,,,,,,,,,,,,,,,,,,,
1088553600,711100000.0,229000000.0,,-5300000.0,,,,1584100000.0,,,4335100000.0,,3111800000.0,,502500000.0,,152000000.0,1193500000.0,0.2,,,,,,2415900000.0,,607900000.0,,2900000.0,,,,,,90700000.0,90700000.0,,,120700000.0,35900000.0,35900000.0,,90700000.0,,,119900000.0,,442944000.0,35900000.0,,1314400000.0,-33100000.0,,,52200000.0,,,-8300000.0,,,,,157800000.0,,,25000000.0,,,,,,,137400000.0,3436700000.0,,,-100000.0,,,,341500000.0,,,,,,,,,0.0,,-7300000.0,,,,,,,,-36600000.0,,,41200000.0,580500000.0,,482000000.0,,0.205,273700000.0,,-600000.0,,,,,,,,,,,891900000.0,,67700000.0,,,,,,,,,40800000.0,128800000.0,1455900000.0,,,,,206000000.0,,,,153800000.0,,-142300000.0,,454800000.0,,,,9100000.0,,26900000.0,8700000.0,,869700000.0,,,1223300000.0,,,,2799900000.0,1020800000.0,,,,,169900000.0,,1467200000.0,-1344000000.0,-32500000.0,,,,,,,,,,,,,,,,,,,,,,,
1096502400,712500000.0,232600000.0,,31900000.0,,,,1499400000.0,,,4351900000.0,,3123400000.0,,517500000.0,,191600000.0,1196400000.0,0.225,,,,,,2334600000.0,,577200000.0,,11400000.0,,,,,,101700000.0,101700000.0,,,122700000.0,67800000.0,67800000.0,,101700000.0,,,119700000.0,,442480000.0,67800000.0,,1380500000.0,-27100000.0,,,56700000.0,,,-11100000.0,,,,,124000000.0,,,25700000.0,,,,,,,158800000.0,3351600000.0,,,100000.0,,,,305300000.0,,,,,,,,,0.0,,1700000.0,,,,,,,,-8900000.0,,,35900000.0,587400000.0,,468800000.0,,0.23,282300000.0,,5400000.0,,,,,,,,,,,994100000.0,,63000000.0,,,,,,,,,46300000.0,143600000.0,1437600000.0,,,,,219300000.0,,,,162600000.0,,-132700000.0,,454148000.0,,,,7500000.0,,53500000.0,12900000.0,,960300000.0,,,1228500000.0,,,,2840000000.0,1017000000.0,,,,,191300000.0,,1478700000.0,-1402400000.0,-32500000.0,,,,,,,,,,,,,,,,,,,,,,,
1104451200,734300000.0,198100000.0,346800000.0,130900000.0,,1537700000.0,435200000.0,1537700000.0,,295600000.0,4477700000.0,-38900000.0,3232100000.0,,346800000.0,,222200000.0,1031100000.0,,,1086600000.0,43700000.0,,,2388400000.0,1007500000.0,629500000.0,455160000.0,-1300000.0,4477700000.0,-168100000.0,215100000.0,-209600000.0,,56400000.0,56400000.0,,,116400000.0,198700000.0,198700000.0,538900000.0,56400000.0,,198700000.0,103300000.0,,,198700000.0,35300000.0,1699700000.0,-78700000.0,1699700000.0,15800000.0,52400000.0,1532400000.0,,-11100000.0,,443384000.0,535900000.0,453000000.0,123000000.0,996300000.0,2388400000.0,24700000.0,,,,754000000.0,734300000.0,,148000000.0,3384700000.0,-85300000.0,,-500000.0,33200000.0,198700000.0,3600000.0,0.0,,198700000.0,1245600000.0,36500000.0,,,,103700000.0,0.0,,33200000.0,267900000.0,0.0,,2974500000.0,295600000.0,,42800000.0,-17500000.0,-1442100000.0,,67800000.0,610800000.0,,453000000.0,,,231700000.0,,4600000.0,,139200000.0,,,198100000.0,,,222200000.0,-196000000.0,162200000.0,1086600000.0,,66100000.0,610800000.0,,4433500000.0,5440200000.0,0.0,0.65,123000000.0,,30600000.0,97000000.0,1532400000.0,339900000.0,3232100000.0,-900000.0,629500000.0,180800000.0,,1006700000.0,,128400000.0,14500000.0,-38000000.0,,,,,295600000.0,11000000.0,,124200000.0,12900000.0,,1007500000.0,0.6675,467800000.0,1245600000.0,-49300000.0,,,2974500000.0,996300000.0,,,116400000.0,,244100000.0,3384700000.0,1262800000.0,-1442100000.0,-96100000.0,,,,,,,,,,,,,,,,,,,,,,,
1112227200,740800000.0,230900000.0,,-111900000.0,,,,1631000000.0,,,4618300000.0,,3182400000.0,,441000000.0,,133500000.0,1096800000.0,0.1275,,,,,,2471600000.0,,714500000.0,,3500000.0,,,,,,58600000.0,58600000.0,,,99800000.0,86800000.0,86800000.0,,58600000.0,,,116400000.0,,446512000.0,86800000.0,,1647600000.0,-88500000.0,,,53400000.0,,,-11100000.0,,,,,145000000.0,,,25800000.0,,,,,,,-241600000.0,3490900000.0,,,0.0,,,,0.0,,,,,,,,,0.0,,6800000.0,,,,,,,,-2100000.0,,,198700000.0,621200000.0,,509900000.0,,0.13,227300000.0,,-7900000.0,,,,,,,,,,,1120800000.0,,63000000.0,,,,,,,,,29800000.0,85100000.0,1534800000.0,,,,,164300000.0,,,,110900000.0,,139900000.0,,456144000.0,,,,10800000.0,,-257100000.0,-11800000.0,,1055000000.0,,,1435900000.0,,,,3015900000.0,1019300000.0,,,,,-161000000.0,,1324100000.0,-1481100000.0,-80600000.0,,,,,,,,,,,,,,,,,,,,,,,
1120089600,718800000.0,220100000.0,,-11100000.0,,,,1588000000.0,,,4430000000.0,,3065200000.0,,543000000.0,,147700000.0,1302700000.0,0.1775,,,,,,2389100000.0,,657600000.0,,-3800000.0,,,,,,79000000.0,79000000.0,,,82300000.0,75700000.0,75700000.0,,79000000.0,,,109000000.0,,438104000.0,75700000.0,,1287900000.0,-69300000.0,,,53000000.0,,,-10700000.0,,,,,165400000.0,,,24300000.0,,,,,,,163500000.0,3471700000.0,,,-200000.0,,,,272800000.0,,,,,,,,,0.0,,-54300000.0,,,,,,,,-186000000.0,,,86800000.0,618200000.0,,549400000.0,,0.18,249300000.0,,-1600000.0,,,,,,,,,,,952700000.0,,56000000.0,,,,,,,,,32900000.0,131500000.0,1504500000.0,,,,,193300000.0,,,,140300000.0,,-171900000.0,,445932000.0,,,,9300000.0,,92700000.0,-8800000.0,,1123300000.0,,,1364800000.0,,,,3011100000.0,1082600000.0,,,,,231200000.0,,1552000000.0,-1506600000.0,-67700000.0,,,,,,,,,,,,,,,,,,,,,,,
1128038400,723800000.0,283200000.0,,14700000.0,,,,1555600000.0,,,4376400000.0,,3050300000.0,,561500000.0,,175600000.0,1329100000.0,0.1825,,,,,,2332500000.0,,578200000.0,,-17300000.0,,,,,,79300000.0,79300000.0,,,53100000.0,90400000.0,90400000.0,,79300000.0,,,107000000.0,,426784000.0,90400000.0,,1543000000.0,-45600000.0,,,54400000.0,,,-10500000.0,,,,,196200000.0,,,24400000.0,,,,,,,168700000.0,3496200000.0,,,200000.0,,,,0.0,,,,,,,,,0.0,,-47500000.0,,,,,,,,-150500000.0,,,75700000.0,623500000.0,,508700000.0,,0.185,254800000.0,,300000.0,,,,,,,,,,,875200000.0,,52600000.0,,,,,,,,,26600000.0,102800000.0,1507300000.0,,,,,202200000.0,,,,147800000.0,,-155800000.0,,434320000.0,,,,8100000.0,,99500000.0,-38500000.0,,1192100000.0,,,1326100000.0,,,,3067900000.0,1163700000.0,,,,,214600000.0,,1583900000.0,-1560600000.0,-45900000.0,,,,,,,,,,,,,,,,,,,,,,,
1135987200,784200000.0,308800000.0,376600000.0,-29400000.0,,1473300000.0,462500000.0,1473300000.0,,261500000.0,4343400000.0,-42500000.0,3117600000.0,,376600000.0,,198400000.0,1093800000.0,,,835300000.0,,,,2327000000.0,1227900000.0,670300000.0,438928000.0,-7400000.0,4343400000.0,-410700000.0,213500000.0,-290000000.0,,44600000.0,44600000.0,,,69500000.0,61000000.0,61000000.0,462500000.0,44600000.0,,61000000.0,133900000.0,,,61000000.0,,1258600000.0,-86600000.0,1258600000.0,-25000000.0,52700000.0,1556600000.0,,-10200000.0,,431032000.0,558800000.0,552400000.0,116400000.0,1176000000.0,2327000000.0,22600000.0,,,,676000000.0,784200000.0,,176500000.0,3503000000.0,-358100000.0,,-11600000.0,-100700000.0,61000000.0,1700000.0,302400000.0,,61000000.0,1225800000.0,198700000.0,,,,97100000.0,0.0,,-100700000.0,231600000.0,302400000.0,,3153400000.0,261500000.0,,-58500000.0,-19500000.0,-1596800000.0,,90400000.0,633600000.0,,552400000.0,,,197400000.0,,10900000.0,,99300000.0,,,308800000.0,,,198400000.0,-291700000.0,-137700000.0,835300000.0,,60000000.0,633600000.0,,4822400000.0,5751200000.0,0.0,0.595,116400000.0,,10000000.0,167400000.0,1556600000.0,267100000.0,3117600000.0,-11600000.0,670300000.0,116200000.0,,928800000.0,,63500000.0,105600000.0,-222900000.0,,,,,261500000.0,,,170500000.0,600000.0,,1227900000.0,0.6075,466300000.0,1225800000.0,-54200000.0,,,3153400000.0,1176000000.0,,,69500000.0,,274000000.0,3503000000.0,1291200000.0,-1596800000.0,-97500000.0,,,,,,,,,,,,,,,,,,,,,,,
1143763200,863800000.0,287800000.0,,-14100000.0,,,,2533700000.0,,,5574600000.0,,3976700000.0,,586500000.0,,149000000.0,1156000000.0,0.1075,,,,,,3494000000.0,,861000000.0,,1100000.0,,,,,1738400000.0,44600000.0,44600000.0,,,96500000.0,46900000.0,46900000.0,,44600000.0,,,127300000.0,,412980000.0,46900000.0,,40900000.0,-830800000.0,,,54600000.0,,,-10200000.0,,,,,119000000.0,,,23300000.0,,,,,,,-236200000.0,4677800000.0,,,-4400000.0,,,,295800000.0,,,,,,,,,0.0,,-93600000.0,,,,,,,,-36100000.0,,,61000000.0,678200000.0,,628000000.0,,0.1075,208900000.0,,1500000.0,,,,,,,,,,,891500000.0,,70600000.0,,,,,,,,,16700000.0,58300000.0,1821100000.0,,,,,136200000.0,,,,81600000.0,,988200000.0,,420212000.0,,,,9300000.0,,-253200000.0,-5300000.0,,1262300000.0,,,1597900000.0,,,,3498700000.0,1183800000.0,,,,,-171800000.0,,1364900000.0,-1677600000.0,-64400000.0,,,,,,,,,,,,,,,,,,,,,,,
1151625600,846700000.0,337800000.0,,5600000.0,,,,2513000000.0,,,5852800000.0,,4060300000.0,,770700000.0,,177200000.0,1550000000.0,0.315,,,,,,3457200000.0,,830300000.0,,79400000.0,,,,,1710000000.0,132700000.0,132700000.0,,,97500000.0,52500000.0,52500000.0,,132700000.0,,,64300000.0,,414620000.0,52500000.0,,148200000.0,-41100000.0,,,64900000.0,,,-10500000.0,,,,,133900000.0,,,37600000.0,,,,,,,42500000.0,4797700000.0,,,400000.0,,,,338400000.0,,,,,,,,,0.0,,-58000000.0,,,,,,,,-14600000.0,,,46900000.0,0.0,,691600000.0,,0.32,292500000.0,,39500000.0,,,,,,,,,,,1050300000.0,,73500000.0,,,,,,,,,63000000.0,191000000.0,1831400000.0,,,,,293100000.0,,,,228200000.0,,-59400000.0,,420820000.0,,,,9900000.0,,-22400000.0,19600000.0,,1384600000.0,,,1792500000.0,,,,3576000000.0,1340500000.0,,,,,105600000.0,,1842500000.0,-1744600000.0,-63100000.0,,,,,,,,,,,,,,,,,,,,,,,
1159574400,837400000.0,274100000.0,,6600000.0,,,,2411700000.0,,,5728700000.0,,4034300000.0,,768200000.0,,199100000.0,1526000000.0,0.2425,,,,,,3334900000.0,,768400000.0,,6400000.0,,,,,1724800000.0,101500000.0,101500000.0,,,85800000.0,59100000.0,59100000.0,,101500000.0,,,131000000.0,,413168000.0,59100000.0,,116500000.0,-60000000.0,,,64500000.0,,,-10000000.0,,,,,136900000.0,,,37200000.0,,,,,,,122200000.0,4603900000.0,,,1900000.0,,,,340000000.0,,,,,,,,,0.0,,-57500000.0,,,,,,,,-21900000.0,,,52500000.0,0.0,,658900000.0,,0.245,296300000.0,,1100000.0,,,,,,,,,,,1119900000.0,,66500000.0,,,,,,,,,32900000.0,130900000.0,1821600000.0,,,,,229800000.0,,,,165300000.0,,-116100000.0,,419604000.0,,,,8700000.0,,19000000.0,11800000.0,,1475600000.0,,,1694400000.0,,,,3626900000.0,1269000000.0,,,,,182300000.0,,1822300000.0,-1805300000.0,-60100000.0,,,,,,,,,,,,,,,,,,,,,,,
1167523200,847700000.0,339500000.0,579500000.0,92400000.0,,2270400000.0,446900000.0,2270400000.0,,329600000.0,5840900000.0,-41000000.0,4079600000.0,1773700000.0,579500000.0,,201100000.0,1308100000.0,,,1165400000.0,-54900000.0,,,3220200000.0,1535300000.0,935400000.0,419804000.0,-32200000.0,5840900000.0,680200000.0,252600000.0,-993400000.0,1773700000.0,50800000.0,50800000.0,,,102100000.0,151500000.0,151500000.0,541300000.0,50800000.0,,151500000.0,145500000.0,,,151500000.0,38400000.0,116200000.0,-61500000.0,116200000.0,54700000.0,68600000.0,1876000000.0,,-10300000.0,,413352000.0,401400000.0,732400000.0,181300000.0,1454300000.0,3220200000.0,36300000.0,,,,793900000.0,847700000.0,,193300000.0,4674500000.0,-84100000.0,,1600000.0,-29500000.0,151500000.0,77300000.0,278800000.0,,151500000.0,1761300000.0,61000000.0,,,,134400000.0,0.0,,-29500000.0,287200000.0,278800000.0,,3686300000.0,329600000.0,,38200000.0,-11500000.0,-1810300000.0,,59100000.0,0.0,,732400000.0,,,283700000.0,,35200000.0,,131600000.0,,,339500000.0,,,201100000.0,-279600000.0,90500000.0,1165400000.0,,76900000.0,0.0,,5540400000.0,6621500000.0,0.0,0.785,181300000.0,,19000000.0,66700000.0,1876000000.0,121800000.0,4079600000.0,-500000.0,935400000.0,206800000.0,,1081100000.0,,138200000.0,-137300000.0,-132500000.0,,,,,329600000.0,10500000.0,,119300000.0,12100000.0,,1535300000.0,0.7975,539800000.0,1761300000.0,-132200000.0,,,3686300000.0,1454300000.0,,,102100000.0,,285300000.0,4674500000.0,1591800000.0,-1810300000.0,-92000000.0,,,,,,,,,,,,,,,,,,,,,,,
1175299200,846800000.0,251600000.0,,-100300000.0,,,,2360700000.0,,,5918000000.0,,4058800000.0,,698600000.0,,175800000.0,1394300000.0,0.195,,,,,,3367500000.0,,1018700000.0,,3200000.0,,,,,1770400000.0,81200000.0,81200000.0,,,160000000.0,51200000.0,51200000.0,,81200000.0,,,147200000.0,,408440000.0,51200000.0,,130500000.0,-37100000.0,,,65000000.0,,,-10200000.0,,,,,238200000.0,,,37900000.0,,,,,,,-195800000.0,4701500000.0,,,3000000.0,,,,235200000.0,,,,,,,,,0.0,,-14900000.0,,,,,,,,-98500000.0,,,151500000.0,0.0,,668400000.0,,0.1975,299900000.0,,51000000.0,,,,,,,,,,,1215400000.0,,82200000.0,,,,,,,,,36700000.0,152700000.0,1889200000.0,,,,,217700000.0,,,,152700000.0,,44500000.0,,415260000.0,,,,11000000.0,,-260400000.0,-7500000.0,,1594700000.0,,,1859200000.0,,,,3748500000.0,1334000000.0,,,,,-107700000.0,,1694200000.0,-1859300000.0,-88100000.0,,,,,,,,,,,,,,,,,,,,,,,
1183161600,849600000.0,234600000.0,,40700000.0,,,,2233000000.0,,,5925100000.0,,4068600000.0,,772400000.0,,189900000.0,1682600000.0,0.2575,,,,,,3242800000.0,,898800000.0,,3400000.0,,,,,1783800000.0,105900000.0,105900000.0,,,160200000.0,91900000.0,91900000.0,,105900000.0,,,157200000.0,,406168000.0,91900000.0,,126800000.0,-79900000.0,,,69900000.0,,,-10200000.0,,,,,162100000.0,,,38100000.0,,,,,,,280600000.0,4578300000.0,,,3700000.0,,,,221000000.0,,,,,,,,,0.0,,5600000.0,,,,,,,,-23900000.0,,,51200000.0,0.0,,748900000.0,,0.26,350200000.0,,-1700000.0,,,,,,,,,,,1345600000.0,,87300000.0,,,,,,,,,52300000.0,154900000.0,1913800000.0,,,,,262900000.0,,,,193000000.0,,-239100000.0,,412660000.0,,,,16100000.0,,154100000.0,11200000.0,,1690200000.0,,,1856500000.0,,,,3831500000.0,1335500000.0,,,,,358800000.0,,2032800000.0,-1917700000.0,-78200000.0,,,,,,,,,,,,,,,,,,,,,,,
1191110400,857800000.0,301600000.0,,-12500000.0,,,,2228900000.0,,,6015400000.0,,4135500000.0,,852800000.0,,216300000.0,1659500000.0,0.1475,,,,,,3232000000.0,,867600000.0,,3200000.0,,,,,1837800000.0,60900000.0,60900000.0,,,145300000.0,79400000.0,79400000.0,,60900000.0,,,156100000.0,,405688000.0,79400000.0,,124600000.0,-62700000.0,,,71800000.0,,,-10000000.0,,,,,169400000.0,,,36200000.0,,,,,,,97500000.0,4656800000.0,,,1600000.0,,,,223500000.0,,,,,,,,,0.0,,32100000.0,,,,,,,,-70700000.0,,,91900000.0,0.0,,737500000.0,,0.15,247000000.0,,-6100000.0,,,,,,,,,,,1357300000.0,,84300000.0,,,,,,,,,-3100000.0,54700000.0,1941000000.0,,,,,162700000.0,,,,90900000.0,,-104200000.0,,411988000.0,,,,10900000.0,,-48200000.0,-11400000.0,,1741000000.0,,,1879900000.0,,,,3941200000.0,1424800000.0,,,,,154100000.0,,1906500000.0,-2000200000.0,-56600000.0,,,,,,,,,,,,,,,,,,,,,,,
1199059200,799000000.0,334700000.0,582700000.0,72200000.0,,2181800000.0,364500000.0,2181800000.0,,281300000.0,6020600000.0,-40600000.0,4177700000.0,1863100000.0,582700000.0,,238000000.0,1490100000.0,,,1342500000.0,85600000.0,,,3163900000.0,1765000000.0,998100000.0,411040000.0,-41500000.0,6020600000.0,-412400000.0,281000000.0,-265800000.0,1863100000.0,33300000.0,33300000.0,,,183100000.0,151600000.0,151600000.0,558500000.0,33300000.0,,151600000.0,144200000.0,,,151600000.0,46500000.0,121900000.0,-86100000.0,121900000.0,-31700000.0,74300000.0,1941200000.0,,-10200000.0,,404744000.0,673000000.0,763600000.0,176800000.0,1513100000.0,3163900000.0,37200000.0,,,,839500000.0,799000000.0,,182200000.0,4677000000.0,-257800000.0,,1200000.0,106900000.0,151600000.0,42700000.0,247200000.0,,151600000.0,1842900000.0,151500000.0,,,,149400000.0,0.0,,106900000.0,323700000.0,247200000.0,,3981200000.0,281300000.0,,-21000000.0,-64700000.0,-2040000000.0,,79400000.0,0.0,,763600000.0,,,266100000.0,,-500000.0,,95700000.0,,,334700000.0,,,238000000.0,-308500000.0,100000.0,1342500000.0,,69900000.0,0.0,0.0,6226500000.0,7389700000.0,0.0,0.685,176800000.0,,9800000.0,40100000.0,1941200000.0,364500000.0,4177700000.0,9500000.0,998100000.0,196200000.0,,1163200000.0,,121900000.0,34700000.0,-113600000.0,,,,,281300000.0,8500000.0,,189200000.0,-13300000.0,,1765000000.0,0.695,604700000.0,1842900000.0,-41000000.0,,,3981200000.0,1513100000.0,,,183100000.0,,267800000.0,4677000000.0,1756200000.0,-2040000000.0,-85600000.0,,,,,,,,,,,,,,,,,,,,,,,
1206921600,794600000.0,259400000.0,,-61700000.0,,,,2450500000.0,,,6446200000.0,,4391000000.0,,675100000.0,,192600000.0,1437700000.0,0.2125,,,,,,3491900000.0,,1134000000.0,,11000000.0,,,,,1952600000.0,83800000.0,83800000.0,,,246800000.0,89900000.0,89900000.0,,83800000.0,,,156200000.0,,388796000.0,89900000.0,,119400000.0,-68100000.0,,,74600000.0,,,-9600000.0,,,,,309100000.0,,,36200000.0,,,,,,,-289100000.0,4987700000.0,,,400000.0,,,,317900000.0,,,,,,,,,0.0,,236400000.0,,,,,,,,-131500000.0,,,151600000.0,0.0,,734700000.0,,0.215,302500000.0,,-2300000.0,,,,,,,,,,,1457300000.0,,81600000.0,,,,,,,,,37200000.0,117200000.0,1999900000.0,,,,,220900000.0,,,,146300000.0,,217800000.0,,394356000.0,,,,6400000.0,,-342700000.0,-5100000.0,,1839100000.0,,,2055200000.0,,,,4105100000.0,1495800000.0,,,,,-214600000.0,,1740200000.0,-2105200000.0,-74500000.0,,,,,,,,,,,,,,,,,,,,,,,
1214784000,790700000.0,254700000.0,,-26500000.0,,,,2415300000.0,,,6580600000.0,,4415200000.0,,748900000.0,,208900000.0,1738500000.0,0.255,,,,,,3467500000.0,,1092800000.0,,-6900000.0,,,,,1951600000.0,100000000.0,100000000.0,,,261500000.0,63400000.0,63400000.0,,100000000.0,,,154700000.0,,387644000.0,63400000.0,,114900000.0,-93900000.0,,,76200000.0,,,-9400000.0,,,,,327100000.0,,,34700000.0,,,,,,,59000000.0,5056000000.0,,,2000000.0,,,,332700000.0,,,,,,,,,0.0,,261500000.0,,,,,,,,-65300000.0,,,89900000.0,0.0,,797800000.0,,0.2575,341800000.0,,-7900000.0,,,,,,,,,,,1523200000.0,,78500000.0,,,,,,,,,45400000.0,140900000.0,2016000000.0,,,,,263300000.0,,,,187100000.0,,-80300000.0,,393836000.0,,,,9200000.0,,-20200000.0,8000000.0,,1929500000.0,,,2165400000.0,,,,4178800000.0,1588500000.0,,,,,145000000.0,,2080300000.0,-2162800000.0,-86000000.0,,,,,,,,,,,,,,,,,,,,,,,
