,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,annualBasicEPS,trailingCapitalExpenditure,annualOtherIncomeExpense,quarterlyCurrentDebt,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingOtherNonCashItems,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,quarterlyBasicEPS,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,quarterlyNetPPE,trailingResearchAndDevelopment,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,quarterlyTaxProvision,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualDilutedEPS,annualDilutedAverageShares,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,trailingChangeInInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,annualTotalRevenue,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingPretaxIncome,annualEndCashPosition,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,quarterlyTotalAssets,annualPretaxIncome,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,annualCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualCostOfRevenue,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyDilutedEPS,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,annualCurrentAssets,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
1272585600,,23000000.0,7019000000.0,,2767000000.0,,,13547000000.0,4133000000.0,,6526000000.0,,,0.0,43511000000.0,,,,,,13541000000.0,,-10526000000.0,-164000000.0,,,,,,,3934000000.0,,,,14131000000.0,14170000000.0,2406000000.0,,,,,103000000.0,13350000000.0,-526000000.0,-102000000.0,,,,-2756000000.0,,,,722000000.0,,,30849000000.0,3091000000.0,,,,,0.94,,,,722000000.0,-950000000.0,,3115000000.0,21768000000.0,,,,,,,,,11242000000.0,,,,0.0,,567000000.0,,200000000.0,163000000.0,947000000.0,,,39000000.0,,,,584000000.0,,,,-1798000000.0,4299000000.0,,29911000000.0,,,,,2141000000.0,,,31631000000.0,,,2345000000.0,,42271000000.0,,,3064000000.0,51695000000.0,34312000000.0,,,,,,,,115994000000.0,,,2200000000.0,,,64299000000.0,,,,,,,,,16183000000.0,,1184000000.0,-19000000.0,,,-280000000.0,72182000000.0,,,,0.0,,,,7248000000.0,57000000.0,,,,0.91,,,2200000000.0,2200000000.0,13728000000.0,-3229000000.0,6436000000.0,,14131000000.0,,-257000000.0,,,353000000.0,,,17418000000.0,,,-196000000.0,23601000000.0,,,,,14753000000.0,,,,,,,
1280534400,,23000000.0,7085000000.0,,2189000000.0,-1505000000.0,,14131000000.0,4279000000.0,,6583000000.0,,,0.0,42535000000.0,,,,,,14016000000.0,,-10956000000.0,-1030000000.0,,,,,,,7842000000.0,,,,14718000000.0,14723000000.0,2376000000.0,134000000.0,,,,94000000.0,14885000000.0,-649000000.0,95000000.0,,,,-2940000000.0,,,,742000000.0,,,30729000000.0,3273000000.0,,,,,0.76,,,,-333000000.0,-1130000000.0,,3048000000.0,22433000000.0,,,,,,,,,11477000000.0,,,,0.0,,416000000.0,,166000000.0,100000000.0,241000000.0,,,5000000.0,,,,587000000.0,,,,-2568000000.0,3533000000.0,,27894000000.0,,,,,2143000000.0,,,31784000000.0,,,2322000000.0,,49288000000.0,,,3154000000.0,54365000000.0,35409000000.0,,,,,,,,120017000000.0,,,1773000000.0,,,65652000000.0,,,,,,,,,15690000000.0,,1210000000.0,-22000000.0,,,1420000000.0,77182000000.0,,,,0.0,,,,7327000000.0,20000000.0,,,,0.75,,,1773000000.0,1773000000.0,12204000000.0,-2353000000.0,7206000000.0,,14718000000.0,,-725000000.0,,,-791000000.0,,,19031000000.0,,,-205000000.0,23402000000.0,,,,,15621000000.0,,,,,,,
1288483200,,22000000.0,7848000000.0,-1323000000.0,3214000000.0,-4085000000.0,16299000000.0,14718000000.0,4673000000.0,19061000000.0,6727000000.0,,,0.0,40449000000.0,-2350000000.0,10934000000.0,12080000000.0,2319000000.0,,0.0,-2913000000.0,-11164000000.0,-5042000000.0,13279000000.0,,22927000000.0,3.78,,-1437000000.0,7046000000.0,70319000000.0,,,10929000000.0,10934000000.0,,81000000.0,,12585000000.0,,3000000.0,14365000000.0,-1456000000.0,388000000.0,3303000000.0,,5239000000.0,-3837000000.0,17028000000.0,-8102000000.0,,814000000.0,,,33278000000.0,3151000000.0,,,-4133000000.0,,,,-51000000.0,8761000000.0,-1874000000.0,-1232000000.0,-270000000.0,3581000000.0,22927000000.0,-11359000000.0,,,,,505000000.0,,38483000000.0,11763000000.0,,668000000.0,,12080000000.0,,676000000.0,22000000.0,121000000.0,-6029000000.0,110000000.0,3.69,2372000000.0,5000000.0,2959000000.0,294000000.0,29944000000.0,-3789000000.0,6466000000.0,-11164000000.0,,-3963000000.0,4559000000.0,197000000.0,34319000000.0,83722000000.0,7789000000.0,2617000000.0,-3888000000.0,1919000000.0,,12916000000.0,32695000000.0,0.0,126033000000.0,,-3837000000.0,49403000000.0,,32695000000.0,3435000000.0,54184000000.0,38483000000.0,,,10929000000.0,8761000000.0,7046000000.0,3303000000.0,2213000000.0,124503000000.0,10974000000.0,124503000000.0,2538000000.0,,6727000000.0,70319000000.0,15317000000.0,-771000000.0,,96089000000.0,15258000000.0,,14365000000.0,,3765000000.0,,1264000000.0,-1000000.0,,-11042000000.0,-570000000.0,83722000000.0,,200000000.0,,6571000000.0,,514000000.0,40449000000.0,8254000000.0,11000000.0,,4820000000.0,10929000000.0,,,20463000000.0,2538000000.0,2538000000.0,15258000000.0,-5066000000.0,6466000000.0,54184000000.0,10929000000.0,5239000000.0,-286000000.0,,18481000000.0,711000000.0,-698000000.0,34319000000.0,5167000000.0,49403000000.0,11763000000.0,-181000000.0,25024000000.0,11922000000.0,6571000000.0,7848000000.0,5000000.0,18481000000.0,8761000000.0,,,,,,
1296432000,,22000000.0,7431000000.0,,3297000000.0,-14000000.0,,10929000000.0,4313000000.0,,6927000000.0,,,0.0,41206000000.0,,,,,,15189000000.0,,-12124000000.0,-138000000.0,,,,,,,3381000000.0,,,,9934000000.0,9934000000.0,2226000000.0,97000000.0,,,,53000000.0,13453000000.0,-1678000000.0,632000000.0,,,,-3698000000.0,,,,798000000.0,,,32302000000.0,3070000000.0,,,,,1.19,,,,-3702000000.0,-926000000.0,,3581000000.0,23699000000.0,,,,,,,,,11575000000.0,,,,2976000000.0,,692000000.0,,180000000.0,-18000000.0,430000000.0,,,,,,,-995000000.0,,,,-2290000000.0,4649000000.0,,34776000000.0,,,,,2144000000.0,,,34005000000.0,,,2182000000.0,,43610000000.0,,,3090000000.0,51404000000.0,38506000000.0,,,,,,,,119933000000.0,,,2605000000.0,,,68529000000.0,,,,,,,,,17754000000.0,,1255000000.0,-19000000.0,,,-912000000.0,78386000000.0,,,,0.0,,,,7894000000.0,64000000.0,,,,1.17,,,2605000000.0,2605000000.0,17022000000.0,-363000000.0,6747000000.0,,9934000000.0,,-187000000.0,,,-333000000.0,,,16084000000.0,,,-175000000.0,24408000000.0,,,,,16552000000.0,,,,,,,
1304121600,,21000000.0,7080000000.0,,2892000000.0,-232000000.0,,9934000000.0,4625000000.0,,7397000000.0,,,0.0,41423000000.0,,,,,,14759000000.0,,-12661000000.0,-316000000.0,,,,,,,8406000000.0,,,,12738000000.0,12738000000.0,2184000000.0,76000000.0,,,,4000000.0,14222000000.0,217000000.0,9000000.0,,,,-3592000000.0,,,,815000000.0,,,31632000000.0,3962000000.0,,,,,1.07,,,,61000000.0,-1100000000.0,,3147000000.0,24551000000.0,,,,,,,,,11890000000.0,,,,0.0,,588000000.0,,147000000.0,-25000000.0,344000000.0,,,,,,,2804000000.0,,,,-2686000000.0,4210000000.0,,31962000000.0,,,,,2862000000.0,,,35152000000.0,,,2150000000.0,,51370000000.0,,,3397000000.0,56075000000.0,38762000000.0,,,,,,,,125127000000.0,,,2304000000.0,,,69052000000.0,,,,,,,,,17450000000.0,,1242000000.0,19000000.0,,,769000000.0,83332000000.0,,,,0.0,,,,7772000000.0,90000000.0,,,,1.05,,,2304000000.0,2304000000.0,14512000000.0,-1219000000.0,6778000000.0,,12738000000.0,,-179000000.0,,,-82000000.0,,,16934000000.0,,,-182000000.0,23860000000.0,,,,,18621000000.0,,,,,,,
1312070400,,20000000.0,6729000000.0,,2399000000.0,-23000000.0,,12738000000.0,4572000000.0,,7390000000.0,,,0.0,38823000000.0,,,,,,14611000000.0,,-13111000000.0,-3513000000.0,,,,,,,6666000000.0,,,,12953000000.0,12953000000.0,2080000000.0,201000000.0,,,,2000000.0,14489000000.0,-448000000.0,163000000.0,,,,-3274000000.0,,,,812000000.0,,,31189000000.0,3207000000.0,,,,,0.94,,,,-2081000000.0,-1128000000.0,,2688000000.0,25070000000.0,,,,,,,,,11959000000.0,,,,0.0,,473000000.0,,148000000.0,6676000000.0,71000000.0,,,,,,,215000000.0,,,,-4641000000.0,3913000000.0,,36761000000.0,,,,,2079000000.0,,,35099000000.0,,,2054000000.0,,48938000000.0,,,3402000000.0,56279000000.0,38772000000.0,,,,,,,,124917000000.0,,,1926000000.0,,,68638000000.0,,,,,,,,,17731000000.0,,1225000000.0,0.0,,,265000000.0,85699000000.0,,,,0.0,,,,7260000000.0,6000000.0,,,,0.93,,,1926000000.0,1926000000.0,19030000000.0,-911000000.0,7427000000.0,,12953000000.0,,-168000000.0,,,-724000000.0,,,15877000000.0,,,-248000000.0,23929000000.0,,,,,18121000000.0,,,,,,,
1320019200,,20000000.0,10898000000.0,-2336000000.0,394000000.0,-10211000000.0,14661000000.0,12953000000.0,4817000000.0,17520000000.0,7449000000.0,,,0.0,38625000000.0,-2886000000.0,8043000000.0,0.0,2094000000.0,,14102000000.0,-1566000000.0,-13170000000.0,-65000000.0,10929000000.0,,25462000000.0,3.38,,-1712000000.0,8083000000.0,78496000000.0,,,8043000000.0,8043000000.0,,,,13466000000.0,,9000000.0,14750000000.0,20000000.0,-638000000.0,3453000000.0,,5163000000.0,-3498000000.0,18327000000.0,-10480000000.0,,829000000.0,,,32122000000.0,2400000000.0,,,-4539000000.0,,,,-96000000.0,7074000000.0,4156000000.0,-1385000000.0,-1252000000.0,1744000000.0,25462000000.0,-13959000000.0,,,,,695000000.0,,44551000000.0,12292000000.0,,685000000.0,,0.0,,155000000.0,20000000.0,210000000.0,335000000.0,51000000.0,3.32,2128000000.0,,3254000000.0,163000000.0,29716000000.0,-4910000000.0,7490000000.0,-13170000000.0,,-500000000.0,3540000000.0,166000000.0,40071000000.0,90513000000.0,8100000000.0,896000000.0,-1889000000.0,1015000000.0,,11389000000.0,35266000000.0,0.0,127245000000.0,,-3498000000.0,50442000000.0,,35266000000.0,3577000000.0,51021000000.0,44551000000.0,,,8043000000.0,7074000000.0,8083000000.0,3453000000.0,1908000000.0,129517000000.0,8982000000.0,129517000000.0,239000000.0,,7449000000.0,78496000000.0,14102000000.0,-844000000.0,,97529000000.0,22551000000.0,,14750000000.0,,3490000000.0,,1262000000.0,-96000000.0,,-10117000000.0,153000000.0,90513000000.0,,68000000.0,,5457000000.0,,7028000000.0,38625000000.0,6561000000.0,3000000.0,,4984000000.0,8043000000.0,,,15113000000.0,239000000.0,239000000.0,22551000000.0,-11466000000.0,7490000000.0,51021000000.0,8043000000.0,5163000000.0,-1178000000.0,,18224000000.0,-113000000.0,275000000.0,40071000000.0,12699000000.0,50442000000.0,12292000000.0,-239000000.0,25561000000.0,12639000000.0,5457000000.0,10898000000.0,,18224000000.0,7074000000.0,,,,,,
1327968000,,20000000.0,10029000000.0,,1821000000.0,-141000000.0,,8043000000.0,4619000000.0,,7530000000.0,,,0.0,39162000000.0,,,,,,14350000000.0,,-13794000000.0,-100000000.0,,,,,,,5438000000.0,,,,8113000000.0,8113000000.0,1998000000.0,221000000.0,,,,96000000.0,12375000000.0,-1768000000.0,-110000000.0,,,,-3507000000.0,,,,786000000.0,,,30036000000.0,1193000000.0,,,,,0.74,,,,-372000000.0,-883000000.0,,2104000000.0,25916000000.0,,,,,,,,,12122000000.0,,,,0.0,,353000000.0,,175000000.0,84000000.0,313000000.0,,,,,,,70000000.0,,,,-780000000.0,2508000000.0,,42731000000.0,,,,,310000000.0,,,36183000000.0,,,1981000000.0,,44293000000.0,,,3367000000.0,48749000000.0,44639000000.0,,,,,,,,126596000000.0,,,1468000000.0,,,77847000000.0,,,,,,,,,17269000000.0,,1303000000.0,0.0,,,-2376000000.0,87024000000.0,,,,11057000000.0,,,,6723000000.0,11000000.0,,,,0.73,,,1468000000.0,1468000000.0,25462000000.0,-751000000.0,7271000000.0,,8113000000.0,,-62000000.0,,,180000000.0,,,14885000000.0,,,-244000000.0,23313000000.0,,,,,15892000000.0,,,,,,,
1335744000,,20000000.0,9808000000.0,,1979000000.0,0.0,,8113000000.0,4860000000.0,,7582000000.0,,,0.0,41288000000.0,,,,,,14324000000.0,,-13842000000.0,-2561000000.0,,,,,,,4252000000.0,,,,8311000000.0,8311000000.0,1987000000.0,243000000.0,,,,250000000.0,12900000000.0,-872000000.0,-45000000.0,,,,-3066000000.0,,,,850000000.0,,,30693000000.0,2473000000.0,,,,,0.8,,,,-1008000000.0,-1080000000.0,,2292000000.0,26078000000.0,,,,,,,,,12236000000.0,,,,0.0,,386000000.0,,169000000.0,303000000.0,321000000.0,,,,,,,198000000.0,,,,-350000000.0,2692000000.0,,43193000000.0,,,,,1393000000.0,,,37758000000.0,,,1979000000.0,,42799000000.0,,,3540000000.0,49689000000.0,44938000000.0,,,,,,,,127689000000.0,,,1593000000.0,,,78000000000.0,,,,,,,,,17368000000.0,,1285000000.0,-565000000.0,,,525000000.0,85992000000.0,,,,11018000000.0,,,,7152000000.0,1000000.0,,,,0.8,,,1593000000.0,1593000000.0,25825000000.0,-1267000000.0,7306000000.0,,8311000000.0,,-70000000.0,,,-91000000.0,,,17194000000.0,,,-251000000.0,23541000000.0,,,,,16609000000.0,,,,,,,
1343692800,,20000000.0,7966000000.0,,-9057000000.0,0.0,,8311000000.0,4696000000.0,,7598000000.0,,,0.0,31601000000.0,,,,,,14634000000.0,,-14220000000.0,2231000000.0,,,,,,,5681000000.0,,,,9509000000.0,9509000000.0,1971000000.0,224000000.0,,,,170000000.0,12554000000.0,-398000000.0,-535000000.0,,,,-3276000000.0,,,,854000000.0,,,29669000000.0,2846000000.0,,,,,-4.49,,,,-823000000.0,-870000000.0,,2153000000.0,26289000000.0,,,,,,,,,12069000000.0,,,,0.0,,-200000000.0,,150000000.0,-8767000000.0,76000000.0,,,,,,,1198000000.0,,,,-365000000.0,-7527000000.0,,40627000000.0,,,,,1976000000.0,,,28379000000.0,,,1971000000.0,,44919000000.0,,,3366000000.0,50237000000.0,36805000000.0,,,,,,,,117556000000.0,,,-8857000000.0,,,67319000000.0,,,,,,,,,16564000000.0,,1306000000.0,-228000000.0,,,-345000000.0,85546000000.0,,,,10479000000.0,,,,6849000000.0,0.0,,,,-4.49,,,-8857000000.0,-8857000000.0,24063000000.0,-825000000.0,7292000000.0,,9509000000.0,,-10986000000.0,,,-91000000.0,,,18374000000.0,,,-260000000.0,22820000000.0,,,,,15686000000.0,,,,,,,
1351641600,,20000000.0,4515000000.0,-7108000000.0,-6676000000.0,0.0,14384000000.0,9509000000.0,4508000000.0,17480000000.0,7494000000.0,,,0.0,22436000000.0,3258000000.0,11301000000.0,1496000000.0,1974000000.0,,13360000000.0,-3860000000.0,-13929000000.0,-1333000000.0,8043000000.0,,25883000000.0,-6.41,,-20346000000.0,6647000000.0,58131000000.0,-1166000000.0,,11301000000.0,11301000000.0,,,,13500000000.0,,146000000.0,13350000000.0,267000000.0,-21000000.0,3371000000.0,,2948000000.0,-5559000000.0,18683000000.0,-141000000.0,,909000000.0,,,29959000000.0,4059000000.0,,846000000.0,-3706000000.0,,,,-972000000.0,-12650000000.0,-1657000000.0,-873000000.0,890000000.0,2740000000.0,25883000000.0,-3453000000.0,,,,,876000000.0,,31069000000.0,11954000000.0,,635000000.0,,1496000000.0,1269000000.0,178000000.0,20000000.0,141000000.0,313000000.0,6000000.0,-6.41,1974000000.0,,3399000000.0,12000000.0,27972000000.0,1792000000.0,6317000000.0,-13929000000.0,,-124000000.0,3941000000.0,-711000000.0,39269000000.0,85935000000.0,6865000000.0,716000000.0,-2771000000.0,3186000000.0,,9289000000.0,21521000000.0,0.0,120357000000.0,,-5559000000.0,46666000000.0,,21521000000.0,3227000000.0,50637000000.0,31069000000.0,,,11301000000.0,-12650000000.0,6647000000.0,3371000000.0,717000000.0,108768000000.0,-11933000000.0,108768000000.0,-6854000000.0,,7494000000.0,58131000000.0,13360000000.0,-1015000000.0,,92385000000.0,21789000000.0,,13350000000.0,,17480000000.0,,1201000000.0,-179000000.0,,-1619000000.0,782000000.0,85935000000.0,846000000.0,662000000.0,,3419000000.0,,2531000000.0,22436000000.0,7248000000.0,0.0,,5095000000.0,11301000000.0,,,14271000000.0,-6854000000.0,-6854000000.0,21789000000.0,-610000000.0,6317000000.0,50637000000.0,11301000000.0,2948000000.0,-9228000000.0,,16407000000.0,892000000.0,-1414000000.0,39269000000.0,14271000000.0,46666000000.0,11954000000.0,-260000000.0,22711000000.0,10571000000.0,3419000000.0,4515000000.0,,16407000000.0,-12650000000.0,,,,,,
1359590400,,20000000.0,4183000000.0,,1573000000.0,0.0,,11301000000.0,4444000000.0,,7603000000.0,,,0.0,22895000000.0,,,,,,13037000000.0,,-14169000000.0,-219000000.0,,,,,,,6475000000.0,,2246000000.0,,12589000000.0,12589000000.0,1956000000.0,179000000.0,,,,161000000.0,11660000000.0,-938000000.0,500000000.0,,,,-5672000000.0,,,,794000000.0,,,28359000000.0,2562000000.0,,851000000.0,,,0.63,,,,-630000000.0,-633000000.0,,1886000000.0,25855000000.0,,,,,,,,,11686000000.0,,,,14277000000.0,,341000000.0,,184000000.0,297000000.0,55000000.0,,,,,,,1288000000.0,,,,-253000000.0,3049000000.0,,39025000000.0,,,,,1929000000.0,,,22239000000.0,,,1953000000.0,,44386000000.0,,,3300000000.0,49552000000.0,31031000000.0,,,,,,,,106701000000.0,,,1232000000.0,,,57149000000.0,,,,,,,,,17273000000.0,,1163000000.0,-299000000.0,,,-1690000000.0,83411000000.0,,,,10249000000.0,,,,6330000000.0,0.0,,,,0.63,,,1232000000.0,1232000000.0,21752000000.0,-644000000.0,6374000000.0,,12589000000.0,,-134000000.0,,,-149000000.0,,,14277000000.0,,,-258000000.0,22029000000.0,,,,,14236000000.0,,,,,,,
1367280000,,19000000.0,3869000000.0,,1408000000.0,-167000000.0,,12589000000.0,4507000000.0,,6757000000.0,,,0.0,23533000000.0,,,,,,12514000000.0,,-14442000000.0,-1582000000.0,,,,,,,6928000000.0,,-98000000.0,,13240000000.0,13240000000.0,1947000000.0,193000000.0,,,,431000000.0,12313000000.0,670000000.0,-28000000.0,,,,-5522000000.0,,,,815000000.0,,,27582000000.0,3556000000.0,,1015000000.0,,,0.56,,,,-2351000000.0,-767000000.0,,2020000000.0,25918000000.0,,,,,,,,,11476000000.0,,,,13809000000.0,,331000000.0,,107000000.0,467000000.0,157000000.0,,,,,,,651000000.0,,,,-797000000.0,3190000000.0,,37664000000.0,,,,,2789000000.0,,,23319000000.0,,,1935000000.0,,44658000000.0,,,3342000000.0,49571000000.0,31133000000.0,,,,,,,,106254000000.0,,,1077000000.0,,,56683000000.0,,,,,,,,,17801000000.0,,1170000000.0,-198000000.0,,,640000000.0,82322000000.0,,,,10205000000.0,,,,6527000000.0,0.0,,,,0.55,,,1077000000.0,1077000000.0,19863000000.0,-554000000.0,5999000000.0,,13240000000.0,,-419000000.0,,,289000000.0,,,13809000000.0,,,-283000000.0,21055000000.0,,,,,14606000000.0,,,,,,,
1375228800,,19000000.0,3485000000.0,,1709000000.0,0.0,,13240000000.0,4427000000.0,,6571000000.0,,,0.0,24603000000.0,,,,,,12718000000.0,,-14624000000.0,-1842000000.0,,,,,,,7624000000.0,,492000000.0,,13251000000.0,13251000000.0,1948000000.0,146000000.0,,,,282000000.0,13293000000.0,-296000000.0,70000000.0,,,,-5433000000.0,,,,797000000.0,,,27226000000.0,2674000000.0,,979000000.0,,,0.72,,,,-2002000000.0,-880000000.0,,1940000000.0,25952000000.0,,,,,,,,,11328000000.0,,,,13470000000.0,,319000000.0,,107000000.0,198000000.0,67000000.0,,,,,,,11000000.0,,,,-3000000.0,3098000000.0,,34810000000.0,,,,,1794000000.0,,,24149000000.0,,,1929000000.0,,46012000000.0,,,3274000000.0,49958000000.0,31116000000.0,,,,,,,,105800000000.0,,,1709000000.0,,,55842000000.0,,,,,,,,,17686000000.0,,1158000000.0,-296000000.0,,,980000000.0,80822000000.0,,,,9913000000.0,,,,6367000000.0,1000000.0,,,,0.71,,,1709000000.0,1709000000.0,17124000000.0,-661000000.0,6540000000.0,,13251000000.0,,-85000000.0,,,-585000000.0,,,13470000000.0,,,-280000000.0,20859000000.0,,,,,14336000000.0,,,,,,,
1383177600,,19000000.0,3169000000.0,-5875000000.0,1820000000.0,0.0,12754000000.0,13251000000.0,4397000000.0,15891000000.0,6477000000.0,,,0.0,27269000000.0,862000000.0,12163000000.0,1390000000.0,1934000000.0,,13135000000.0,-7943000000.0,-14670000000.0,-2248000000.0,11301000000.0,,26133000000.0,2.64,,-1012000000.0,5979000000.0,55312000000.0,-1626000000.0,,12163000000.0,12163000000.0,1940000000.0,103000000.0,,13267000000.0,,279000000.0,14019000000.0,591000000.0,-952000000.0,3907000000.0,,2668000000.0,-3778000000.0,17775000000.0,-167000000.0,,729000000.0,,,29131000000.0,2816000000.0,,1203000000.0,-3199000000.0,,0.74,,-1243000000.0,5113000000.0,-2960000000.0,-919000000.0,-4000000.0,2297000000.0,26133000000.0,-2803000000.0,,,,,621000000.0,,31124000000.0,11463000000.0,,500000000.0,,1390000000.0,1014000000.0,406000000.0,19000000.0,102000000.0,471000000.0,9000000.0,2.62,1950000000.0,,3135000000.0,2000000.0,25918000000.0,-1088000000.0,6046000000.0,-14670000000.0,,-479000000.0,3417000000.0,-410000000.0,32499000000.0,78020000000.0,8409000000.0,288000000.0,27000000.0,1897000000.0,,8143000000.0,25563000000.0,0.0,112298000000.0,1918000000.0,-3778000000.0,45521000000.0,,25563000000.0,3351000000.0,50364000000.0,31124000000.0,,,12163000000.0,5113000000.0,5979000000.0,3907000000.0,1397000000.0,105676000000.0,6510000000.0,105676000000.0,1414000000.0,,6477000000.0,55312000000.0,13135000000.0,-1105000000.0,,86380000000.0,16608000000.0,,14019000000.0,,15891000000.0,,1120000000.0,-450000000.0,,-1532000000.0,611000000.0,78020000000.0,1203000000.0,1153000000.0,,3333000000.0,,1433000000.0,27269000000.0,6694000000.0,1000000.0,,4611000000.0,12163000000.0,0.73,,13407000000.0,1414000000.0,1414000000.0,16608000000.0,-944000000.0,6046000000.0,50364000000.0,12163000000.0,2668000000.0,-374000000.0,,15876000000.0,441000000.0,541000000.0,32499000000.0,13407000000.0,45521000000.0,11463000000.0,-284000000.0,22437000000.0,11608000000.0,3333000000.0,3169000000.0,,15876000000.0,5113000000.0,,,,,,
