,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualBasicAverageShares,annualCurrentDebt,trailingFreeCashFlow,trailingCommonStockIssuance,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyEbitda,annualOperatingIncome,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualDilutedAverageShares,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualPretaxIncome,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,quarterlySaleOfInvestment,trailingChangesInAccountReceivables,trailingInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingChangeInWorkingCapital,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,quarterlyOtherIntangibleAssets,annualChangeInAccountPayable,annualGoodwill,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingChangeInAccountPayable,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets
891302400,,,293000000.0,,,,456000000.0,,,,,,,,1159000000.0,1140000000.0,,-76000000.0,,,4980000000.0,110000000.0,260000000.0,,,,43000000.0,,,,-54000000.0,,1066000000.0,98000000.0,,,150000000.0,17647000000.0,,229000000.0,,375409836.0,16507000000.0,11965000000.0,,,,,,,,,,893000000.0,132000000.0,,,,117000000.0,0.61,,,,,,5633000000.0,309000000.0,,10806000000.0,,,,,,-32000000.0,,,757000000.0,176000000.0,64000000.0,65000000.0,229000000.0,,,,607000000.0,-6000000.0,,,2487000000.0,7426000000.0,,286000000.0,176000000.0,,,-42000000.0,,,56000000.0,,,,10075000000.0,188000000.0,,,,34000000.0,,,,20000000.0,375409836.0,400000000.0,,-227000000.0,,91000000.0,-96000000.0,-20000000.0,128000000.0,,,,-16000000.0,,6432000000.0,,-4474000000.0,,,142000000.0,270000000.0,,,,,,,,27000000.0,,,,14549000000.0,,,,9000000.0,,624000000.0,,,,,,,,263000000.0,,110000000.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,170000000.0,,,,409000000.0,,,,,,,,1015000000.0,977000000.0,,-75000000.0,,,5092000000.0,112000000.0,325000000.0,,,,-63000000.0,,,,-52000000.0,,1079000000.0,0.0,,,213000000.0,17746000000.0,,187000000.0,,389583333.0,16769000000.0,11938000000.0,,,,,,,,,,916000000.0,187000000.0,,,,98000000.0,0.48,,,,,,5760000000.0,309000000.0,,10923000000.0,,,,,,-243000000.0,,,770000000.0,86000000.0,61000000.0,89000000.0,187000000.0,,,,557000000.0,3000000.0,,,2468000000.0,7539000000.0,,185000000.0,86000000.0,,,-93000000.0,,,68000000.0,,,,10242000000.0,255000000.0,,,,176000000.0,,,,8000000.0,389583333.0,401000000.0,,-245000000.0,,64000000.0,-29000000.0,46000000.0,127000000.0,,,,35000000.0,,6527000000.0,,-4485000000.0,,,-90000000.0,182000000.0,,,,,,,,45000000.0,,,,14727000000.0,,,,-1000000.0,,602000000.0,,,,,,,,174000000.0,,99000000.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,290000000.0,,,,412000000.0,,,,,,,,1136000000.0,1003000000.0,,-76000000.0,,,5173000000.0,115000000.0,294000000.0,,,,94000000.0,,,,-40000000.0,,1048000000.0,7000000.0,,,179000000.0,18016000000.0,,158000000.0,,376190476.0,17013000000.0,12125000000.0,,,,,,,,,,1008000000.0,151000000.0,,,,87000000.0,0.42,,,,,,5842000000.0,305000000.0,,10989000000.0,,,,,,-182000000.0,,,743000000.0,107000000.0,57000000.0,72000000.0,158000000.0,,,,564000000.0,,,,2473000000.0,7508000000.0,,191000000.0,107000000.0,,,-29000000.0,,,50000000.0,,,,10328000000.0,201000000.0,,,,86000000.0,,,,1000000.0,376190476.0,401000000.0,,-213000000.0,,67000000.0,-104000000.0,-28000000.0,129000000.0,,,,-10000000.0,,6685000000.0,,-4538000000.0,,,21000000.0,307000000.0,,,,,,,,36000000.0,,,,14866000000.0,,,,43000000.0,,613000000.0,,,,,,,,290000000.0,,84000000.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,131000000.0,269000000.0,-706000000.0,,11093000000.0,,405000000.0,,378350515.0,141000000.0,,,5000000.0,215000000.0,1117000000.0,913000000.0,58000000.0,-76000000.0,,,5252000000.0,113000000.0,433000000.0,862000000.0,600000000.0,105000000.0,-140000000.0,630000000.0,5000000.0,-789000000.0,30000000.0,,1028000000.0,0.0,12210000000.0,6210000000.0,320000000.0,18180000000.0,-66000000.0,160000000.0,734000000.0,,17267000000.0,12210000000.0,3090000000.0,-8000000.0,1.94,380310881.0,913000000.0,519000000.0,34000000.0,7483000000.0,-303000000.0,1065000000.0,160000000.0,,18180000000.0,1682000000.0,131000000.0,,0.0,580000000.0,47000000.0,,5921000000.0,5921000000.0,-654000000.0,,11093000000.0,734000000.0,155000000.0,450000000.0,,519000000.0,-210000000.0,,34000000.0,1682000000.0,5000000.0,59000000.0,-111000000.0,160000000.0,,,5252000000.0,1362000000.0,,6210000000.0,1.93,2545000000.0,7483000000.0,401000000.0,63000000.0,5000000.0,,,-15000000.0,-252000000.0,,41000000.0,3952000000.0,1117000000.0,59000000.0,10477000000.0,201000000.0,,115000000.0,10477000000.0,107000000.0,17267000000.0,1312000000.0,890000000.0,5000000.0,,401000000.0,,-271000000.0,1065000000.0,141000000.0,-23000000.0,53000000.0,132000000.0,2545000000.0,-1000000.0,,24000000.0,63000000.0,580000000.0,,-4586000000.0,-116000000.0,,-102000000.0,131000000.0,33000000.0,,,845000000.0,114000000.0,-667000000.0,516000000.0,47000000.0,,,,15063000000.0,,,,63000000.0,-8000000.0,600000000.0,-4586000000.0,,,15063000000.0,,,,225000000.0,,58000000.0,,,225000000.0,,129000000.0,-29000000.0,,-956000000.0,,-179000000.0,4221000000.0,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,236000000.0,,,,438000000.0,,,,,,,,1192000000.0,999000000.0,,-76000000.0,,,5288000000.0,118000000.0,246000000.0,,,,-38000000.0,,,,-48000000.0,,1030000000.0,19000000.0,,,128000000.0,18480000000.0,,112000000.0,,373333333.0,17481000000.0,12464000000.0,,,,,,,,,,1058000000.0,112000000.0,,,,132000000.0,0.3,,,,,,5967000000.0,307000000.0,,11272000000.0,,,,,,-256000000.0,,,723000000.0,86000000.0,55000000.0,49000000.0,112000000.0,,,,595000000.0,4000000.0,,,2554000000.0,7660000000.0,,103000000.0,86000000.0,,,-12000000.0,,,46000000.0,,,,10618000000.0,158000000.0,,,,5000000.0,,,,4000000.0,373333333.0,401000000.0,,-266000000.0,,147000000.0,109000000.0,185000000.0,128000000.0,,,,-50000000.0,,6863000000.0,,-4639000000.0,,,81000000.0,228000000.0,,,,,,,,45000000.0,,,,15257000000.0,,,,11000000.0,,577000000.0,,,,,,,,291000000.0,,17000000.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,242000000.0,,,,522000000.0,,,,,,,,1819000000.0,1187000000.0,,-76000000.0,,,5289000000.0,121000000.0,112000000.0,,,,-72000000.0,,,,-44000000.0,,1194000000.0,15000000.0,,,-9000000.0,18874000000.0,,77000000.0,,385000000.0,17687000000.0,12842000000.0,,,,,,,,,,1076000000.0,77000000.0,,,,158000000.0,0.2,,,,,,5981000000.0,513000000.0,,11023000000.0,,,,,,-160000000.0,,,681000000.0,105000000.0,54000000.0,48000000.0,77000000.0,,,,690000000.0,3000000.0,,,2554000000.0,7393000000.0,,122000000.0,105000000.0,,,-518000000.0,,,38000000.0,,,,10869000000.0,115000000.0,,,,86000000.0,,,,11000000.0,385000000.0,402000000.0,,-270000000.0,,571000000.0,-19000000.0,57000000.0,131000000.0,,,,-131000000.0,,6818000000.0,,-4757000000.0,,,19000000.0,198000000.0,,,,,,,,127000000.0,,,,15626000000.0,,,,11000000.0,,810000000.0,,,,,,,,239000000.0,,17000000.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,248000000.0,,,,787000000.0,,,,,,,,2054000000.0,1316000000.0,,-76000000.0,,,5231000000.0,124000000.0,-135000000.0,,,,-36000000.0,,,,-13000000.0,,1500000000.0,-40000000.0,,,-259000000.0,19117000000.0,,19000000.0,,380000000.0,17801000000.0,13141000000.0,,,,,,,,,,1105000000.0,19000000.0,,,,134000000.0,0.05,,,,,,5925000000.0,797000000.0,,11087000000.0,,,,,,-148000000.0,,,703000000.0,41000000.0,77000000.0,24000000.0,19000000.0,,,,962000000.0,-23000000.0,,,2653000000.0,7329000000.0,,56000000.0,41000000.0,,,-74000000.0,,,17000000.0,,,,10903000000.0,36000000.0,,,,105000000.0,,,,3000000.0,380000000.0,402000000.0,,-176000000.0,,655000000.0,-56000000.0,20000000.0,134000000.0,,,,-190000000.0,,6898000000.0,,-4831000000.0,,,-64000000.0,140000000.0,,,,,,,,8000000.0,,,,15734000000.0,,,,30000000.0,,896000000.0,,,,,,,,325000000.0,,15000000.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,229000000.0,1931000000.0,-879000000.0,,11344000000.0,,384000000.0,,379365079.0,503000000.0,,,37000000.0,112000000.0,1924000000.0,1371000000.0,14000000.0,-76000000.0,,,5187000000.0,126000000.0,708000000.0,442000000.0,818000000.0,-48000000.0,-233000000.0,239000000.0,37000000.0,-915000000.0,-18000000.0,,1471000000.0,-42000000.0,13268000000.0,6132000000.0,582000000.0,19250000000.0,-379000000.0,31000000.0,239000000.0,,17879000000.0,13268000000.0,2822000000.0,-11000000.0,0.63,379365079.0,1371000000.0,857000000.0,5000000.0,7556000000.0,-304000000.0,1101000000.0,31000000.0,,19250000000.0,2131000000.0,229000000.0,,,791000000.0,-153000000.0,,5932000000.0,5932000000.0,314000000.0,,11344000000.0,239000000.0,343000000.0,489000000.0,,857000000.0,-27000000.0,,14000000.0,1157000000.0,37000000.0,100000000.0,-6000000.0,31000000.0,,,5187000000.0,575000000.0,-24000000.0,6132000000.0,0.63,2687000000.0,7556000000.0,404000000.0,51000000.0,37000000.0,,,-126000000.0,90000000.0,,11000000.0,3264000000.0,1924000000.0,100000000.0,10956000000.0,42000000.0,,115000000.0,10956000000.0,41000000.0,17879000000.0,931000000.0,533000000.0,-4000000.0,,404000000.0,,-200000000.0,1101000000.0,503000000.0,56000000.0,132000000.0,138000000.0,2687000000.0,-40000000.0,,49000000.0,51000000.0,791000000.0,,-4929000000.0,-123000000.0,,-4000000.0,-33000000.0,-322000000.0,,,351000000.0,85000000.0,-591000000.0,531000000.0,163000000.0,,,,15885000000.0,,,,33000000.0,-11000000.0,818000000.0,-4929000000.0,,,15885000000.0,,,,440000000.0,,14000000.0,,,440000000.0,,380000000.0,32000000.0,,-912000000.0,,-730000000.0,5195000000.0,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,,,719000000.0,,,,,,,,2092000000.0,1348000000.0,,-77000000.0,,,5063000000.0,129000000.0,-558000000.0,,,,122000000.0,,,,-21000000.0,,1495000000.0,276000000.0,,,-687000000.0,19211000000.0,,-48000000.0,,400000000.0,17863000000.0,13346000000.0,,,,,,,,,,1099000000.0,-48000000.0,,,,150000000.0,-0.12,,,,,,5816000000.0,683000000.0,,11254000000.0,,,,0.0,855000000.0,-126000000.0,,,812000000.0,60000000.0,120000000.0,28000000.0,-48000000.0,,,,1499000000.0,-20000000.0,6143000000.0,,2662000000.0,7493000000.0,,72000000.0,60000000.0,,,-134000000.0,,,-36000000.0,,,,10978000000.0,-84000000.0,,,,37000000.0,,,,,400000000.0,405000000.0,,-170000000.0,,503000000.0,-143000000.0,-66000000.0,140000000.0,,,,3000000.0,,742000000.0,,-5011000000.0,,,23000000.0,292000000.0,,,,,,,,35000000.0,,,,15989000000.0,,,,-34000000.0,-9000000.0,876000000.0,,,,,,,,544000000.0,,12000000.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,,,708000000.0,,,,,,,,1562000000.0,908000000.0,,-76000000.0,,,5102000000.0,129000000.0,-530000000.0,,,,413000000.0,,,,-22000000.0,,1578000000.0,363000000.0,,,-659000000.0,18879000000.0,,116000000.0,,386666667.0,17971000000.0,12970000000.0,,,,,,,,,,1114000000.0,116000000.0,,,,136000000.0,0.3,,,,,,5860000000.0,779000000.0,,11408000000.0,,,,0.0,426000000.0,-148000000.0,,,799000000.0,45000000.0,136000000.0,45000000.0,116000000.0,,,,1458000000.0,-16000000.0,6143000000.0,,2698000000.0,7596000000.0,,50000000.0,45000000.0,,,-1037000000.0,,,68000000.0,,,,11011000000.0,184000000.0,,,,60000000.0,,,,,386666667.0,405000000.0,,-181000000.0,,103000000.0,-461000000.0,-386000000.0,139000000.0,,,,429000000.0,,817000000.0,,-5052000000.0,,,-15000000.0,594000000.0,,,,,,,,3000000.0,,,,16063000000.0,,,,26000000.0,-9000000.0,887000000.0,,,,,,,,366000000.0,,5000000.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,,,692000000.0,,,,,,,,1989000000.0,1003000000.0,,-77000000.0,,,5124000000.0,129000000.0,-611000000.0,,,,180000000.0,,,,-21000000.0,,1517000000.0,182000000.0,,,-740000000.0,19089000000.0,,99000000.0,,380769231.0,18086000000.0,13152000000.0,,,,,,,,,,1091000000.0,99000000.0,,,,97000000.0,0.26,,,,,,5888000000.0,799000000.0,,11163000000.0,,,,0.0,469000000.0,-139000000.0,,,718000000.0,151000000.0,116000000.0,81000000.0,99000000.0,,,,1458000000.0,20000000.0,6146000000.0,,2720000000.0,7352000000.0,,152000000.0,151000000.0,,,-171000000.0,,,57000000.0,,,,11013000000.0,156000000.0,,,,45000000.0,,,,0.0,380769231.0,405000000.0,,-157000000.0,,296000000.0,-92000000.0,-15000000.0,136000000.0,,,,-44000000.0,,927000000.0,,-5138000000.0,,,106000000.0,337000000.0,,,,,,,,5000000.0,,,,16151000000.0,,,,10000000.0,-6000000.0,962000000.0,,,,,,,,484000000.0,,1000000.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,163000000.0,2543000000.0,,,11215000000.0,,278000000.0,,382222222.0,297000000.0,,,0.0,78000000.0,1887000000.0,849000000.0,2000000.0,-76000000.0,,,5053000000.0,130000000.0,2807000000.0,349000000.0,925000000.0,97000000.0,-104000000.0,172000000.0,0.0,-731000000.0,-13000000.0,,1569000000.0,-724000000.0,13102000000.0,6154000000.0,2677000000.0,18976000000.0,611000000.0,5000000.0,172000000.0,,18127000000.0,13102000000.0,3267000000.0,-6000000.0,0.45,382222222.0,849000000.0,411000000.0,37000000.0,7339000000.0,-306000000.0,1131000000.0,5000000.0,,18976000000.0,2518000000.0,163000000.0,,,868000000.0,735000000.0,,5824000000.0,5824000000.0,161000000.0,,11215000000.0,172000000.0,90000000.0,517000000.0,-731000000.0,411000000.0,-168000000.0,,2000000.0,1408000000.0,0.0,91000000.0,14000000.0,5000000.0,,,5053000000.0,-1269000000.0,25000000.0,6154000000.0,0.45,2745000000.0,7339000000.0,405000000.0,2000000.0,0.0,,,-207000000.0,-798000000.0,,-11000000.0,3616000000.0,1887000000.0,91000000.0,11105000000.0,-6000000.0,,168000000.0,11105000000.0,151000000.0,18127000000.0,866000000.0,1342000000.0,1000000.0,,405000000.0,,-223000000.0,1131000000.0,297000000.0,-102000000.0,-27000000.0,136000000.0,2745000000.0,9000000.0,,58000000.0,2000000.0,868000000.0,,-5214000000.0,-77000000.0,,-151000000.0,119000000.0,446000000.0,,,250000000.0,2000000.0,-581000000.0,551000000.0,47000000.0,,,,16319000000.0,,,,0.0,-6000000.0,925000000.0,-5214000000.0,,,16319000000.0,,,,414000000.0,,2000000.0,,,414000000.0,,-494000000.0,-37000000.0,,-731000000.0,,-1549000000.0,6159000000.0,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,13000000.0,,,,698000000.0,,,,,,,,1966000000.0,854000000.0,,-23000000.0,,,5104000000.0,130000000.0,-601000000.0,,,,-176000000.0,,,,-35000000.0,,1540000000.0,-16000000.0,,,-731000000.0,19240000000.0,,74000000.0,,389473684.0,18386000000.0,13312000000.0,,,,,,,,,,1108000000.0,61000000.0,,,,95000000.0,0.19,,,,,,5882000000.0,794000000.0,,11346000000.0,,,,0.0,440000000.0,-317000000.0,,,746000000.0,54000000.0,93000000.0,27000000.0,74000000.0,,,,1477000000.0,-2000000.0,6166000000.0,,2703000000.0,7535000000.0,,55000000.0,54000000.0,,,-1003000000.0,,,30000000.0,,,,11268000000.0,91000000.0,,,,0.0,,,,4000000.0,389473684.0,406000000.0,,-294000000.0,,306000000.0,253000000.0,272000000.0,141000000.0,,,,-28000000.0,,952000000.0,,-5214000000.0,,,54000000.0,118000000.0,,,,,,,,2000000.0,,,,16482000000.0,,,,-36000000.0,-7000000.0,866000000.0,,,,,,,,548000000.0,,1000000.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,0.0,,,,688000000.0,,,,,,,,2291000000.0,811000000.0,,-23000000.0,,,5188000000.0,132000000.0,-518000000.0,,,,61000000.0,,,,-24000000.0,,1592000000.0,-56000000.0,,,-650000000.0,19239000000.0,,107000000.0,,382142857.0,18428000000.0,13217000000.0,,,,,,,,,,1108000000.0,107000000.0,,,,63000000.0,0.28,,,,,,5977000000.0,786000000.0,,10926000000.0,,,,0.0,430000000.0,-110000000.0,,,806000000.0,47000000.0,96000000.0,24000000.0,107000000.0,,,,1456000000.0,-3000000.0,6180000000.0,,2746000000.0,7072000000.0,,47000000.0,47000000.0,,,-406000000.0,,,60000000.0,,,,11249000000.0,167000000.0,,,,54000000.0,,,,9000000.0,382142857.0,407000000.0,,-131000000.0,,629000000.0,-89000000.0,-75000000.0,139000000.0,,,,-1000000.0,,999000000.0,,-5214000000.0,,,-7000000.0,192000000.0,,,,,,,,30000000.0,,,,16463000000.0,,,,40000000.0,-10000000.0,861000000.0,,,,,,,,536000000.0,,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,0.0,,,,655000000.0,,,,,,,,2383000000.0,893000000.0,,-23000000.0,,,5244000000.0,133000000.0,-536000000.0,,,,98000000.0,,,,-22000000.0,,1508000000.0,16000000.0,,,-669000000.0,19385000000.0,,79000000.0,,395000000.0,18492000000.0,13307000000.0,,,,,,,,,,1079000000.0,79000000.0,,,,44000000.0,0.2,,,,,,6033000000.0,769000000.0,,10924000000.0,,,,0.0,456000000.0,-175000000.0,,,739000000.0,134000000.0,89000000.0,16000000.0,79000000.0,,,,1408000000.0,7000000.0,6188000000.0,,2781000000.0,7064000000.0,,134000000.0,134000000.0,,,-317000000.0,,,45000000.0,,,,11276000000.0,124000000.0,,,,47000000.0,,,,1000000.0,395000000.0,407000000.0,,-169000000.0,,604000000.0,-5000000.0,17000000.0,137000000.0,,,,-26000000.0,,1028000000.0,,-5214000000.0,,,87000000.0,267000000.0,,,,,,,,3000000.0,,,,16490000000.0,,,,45000000.0,-14000000.0,869000000.0,,,,,,,,651000000.0,,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,116000000.0,2420000000.0,0.0,,10897000000.0,,259000000.0,,386597938.0,605000000.0,,,204000000.0,191000000.0,2386000000.0,1047000000.0,0.0,-24000000.0,,,5335000000.0,132000000.0,2903000000.0,721000000.0,848000000.0,-176000000.0,-75000000.0,362000000.0,204000000.0,-746000000.0,-18000000.0,,1530000000.0,-120000000.0,13283000000.0,6161000000.0,2771000000.0,19418000000.0,-92000000.0,115000000.0,375000000.0,,18371000000.0,13283000000.0,3029000000.0,-55000000.0,0.97,386597938.0,1047000000.0,475000000.0,0.0,7027000000.0,-93000000.0,1089000000.0,115000000.0,,19418000000.0,2300000000.0,116000000.0,,,1002000000.0,13000000.0,,6090000000.0,6090000000.0,71000000.0,,10897000000.0,375000000.0,88000000.0,527000000.0,-746000000.0,475000000.0,1000000.0,,14000000.0,1459000000.0,204000000.0,90000000.0,32000000.0,115000000.0,,,5335000000.0,-1312000000.0,-1000000.0,6161000000.0,0.97,2781000000.0,7027000000.0,407000000.0,204000000.0,204000000.0,,,-39000000.0,151000000.0,,56000000.0,3750000000.0,2386000000.0,90000000.0,11208000000.0,171000000.0,,99000000.0,11208000000.0,134000000.0,18371000000.0,1248000000.0,654000000.0,0.0,,407000000.0,,-152000000.0,1089000000.0,605000000.0,-8000000.0,16000000.0,136000000.0,2781000000.0,1000000.0,,-19000000.0,204000000.0,1002000000.0,,-5435000000.0,-99000000.0,,70000000.0,77000000.0,-74000000.0,,,553000000.0,44000000.0,-601000000.0,553000000.0,53000000.0,,,,16643000000.0,,,,-5000000.0,-55000000.0,848000000.0,-5435000000.0,,,16643000000.0,,,,621000000.0,,0.0,,,621000000.0,,230000000.0,204000000.0,,-746000000.0,,-1765000000.0,6170000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,,706000000.0,,,,,,,,1883000000.0,1142000000.0,,-23000000.0,,,5397000000.0,131000000.0,-504000000.0,,,,-133000000.0,,,,-21000000.0,,1498000000.0,-146000000.0,,,-635000000.0,19641000000.0,,86000000.0,,390909091.0,18499000000.0,13385000000.0,,,,,,,,,,1428000000.0,86000000.0,,,,100000000.0,0.22,,,,,,6211000000.0,724000000.0,,11502000000.0,,,,0.0,615000000.0,-206000000.0,,,774000000.0,164000000.0,94000000.0,34000000.0,86000000.0,,,,1409000000.0,-4000000.0,6167000000.0,,2828000000.0,7246000000.0,,164000000.0,164000000.0,,,-42000000.0,,,51000000.0,,,,11280000000.0,137000000.0,,,,204000000.0,,,,35000000.0,390909091.0,409000000.0,,-196000000.0,,410000000.0,103000000.0,91000000.0,134000000.0,,,,-140000000.0,,1052000000.0,,-5435000000.0,,,-40000000.0,63000000.0,,,,,,,,11000000.0,,,,16715000000.0,,,,28000000.0,-40000000.0,828000000.0,,,,,,,,-76000000.0,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,,674000000.0,,,,,,,,1518000000.0,958000000.0,,-23000000.0,,,5494000000.0,131000000.0,-435000000.0,,,,170000000.0,,,,-23000000.0,,1593000000.0,45000000.0,,,-566000000.0,19524000000.0,,119000000.0,,383870968.0,18566000000.0,13167000000.0,,,,,,,,,,1445000000.0,119000000.0,,,,75000000.0,0.31,,,,,,6312000000.0,748000000.0,,11649000000.0,,,,0.0,523000000.0,-173000000.0,,,845000000.0,94000000.0,100000000.0,2000000.0,119000000.0,,,,1411000000.0,-6000000.0,6178000000.0,,2866000000.0,7338000000.0,,94000000.0,94000000.0,,,-590000000.0,,,75000000.0,,,,11305000000.0,194000000.0,,,,164000000.0,,,,1000000.0,383870968.0,410000000.0,,-152000000.0,,106000000.0,-219000000.0,-197000000.0,130000000.0,,,,92000000.0,,1083000000.0,,-5435000000.0,,,-70000000.0,322000000.0,,,,,,,,2000000.0,,,,16740000000.0,,,,42000000.0,-41000000.0,845000000.0,,,,,,,,-185000000.0,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
