,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,annualDilutedAverageShares,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualBasicAverageShares,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,trailingCostOfRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyEbitda,annualDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,quarterlyTotalAssets,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingTotalRevenue,annualOtherCurrentAssets,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,annualLongTermDebt,annualNetIncome,quarterlyBasicEPS,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,annualOtherNonCashItems,annualDilutedEPS,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyEndCashPosition,annualBasicEPS,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualNetPPE,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingCashDividendsPaid,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,annualCashDividendsPaid,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1412035200,1024000.0,,453431000.0,,,,332318000.0,32695000.0,624433000.0,,,,1976406000.0,,,2.06,935000.0,,,-18000.0,,-1294053000.0,34689000.0,,,,,,,,298283000.0,2255000.0,,,298283000.0,12983000.0,,,44000.0,,2409054000.0,68898000.0,-5422000.0,,,,,103498000.0,,,,1876872000.0,327429000.0,,,18645000.0,,,3895165000.0,,,,343768000.0,-122228000.0,-362799000.0,,,,,,,,,,201475000.0,2601112000.0,,115321000.0,,,5287000.0,1605000.0,,16271000.0,-155148000.0,,,,,-387499000.0,,393812000.0,,,1652828000.0,,,,205201000.0,,806641000.0,,,,,2845942000.0,,,3070751000.0,624433000.0,,,756335000.0,,,,6475176000.0,,216997000.0,,,,3404425000.0,,,,2.1,,,,194551000.0,,48511000.0,,,4498770000.0,,32695000.0,106772000.0,,,,,,,8447000.0,968201000.0,,,,216997000.0,216997000.0,,1396488000.0,-119778000.0,61789000.0,105222000.0,298283000.0,,,,,982000.0,-55146000.0,2517927000.0,,,71451000.0,,152779000.0,,908671000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,1016000.0,,298283000.0,-72000.0,1469677000.0,,290106000.0,14908000.0,609095000.0,209548000.0,,,2018418000.0,250560000.0,19242000.0,1.76,935000.0,189836000.0,,-18000.0,-747786000.0,-1334949000.0,48418000.0,,231318000.0,106041000.0,3993509000.0,,2797000.0,3473323000.0,250560000.0,6896000.0,,,250560000.0,14079000.0,,2438527000.0,25000.0,,2417167000.0,-35618000.0,19595000.0,85164000.0,2438527000.0,,,101640000.0,,,,1764178000.0,207476000.0,,-429987000.0,,,,3993509000.0,104262000.0,778182000.0,,303012000.0,-112830000.0,-143880000.0,-179742000.0,-423402000.0,,,53290000.0,,756384000.0,,23095000.0,189836000.0,2658560000.0,,108428000.0,-19271000.0,1016000.0,5671000.0,2314000.0,,18614000.0,-47723000.0,49150000.0,3708901000.0,2554789000.0,-1334949000.0,-179330000.0,,354875000.0,1487000.0,4521883000.0,1691327000.0,234933000.0,69620000.0,760443000.0,94646000.0,,822473000.0,1270374000.0,3705000.0,7216081000.0,,2830556000.0,,822473000.0,3066978000.0,609095000.0,,,756384000.0,250560000.0,444000000.0,25000.0,6540301000.0,6540301000.0,181678000.0,1222182000.0,,48418000.0,3473323000.0,3507180000.0,1396615000.0,778182000.0,1.79,2417167000.0,,,209548000.0,,50690000.0,,,4521883000.0,-866484000.0,45030000.0,8113000.0,,,7678000.0,7.34,2018418000.0,,16854000.0,912107000.0,250560000.0,194205000.0,78442000.0,181678000.0,181678000.0,,1396615000.0,-111319000.0,85164000.0,103330000.0,250560000.0,7.46,3066978000.0,,143900000.0,560000.0,-36862000.0,2554789000.0,360646000.0,1691327000.0,78442000.0,2830556000.0,143900000.0,45030000.0,852071000.0,1190430000.0,,2658560000.0,14908000.0,,778182000.0,,,,,,,,,,,,,,,,,,,
1427760000,1013000.0,,250560000.0,,,,337664000.0,43943000.0,636586000.0,,,,2143500000.0,,,2.06,935000.0,,,-19000.0,,-1381502000.0,40928000.0,,,,,,,,473646000.0,-19867000.0,,,473646000.0,14402000.0,,,6000.0,,2470749000.0,156070000.0,-4441000.0,,,,,101612000.0,,,,1901903000.0,406025000.0,,,78939000.0,,,4080350000.0,,,,350373000.0,-91140000.0,-93392000.0,,,,,,,,,,200888000.0,2698848000.0,,124800000.0,,,5890000.0,1880000.0,,20252000.0,223086000.0,,,,,-134813000.0,,407016000.0,,,1689829000.0,,,,314885000.0,,908354000.0,,,,,2952381000.0,,,3274121000.0,636586000.0,,,756384000.0,,,,6785710000.0,,212864000.0,,,,3511589000.0,,,,2.09,,,,211758000.0,,54950000.0,,,4642210000.0,,43943000.0,53582000.0,,,,,,,21188000.0,986959000.0,,,,212864000.0,212864000.0,,1396741000.0,-89547000.0,81330000.0,103257000.0,473646000.0,,,,,1113000.0,26807000.0,2527982000.0,,,75059000.0,,162020000.0,,914944000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,996000.0,,473646000.0,,,,372208000.0,43135000.0,673023000.0,,,,1969985000.0,,,2.29,1046000.0,,,-6000.0,,-1422741000.0,37710000.0,,,,,,,,260042000.0,-14332000.0,,,260042000.0,14319000.0,,,0.0,,2535971000.0,23328000.0,-10885000.0,,,,,100547000.0,,,,2035518000.0,292428000.0,,,29130000.0,,,4166557000.0,,,,385768000.0,-95391000.0,-412637000.0,,,,,,,,,,229528000.0,2743816000.0,,138700000.0,,,5414000.0,1765000.0,,15769000.0,-213604000.0,,,,,-440159000.0,,437584000.0,,,1691293000.0,,,,197037000.0,,726179000.0,,,,,3006869000.0,,,3109033000.0,673023000.0,,,756852000.0,,,,6668147000.0,,233508000.0,,,,3559114000.0,,,,2.32,,,,217146000.0,,51057000.0,,,4698162000.0,,43135000.0,65222000.0,,,,,,,11759000.0,1058791000.0,,,,233508000.0,233508000.0,,1396868000.0,-93395000.0,77279000.0,102109000.0,260042000.0,,,,,182000.0,-32993000.0,2560975000.0,,,83547000.0,,175289000.0,,976727000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,987000.0,,260042000.0,,,,400868000.0,41194000.0,673994000.0,,,,2002086000.0,,,2.64,1047000.0,,,0.0,,-1470199000.0,33085000.0,,,,,,,,276916000.0,9688000.0,,,276916000.0,14296000.0,,,0.0,,2626126000.0,63730000.0,-7454000.0,,,,,99270000.0,,,,2080201000.0,364269000.0,,,17574000.0,,,4275349000.0,,,,415260000.0,-109943000.0,-239088000.0,,,,,,,,,,234211000.0,2805150000.0,,134600000.0,,,5352000.0,2127000.0,,17330000.0,16874000.0,,,,,-274230000.0,,467222000.0,,,1669268000.0,,,,254326000.0,,732742000.0,,,,,3103912000.0,,,3157564000.0,673994000.0,,,757093000.0,,,,6775266000.0,,266268000.0,,,,3617702000.0,,,,2.68,,,,200076000.0,,52058000.0,,,4773180000.0,,41194000.0,90155000.0,,,,,,,17812000.0,1089254000.0,,,,266268000.0,266268000.0,,1396995000.0,-108307000.0,72197000.0,100770000.0,276916000.0,,,,,-647000.0,-45838000.0,2606813000.0,,,84295000.0,,163889000.0,,990947000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,977000.0,,276916000.0,-25000.0,1727751000.0,,349626000.0,12402000.0,665019000.0,199182000.0,,,1961314000.0,116301000.0,-134259000.0,2.19,1046000.0,232678000.0,,0.0,-1008547000.0,-1510694000.0,29023000.0,,250560000.0,101514000.0,4372250000.0,,1134000.0,3666658000.0,116301000.0,653000.0,,,116301000.0,14112000.0,,2648622000.0,0.0,,2608231000.0,-48240000.0,130000.0,79772000.0,2648622000.0,,,98474000.0,,,,1949052000.0,218754000.0,,-414020000.0,1444000.0,,,4372250000.0,99965000.0,931216000.0,,362620000.0,-117546000.0,-263430000.0,-76226000.0,-407188000.0,,,57129000.0,,757142000.0,,21899000.0,232678000.0,2861556000.0,,131050000.0,-23858000.0,977000.0,5243000.0,3173000.0,,11262000.0,-160615000.0,63078000.0,4162643000.0,2631015000.0,-1510694000.0,-287011000.0,,415929000.0,-22650000.0,4715370000.0,1668972000.0,194888000.0,64613000.0,867456000.0,101208000.0,,678840000.0,1514021000.0,4074000.0,7966674000.0,,3046398000.0,,678840000.0,3010026000.0,665019000.0,,,757142000.0,116301000.0,529150000.0,0.0,6676684000.0,6676684000.0,218576000.0,1460366000.0,,29023000.0,3666658000.0,3804031000.0,1390018000.0,931216000.0,2.22,2608231000.0,,,199182000.0,,52191000.0,,,4715370000.0,-1136213000.0,34741000.0,-17895000.0,1444000.0,,8945000.0,9.17,1961314000.0,,12319000.0,1027639000.0,116301000.0,210256000.0,59101000.0,218576000.0,218576000.0,,1390018000.0,-115939000.0,79772000.0,99935000.0,116301000.0,9.32,3010026000.0,,161078000.0,486000.0,-24202000.0,2631015000.0,191064000.0,1668972000.0,59101000.0,3046398000.0,161078000.0,34741000.0,921413000.0,1281476000.0,,2861556000.0,12402000.0,,931216000.0,,,,,,,,,,,,,,,,,,,
1459382400,967000.0,,116301000.0,,,,405574000.0,35081000.0,678953000.0,,,,1939841000.0,,,2.59,1047000.0,,,0.0,,-1559820000.0,36927000.0,,,,,,,,716008000.0,-19206000.0,,,716008000.0,14821000.0,,,,,2782609000.0,190882000.0,-3322000.0,,,,,97140000.0,,,,2096150000.0,488155000.0,,,114321000.0,,,4473747000.0,,,,418626000.0,-103974000.0,213615000.0,,,,,,,,,,231661000.0,2913927000.0,,150200000.0,,,5178000.0,2027000.0,,16074000.0,599707000.0,,,,,-312656000.0,,473173000.0,,,2164255000.0,,,,384181000.0,,637817000.0,,,,,3315677000.0,,,3701463000.0,678953000.0,,,757130000.0,,,,7419773000.0,,255374000.0,,,,3718310000.0,,,,2.63,,,,201928000.0,,52778000.0,,,5479932000.0,,35081000.0,174378000.0,,,,,,,11037000.0,1097579000.0,,,,255374000.0,255374000.0,,1885877000.0,-102063000.0,76450000.0,98537000.0,716008000.0,,,,,1017000.0,-70745000.0,2701760000.0,,,66842000.0,,178282000.0,,998571000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,949000.0,,716008000.0,,,,408794000.0,36137000.0,702118000.0,,,,1690010000.0,,,2.65,0.0,,,0.0,,-1608704000.0,33828000.0,,,,,,,,398259000.0,-9631000.0,,,398259000.0,18701000.0,,,,,2914641000.0,11179000.0,-3489000.0,,,,,95967000.0,,,,2176689000.0,310238000.0,,,0.0,,,4587944000.0,,,,425061000.0,-116442000.0,-512652000.0,,,,,,,,,,258295000.0,2979240000.0,,151000000.0,,,4675000.0,1801000.0,,16222000.0,-317749000.0,,,,,-544189000.0,,481147000.0,,,2153955000.0,,,,193796000.0,,379620000.0,,,,,3366675000.0,,,3438133000.0,702118000.0,,,757130000.0,,,,7210640000.0,,257794000.0,,,,3772507000.0,,,,2.69,,,,194670000.0,,53652000.0,,,5520630000.0,,36137000.0,132032000.0,,,,,,,15315000.0,1127179000.0,,,,257794000.0,257794000.0,,1886324000.0,-115335000.0,72961000.0,97282000.0,398259000.0,,,,,1241000.0,-39270000.0,2741030000.0,,,62596000.0,,186192000.0,,1049510000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,947000.0,,398259000.0,,,,431893000.0,36641000.0,722217000.0,,,,1900763000.0,,,2.9,0.0,,,0.0,,-1661541000.0,32029000.0,,,,,,,,560320000.0,-6475000.0,,,560320000.0,18706000.0,,,,,2999080000.0,34088000.0,11250000.0,,,,,94891000.0,,,,2220955000.0,369625000.0,,,,,,4720225000.0,,,,447809000.0,-135818000.0,-72264000.0,,,,,,,,,,253517000.0,3058684000.0,,153400000.0,,,4518000.0,2157000.0,,15123000.0,162061000.0,,,,,-102944000.0,,505616000.0,,,2156149000.0,,,,233807000.0,,560304000.0,,,,,3465428000.0,,,3669764000.0,722217000.0,,,757251000.0,,,,7522340000.0,,278493000.0,,,,3852576000.0,,,,2.93,,,,185437000.0,,55017000.0,,,5621577000.0,,36641000.0,84439000.0,,,,,,,15557000.0,1170026000.0,,,,278493000.0,278493000.0,,1886501000.0,-135300000.0,84211000.0,96120000.0,560320000.0,,,,,1563000.0,-48862000.0,2789892000.0,,,73160000.0,,190908000.0,,1050929000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,929000.0,,560320000.0,0.0,1925988000.0,,390930000.0,11329000.0,706517000.0,199219000.0,,,1627136000.0,146598000.0,30297000.0,2.59,-58918000.0,249901000.0,,0.0,-894774000.0,-1708911000.0,53022000.0,,116301000.0,96720000.0,4832342000.0,,4692000.0,3946214000.0,146598000.0,-3236000.0,,,146598000.0,18703000.0,,2809805000.0,,,2936656000.0,-19683000.0,5955000.0,90166000.0,2809805000.0,,,93813000.0,,,,2099302000.0,286149000.0,,-476344000.0,0.0,,,4832342000.0,95447000.0,1037691000.0,,407710000.0,-120110000.0,-523473000.0,-119270000.0,-529096000.0,,,70931000.0,,785399000.0,,18859000.0,249901000.0,3123431000.0,,144900000.0,-38548000.0,929000.0,4488000.0,2900000.0,,12215000.0,-413722000.0,51869000.0,4509011000.0,2778976000.0,-1708911000.0,-545648000.0,,466052000.0,10394000.0,5577053000.0,2176404000.0,216466000.0,59634000.0,977823000.0,166039000.0,,289500000.0,1699206000.0,-57871000.0,8593096000.0,,3400649000.0,,289500000.0,3257975000.0,706517000.0,,,785399000.0,146598000.0,599500000.0,,7204189000.0,7204189000.0,246030000.0,1637191000.0,,53022000.0,3946214000.0,4084085000.0,1887019000.0,1037691000.0,2.62,2936656000.0,,,199219000.0,,56419000.0,,,5577053000.0,-1505437000.0,37384000.0,-68422000.0,0.0,,8885000.0,10.73,1627136000.0,,9960000.0,1114227000.0,146598000.0,217866000.0,71717000.0,246030000.0,246030000.0,,1887019000.0,-176398000.0,90166000.0,94963000.0,146598000.0,10.87,3257975000.0,,197274000.0,871000.0,39607000.0,2778976000.0,322427000.0,2176404000.0,71717000.0,3400649000.0,197274000.0,37384000.0,985075000.0,1454167000.0,,3123431000.0,11329000.0,,1037691000.0,,,,,,,,,,,,,,,,,,,
1490918400,913000.0,,146598000.0,,,,385224000.0,37973000.0,727990000.0,,,,1422596000.0,,,2.83,-636000.0,,,-392000000.0,,-1760476000.0,38540000.0,,,,,,,,27539000.0,219000.0,,,27539000.0,19404000.0,,,,,2987996000.0,44267000.0,2611000.0,,,,,92001000.0,,,,2156259000.0,376700000.0,,,89640000.0,,,4935126000.0,,,,403157000.0,-110632000.0,-384736000.0,,,,,,,,,,232805000.0,3174650000.0,,120290000.0,,,5428000.0,2452000.0,,15750000.0,-119059000.0,,,,,-490330000.0,,461636000.0,,,2275365000.0,,,,266068000.0,,90267000.0,,,,,3505763000.0,,,3205533000.0,727990000.0,,,785568000.0,,,,7203724000.0,,264934000.0,,,,3998191000.0,,,,2.88,,,,205216000.0,,57008000.0,,,5781128000.0,,37973000.0,51230000.0,,,,,,,-156000.0,1131147000.0,,,,264934000.0,264934000.0,,1977539000.0,-111023000.0,92610000.0,93495000.0,27539000.0,,,,,765000.0,-93167000.0,2872646000.0,,,75762000.0,,195651000.0,,1025112000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,880000.0,,27539000.0,,,,436326000.0,39773000.0,742617000.0,,,,869312000.0,,,3.1,-1331000.0,,,-674000000.0,,-1805844000.0,38197000.0,,,,,,,,26528000.0,-11016000.0,,,26528000.0,20827000.0,,,,,3091888000.0,-22257000.0,5438000.0,,,,,90030000.0,,,,2290829000.0,333807000.0,,,31803000.0,,,5035242000.0,,,,457445000.0,-116874000.0,-217120000.0,,,,,,,,,,242607000.0,3229398000.0,,153505000.0,,,4925000.0,4929000.0,,10968000.0,-1011000.0,,,,,-852261000.0,,515104000.0,,,2910253000.0,,,,216933000.0,,-428242000.0,,,,,3566133000.0,,,3289589000.0,742617000.0,,,786938000.0,,,,7345698000.0,,282821000.0,,,,4056109000.0,,,,3.14,,,,208143000.0,,57951000.0,,,6476386000.0,,39773000.0,103894000.0,,,,,,,-1827000.0,1200062000.0,,,,282821000.0,282821000.0,,2604062000.0,-117698000.0,98048000.0,91299000.0,26528000.0,,,,,-762000.0,-86699000.0,2959315000.0,,,70538000.0,,203673000.0,,1090767000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,853000.0,,26528000.0,,,,439530000.0,40956000.0,768331000.0,,,,614179000.0,,,3.22,-105000.0,,,-1152000000.0,,-1822123000.0,34480000.0,,,,,,,,37287000.0,-17964000.0,,,37287000.0,24324000.0,,,,,3154250000.0,-6515000.0,33799000.0,,,,,86947000.0,,,,2339830000.0,376912000.0,,,6175000.0,,,5114804000.0,,,,461963000.0,-120250000.0,-246952000.0,,,,,,,,,,249325000.0,3292681000.0,,155796000.0,,,4482000.0,2871000.0,,7468000.0,10759000.0,,,,,-550557000.0,,522395000.0,,,3236649000.0,,,,256662000.0,,-654484000.0,,,,,3628500000.0,,,3358481000.0,768331000.0,,,787210000.0,,,,7479328000.0,,283734000.0,,,,4120847000.0,,,,3.26,,,,203986000.0,,58541000.0,,,6865149000.0,,40956000.0,62362000.0,,,,,,,-5663000.0,1230294000.0,,,,283734000.0,283734000.0,,2900816000.0,-119201000.0,131847000.0,88025000.0,37287000.0,,,,,1299000.0,-28472000.0,2987592000.0,,,80953000.0,,219631000.0,,1109536000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,843000.0,,37287000.0,-2755000000.0,1962998000.0,,376724000.0,9392000.0,756345000.0,207677000.0,,,653046000.0,46348000.0,-100250000.0,3.52,-675000.0,239187000.0,,-537000000.0,-1039714000.0,-1847329000.0,49037000.0,,146598000.0,89502000.0,5191135000.0,,1406000.0,4174213000.0,46348000.0,1019000.0,,,46348000.0,26794000.0,,2995283000.0,,,3190029000.0,-8926000.0,-46441000.0,85406000.0,2995283000.0,,,84830000.0,,,,2190808000.0,316268000.0,,-465940000.0,,,,5191135000.0,88426000.0,1133804000.0,,402835000.0,-118184000.0,-190906000.0,-231802000.0,-464223000.0,,,91349000.0,,789058000.0,,19401000.0,239187000.0,3343806000.0,,74409000.0,-27742000.0,843000.0,4566000.0,4409000.0,,11576000.0,9061000.0,-7746000.0,4720683000.0,3009800000.0,-1847329000.0,-279382000.0,,463863000.0,-4593000.0,6918839000.0,3271473000.0,6569000.0,45762000.0,937747000.0,198084000.0,,-612840000.0,1725400000.0,-2747000.0,8977726000.0,,3647366000.0,,-612840000.0,3397672000.0,756345000.0,,,789058000.0,46348000.0,504000000.0,,7571885000.0,7571885000.0,302315000.0,1637804000.0,,49037000.0,4174213000.0,4257043000.0,2978390000.0,1133804000.0,3.56,3190029000.0,,,207677000.0,,60345000.0,,,6918839000.0,-2172530000.0,41349000.0,35779000.0,,,14661000.0,12.67,653046000.0,,-100000.0,1159180000.0,46348000.0,233845000.0,77147000.0,302315000.0,302315000.0,,2978390000.0,-116301000.0,85406000.0,85848000.0,46348000.0,12.82,3397672000.0,,216251000.0,104000.0,-23464000.0,3009800000.0,253265000.0,3271473000.0,77147000.0,3647366000.0,216251000.0,41349000.0,1031628000.0,1403687000.0,,3343806000.0,9392000.0,,1133804000.0,,,,,,,,,,,,,,,,,,,
1522454400,823000.0,,46348000.0,,,,395406000.0,41379000.0,778412000.0,,,,423828000.0,,,3.61,-375000.0,,,-541000000.0,,-1902668000.0,52520000.0,,,,,,,,38525000.0,-10421000.0,,,38525000.0,28217000.0,,,,,3222785000.0,44866000.0,4370000.0,,,,,83530000.0,,,,2282681000.0,432277000.0,,,66618000.0,,,5292431000.0,,,,422846000.0,-114843000.0,-325634000.0,,,,,,,,,,236938000.0,3389763000.0,,90500000.0,,,5176000.0,3039000.0,,11972000.0,-7823000.0,,,,,-549450000.0,,493543000.0,,,3494648000.0,,,,317434000.0,,-824361000.0,,,,,3748181000.0,,,3446411000.0,778412000.0,,,789104000.0,,,,7666657000.0,,304906000.0,,,,4220246000.0,,,,3.65,,,,211806000.0,,69920000.0,,,7242829000.0,,41379000.0,32756000.0,,,,,,,-2156000.0,1201258000.0,,,,304906000.0,304906000.0,,3193066000.0,-114466000.0,89776000.0,84523000.0,38525000.0,,,,,205000.0,-42643000.0,3052748000.0,,,84579000.0,,224386000.0,,1081423000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,810000.0,,38525000.0,,,,449873000.0,42035000.0,809488000.0,,,,384990000.0,,,4.28,-49000.0,,,-1109000000.0,,-1949750000.0,52038000.0,,,,,,,,36868000.0,-19129000.0,,,36868000.0,30862000.0,,,,,3314671000.0,16118000.0,4654000.0,,,,,81733000.0,,,,2456073000.0,442956000.0,,,13676000.0,,,5384634000.0,,,,479150000.0,-109274000.0,-337474000.0,,,,,,,,,,262302000.0,3434884000.0,,96800000.0,,,4976000.0,3263000.0,,19206000.0,-1657000.0,,,,,-416417000.0,,541607000.0,,,3562832000.0,,,,333682000.0,,-863657000.0,,,,,3818918000.0,,,3500717000.0,809488000.0,,,789104000.0,,,,7766740000.0,,353073000.0,,,,4266023000.0,,,,4.32,,,,214864000.0,,60872000.0,,,7381750000.0,,42035000.0,91886000.0,,,,,,,-3923000.0,1288638000.0,,,,353073000.0,353073000.0,,3253538000.0,-107139000.0,94430000.0,82536000.0,36868000.0,,,,,988000.0,-38971000.0,3091719000.0,,,81245000.0,,241142000.0,,1167435000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,803000.0,,36868000.0,,,,455651000.0,43572000.0,830607000.0,,,,498379000.0,,,4.5,-292000.0,,,-396000000.0,,-2010392000.0,54462000.0,,,,,,,,40019000.0,-3249000.0,,,40019000.0,31582000.0,,,,,3384098000.0,22348000.0,8210000.0,,,,,80593000.0,,,,2482717000.0,466786000.0,,,0.0,,,5512325000.0,,,,485148000.0,-126344000.0,-337416000.0,,,,,,,,,,272709000.0,3501933000.0,,89500000.0,,,4992000.0,2559000.0,,27777000.0,3151000.0,,,,,-285193000.0,,549759000.0,,,3491254000.0,,,,340442000.0,,-768251000.0,,,,,3905081000.0,,,3560031000.0,830607000.0,,,789178000.0,,,,7894714000.0,,366151000.0,,,,4334683000.0,,,,4.54,,,,214287000.0,,62526000.0,,,7396335000.0,,43572000.0,69427000.0,,,,,,,0.0,1315755000.0,,,,366151000.0,366151000.0,,3174327000.0,-126219000.0,102640000.0,81410000.0,40019000.0,,,,,1416000.0,-47600000.0,3139621000.0,,,89721000.0,,242692000.0,,1166962000.0,,,,,,,,,,,,,,,,,,,,,,,,,
