date,annualLongTermDebt,annualCashDividendsPaid,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,quarterlyBasicEPS,trailingCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,quarterlyTotalAssets,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicEPS,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,quarterlyInventory,trailingTotalRevenue,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyInvestingCashFlow,annualNetPPE,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualBeginningCashPosition,annualInterestExpense,annualCurrentAssets,annualDilutedAverageShares,trailingInterestExpense,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,annualDilutedEPS,trailingRepurchaseOfCapitalStock,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingGrossProfit,trailingDeferredIncomeTax,annualTaxProvision,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,annualFreeCashFlow,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,annualInventory,quarterlyEbitda,trailingTaxProvision,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,annualChangeInInventory,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,trailingNetIncome,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
2003-03-31,,,,-130700000.0,656600000.0,1308400000.0,,0.78,,2779600000.0,,,15725700000.0,,11478100000.0,1935100000.0,2256100000.0,1225500000.0,,,,,,,,,5552000000.0,,,-9400000.0,,,,,397700000.0,,,397700000.0,588900000.0,,,363800000.0,363800000.0,907300000.0,397700000.0,509871795.0,,,,1490600000.0,,624300000.0,,,363800000.0,,2290500000.0,,-309300000.0,,,-154000000.0,,,,,1101800000.0,,181900000.0,-5400000.0,43000000.0,,1493600000.0,,338200000.0,9587800000.0,,,,,-16200000.0,,,,,,,,,,,,,,,458100000.0,-129000000.0,,,,,,14400000.0,,,,494500000.0,0.78,,,,,1203600000.0,5896800000.0,1051900000.0,,,-98500000.0,,,,,,,,5896800000.0,,-6176100000.0,,,,,,,157500000.0,,7694000000.0,,,,,,,,9000000.0,,,761200000.0,,,,,579300000.0,-338400000.0,509871795.0,,,11500000.0,,53000000.0,-31700000.0,,,541100000.0,13870100000.0,,,,,,,4247600000.0,,4035800000.0,,3459700000.0,-182500000.0,520700000.0,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,13000000.0,668400000.0,1362800000.0,,0.82,,2807800000.0,,,16169700000.0,,11844400000.0,1876400000.0,2337400000.0,1287400000.0,,,,,,,,,5592600000.0,,,9500000.0,,,,,417300000.0,,,417300000.0,579500000.0,,,376800000.0,376800000.0,862300000.0,417300000.0,508902439.0,,,,1559500000.0,,600300000.0,,,376800000.0,,2353200000.0,,-290500000.0,,,-173500000.0,,,,,1004500000.0,,188800000.0,-5500000.0,44600000.0,,1580900000.0,,469100000.0,9591700000.0,,,,,-11100000.0,,,,,,,,,,,,,,,512600000.0,-122700000.0,,,,,,2600000.0,,,,363800000.0,0.82,,,,,1207200000.0,6319900000.0,1038800000.0,,,-60100000.0,,,,,,,,6319900000.0,,-6493900000.0,,,,,,,164900000.0,,7910300000.0,,,,,,,,44600000.0,,,795700000.0,,,,,606900000.0,-394400000.0,508902439.0,,,5900000.0,,-63700000.0,71000000.0,,,566600000.0,14404200000.0,,,,,,,4325300000.0,,3999100000.0,,3544600000.0,-219600000.0,688700000.0,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,-71800000.0,532900000.0,1418400000.0,,0.83,,2821800000.0,,,16405700000.0,,12158200000.0,1795300000.0,2426700000.0,1332600000.0,,,,,,,,,5745500000.0,,,600000.0,,,,,419700000.0,,,419700000.0,589600000.0,,,305000000.0,305000000.0,942700000.0,419700000.0,505662651.0,,,,1549600000.0,,610900000.0,,,305000000.0,,2596400000.0,,-521500000.0,,,-172500000.0,,,,,971400000.0,,180000000.0,100000.0,40600000.0,,1456400000.0,,558600000.0,9654200000.0,,,,,-16900000.0,,,,,,,,,,,,,,,597600000.0,-106200000.0,,,,,,3700000.0,,,,376800000.0,0.83,,,,,1214900000.0,-4282700000.0,1071800000.0,,,-61100000.0,,,,,,,,6506000000.0,,-6640600000.0,,,,,,,157800000.0,,8105400000.0,,,,,,,,,,,784000000.0,,,,,604000000.0,-366800000.0,505662651.0,,,2900000.0,,44700000.0,69400000.0,10788700000.0,,568200000.0,14746000000.0,,,,,,,4247500000.0,,3908700000.0,,3641600000.0,-251100000.0,809700000.0,,,,,,,,,,,,,,,,,,,
2003-12-31,2733700000.0,-671900000.0,,-14400000.0,454600000.0,1614400000.0,1955100000.0,,,2733700000.0,2157000000.0,-10800000.0,16779900000.0,1694200000.0,12341800000.0,1955100000.0,2427900000.0,1741900000.0,,29400000.0,,,6766300000.0,28600000.0,,,5796600000.0,11059200000.0,,-111100000.0,,16779900000.0,-1571000000.0,745800000.0,459500000.0,,-1264500000.0,459500000.0,617600000.0,3.34,,290600000.0,290600000.0,880600000.0,459500000.0,,290600000.0,,2412400000.0,1563400000.0,,652000000.0,,2649100000.0,290600000.0,3918700000.0,2649100000.0,-110400000.0,-143200000.0,8263400000.0,31000000.0,-171900000.0,5796600000.0,,2613000000.0,,864300000.0,857900000.0,195100000.0,0.0,39700000.0,,1429300000.0,,369500000.0,9715300000.0,3158200000.0,,-546700000.0,1614400000.0,25800000.0,290600000.0,-1592500000.0,,290600000.0,-147000000.0,494500000.0,167900000.0,4438100000.0,508768769.0,,,,,,347600000.0,-188800000.0,1429300000.0,,15179500000.0,1694200000.0,-6916100000.0,8700000.0,2375600000.0,-53000000.0,,305000000.0,,710800000.0,3.33,,,1274200000.0,-1592500000.0,857900000.0,-203900000.0,1741900000.0,72700000.0,,,514200000.0,,-877600000.0,,454600000.0,6766300000.0,,-6916100000.0,,347600000.0,9448100000.0,14348000000.0,864300000.0,710800000.0,34000000.0,507245509.0,8263400000.0,-18400000.0,4899900000.0,,12341800000.0,,1735400000.0,,,,1563400000.0,817300000.0,,,,,622200000.0,-471400000.0,,,1694200000.0,10700000.0,116400000.0,-87000000.0,7700000.0,11059200000.0,-108600000.0,481100000.0,15179500000.0,,,,,2487500000.0,,4438100000.0,880600000.0,3918700000.0,9715300000.0,3702100000.0,-224400000.0,593900000.0,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,38400000.0,608700000.0,1612100000.0,,0.92,,2811700000.0,,,16888100000.0,,12407200000.0,1962300000.0,2511500000.0,1326400000.0,,,,,,,,,5882000000.0,,,-35100000.0,,,,,459300000.0,,,459300000.0,624800000.0,,,329000000.0,329000000.0,883800000.0,459300000.0,504725275.0,,,,1581200000.0,,639300000.0,,,329000000.0,,2649900000.0,,-89600000.0,,,-171100000.0,,,,,638400000.0,,200400000.0,-4000000.0,38700000.0,,1412300000.0,,508700000.0,9589500000.0,,,,,1400000.0,,,,,,,,,,,,,,,608400000.0,-166700000.0,,,,,,13500000.0,,,,290600000.0,0.91,,,,,1287600000.0,6992900000.0,1134000000.0,,,7400000.0,,,,,,,,6992900000.0,,-7100700000.0,,,,,,,116700000.0,,8345000000.0,,,,,,,,,,,848700000.0,,,,,648300000.0,-484000000.0,499239130.0,,,110700000.0,,9600000.0,-42600000.0,,,562100000.0,15445700000.0,,,,,,,4480900000.0,,3707500000.0,,3799100000.0,-106500000.0,615200000.0,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,33300000.0,612600000.0,1621700000.0,,0.91,,2772900000.0,,,16724100000.0,,12163300000.0,1951900000.0,2491000000.0,1382500000.0,,,,,,,,,6003000000.0,,,-23300000.0,,,,,454300000.0,,,454300000.0,625500000.0,,,362300000.0,362300000.0,902200000.0,454300000.0,504777778.0,,,,1631400000.0,,640000000.0,,,362300000.0,,2581300000.0,,-114900000.0,,,-201100000.0,,,,,502500000.0,,207500000.0,-100000.0,40700000.0,,1409500000.0,,622400000.0,9645700000.0,,,,,-11800000.0,,,,,,,,,,,,,,,615200000.0,-412400000.0,,,,,,6000000.0,,,,329000000.0,0.9,,,,,1284700000.0,6762800000.0,1145100000.0,,,-7700000.0,,,,,,,,6762800000.0,,-7161500000.0,,,,,,,126800000.0,,8172500000.0,,,,,,,,,,,852200000.0,,,,,644700000.0,-584300000.0,499230769.0,,,205200000.0,,13600000.0,35500000.0,,,569300000.0,15334000000.0,,,,,,,4560800000.0,,3642700000.0,,3775700000.0,-113100000.0,735500000.0,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,-46800000.0,542700000.0,1655500000.0,,0.9,,2363500000.0,,,16717200000.0,,12169600000.0,1958100000.0,2601800000.0,1394100000.0,,,,,,,,,5720500000.0,,,-3600000.0,,,,,441300000.0,,,441300000.0,625400000.0,,,315500000.0,315500000.0,987000000.0,441300000.0,495842697.0,,,,1675100000.0,,633900000.0,,,315500000.0,,2623800000.0,,-107300000.0,,,-199700000.0,,,,,990900000.0,,208300000.0,-3300000.0,41100000.0,,1416300000.0,,638100000.0,9786100000.0,,,,,-1700000.0,,,,,,,,,,,,,,,598900000.0,-618200000.0,,,,,,6600000.0,,,,362300000.0,0.89,,,,,1264500000.0,6605100000.0,1137900000.0,,,-1500000.0,,,,,,,,6605100000.0,,-7309200000.0,,,,,,,139000000.0,,8129500000.0,,,,,,,,12000000.0,,,838900000.0,,,,,630600000.0,-688700000.0,490333333.0,,,65200000.0,,95300000.0,-44300000.0,,,567800000.0,15438700000.0,,,,,,,4547600000.0,,4065600000.0,,3866300000.0,-109100000.0,747200000.0,,,,,,,,,,,,,,,,,,,
2004-12-31,2298000000.0,-767900000.0,,278500000.0,459700000.0,1621700000.0,2038300000.0,,,2298000000.0,2203400000.0,-11500000.0,17018000000.0,1800200000.0,12056100000.0,2038300000.0,2410400000.0,1879600000.0,,38000000.0,,,6629500000.0,,,,5482900000.0,11865900000.0,,-22800000.0,,17018000000.0,-2174900000.0,800300000.0,415500000.0,,-495400000.0,445300000.0,635200000.0,3.64,,594000000.0,594000000.0,840300000.0,445300000.0,,594000000.0,,2506400000.0,1670900000.0,,648900000.0,,2702900000.0,594000000.0,4537200000.0,2702900000.0,-84800000.0,-183600000.0,7990500000.0,415000000.0,-196000000.0,5482900000.0,,2969600000.0,,1214700000.0,983200000.0,184100000.0,-4100000.0,42000000.0,,1362700000.0,,665400000.0,10020100000.0,3306700000.0,,-1598000000.0,1621700000.0,3100000.0,594000000.0,-1248300000.0,,594000000.0,-17600000.0,290600000.0,162500000.0,4961900000.0,498670360.0,,,,,,380500000.0,-400700000.0,1362700000.0,,14823100000.0,1800200000.0,-6832600000.0,11900000.0,2510900000.0,-19400000.0,,315500000.0,,710800000.0,3.61,,,1231700000.0,-1248300000.0,983200000.0,303400000.0,1879600000.0,-15800000.0,,,483900000.0,,-535000000.0,,459700000.0,6629500000.0,,-6832600000.0,,380500000.0,10014700000.0,15083200000.0,1214700000.0,710800000.0,101400000.0,494560440.0,7990500000.0,-9000000.0,5068500000.0,,12056100000.0,,2434600000.0,,,,1670900000.0,766900000.0,,,,,582800000.0,-417900000.0,,,1770400000.0,33900000.0,133000000.0,-137900000.0,184400000.0,11865900000.0,,504200000.0,14823100000.0,,,,,2562100000.0,,4961900000.0,840300000.0,4537200000.0,10020100000.0,3642100000.0,-206300000.0,871700000.0,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,239500000.0,668900000.0,1648800000.0,,0.94,,2278700000.0,,,17034100000.0,,11891200000.0,1944200000.0,2599200000.0,1303000000.0,,,,,,,,,5512000000.0,,,-27300000.0,,,,,450100000.0,,,450100000.0,653900000.0,,,833500000.0,833500000.0,853200000.0,450100000.0,483978495.0,,,,1682000000.0,,-5069400000.0,,,833500000.0,,2688400000.0,,-127900000.0,,,-194200000.0,,,,,1435600000.0,,192000000.0,,43900000.0,,1370400000.0,,499500000.0,10154900000.0,,,,,-3300000.0,,,,,,,,,,,,,,,683200000.0,-321900000.0,,,,,,10500000.0,,,,594000000.0,0.93,,,,,1306600000.0,6500300000.0,1235400000.0,,,-29500000.0,,,,,,,,6500300000.0,,-6923800000.0,,,,,,,117200000.0,,7832400000.0,,,,,,,,,,,6568000000.0,,,,,6376000000.0,-235400000.0,478829787.0,,,67000000.0,,11100000.0,-79500000.0,,,553400000.0,14756200000.0,,,,,,,5142900000.0,,4642900000.0,,3905800000.0,-108900000.0,608400000.0,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,-367400000.0,725300000.0,1623900000.0,,0.88,,2306100000.0,,,16605200000.0,,11759800000.0,1985400000.0,2664500000.0,1305800000.0,,,,,,,,,5466500000.0,,,-13900000.0,,,,,421800000.0,,,421800000.0,688100000.0,,,466100000.0,466100000.0,796700000.0,421800000.0,479318182.0,,,,1730900000.0,,686400000.0,,,466100000.0,,2710400000.0,,-129600000.0,,,-216500000.0,,,,,1126600000.0,,193000000.0,,46300000.0,,1377600000.0,,321200000.0,9855900000.0,,,,,-7900000.0,,,,,,,,,,,,,,,663000000.0,-212900000.0,,,,,,4400000.0,,,,833500000.0,0.88,,,,,1322600000.0,6386200000.0,1231700000.0,,,19100000.0,,,,,,,,6386200000.0,,-6948300000.0,,,,,,,140800000.0,,7671800000.0,,,,,,,,,,,829200000.0,,,,,636200000.0,-702400000.0,479318182.0,,,36100000.0,,-42400000.0,-93900000.0,,,550300000.0,14620100000.0,,,,,,,4845400000.0,,4389400000.0,,3987100000.0,-153100000.0,474300000.0,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,-152700000.0,633800000.0,1654700000.0,,0.69,,2625100000.0,,,16289200000.0,,11692000000.0,1980400000.0,2844400000.0,1363100000.0,,,,,,,,,5737800000.0,,,-22500000.0,,,,,325300000.0,,,325300000.0,679500000.0,,,313400000.0,313400000.0,709500000.0,325300000.0,478382353.0,,,,1726100000.0,,691800000.0,,,313400000.0,,2718200000.0,,-125100000.0,,,-215000000.0,,,,,906400000.0,,239600000.0,,48000000.0,,1444500000.0,,363100000.0,9882400000.0,,,,,-21100000.0,,,,,,,,,,,,,,,577300000.0,-478800000.0,,,,,,6000000.0,,,,466100000.0,0.68,,,,,1156400000.0,6031800000.0,1241300000.0,,,60800000.0,,,,,,,,6031800000.0,,-7067500000.0,,,,,,,66300000.0,,7529300000.0,,,,,,,,,,,704200000.0,,,,,464600000.0,-580900000.0,471449275.0,,,28300000.0,,-45000000.0,226200000.0,,,380800000.0,14596800000.0,,,,,,,4597200000.0,,4144600000.0,,4000800000.0,-189900000.0,553000000.0,,,,,,,,,,,,,,,,,,,
2005-12-31,2594700000.0,-838400000.0,,50600000.0,507400000.0,1782600000.0,2101900000.0,,,2594700000.0,1968900000.0,-2000000.0,16303200000.0,1568300000.0,11520100000.0,2101900000.0,2719300000.0,1857500000.0,,27300000.0,,,5558200000.0,,,,5707600000.0,12581400000.0,,-5900000.0,,16303200000.0,-1929700000.0,844500000.0,383400000.0,,-596200000.0,371100000.0,715900000.0,3.3,,364000000.0,364000000.0,572900000.0,371100000.0,,364000000.0,,2310600000.0,1752100000.0,,717400000.0,,2685600000.0,364000000.0,4642900000.0,2685600000.0,-69600000.0,-213600000.0,7494700000.0,142700000.0,-212700000.0,5707600000.0,,2311800000.0,,1222500000.0,1055500000.0,219900000.0,0.0,52000000.0,,1339800000.0,,418400000.0,10350500000.0,3155100000.0,,-1519500000.0,1782600000.0,-4500000.0,364000000.0,-1682500000.0,,364000000.0,58700000.0,594000000.0,190200000.0,4783100000.0,478140244.0,,,,,,341700000.0,-505900000.0,1339800000.0,,14616200000.0,1568300000.0,-7121500000.0,6400000.0,2737400000.0,-142700000.0,,313400000.0,,710800000.0,3.28,,,1289600000.0,-1682500000.0,1055500000.0,-230000000.0,1857500000.0,8300000.0,,,438400000.0,,-709600000.0,,507400000.0,5558200000.0,,-7121500000.0,,341700000.0,10827400000.0,15902600000.0,1222500000.0,710800000.0,114100000.0,475242424.0,7494700000.0,-36800000.0,5075200000.0,,11520100000.0,,1602200000.0,,,,1752100000.0,792100000.0,,,,,572200000.0,-411000000.0,,,1580600000.0,11300000.0,,-66400000.0,,12581400000.0,,484400000.0,14616200000.0,,,,,2764600000.0,,4783100000.0,572900000.0,4642900000.0,10350500000.0,4008900000.0,-257700000.0,676100000.0,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,25200000.0,742200000.0,1805600000.0,,0.6,,2570400000.0,,,16391500000.0,,11491200000.0,2147900000.0,2914800000.0,1364700000.0,,,,,,,,,5678100000.0,,,3000000.0,,,,,275100000.0,2703900000.0,,275100000.0,712500000.0,,,389200000.0,389200000.0,536000000.0,275100000.0,458500000.0,,,,1810400000.0,,732700000.0,,,389200000.0,,,,-143700000.0,,,-208600000.0,,,,,1198200000.0,,261000000.0,-7100000.0,54300000.0,,1389200000.0,,339800000.0,10322000000.0,,,,,-15600000.0,,,,,,,,,,,,,,,552800000.0,-152200000.0,,,,,,8500000.0,,,,364000000.0,0.6,,,,,1153100000.0,5672000000.0,1338800000.0,,,34000000.0,,,,,,,,5672000000.0,,-7303500000.0,,,,,,,99300000.0,,7398100000.0,,,,,,,,,,,681400000.0,,,,,420400000.0,-353200000.0,458500000.0,,,63200000.0,,-80400000.0,-9100000.0,,,356700000.0,14701600000.0,,,,,,,4900300000.0,,4643900000.0,,4067900000.0,-179100000.0,518900000.0,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,-51800000.0,636400000.0,1873500000.0,,0.82,,2539300000.0,,,16534900000.0,,11550400000.0,2219900000.0,2873800000.0,1450600000.0,,,,,,,,,5693000000.0,,,33700000.0,,,,,377600000.0,2734800000.0,,377600000.0,741900000.0,,,337400000.0,337400000.0,505200000.0,377600000.0,460487805.0,,,,1868800000.0,,12331900000.0,,,337400000.0,,,,-221600000.0,,,-225900000.0,,,,,1130400000.0,,238600000.0,-11600000.0,55100000.0,,1360100000.0,,380300000.0,10244900000.0,,,,,4400000.0,,,,,,,,,,,,,,,558400000.0,-148900000.0,,,,,,8900000.0,,,,389200000.0,0.82,,,,,1287600000.0,5885200000.0,1334500000.0,,,-24100000.0,,,,,,,,5885200000.0,,-7504800000.0,,,,,,,131000000.0,,7455500000.0,,,,,,,,,,,-10805700000.0,,,,,-11044300000.0,-430400000.0,460487805.0,,,42900000.0,,-19400000.0,-62800000.0,,,48800000.0,14960300000.0,,,,,,,4984500000.0,,4551900000.0,,4161400000.0,-219500000.0,599800000.0,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,61800000.0,592000000.0,1891800000.0,,0.8,,2272100000.0,,,16625800000.0,,11585000000.0,2192600000.0,2934900000.0,1530100000.0,,,,,,,,,5356000000.0,,,25700000.0,,,,,364200000.0,2731900000.0,,364200000.0,749200000.0,,,399200000.0,399200000.0,407900000.0,364200000.0,461012658.0,,,,1888300000.0,,749100000.0,,,399200000.0,,,,-251800000.0,,,-225100000.0,,,,,1360600000.0,,214900000.0,0.0,56500000.0,,1372100000.0,,407400000.0,10239200000.0,,,,,7700000.0,,,,,,,,,,,,,,,560700000.0,-178300000.0,,,,,,12000000.0,,,,337400000.0,0.79,,,,,1275500000.0,5967000000.0,1400500000.0,,,-31000000.0,,,,,,,,5967000000.0,,-7563600000.0,,,,,,,114600000.0,,7481000000.0,,,,,,,,88500000.0,,,741300000.0,,,,,526400000.0,-329600000.0,455250000.0,,,113900000.0,,-118000000.0,126500000.0,,,459500000.0,15044600000.0,,,,,,,5040800000.0,,4883200000.0,,4210400000.0,-240400000.0,647800000.0,,,,,,,,,,,,,,,,,,,
2006-12-31,2276000000.0,-884000000.0,,-38400000.0,549200000.0,2070700000.0,2336700000.0,,,2276000000.0,1844900000.0,-20500000.0,17067000000.0,1499500000.0,11797300000.0,2336700000.0,2941300000.0,1934600000.0,2860500000.0,46200000.0,,,6097400000.0,107400000.0,,,5531200000.0,7895600000.0,,58400000.0,,17067000000.0,-1551300000.0,932800000.0,482600000.0,2860500000.0,-1035900000.0,482600000.0,744700000.0,3.27,,360800000.0,360800000.0,391100000.0,482600000.0,,360800000.0,,2101500000.0,2004500000.0,,755300000.0,,,360800000.0,5015800000.0,,120800000.0,-418800000.0,7684800000.0,331100000.0,-224400000.0,5531200000.0,,2579500000.0,,1326400000.0,1205600000.0,218300000.0,-1800000.0,54400000.0,,1252000000.0,,479900000.0,10547000000.0,3034300000.0,,-761500000.0,2070700000.0,-200000.0,360800000.0,-1432200000.0,,360800000.0,-34000000.0,364000000.0,220300000.0,5269700000.0,461384615.0,,,,,,348500000.0,-282100000.0,1252000000.0,,15404900000.0,1499500000.0,-7720100000.0,16800000.0,2948300000.0,-208000000.0,,399200000.0,,598300000.0,3.25,,,1365900000.0,-1432200000.0,1205600000.0,-3200000.0,1934600000.0,-12900000.0,,,469200000.0,,-972100000.0,,549200000.0,6097400000.0,,-7720100000.0,,348500000.0,11664800000.0,16746900000.0,1326400000.0,598300000.0,124300000.0,458562691.0,7684800000.0,-3700000.0,5082100000.0,,11797300000.0,,1607400000.0,,-11800000.0,,2004500000.0,828900000.0,,,,,610600000.0,-438100000.0,,,1499500000.0,111100000.0,5100000.0,9800000.0,-49500000.0,7895600000.0,,540700000.0,15404900000.0,,,,,2980600000.0,,5269700000.0,391100000.0,5015800000.0,10547000000.0,4307200000.0,-333100000.0,813000000.0,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,-18800000.0,324200000.0,2440900000.0,,0.99,,2277000000.0,,,17181600000.0,,11946700000.0,2296700000.0,3033000000.0,1459900000.0,,,,,,,,,5807700000.0,,,13800000.0,,,,,452000000.0,2900300000.0,,452000000.0,732600000.0,,,342000000.0,342000000.0,287200000.0,452000000.0,461224490.0,,,,2085800000.0,,736200000.0,,,342000000.0,,,,-198100000.0,,,-224100000.0,,,,,1288800000.0,,214600000.0,-3400000.0,50900000.0,,1312000000.0,,242700000.0,10420700000.0,,,,,-24800000.0,,,,,,,,,,,,,,,510400000.0,-158500000.0,,,,,,7500000.0,,,,360800000.0,0.98,,,,,1352300000.0,6355000000.0,1540100000.0,,,37300000.0,,,,,,,,6355000000.0,,-7825600000.0,,,,,,,112100000.0,,7734400000.0,,,,,,,,2500000.0,,,830700000.0,,,,,616100000.0,-347800000.0,456565657.0,,,101400000.0,,-34900000.0,-98800000.0,,,544200000.0,15560000000.0,,,,,,,5234900000.0,,4613000000.0,,4385300000.0,-281800000.0,524500000.0,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,115000000.0,310300000.0,2481500000.0,,1.01,,2278400000.0,,,17846600000.0,,12191700000.0,2401600000.0,3056000000.0,1562900000.0,,,,,,,,,5803700000.0,,,-4400000.0,,,,,461800000.0,2955700000.0,,461800000.0,797600000.0,,,457000000.0,457000000.0,231900000.0,461800000.0,461800000.0,,,,2243500000.0,,797300000.0,,,457000000.0,,,,-300300000.0,,,-241700000.0,,,,,1335100000.0,,198300000.0,-700000.0,51900000.0,,1365500000.0,,389300000.0,10723000000.0,,,,,8100000.0,,,,,,,,,,,,,,,552800000.0,-157000000.0,,,,,,4900000.0,,,,342000000.0,1.0,,,,,1446000000.0,6695100000.0,1711000000.0,,,-44300000.0,,,,,,,,6695100000.0,,-8021800000.0,,,,,,,111500000.0,,7870500000.0,,,,,,,,35600000.0,,,847000000.0,,,,,648700000.0,-236800000.0,457227723.0,,,112100000.0,,-55300000.0,-1700000.0,,,556700000.0,15892300000.0,,,,,,,5654900000.0,,4919300000.0,,4502000000.0,-262200000.0,651500000.0,,,,,,,,,,,,,,,,,,,
