date,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyDilutedEPS,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualDilutedAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,trailingDeferredIncomeTax,annualTaxProvision,quarterlyStockholdersEquity,trailingNetOtherFinancingCharges,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,quarterlyTaxProvision,annualNetOtherFinancingCharges,annualFreeCashFlow,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,trailingTaxProvision,trailingOtherNonCashItems,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualBasicAverageShares,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,annualPurchaseOfBusiness,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualCashDividendsPaid,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyTotalAssets,annualAccountsReceivable,annualLongTermDebt,annualNetIncome,quarterlyAccountsReceivable,annualBasicEPS,quarterlyDilutedAverageShares,trailingInvestingCashFlow,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyNetIncome,quarterlyGoodwill,quarterlyBasicEPS,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingTotalRevenue,annualOperatingIncome,quarterlyCashDividendsPaid,annualOtherIncomeExpense,quarterlyEndCashPosition,annualAccountsPayable,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOperatingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyCurrentDebt,annualChangeInAccountPayable,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyChangeInInventory,quarterlyGrossPPE,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,annualNetPPE,annualCostOfRevenue,annualOtherCurrentLiabilities,trailingCapitalExpenditure,annualOtherCurrentAssets,annualCurrentAccruedExpenses,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,annualCurrentAssets,trailingChangeInInventory,quarterlyEbitda,annualCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,trailingDilutedEPS,quarterlyCurrentAssets,quarterlyCapitalExpenditure,annualEbitda,annualOperatingExpense,annualGrossProfit,annualOtherNonCurrentLiabilities,annualStockBasedCompensation,trailingBasicEPS,quarterlyCostOfRevenue,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherCurrentAssets,trailingGrossProfit,trailingCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,annualChangeInInventory,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,annualNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,trailingOperatingExpense,annualGrossPPE,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2013-06-30,,,,,,2.29,,-471000000.0,,,5176000000.0,-58000000.0,,,855000000.0,26035000000.0,,,309000000.0,,9015000000.0,,1260000000.0,,-71000000.0,340086269.0,,,,27295000000.0,,,-912000000.0,,,105000000.0,,,-284000000.0,,,,,-155000000.0,,904000000.0,261000000.0,2425000000.0,,,,,41000000.0,63000000.0,,11877000000.0,,,30000000.0,881000000.0,-944000000.0,,,4126000000,895000000.0,4116000000.0,,,,,,93688000000.0,,,,16464000000.0,,344101265.0,,,,,-176000000.0,57306000000.0,,,,776000000,,2.31,,,,,,478000000.0,776000000,,,,,3104000000.0,679000000.0,790000000,-23000000.0,,,,-167000000.0,,679000000.0,,,5955000000.0,-910000000.0,,,,,1901000000.0,,69000000.0,-5071000000.0,,,,30000000.0,66393000000.0,,,895000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,2.66,,-30000000.0,,,4404000000.0,-21000000.0,,,679000000.0,26844000000.0,,,-425000000.0,,8556000000.0,,1374000000.0,,-62000000.0,340888648.0,,,,28218000000.0,,,-150000000.0,,,155000000.0,,,115000000.0,,,,,-106000000.0,,922000000.0,-207000000.0,1774000000.0,,,,,50000000.0,71000000.0,,12793000000.0,,,12000000.0,1071000000.0,0.0,,,5172000000,928000000.0,4116000000.0,,,,,,94584000000.0,,,,16566000000.0,,343817737.0,,,,,89000000.0,57908000000.0,,,,916000000,,2.68,,,,,,563000000.0,916000000,,,,,2542000000.0,768000000.0,916000000,0.0,,,,-174000000.0,,768000000.0,,,6019000000.0,-763000000.0,,,,,1902000000.0,,72000000.0,-5105000000.0,,,,38000000.0,66366000000.0,,,928000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,186000000.0,275000000.0,,,,,615000000.0,287000000.0,,2211000000.0,4626000000.0,-54000000.0,3758000000.0,240000000.0,768000000.0,8899000000.0,-2572000000.0,,226000000.0,344147575.0,8438000000.0,,1152000000.0,-36000000.0,-205000000.0,,,,480000000.0,28825000000.0,,1901000000.0,-852000000.0,19261000000.0,27673000000.0,88000000.0,113000000.0,4022000000.0,475000000.0,,,,,-161000000.0,,1088000000.0,-165000000.0,1763000000.0,340906490.0,48000000.0,,3758000000.0,23000000.0,71000000.0,-977000000.0,13791000000.0,,,,1086000000.0,0.0,,65685000000.0,5074000000,1286000000.0,4116000000.0,,-517000000.0,,-22580000000.0,4238000000.0,94510000000.0,16253000000.0,4116000000.0,3758000000.0,16471000000.0,11.02,,,,19508000000.0,,-189000000.0,58422000000.0,28825000000.0,212000000.0,,998000000,,,94510000000.0,391000000.0,,,13791000000.0,570000000.0,998000000,-4442000000.0,579000000.0,,,2342000000.0,579000000.0,998000000,205000000.0,,,4185000000.0,-174000000.0,802000000.0,579000000.0,8438000000.0,1763000000.0,5940000000.0,-1303000000.0,4022000000.0,135000000.0,,,1901000000.0,213000000.0,70000000.0,-5724000000.0,5940000000.0,,10.92,45000000.0,65685000000.0,58422000000.0,,1286000000.0,-287000000.0,1152000000.0,579000000.0,2342000000.0,-393000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,2.14,,740000000.0,,,3997000000.0,-335000000.0,,,579000000.0,27843000000.0,,,48000000.0,,8952000000.0,,1526000000.0,,-50000000.0,338869562.0,,,,29369000000.0,,,-426000000.0,,,93000000.0,,,-21000000.0,,,,,-472000000.0,,814000000.0,380000000.0,2526000000.0,,,,,40000000.0,0.0,,14525000000.0,,,,827000000.0,0.0,,,4419000000,1250000000.0,4117000000.0,,,,,,95179000000.0,,,,15516000000.0,,342040736.0,,,,,268000000.0,59341000000.0,,,,734000000,,2.16,,,,,,535000000.0,734000000,,,,,3373000000.0,847000000.0,734000000,77000000.0,,,,-214000000.0,,847000000.0,,,5899000000.0,-503000000.0,,,,,1901000000.0,,71000000.0,-4450000000.0,,,,37000000.0,65810000000.0,,,1250000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,2.28,,-452000000.0,,,3467000000.0,-222000000.0,,,847000000.0,28230000000.0,,,131000000.0,,9213000000.0,,2095000000.0,,-68000000.0,337846228.0,,,,30325000000.0,,,-1051000000.0,,,133000000.0,,,-57000000.0,,,,,-153000000.0,,900000000.0,-128000000.0,2108000000.0,,,,,35000000.0,117000000.0,,15304000000.0,,,,912000000.0,-172000000.0,,,4815000000,846000000.0,4366000000.0,,,,,,97447000000.0,,,,16084000000.0,,341132587.0,,,,,-253000000.0,60860000000.0,,,,779000000,,2.3,,,,,,566000000.0,779000000,,,,,2702000000.0,594000000.0,779000000,72000000.0,,,,-214000000.0,,594000000.0,,,6036000000.0,-956000000.0,,,,,1851000000.0,,72000000.0,-4183000000.0,,,,49000000.0,67122000000.0,,,846000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,2.32,,-232000000.0,,,4595000000.0,-450000000.0,,,594000000.0,28409000000.0,,,-128000000.0,,9633000000.0,,1608000000.0,,-29000000.0,334472324.0,,,,30017000000.0,,,-851000000.0,,,176000000.0,,,-159000000.0,,,,,-615000000.0,,950000000.0,412000000.0,2753000000.0,,,,,19000000.0,-76000000.0,,16089000000.0,,,,961000000.0,0.0,,,5200000000,1126000000.0,4366000000.0,,,,,,97557000000.0,,,,16134000000.0,,337673980.0,,,,,212000000.0,60490000000.0,,,,785000000,,2.35,,,,,,554000000.0,785000000,,,,,3559000000.0,806000000.0,785000000,72000000.0,,,,-218000000.0,,806000000.0,,,5916000000.0,-229000000.0,,,,,1851000000.0,,70000000.0,-4795000000.0,,,,35000000.0,67540000000.0,,,1126000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-346000000.0,280000000.0,,,,,579000000.0,-402000000.0,,2245000000.0,3381000000.0,-422000000.0,2853000000.0,145000000.0,806000000.0,8055000000.0,-2478000000.0,,338000000.0,338986287.0,9821000000.0,,1191000000.0,76000000.0,-127000000.0,,,,634000000.0,29587000000.0,,2552000000.0,-150000000.0,19171000000.0,28396000000.0,232000000.0,188000000.0,4496000000.0,386000000.0,,,,,-537000000.0,,776000000.0,-10000000.0,2322000000.0,335609899.0,654000000.0,,2853000000.0,33000000.0,104000000.0,,16644000000.0,,,,787000000.0,,,68661000000.0,4737000000,1274000000.0,3666000000.0,,-862000000.0,,-16904000000.0,3487000000.0,98248000000.0,17418000000.0,3666000000.0,2853000000.0,17635000000.0,8.5,,,,15440000000.0,,-151000000.0,60062000000.0,29587000000.0,149000000.0,,555000000,,,98248000000.0,-1777000000.0,,,16644000000.0,590000000.0,555000000,-2504000000.0,655000000.0,,,2977000000.0,655000000.0,555000000,76000000.0,,,3440000000.0,-216000000.0,297000000.0,655000000.0,9821000000.0,2322000000.0,6190000000.0,-816000000.0,4496000000.0,127000000.0,,,2552000000.0,389000000.0,67000000.0,-3476000000.0,6190000000.0,,8.42,67000000.0,68661000000.0,60062000000.0,,1274000000.0,-1429000000.0,1191000000.0,655000000.0,2977000000.0,-274000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,2.05,,427000000.0,,,3835000000.0,-347000000.0,,,655000000.0,28550000000.0,,,112000000.0,,10392000000.0,,1152000000.0,,-153000000.0,328212376.0,,,,29702000000.0,,,-477000000.0,,,120000000.0,,,-77000000.0,,,,,333000000.0,,793000000.0,339000000.0,2536000000.0,,,,,,7000000.0,,17325000000.0,,,,801000000.0,,,,4389000000,1075000000.0,4466000000.0,,,,,,98398000000.0,,,,16614000000.0,,331692720.0,,,,,293000000.0,61054000000.0,,,,681000000,,2.08,,,,,,554000000.0,681000000,,,,,3484000000.0,948000000.0,681000000,66000000.0,,,,-214000000.0,,948000000.0,,,5956000000.0,-1020000000.0,,,,,2552000000.0,,68000000.0,-4702000000.0,,,,55000000.0,68696000000.0,,,1075000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,2.86,,-688000000.0,,,4298000000.0,-403000000.0,,,948000000.0,28948000000.0,,,468000000.0,,10692000000.0,,607000000.0,,82000000.0,325463196.0,,,,29555000000.0,,,-1300000000.0,,,143000000.0,,,54000000.0,,,,,-992000000.0,,1077000000.0,-190000000.0,2062000000.0,,,,,,101000000.0,,18267000000.0,,,,1085000000.0,,,,5048000000,816000000.0,4466000000.0,,,,,,99840000000.0,,,,17532000000.0,,328685758.0,,,,,-158000000.0,60575000000.0,,,,942000000,,2.89,,,,,,578000000.0,942000000,,,,,2852000000.0,790000000.0,942000000,67000000.0,,,,-213000000.0,,790000000.0,,,6403000000.0,0.0,,,,,2102000000.0,,71000000.0,-4635000000.0,,,,67000000.0,70285000000.0,,,816000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,1.62,,717000000.0,,,3480000000.0,-8000000.0,,,790000000.0,29319000000.0,,,-540000000.0,,10202000000.0,,-192000000.0,,-67000000.0,324210936.0,,,,29127000000.0,,,-151000000.0,,,132000000.0,,,-194000000.0,,,,,-118000000.0,,655000000.0,88000000.0,1808000000.0,,,,,,-55000000.0,,18795000000.0,,,,660000000.0,4000000.0,,,4871000000,808000000.0,4466000000.0,,,,,,97760000000.0,,,,16521000000.0,,327173420.0,,,,,248000000.0,59768000000.0,,,,528000000,,1.63,,,,,,568000000.0,528000000,,,,,2846000000.0,1038000000.0,528000000,57000000.0,,,,-217000000.0,,1038000000.0,,,6123000000.0,-405000000.0,,,,,2103000000.0,,68000000.0,-3822000000.0,,,,64000000.0,68633000000.0,,,808000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,198000000.0,300000000.0,,,,,655000000.0,-258000000.0,,2270000000.0,6620000000.0,0.0,2834000000.0,113000000.0,1038000000.0,7833000000.0,-1150000000.0,,407000000.0,328835378.0,10475000000.0,,-735000000.0,1120000000.0,-125000000.0,,,,462000000.0,29135000000.0,,0.0,778000000.0,18987000000.0,29870000000.0,67000000.0,242000000.0,3864000000.0,530000000.0,,,,,4472000000.0,,750000000.0,-211000000.0,10446000000.0,325589361.0,26000000.0,,2834000000.0,,60000000.0,264000000.0,19478000000.0,,,,750000000.0,5000000.0,,73231000000.0,4679000000,1165000000.0,9756000000.0,,-862000000.0,,-24528000000.0,3296000000.0,102366000000.0,16709000000.0,9756000000.0,2834000000.0,16896000000.0,8.71,,,4796000000.0,18233000000.0,,737000000.0,63613000000.0,29135000000.0,313000000.0,,683000000,4796000000.0,,102366000000.0,3695000000.0,,,19478000000.0,570000000.0,683000000,-6294000000.0,1775000000.0,,,12221000000.0,1775000000.0,683000000,0.0,,,3296000000.0,-218000000.0,0.0,1775000000.0,11879000000.0,10446000000.0,6078000000.0,-4869000000.0,3864000000.0,131000000.0,,,0.0,447000000.0,93000000.0,-11369000000.0,6078000000.0,,8.62,56000000.0,73231000000.0,63613000000.0,,1165000000.0,-758000000.0,-735000000.0,1775000000.0,12221000000.0,-263000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,0.97,,798000000.0,,,20824000000.0,0.0,,,1775000000.0,45530000000.0,,,-49000000.0,,15186000000.0,,367000000.0,,59000000.0,446739586.0,,,,45897000000.0,,,,,,124000000.0,,,289000000.0,,,,,-102000000.0,,636000000.0,-234000000.0,3382000000.0,,,,,51000000.0,-42000000.0,,19917000000.0,,,,563000000.0,-14262000000.0,,,6877000000,1020000000.0,12944000000.0,,,,,,156644000000.0,,,,20583000000.0,,450009742.0,,,,,-684000000.0,93747000000.0,,,,439000000,15404000000.0,0.98,,,,,,772000000.0,439000000,,,,1142000000.0,4473000000.0,1091000000.0,439000000,64000000.0,,,,-218000000.0,,1091000000.0,,,23749000000.0,-1615000000.0,,,,,500000000.0,,146000000.0,-8236000000.0,,,,65000000.0,110747000000.0,,,1020000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,1.54,,-1064000000.0,,,8040000000.0,0.0,,,1091000000.0,46045000000.0,,,260000000.0,,15963000000.0,,1181000000.0,,22000000.0,467701328.0,,,,47226000000.0,,,,,,155000000.0,,,-466000000.0,,,,,-167000000.0,,881000000.0,-730000000.0,3631000000.0,,,,,41000000.0,90000000.0,,20643000000.0,,,,881000000.0,14000000.0,,,7897000000,1133000000.0,12939000000.0,,,,,,160203000000.0,,,,21767000000.0,,471157297.0,,,,,-80000000.0,96117000000.0,,,,726000000,15525000000.0,1.55,,,,,,829000000.0,726000000,,,,1409000000.0,4642000000.0,1011000000.0,726000000,0.0,,,,-312000000.0,,1011000000.0,,,23304000000.0,-1057000000.0,,,,,500000000.0,,153000000.0,-9133000000.0,,,,102000000.0,112977000000.0,,,1133000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,2.88,,-182000000.0,,,5391000000.0,0.0,,,1011000000.0,47175000000.0,,,-171000000.0,,16039000000.0,,1197000000.0,,-55000000.0,468021093.0,,,,48372000000.0,,,-553000000.0,,,277000000.0,,,-96000000.0,,,,,-241000000.0,,1637000000.0,79000000.0,3548000000.0,,,,,25000000.0,-61000000.0,,22003000000.0,,,,1637000000.0,0.0,,,8527000000,1684000000.0,12929000000.0,,,,,,161810000000.0,,,,21941000000.0,,471396362.0,,,,,-141000000.0,97301000000.0,,,,1360000000,15481000000.0,2.9,,,,,,772000000.0,1360000000,,,,1418000000.0,4418000000.0,870000000.0,1360000000,0.0,,,,-321000000.0,,870000000.0,,,22840000000.0,-1602000000.0,,,320000000.0,,500000000.0,,152000000.0,-6938000000.0,,,,55000000.0,113438000000.0,,,1684000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-974000000.0,605000000.0,,,,3.41,1775000000.0,-526000000.0,,3081000000.0,6079000000.0,0.0,4135000000.0,96000000.0,870000000.0,48589000000.0,0.0,,711000000.0,465949399.0,15657000000.0,,-314000000.0,-790000000.0,-16000000.0,468258439.0,,,815000000.0,48275000000.0,,500000000.0,1455000000.0,31469000000.0,48589000000.0,259000000.0,265000000.0,5292000000.0,560000000.0,,,,,-232000000.0,,1869000000.0,-782000000.0,3002000000.0,462519789.0,-1667000000.0,988000000.0,4135000000.0,,109000000.0,-14248000000.0,23613000000.0,,,,1869000000.0,0.0,,111511000000.0,8168000000,1455000000.0,12918000000.0,,-1173000000.0,,-31411000000.0,4950000000.0,159786000000.0,22547000000.0,12918000000.0,4135000000.0,22547000000.0,8.94,471613230.0,,22095000000.0,40334000000.0,,115000000.0,95241000000.0,48275000000.0,287000000.0,,1610000000,22095000000.0,3.44,159786000000.0,-742000000.0,1559000000.0,,23613000000.0,708000000.0,1610000000,-5315000000.0,985000000.0,,988000000.0,3987000000.0,985000000.0,1610000000,0.0,,,4950000000.0,-322000000.0,0.0,985000000.0,15657000000.0,3002000000.0,355000000.0,-1041000000.0,5292000000.0,,144000000.0,,500000000.0,751000000.0,154000000.0,-7104000000.0,355000000.0,,8.87,43000000.0,111511000000.0,95241000000.0,,1455000000.0,0.0,-314000000.0,985000000.0,3987000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,,,2.31,,-97000000.0,,,6456000000.0,-128000000.0,,,985000000.0,49224000000.0,,,-239000000.0,,16274000000.0,,0.0,,17000000.0,468903086.0,,,,49224000000.0,,,-500000000.0,,,128000000.0,,,238000000.0,,,,,-858000000.0,,1081000000.0,-382000000.0,2780000000.0,,,,,,-127000000.0,,24706000000.0,,,,1221000000.0,0.0,,,7510000000,1013000000.0,12608000000.0,,,,,,160967000000.0,,,,22649000000.0,,472731690.0,,,,,78000000.0,95606000000.0,,,,1093000000,22061000000.0,2.33,,,,,,676000000.0,1093000000,,,,967000000.0,3843000000.0,1063000000.0,1093000000,0.0,,,,-324000000.0,,1063000000.0,,,345000000.0,-60000000.0,,,0.0,,300000000.0,,154000000.0,-6533000000.0,,,,51000000.0,111743000000.0,,,1013000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,2.77,,-181000000.0,,,6452000000.0,-347000000.0,,,1063000000.0,49979000000.0,,,-86000000.0,,16201000000.0,,370000000.0,,-138000000.0,467981077.0,,,,50349000000.0,,,0.0,,,200000000.0,,,-228000000.0,,,,,-585000000.0,,1215000000.0,-533000000.0,2651000000.0,,,,,,15000000.0,,26011000000.0,,,,1505000000.0,0.0,,,8108000000,627000000.0,11975000000.0,,,,,,162988000000.0,,,,23020000000.0,,471853937.0,,,,,234000000.0,96185000000.0,,,,1305000000,15434000000.0,2.79,,,,,,706000000.0,1305000000,,,,1122000000.0,3948000000.0,1297000000.0,1305000000,0.0,,,,-322000000.0,,1297000000.0,,,22350000000.0,164000000.0,,,0.0,,922000000.0,,147000000.0,-6150000000.0,,,,33000000.0,112639000000.0,,,627000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,-0.15,,-1047000000.0,,,4846000000.0,-232000000.0,,,1297000000.0,49402000000.0,,,-256000000.0,,16249000000.0,,1069000000.0,,59000000.0,466370784.0,,,,50471000000.0,,,0.0,,,-85000000.0,,,-95000000.0,,,,,-527000000.0,,-155000000.0,1792000000.0,2991000000.0,,,,,,-39000000.0,,25941000000.0,,,,-155000000.0,0.0,,,8610000000,1771000000.0,11867000000.0,,,,,,167419000000.0,,,,24350000000.0,,466370784.0,,,,,-209000000.0,98399000000.0,,,,-70000000,15707000000.0,-0.15,,,,,,714000000.0,-70000000,,,,1139000000.0,4079000000.0,1088000000.0,-70000000,0.0,,,,-332000000.0,,1088000000.0,,,22604000000.0,-1447000000.0,,,0.0,,1020000000.0,,150000000.0,-6352000000.0,,,,17000000.0,116948000000.0,,,1771000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-1491000000.0,607000000.0,,,,3.27,985000000.0,-166000000.0,,2833000000.0,6992000000.0,-94000000.0,3861000000.0,-527000000.0,1088000000.0,50629000000.0,-501000000.0,,335000000.0,471196901.0,16821000000.0,,543000000.0,-257000000.0,-52000000.0,465429008.0,,,-139000000.0,51172000000.0,,1013000000.0,-1000000.0,32243000000.0,50629000000.0,-382000000.0,135000000.0,4503000000.0,267000000.0,,,,,-349000000.0,,1151000000.0,-760000000.0,3561000000.0,467145716.0,117000000.0,699000000.0,3861000000.0,,-376000000.0,,27474000000.0,,,,1151000000.0,,,115850000000.0,8015000000,1092000000.0,11864000000.0,,-1308000000.0,,-27074000000.0,3722000000.0,167022000000.0,24368000000.0,11864000000.0,3861000000.0,24368000000.0,8.26,469484754.0,,15541000000.0,24746000000.0,,-360000000.0,98434000000.0,51172000000.0,182000000.0,,1533000000,15541000000.0,3.29,167022000000.0,-2319000000.0,260000000.0,,27474000000.0,737000000.0,1533000000,-2442000000.0,728000000.0,,699000000.0,4289000000.0,728000000.0,1533000000,0.0,,,,-330000000.0,,728000000.0,16821000000.0,3561000000.0,22380000000.0,-1099000000.0,4503000000.0,,260000000.0,,1013000000.0,-246000000.0,156000000.0,-8039000000.0,22380000000.0,,8.19,34000000.0,115850000000.0,98434000000.0,,1092000000.0,-801000000.0,543000000.0,728000000.0,4289000000.0,-114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,2.3,,-33000000.0,,,5453000000.0,-29000000.0,,,851000000.0,51789000000.0,,,-474000000.0,,16178000000.0,,-502000000.0,,-32000000.0,465703240.0,,,,51287000000.0,,,-300000000.0,,,135000000.0,,,16000000.0,,,,,1567000000.0,,,-787000000.0,2874000000.0,,,,,,-2000000.0,,28965000000.0,,,,1217000000.0,-353000000.0,,,7831000000,551000000.0,13094000000.0,,,,,,168781000000.0,,,,24552000000.0,,469473591.0,,,,,1262000000.0,97850000000.0,,,,1082000000,15686000000.0,2.32,,,,,,692000000.0,1082000000,,,,468000000.0,4862000000.0,1988000000.0,1082000000,,,,,-330000000.0,,2113000000.0,,,22444000000.0,-881000000.0,,,85000000.0,,1669000000.0,,157000000.0,-6150000000.0,,,,13000000.0,117494000000.0,,,551000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
