,annualPretaxIncome,quarterlyLongTermDebt,annualLongTermDebt,annualAccountsReceivable,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,annualTotalAssets,trailingNetIncome,annualGoodwill,annualNetIncome,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualOtherNonCashItems,annualSaleOfInvestment,annualCommonStockIssuance,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualBasicEPS,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualTotalRevenue,annualPurchaseOfInvestment,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingTotalRevenue,annualEndCashPosition,quarterlyEndCashPosition,trailingOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOperatingIncome,annualOtherIntangibleAssets,quarterlyBasicEPS,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,annualInvestmentsAndAdvances,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualInterestExpense,annualChangesInAccountReceivables,annualBeginningCashPosition,annualCurrentAssets,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyChangesInAccountReceivables,trailingOperatingExpense,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyBasicAverageShares,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyBeginningCashPosition,annualRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingNetOtherFinancingCharges,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualTaxProvision,annualCostOfRevenue,annualCapitalStock,quarterlyTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,annualCurrentDebt,trailingCostOfRevenue,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingTaxProvision,annualGrossProfit,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyGrossPPE,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1475193600,,1356900000.0,,,,,201900000.0,7116600000.0,,,,,,4298300000.0,,1012000000.0,774900000.0,1702000000.0,,309600000.0,,,14700000.0,359900000.0,,,,,,1972300000.0,2546800000.0,,48000000.0,48200000.0,,,-12500000.0,,,,1580300000.0,45612000.0,37400000.0,,,,,48000000.0,-418300000.0,,,228400000.0,,,,,0.0,,,1.06,,,378000000.0,,,,228400000.0,228400000.0,,12400000.0,,89200000.0,26800000.0,,4269100000.0,,105700000.0,299500000.0,,,,,,,,,,,,152400000.0,,,,,,,,,,45188000.0,,,,,213700000.0,,,500000.0,693200000.0,,-387200000.0,1616200000.0,,,,-2300000.0,,150600000.0,2797800000.0,,,,-480600000.0,-562000000.0,,,,,,15900000.0,468700000.0,,,,,,1.05,124900000.0,,51200000.0,,,,,,,,,,89000000.0,,,2182700000.0,64100000.0,-341100000.0,25100000.0,,,2296800000.0,,,1705200000.0,2818300000.0,949300000.0,,301800000.0,130900000.0,-25200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,442400000.0,1178100000.0,1178100000.0,1870600000.0,,,227400000.0,7629400000.0,7629400000.0,,2579300000.0,318200000.0,,4329700000.0,-29400000.0,1232700000.0,1064700000.0,1870600000.0,,367100000.0,,45154000.0,30100000.0,355400000.0,,57900000.0,,2800000.0,2789700000.0,1848400000.0,2579300000.0,7.04,165500000.0,166600000.0,-802000000.0,141800000.0,-26500000.0,6803800000.0,-99800000.0,2333000000.0,1856000000.0,45642000.0,21500000.0,,636400000.0,45528000.0,,165300000.0,-184600000.0,,258500000.0,258500000.0,,501000000.0,2966300000.0,-36100000.0,-15200000.0,509100000.0,295000000.0,3.66,-21400000.0,,669600000.0,,,214500000.0,258500000.0,258500000.0,,13100000.0,1848400000.0,68700000.0,37500000.0,-7000000.0,4814700000.0,650900000.0,289600000.0,295000000.0,367100000.0,355400000.0,-551100000.0,6.98,258500000.0,36000000.0,258500000.0,45300000.0,-335000000.0,216600000.0,3299700000.0,161400000.0,,,,317800000.0,,,,68700000.0,,45210000.0,,-488000000.0,989000000.0,6152900000.0,228400000.0,-2456000000.0,,500000.0,925500000.0,,-551100000.0,1899300000.0,,,227400000.0,-3500000.0,,129800000.0,2789700000.0,-216200000.0,1064700000.0,41900000.0,-488000000.0,-776000000.0,129800000.0,161400000.0,108000000.0,3983100000.0,500000.0,52700000.0,501000000.0,,669600000.0,,4329700000.0,,3.62,302200000.0,-19000000.0,-53400000.0,,,2820700000.0,,,-580300000.0,-304200000.0,,4814700000.0,258900000.0,-1700000.0,21500000.0,2333000000.0,219300000.0,-83200000.0,151200000.0,,,2966300000.0,,6294700000.0,2158200000.0,3299700000.0,989000000.0,334400000.0,-142900000.0,366400000.0,-76800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,1429300000.0,,,,,229600000.0,7236000000.0,,,,,,4439800000.0,,965300000.0,736200000.0,1723800000.0,,365000000.0,,,-35400000.0,352100000.0,,,,,,2110100000.0,2624300000.0,,10800000.0,11300000.0,,,1100000.0,,,,1549100000.0,45689000.0,24600000.0,,,,,10800000.0,-43500000.0,,,223100000.0,,,,0.0,,,,0.24,,,299800000.0,,,,223100000.0,223100000.0,,13000000.0,,73700000.0,-33100000.0,,4341000000.0,,-244500000.0,308200000.0,,,,,,,,,,,,157600000.0,,,,,,,,,,45258000.0,,,,,258500000.0,,,500000.0,649900000.0,,-490000000.0,1588400000.0,,,,4000000.0,,131900000.0,2866300000.0,,,,-518600000.0,-907000000.0,,,,,,3600000.0,507000000.0,,,,,,0.24,66100000.0,,51600000.0,,,,,,,,,,26800000.0,,,2342500000.0,14900000.0,-26100000.0,-287600000.0,,,2230900000.0,,,1615200000.0,2796200000.0,1025600000.0,,216900000.0,-212900000.0,-31600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,1327100000.0,,,,,260800000.0,7897900000.0,,,,,,4498600000.0,,1049000000.0,740800000.0,1718200000.0,,364800000.0,,,27200000.0,364200000.0,,,,,,2012300000.0,2668900000.0,,78400000.0,78700000.0,,,9100000.0,,,,1683800000.0,45782000.0,24400000.0,,,,,78200000.0,-41000000.0,,,250300000.0,,,,0.0,,,,1.73,,,860500000.0,,,,250300000.0,250300000.0,,14600000.0,,79300000.0,-12300000.0,,4864100000.0,,166500000.0,302000000.0,,,,,,,,,,,,163900000.0,,,,,,,,,,45288000.0,,,,,223100000.0,,,500000.0,785700000.0,,-421200000.0,1725000000.0,,,,-6900000.0,,158700000.0,3005100000.0,,,,-531600000.0,-1199000000.0,,,,,,25500000.0,512900000.0,,,,,,1.71,150900000.0,,37100000.0,,,,,,,,,,109700000.0,,,2404800000.0,104200000.0,-14200000.0,77000000.0,,,2851800000.0,,,1834700000.0,3399300000.0,1044500000.0,,-132700000.0,198100000.0,-31600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,1117800000.0,,,,,249100000.0,7554300000.0,,,,,,4568000000.0,,1132300000.0,930800000.0,1779100000.0,,367800000.0,,,27600000.0,372500000.0,,,,,,1800500000.0,2701300000.0,,86600000.0,87500000.0,,,9200000.0,,,,1783700000.0,45814000.0,24400000.0,,,,,86600000.0,-35200000.0,,,277900000.0,,,,0.0,0.0,,,1.91,,,396100000.0,,,,277900000.0,277900000.0,,15000000.0,,92200000.0,-24600000.0,,4382900000.0,,275600000.0,307400000.0,,,,,,,,,,,,149000000.0,,,,,,,,,,45349000.0,,,,,250300000.0,,,500000.0,814700000.0,,-374400000.0,1825500000.0,,,,2100000.0,,179300000.0,3143700000.0,,,,-544000000.0,-847000000.0,,,,,,28200000.0,516600000.0,,,,,,1.89,163300000.0,,33800000.0,,,,,,,,,,121500000.0,,,2491400000.0,115700000.0,-5400000.0,182100000.0,,,2582400000.0,,,1947000000.0,2986300000.0,1060600000.0,,-249600000.0,310500000.0,-34900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,525100000.0,675300000.0,675300000.0,2118100000.0,,,313400000.0,8014500000.0,8014500000.0,,2709300000.0,254200000.0,,4659600000.0,-33100000.0,1425600000.0,1309000000.0,2118100000.0,,509800000.0,,45316000.0,-9900000.0,376200000.0,,36100000.0,,3600000.0,3243200000.0,1523200000.0,2709300000.0,5.6,78400000.0,79800000.0,-166700000.0,167200000.0,-5700000.0,7932400000.0,,2552800000.0,2181000000.0,45877000.0,23900000.0,,-623500000.0,45758000.0,,78200000.0,-47000000.0,,268000000.0,268000000.0,,543900000.0,3210000000.0,-2300000.0,-17000000.0,567600000.0,305000000.0,1.73,13700000.0,,386600000.0,,,789200000.0,268000000.0,268000000.0,,,1523200000.0,97800000.0,11900000.0,-6600000.0,4733200000.0,734800000.0,440200000.0,305000000.0,509800000.0,376200000.0,-341800000.0,5.55,268000000.0,1100000.0,268000000.0,,-187900000.0,258500000.0,3354900000.0,162100000.0,,,,253800000.0,,,,97800000.0,,45369000.0,,-514900000.0,1058800000.0,7197600000.0,277900000.0,-3997000000.0,,500000.0,1109900000.0,,-341800000.0,2225900000.0,,,313400000.0,1900000.0,,158900000.0,3243200000.0,-151400000.0,1309000000.0,9500000.0,-514900000.0,-1044000000.0,158900000.0,162100000.0,267800000.0,4572200000.0,500000.0,210500000.0,543900000.0,,386600000.0,,4659600000.0,,1.71,354500000.0,-58100000.0,-86400000.0,,,3360200000.0,,,-58800000.0,328600000.0,,4733200000.0,309600000.0,637800000.0,23900000.0,2552800000.0,290300000.0,-13100000.0,357100000.0,,,3210000000.0,,7364800000.0,2535500000.0,3354900000.0,1058800000.0,257300000.0,-458100000.0,493500000.0,-53300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,1012800000.0,,,,,253500000.0,9204200000.0,,,,,,4814700000.0,,1664100000.0,,2764100000.0,,361300000.0,,,25200000.0,381000000.0,,,,,,1890200000.0,2746200000.0,,40300000.0,42600000.0,,,15400000.0,,,,1794500000.0,45905000.0,23900000.0,,,,,40300000.0,-60000000.0,,,496900000.0,,,,,,,,0.89,,,501500000.0,,,,292800000.0,292800000.0,,,,164900000.0,16800000.0,,5728500000.0,,-300200000.0,300100000.0,,,,,,,,,,,,,,,,,,,,,,45443000.0,,,,,471700000.0,,,500000.0,1891100000.0,979700000.0,-289000000.0,1836600000.0,,,,17800000.0,,169200000.0,3434800000.0,,,,-544200000.0,-600000000.0,,,,,,13500000.0,561900000.0,,,,,,0.88,96600000.0,,29700000.0,,,,,,,,,,54500000.0,,,2689300000.0,56100000.0,-17400000.0,-343500000.0,,,3838300000.0,,,3555200000.0,4389500000.0,1106100000.0,,341800000.0,-258600000.0,-41600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,1076900000.0,,,,,203100000.0,9187700000.0,,,,,,4717900000.0,,1740400000.0,,2809500000.0,,330200000.0,,,-8000000.0,379500000.0,,,,,,1889100000.0,2682900000.0,,108000000.0,109800000.0,,,23000000.0,,,,1978300000.0,45951000.0,23900000.0,,,,,107800000.0,-23700000.0,,,488900000.0,,,,,,,,2.37,,,537900000.0,,,,292800000.0,292800000.0,,,,155900000.0,-29700000.0,,5721500000.0,,-38700000.0,292800000.0,,,,,,,,,,,,,,,,,,,,,,45493000.0,,,,,496900000.0,,,500000.0,2163300000.0,966400000.0,-391600000.0,2024600000.0,,,,8700000.0,,180500000.0,3428000000.0,,,,-563600000.0,-765000000.0,,,,,,37600000.0,536400000.0,,,,,,2.35,185000000.0,,31000000.0,,,,,,,,,,138700000.0,,,2778400000.0,147400000.0,-14400000.0,-156600000.0,,,3832400000.0,,,3903700000.0,4469800000.0,1100000000.0,,41400000.0,-9300000.0,-29400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,900500000.0,,,,,195200000.0,9619100000.0,,,,,,4757800000.0,,1756100000.0,,3010800000.0,,328300000.0,,,-13100000.0,371500000.0,,,,,,1711600000.0,2689700000.0,,134900000.0,136100000.0,,,-600000.0,,,,1976400000.0,45965000.0,24500000.0,,,,,134900000.0,-63500000.0,,,475800000.0,,,,,0.0,,,2.96,,,695600000.0,,,,327000000.0,327000000.0,,,,164400000.0,-35700000.0,,6046300000.0,,228500000.0,291500000.0,,,,,,,,,,,,,,,,,,,,,,45549000.0,,,,,488900000.0,,,500000.0,2213700000.0,995100000.0,-425300000.0,2019100000.0,,,,900000.0,,170900000.0,3532000000.0,,,,-583700000.0,-906000000.0,,,,,,45600000.0,540800000.0,,,,,,2.93,237300000.0,,53600000.0,,,,,,,,,,194600000.0,,,2913300000.0,181700000.0,-38200000.0,66800000.0,,,4334700000.0,,,3969800000.0,4861300000.0,1124500000.0,,-210700000.0,267600000.0,-39100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,706000000.0,655600000.0,655600000.0,3394500000.0,,,185700000.0,10025500000.0,10025500000.0,,2697800000.0,484500000.0,,4819500000.0,-37800000.0,2068300000.0,,3394500000.0,,387300000.0,,45517000.0,158400000.0,356900000.0,,-12200000.0,,,3691500000.0,1529200000.0,2697800000.0,10.64,201300000.0,203200000.0,-280400000.0,186100000.0,-26400000.0,16318400000.0,,3095700000.0,2408500000.0,45987000.0,32700000.0,,-141300000.0,45931000.0,,201100000.0,-133200000.0,,634200000.0,634200000.0,,567900000.0,4761800000.0,,-18900000.0,745700000.0,336900000.0,4.41,11400000.0,,350600000.0,,,604100000.0,480900000.0,480900000.0,1261400000.0,,1529200000.0,192700000.0,-45400000.0,-12400000.0,6291000000.0,931800000.0,552600000.0,336900000.0,387300000.0,356900000.0,-456200000.0,10.54,480900000.0,36800000.0,480900000.0,,,471700000.0,5206000000.0,,,,,484100000.0,,,,192700000.0,,45580000.0,,-588300000.0,1156200000.0,8157700000.0,475800000.0,-3145000000.0,,500000.0,2821400000.0,1261400000.0,-456200000.0,2463500000.0,,,185700000.0,9400000.0,,190400000.0,3691500000.0,-161900000.0,,162500000.0,-588300000.0,-874000000.0,190400000.0,,214300000.0,7228900000.0,500000.0,117600000.0,567900000.0,26800000.0,350600000.0,,4819500000.0,,4.37,412900000.0,-94000000.0,-126500000.0,,,9089500000.0,,,-160100000.0,-119700000.0,,6291000000.0,357900000.0,442200000.0,32700000.0,3095700000.0,320800000.0,-90100000.0,313600000.0,,,4761800000.0,,8343800000.0,4889700000.0,5206000000.0,1156200000.0,491700000.0,-313800000.0,604400000.0,-51800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,1174100000.0,,,,,213000000.0,10552500000.0,,,,,,5524800000.0,,1859000000.0,,3093200000.0,,336000000.0,,,-49000000.0,361900000.0,,,,,,2545800000.0,2738300000.0,,21300000.0,21200000.0,,,-13900000.0,,,,1871100000.0,46019000.0,30600000.0,,,,,21300000.0,-91000000.0,,,585200000.0,,,,-15600000.0,,,,0.47,,,596500000.0,,,,389500000.0,389500000.0,,,,195500000.0,67900000.0,,6757400000.0,,-596100000.0,338700000.0,,,,,,,,,,,,,,,,,,,,,,45674000.0,,,,,634200000.0,,,500000.0,1961600000.0,986400000.0,-425900000.0,1917600000.0,,,,-700000.0,,159600000.0,3742400000.0,,,,-586000000.0,-754100000.0,,,,,,-700000.0,1170600000.0,,,,,,0.46,90500000.0,,37500000.0,,,,,,,,,,44000000.0,,,3117000000.0,20500000.0,-37700000.0,-613200000.0,,,4211600000.0,,,3820600000.0,5027700000.0,1756600000.0,,592800000.0,-551500000.0,-44600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,1155500000.0,,,,,218600000.0,10580900000.0,,,,,,5550800000.0,,1918300000.0,,3168000000.0,,327200000.0,,,-26400000.0,375500000.0,,,,,,2535100000.0,2730700000.0,,110700000.0,111300000.0,,,-14700000.0,,,,2126900000.0,46040000.0,30200000.0,,,,,110500000.0,-50700000.0,,,558800000.0,,,,-3600000.0,,,,2.42,,,502700000.0,,,,411200000.0,411200000.0,,,,198900000.0,-86400000.0,,6705600000.0,,29200000.0,336100000.0,,,,,,,,,,,,,,,,,,,,,,45749000.0,,,,,585200000.0,,,500000.0,2348200000.0,1037200000.0,-450000000.0,2172400000.0,,,,6100000.0,,148100000.0,3822000000.0,,,,-611800000.0,-1291000000.0,,,,,,36200000.0,1184400000.0,,,,,,2.4,221300000.0,,70400000.0,,,,,,,,,,175800000.0,,,3207800000.0,147500000.0,-26200000.0,-116400000.0,,,4170500000.0,,,4266500000.0,5030100000.0,1796200000.0,,-45300000.0,68400000.0,-39200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,1765000000.0,,,660200000.0,-38800000.0,240500000.0,13077900000.0,,462200000.0,,,,7487800000.0,,1949800000.0,,3240100000.0,68700000.0,400900000.0,-1127300000.0,,15000000.0,412400000.0,-380900000.0,,,,,3357100000.0,4083200000.0,,128900000.0,129300000.0,,,-52200000.0,,,,2250600000.0,52104000.0,113900000.0,352900000.0,,,819300000.0,128900000.0,-852400000.0,17472400000.0,,573800000.0,-107200000.0,,,-48400000.0,0.0,,,2.5,,582200000.0,886800000.0,,880800000.0,,402200000.0,402200000.0,,,,202600000.0,39400000.0,,8219800000.0,,184300000.0,675600000.0,,,,,,,,,,,,,475800000.0,,8857700000.0,,,98000000.0,,,,51528000.0,-182900000.0,,,,558800000.0,,-4454000000.0,500000.0,2545800000.0,939000000.0,-484500000.0,2304200000.0,-17300000.0,9677000000.0,,29600000.0,461800000.0,175100000.0,4784300000.0,,,,-638000000.0,-1534900000.0,,,,,,42100000.0,1349500000.0,,,7795400000.0,,,2.47,295200000.0,,61300000.0,,195200000.0,,-944900000.0,42700000.0,,,465000000.0,,241600000.0,,,3336700000.0,171400000.0,-790900000.0,35100000.0,,170000000.0,4862700000.0,8657100000.0,,4495600000.0,5590100000.0,1987500000.0,,647100000.0,231600000.0,-47300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
