,trailingCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualBeginningCashPosition,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualGrossPPE,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualInventory,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingTaxProvision,quarterlyEbitda,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyOperatingIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingInvestingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyDilutedEPS,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,quarterlyAccountsReceivable,quarterlyGoodwill,trailingStockBasedCompensation,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualDilutedEPS,trailingSaleOfInvestment,quarterlyInventory,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOperatingCashFlow,trailingTotalRevenue,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualOperatingIncome,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingBasicAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedAverageShares
1175299200,,,,,,1567000000.0,,,,,,,,,176500000.0,-529800000.0,384400000.0,-53300000.0,,,,,,,,2184900000.0,,,4.52,,-46900000.0,1119600000.0,1669200000.0,,,,-1400000.0,474500000.0,,,,,,,,6500000.0,,,,,325600000.0,1563600000.0,143400000.0,,,,,,,2769000000.0,,474300000.0,1068400000.0,3898900000.0,36300000.0,,178100000.0,,,,,,-24000000.0,1206500000.0,163800000.0,,,,148900000.0,,-37500000.0,,,,,,,,,-1092700000.0,-1090500000.0,,,,,686100000.0,104800000.0,,107100000.0,,,,,,,4.45,,,830000000.0,573700000.0,,12000000.0,,,847700000.0,719400000.0,,,,,732000000.0,,,,,,10800000.0,,,454000000.0,729300000.0,408900000.0,,,,85800000.0,,,,,,,,,,325600000.0,,,,,150500000.0,,-46900000.0,161200000.0,29200000.0,,,,,,,433500000.0,1119600000.0,216400000.0,,1119600000.0,,,80800000.0,349200000.0,,,,16300000.0,,2047900000.0,,729300000.0,,4816900000.0,4200000.0,,703700000.0,2632000000.0,,,,,,,,,,,,,
1183161600,,,,,,1583900000.0,,,,,,,,,195400000.0,-383300000.0,386300000.0,-14000000.0,,,,,,,,1965400000.0,,,1.07,,-900000.0,794300000.0,-29900000.0,,,,-13500000.0,551100000.0,,,,,,,,11900000.0,,,,,319700000.0,1586000000.0,227100000.0,,,,,,,2512100000.0,,480700000.0,1035500000.0,3949500000.0,59600000.0,,259800000.0,,,,,,-28900000.0,1280600000.0,156500000.0,,,,231400000.0,,-150500000.0,,,,,,,,,-1103200000.0,-342000000.0,,,,,-325300000.0,36800000.0,,167500000.0,,,,,,,1.05,,,803500000.0,545900000.0,,27900000.0,,,882900000.0,730800000.0,,,,,729500000.0,,,,,,9500000.0,,,472300000.0,164200000.0,409000000.0,,,,80600000.0,,,,,,,,,,319700000.0,,,,,137100000.0,,-44700000.0,154000000.0,28400000.0,,,,,,,1119600000.0,794300000.0,216400000.0,,794300000.0,,,7900000.0,396200000.0,,,,13800000.0,,2074800000.0,,164200000.0,,4586900000.0,12300000.0,,726200000.0,2621500000.0,,,,,,,,,,,,,
1191110400,,,-43700000.0,408100000.0,63400000.0,1665100000.0,,,,,,1278600000.0,-1519300000.0,-1154800000.0,155200000.0,-255500000.0,498500000.0,-169700000.0,,2382000000.0,,1665100000.0,526300000.0,,,1742800000.0,1487800000.0,724600000.0,,26700000.0,-2600000.0,624200000.0,-215800000.0,,219300000.0,,-15500000.0,574100000.0,,216100000.0,-131000000.0,,,,,-7600000.0,2906600000.0,155200000.0,5003900000.0,216400000.0,340200000.0,1744500000.0,231200000.0,,,327800000.0,521400000.0,,,2382000000.0,504700000.0,510300000.0,1058500000.0,4098100000.0,67400000.0,,265700000.0,2163800000.0,2097300000.0,,-206600000.0,,-48900000.0,1370500000.0,,,,-67700000.0,233900000.0,,42200000.0,,9.37,,2803000000.0,1487800000.0,,,,-1154800000.0,-171300000.0,569300000.0,1278600000.0,,927700000.0,-170100000.0,196500000.0,1392400000.0,163800000.0,405700000.0,-184700000.0,,788600000.0,,34700000.0,,,,724600000.0,652800000.0,13400000.0,13100000.0,117900000.0,,927700000.0,858500000.0,,1742800000.0,,,796400000.0,858500000.0,4545800000.0,-1673100000.0,161200000.0,,-17400000.0,9.23,,504700000.0,165200000.0,405700000.0,,4098100000.0,,,,,458800000.0,1058500000.0,498500000.0,,,,,340200000.0,818700000.0,64900000.0,,624200000.0,243400000.0,624200000.0,-43900000.0,,31800000.0,,243400000.0,,158700000.0,3700000.0,1744500000.0,794300000.0,624200000.0,216400000.0,936600000.0,624200000.0,510300000.0,624200000.0,147600000.0,521400000.0,652800000.0,-5800000.0,,14900000.0,,2163800000.0,,165200000.0,,4545800000.0,5700000.0,-169700000.0,526300000.0,2803000000.0,,,,,,,,,,,,,
1199059200,,,,,,1689700000.0,,,,,,,,,131700000.0,-97500000.0,455600000.0,-158400000.0,,,,,,,,1783800000.0,,,1.05,,0.0,867000000.0,-51600000.0,,,,-48100000.0,575500000.0,,,,,,,,6100000.0,,,,,348600000.0,1541500000.0,219000000.0,,,,,,,2667100000.0,,510200000.0,1615700000.0,4197900000.0,62400000.0,,258200000.0,,,,,,-26300000.0,1331900000.0,151000000.0,,,,226900000.0,,-86400000.0,,,,,,,,,-1179500000.0,191600000.0,,,,,242800000.0,95900000.0,,156600000.0,,,,,,,1.04,,,711100000.0,711800000.0,,9600000.0,,,937500000.0,895100000.0,,,24900000.0,,756400000.0,,,,,,10100000.0,,,554600000.0,156600000.0,903900000.0,,,,,,,,,,,,,,348600000.0,,,,,261100000.0,,-43300000.0,148700000.0,31300000.0,,,,,,,624200000.0,867000000.0,216400000.0,,867000000.0,,,69600000.0,349900000.0,,,,18000000.0,,2273900000.0,,156600000.0,,4941000000.0,2800000.0,,569300000.0,3157200000.0,,,,,,,,,,,,,
1206921600,,,,,,1705600000.0,,,,,,,,,141400000.0,-104300000.0,466400000.0,-74400000.0,,,,,,,,1880600000.0,,,0.97,,33400000.0,760700000.0,-29900000.0,,,,-27000000.0,571300000.0,,,,,,,,11100000.0,,,,,358300000.0,1478800000.0,199700000.0,,,,,,,2664700000.0,,521600000.0,1620100000.0,4296600000.0,56900000.0,,247300000.0,,,,,,-33500000.0,1406600000.0,148700000.0,,,,213000000.0,,-129600000.0,,,,,,,,,-1184000000.0,-175900000.0,,,,,-106300000.0,58500000.0,,142800000.0,,,,,,,0.96,,,676700000.0,716000000.0,,1100000.0,,,980400000.0,919900000.0,,,15600000.0,,835300000.0,,,,,,4200000.0,,,592700000.0,142800000.0,904100000.0,,,,,,,,,,,,,,358300000.0,,,,,253800000.0,,-42600000.0,146900000.0,34300000.0,,,,,,,867000000.0,760700000.0,216400000.0,,760700000.0,,,25000000.0,320100000.0,,,,17500000.0,,2314800000.0,,142800000.0,,4979500000.0,500000.0,,591000000.0,3098900000.0,,,,,,,,,,,,,
1214784000,,0.0,,,,1723100000.0,,,,,,,,,145000000.0,-25100000.0,490700000.0,-79400000.0,,,,,,,,1896600000.0,,,1.04,,0.0,805900000.0,-93400000.0,,,,-11200000.0,605600000.0,,,,,,,,5600000.0,,,,,377600000.0,1581600000.0,213500000.0,,,,,,,2740900000.0,,535600000.0,1633100000.0,4363000000.0,60900000.0,,263300000.0,,,,,,-43000000.0,1475000000.0,148100000.0,,,,228000000.0,,-1600000.0,,,,,,,,,-1187500000.0,-52100000.0,,,,,45200000.0,191800000.0,,152600000.0,,,,,,,1.03,,,756800000.0,728900000.0,,1500000.0,,,990300000.0,946200000.0,,,,,869400000.0,,,,,,2100000.0,,,602200000.0,152600000.0,904200000.0,,,,,,,,,,,,,,377600000.0,,,,,263600000.0,,-42500000.0,146300000.0,35300000.0,,,,,,,760700000.0,805900000.0,216400000.0,,805900000.0,,,148800000.0,334100000.0,,,,16600000.0,,2370400000.0,,152600000.0,,5111300000.0,300000.0,,599000000.0,3214700000.0,,,,,,,,,,,,,
1222732800,,0.0,-16100000.0,624200000.0,68200000.0,1715400000.0,,,,,,1482100000.0,-359100000.0,-1161600000.0,129000000.0,-132200000.0,437300000.0,-319000000.0,,2436600000.0,,1715400000.0,317300000.0,,,1688800000.0,577600000.0,765700000.0,,4200000.0,0.0,582200000.0,-45800000.0,,231300000.0,,10100000.0,588300000.0,,-42000000.0,-151000000.0,,,,,10100000.0,3357100000.0,129000000.0,5697800000.0,216400000.0,397600000.0,1303100000.0,176700000.0,,,439800000.0,100100000.0,,,2436600000.0,575500000.0,553800000.0,1601700000.0,4486100000.0,51100000.0,,226300000.0,2157000000.0,2340700000.0,,-129100000.0,,-48200000.0,1484300000.0,,,,-76200000.0,190700000.0,,88500000.0,,3.94,,2904800000.0,577600000.0,,,,-1161600000.0,-406400000.0,577600000.0,1482100000.0,,959900000.0,-223700000.0,244600000.0,-220700000.0,125600000.0,904400000.0,-170200000.0,,808900000.0,,36300000.0,,,,765700000.0,697300000.0,32900000.0,1000000.0,136500000.0,,959900000.0,915000000.0,,1688800000.0,,,896000000.0,915000000.0,4593600000.0,-442800000.0,148200000.0,,-26000000.0,3.9,,575500000.0,125600000.0,904400000.0,,4486100000.0,,,,,590800000.0,1601700000.0,437300000.0,,,,,397600000.0,858600000.0,13200000.0,,582200000.0,250800000.0,582200000.0,-41800000.0,,35600000.0,,250800000.0,,146500000.0,-9600000.0,1303100000.0,805900000.0,582200000.0,216400000.0,995100000.0,582200000.0,553800000.0,582200000.0,196400000.0,100100000.0,697300000.0,-2900000.0,,16100000.0,,2157000000.0,,125600000.0,,4593600000.0,600000.0,-319000000.0,317300000.0,2904800000.0,,,,,,,,,,,,,
1230681600,,,,,,1707900000.0,,,,,,,,,213200000.0,-53500000.0,362100000.0,-425400000.0,,,,,,,,1618800000.0,,,0.84,,800000.0,554000000.0,-25300000.0,,,,-45800000.0,470400000.0,,,,,,,,8500000.0,,,,,313400000.0,1192300000.0,139500000.0,,,,,,,2361000000.0,,539300000.0,1588200000.0,4554400000.0,23900000.0,,189300000.0,,,,,,-27400000.0,1189200000.0,142200000.0,,,,157000000.0,,-108000000.0,,,,,,,,,-1168600000.0,-15400000.0,,,,,-28200000.0,48800000.0,,115600000.0,,,,,,,0.83,,,655100000.0,683700000.0,,3900000.0,,,824000000.0,870900000.0,,,,,718800000.0,,,,,,-2500000.0,,,600500000.0,118400000.0,904500000.0,,,,,,,,,,,,,,313400000.0,,,,,227200000.0,,-41000000.0,141600000.0,32300000.0,,,,,,,582200000.0,554000000.0,216400000.0,,554000000.0,,,21400000.0,175100000.0,,,,15000000.0,,2038300000.0,,118400000.0,,4399300000.0,200000.0,,282400000.0,2780500000.0,,,,,,,,,,,,,
1238457600,,,,,,1708000000.0,,,,26100000.0,,,,,167300000.0,0.0,299000000.0,-463700000.0,,,,,,,,1586100000.0,,,0.29,,-80100000.0,519500000.0,-51100000.0,,,,69300000.0,363600000.0,,,,,,,,-8800000.0,,,,,292800000.0,999800000.0,55400000.0,,,,,,,2137800000.0,,532700000.0,1589800000.0,4551900000.0,14800000.0,,102800000.0,,,,,,-18300000.0,1058100000.0,142100000.0,,,,70800000.0,,85700000.0,,,,,,,,,-1175300000.0,-142500000.0,,,,,-34500000.0,169600000.0,,40600000.0,,,,,,,0.29,,,599600000.0,305900000.0,,,,,,881200000.0,,,,,694500000.0,,,,,,-100000.0,,,528300000.0,40600000.0,904700000.0,,,,,,,,,,,,,,292800000.0,,,,,227200000.0,,-41200000.0,141500000.0,32100000.0,,,,,,,554000000.0,519500000.0,216400000.0,,519500000.0,,,151300000.0,75100000.0,,,,15300000.0,,2037900000.0,,40600000.0,,4175700000.0,-2200000.0,,141700000.0,2589600000.0,,,,,,,,,,,,,
1246320000,,0.0,,,,1731100000.0,,,,20200000.0,,,,,147100000.0,0.0,287600000.0,-403500000.0,,,,,,,,1607500000.0,,,0.231056,,0.0,580500000.0,-30700000.0,,,,76200000.0,370200000.0,,,,,,,,-200000.0,,,,,305000000.0,287600000.0,50200000.0,,,,,-75000000.0,-600000.0,1781500000.0,,525800000.0,2268900000.0,4498100000.0,17400000.0,,65600000.0,,,7700000.0,,,-21800000.0,1010800000.0,142100000.0,,,,65200000.0,,109200000.0,,,,,,,,,-1205300000.0,-113200000.0,,,,,61000000.0,189700000.0,,32800000.0,,,,,,,0.231056,,,648600000.0,1364100000.0,,,,,,905600000.0,,,,,640600000.0,,,,,,400000.0,,,460300000.0,32800000.0,904800000.0,,,,,,,,,,,,,,305000000.0,,,,,231600000.0,,-41100000.0,141500000.0,34400000.0,,,,,,,519500000.0,580500000.0,216400000.0,,580500000.0,,,167900000.0,0.0,,,-8400000.0,15400000.0,,2382500000.0,,32800000.0,,4164000000.0,300000.0,,719500000.0,2556500000.0,,,,,,,,,,,,,
1254268800,,4800000.0,14700000.0,582200000.0,60900000.0,1759100000.0,,,,,,1228000000.0,-53500000.0,-1226600000.0,153900000.0,0.0,313300000.0,-727500000.0,,2134800000.0,,1759100000.0,156000000.0,,,1316400000.0,220700000.0,633900000.0,,-700000.0,-4100000.0,643800000.0,-25300000.0,,56000000.0,,27800000.0,365300000.0,,61600000.0,-98000000.0,-100000000.0,,,,-2400000.0,2763000000.0,153900000.0,4332500000.0,181400000.0,316800000.0,947200000.0,28800000.0,,,427900000.0,0.0,0.0,-600000.0,2134800000.0,436400000.0,532500000.0,2042100000.0,2667200000.0,-100000.0,,79300000.0,2170900000.0,1569500000.0,7800000.0,254600000.0,,-30500000.0,1074400000.0,,-30700000.0,,127500000.0,48500000.0,,23200000.0,,1.553132,,2989300000.0,220700000.0,,,,-1226600000.0,-36300000.0,217900000.0,1228000000.0,,,63300000.0,117800000.0,-132400000.0,28900000.0,904700000.0,-164500000.0,,273900000.0,,4800000.0,,,,633900000.0,288500000.0,-99900000.0,,134100000.0,,,913200000.0,,1316400000.0,,27800000.0,709100000.0,913200000.0,4305700000.0,-307400000.0,142200000.0,,-4500000.0,1.553132,,436400000.0,28900000.0,904700000.0,,2667200000.0,-12500000.0,,,,525900000.0,2042100000.0,313300000.0,,,-101100000.0,,316800000.0,341500000.0,,,643800000.0,230900000.0,643800000.0,-41200000.0,,35300000.0,,230900000.0,,141600000.0,-6700000.0,947200000.0,580500000.0,643800000.0,181400000.0,468900000.0,643800000.0,532500000.0,643800000.0,87300000.0,0.0,288500000.0,-4100000.0,4100000.0,15200000.0,,2170900000.0,,28900000.0,,4305700000.0,1000000.0,-727500000.0,156000000.0,2989300000.0,,,,,,,,,,,,,
1262217600,,,,,,1755500000.0,,,,27500000.0,,,,,109400000.0,0.0,326400000.0,-726800000.0,,,,,,,,1367400000.0,,,0.537167,,0.0,716300000.0,-13500000.0,,,,-38200000.0,426800000.0,,,,,,,,200000.0,,,,,312500000.0,326400000.0,97300000.0,,,,,,,1954300000.0,,519100000.0,2705000000.0,2692700000.0,19500000.0,,144400000.0,,,8700000.0,,,-13500000.0,1067500000.0,143700000.0,,,,112700000.0,,-4200000.0,,,,,,,,,-1236400000.0,-32700000.0,,,,,72500000.0,119400000.0,,77800000.0,,,,,,,0.53,,,491300000.0,1800200000.0,,,,,,911100000.0,,,15000000.0,,640700000.0,,,,,,-1600000.0,,,468700000.0,76600000.0,904800000.0,,,,,,177300000.0,,,,,,,,314100000.0,,,,,227700000.0,,-41300000.0,142600000.0,31700000.0,,,,,,,643800000.0,716300000.0,181400000.0,,716300000.0,,,105900000.0,,,,0.0,15400000.0,,2444500000.0,,76600000.0,,4398800000.0,1900000.0,,786600000.0,3031400000.0,,,,,,,,,,,,,
1269993600,,,,,,1734200000.0,,,,30500000.0,,,,,108600000.0,-22600000.0,379300000.0,-769600000.0,,,,,,,,1419300000.0,,,0.960763,,4500000.0,817200000.0,-12500000.0,,,,-55900000.0,473100000.0,,,,,,,,-400000.0,,,,,323200000.0,379300000.0,133600000.0,,,,,,,2133500000.0,,510000000.0,2743600000.0,2774000000.0,21700000.0,,180600000.0,,,9200000.0,,,-17000000.0,1164500000.0,143700000.0,,,,149900000.0,,-102200000.0,,,,,,,,,-1224200000.0,-49300000.0,,,,,100900000.0,178500000.0,,111900000.0,,,,,,,0.960763,,,536800000.0,1838800000.0,,,,,,889400000.0,,,15700000.0,,691400000.0,,,,,,-1200000.0,,,524500000.0,137000000.0,904800000.0,,,,,,199600000.0,,,,,,,,323200000.0,,,,,218000000.0,,-41400000.0,142000000.0,31900000.0,,,,,,,716300000.0,817200000.0,181400000.0,,817200000.0,,,161500000.0,,,,0.0,15100000.0,,2408700000.0,,137000000.0,,4542200000.0,5200000.0,,791300000.0,3122900000.0,,,,,,,,,,,,,
1277856000,,,,,,1728600000.0,,,,25800000.0,,,,,125700000.0,-67800000.0,398400000.0,-800400000.0,,,,,,,,1376000000.0,,,0.841692,,4500000.0,826000000.0,-23700000.0,,,,-57500000.0,507300000.0,,,,,,,,4600000.0,,,,,333300000.0,398400000.0,155500000.0,,,,,,0.0,2228900000.0,,513000000.0,2840100000.0,2791200000.0,36100000.0,,200900000.0,,,9200000.0,,,-23700000.0,1268100000.0,144300000.0,,,,174000000.0,,91800000.0,,,,,,,,,-1215600000.0,-91700000.0,,,,,8800000.0,135500000.0,,119400000.0,,,,,,,0.83,,,266100000.0,1935300000.0,,,,,,879400000.0,,,0.0,,760800000.0,,,,,,-3700000.0,,,576500000.0,119400000.0,904800000.0,,,,,,191600000.0,,,,,,,,333300000.0,,,,,216900000.0,,-41300000.0,142200000.0,30600000.0,,,,,,,817200000.0,826000000.0,181400000.0,,826000000.0,,,111800000.0,,,,0.0,14800000.0,,2385600000.0,,119400000.0,,4614500000.0,4900000.0,,776300000.0,3238500000.0,,,,,,,,,,,,,
1285804800,,,57500000.0,643800000.0,60500000.0,1722400000.0,,,,,,1323300000.0,-118800000.0,-1185500000.0,140700000.0,-28400000.0,435700000.0,-841200000.0,,2275700000.0,,1722400000.0,805900000.0,,,1460400000.0,464300000.0,786600000.0,,15800000.0,0.0,813400000.0,-39300000.0,,103800000.0,28700000.0,-14800000.0,529200000.0,,169600000.0,-99400000.0,0.0,,,,21600000.0,2920600000.0,140700000.0,4857000000.0,181400000.0,354300000.0,1222300000.0,157800000.0,,,394600000.0,,0.0,0.0,2586600000.0,603300000.0,536900000.0,2065600000.0,2912400000.0,26500000.0,,206100000.0,2472600000.0,1936400000.0,9200000.0,18400000.0,,-45200000.0,1356900000.0,,0.0,,-166400000.0,174900000.0,,-33800000.0,,3.273013,,3287900000.0,464300000.0,,,,-1185500000.0,-67700000.0,440400000.0,1331700000.0,,,-12600000.0,60000000.0,-89000000.0,131300000.0,904900000.0,-173600000.0,,544200000.0,,4100000.0,,,,786600000.0,237300000.0,-16100000.0,,127300000.0,,,912500000.0,,1460400000.0,,36300000.0,827700000.0,912500000.0,4748300000.0,-241400000.0,144000000.0,,-1900000.0,3.22,,603300000.0,131300000.0,904900000.0,,2912400000.0,0.0,,,,494000000.0,2852200000.0,435700000.0,,,117200000.0,,354300000.0,604700000.0,,,813400000.0,217300000.0,813400000.0,-49600000.0,,33100000.0,,217300000.0,,141790182.0,-8400000.0,435700000.0,826000000.0,813400000.0,181400000.0,732000000.0,813400000.0,536900000.0,813400000.0,14800000.0,,1947300000.0,0.0,0.0,15200000.0,,2161700000.0,,131300000.0,,4748300000.0,3800000.0,-841200000.0,142200000.0,3287900000.0,,,,,,,,,,,,,
1293753600,,,,,,1716700000.0,,,,38200000.0,,,,,125600000.0,-43600000.0,422600000.0,-830000000.0,,,,,,,,1586100000.0,,,1.054472,,0.0,599700000.0,-16200000.0,,,-16000000.0,-6700000.0,543900000.0,,,,,,,,-200000.0,,,,,347000000.0,422600000.0,186700000.0,,,,,,,2332800000.0,,530700000.0,2770200000.0,2996500000.0,36600000.0,,233400000.0,,,9100000.0,,,-20300000.0,1365800000.0,144500000.0,,,,196900000.0,,-186800000.0,,,,,,,,,-1186000000.0,-37700000.0,,,,,-44100000.0,12600000.0,,150100000.0,,,,,,,1.04,,,328300000.0,1865300000.0,,,,,,908200000.0,,,0.0,,821900000.0,,,,,,4600000.0,,,612600000.0,150100000.0,904900000.0,,,,,,211000000.0,,,,,,,,347000000.0,,,,,210300000.0,,-49700000.0,142346165.0,31900000.0,,,,,,,643800000.0,769300000.0,181400000.0,,769300000.0,,,-7700000.0,,,,,14800000.0,,2446100000.0,,150100000.0,,4778900000.0,12000000.0,,796900000.0,3192800000.0,,,,,,,,,,,,,
1301529600,,,,,,1735100000.0,,,,48800000.0,,,,,117400000.0,-60600000.0,472700000.0,-770300000.0,,,,,,,,1856900000.0,,,1.153091,,0.0,1020300000.0,-22600000.0,,,46800000.0,200000.0,576500000.0,,,,,,,,-11100000.0,,,,,356100000.0,472700000.0,203600000.0,,,,,,,2647900000.0,,531300000.0,2781500000.0,3112400000.0,37200000.0,,250800000.0,,,10100000.0,,,-22600000.0,1464100000.0,146300000.0,,,,220400000.0,,19000000.0,,,,,,,,,-1203800000.0,28100000.0,,,,,251000000.0,225200000.0,,166400000.0,,,,,,,1.14,,,240200000.0,1876600000.0,,,,,,926100000.0,,,15600000.0,,887600000.0,,,,,,-1400000.0,,,621900000.0,166400000.0,904900000.0,,,,,,202700000.0,,,,,,,,356100000.0,,,,,210200000.0,,-50300000.0,144307744.0,31800000.0,,,,,,,599700000.0,1020300000.0,181400000.0,,1020300000.0,,,202600000.0,,,,,15400000.0,,2463200000.0,,166400000.0,,5111100000.0,23500000.0,,795600000.0,3254200000.0,,,,,,,,,,,,,
1309392000,,,,,,1767500000.0,,,,46700000.0,100000.0,,,,152300000.0,-118500000.0,478900000.0,-708100000.0,,,,,,,,1897100000.0,,,1.253408,,-45900000.0,1021800000.0,-78800000.0,,,6200000.0,-62000000.0,606800000.0,,,,,,,,18900000.0,,,,,370000000.0,478900000.0,221200000.0,,,,,,,2757700000.0,,544200000.0,2951700000.0,3180800000.0,42400000.0,,268800000.0,,,10100000.0,,,-33100000.0,1516200000.0,145900000.0,,,,236800000.0,,-23200000.0,,,,,,,,,-1223300000.0,-155100000.0,,,,,1500000.0,224700000.0,,178800000.0,,,,,,,1.23,,,301800000.0,2046700000.0,,,,,,968600000.0,,,15000000.0,,909400000.0,,,,,,-900000.0,,,690500000.0,179500000.0,905000000.0,,,,,,205500000.0,,,,,,,,370000000.0,,,,,224800000.0,,-50300000.0,143209513.0,32900000.0,,,,,,,1020300000.0,1021800000.0,181400000.0,,1021800000.0,,,191600000.0,,,,,14700000.0,,2570000000.0,,179500000.0,,5327700000.0,2000000.0,,832400000.0,3430600000.0,,,,,,,,,,,,,
