date,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualBasicAverageShares,trailingEndCashPosition,trailingTaxProvision,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,annualCurrentDebt,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,annualChangeInAccountPayable,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,annualBasicEPS,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyStockholdersEquity,annualDilutedAverageShares,quarterlyLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualFreeCashFlow,annualCommonStockIssuance,quarterlyBasicEPS,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualLongTermDebt,annualOtherNonCashItems,annualTaxProvision,annualTotalAssets,annualDilutedEPS,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,quarterlyCurrentDebt,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,annualCapitalStock,quarterlyBasicAverageShares,annualStockBasedCompensation,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingCashDividendsPaid,trailingNetIncome,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualPretaxIncome,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualGoodwill,annualInvestingCashFlow,quarterlySaleOfInvestment,annualOperatingIncome,trailingCapitalExpenditure,annualTotalRevenue,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyBeginningCashPosition,trailingPurchaseOfInvestment,trailingInterestExpense,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,trailingTotalRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualEndCashPosition,quarterlyGrossPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherNonCurrentLiabilities,annualInventory,annualTotalNonCurrentAssets,trailingResearchAndDevelopment,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,trailingDilutedAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
2014-09-30,21000000.0,-981000000.0,,12238000000.0,,,,,,,,14206000000.0,,,290000000,,-772000000.0,-102000000.0,2705000000.0,,,,,-43000000.0,-118000000.0,,,,12000000.0,,156230000.0,,,,,,551000000.0,,9813000000.0,516000000.0,9000000.0,,,3695000000.0,,0.0,,1004000000.0,,,10125000000.0,,3826000000.0,,,,,1.87,,,290000000,290000000,,,,1898000000.0,,-27000000.0,,,,,,,,0.0,,779000000.0,,,930000000.0,38000000.0,-145000000.0,,10035000000.0,-615000000.0,,,,,,,154502000.0,,,,,,954000000.0,1112000000.0,,,,261000000.0,551000000.0,0.0,1349000000.0,1069000000.0,,,8088000000.0,,,,,,,809000000.0,24331000000.0,607000000.0,,,354000000.0,,,,,112000000.0,1.85,,10793000000.0,2705000000.0,,,,,1593000000.0,,,,33000000.0,,,6744000000.0,233000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,22000000.0,-934000000.0,,12328000000.0,-907000000.0,154187000.0,,,1147000000.0,1935000000.0,,13820000000.0,,,145000000,9547000000.0,305000000.0,-201000000.0,1935000000.0,334000000.0,,,223000000.0,-43000000.0,-602000000.0,-64000000.0,7598000000.0,,46000000.0,582000000.0,153572000.0,-232000000.0,-872000000.0,-66000000.0,,13820000000.0,287000000.0,7.44,9916000000.0,-99000000.0,-34000000.0,,,3711000000.0,1147000000.0,0.0,,1168000000.0,,9916000000.0,9646000000.0,155874000.0,3825000000.0,1138000000.0,1168000000.0,1090000000.0,,0.96,1147000000.0,-172000000.0,145000000,145000000,,,,2121000000.0,7639000000.0,-500000000.0,3825000000.0,74000000.0,1023000000.0,23466000000.0,7.36,9646000000.0,449000000.0,0.0,,334000000.0,,,-1268000000.0,84000000.0,-167000000.0,,9547000000.0,-174000000.0,,-18000000.0,,,3294000000.0,33000000.0,151732000.0,98000000.0,1419000000.0,572000000.0,9533000000.0,1618000000.0,193000000.0,-770000000.0,,,,142000000.0,287000000.0,-15000000.0,1419000000.0,-164000000.0,,,7598000000.0,0.0,797000000.0,2170000000.0,192000000.0,,-500000000.0,26000000.0,23466000000.0,572000000.0,3711000000.0,-63000000.0,1421000000.0,2170000000.0,,48500000000.0,0.0,124000000.0,0.94,-2883000000.0,9533000000.0,1935000000.0,,6660000000.0,,-528000000.0,2705000000.0,,,,33000000.0,-758000000.0,,6660000000.0,223000000.0,1935000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,44000000.0,-829000000.0,,13833000000.0,,,,,,,,15580000000.0,,,430000000,,-94000000.0,289000000.0,1946000000.0,,,,,-44000000.0,-66000000.0,,,,18000000.0,,152349000.0,,,,,,744000000.0,,10302000000.0,-432000000.0,-58000000.0,,,3231000000.0,,0.0,,1690000000.0,,,10044000000.0,,3824000000.0,,,,,2.86,,,430000000,430000000,,,,1945000000.0,,,,,,,,,,0.0,,288000000.0,,,-2000000.0,46000000.0,-123000000.0,,9572000000.0,136000000.0,,,,,,,150490000.0,,,,,,107000000.0,11000000.0,,,,314000000.0,744000000.0,0.0,1258000000.0,-644000000.0,,,7600000000.0,,,,,,,-16000000.0,25624000000.0,419000000.0,,,858000000.0,,,,,114000000.0,2.82,,9546000000.0,1946000000.0,,,,,1935000000.0,,,,33000000.0,,,4764000000.0,227000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,25000000.0,-892000000.0,,13732000000.0,,,,,,,,15301000000.0,,,431000000,,1316000000.0,17000000.0,2250000000.0,,,,,-42000000.0,-305000000.0,,,,20000000.0,,151148000.0,,,,,,793000000.0,,10689000000.0,-933000000.0,30000000.0,,,3266000000.0,,0.0,,2129000000.0,,,10083000000.0,,3823000000.0,,,,,2.88,,,431000000,431000000,,,,1817000000.0,,,,,,,,,,0.0,,609000000.0,,,-404000000.0,47000000.0,-136000000.0,,8880000000.0,-381000000.0,,,,,,,149473000.0,,,,,,-608000000.0,304000000.0,,,,362000000.0,793000000.0,-38000000.0,1299000000.0,-443000000.0,,,7041000000.0,,,,,,,-744000000.0,25384000000.0,401000000.0,,,1327000000.0,,,,,114000000.0,2.85,,9291000000.0,2250000000.0,,,,,1946000000.0,,,,33000000.0,,,8073000000.0,153000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,23000000.0,-2624000000.0,,13363000000.0,,,,,,,,13943000000.0,,,314000000,,-605000000.0,141000000.0,1597000000.0,,,,,-43000000.0,-9000000.0,,,,14000000.0,,150466000.0,,,,,,648000000.0,,10960000000.0,584000000.0,41000000.0,,,3266000000.0,,0.0,,986000000.0,,,10353000000.0,,3822000000.0,,,,,2.11,,,314000000,314000000,,,,1688000000.0,,-13000000.0,,,,,,,,0.0,,307000000.0,,,-1080000000.0,47000000.0,-125000000.0,,9302000000.0,-724000000.0,,,,,,,148889000.0,,,,,,1032000000.0,-653000000.0,,,,334000000.0,648000000.0,0.0,1343000000.0,1143000000.0,,,7423000000.0,,,,,,,907000000.0,24296000000.0,379000000.0,,,2144000000.0,,,,,107000000.0,2.09,,9020000000.0,1597000000.0,,,,,2250000000.0,,,,33000000.0,,,7138000000.0,137000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,17000000.0,-2394000000.0,,13361000000.0,-281000000.0,149455000.0,,,1276000000.0,2571000000.0,,14359000000.0,,,101000000,9110000000.0,-297000000.0,54000000.0,2571000000.0,600000000.0,,,58000000.0,-43000000.0,-5000000.0,-2000000.0,7267000000.0,,79000000.0,501000000.0,150606000.0,-119000000.0,-385000000.0,-677000000.0,,14359000000.0,246000000.0,8.54,11017000000.0,104000000.0,-15000000.0,,,3265000000.0,1276000000.0,0.0,,1161000000.0,,11017000000.0,10346000000.0,151142000.0,3821000000.0,1935000000.0,1161000000.0,345000000.0,,0.68,1276000000.0,-172000000.0,101000000,101000000,,,,1868000000.0,7318000000.0,5000000.0,3821000000.0,131000000.0,1155000000.0,24705000000.0,8.44,10346000000.0,447000000.0,0.0,,600000000.0,,,934000000.0,46000000.0,-139000000.0,,9110000000.0,688000000.0,,-38000000.0,,,6558000000.0,33000000.0,148970000.0,109000000.0,1384000000.0,357000000.0,9838000000.0,868000000.0,337000000.0,974000000.0,,,,145000000.0,246000000.0,0.0,1384000000.0,-175000000.0,,,7267000000.0,0.0,636000000.0,2431000000.0,186000000.0,,-33000000.0,198000000.0,24705000000.0,357000000.0,3265000000.0,320000000.0,2229000000.0,2431000000.0,,54289000000.0,0.0,112000000.0,0.67,-6739000000.0,9838000000.0,2571000000.0,,4976000000.0,,-523000000.0,1597000000.0,,,,33000000.0,-552000000.0,,4976000000.0,58000000.0,2571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,23000000.0,-1430000000.0,,13800000000.0,,,,,,,,16409000000.0,,,234000000,,-428000000.0,138000000.0,2801000000.0,,,,,-47000000.0,-71000000.0,,,,32000000.0,,150554000.0,,,,,,500000000.0,,11205000000.0,83000000.0,15000000.0,,,3265000000.0,,0.0,,1737000000.0,,,10525000000.0,,3793000000.0,,,,,1.57,,,234000000,234000000,,,,1768000000.0,,,,,,,,,,260000000.0,,557000000.0,,,176000000.0,47000000.0,-125000000.0,,9678000000.0,338000000.0,,,,,,,149161000.0,,,,,,482000000.0,230000000.0,,,,266000000.0,500000000.0,,1420000000.0,-576000000.0,,,7738000000.0,,,,,,,357000000.0,26934000000.0,336000000.0,,,1127000000.0,,,,,115000000.0,1.56,,10539000000.0,2801000000.0,,,,,2571000000.0,,,,33000000.0,,,9188000000.0,76000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,25000000.0,-1098000000.0,,14007000000.0,,,,,,,,16362000000.0,,,311000000,,131000000.0,144000000.0,2429000000.0,,,,,-43000000.0,-2000000.0,,,,36000000.0,,150806000.0,,,,,,636000000.0,,11492000000.0,-726000000.0,-39000000.0,,,3266000000.0,,-1000000.0,,2553000000.0,,,10874000000.0,,3793000000.0,,,,,2.08,,,311000000,311000000,,,,1726000000.0,,,,,,,,,,262000000.0,,492000000.0,,,-227000000.0,47000000.0,-131000000.0,,9468000000.0,-117000000.0,,,,,,,149386000.0,,,,,,-276000000.0,-372000000.0,,,,325000000.0,636000000.0,,1452000000.0,-816000000.0,,,7417000000.0,,,,,,,-407000000.0,27236000000.0,316000000.0,,,1361000000.0,,,,,116000000.0,2.06,,9846000000.0,2429000000.0,,,,,2801000000.0,,,,33000000.0,,,9131000000.0,134000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,28000000.0,-2005000000.0,,13694000000.0,,,,,,,,18181000000.0,,,450000000,,-237000000.0,-209000000.0,6769000000.0,,,,,-43000000.0,-2000000.0,,,,49000000.0,,150904000.0,,,,,,902000000.0,,11899000000.0,3807000000.0,78000000.0,,,3272000000.0,,0.0,,765000000.0,,,11285000000.0,,3792000000.0,,,,,3.01,,,450000000,450000000,,,,1759000000.0,,-10000000.0,,,,,,,,227000000.0,,483000000.0,,,74000000.0,47000000.0,-139000000.0,,9602000000.0,129000000.0,,,,,,,149417000.0,,,,,,4503000000.0,4340000000.0,,,,452000000.0,902000000.0,-6000000.0,1478000000.0,1788000000.0,,,7329000000.0,,,,,,,4364000000.0,29466000000.0,298000000.0,,,1913000000.0,,,,,117000000.0,2.98,,14098000000.0,6769000000.0,,,,,2429000000.0,,,,33000000.0,,,7982000000.0,112000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,39000000.0,-2033000000.0,,12878000000.0,1093000000.0,149375000.0,,,614000000.0,3877000000.0,,14711000000.0,,,-401000000,9798000000.0,-828000000.0,-486000000.0,3877000000.0,512000000.0,,,-66000000.0,-44000000.0,-29000000.0,-71000000.0,7595000000.0,,45000000.0,-413000000.0,149536000.0,-119000000.0,-104000000.0,747000000.0,,14711000000.0,-486000000.0,4.11,11454000000.0,-2417000000.0,-125000000.0,,,3272000000.0,614000000.0,0.0,,1280000000.0,,11454000000.0,10685000000.0,150917000.0,3792000000.0,2571000000.0,1280000000.0,1409000000.0,,-2.68,614000000.0,-177000000.0,-401000000,-401000000,,,,2024000000.0,7277000000.0,-1000000.0,3792000000.0,162000000.0,938000000.0,25396000000.0,4.07,10685000000.0,465000000.0,220000000.0,,512000000.0,,,709000000.0,48000000.0,-132000000.0,,9798000000.0,743000000.0,,-7000000.0,,,5738000000.0,33000000.0,149536000.0,115000000.0,1505000000.0,280000000.0,11472000000.0,1936000000.0,-2773000000.0,-2892000000.0,,,,-85000000.0,-486000000.0,0.0,1505000000.0,-515000000.0,,,7595000000.0,0.0,1306000000.0,1552000000.0,189000000.0,,-91000000.0,-2905000000.0,25396000000.0,280000000.0,3272000000.0,-1362000000.0,1337000000.0,1552000000.0,,54379000000.0,969000000.0,117000000.0,-2.68,-6566000000.0,11472000000.0,3877000000.0,,7030000000.0,,-527000000.0,6769000000.0,,,,33000000.0,732000000.0,,7030000000.0,-66000000.0,3877000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,26000000.0,-1876000000.0,,13762000000.0,,,,,,,,21478000000.0,,,1115000000,,-926000000.0,198000000.0,8425000000.0,,,,,-47000000.0,-1574000000.0,,,,36000000.0,,148872000.0,,,,,,1689000000.0,,12509000000.0,2907000000.0,29000000.0,,3420000000.0,3279000000.0,,0.0,,1838000000.0,,,10234000000.0,,4780000000.0,,,,,7.54,,,1115000000,1115000000,,,,1553000000.0,,-34000000.0,,,,,,,,0.0,,648000000.0,,,1269000000.0,49000000.0,-122000000.0,,10629000000.0,1730000000.0,,,,,,,147824000.0,,,,,,4205000000.0,4548000000.0,,,,574000000.0,1689000000.0,-7000000.0,1525000000.0,-558000000.0,,,8205000000.0,,,,,,,4083000000.0,31712000000.0,262000000.0,,,1079000000.0,,,,,118000000.0,7.49,,16630000000.0,8425000000.0,,,,,3877000000.0,,,,33000000.0,,,9436000000.0,-58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,57000000.0,-1332000000.0,,13534000000.0,,,,,,,,21300000000.0,,,650000000,,-152000000.0,77000000.0,8139000000.0,,,,,-57000000.0,-4000000.0,,,,31000000.0,,145634000.0,,,,,,1042000000.0,,13101000000.0,-934000000.0,-27000000.0,,3356000000.0,3280000000.0,,0.0,,2430000000.0,,,10953000000.0,,4279000000.0,,,,,4.49,,,650000000,650000000,,,,1453000000.0,,,,,,,,,,0.0,,818000000.0,,,-28000000.0,58000000.0,-111000000.0,,10785000000.0,351000000.0,,,,,,,144600000.0,,,,,,-106000000.0,-286000000.0,,,,392000000.0,1042000000.0,-2000000.0,1543000000.0,-592000000.0,,,8115000000.0,,,,,,,-217000000.0,32253000000.0,245000000.0,,,1293000000.0,,,,,119000000.0,4.46,,16254000000.0,8139000000.0,,,,,8425000000.0,,,,33000000.0,,,9531000000.0,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,33000000.0,-1129000000.0,,13282000000.0,,,,,,,,21745000000.0,,,499000000,,-698000000.0,121000000.0,9865000000.0,,,,,-58000000.0,-241000000.0,,,,47000000.0,,145360000.0,,,,,,799000000.0,,13542000000.0,2220000000.0,-56000000.0,,3447000000.0,3281000000.0,,0.0,,922000000.0,,,11211000000.0,,3977000000.0,,,,,3.46,,,499000000,499000000,,,,1688000000.0,,,,,,,,,,0.0,,1124000000.0,,,-439000000.0,59000000.0,-143000000.0,,11338000000.0,-150000000.0,,,,,,,144215000.0,,,,,,2863000000.0,1726000000.0,,,,300000000.0,799000000.0,-1000000.0,1560000000.0,1508000000.0,,,8622000000.0,,,,,,,2720000000.0,32956000000.0,227000000.0,,,575000000.0,,,,,120000000.0,3.44,,18487000000.0,9865000000.0,,,,,8139000000.0,,,,33000000.0,,,9847000000.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,41000000.0,-1928000000.0,,13189000000.0,1823000000.0,144493000.0,,,2448000000.0,4042000000.0,,17336000000.0,378000000.0,,184000000,12302000000.0,-1165000000.0,-291000000.0,4042000000.0,291000000.0,,,19000000.0,-58000000.0,-1546000000.0,132000000.0,9557000000.0,,41000000.0,105000000.0,142474000.0,426000000.0,-3365000000.0,688000000.0,,17336000000.0,490000000.0,16.94,13670000000.0,-3505000000.0,186000000.0,,,3281000000.0,2448000000.0,0.0,,854000000.0,,13670000000.0,9842000000.0,145585000.0,4770000000.0,3877000000.0,854000000.0,3525000000.0,,1.3,2448000000.0,-220000000.0,184000000,184000000,,378000000.0,,1873000000.0,6567000000.0,-800000000.0,4770000000.0,155000000.0,1572000000.0,27178000000.0,16.81,9842000000.0,485000000.0,0.0,,291000000.0,,,-1747000000.0,76000000.0,-150000000.0,,12302000000.0,-108000000.0,,-31000000.0,,,3879000000.0,33000000.0,141333000.0,157000000.0,1584000000.0,226000000.0,13599000000.0,4051000000.0,-2911000000.0,-5823000000.0,,,,306000000.0,490000000.0,-21000000.0,1584000000.0,68000000.0,,,9557000000.0,,165000000.0,4020000000.0,242000000.0,,-800000000.0,-3061000000.0,27178000000.0,226000000.0,3281000000.0,-2941000000.0,932000000.0,,,53767000000.0,,128000000.0,1.29,-6265000000.0,13599000000.0,4042000000.0,,8737000000.0,,-526000000.0,9865000000.0,,,,33000000.0,-945000000.0,,8737000000.0,19000000.0,4042000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,35000000.0,-1711000000.0,,14279000000.0,,,,,,,,23372000000.0,,,491000000,,-405000000.0,293000000.0,8855000000.0,,,,,-57000000.0,-51000000.0,,,,47000000.0,,138830000.0,,,,,,,,14086000000.0,2920000000.0,83000000.0,,,3760000000.0,,,,1276000000.0,,,10081000000.0,,4772000000.0,,,,,3.56,,,491000000,491000000,,,,1749000000.0,,-17000000.0,,,,,,,,,,522000000.0,,,1532000000.0,53000000.0,-134000000.0,,12103000000.0,1401000000.0,,,,,,,137903000.0,,,,,,3686000000.0,4813000000.0,,,,216000000.0,707000000.0,-169000000.0,1595000000.0,-422000000.0,,,9742000000.0,,,,,,,3552000000.0,33453000000.0,276000000.0,,,1609000000.0,,,,,139000000.0,3.53,,18597000000.0,8855000000.0,,,,,4042000000.0,,,,33000000.0,,,,-154000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,34000000.0,-913000000.0,,14259000000.0,,,,,,,,24059000000.0,,,193000000,,118000000.0,117000000.0,8831000000.0,,,,,-69000000.0,-42000000.0,,,,23000000.0,,138576000.0,,,,,,,,14211000000.0,-855000000.0,-387000000.0,,,3895000000.0,,,,1471000000.0,,,10211000000.0,,4773000000.0,,,,,1.4,,,193000000,193000000,,,,1761000000.0,,-50000000.0,,,,,,,,,,472000000.0,,,-17000000.0,53000000.0,-138000000.0,,9843000000.0,114000000.0,,,,,,,137763000.0,,,,,,-125000000.0,-24000000.0,,,,-174000000.0,19000000.0,-185000000.0,1626000000.0,-197000000.0,,,9464000000.0,,,,,,,-263000000.0,34270000000.0,284000000.0,,,1354000000.0,,,,,130000000.0,1.39,,17516000000.0,8052000000.0,,,,,8855000000.0,,,,33000000.0,,,,-176000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,36000000.0,-755000000.0,,14206000000.0,,,,,,,,16897000000.0,,,644000000,,-2353000000.0,0.0,4142000000.0,,,,,-69000000.0,-201000000.0,,,,27000000.0,,138678000.0,,,,,,,,14786000000.0,-2341000000.0,469000000.0,,,3895000000.0,,,,1062000000.0,,,10593000000.0,,4774000000.0,,,,,4.68,,,644000000,644000000,,,,1900000000.0,,,,,,,,,,,,597000000.0,,,-1281000000.0,53000000.0,-164000000.0,,11148000000.0,-1137000000.0,,,,,,,137709000.0,,,,,,-1055000000.0,-4689000000.0,,,,266000000.0,901000000.0,-1900000000.0,1685000000.0,408000000.0,,,9695000000.0,,,,,,,-1219000000.0,27490000000.0,263000000.0,,,466000000.0,,,,,131000000.0,4.65,,13837000000.0,4142000000.0,,,,,8831000000.0,,,,33000000.0,,,,-206000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,32000000.0,-1308000000.0,,14168000000.0,-640000000.0,137486000.0,,,1683000000.0,2343000000.0,,15252000000.0,,,355000000,11484000000.0,-447000000.0,-158000000.0,2343000000.0,1865000000.0,,,-159000000.0,-70000000.0,-796000000.0,194000000.0,10026000000.0,,10000000.0,252000000.0,137529000.0,,-1090000000.0,-1167000000.0,,15252000000.0,,12.24,15072000000.0,-891000000.0,29000000.0,,,3897000000.0,1683000000.0,,,1015000000.0,,15072000000.0,10161000000.0,138403000.0,4375000000.0,4042000000.0,1015000000.0,1561000000.0,,2.6,1683000000.0,-265000000.0,355000000,355000000,,,,2115000000.0,7525000000.0,-378000000.0,4375000000.0,107000000.0,391000000.0,25413000000.0,12.16,10161000000.0,534000000.0,,,1865000000.0,,,-1019000000.0,59000000.0,-176000000.0,,11484000000.0,-1018000000.0,,-2254000000.0,,,4466000000.0,33000000.0,136570000.0,137000000.0,1735000000.0,245000000.0,12369000000.0,2173000000.0,-333000000.0,-1799000000.0,,,,83000000.0,436000000.0,0.0,1735000000.0,47000000.0,,,10026000000.0,,-1699000000.0,2063000000.0,218000000.0,,-350000000.0,-509000000.0,25413000000.0,245000000.0,3897000000.0,-3087000000.0,1037000000.0,,,56912000000.0,,134000000.0,2.58,-4687000000.0,12369000000.0,2343000000.0,,,,-612000000.0,4142000000.0,,,,33000000.0,-785000000.0,,,-159000000.0,2343000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,33000000.0,-2175000000.0,,16107000000.0,,,,,,,,17508000000.0,,,566000000,,145000000.0,1162000000.0,3877000000.0,,,,,-68000000.0,-10000000.0,,,,18000000.0,,135962000.0,,,,,,,,15563000000.0,165000000.0,-21000000.0,,,3897000000.0,,,,1955000000.0,,,10841000000.0,,4376000000.0,,,,,4.18,,,566000000,566000000,,,,1660000000.0,,-17000000.0,,,,,,,,,,1872000000.0,,,493000000.0,62000000.0,-139000000.0,,11346000000.0,554000000.0,,,,,,,135383000.0,,,,,,896000000.0,1534000000.0,,,,183000000.0,746000000.0,0.0,1754000000.0,,,,9876000000.0,,,,,,,757000000.0,28349000000.0,228000000.0,,,2459000000.0,,,,,136000000.0,4.16,,13753000000.0,3877000000.0,,,,,2343000000.0,,,,33000000.0,,,,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,43000000.0,-960000000.0,,16245000000.0,,,,,,,,17041000000.0,,,940000000,,-56000000.0,-182000000.0,4778000000.0,,,,,-74000000.0,0.0,,,,27000000.0,,135579000.0,,,,,,,,16429000000.0,303000000.0,0.0,,,3922000000.0,,,,904000000.0,,,11872000000.0,,4377000000.0,,,,,6.96,,,940000000,940000000,,,,1703000000.0,,-339000000.0,,,,,,,,,,1553000000.0,,,-477000000.0,60000000.0,-157000000.0,,11458000000.0,-81000000.0,,,,,,,135063000.0,,,,,,1434000000.0,901000000.0,,,,301000000.0,1229000000.0,0.0,1796000000.0,,,,9991000000.0,,,,,,,1277000000.0,28913000000.0,211000000.0,,,1061000000.0,,,,,140000000.0,6.94,,14769000000.0,4778000000.0,,,,,3877000000.0,,,,33000000.0,,,,112000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
