,quarterlyInventory,annualChangeInInventory,annualDilutedAverageShares,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualCurrentLiabilities,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyOperatingExpense,annualCapitalStock,trailingOtherNonCashItems,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,annualNetPPE,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,quarterlyDilutedEPS,quarterlyOperatingCashFlow,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualBasicAverageShares,trailingInterestExpense,trailingPretaxIncome,annualGrossPPE,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualRepaymentOfDebt,annualInterestExpense,annualPretaxIncome,quarterlyFreeCashFlow,annualPurchaseOfInvestment,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyEndCashPosition,trailingEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyTotalRevenue,annualTaxProvision,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualTotalRevenue,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyCurrentAssets,annualOperatingExpense,annualOtherNonCurrentAssets,annualCommonStockIssuance,quarterlyGrossPPE,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualChangeInAccountPayable,annualTotalLiabilitiesNetMinorityInterest,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentAssets,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingNetIncome,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,annualAccountsReceivable,quarterlyLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyChangeInInventory,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,annualStockholdersEquity,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualBasicEPS,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1348963200,6029000.0,,,,637000.0,,,-622553000.0,-37616000.0,67352000.0,,,,,7226000.0,166499000.0,-33242000.0,,,75285000.0,,,,-1797000.0,,29772000.0,,,,,,,0.71,67308000.0,,45994000.0,,-3845000.0,5533000.0,,,,,1443126000.0,,1825735000.0,,,,,,,,,,,,,29692000.0,,,1975833000.0,,41905000.0,,,,,,14168000.0,,,,,16971000.0,,20816000.0,16971000.0,,419000.0,58839000.0,,,,,,16971000.0,,-37911000.0,,178135000.0,,,,50081000.0,,,,,,,1500897000.0,4187000.0,,0.71,29772000.0,,,,111646000.0,150098000.0,,,,2065679000.0,,,190234000.0,,-6598000.0,,,,,,,,,,36361000.0,,29460000.0,,,,-6092000.0,,253875000.0,,,-295000.0,,,,48087000.0,58510000.0,66489000.0,,2615000.0,,474936000.0,,,479460000.0,,,,,,,,29772000.0,29772000.0,34312000.0,,343235000.0,41905000.0,,,,-30508000.0,1310663000.0,45448000.0,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,5874000.0,,41892000.0,,1765000.0,56866000.0,8604000.0,-639307000.0,-28081000.0,136258000.0,243067000.0,,,5874000.0,7299000.0,158846000.0,16995000.0,,,61418000.0,419000.0,,,5201000.0,13963000.0,5598000.0,338125000.0,,1457056000.0,158846000.0,38790000.0,,0.12,32509000.0,131914000.0,45270000.0,153084000.0,21819000.0,5018000.0,0.0,,1.17,592000.0,1457056000.0,11587000.0,1849360000.0,2615000.0,,,41892000.0,,,2096363000.0,5018000.0,1959000.0,-59037000.0,28136000.0,70280000.0,4428000.0,-3294000.0,,1995924000.0,158574000.0,41908000.0,,13963000.0,5217000.0,,,14144000.0,,47199000.0,-127681000.0,-128931000.0,38790000.0,,16971000.0,38790000.0,,419000.0,47199000.0,,38790000.0,93199000.0,187584000.0,,38790000.0,,-27685000.0,-431000.0,121530000.0,21452000.0,38790000.0,54592000.0,26182000.0,,,,559966000.0,,48828000.0,1522212000.0,-12187000.0,136258000.0,0.12,5006000.0,221841000.0,,,72550000.0,146564000.0,244926000.0,45270000.0,0.0,2096363000.0,,,243067000.0,,-6602000.0,879000.0,1522212000.0,34133000.0,,1279145000.0,-639307000.0,,146564000.0,27701000.0,11132000.0,,-3028000.0,,,,41007000.0,,252280000.0,187584000.0,-1392000.0,3605000.0,252280000.0,,1995924000.0,29958000.0,54592000.0,48980000.0,,2615000.0,48828000.0,473712000.0,27203000.0,29958000.0,434467000.0,48828000.0,-26387000.0,,93927000.0,4233000.0,,1849360000.0,5006000.0,5006000.0,24817000.0,434467000.0,158574000.0,41908000.0,473712000.0,44605000.0,23139000.0,-4884000.0,1279145000.0,44605000.0,1.17,,,,,,,,,,,,,,,,,,,,,,,
1364688000,5687000.0,,,,1105000.0,,,-655345000.0,-32101000.0,140018000.0,,,,,7497000.0,158037000.0,102870000.0,,,60990000.0,,,,-4558000.0,,-1768000.0,,,,,,,-0.03,19549000.0,,47848000.0,,88887000.0,6132000.0,110688000.0,,,-695000.0,1468590000.0,,1872659000.0,,-1645000.0,,,,,,,,,,,-12552000.0,,,2104355000.0,,42248000.0,,,,,,15110000.0,,,,,127677000.0,,38790000.0,127677000.0,,477000.0,44293000.0,,,,,,127677000.0,,-33532000.0,,111444000.0,,,,20358000.0,,,-1539000.0,,,,1532198000.0,-730000.0,,-0.03,-1073000.0,,,,65614000.0,231696000.0,,,,2123935000.0,,,256754000.0,,-6705000.0,,,,,,,,,,4624000.0,,-548000.0,,,,6022000.0,,244502000.0,186242000.0,,108000.0,,,,29204000.0,66311000.0,45830000.0,,2615000.0,,572157000.0,,,434153000.0,,,,,,,,-1073000.0,-1073000.0,25281000.0,,157971000.0,42248000.0,,,,-355000.0,1275444000.0,29607000.0,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,5720000.0,,,,-25000.0,,,-670452000.0,-34089000.0,76855000.0,,,,,7264000.0,167611000.0,-73049000.0,,,60391000.0,,,,1199000.0,,23042000.0,,,,,,,0.28,17227000.0,,47752000.0,,-89009000.0,4717000.0,0.0,,,9532000.0,1490254000.0,,1894531000.0,,-18041000.0,,,,,,,,,,,-16862000.0,,,2058607000.0,,47729000.0,,,,,,14978000.0,,,,,38668000.0,,127677000.0,38668000.0,,477000.0,57158000.0,,,,,,38668000.0,,-33187000.0,,154555000.0,,,,45284000.0,,,-69000.0,,,,1480127000.0,9517000.0,,0.28,13510000.0,,,,90722000.0,164076000.0,,,,2160706000.0,,,196210000.0,,-7638000.0,,,,,,,,,,30331000.0,,1394000.0,,,,-11267000.0,,250375000.0,186202000.0,,971000.0,,,,41493000.0,57480000.0,63833000.0,,2615000.0,,578480000.0,,,430705000.0,,,,,,,,13510000.0,13510000.0,23155000.0,,160638000.0,47760000.0,,,,-95473000.0,1283917000.0,39895000.0,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,5689000.0,,,,824000.0,,,-685351000.0,-28592000.0,59528000.0,,,,,7147000.0,168091000.0,-24825000.0,,,62246000.0,,,,618000.0,,40646000.0,,,,,,,0.61,65123000.0,,50165000.0,,10179000.0,1699000.0,0.0,,,11495000.0,1505222000.0,,1912881000.0,,-4950000.0,,,,,,,,,,,36531000.0,,,2083433000.0,,47737000.0,,,,,,14979000.0,,,,,48847000.0,,38668000.0,48847000.0,,477000.0,60414000.0,,,,,,48847000.0,,-30119000.0,,184404000.0,,,,62772000.0,,,-1596000.0,,,,1483179000.0,-1068000.0,,0.61,29151000.0,,,,109215000.0,170552000.0,,,,2190573000.0,,,197013000.0,,-7638000.0,,,,,,,,,,46969000.0,,11508000.0,,,,21636000.0,,271887000.0,184879000.0,,69000.0,,,,42979000.0,75372000.0,75189000.0,,2615000.0,,600254000.0,,,430227000.0,,,,,,,,29151000.0,29151000.0,24670000.0,,162269000.0,47770000.0,,,,-20505000.0,1286166000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,5571000.0,,46417000.0,1832000.0,1626000.0,60250000.0,-10261000.0,-697497000.0,-28206000.0,54723000.0,166584000.0,,,5571000.0,6951000.0,183245000.0,-15257000.0,,,63995000.0,477000.0,,,1271000.0,12219000.0,5803000.0,340674000.0,,1515831000.0,183245000.0,27506000.0,,0.12,22274000.0,124173000.0,50238000.0,154902000.0,-21341000.0,1827000.0,0.0,,1.02,137000.0,1515831000.0,-11284000.0,1820365000.0,2615000.0,17435000.0,,46384000.0,,,2213328000.0,1827000.0,1073000.0,-160523000.0,28859000.0,67723000.0,-5932000.0,-3281000.0,,1959855000.0,167723000.0,47741000.0,,12219000.0,3530000.0,,,15183000.0,,55087000.0,-122988000.0,-125196000.0,27506000.0,,48847000.0,27506000.0,,477000.0,55087000.0,,27506000.0,93052000.0,183393000.0,,27506000.0,,-28358000.0,-1470000.0,133700000.0,20469000.0,27506000.0,54947000.0,27449000.0,,,-77000.0,584103000.0,,47254000.0,1361099000.0,-3910000.0,54723000.0,0.12,5666000.0,243429000.0,,,75123000.0,139490000.0,247622000.0,50238000.0,110688000.0,2213328000.0,,,166584000.0,,-7638000.0,3809000.0,1361099000.0,9800000.0,,1194515000.0,-697497000.0,,139490000.0,15634000.0,11128000.0,,-3988000.0,,,,-757000.0,,269915000.0,183393000.0,-7201000.0,-75000.0,269915000.0,,1959855000.0,31468000.0,54947000.0,58577000.0,,2615000.0,47254000.0,598756000.0,38790000.0,31468000.0,426142000.0,47254000.0,-29619000.0,,98055000.0,1185000.0,,1820365000.0,5666000.0,5666000.0,24949000.0,426142000.0,167723000.0,47780000.0,598756000.0,49587000.0,8366000.0,-44190000.0,1194515000.0,49587000.0,1.02,,,,,,,,,,,,,,,,,,,,,,,
1396224000,5966000.0,,,,161000.0,,,-713069000.0,-24620000.0,71875000.0,,,,,6710000.0,179369000.0,9641000.0,,,62795000.0,,,,659000.0,,-9236000.0,,,,,,,-0.11,10473000.0,,52404000.0,,-5762000.0,6130000.0,0.0,,,-3760000.0,1523118000.0,,1832482000.0,,6006000.0,,,,,,,,,,,-14147000.0,,,1962588000.0,,47756000.0,,,,,,16564000.0,,,,,21744000.0,,27506000.0,21744000.0,,478000.0,50731000.0,,,,,,21744000.0,,-25876000.0,,110515000.0,,,,14038000.0,,,-1674000.0,,,,1376604000.0,178000.0,,-0.11,-5476000.0,,,,60108000.0,130106000.0,,,,2236187000.0,,,192239000.0,,-7758000.0,,,,,,,,,,-2687000.0,,-9192000.0,,,,-457000.0,,256680000.0,182042000.0,,418000.0,,,,26799000.0,63503000.0,50407000.0,,2615000.0,,585984000.0,,,425730000.0,,,,,,,,-5476000.0,-5476000.0,25141000.0,,167583000.0,47756000.0,,,,-5460000.0,1184365000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,5952000.0,,,,1221000.0,,,-730266000.0,-32427000.0,87765000.0,,,,,6862000.0,180956000.0,7816000.0,,,61031000.0,,,,2088000.0,,24841000.0,,,,,,,0.36,32711000.0,,53003000.0,,7962000.0,6603000.0,0.0,,,7671000.0,1539513000.0,,1859376000.0,,-23167000.0,,,,,,,,,,,284000.0,,,2010184000.0,,47804000.0,,,,,,16598000.0,,,,,29706000.0,,21744000.0,29706000.0,,478000.0,70906000.0,,,,,,29706000.0,,-32565000.0,,158416000.0,,,,47790000.0,,,-33000.0,,,,1414292000.0,12624000.0,,0.36,17170000.0,,,,91513000.0,150808000.0,,,,2269779000.0,,,222074000.0,,-7769000.0,,,,,,,,,,30482000.0,,32599000.0,,,,-494000.0,,266082000.0,181443000.0,,-105000.0,,,,34278000.0,56800000.0,66903000.0,,2615000.0,,595892000.0,,,423334000.0,,,,,,,,17170000.0,17170000.0,23796000.0,,168819000.0,47837000.0,,,,-3703000.0,1192218000.0,26978000.0,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,5912000.0,,,,-403000.0,,,-745742000.0,-29211000.0,68334000.0,,,,,6950000.0,210357000.0,-26534000.0,,,59337000.0,,,,1175000.0,,52714000.0,,,,,,,0.7,56983000.0,,51026000.0,,-221000.0,6791000.0,0.0,,,19064000.0,1560685000.0,,1891802000.0,,3380000.0,,,,,,,,,,,27772000.0,,,2069080000.0,,47803000.0,,,,,,15319000.0,,,,,29485000.0,,29706000.0,29485000.0,,478000.0,71867000.0,,,,,,29485000.0,,-30670000.0,,191184000.0,,,,74312000.0,,,-1500000.0,,,,1446798000.0,-5563000.0,,0.7,33650000.0,,,,119404000.0,177278000.0,,,,2306427000.0,,,215414000.0,,-7768000.0,,,,,,,,,,60067000.0,,-23908000.0,,,,7794000.0,,291964000.0,182172000.0,,41000.0,,,,37070000.0,68422000.0,71780000.0,,2615000.0,,622282000.0,,,422825000.0,,,,,,,,33650000.0,33650000.0,23765000.0,,169126000.0,47840000.0,,,,-80441000.0,1231384000.0,45073000.0,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,6041000.0,,47829000.0,2195000.0,2105000.0,63322000.0,-1283000.0,-752040000.0,-45757000.0,85722000.0,217706000.0,,,6041000.0,6426000.0,214842000.0,7794000.0,,,61967000.0,478000.0,,,1766000.0,11371000.0,16391000.0,353704000.0,,1590431000.0,214842000.0,19587000.0,,,27966000.0,128133000.0,49850000.0,172875000.0,-9898000.0,6126000.0,0.0,,1.19,4997000.0,1590431000.0,-7919000.0,2033227000.0,2615000.0,18764000.0,,47791000.0,,,2342471000.0,6126000.0,396000.0,-93705000.0,26948000.0,84710000.0,-17791000.0,-3207000.0,,2187351000.0,170484000.0,,,11371000.0,3084000.0,,,14841000.0,,59395000.0,-132015000.0,-134769000.0,19587000.0,,29485000.0,19587000.0,,478000.0,59395000.0,,19587000.0,108574000.0,182284000.0,,19587000.0,,-45658000.0,5688000.0,137384000.0,27972000.0,19587000.0,66463000.0,37246000.0,,,0.0,597499000.0,,56738000.0,1560725000.0,-8609000.0,85722000.0,,11394000.0,243795000.0,,,82679000.0,154124000.0,245130000.0,49850000.0,0.0,2342471000.0,,,217706000.0,,-7768000.0,-1370000.0,1560725000.0,34125000.0,,1343019000.0,-752040000.0,,154124000.0,6126000.0,20712000.0,,-15811000.0,,,,-717000.0,,295590000.0,182284000.0,4983000.0,42000.0,295590000.0,,2187351000.0,25803000.0,66463000.0,54705000.0,,2615000.0,56738000.0,626626000.0,27506000.0,25803000.0,419233000.0,56738000.0,-31063000.0,,97373000.0,-3882000.0,,2033227000.0,11394000.0,11394000.0,24671000.0,419233000.0,170484000.0,,626626000.0,67335000.0,-16312000.0,-4101000.0,1343019000.0,67335000.0,1.19,,,,,,,,,,,,,,,,,,,,,,,
1427760000,6158000.0,,,,1004000.0,,,-766545000.0,-35047000.0,115711000.0,,,,,6523000.0,214814000.0,21908000.0,,,64216000.0,,,,203000.0,,2591000.0,,,,,,,0.03,26889000.0,,51164000.0,,13724000.0,5580000.0,,,,1016000.0,1606622000.0,,2061490000.0,,600000.0,,,,,,,,,,,-8158000.0,,,2220745000.0,,47825000.0,,,,,,15736000.0,,,,,33311000.0,,19587000.0,33311000.0,,479000.0,57684000.0,,,,,,33311000.0,,-35073000.0,,121985000.0,,,,24433000.0,,,0.0,,,,1600079000.0,-419000.0,,0.03,1575000.0,,,,72326000.0,159255000.0,,,,2373167000.0,,,253943000.0,,-8007000.0,,,,,,,,,,8110000.0,,-161000.0,,,,9739000.0,,289158000.0,181553000.0,,-26000.0,,,,24327000.0,74968000.0,49659000.0,,2615000.0,,620666000.0,,,419014000.0,,,,,,,,1575000.0,1575000.0,27695000.0,,170130000.0,47854000.0,,,,-338000.0,1346136000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,6078000.0,,,,-25000.0,,,-782374000.0,-40780000.0,133171000.0,,,,,6633000.0,221333000.0,10666000.0,,,64471000.0,,,,3402000.0,,14937000.0,,,,,,,0.21,21460000.0,,50510000.0,,-8796000.0,2647000.0,,,,5092000.0,1636676000.0,,2092843000.0,,-8111000.0,,,,,,,,,,,-19320000.0,,,2243049000.0,,47880000.0,,,,,,15916000.0,,,,,24515000.0,,33311000.0,24515000.0,,479000.0,68677000.0,,,,,,24515000.0,,-40922000.0,,144414000.0,,,,37486000.0,,,-214000.0,,,,1620013000.0,1877000.0,,0.21,9845000.0,,,,86066000.0,150206000.0,,,,2419050000.0,,,270415000.0,,-8020000.0,,,,,,,,,,21595000.0,,211000.0,,,,-4512000.0,,290983000.0,181615000.0,,72000.0,,,,29519000.0,65920000.0,58348000.0,,2615000.0,,623036000.0,,,416779000.0,,,,,,,,9845000.0,9845000.0,26637000.0,,169375000.0,47892000.0,,,,-7216000.0,1349598000.0,42941000.0,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,6087000.0,,,,-640000.0,,,-797264000.0,-42482000.0,143180000.0,,,,,6703000.0,236443000.0,2545000.0,,,69660000.0,,,,889000.0,,40151000.0,,,,,,,0.52,68175000.0,,50739000.0,,26310000.0,1870000.0,,,,15031000.0,1663565000.0,,2115454000.0,,-10901000.0,,,,,,,,,,,25693000.0,,,2306520000.0,,47878000.0,,,,,,15754000.0,,,,,50825000.0,,24515000.0,50825000.0,,479000.0,77261000.0,,,,,,50825000.0,,-44410000.0,,183543000.0,,,,62608000.0,,,-1641000.0,,,,1665668000.0,5787000.0,,0.52,25120000.0,,,,117154000.0,191066000.0,,,,2460829000.0,,,300770000.0,,-8020000.0,,,,,,,,,,47494000.0,,708000.0,,,,26593000.0,,308083000.0,180805000.0,,-287000.0,,,,41574000.0,78459000.0,66389000.0,,2615000.0,,640852000.0,,,416447000.0,,,,,,,,25120000.0,25120000.0,30737000.0,,175932000.0,47887000.0,,,,-20324000.0,1364898000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,6339000.0,,47880000.0,2578000.0,1556000.0,63182000.0,22877000.0,-805178000.0,-58524000.0,40215000.0,148455000.0,,,6339000.0,7411000.0,264897000.0,-12242000.0,,,64951000.0,479000.0,,,4806000.0,12516000.0,12627000.0,358979000.0,,1701768000.0,264897000.0,8837000.0,,,28107000.0,144631000.0,52241000.0,158957000.0,-41988000.0,2227000.0,,,0.94,4150000.0,1701768000.0,-10750000.0,2118517000.0,2615000.0,20267000.0,,47865000.0,,,2506946000.0,2227000.0,288000.0,-148003000.0,27270000.0,70306000.0,-30417000.0,-2032000.0,,2246095000.0,177577000.0,,,12516000.0,1895000.0,,,15776000.0,,66380000.0,-176833000.0,-178258000.0,8837000.0,,50825000.0,8837000.0,,479000.0,66380000.0,,8837000.0,95681000.0,180172000.0,,8837000.0,,-57853000.0,9300000.0,138426000.0,25289000.0,8837000.0,39633000.0,35404000.0,,,-177000.0,588368000.0,,45017000.0,1603940000.0,-8064000.0,40215000.0,,8477000.0,229389000.0,,,83433000.0,127578000.0,263298000.0,52241000.0,0.0,2506946000.0,,,148455000.0,,-8019000.0,-819000.0,1603940000.0,24393000.0,,1455485000.0,-805178000.0,,127578000.0,33126000.0,18482000.0,,-540000.0,,,,1306000.0,,308541000.0,180172000.0,1855000.0,529000.0,308541000.0,,2246095000.0,31512000.0,39633000.0,54993000.0,,2615000.0,45017000.0,642155000.0,19587000.0,31512000.0,512287000.0,45017000.0,-32066000.0,,113110000.0,-32202000.0,,2118517000.0,8477000.0,8477000.0,28041000.0,512287000.0,177577000.0,,642155000.0,49812000.0,218000.0,-120125000.0,1455485000.0,49812000.0,0.94,,,,,,,,,,,,,,,,,,,,,,,
1459382400,6321000.0,,,,448000.0,,,-821108000.0,-56463000.0,40613000.0,,,,,7335000.0,264153000.0,48408000.0,,,69250000.0,,,,5996000.0,,-1542000.0,,,,,,,-0.02,31026000.0,,47741000.0,,22041000.0,1075000.0,,,,-744000.0,1739679000.0,,2151284000.0,,7127000.0,,,,,,,,,,,-25437000.0,,,2299805000.0,,47905000.0,,,,,,16454000.0,495000.0,,,,30878000.0,,8837000.0,30878000.0,,480000.0,65354000.0,,,,,,30878000.0,,-57393000.0,,121727000.0,,,,22247000.0,,,-960000.0,,,,1666838000.0,-5129000.0,,-0.02,-798000.0,,,,74595000.0,148521000.0,,,,2560787000.0,,,158143000.0,,-8258000.0,,,,,,,,,,5345000.0,,43000.0,,,,15327000.0,,299485000.0,180210000.0,,-465000.0,,,,31397000.0,51101000.0,47132000.0,,2615000.0,,632967000.0,,,557849000.0,,,,,,,,-798000.0,-798000.0,27827000.0,,177429000.0,47905000.0,,,,-53869000.0,1508695000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,6393000.0,,,,955000.0,,,-836245000.0,-59692000.0,81233000.0,,,,,7597000.0,271407000.0,31896000.0,,,63518000.0,,,,1995000.0,,18762000.0,,,,,,,0.24,28037000.0,,48110000.0,,-52000.0,2702000.0,,,,7254000.0,1785077000.0,,2199123000.0,,-7688000.0,,,,,,,,,,,-31655000.0,,,2358123000.0,,47972000.0,,,,,,16247000.0,0.0,,,,30826000.0,,30878000.0,30826000.0,,480000.0,77604000.0,,,,,,30826000.0,,-59985000.0,,152445000.0,,,,42606000.0,,,-105000.0,,,,1721363000.0,9874000.0,,0.24,11508000.0,,,,88922000.0,159000000.0,,,,2621322000.0,,,202013000.0,,-8274000.0,,,,,,,,,,25404000.0,,-379000.0,,,,661000.0,,302719000.0,180429000.0,,-188000.0,,,,36635000.0,40474000.0,63523000.0,,2615000.0,,636760000.0,,,555787000.0,,,,,,,,11508000.0,11508000.0,23366000.0,,178891000.0,47972000.0,,,,-10209000.0,1519350000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,6256000.0,,,,880000.0,,,-849884000.0,-50251000.0,63230000.0,,,,,7711000.0,282973000.0,-21676000.0,,,65246000.0,,,,5001000.0,,36471000.0,,,,,,,0.48,64129000.0,,50953000.0,,-9475000.0,2837000.0,,,,13596000.0,1817751000.0,,2234916000.0,,-12791000.0,,,,,,,,,,,13878000.0,,,2386043000.0,,47969000.0,,,,,,16245000.0,0.0,,,,21351000.0,,30826000.0,21351000.0,,480000.0,84052000.0,,,,,,21351000.0,,-51928000.0,,184268000.0,,,,60427000.0,,,-1645000.0,,,,1734031000.0,4195000.0,,0.48,22875000.0,,,,108548000.0,151127000.0,,,,2667635000.0,,,203981000.0,,-8275000.0,,,,,,,,,,43302000.0,,-579000.0,,,,25588000.0,,317319000.0,182001000.0,,-32000.0,,,,45376000.0,53862000.0,75720000.0,,2615000.0,,652012000.0,,,555536000.0,,,,,,,,22875000.0,22875000.0,23844000.0,,179613000.0,47969000.0,,,,-20402000.0,1530050000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,6292000.0,,47956000.0,2849000.0,2711000.0,65203000.0,87794000.0,-858062000.0,-62532000.0,123308000.0,250230000.0,,,6292000.0,7858000.0,298924000.0,29166000.0,,,67372000.0,480000.0,,,1571000.0,11817000.0,21800000.0,366384000.0,,1859277000.0,298924000.0,25492000.0,495000.0,,36508000.0,159700000.0,51854000.0,169591000.0,4141000.0,4759000.0,,,1.01,6710000.0,1859277000.0,16655000.0,2269676000.0,2615000.0,13009000.0,,47953000.0,,,2717339000.0,4759000.0,66000.0,-88611000.0,30501000.0,75491000.0,-26024000.0,-2857000.0,,2411745000.0,180790000.0,,,11817000.0,4994000.0,,,16257000.0,0.0,77813000.0,-228938000.0,-230839000.0,25492000.0,,21351000.0,25492000.0,,480000.0,77813000.0,,25492000.0,100998000.0,182448000.0,,25492000.0,,-61533000.0,14563000.0,150930000.0,26816000.0,25492000.0,44350000.0,45485000.0,,,-147000.0,609370000.0,,48675000.0,1752274000.0,-5101000.0,123308000.0,,15090000.0,242986000.0,,,94319000.0,142069000.0,265386000.0,51854000.0,,2717339000.0,,,250230000.0,,-8274000.0,3839000.0,1752274000.0,26818000.0,,1502044000.0,-858062000.0,,142069000.0,39761000.0,26947000.0,,-111000.0,,,,-1815000.0,,324135000.0,182448000.0,-343000.0,751000.0,324135000.0,,2411745000.0,30305000.0,44350000.0,56611000.0,,2615000.0,48675000.0,659471000.0,8837000.0,30305000.0,531745000.0,48675000.0,-33081000.0,,98474000.0,-69238000.0,,2269676000.0,15090000.0,15090000.0,23437000.0,531745000.0,180790000.0,,659471000.0,30332000.0,-1026000.0,-4131000.0,1502044000.0,30332000.0,1.02,,,,,,,,,,,,,,,,,,,,,,,
