,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,trailingSaleOfInvestment,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualStockholdersEquity,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,annualCurrentLiabilities,annualStockBasedCompensation,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualOperatingIncome,trailingGrossProfit,quarterlyOperatingExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,trailingTotalRevenue,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,quarterlyChangesInAccountReceivables,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualOtherNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,quarterlyCapitalExpenditure,trailingTaxProvision,trailingNetIncome,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInInventory,quarterlyTotalRevenue,annualNetIncome,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualBeginningCashPosition,annualCostOfRevenue,quarterlyBasicEPS,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1109548800,-210946000.0,,193206000.0,193206000.0,,,,,,,,959895000.0,-811802000.0,,23808000.0,,,0.0,2089919000.0,,,,,,,,,,,184492000.0,,,,30138000.0,,,5732821000.0,,2002867000.0,,,,,37160000.0,,,-21340000.0,,,,,,,,,,1.147059,,,20051000.0,,15744000.0,,168436000.0,509068000.0,,,,509068000.0,,1427941000.0,,,-7174000.0,,,2327113000.0,,,,,,,,,4591986000.0,0.0,,193206000.0,,8753494000.0,-216842000.0,,6993000.0,,,,,,,,,-105597000.0,,1629224000.0,,0.0,5776000.0,,-428231000.0,,-13071000.0,,,,,,,300284000.0,,,,,,4161508000.0,-169630000.0,616139000.0,,,-79323000.0,,-530550000.0,,,,,317393000.0,,,1629224000.0,,310371000.0,,,,,6426381000.0,37160000.0,,,,,2962762000.0,,,117165000.0,,,2952503000.0,,,-5896000.0,,,,280233000.0,,2407312000.0,,,-431226000.0,,,,,,157656096.0,,,,1.22549,,,,,,,,,,,,,,,,
1117497600,-381204000.0,,243537000.0,233244000.0,,,,,,,,1090367000.0,-426039000.0,,5419000.0,,,0.0,2495589000.0,,,,,,,,,,,295143000.0,,,,-21869000.0,,,6724899000.0,,2337436000.0,,,,,40827000.0,,,-21137000.0,,,,,,,,,,1.45098,,,17492000.0,,15785000.0,,167843068.0,77155000.0,,,,77155000.0,,616139000.0,,,-10066000.0,,,1066200000.0,,,,,,,,,5338148000.0,0.0,,243537000.0,,9605634000.0,-387284000.0,,10195000.0,,,,,,,,,-127281000.0,,1910345000.0,,1442237000.0,11997000.0,,-659757000.0,,-16251000.0,,,,,,,414050000.0,,,,,,4267486000.0,-87904000.0,189547000.0,,,-59123000.0,,-577422000.0,,,,,437385000.0,,,1910345000.0,,374689000.0,,,,,8539434000.0,40827000.0,,,,,3427803000.0,,,141445000.0,,,3174903000.0,,,-6080000.0,,,,396558000.0,,2932974000.0,,,43069000.0,,,,,,157220089.0,,,,1.54902,,,,,,,,,,,,,,,,
1125446400,-286646000.0,,337253000.0,337253000.0,,,,,,,,1271536000.0,33316000.0,,6039000.0,,,0.0,2924611000.0,,,,,,,,,,,279904000.0,,,,13795000.0,,,7724310000.0,,2780331000.0,,,,,45744000.0,,,-21622000.0,,,,,,,,,,2.019608,,,22727000.0,,16254000.0,,166989350.0,92276000.0,,,,92276000.0,,189547000.0,,,-3460000.0,,,2860227000.0,,,,,,,,,6237405000.0,0.0,,337253000.0,,10956717000.0,-290891000.0,,8160000.0,,,,,,,,,-13676000.0,,2185538000.0,,0.0,-9184000.0,,-729440000.0,,-47753000.0,,,,,,,550704000.0,,,,,,4719312000.0,-343055000.0,222863000.0,,,-250001000.0,,-767985000.0,,,,,573721000.0,,,2185538000.0,,541772000.0,,,,,8096490000.0,45744000.0,,,,,4051867000.0,,,204519000.0,,,3490534000.0,,,-4245000.0,,,,527977000.0,,3498332000.0,,,663017000.0,,,,,,157797275.0,,,,2.137255,,,,,,,,,,,,,,,,
1133308800,1201771000.0,-1003573000.0,581159000.0,581159000.0,,,36078000.0,,,5251411000.0,,3741969000.0,848053000.0,-5765000.0,2803000.0,2592772000.0,,0.0,4126147000.0,,,4046563000.0,876830000.0,,,7863531000.0,12541225000.0,324126000.0,,299232000.0,79558000.0,,,138357000.0,16303000.0,,7863531000.0,-37350000.0,2592772000.0,299232000.0,,2044303000.0,,63526000.0,,-44653000.0,-25130000.0,,322975000.0,,6334741000.0,,876830000.0,909557000.0,195156000.0,,,38069000.0,195156000.0,19288000.0,,16303000.0,1059343000.0,,909557000.0,8.54902,,,909557000.0,2123861000.0,222863000.0,160421000.0,,-16650000.0,-581505000.0,,3446224000.0,,909557000.0,,,,,,3251068000.0,7211571000.0,-33181000.0,2159694000.0,581159000.0,,12541225000.0,1196245000.0,3741969000.0,10730000.0,,,10220000.0,3251068000.0,,-21747000.0,187257000.0,,-42730000.0,,876830000.0,-289284000.0,0.0,1631000.0,,505545000.0,,-44653000.0,8.068627,,,9095001000.0,1355155000.0,,859549000.0,0.0,,-356472000.0,,158515837.0,5251411000.0,-402984000.0,1059343000.0,815284000.0,-33181000.0,-193058000.0,,188466000.0,,,,,903787000.0,,13866971000.0,876830000.0,2231560000.0,933588000.0,3446224000.0,,301228000.0,,9095001000.0,63526000.0,,7211571000.0,,,6334741000.0,,0.0,352429000.0,,-1311883000.0,4046563000.0,,167953597.0,-5526000.0,,,,840261000.0,-1687491000.0,5029934000.0,1355155000.0,-89229000.0,49266000.0,,,,1344410000.0,187257000.0,,,1415815000.0,11635411000.0,,,,,,,,,,,,,,,,,
1141084800,-939543000.0,,258052000.0,258052000.0,,,,,,,,3132608000.0,-779432000.0,,22825000.0,,,0.0,2832372000.0,,,,,,,,,,,220761000.0,,,,57623000.0,,,8996579000.0,,3125172000.0,,,,,51891000.0,,,-25314000.0,,,,,,,,201977000.0,,1.54902,,,14153000.0,,16445000.0,,166590532.0,112030000.0,,,,112030000.0,,1059343000.0,,,-23556000.0,,,3327618000.0,,,,,,,,3125641000.0,7055901000.0,-15287000.0,,258052000.0,,12683243000.0,-944501000.0,,24878000.0,,,,,,,,,-489000.0,,798121000.0,,0.0,60646000.0,,-1294241000.0,,-4197000.0,,,,,,,370549000.0,,,,,,5554800000.0,-182809000.0,279911000.0,,,-238003000.0,,-1117227000.0,,,,,408287000.0,,,798121000.0,,409606000.0,,,,,9355625000.0,51891000.0,,,,,6257780000.0,,,151554000.0,,,4279301000.0,,,-4958000.0,,,,356396000.0,,3240659000.0,,,342920000.0,,,,,,160495756.0,,,,1.607843,,,,,,,,,,,,,,,,
1149033600,329327000.0,,324747000.0,324747000.0,,,,,,,,2018378000.0,36099000.0,,5142000.0,,,0.0,4030125000.0,,257853000.0,,,,,,,,,643510000.0,,,,31167000.0,,,8908981000.0,,4140767000.0,,,,,56532000.0,,,-25650000.0,,,,,,,,,,1.960784,,,11338000.0,,16953000.0,,165620970.0,316010000.0,,,,316010000.0,,279911000.0,,,-31035000.0,,,2930587000.0,,,,,,,,2672734000.0,6976582000.0,-18547000.0,,324747000.0,,12833908000.0,322308000.0,,25087000.0,,,,,,,,,-269517000.0,,817437000.0,,0.0,-6402000.0,,-31957000.0,,-3364000.0,,,,,,,502184000.0,,,,,,5766219000.0,-127259000.0,316010000.0,,,-22133000.0,,99145000.0,,,,,547378000.0,,,817437000.0,,515472000.0,,,,,9903321000.0,56532000.0,,,,,6159145000.0,,,190725000.0,,,4578398000.0,,,-7019000.0,,,,490846000.0,,4577503000.0,,,-165969000.0,,,,,,162373500.0,,,,2.0,,,,,,,,,,,,,,,,
1156982400,456602000.0,,206675000.0,206675000.0,,,,,,,,1732559000.0,-59955000.0,,1462000.0,,,0.0,3818359000.0,,257849000.0,,,,,,,,,599122000.0,,,,15941000.0,,,8724999000.0,,3778972000.0,,,,,50861000.0,,,-25208000.0,,,,,,,,,,1.27451,,,11799000.0,,16960000.0,,162160385.0,256055000.0,,,,256055000.0,,316010000.0,,,-30811000.0,,,2892565000.0,,,,,,,,2634716000.0,6497275000.0,-25404000.0,,206675000.0,,12501100000.0,446461000.0,,53540000.0,,,,,,,,,-29996000.0,,985744000.0,,0.0,-80869000.0,,183320000.0,,-3014000.0,,,,,,,325014000.0,,,,,,5930798000.0,-75668000.0,256055000.0,,,-88372000.0,,-9015000.0,,,,,364076000.0,,,985744000.0,,328055000.0,,129959000.0,,,9608535000.0,50861000.0,,,,,5511531000.0,,,121380000.0,,,4759865000.0,,,-10141000.0,,,,313215000.0,,4182435000.0,,,-440889000.0,,,,,,160922519.0,,,,1.284314,,,,,,,,,,,,,,,,
1164844800,708264000.0,-406469000.0,-195605000.0,-195605000.0,,,82492000.0,,,5701372000.0,,2137271000.0,522264000.0,547020000.0,1702000.0,3762734000.0,,0.0,4490528000.0,,257843000.0,4539137000.0,751496000.0,,257843000.0,7831483000.0,12408266000.0,-429205000.0,,792047000.0,50011000.0,,,-50638000.0,16976000.0,,7831483000.0,-108626000.0,3762734000.0,792047000.0,,901971000.0,,34023000.0,42877000.0,-2041000.0,-25123000.0,,554650000.0,,5900005000.0,,751496000.0,778319000.0,,,,31131000.0,,12721000.0,,16976000.0,778319000.0,,778319000.0,3.686275,,,778319000.0,951982000.0,256055000.0,54093000.0,,-23224000.0,-320339000.0,,2981621000.0,92938000.0,778319000.0,,,,,,2680901000.0,6651501000.0,-5010000.0,942649000.0,-195605000.0,,12408266000.0,703599000.0,2137271000.0,-21013000.0,,,-198005000.0,2680901000.0,,-26783000.0,193307000.0,-50061000.0,-23227000.0,92938000.0,751496000.0,-323229000.0,0.0,-171380000.0,,521417000.0,,-2041000.0,3.617647,,,9426645000.0,593869000.0,,-245765000.0,0.0,,-281024000.0,,161102761.0,5701372000.0,-20733000.0,778319000.0,348780000.0,-64248000.0,28169000.0,,655829000.0,,,,,-224463000.0,,16266662000.0,751496000.0,1095278000.0,-310484000.0,2981621000.0,394727000.0,527867000.0,,9426645000.0,34023000.0,,6651501000.0,,,5900005000.0,,0.0,-114879000.0,42877000.0,-621461000.0,4539137000.0,,164158911.0,-4665000.0,,,,-258486000.0,-371268000.0,4266065000.0,593869000.0,-101295000.0,-165267000.0,-50061000.0,,,593869000.0,193307000.0,,,1059343000.0,15171384000.0,,,,,,,,,,,,,,,,,
1172620800,-501677000.0,,68623000.0,68623000.0,,,,,,,,2163650000.0,-314395000.0,,17066000.0,,,0.0,2811207000.0,,251410000.0,,,,,,,,,577491000.0,,,,175515000.0,,,8305626000.0,,3479654000.0,,,,,46919000.0,,,-25174000.0,,,,,,,,,,0.421569,,,12606000.0,,17174000.0,,162780140.0,517134000.0,,,,463924000.0,,778319000.0,,,-197656000.0,,,2611535000.0,,,,,,,,2360125000.0,6208994000.0,-218000.0,,68623000.0,,12035977000.0,-505546000.0,,33849000.0,,,,,,,,,-1280000.0,,565690000.0,,0.0,109419000.0,,-710467000.0,,-1513000.0,,,,,,,-53440000.0,,,,,,5774981000.0,482297000.0,463924000.0,,,649973000.0,,-533729000.0,,,,,-19127000.0,,,565690000.0,,108925000.0,,95273000.0,,,9424442000.0,46919000.0,,,,,5643304000.0,,,40302000.0,,,4582586000.0,53210000.0,,-3869000.0,,,,-66046000.0,,2792080000.0,,,-295015000.0,,,,,,159080591.0,,,,0.431373,,,,,,,,,,,,,,,,
1180569600,93397000.0,,-244205000.0,-244205000.0,,,,,,,,1956771000.0,-61911000.0,,2843000.0,,,0.0,3173220000.0,,251420000.0,,,,,,,,,612706000.0,,,,-39354000.0,,,7705234000.0,,3445657000.0,,,,,45817000.0,,,-25380000.0,,,,,,,,,,-1.519608,,,13009000.0,,17208000.0,,160702645.0,402013000.0,,,,402013000.0,,463924000.0,,,157805000.0,,,2784897000.0,,,,,,,,2533477000.0,5902260000.0,2951000.0,,-244205000.0,,11542070000.0,90315000.0,,26350000.0,,,,,,,,,-1729000.0,,499832000.0,,0.0,1971000.0,,-27306000.0,,-1066000.0,,,,,,,-330085000.0,,,,,,5583555000.0,-71805000.0,402013000.0,,,-252878000.0,,259381000.0,,,,,-297277000.0,,,499832000.0,,-383272000.0,,313611000.0,,,8757173000.0,45817000.0,,,,,5402428000.0,,,-139067000.0,,,4313001000.0,,,-3082000.0,,,,-343094000.0,,2875943000.0,,,-83503000.0,,,,,,160702645.0,,,,-1.519608,,,,,,,,,,,,,,,,
1188518400,302078000.0,,-513852000.0,-513852000.0,,,,,,,,1772299000.0,-150900000.0,,189000.0,,,0.0,2995054000.0,,234923000.0,,,,,,,,,557400000.0,,,,-137920000.0,,,6720497000.0,,3123608000.0,,,,,44700000.0,,,-25281000.0,,,,,,,,,,-3.186275,,,13608000.0,,17210000.0,,161270474.0,251113000.0,,,,251113000.0,,402013000.0,,,-44923000.0,,,2865248000.0,,,,,,,,2009614000.0,5315821000.0,-37874000.0,,-513852000.0,,10432453000.0,304472000.0,,16077000.0,,,,,,,,,-875000.0,,419914000.0,,0.0,-429176000.0,,374725000.0,,-701000.0,,,,,,,-684293000.0,,,,,,5097259000.0,-67341000.0,251113000.0,,,-40889000.0,,265081000.0,,,,,-653201000.0,,,419914000.0,,-837643000.0,,721266000.0,,,7567205000.0,44700000.0,,,,,4895907000.0,,,-323791000.0,,,3773868000.0,,,2394000.0,,,,-697901000.0,,2341853000.0,,,-385637000.0,,,,,,161270474.0,,,,-3.186275,,,,,,,,,,,,,,,,
1196380800,550715000.0,306983000.0,-1251647000.0,-1251647000.0,,,107530000.0,,,3822119000.0,,2039093000.0,544081000.0,2803581000.0,1490000.0,2836873000.0,,0.0,3660005000.0,,61222000.0,2496933000.0,376134000.0,,61222000.0,4500403000.0,9102747000.0,-734621000.0,,428340000.0,56764000.0,,,-451488000.0,17227000.0,,4500403000.0,-107791000.0,2836873000.0,428340000.0,,-2625907000.0,,35766000.0,23918000.0,-2061000.0,-25288000.0,,444513000.0,,4875966000.0,,376134000.0,795194000.0,,,,21588000.0,,17541000.0,,17227000.0,795194000.0,,795194000.0,-12.068627,,,795194000.0,-2569143000.0,251113000.0,-453247000.0,,-23017000.0,307163000.0,,3283504000.0,76909000.0,795194000.0,,,,,,2456766000.0,5252100000.0,448186000.0,-3081081000.0,-1251647000.0,,9102747000.0,555272000.0,2039093000.0,31254000.0,,,-438817000.0,2456766000.0,,,173202000.0,-52991000.0,-87000.0,76909000.0,376134000.0,-3971000.0,0.0,-121031000.0,,31284000.0,,-2061000.0,-12.068627,,,5819243000.0,-1941081000.0,,-1501325000.0,0.0,,16875000.0,,160836931.0,3822119000.0,-36168000.0,795194000.0,-1140000000.0,413045000.0,-49043000.0,,675495000.0,,,,,-1483100000.0,,10186781000.0,376134000.0,-2452705000.0,-1969091000.0,3283504000.0,1673431000.0,444513000.0,,5819243000.0,35766000.0,,5252100000.0,,,4875966000.0,,0.0,-717444000.0,23918000.0,-331764000.0,2496933000.0,,160836931.0,,,,,-1518866000.0,666228000.0,2176905000.0,-1941081000.0,-101123000.0,29534000.0,-52991000.0,,,-1941081000.0,173202000.0,,,778319000.0,12639486000.0,,,,,,,,,,,,,,,,,
1204243200,844523000.0,,-88216000.0,-88216000.0,,,,,,,,1994873000.0,380946000.0,,224000.0,,,0.0,1137378000.0,,61222000.0,,,,,,,,,286726000.0,,,,-44773000.0,,,4574159000.0,,2573489000.0,,,,,34822000.0,,,-25725000.0,,,,,,,,,,-0.54902,,,10532000.0,,17340000.0,,160679143.0,1176140000.0,,,,1176140000.0,,795194000.0,,,-55026000.0,,,2443207000.0,,,,,,,,1489066000.0,4811667000.0,-14103000.0,,-88216000.0,,8515201000.0,844523000.0,,51819000.0,,,,,,,,,-344000.0,,243305000.0,,0.0,-138005000.0,,936954000.0,,-3660000.0,,,,,,,-98755000.0,,,,,,3680898000.0,-130620000.0,1176140000.0,,,-127730000.0,,-39242000.0,,,,,-74465000.0,,,243305000.0,,-154294000.0,,93767000.0,,,6071994000.0,34822000.0,,,,,4568362000.0,,,-66078000.0,,,2351786000.0,,,,,,,-109287000.0,,1062913000.0,,,-332957000.0,,,,,,160679143.0,,,,-0.54902,,,,,,,,,,,,,,,,
1212192000,-77728000.0,,-120916000.0,-120916000.0,,,,,,,,1798872000.0,-166091000.0,,0.0,,,0.0,1204939000.0,,61222000.0,,,,,,,,,276157000.0,,,,-66793000.0,,,4544726000.0,,2637767000.0,,,,,29584000.0,,,-25686000.0,,,,,,,,,,-0.745098,,,9162000.0,,17341000.0,,161513940.0,1010049000.0,,,,1010049000.0,,1176140000.0,,,-58422000.0,,,2374275000.0,,,,,,,,1364607000.0,4673520000.0,-16033000.0,,-120916000.0,,8253859000.0,-78674000.0,,57210000.0,,,,,,,,,-1197000.0,,236881000.0,,0.0,-58341000.0,,-62454000.0,,-2812000.0,,,,,,,-97445000.0,,,,,,3539590000.0,-48652000.0,1010049000.0,,,-46177000.0,,58540000.0,,,,,-77023000.0,,,236881000.0,,-173182000.0,,134505000.0,,,5879584000.0,29584000.0,,,,,4436639000.0,,,-52266000.0,,,2205188000.0,,,,,,,-106607000.0,,1127916000.0,,,-39711000.0,,,,,,161513940.0,,,,-0.745098,,,,,,,,,,,,,,,,
1220140800,87573000.0,,-88964000.0,-88964000.0,,,,,,,,1826553000.0,-70633000.0,,0.0,,,0.0,1157425000.0,,34046000.0,,,,,,,,,196164000.0,,,,-63186000.0,,,4775586000.0,,2532862000.0,,,,,34047000.0,,,-25662000.0,,,,,,,,,,-0.54902,,,8126000.0,,17346000.0,,161668980.0,939416000.0,,,,939416000.0,,1010049000.0,,,-50031000.0,,,2268266000.0,,,,,,,,1248263000.0,4620082000.0,131079000.0,,-88964000.0,,8226960000.0,86285000.0,,60920000.0,,,,,,,,,-145000.0,,260667000.0,,0.0,-48839000.0,,63742000.0,,,,,,,,,-76806000.0,,,,,,3431898000.0,-76980000.0,939416000.0,,,-86581000.0,,-60326000.0,,,,,-50885000.0,,,260667000.0,,-139102000.0,,141657000.0,,,5958694000.0,34047000.0,,,,,4359415000.0,,,-50138000.0,,,2090564000.0,,,-1288000.0,,,,-84932000.0,,1106540000.0,,,-81226000.0,,,,,,161668980.0,,,,-0.54902,,,,,,,,,,,,,,,,
1228003200,246466000.0,-265703000.0,-810989000.0,-810989000.0,,,220322000.0,,,2623007000.0,,1844483000.0,264006000.0,591859000.0,0.0,2263959000.0,,0.0,1385508000.0,,,1273159000.0,527703000.0,,,4500090000.0,7424898000.0,-426903000.0,,94520000.0,32399000.0,,,48712000.0,17346000.0,,4500090000.0,-176514000.0,2263959000.0,94520000.0,,-439585000.0,,31299000.0,,,-6414000.0,,1100834000.0,,4108442000.0,,246727000.0,1091468000.0,,,,224000.0,,4579000.0,,17346000.0,1203422000.0,,1091468000.0,-6.862745,,,1091468000.0,-407186000.0,939416000.0,-126040000.0,,-13035000.0,-310901000.0,280976000.0,1474532000.0,,1091468000.0,,,,,,,4636145000.0,1658000.0,-561528000.0,-810989000.0,,7424898000.0,248700000.0,1844483000.0,50373000.0,,,772508000.0,,,,129752000.0,,-72000.0,,246727000.0,-1758000.0,0.0,1017693000.0,,-68120000.0,,,-6.862745,,,5950366000.0,-1109085000.0,,-134180000.0,0.0,,408228000.0,,161609529.0,2623007000.0,-9451000.0,1203422000.0,547557000.0,102601000.0,-50413000.0,,333292000.0,,,,,-107460000.0,,4575417000.0,527703000.0,-309833000.0,-94950000.0,1474532000.0,221930000.0,1100834000.0,,5950366000.0,31299000.0,,4636145000.0,,,4108442000.0,,0.0,716039000.0,,870122000.0,1273159000.0,,161609529.0,,,,,-138759000.0,292264000.0,1278048000.0,-1109085000.0,-83487000.0,26991000.0,,280976000.0,,-1109085000.0,129752000.0,,,795194000.0,4885250000.0,,,,,,,,,,,,,,,,,
1235779200,80195000.0,,-155929000.0,-155929000.0,,,,,,,,1760573000.0,11684000.0,,,,,0.0,670096000.0,,,,,,,,,,,99871000.0,,,,-50751000.0,,,4501742000.0,,2574115000.0,,,,,28031000.0,,,-6412000.0,,,,,,,,,,-0.960784,,,6050000.0,,17346000.0,,161793420.0,1099864000.0,,,,1099864000.0,,1203422000.0,,,-72000.0,,,1456360000.0,,,,,,,,,4538464000.0,1296000.0,,-155929000.0,,7170111000.0,80195000.0,,1964000.0,,,,,,,,,-686000.0,,203776000.0,,0.0,,,131736000.0,,,,,,,,,-99014000.0,,,,,,2467375000.0,-56719000.0,1215106000.0,,,-58709000.0,,-31376000.0,,,,,-77033000.0,,,203776000.0,,-154081000.0,,100072000.0,,,5713751000.0,28031000.0,,,,,4334688000.0,,,1848000.0,,,1110818000.0,,,,,,,-105064000.0,,593063000.0,,,-11792000.0,,,,,,161793420.0,,,,-0.960784,,,,,,,,,,,,,,,,
1243728000,172534000.0,,-125185000.0,-131705000.0,,,,,,,,958148000.0,364225000.0,,,,,543177000.0,909360000.0,,34046000.0,,,,,,,,,235441000.0,,661057000.0,,-82412000.0,,,4341984000.0,,2941561000.0,,,,,30239000.0,,,-6844000.0,,,,,,,,,,-0.745098,,,4113000.0,,18834000.0,,167873640.0,1579331000.0,,,,1579331000.0,,1215106000.0,,,-12000.0,,,1078277000.0,,,,,,,,383174000.0,4642482000.0,-14679000.0,,-125185000.0,,7282987000.0,171885000.0,,15458000.0,,,,,,,,,-389000.0,,199596000.0,,0.0,,,181595000.0,,,,,,,,,-43633000.0,,,,,,2482006000.0,-41197000.0,1579331000.0,,,-59603000.0,,256390000.0,,,,,-17507000.0,,,742773000.0,,-130158000.0,,-251969000.0,,,6204710000.0,30239000.0,,,,,3899709000.0,,,1547000.0,,,978789000.0,,,,,,,-47746000.0,,891853000.0,,,232888000.0,,,,,,167873640.0,,,,-0.745098,,,,,,,,,,,,,,,,
1251676800,134187000.0,,-171605000.0,-171605000.0,,,,,,,,952303000.0,-96279000.0,,97345000.0,,,532045000.0,770321000.0,,34046000.0,,,,,,,,,190610000.0,,674461000.0,,-91221000.0,,,4221458000.0,,2665796000.0,,,,,28053000.0,,,-7004000.0,,,,,,,,,,-0.95098,,,3891000.0,,19650000.0,,180305400.0,1483052000.0,,,,1483052000.0,,1579331000.0,,,-1563000.0,,144605000.0,1150294000.0,,,,,,,,441787000.0,4510988000.0,8105000.0,,-171605000.0,,7088339000.0,134004000.0,,4511000.0,,,,,,,,,-55000.0,,216239000.0,,0.0,0.0,,169671000.0,,,,,,,,,-73753000.0,,,,6371000.0,,2405960000.0,-136663000.0,1483052000.0,,,-159942000.0,,38872000.0,,,,,-49591000.0,,,892889000.0,,-168865000.0,,140864000.0,,,5938045000.0,28053000.0,,,,-120118000.0,3618099000.0,,,2740000.0,,,800180000.0,,,-183000.0,,,,-77644000.0,,720730000.0,,,-93803000.0,,,,,,180305400.0,,,,-0.95098,,,,,,,,,,,,,,,,
