,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,annualRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,annualDilutedAverageShares,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,trailingNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,annualNetOtherFinancingCharges,quarterlyOperatingIncome,annualStockBasedCompensation,annualBasicAverageShares,annualCapitalExpenditure,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,annualTotalRevenue,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,trailingFreeCashFlow,annualInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualAccumulatedDepreciation,trailingNetIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualTotalLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetIncome,annualRetainedEarnings,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentAssets,quarterlyBasicEPS,annualCostOfRevenue,trailingOperatingIncome,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualInvestingCashFlow,annualEndCashPosition,annualCurrentDebt,trailingCommonStockIssuance,annualTaxProvision,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,annualDilutedEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualInvestmentsAndAdvances,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingCashFlow,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicEPS,quarterlyDilutedAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualNetPPE,annualCurrentLiabilities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyOtherIntangibleAssets,annualChangeInInventory,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyAccountsReceivable,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingDilutedEPS,annualOtherIntangibleAssets
1254268800,,,3082570000.0,,,67576000.0,,,,60710000.0,,,0.72,,777456000.0,777456000.0,,,-228768000.0,,,,,312710000.0,-109857000.0,49621000.0,,215788000.0,,,,,,,814000.0,,-141677000.0,,,308946000.0,80132409.0,,,,-6624000.0,222051000.0,,73773000.0,,,,,-1482256000.0,,,,,,3073000.0,,,338575000.0,83250000.0,,,,,8338510000.0,2779016000.0,1090166000.0,,,,,,,0.0,,6856254000.0,128733000.0,,,,,,,426460000.0,101328000.0,-58427000.0,,,,87568000.0,2084834000.0,267107000.0,,,,7946420000.0,6856254000.0,,,,,2080295000.0,,,,0.72,,,,,4539000.0,5750000.0,,30299000.0,,,,,,,,,,55316000.0,,,,,,,2352556000.0,,,,507727000.0,41208000.0,,,,-53621000.0,134483000.0,-2266000.0,554335000.0,58154000.0,,,58154000.0,63583000.0,0.0,4863850000.0,,,,,,80609277.0,,-71341000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,45842000.0,3050127000.0,155647000.0,0.0,-80761000.0,,316367000.0,40756000.0,86081000.0,,-1057793000.0,,,105691000.0,105691000.0,,64935000.0,-471078000.0,,-4285000.0,,32592000.0,0.0,-1067000.0,49623000.0,-40791000.0,554335000.0,8311259000.0,7141238000.0,,80599657.0,,,815000.0,,-122398000.0,76413000.0,,-549642000.0,,,,,21092000.0,193741000.0,-12725000.0,26603000.0,,79951348.0,-586843000.0,,-1477772000.0,,248180000.0,,815000.0,851582000.0,4778000.0,,,-447901000.0,105622000.0,,,150323000.0,,8311259000.0,386764000.0,316367000.0,-1477772000.0,,-149988000.0,,,515707000.0,0.0,,6833487000.0,83196000.0,,,,,11807000.0,5842000.0,0.0,6418000.0,-16776000.0,,,-13887000.0,81057000.0,4020714000.0,264368000.0,4401681000.0,108860000.0,-208243000.0,7457605000.0,7141238000.0,,155647000.0,-149988000.0,,3974872000.0,,-1067000.0,0.0,,335875000.0,,1658029000.0,-283767000.0,45842000.0,10360000.0,,-14843000.0,,-333559000.0,105691000.0,2316843000.0,,,7457605000.0,,,56593000.0,,267527000.0,,49623000.0,28371000.0,1.93,,316367000.0,3050127000.0,,-512523000.0,42487000.0,74570000.0,218286000.0,77754000.0,-3881000.0,112684000.0,1041000.0,105691000.0,32394000.0,,264368000.0,32394000.0,74570000.0,23646000.0,4407478000.0,,316367000.0,4020714000.0,,1.94,,,-72459000.0,6833487000.0,386764000.0,0.0,23646000.0,477273000.0,378600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,3135649000.0,,,0.0,,,,66534000.0,,,0.88,,123297000.0,123297000.0,,,-26465000.0,4315000.0,,,,0.0,-525000.0,48368000.0,,105691000.0,,,,,,,827000.0,,-121693000.0,,,-15234000.0,81897566.0,,,,-13985000.0,215587000.0,,62394000.0,,,,,-1533579000.0,,,,,,4472000.0,,,17606000.0,68883000.0,,,,,8403597000.0,382322000.0,330633000.0,,,-152324000.0,,,,,,6870018000.0,118489000.0,,505000.0,,,,,0.0,83896000.0,-52810000.0,,,,86659000.0,3983439000.0,258471000.0,,,,7508134000.0,7177501000.0,,,,,3949907000.0,,,,0.89,,,,,33532000.0,9934000.0,,20080000.0,,,,,,,,,,56095000.0,,,,,,,,,,,0.0,42541000.0,,,,-36043000.0,128928000.0,227000.0,123297000.0,72523000.0,,,72523000.0,72999000.0,307483000.0,4365761000.0,,,,,,82310670.0,,-72665000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,3334909000.0,,,0.0,,,,63010000.0,,,0.61,,373721000.0,373721000.0,,,-1465000.0,19690000.0,,,,21787000.0,-1202000.0,43443000.0,,123297000.0,,,,,,,851000.0,,-123877000.0,,,145518000.0,83517908.0,,,,13486000.0,220468000.0,,69888000.0,,,,,-1590901000.0,,,,,,2845000.0,,,250424000.0,102841000.0,,,,,8432759000.0,378424000.0,583775000.0,,,-179929000.0,,,,,,6841858000.0,127367000.0,,443000.0,,,,,0.0,222921000.0,-21036000.0,,,,87570000.0,3982130000.0,259037000.0,,,,7704844000.0,7121069000.0,,,,,3948534000.0,,,,0.61,,,,,33596000.0,5088000.0,,28893000.0,,,,,,,,,,57479000.0,,,,,,,,,,,-2218000.0,41458000.0,,,,2065000.0,132898000.0,463000.0,373721000.0,51125000.0,,,51125000.0,71467000.0,279211000.0,4360554000.0,,,,,,84245105.0,,-73720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,3303831000.0,,,-24000000.0,,,,67430000.0,,,0.29,,229111000.0,229111000.0,,,-1503000.0,8935000.0,,,,0.0,-1515000.0,37706000.0,,373721000.0,,,,,,,853000.0,,-106798000.0,,,-62896000.0,84968804.0,,,,-23975000.0,227583000.0,,68666000.0,,,,,-1650905000.0,,,,,,3163000.0,,,-144610000.0,62655000.0,,,,,8574975000.0,3947890000.0,407141000.0,,,-232770000.0,,,,,26212000.0,6924070000.0,127294000.0,,737000.0,,,,,0.0,15440000.0,-44143000.0,,,,91487000.0,412051000.0,264252000.0,,,,7674402000.0,7267261000.0,,,,,3947890000.0,,,,0.29,,,,,44596000.0,8065000.0,,24079000.0,,,,,,,,,,58753000.0,,,,,,,3947890000.0,,,,-931000.0,,,,,-144369000.0,136096000.0,-325000.0,229111000.0,24654000.0,,,24654000.0,93770000.0,343191000.0,4359941000.0,,,,,,85768696.0,,-75902000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,14262000.0,3310618000.0,175331000.0,0.0,24000000.0,,306426000.0,200735000.0,67486000.0,,-158903000.0,,,306426000.0,306426000.0,,105691000.0,-129470000.0,9389000.0,167565000.0,,26846000.0,0.0,-1175000.0,34433000.0,762000.0,229111000.0,8661211000.0,7341719000.0,,84632869.0,,,859000.0,,-109867000.0,98068000.0,,100177000.0,,,,,8120000.0,231892000.0,-6585000.0,71342000.0,,83859936.0,-462235000.0,,-1705566000.0,,259417000.0,,859000.0,895266000.0,3181000.0,,,77315000.0,97727000.0,,,,,8661211000.0,389948000.0,479769000.0,-1705566000.0,,-282743000.0,,,531932000.0,,,6955645000.0,131957000.0,,,,,-16354000.0,,0.0,59108000.0,-12140000.0,,,0.0,93064000.0,4101687000.0,278839000.0,4491635000.0,381365000.0,-130129000.0,7821488000.0,7341719000.0,,175331000.0,-282743000.0,,4101687000.0,-73039000.0,-1175000.0,0.0,,363334000.0,,4101687000.0,-298312000.0,14262000.0,6871000.0,,24791000.0,98068000.0,-298936000.0,306426000.0,,,,7821488000.0,,,60615000.0,,272515000.0,,34433000.0,13661000.0,2.07,,306426000.0,3310618000.0,-52062000.0,-3436000.0,,121537000.0,232942000.0,42329000.0,-120589000.0,138828000.0,398000.0,306426000.0,27027000.0,,278839000.0,27027000.0,121537000.0,22289000.0,4491635000.0,,479769000.0,4101687000.0,,2.08,,,-76025000.0,6955645000.0,389948000.0,0.0,22289000.0,505457000.0,332106000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,3416584000.0,,,0.0,,,,68591000.0,,,0.35,,291800000.0,291800000.0,,,-30119000.0,,,,,0.0,-1259000.0,32697000.0,,306426000.0,,,,,,,873000.0,,-118336000.0,,,36842000.0,86168732.0,,,,-21944000.0,235808000.0,,74305000.0,,,,,-1767133000.0,,,,,,3551000.0,,,-14626000.0,73215000.0,,,,,8770557000.0,381681000.0,476932000.0,,,-332401000.0,,,,,30537000.0,7003424000.0,136107000.0,,,,,,,0.0,150157000.0,-45121000.0,,,,92912000.0,4072567000.0,271043000.0,,,,7881762000.0,7404830000.0,,,,,4037183000.0,,,,0.35,,,,,35384000.0,7292000.0,,30537000.0,,,,,,,,,,61299000.0,,,,,,,,,,,-6577000.0,44271000.0,,,,-124683000.0,142896000.0,503000.0,291800000.0,30341000.0,,,30341000.0,120255000.0,23109000.0,4454248000.0,,,,,,86997530.0,,-76619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,3479163000.0,,,-612000.0,,,,72392000.0,,,0.49,,360234000.0,360234000.0,,,-1844000.0,,,,,24326000.0,-20595000.0,33821000.0,,291800000.0,,,,,,,887000.0,,-209826000.0,,,33985000.0,86746992.0,,,,29425000.0,244859000.0,,82409000.0,,,,,-1787021000.0,,,,,,3196000.0,,,-1696000.0,132664000.0,,,,,8974453000.0,3986157000.0,360234000.0,,,-368412000.0,,,,,35608000.0,7187432000.0,145303000.0,,1353000.0,,,,,0.0,113977000.0,-77162000.0,,,,90058000.0,470570000.0,320303000.0,,,,7942742000.0,7582508000.0,,,,,3986157000.0,,,,0.5,,,,,37289000.0,8145000.0,,35608000.0,,,,,,,,,,62920000.0,,,,,,,3986157000.0,,,,6325000.0,45855000.0,,,,-168345000.0,154801000.0,-946000.0,290104000.0,43373000.0,,,43373000.0,118627000.0,395076000.0,4456727000.0,,,,,,87597981.0,,-77903000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,4156262000.0,,,15803000.0,,,,70310000.0,,,0.49,,690049000.0,690049000.0,,,-200585000.0,,,,,0.0,-80866000.0,36204000.0,,290104000.0,,,,,,,950000.0,,-197827000.0,,,488048000.0,91388357.0,,,,-20601000.0,251077000.0,,88176000.0,,,,,-1825094000.0,,,,,,3531000.0,,,400727000.0,89133000.0,,,,,9082551000.0,2155859000.0,759027000.0,,,-409477000.0,,,,,46485000.0,7257457000.0,150438000.0,,633000.0,,,,,0.0,773496000.0,-108694000.0,,,,92591000.0,2169692000.0,258893000.0,,,,8488657000.0,7729630000.0,,,,,1629234000.0,,,,0.49,,,,,417462000.0,7415000.0,,46485000.0,,,,,,,,,,62736000.0,,,,,,,2155859000.0,,,,-5744000.0,,,,,-176454000.0,158486000.0,2279000.0,690049000.0,44824000.0,,,44824000.0,131314000.0,472173000.0,4325551000.0,,,,,,92340368.0,,-79119000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,441139000.0,4394741000.0,441622000.0,0.0,-46125000.0,,616890000.0,312483000.0,69442000.0,,-390066000.0,,,616890000.0,616890000.0,,304407000.0,-157518000.0,,326233000.0,,34497000.0,0.0,-87020000.0,36775000.0,2844000.0,690049000.0,9288496000.0,7792061000.0,,90777462.0,,,952000.0,,-162579000.0,165938000.0,-46275000.0,-232642000.0,,,,,9472000.0,241091000.0,-15111000.0,83887000.0,,89922465.0,-688568000.0,,-1863466000.0,,284130000.0,,952000.0,968711000.0,2800000.0,,,-71922000.0,134379000.0,,,,,9288496000.0,403881000.0,690329000.0,-1863466000.0,,-171648000.0,,,615403000.0,,49471000.0,7425030000.0,147201000.0,,,,,-3648000.0,2967000.0,0.0,12205000.0,-28200000.0,,,-30934000.0,87762000.0,3669554000.0,282153000.0,4073435000.0,1049835000.0,-259177000.0,8482390000.0,7792061000.0,,441622000.0,-171648000.0,,3669554000.0,-1701000.0,-87020000.0,0.0,,353308000.0,,1629210000.0,-318425000.0,7063000.0,7847000.0,,49471000.0,165938000.0,-443141000.0,616890000.0,2003086000.0,,,8482390000.0,,,63314000.0,,331273000.0,,36775000.0,27130000.0,4.87,,616890000.0,4401892000.0,12462000.0,-9115000.0,,144561000.0,250269000.0,14109000.0,26341000.0,153329000.0,-333000.0,616890000.0,323085000.0,,282153000.0,323085000.0,144561000.0,23597000.0,4073435000.0,,690329000.0,2070349000.0,,4.89,,,-84784000.0,7425030000.0,2003086000.0,,367031000.0,577939000.0,429391000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,4390270000.0,,,0.0,,,,74386000.0,,,0.6,,248242000.0,248242000.0,,,-231438000.0,,,,,0.0,-76012000.0,43789000.0,,616853000.0,,,,,,,953000.0,,-154970000.0,,,-307611000.0,95274494.0,,,,-18873000.0,252454000.0,,89318000.0,,,,,-1900698000.0,,,,,,3459000.0,,,-368611000.0,105340000.0,,,,,9400092000.0,1930386000.0,321136000.0,,,-208304000.0,,-7442000.0,,,56688000.0,7499394000.0,152309000.0,,239000.0,,,,,0.0,8956000.0,-49630000.0,,,,88750000.0,1913206000.0,254963000.0,,,,8241059000.0,7919923000.0,,,,,1449929000.0,,,,0.61,,,,,429235000.0,11156000.0,,56688000.0,,,,,,,,,,63312000.0,,,,,,,1930386000.0,,,,-130000.0,33626000.0,,,,-166340000.0,163704000.0,996000.0,248242000.0,57758000.0,,,57758000.0,151565000.0,420529000.0,3843592000.0,,,,,,95653779.0,,-84999000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,4582240000.0,,,14024000.0,,,,75591000.0,,,1.63,,358263000.0,358263000.0,,,-51583000.0,,,,,0.0,-103809000.0,43357000.0,,248242000.0,,,,,,,966000.0,,-230473000.0,,,19304000.0,95308163.0,,,,-12161000.0,258805000.0,,91460000.0,,,,,-1947431000.0,,,,,,3849000.0,,,110021000.0,117128000.0,,,,,9553603000.0,1912316000.0,431954000.0,,,-145921000.0,,,,,60620000.0,7606172000.0,156335000.0,,901000.0,,,,,0.0,166726000.0,-113345000.0,,,,91754000.0,1910173000.0,283368000.0,,,,8412045000.0,7980091000.0,,,,,1450048000.0,,,,1.64,,,,,460125000.0,9815000.0,,60620000.0,,,,,,,,,,65019000.0,,,,,,,1912316000.0,,,,7000.0,,,,,-26411000.0,167051000.0,2353000.0,358263000.0,156909000.0,,,156909000.0,144924000.0,373919000.0,3822489000.0,,,,,,95992825.0,,-92496000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,4720875000.0,,,24781000.0,,,,76560000.0,,,0.89,,664133000.0,664133000.0,,,-57564000.0,,,,,0.0,-110787000.0,51194000.0,,358263000.0,,,,,,,977000.0,,-302871000.0,,,443146000.0,97044603.0,,,,13256000.0,271904000.0,,100985000.0,,,,,-2013104000.0,,,,,,5362000.0,,,305870000.0,152705000.0,,,,,9891752000.0,1908872000.0,713984000.0,,,-153811000.0,,,,,86747000.0,7878648000.0,166983000.0,,608000.0,,,,,0.0,150971000.0,-150166000.0,,,,94359000.0,2331616000.0,246682000.0,,,,8968566000.0,8254582000.0,,,,,1899208000.0,,,,0.89,,,,,432408000.0,9954000.0,,86747000.0,,,,,,,,,,65998000.0,,,,,,,1908872000.0,,,,-6621000.0,,,,,-289981000.0,177545000.0,19747000.0,664133000.0,86844000.0,,,86844000.0,139405000.0,375934000.0,4240488000.0,,,,,,97546569.0,,-93640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,421892000.0,6833591000.0,423869000.0,706000.0,2293000.0,,2733618000.0,2116765000.0,73270000.0,,-491014000.0,1.19,38626000.0,2733618000.0,2733618000.0,,616853000.0,-150429000.0,,2199332000.0,,34101000.0,0.0,-108007000.0,53677000.0,15339000.0,664133000.0,10001095000.0,8351679000.0,,98025152.0,,,1144000.0,,-249332000.0,264756000.0,0.0,2044493000.0,102401254.0,,,38626000.0,17983000.0,271303000.0,-74272000.0,105836000.0,8707000.0,97416401.0,-26528000.0,,-2034364000.0,38626000.0,290127000.0,,1144000.0,1038660000.0,2464000.0,,,2069485000.0,165646000.0,,,136920000.0,,10001095000.0,706000.0,2808399000.0,-2034364000.0,,-142329000.0,,,676464000.0,,68237000.0,7966731000.0,171403000.0,,9601000.0,,,205000.0,11350000.0,706000.0,2103537000.0,827432000.0,50033000.0,,33656000.0,92197000.0,4318578000.0,257250000.0,4319284000.0,2430190000.0,514291000.0,11160078000.0,8351679000.0,,423869000.0,-142329000.0,,3851033000.0,0.0,-108007000.0,0.0,1.19,362196000.0,,3851033000.0,-365572000.0,421892000.0,7703000.0,,68237000.0,264756000.0,-623386000.0,2733618000.0,1905235000.0,,,11160078000.0,,,61697000.0,38626000.0,386337000.0,,53677000.0,1826000.0,4.32,1905235000.0,2733618000.0,6833591000.0,8006000.0,-67528000.0,,129352000.0,256026000.0,23410000.0,-140654000.0,179106000.0,-1482000.0,2733618000.0,122356000.0,,257250000.0,122356000.0,129352000.0,336560000.0,4319284000.0,,2808399000.0,4318578000.0,,4.34,102863336.0,50033000.0,-94437000.0,7966731000.0,706000.0,,336560000.0,642363000.0,540819000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,8651685000.0,,,-360000.0,,,,119868000.0,,,0.63,46755000.0,458753000.0,458753000.0,,,-1607243000.0,0.0,,,,0.0,-106616000.0,53317000.0,,2733618000.0,,,,,,,1294000.0,,-3616000.0,,,-1717969000.0,119680510.0,,,46755000.0,-36648000.0,312131000.0,,86344000.0,,,,,-2143581000.0,,,,,,-1604000.0,,,-2286162000.0,81388000.0,,,,,16157761000.0,0.0,568419000.0,,,-206667000.0,,-749275000.0,,,-11468000.0,14014180000.0,196173000.0,,40059000.0,,,,,0.0,253000.0,77772000.0,,,,105919000.0,6528476000.0,340908000.0,,,,15187364000.0,14618945000.0,,,,,5928289000.0,,,,0.63,,,,,532663000.0,10039000.0,,-11468000.0,,,,,,,,,,109829000.0,,,,,,,4082328000.0,,,-2978000.0,-88000.0,38174000.0,,,,-649581000.0,206212000.0,-59638000.0,447456000.0,75427000.0,,,75427000.0,371983000.0,604765000.0,6528476000.0,,,,,,120111128.0,,-110891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,8556560000.0,,,31667000.0,,,,207451000.0,,,0.28,48225000.0,59431000.0,59431000.0,,,-278887000.0,,,,,0.0,-105042000.0,84984000.0,,447456000.0,,,,,,,1294000.0,,-1091000.0,,,-287363000.0,129179471.0,,,48225000.0,-12954000.0,389234000.0,,50785000.0,,,,,-2326132000.0,,,,,,-6786000.0,,,-336309000.0,185823000.0,,,,,16442378000.0,487364000.0,233058000.0,,,-308938000.0,,,,,2052000.0,14116246000.0,246891000.0,,3768000.0,,,,,0.0,2352000.0,184732000.0,,,,130998000.0,6409177000.0,263924000.0,,,,14972940000.0,14739882000.0,,,,,5853319000.0,,,,0.28,,,,,488119000.0,11345000.0,,2052000.0,,,,,,,,,,195451000.0,,,,,,,3865206000.0,,,,-85662000.0,,,,,-234769000.0,258236000.0,-5564000.0,111147000.0,36218000.0,,,36218000.0,365521000.0,623636000.0,6409177000.0,,,,,,129595399.0,,-138376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,8454830000.0,,,-183000.0,,,,170560000.0,,,-0.08,47020000.0,112910000.0,112910000.0,,,-3269000.0,,,,,0.0,-50094000.0,84027000.0,,111147000.0,,,,,,,1294000.0,,-13106000.0,,,109712000.0,129208839.0,,,47020000.0,-14657000.0,393127000.0,,83282000.0,,,,,-2445294000.0,,,,,,-7441000.0,,,1763000.0,202712000.0,,,,,16454071000.0,8275000.0,239207000.0,,,-458229000.0,,,,,-14106000.0,14008777000.0,243964000.0,,2176000.0,,,,,8275000.0,269000.0,189606000.0,,,,139285000.0,6663502000.0,278109000.0,,,,15133810000.0,14894603000.0,,,,,6097632000.0,,,,-0.08,,,,,500595000.0,9878000.0,,-14106000.0,,,,,,,,,,152557000.0,,,,,,,2245191000.0,,,,-6897000.0,,,,,-310661000.0,253842000.0,-53443000.0,112910000.0,-10715000.0,,,-10715000.0,347386000.0,621249000.0,6671777000.0,,,,,,129620138.0,,-138391000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,519346000.0,8599727000.0,353141000.0,874000.0,3655000.0,,281541000.0,-2452077000.0,113117000.0,,-2210347000.0,1.95,45485000.0,281541000.0,281541000.0,,2733618000.0,-320948000.0,,-1995404000.0,,39573000.0,0.0,-48631000.0,94472000.0,-125875000.0,112910000.0,16773620000.0,14921449000.0,,127265903.0,,,1294000.0,,-8802000.0,57827000.0,-839469000.0,-99784000.0,129225745.0,,,45485000.0,41110000.0,394169000.0,-98638000.0,142515000.0,,126855754.0,-26615000.0,,-2503902000.0,45485000.0,599788000.0,,1294000.0,1462921000.0,-7116000.0,,,168631000.0,254578000.0,,,,,16773620000.0,874000.0,406694000.0,-2503902000.0,,-345254000.0,,,955892000.0,,88209000.0,14269718000.0,247321000.0,,991000.0,,,-23149000.0,45050000.0,874000.0,1829000.0,245776000.0,26672000.0,,34779000.0,138537000.0,6727542000.0,286398000.0,6728416000.0,4703000.0,697886000.0,15328143000.0,14921449000.0,,353141000.0,-345254000.0,,6145391000.0,0.0,-48631000.0,0.0,1.95,507029000.0,,6145391000.0,-526050000.0,519346000.0,8311000.0,,88209000.0,57827000.0,-1181174000.0,281541000.0,2594709000.0,,,15328143000.0,,,102378000.0,45485000.0,356104000.0,,94472000.0,-22947000.0,2.78,2594709000.0,281541000.0,8599727000.0,,-5991000.0,,353866000.0,560215000.0,16164000.0,13837000.0,255632000.0,-9676000.0,281541000.0,252212000.0,,286398000.0,252212000.0,353866000.0,269374000.0,6728416000.0,,406694000.0,6727542000.0,,2.78,129611467.0,26672000.0,-138392000.0,14269718000.0,874000.0,,269374000.0,916319000.0,724501000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,8607071000.0,,,-339000.0,,,,115603000.0,,,1.09,46493000.0,386190000.0,386190000.0,,,-3832000.0,,,,,0.0,-47058000.0,94133000.0,,281541000.0,,,,,,,1296000.0,,-23009000.0,,,108696000.0,129288771.0,,,46493000.0,12835000.0,400075000.0,,142424000.0,,,,,-2608172000.0,,,,,,-7256000.0,,,104649000.0,220317000.0,,,,,17060533000.0,518875000.0,504085000.0,,,-353029000.0,,0.0,,,103420000.0,14452361000.0,248791000.0,,,,,,,0.0,7234000.0,197308000.0,,,,142048000.0,6963168000.0,274433000.0,,,,15570239000.0,15066154000.0,,,,,6381798000.0,,,,1.09,,,,,518875000.0,9236000.0,,103420000.0,,,,,,,,,,106367000.0,,,,,,,,,,,-6313000.0,42533000.0,,,,-224364000.0,258027000.0,3529000.0,386190000.0,141739000.0,,,141739000.0,353510000.0,260283000.0,6963168000.0,,,,,,129629557.0,,-138393000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
