date,annualOperatingIncome,quarterlyBasicAverageShares,annualAccountsPayable,annualResearchAndDevelopment,trailingOperatingIncome,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualInvestmentsAndAdvances,annualCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingGrossProfit,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualDilutedEPS,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyCapitalStock,trailingRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualBasicEPS,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyChangesInAccountReceivables,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingPurchaseOfBusiness,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
2003-03-31,,541000000.0,,,,,,,,,21782043.0,1404261112.0,125246750.0,,415220203.0,,,,1531549929.0,,,-660268191.0,,27908243.0,21782043.0,,458784290,,,,3946633994.0,,,,23824110,,1946770131.0,,,,,,29269621.0,5350895106.0,,,,,,,64665442.0,0.05,46286842,29269621.0,,,,35395820.0,471717379.0,,,,,,287931387.0,,,,,,,3404124974.0,-61261997.0,1114968348.0,,,4764822.0,,72153019.0,,14975155.0,,,31992376.0,,,298822408.0,,147028793.0,170852903.0,,761010142.0,,,,,,147028793.0,,48328909.0,,,,,,,0.0,,,3276155469.0,,1114968348.0,2042067.0,1142876591.0,1044176707.0,,,,,-66026819.0,,,,12933088.0,542000000.0,,,,670478525.0,,-1675175277.0,0.0,680689.0,,,,,130692261.0,,,,,,,,,,,4951330746.0,162684637.0,,-55816486.0,,-8848955.0,,,,,70791641.0,-85086107.0,680689.0,,,,252535566.0,,,,149070860,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,540000000.0,,,,,,,,,19988155.0,1291827065.0,130897757.0,,307225348.0,,,,1555374593.0,,,-697364525.0,,31832988.0,-86928622.0,,490820255,,,,3999851940.0,,,,34794196,,1862599941.0,,,,,,59224163.0,5291679005.0,,,,,,,-2480070.0,0.11,59224163,59224163.0,,,,-740303.0,481196328.0,,,,,,305004442.0,,,,,,,3429079064.0,-58666934.0,992004738.0,,,-4764822.0,,67367486.0,,-9793041.0,,,10364229.0,,,316849275.0,,201362156.0,185815813.0,,757328990.0,,,,,,151021617.0,,43677821.0,,,,,,,0.0,,,3220313888.0,,992004738.0,-14806041.0,1023837726.0,1114968348.0,,,,,-68708153.0,,,,11104531.0,540000000.0,,,,779538052.0,,-1675303524.0,-68848090.0,-129493245.0,,,,,66228083.0,,,,,,,,,,,4895617412.0,154723127.0,,2514739.0,,-36309470.0,,,,,-122612784.0,2220906.0,2280519.0,,,,152502221.0,,,,165827658,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,536000000.0,,,,,,,,,20729992.0,1357814467.0,134023554.0,,488635522.0,-4439.0,,,1424446583.0,,,-712963648.0,,31835345.0,-74040509.0,,548604427,,,,3926852743.0,,,,65891759,,1913082106.0,,,,,,34796772.0,5284667210.0,,,,,,,106615990.0,0.07,34796772,34796772.0,,,,35537129.0,408676982.0,,,,,,327978085.0,,,,,,,3371585104.0,-57756713.0,1038720663.0,,,740357.0,,66632117.0,,-8143541.0,,,-20729992.0,,,262086326.0,,162138151.0,220626342.0,,753683275.0,,,,,,154734583.0,,57007478.0,,,,,,,0.0,,,3173909825.0,,1038720663.0,22210706.0,1070556008.0,992004738.0,,,,,-81449229.0,,,,11845710.0,538000000.0,,,,752942918.0,,-1674687199.0,-2.0,-82929504.0,,,,,188065219.0,,,,,-91068551.0,,,,,,4848597024.0,197675279.0,,115491723.0,,-19992978.0,,,,,46638645.0,-11845710.0,8144145.0,,,,290960243.0,,,,199915313,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,159136780.0,,245303524.0,,,,1517621487.0,,28722248.0,198726906.0,20131304.0,1364694923.0,123727297.0,,350100916.0,-58025195.0,1867722403.0,970346220.0,1517621487.0,,,-693991616.0,105573669.0,,-30817569.0,168452103.0,535399328,-1.0,,970346220.0,3997050147.0,,,,37718256,,1867722403.0,200279460.0,,222015215.0,,-117994100.0,77380223.0,5361745071.0,604719764.0,217357553.0,,72970036.0,,1270765409.0,29925544.0,,77430108,77380223.0,,-153702841.0,3494022667.0,168452103.0,-1.0,83061636.0,1364694923.0,-170004657.0,1287843503.0,866325104.0,346059701.0,200279460.0,,,,350100916.0,-693991616.0,3494022667.0,-213557952.0,970346220.0,5361745071.0,513895358.0,-740358.0,4657662.0,69088651.0,,6842812.0,,,81954090.0,,69088651.0,229777985.0,,156807949.0,189339627.0,,1287843503.0,,3130725043.0,3997050147.0,582984009.0,0.37,151621371.0,,73203488.0,763856544.0,,,,970346220.0,,0.0,,156807949.0,3130725043.0,680794908.0,970346220.0,-4226620.0,970346220.0,1038720663.0,107126223.0,,7075764633.0,0.37,-168072902.0,,,,7970302.0,,3881385.0,,541295838.0,866325104.0,,-3945039590.0,0.0,-54520943.0,,-1.0,1044092532.0,,197998446.0,,34932464.0,,-391243596.0,291384.0,,-384257103.0,,229777985.0,,7075764633.0,245303524.0,,43383693.0,,100083867.0,,-3945039590.0,,,-68563815.0,72970036.0,17616895.0,,,,104797392.0,104797392.0,,,169208323,,,541295838.0,-73746313.0,,,-1.0,,-266263003.0,,,,44247788.0,-55115665.0,,0.0,2034621953.0,,,,,,,,,,,
2004-03-31,,535000000.0,,,,,,,,,18298262.0,1209210125.0,119701128.0,,349191827.0,,,,1508844160.0,,,-728118329.0,,,-40408660.0,,477279658,,-41171089.0,,4085849344.0,,,,47270509,,1858035987.0,,,,,,25922537.0,5295059469.0,,,,,,,-3049711.0,0.05,25922537,25922537.0,,,,118176272.0,570295822.0,,,,,,292009759.0,,,,,,,3437023483.0,-163921927.0,850106740.0,,,1.0,,71668192.0,,-5336993.0,,,-7624276.0,,,217291857.0,,161634645.0,185269899.0,,721256481.0,,,,,,137999390.0,,39646234.0,,,,,,,0.0,,,3148825862.0,,850106740.0,13723696.0,850106740.0,969807868.0,,,,,-128850260.0,,,,7624276.0,537000000.0,,,,937023482.0,,-3874656908.0,0.0,-82342177.0,,,,3812138.0,125800549.0,,,,,-95303446.0,,,,,,7023482770.0,260750229.0,,9149131.0,,-3812138.0,,,,,-119701128.0,71668192.0,12961269.0,,,,88441598.0,,,,166971637,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,532000000.0,,,,,,,,,20984786.0,1028254515.0,115628258.0,,382222888.0,,,,1374503485.0,,,-753203927.0,,,-15800589.0,,454170726,,-3796310.0,,4037322941.0,,,,4496739,,1756726373.0,,,,,,33725549.0,5065577456.0,,,,,,,-80889433.0,0.06,33725549,33725549.0,,,,80191860.0,535112044.0,,,,,,314022334.0,,,,,,,3308851083.0,-194318349.0,685003373.0,,,-3747284.0,,74196208.0,,-20893990.0,,,8244023.0,,,143146219.0,,182867421.0,140148392.0,,696245222.0,,,,,,135651653.0,,14989133.0,,,,,,,0.0,,,3218166829.0,,685003373.0,-18736416.0,685003373.0,850106740.0,,,,,-188919357.0,,,,3747283.0,534000000.0,,,,819156112.0,,-3945139774.0,-86187514.0,-72795348.0,,,,,108029924.0,,,,,122452.0,,,,,,7163306603.0,277298958.0,,11835655.0,,-31412324.0,,,,,-165092397.0,-44217942.0,13269714.0,,,,104923930.0,,,,120124997,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,532000000.0,,,,,,,,,18255417.0,1170727836.0,116285822.0,,427811731.0,472255.0,,,1577109294.0,,,-720692118.0,,,-9668995.0,,500039686,,-274287.0,,4214620208.0,,,,29367410,,2004921025.0,,,,,,31748551.0,5385348043.0,,,,,,,-68453903.0,0.06,31748551,31748551.0,,,,138106199.0,-1.0,,,,,,335740932.0,,,,,,,3380427018.0,-218789647.0,774664656.0,,,-3396141.0,,74609096.0,,38428.0,,,14286848.0,,,164298754.0,,183347885.0,164298754.0,,1412810541.0,,,,,,134931344.0,,37304548.0,,,,,,,0.0,,,3326454481.0,,774664656.0,4762283.0,774664656.0,685003373.0,,,,,-217987189.0,,,,6349710.0,533000000.0,,,,888165727.0,,-3944757520.0,-15874276.0,154343811.0,,,,,149533286.0,,,,,-64660.0,,,,,,7271212001.0,310342091.0,,10763765.0,,1888483.0,,,,,89539933.0,-7937138.0,3136427.0,,,,117469640.0,,,,146043337,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,197516459.0,,335027919.0,,,,2292691058.0,,49170764.0,-318359863.0,13691844.0,1956829736.0,103422712.0,,418368197.0,-59608375.0,2711059255.0,1397616468.0,2292691058.0,,,-624218685.0,-64172014.0,,195055675.0,269189099.0,500761694,-833403.0,-1428870.0,1397616468.0,4317026419.0,,,,117351366,30835903.0,2711059255.0,248354030.0,,45003750.0,,-118343195.0,156283231.0,6273856155.0,522543546.0,248354030.0,5000417.0,58338195.0,,1211767647.0,-165966816.0,,156283231,156283231.0,9167431.0,-95007917.0,3562796900.0,269189099.0,498374865.0,70839237.0,1956829736.0,129177431.0,1655137928.0,925910493.0,269629382.0,248354030.0,,,,418368197.0,-624218685.0,3562796900.0,-242205013.0,1397616468.0,6273856155.0,455037920.0,6310021.0,-203350279.0,58338195.0,,-24645015.0,,,-188507653.0,,58338195.0,139178265.0,,215017918.0,231132312.0,5000417.0,1655137928.0,,3391115926.0,4317026419.0,505875490.0,0.46,113780946.0,,-47067049.0,720060005.0,,,,1397616468.0,,0.0,,215017918.0,3391115926.0,652554379.0,1397616468.0,,1397616468.0,774664656.0,-158346529.0,,7778148179.0,0.47,-288478547.0,,30835903.0,,912847.0,,-50837570.0,,528412830.0,925910493.0,,-4387032253.0,-12461419.0,741688789.0,,498374865.0,970080840.0,,122511731.0,,-228352363.0,,-819234936.0,237737.0,,-824235353.0,,139178265.0,,7778148179.0,335027919.0,,-95920565.0,,-195016384.0,,-4387032253.0,,,623622623.0,58338195.0,19803354.0,,,,47503958.0,47503958.0,,,220774078,,,539900065.0,428369031.0,,,-28335695.0,,740895075.0,,,,19168264.0,-46670556.0,,0.0,1931827652.0,,,,,,,,,,,
2005-03-31,,534000000.0,,,,,,,,,17366854.0,1945914654.0,92623222.0,,454846179.0,,,,2362719153.0,,,-573106186.0,,,826994.0,,483790936,,-28117764.0,,4504631161.0,,,,52100562,,2817565332.0,,,,,,51273569.0,6450545815.0,,,,,,,-119913993.0,0.1,51273569,51273569.0,,,,329143235.0,527621568.0,,,,,,321700298.0,,,,,,,3632980483.0,-264637777.0,1329804830.0,,,826993.0,,52100562.0,,-19847833.0,,,4961958.0,,,137280847.0,,234866027.0,162090638.0,,1697816738.0,,,,,,109990076.0,,65332451.0,,,,,,,0.0,,,3551108171.0,,1329804830.0,14058882.0,1329804830.0,1397618260.0,,,,,-242308965.0,,,,,536000000.0,,,,953522990.0,,-4387198148.0,0.0,76083361.0,,,,,122394972.0,,,,,,,,,,,7938306319.0,364703936.0,,-15712868.0,,3307972.0,,,,,-66986437.0,48792590.0,28117764.0,,,,90142243.0,,,,144723784,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,535000000.0,,,,,,,,,18738797.0,1829884308.0,94764753.0,,449731139.0,,,,2401824996.0,,,-567867036.0,,,7320308.0,,462766824,,-54984729.0,,4653739612.0,,,,23627179,,2851556135.0,,,,,,52957471.0,6483623920.0,,,,,,,-166871082.0,0.1,47254359,52957471.0,,,,301450219.0,497800228.0,,,,,,326706860.0,,,,,,,3632067786.0,-325226978.0,1130845690.0,,,802467.0,,61919505.0,,-54292627.0,,,21182988.0,,,130356852.0,,335668894.0,136059964.0,,1773667916.0,,,,,,112432785.0,,53772201.0,,,,,,,0.0,,,3732279615.0,,1130845690.0,7332573.0,1130845690.0,1329804830.0,,,,,-269341679.0,,,,814730.0,536000000.0,,,,921459997.0,,-4387322796.0,-60290044.0,24943199.0,,,,,102470597.0,,,,,,,,,,,8119602411.0,366628646.0,,-73092737.0,,1580410.0,,,,,-200245109.0,31774483.0,10174561.0,,,,83102493.0,,,,118391932,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,536000000.0,,,,,,,,,18080069.0,1839862247.0,110502684.0,,509685751.0,-745358.0,,,2476108480.0,,,-454584589.0,,,-77023755.0,,626775721,,-2993073.0,,4949634094.0,,,,143779596,,2985794232.0,,,,,,112785192.0,6789496341.0,,,,,,,-91174460.0,0.21,112785192,112785192.0,,,,324580284.0,564786913.0,,,,,,353852776.0,,,,,,,3803702109.0,-321887290.0,1104606113.0,,,953407.0,,49935428.0,,-19703707.0,,,-3443823.0,,,148084374.0,,360740422.0,272922945.0,,1763237193.0,,,,,,129143349.0,,148945329.0,,,,,,,0.0,,,3981919931.0,,1104606113.0,36160138.0,1104606113.0,1130845690.0,,,,,-323476347.0,,,,,539000000.0,,,,967714163.0,,-4386569092.0,1629462.0,59111193.0,,,,,232301887.0,,,,,,,,,,,8368489023.0,421007318.0,,48340689.0,,8025953.0,,,,,-25493379.0,41325872.0,49525152.0,,,,88678433.0,,,,254842876,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,496173359.0,,386103706.0,,,,2452489466.0,,92011351.0,-378364435.0,15411173.0,1748215668.0,131209006.0,,559807378.0,-58402985.0,3012296844.0,1037062516.0,2452489466.0,,,-341387910.0,-69653453.0,,69736372.0,232178175.0,776332137,-4299596.0,-3336027.0,1037062516.0,5113939290.0,,,,274907754,79972483.0,3012296844.0,400722332.0,,454897240.0,,-117808926.0,174290993.0,6862154957.0,498753118.0,394702898.0,7739273.0,-30957090.0,,1355232608.0,-404900.0,,174298249,174290993.0,10319030.0,,3849858113.0,232178175.0,617421963.0,71373291.0,1748215668.0,859919.0,1720698254.0,827242240.0,356524041.0,400722332.0,,,,559807378.0,-341387910.0,3849858113.0,-268057053.0,1037062516.0,6862154957.0,429099665.0,-6882463.0,60194342.0,54174908.0,,-57501606.0,,,-104948488.0,,54174908.0,114369249.0,,401582251.0,419808096.0,7739273.0,1720698254.0,,4145670307.0,5113939290.0,725771777.0,0.75,144900342.0,,175086650.0,994926477.0,,,,1037062516.0,,0.0,,401582251.0,4145670307.0,925273024.0,1037062516.0,-72554.0,1037062516.0,1104606113.0,-73093129.0,,8915641930.0,0.75,-269009221.0,,79972483.0,,6018397.0,,-151345773.0,,534296443.0,827242240.0,,-4769971623.0,-859920.0,-67266483.0,,617421963.0,1398228567.0,,268604321.0,,-30097171.0,,-1179809098.0,,,-1104136212.0,,114369249.0,,8915641930.0,386103706.0,,-29188537.0,,-43011506.0,,-4769971623.0,,,-68441125.0,-30957090.0,4193874.0,,,,85991916.0,85991916.0,,,406116760,,,534296443.0,-361166050.0,,,-859919.0,,92871270.0,,,,6879353.0,-89431593.0,,0.0,2350159085.0,,,,,,,,,,,
2006-03-31,,777000000.0,,,,,,,,,34255374.0,4188575833.0,172133253.0,,3472638520.0,-1712769.0,,,4391538923.0,,,-117324655.0,,,-856385.0,,1253746682,,-5138306.0,,17038622934.0,,,,285175988,,7864177443.0,,,,,,224372698.0,21227198767.0,,,,,,,148154491.0,0.29,226085467,224372698.0,,,,1957694614.0,804144901.0,,,,,,762182067.0,,7603836602.0,,,,,12861180098.0,-425623020.0,1245182838.0,,,-11132997.0,,196968399.0,,1712769.0,,,-23122377.0,,,620022266.0,,788729982.0,491564615.0,,2967371756.0,,,,,,206388627.0,,272330222.0,,,,,,,0.0,,,7728868716.0,,1245182838.0,43675602.0,1245182838.0,1037081442.0,,,,,-237218464.0,,1486683223.0,,17984071.0,789000000.0,,,,1705917616.0,,-4770060803.0,-816134281.0,249207844.0,,,,4281922.0,385372955.0,,,,,,,,,,,12498929519.0,636293569.0,,16271303.0,,-42819217.0,,,,,208101396.0,-59090520.0,27404299.0,,,,1265736062.0,,,,457309241,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,863000000.0,,,,,,,,,27790229.0,2616763783.0,131766344.0,,1710443747.0,-84347294.0,,,3965934559.0,,,220528911.0,,,10717434.0,,1394890184,,-18169628.0,,15356342447.0,,,,532496639,,5676378306.0,,,,,,411474675.0,17973106230.0,,,,,,,308143134.0,0.46618,410578216,411474675.0,,,,268041237.0,734199911.0,,,,,,684894666.0,,6875840430.0,,,,,11885253250.0,1235125485.0,1281936351.0,,,-26518281.0,,280591663.0,,-92255127.0,,,8068131.0,,,638278799.0,,786194532.0,709995518.0,,2593455849.0,,,,,,177498879.0,,531600179.0,,,,,,,0.0,,,6978036755.0,,1281936351.0,117436127.0,1281936351.0,1245182838.0,,,,,-220872078.0,,,,33168983.0,878000000.0,,,,1056925145.0,,-4972658001.0,-708742455.0,-1618100717.0,,,,12750799.0,529015212.0,,,,,,,,,,,11950694756.0,526221425.0,,-22546516.0,,,,,,,144206986.0,-46615867.0,17418650.0,,,,445540117.0,,,,682205290,0.47515,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,864000000.0,,,,,,,,,60839223.0,3346157287.0,207865635.0,,1993379261.0,-9672244.0,,,4470788225.0,,,651337568.0,,,-9861050.0,,1631922698,,-2638205.0,,17342757448.0,,,,572604456,,6464167486.0,,,,,,404401897.0,20688914736.0,,,,,,,2259994761.0,0.46,393665563,404401897.0,,,,348930839.0,640601234.0,,,,,,812382571.0,,7711371567.0,,,,,13677194238.0,-1887609292.0,1766126868.0,,,43019444.0,,286302228.0,,,,,-48313501.0,,,705913930.0,,944797352.0,819540127.0,,3124273061.0,,,,,,246935671.0,,504607676.0,,,,,,,0.0,,,6926724524.0,,1766126868.0,107363335.0,1766126868.0,1281936351.0,,,,,-291663417.0,,,,39366556.0,864000000.0,,,,2704661357.0,,-4972711819.0,-324456716.0,-296133520.0,,,,27702002.0,2551658178.0,,,,,,,,,,,11899436343.0,635233068.0,,,,,,,,,376867604.0,-59944529.0,16016274.0,,,,526975038.0,,,,780470091,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,1609580222.0,,685895785.0,,,,5322345266.0,,73826079.0,1064469053.0,223501112.0,4796119839.0,223061792.0,,1852519530.0,-95700434.0,7174864795.0,3043179672.0,5322345266.0,,,974332561.0,9442871.0,,346810886.0,587174866.0,1289214935,-109022235.0,-218710055.0,3043179672.0,16578247060.0,,,,154807027,862734999.0,7174864795.0,1505708645.0,,1559790540.0,,-191432741.0,417760179.0,21374366898.0,1120267834.0,1208687441.0,,119323547.0,,2906687269.0,-1651823333.0,,131475309,417760179.0,46355911.0,,14199502103.0,587174866.0,1279938192.0,385440810.0,4796119839.0,346810885.0,3244055284.0,2312644863.0,687845003.0,1505708645.0,5855438235.0,,,1852519530.0,974332561.0,14199502103.0,2273059183.0,3043179672.0,21374366898.0,734827024.0,-114390401.0,347669328.0,234354880.0,,,,,36089389.0,,234354880.0,798351790.0,,931410421.0,772200046.0,,3244055284.0,,8335479440.0,16578247060.0,2151257619.0,1.77,446562905.0,,191802708.0,2900678170.0,,74684522.0,74684522.0,3043179672.0,,0.0,,931410421.0,8335479440.0,2344407246.0,3043179672.0,65840573.0,3043179672.0,1766126868.0,-28328612.0,,15254528285.0,1.79,-337034607.0,,862734999.0,,32248171.0,,-193149627.0,,842000000.0,2312644863.0,,-6919048845.0,12265893.0,318129664.0,,1279938192.0,1036998884.0,1621188.0,-1314788726.0,,-109022234.0,,1194952356.0,,,-1086788566.0,,798351790.0,,15254528285.0,685895785.0,,,,,,-6919048845.0,,,1277004802.0,119323547.0,12986856.0,,,,303888746.0,303888746.0,,,377868819,,,855000000.0,2006180788.0,,5855438235.0,-1837067559.0,,-1346896729.0,,,,126191089.0,-244656194.0,,0.0,5636535325.0,,,,,,,,,,,
2007-03-31,,865000000.0,,,,,,,,,70239334.0,4760665973.0,204647936.0,,1938952480.0,,,,5460457856.0,,,815123136.0,,,30350330.0,,1089143254,,-4335762.0,,16723898717.0,,,,-4335761,,7399410336.0,,,,,,-158688866.0,21484564690.0,,,,,,,-84980923.0,-0.18,-158688866,-158688866.0,,,,645161290.0,1373569199.0,,,,,,815123136.0,,5855012140.0,,,,,14082552896.0,-269684357.0,2958723552.0,,,-26014568.0,,210718002.0,,-19944502.0,,,-7804370.0,,,848942074.0,,946063129.0,274020118.0,,3237946583.0,,,,,,278355879.0,,12140132.0,,,73707943.0,,,,0.0,,,8380159556.0,,2958723552.0,147415886.0,2958723552.0,3042837322.0,,,,,-248005550.0,,861082206.0,,36420395.0,865000000.0,,,,2415019078.0,,-6919007978.0,-867152.0,21678807.0,,,,2601457.0,163024627.0,,,,,,,,,,,15299167534.0,737946583.0,,70239334.0,,27748873.0,,,,,-84113770.0,125737079.0,31217482.0,,,,339923691.0,,,,203780784,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,865000000.0,,,,,,,,,131752306.0,4503105590.0,229193585.0,,1143421796.0,,,,5259740260.0,,,1081309994.0,,,-10587484.0,,1642198381,,571410.0,,16293054771.0,,,,453604366,,6403162056.0,,,,,,396198005.0,20796160361.0,,,,,,,105684857.0,0.45,386787126,396198005.0,,,,693581781.0,1248823640.0,,,,,,826275175.0,,5855448899.0,,,,,14330886505.0,250862599.0,2584227367.0,,,-32332882.0,,243741765.0,,,,,36702428.0,,,830039526.0,,981554677.0,815923206.0,,3180877094.0,,,,,,362318840.0,,501599849.0,,,73404856.0,,,,0.0,,,8456615848.0,,2584227367.0,121400339.0,2584227367.0,2958723552.0,,,,,-230067102.0,,,,27291549.0,877000000.0,,,,1907585168.0,,-6919819311.0,-196761306.0,-965589968.0,,,,508409272.0,335751959.0,,,,,,,,,,,15376435159.0,671936759.0,,-144585278.0,,,,,,,-375137124.0,93167702.0,10190385.0,,,,215509129.0,,,,684170901,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,867000000.0,,,,,,,,,125779835.0,4779633729.0,316812534.0,,1236667337.0,65340.0,,,5303884081.0,,,1425840209.0,,,-166673693.0,,1683437311,,-260603.0,,16640169048.0,,,,393439324,,6540551418.0,,,,,,345139867.0,21419802777.0,,,,,,,329467126.0,0.39,345139867,345139867.0,,,,691285973.0,1282954316.0,,,,,,852284162.0,,5904608573.0,,,,,14789696116.0,-514484742.0,2717850674.0,,,-78501009.0,,306902797.0,,,,,2012477.0,,,833165627.0,,1063594285.0,831153149.0,,3187764138.0,,,,,,437713825.0,,406520427.0,,,70436708.0,,,,0.0,,,8517810425.0,,2717850674.0,58361843.0,2717850674.0,2584227367.0,,,,,-248431675.0,,238478567.0,,28174683.0,867000000.0,,,,2147313342.0,,-6918897162.0,1411916.0,62446077.0,,,,38395590.0,577898801.0,,,,,,,,,,,15436707587.0,762728919.0,,76358421.0,,,,,,,134235800.0,120748642.0,80347013.0,,,,235459851.0,,,,710251858,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
