date,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualDilutedEPS,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualNetPPE,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyTaxProvision,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,annualGrossPPE,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyBasicEPS,annualCapitalStock,annualTotalRevenue,trailingChangeInWorkingCapital,annualAccountsPayable,quarterlyBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingChangeInAccountPayable,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualChangeInWorkingCapital,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,trailingTaxProvision,trailingEndCashPosition,trailingPretaxIncome,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualBasicEPS,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualRetainedEarnings,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyChangeInAccountPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
,,,,,99300000.0,,,99300000.0,,,,,,,,,,54300000.0,,2148400000.0,,22300000.0,0.0,,42000000.0,,-65600000.0,,,-42500000.0,400000000.0,12200000.0,,,,-400000000.0,,672300000.0,,,36500000.0,,,,,130800000.0,,,,2548400000.0,62800000.0,,,,25300000.0,,1028200000.0,,,,,67200000.0,,,,417500000.0,,,,,,900000.0,,,94700000.0,,,,,,,,,,0.08,,,,,400000000.0,,,,,,200000.0,1424800000.0,335800000.0,,1487700000.0,,31400000.0,,,868800000.0,,,,,1316900000.0,,,3619600000.0,-1300000.0,,,,63300000.0,,,,,2356500000.0,4245500000.0,,,32000000.0,,,2820700000.0,,,,,65200000.0,,0.08,-100000.0,,32000000.0,32000000.0,,60000000.0,,,,,,,,,,,,3191300000.0,,,-4400000.0,1852100000.0,,,,,,,,,-24400000.0,,0.0,1171800000.0,63300000.0,805600000.0,365000000.0,-67000000.0,428300000.0,3200000.0,,,,,,,,,,,,,,,,,,,,
,,,-0.26,,53600000.0,2146400000.0,247800000.0,53600000.0,2701400000.0,1961400000.0,53600000.0,,146200000.0,1260500000.0,,,,84100000.0,535900000.0,2146400000.0,-138200000.0,34500000.0,0.0,,156100000.0,,-162000000.0,2571500000.0,-271300000.0,98800000.0,,15900000.0,,432307692.0,,-425100000.0,,555000000.0,120200000.0,7400000.0,0.0,,,,,47100000.0,,-474600000.0,,2571500000.0,-45600000.0,-425100000.0,-41600000.0,-459700000.0,-9300000.0,,1073300000.0,65700000.0,,,,10100000.0,,,,417900000.0,,,,,432307692.0,4600000.0,,-66600000.0,183200000.0,36600000.0,,,417900000.0,,50500000.0,,,,,,16480600000.0,,1073300000.0,,868600000.0,,,,,15900000.0,1534300000.0,404300000.0,,1647300000.0,,56100000.0,92700000.0,2515900000.0,868600000.0,0.0,-12300000.0,,,1143200000.0,89900000.0,392200000.0,5072000000.0,,-133800000.0,110900000.0,53600000.0,127100000.0,,,,-112400000.0,2515900000.0,4235700000.0,203600000.0,156100000.0,-173700000.0,-226800000.0,1569200000.0,2701400000.0,,,,,-114900000.0,14519200000.0,,7400000.0,1425500000.0,-173700000.0,49600000.0,,89900000.0,4235700000.0,1534300000.0,555000000.0,1685000000.0,795500000.0,90100000.0,-0.26,-500000.0,143700000.0,,,4484500000.0,1647300000.0,,-67800000.0,1685000000.0,,,1143200000.0,-112400000.0,,,80800000.0,,-192100000.0,11400000.0,0.0,1260500000.0,65700000.0,795500000.0,460400000.0,-86200000.0,587500000.0,-27300000.0,,,,,,,,,,,,,,,,,,,,
,,,,,85000000.0,,,85000000.0,,,,,,,,,,82200000.0,,2218900000.0,,33700000.0,53600000.0,,316100000.0,,-96600000.0,,,160300000.0,440909091.0,14100000.0,,,,-454400000.0,,553300000.0,,,0.0,,,,,-38000000.0,,,,2673300000.0,31400000.0,,,,9300000.0,,1432800000.0,,,,,-104400000.0,,,,425000000.0,,,,,,400000.0,,,133100000.0,,,,,,,,,,0.11,,,,,440909091.0,,,,,,-12900000.0,2039200000.0,350200000.0,,2173900000.0,,30800000.0,,,867400000.0,,,,,1191700000.0,,,4029900000.0,,,,,102300000.0,,,,,3041300000.0,4811400000.0,,,48500000.0,,,2772200000.0,,,,,-134600000.0,,0.11,-100000.0,,48500000.0,48500000.0,,75300000.0,,,,,,,,,,,,3546600000.0,,,-4100000.0,1735000000.0,,,,,,,,,-91200000.0,,0.0,1724300000.0,72300000.0,795200000.0,381000000.0,-464000000.0,483300000.0,-6000000.0,,,,,,,,,,,,,,,,,,,,
,,,,,45800000.0,,,45800000.0,,,,,,,,,,110500000.0,,2260900000.0,,45700000.0,0.0,,342600000.0,,-100100000.0,,,27100000.0,440909091.0,13500000.0,,,,-476200000.0,,179000000.0,,,600000.0,,,,,30300000.0,,,,2737100000.0,-39300000.0,,,,0.0,,1046000000.0,,,,,-68600000.0,,,,420300000.0,,,,,,500000.0,,,157900000.0,,,,,,,,,,-0.03,,,,,440909091.0,,,,,,3300000.0,1680900000.0,358400000.0,,1808900000.0,,30800000.0,,,865700000.0,,,,,1173100000.0,,,4307300000.0,,,,,127100000.0,,,,,2674600000.0,4120800000.0,,,-18600000.0,,,2439900000.0,,,,,-69800000.0,,-0.03,0.0,,-18600000.0,64800000.0,,71700000.0,,,,,,,,,,,,3791000000.0,,,-2400000.0,1410800000.0,,,,,,,,,-96500000.0,,0.0,1406100000.0,71700000.0,794000000.0,389200000.0,313900000.0,516300000.0,-3200000.0,,,,,,,,,,,,,,,,,,,,
,,,,,63500000.0,,,63500000.0,,,,,,,,,,55600000.0,,2363100000.0,,23000000.0,0.0,,417500000.0,,-111400000.0,,,74000000.0,362222222.0,16700000.0,,,,-501500000.0,,179600000.0,,,-600000.0,,,,,69200000.0,,,,2864600000.0,17800000.0,,,,0.0,,1124500000.0,,,,,5600000.0,,,,409300000.0,,,,,,800000.0,,,108100000.0,,,,,,,,,,0.09,,,,,362222222.0,,,,,,-2400000.0,1768500000.0,345200000.0,,1951300000.0,,33400000.0,,,865200000.0,,,,,1205800000.0,,,3896200000.0,,,,,74700000.0,,,,,2816500000.0,4311200000.0,,,32600000.0,,,2542700000.0,,,,,-42200000.0,,0.09,-100000.0,,32600000.0,32600000.0,,86100000.0,,,,,,,,,,,,3444600000.0,,,-14400000.0,1459900000.0,,,,,,,,,-126400000.0,,0.0,1480200000.0,71100000.0,794200000.0,376900000.0,-67000000.0,451600000.0,-2200000.0,,,,,,,,,,,,,,,,,,,,
,,,0.34,,45700000.0,2535600000.0,278400000.0,45700000.0,2735100000.0,1822100000.0,45700000.0,,249000000.0,1422300000.0,,,,119800000.0,266500000.0,2535600000.0,311600000.0,48500000.0,0.0,,88400000.0,,-222500000.0,3062000000.0,-160100000.0,-12400000.0,,23500000.0,,393529412.0,,-526400000.0,,199500000.0,53600000.0,4100000.0,16600000.0,,,,,216900000.0,,-530600000.0,,3062000000.0,-17900000.0,-526400000.0,-3600000.0,-536500000.0,0.0,,1233100000.0,64300000.0,,,,81500000.0,,,,371400000.0,,,,,393529412.0,2400000.0,,-8000000.0,-132500000.0,16600000.0,,,371400000.0,,67900000.0,,,,,,17905900000.0,,1233100000.0,,1163000000.0,,,,,21100000.0,1702300000.0,501700000.0,,1692900000.0,,47000000.0,151000000.0,2855900000.0,1163000000.0,0.0,-85900000.0,,,1277100000.0,87600000.0,124500000.0,5672400000.0,,-22500000.0,217200000.0,45700000.0,-179500000.0,,,,133800000.0,2855900000.0,4437400000.0,368200000.0,88400000.0,71300000.0,-252200000.0,1697600000.0,2735100000.0,,,,,-5600000.0,16083800000.0,,4100000.0,1555600000.0,71300000.0,71300000.0,,87600000.0,4437400000.0,1702300000.0,199500000.0,1530700000.0,1094600000.0,9100000.0,0.34,,142000000.0,,,5303200000.0,1692900000.0,,-1600000.0,1530700000.0,,,1277100000.0,133800000.0,,,9300000.0,,-222400000.0,4100000.0,0.0,1422300000.0,64300000.0,1094600000.0,548700000.0,57000000.0,369200000.0,323000000.0,,,,,,,,,,,,,,,,,,,,
,,,,,12900000.0,,,12900000.0,,,,,,,,,,84400000.0,,2625800000.0,,34800000.0,45700000.0,,277200000.0,,-131700000.0,,,188900000.0,381538462.0,17800000.0,,,,-551800000.0,,209000000.0,,,-400000.0,,,,,-76300000.0,,,,3177600000.0,-32800000.0,,,,,,1438300000.0,,,,,-190600000.0,,,,420200000.0,,,,,,900000.0,,,135600000.0,,,,,,,,,,0.13,,,,,381538462.0,,,,,,30100000.0,2090700000.0,395500000.0,,2135700000.0,,34600000.0,,,1161800000.0,,,,,1326600000.0,,,4383600000.0,,,,,101000000.0,,,,,3297500000.0,4925500000.0,,,49600000.0,,,2834800000.0,,,,,-208000000.0,,0.13,0.0,,49600000.0,49600000.0,,82400000.0,,,,,,,,,,,,3852500000.0,,,-14000000.0,1578700000.0,,,,,,,,,-145300000.0,,0.0,1818200000.0,68200000.0,1093600000.0,430100000.0,-397900000.0,531100000.0,1100000.0,,,,,,,,,,,,,,,,,,,,
,,,,,40500000.0,,,40500000.0,,,,,,,,,,121600000.0,,2703900000.0,,50200000.0,0.0,,253500000.0,,-133400000.0,,,-9800000.0,396666667.0,17500000.0,,,,-579800000.0,,197500000.0,,,11300000.0,,,,,166400000.0,,,,3283700000.0,27600000.0,,,,,,1094000000.0,,,,,79600000.0,,,,402100000.0,,,,,,1300000.0,,,174200000.0,,,,,,,,,,0.18,,,,,396666667.0,,,,,,-22000000.0,1699300000.0,397900000.0,,1749600000.0,,37400000.0,,,1161000000.0,,,,,1398100000.0,,,4688700000.0,,,,,136800000.0,,,,,2910600000.0,4600700000.0,,,71400000.0,,,2901400000.0,,,,,33000000.0,,0.18,0.0,,71400000.0,71400000.0,,88800000.0,,,,,,,,,,,,4116600000.0,,,1400000.0,1628700000.0,,,,,,,,,-129800000.0,,0.0,1393800000.0,68200000.0,1092800000.0,435300000.0,419500000.0,572100000.0,2300000.0,,,,,,,,,,,,,,,,,,,,
,,,,,80500000.0,,,80500000.0,,,,,,,,,,70300000.0,,2768500000.0,,29000000.0,0.0,,97300000.0,,-89400000.0,,,-14800000.0,375454545.0,19200000.0,,,,-610400000.0,,193800000.0,,,-13100000.0,,,,,149700000.0,,,,3378900000.0,40000000.0,,,,,,1190500000.0,,,,,-6700000.0,,,,433300000.0,,,,,,5800000.0,,,125200000.0,,,,,,,,,,0.11,,,,,375454545.0,,,,,,77400000.0,1798300000.0,394100000.0,,1721100000.0,,37700000.0,,,1300800000.0,,,,,1439300000.0,,,4311500000.0,,,,,87500000.0,,,,,3021900000.0,4760600000.0,,,41300000.0,,,2962300000.0,,,,,60300000.0,,0.11,-100000.0,,41300000.0,41300000.0,,83500000.0,,,,,,,,,,,,3792200000.0,,,-5700000.0,1678400000.0,,,,,,,,,-94300000.0,,0.0,1497600000.0,68400000.0,1232500000.0,431800000.0,-101400000.0,519300000.0,2000000.0,,,,,,,,,,,,,,,,,,,,
,,,0.61,,102000000.0,2888300000.0,426400000.0,102000000.0,3083600000.0,2382800000.0,102000000.0,,173700000.0,1500800000.0,,,,147300000.0,652400000.0,2888300000.0,10800000.0,60800000.0,0.0,,59900000.0,,-152300000.0,3543500000.0,-82400000.0,9400000.0,,23600000.0,,407868852.0,,-655200000.0,,195300000.0,45700000.0,4300000.0,24000000.0,,,,,186600000.0,,-506800000.0,,3543500000.0,21500000.0,-655200000.0,-4500000.0,-543200000.0,,,1220400000.0,56700000.0,,,,132200000.0,,,,491300000.0,,,,,407868852.0,9900000.0,,56300000.0,217500000.0,21800000.0,,,491300000.0,,78100000.0,,,,,,19566500000.0,,1220400000.0,,1290200000.0,,,,,-83000000.0,1828300000.0,542900000.0,,1771600000.0,,51900000.0,174700000.0,3061800000.0,1290200000.0,0.0,14500000.0,,,1525900000.0,88000000.0,490800000.0,6182800000.0,,-41100000.0,248800000.0,102000000.0,165600000.0,,,,248800000.0,3061800000.0,4911900000.0,423500000.0,59900000.0,86500000.0,-80400000.0,1892000000.0,3083600000.0,,,,,34300000.0,17183700000.0,,4300000.0,1730400000.0,86500000.0,86500000.0,,88000000.0,4911900000.0,1828300000.0,195300000.0,1777800000.0,1229200000.0,2500000.0,0.61,,161600000.0,,,5422400000.0,1771600000.0,,-22800000.0,1777800000.0,,,1525900000.0,248800000.0,,,,,-173800000.0,17900000.0,0.0,1500800000.0,56700000.0,1229200000.0,594800000.0,-2600000.0,760400000.0,5400000.0,,,,,,,,,,,,,,,,,,,,
,,,,,111000000.0,,,111000000.0,,,,,,,,,,53500000.0,,2984600000.0,,21700000.0,102000000.0,,162600000.0,,-164800000.0,,,100500000.0,397500000.0,18900000.0,,,,-693300000.0,,187700000.0,,,16100000.0,,,,,80800000.0,,,,3677900000.0,9100000.0,,,,,,1651500000.0,,,,,-59800000.0,,,,522100000.0,,,,,,2700000.0,,,176100000.0,,,,,,,,,,0.08,,,,,397500000.0,,,,,,6400000.0,2348300000.0,436300000.0,,2336200000.0,,37400000.0,,,1265700000.0,,,,,1557700000.0,,,4883400000.0,,,,,138700000.0,,,,,3601900000.0,5520600000.0,,,31800000.0,,,3172300000.0,,,,,-84000000.0,,0.08,0.0,,31800000.0,31800000.0,,74800000.0,,,,,,,,,,,,4271000000.0,,,-10900000.0,1829600000.0,,,,,,,,,-174600000.0,,0.0,1992700000.0,34500000.0,1231200000.0,473700000.0,-484000000.0,612400000.0,-66300000.0,,,,,,,,,,,,,,,,,,,,
,,,,,87500000.0,,,87500000.0,,,,,,,,,,163700000.0,,3041400000.0,,66300000.0,0.0,,231400000.0,,-120300000.0,,,-77300000.0,423478261.0,17200000.0,,,,-720400000.0,,190000000.0,,,500000.0,,,,,166900000.0,,,,3761800000.0,-23500000.0,,,,,,1319300000.0,,,,,900000.0,,,,543900000.0,,,,,,16000000.0,,,220100000.0,,,,,,,,,,0.24,,,,,405833333.0,,,,,,26000000.0,1994000000.0,442100000.0,,2094600000.0,,42500000.0,,,802500000.0,,,,,1655100000.0,,,5238900000.0,,,,,177600000.0,,,,,2897100000.0,5225400000.0,,,97400000.0,,,3231400000.0,,,,,46600000.0,,0.23,100000.0,,97400000.0,97400000.0,,78400000.0,,,,,,,,,,,,4576700000.0,,,2900000.0,2239000000.0,,,,,,,,,-110900000.0,,0.0,1660200000.0,37000000.0,765400000.0,484600000.0,328600000.0,662200000.0,3500000.0,,,,,,,,,,,,,,,,,,,,
,,,,,136700000.0,,,136700000.0,,,,,,,,,,109600000.0,,3080000000.0,,43300000.0,0.0,,231800000.0,,-105900000.0,,,16600000.0,414375000.0,14700000.0,,,,-749800000.0,,185400000.0,,,0.0,,,,,120300000.0,,,,3829800000.0,49100000.0,,,,,,1307000000.0,,,,,-600000.0,,,,520900000.0,,,,,,19900000.0,,,166100000.0,,,,,,,,,,0.16,,,,,414375000.0,,,,,,12200000.0,1993600000.0,429400000.0,,2059700000.0,,42500000.0,,,796800000.0,,,,,1721400000.0,,,4836200000.0,,,,,123600000.0,,,,,2856500000.0,5259000000.0,,,66300000.0,,,3265400000.0,,,,,14400000.0,,0.16,100000.0,,66300000.0,66300000.0,,78700000.0,,,,,,,,,,,,4240700000.0,,,5200000.0,2313300000.0,,,,,,,,,-88900000.0,,0.0,1647200000.0,36700000.0,760000000.0,471900000.0,5300000.0,595500000.0,600000.0,,,,,,,,,,,,,,,,,,,,
,,,0.73,,175500000.0,3154600000.0,590200000.0,175500000.0,3366300000.0,2742200000.0,175500000.0,,25100000.0,1686500000.0,,,,193600000.0,763000000.0,3154600000.0,15900000.0,76900000.0,0.0,,40400000.0,,-162400000.0,3950300000.0,-189300000.0,-14700000.0,,25500000.0,,424761905.0,,-795700000.0,,211700000.0,102000000.0,5500000.0,-1500000.0,,,,,222200000.0,,-553400000.0,,3950300000.0,38900000.0,-795700000.0,-4300000.0,-543200000.0,,,1379400000.0,33500000.0,,,,95100000.0,,,,544200000.0,,,,,427671233.0,23400000.0,,73600000.0,200700000.0,15100000.0,,,544200000.0,,76300000.0,,,,,,21874400000.0,,1379400000.0,,956000000.0,,,,,,2110000000.0,671300000.0,,1964000000.0,,59900000.0,208100000.0,2920000000.0,956000000.0,0.0,35600000.0,,,1838100000.0,100900000.0,580700000.0,6915900000.0,,-30700000.0,312200000.0,175500000.0,140800000.0,,,,312200000.0,2920000000.0,5476300000.0,520300000.0,40400000.0,116700000.0,36800000.0,2161500000.0,3366300000.0,,,,,59800000.0,19132200000.0,,5500000.0,1979200000.0,116700000.0,116700000.0,,100900000.0,5476300000.0,2110000000.0,211700000.0,2468100000.0,917000000.0,,0.735,,182300000.0,,,6043900000.0,1964000000.0,,-27900000.0,2468100000.0,,,1838100000.0,312200000.0,,,,,-168800000.0,62000000.0,0.0,1686500000.0,33500000.0,917000000.0,731200000.0,-39200000.0,872000000.0,78200000.0,,,,,,,,,,,,,,,,,,,,
,,,,,205700000.0,,,205700000.0,,,,,,,,,,163200000.0,,3290700000.0,,65300000.0,175500000.0,,22600000.0,,-187000000.0,,,2400000.0,445000000.0,10900000.0,,,,-832500000.0,,207100000.0,,,10300000.0,,,,,209700000.0,,,,4123200000.0,30200000.0,,,,,,1826000000.0,,,,,30700000.0,,,,605900000.0,,,,,,10200000.0,,,218600000.0,,,,,,,,,,0.23,,,,,425652174.0,,,,,,34900000.0,2587400000.0,478100000.0,,2454500000.0,,46200000.0,,,962100000.0,,,,,1936000000.0,,,5429800000.0,,,,,172400000.0,,,,,3416600000.0,6085200000.0,,,97900000.0,,,3497800000.0,,,,,22700000.0,,0.22,0.0,,97900000.0,97900000.0,,77900000.0,,,,,,,,,,,,4733100000.0,,,-2200000.0,2569600000.0,,,,,,,,,-182300000.0,,0.0,2100000000.0,41700000.0,920400000.0,524300000.0,-418000000.0,696700000.0,1700000.0,,,,,,,,,,,,,,,,,,,,
,,,,,340700000.0,,,340700000.0,,,,,,,,,,210000000.0,,3319400000.0,,84000000.0,0.0,,6700000.0,,-94100000.0,,,-700000.0,450000000.0,11000000.0,,,,-866000000.0,,205900000.0,,,100000.0,,,,,224200000.0,,,,4185400000.0,135000000.0,,,,,,1486400000.0,,,,,2400000.0,,,,614800000.0,,,,,,15500000.0,,,261000000.0,,,,,,,,,,0.3,,,,,420000000.0,,,,,,48000000.0,2348400000.0,482800000.0,,2107900000.0,,47800000.0,,,966700000.0,,,,,-2062000000.0,,,5795000000.0,,,,,213200000.0,,,,,3074600000.0,5873700000.0,,,126000000.0,,,3525300000.0,,,,,130100000.0,,0.28,0.0,,126000000.0,126000000.0,,76200000.0,,,,,,,,,,,,5051200000.0,,,-700000.0,2699500000.0,,,,,,,,,-86300000.0,,0.0,1758200000.0,44500000.0,922200000.0,530600000.0,337200000.0,743800000.0,7700000.0,,,,,,,,,,,,,,,,,,,,
,,,,,391700000.0,,,391700000.0,,,,,,,,,,142000000.0,,3328800000.0,,56800000.0,0.0,,7600000.0,,-85500000.0,,,26100000.0,448421053.0,10500000.0,,,,-901800000.0,,205700000.0,,,-800000.0,,,,,76500000.0,,,,4230600000.0,51000000.0,,,,,,1575800000.0,,,,,-40300000.0,,,,576600000.0,,,,,,27700000.0,,,192800000.0,,,,,,,,,,0.2,,,,,426000000.0,,,,,,-16300000.0,2518000000.0,477400000.0,,2160000000.0,,47900000.0,,,968500000.0,,,,,2147200000.0,,,5338100000.0,,,,,144900000.0,,,,,3128500000.0,6052500000.0,,,85200000.0,,,3534500000.0,,,,,-9000000.0,,0.19,100000.0,,85200000.0,85200000.0,,82100000.0,,,,,,,,,,,,4667900000.0,,,100000.0,2824700000.0,,,,,,,,,-51600000.0,,0.0,1887700000.0,44300000.0,924100000.0,525300000.0,-129100000.0,670200000.0,7600000.0,,,,,,,,,,,,,,,,,,,,
,,,1.02,,362000000.0,3395400000.0,737600000.0,362000000.0,3631600000.0,3086500000.0,362000000.0,,66600000.0,1910800000.0,,,,251200000.0,983600000.0,3395400000.0,26700000.0,100500000.0,0.0,,,,-205300000.0,4331000000.0,-255100000.0,38800000.0,,15100000.0,,429719626.0,,-935600000.0,,236200000.0,175500000.0,0.0,10000000.0,,,,,227200000.0,,-571900000.0,,4331000000.0,-29700000.0,-935600000.0,20400000.0,-609400000.0,,,1605500000.0,61500000.0,,,,50200000.0,,,,591400000.0,,,,,450784314.0,20700000.0,,186500000.0,313000000.0,19600000.0,,,591400000.0,,47500000.0,,,-75500000.0,,,24269900000.0,,1605500000.0,,991500000.0,,,,,-66500000.0,2628200000.0,662700000.0,,2196900000.0,,54400000.0,306600000.0,3188400000.0,991500000.0,0.0,43000000.0,,,2297900000.0,183800000.0,787300000.0,7707000000.0,,-42700000.0,459800000.0,362000000.0,258600000.0,,,,459800000.0,3188400000.0,6259800000.0,766400000.0,,150700000.0,165700000.0,2299200000.0,3631600000.0,,,,,21900000.0,21183400000.0,,0.0,2102900000.0,150700000.0,150700000.0,,183800000.0,6259800000.0,2628200000.0,236200000.0,2965900000.0,930000000.0,100000.0,1.07,,196300000.0,,,6731300000.0,2196900000.0,,-39900000.0,2965900000.0,,,2297900000.0,459800000.0,,,,,-289200000.0,74100000.0,0.0,1910800000.0,61500000.0,930000000.0,717100000.0,-45200000.0,975700000.0,7700000.0,,,,,,,,,,,,,,,,,,,,
,,,,,381800000.0,,,381800000.0,,,,,,,,,,173700000.0,,3531400000.0,,69500000.0,362000000.0,,,,-182600000.0,,,29900000.0,460000000.0,10900000.0,,,,-975800000.0,,238900000.0,,,900000.0,,,,,159400000.0,,,,4507200000.0,19800000.0,,,,,,2059700000.0,,,,,6500000.0,,,,903700000.0,,,,,,11100000.0,,,230200000.0,,,,,,,,,,-0.03,,,,,460000000.0,,,,,,-2900000.0,3274200000.0,531700000.0,,2963400000.0,,51600000.0,,,994400000.0,,,,,2284100000.0,,,5998100000.0,,,,,178600000.0,,,,,3957800000.0,7044500000.0,,,-13800000.0,,,3770300000.0,,,,,-23200000.0,,-0.03,0.0,,-13800000.0,104200000.0,,261000000.0,,,,,,,,,,,,5236200000.0,,,-3100000.0,2980300000.0,,,,,,,,,-171900000.0,,0.0,2430700000.0,61700000.0,932700000.0,583300000.0,-515800000.0,761900000.0,6000000.0,,,,,,,,,,,,,,,,,,,,
,,,,,324600000.0,,,324600000.0,,,,,,,,,,253400000.0,,3669700000.0,,101400000.0,0.0,,,,-184500000.0,,,76600000.0,460606061.0,11000000.0,,,,-1023500000.0,,242600000.0,,,4300000.0,,,,,264900000.0,,,,4693200000.0,-57200000.0,,,,,,1739100000.0,,,,,66700000.0,,,,943400000.0,,,,,,22100000.0,,,300000000.0,,,,,,,,,,0.35,,,,,434285714.0,,,,,,-8300000.0,3065000000.0,550600000.0,,2682500000.0,,46900000.0,,,996800000.0,,,,,2436200000.0,,,6592400000.0,,,,,253100000.0,,,,,3679300000.0,6977300000.0,,,152000000.0,,,3912300000.0,,,,,80400000.0,,0.33,100000.0,,152000000.0,152000000.0,,522400000.0,,,,,,,,,,,,5741800000.0,,,-3400000.0,3187100000.0,,,,,,,,,-400000000.0,,0.0,2055500000.0,61800000.0,934900000.0,597500000.0,385400000.0,850600000.0,11200000.0,,,,,,,,,,,,,,,,,,,,
