,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingInterestExpense,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInInventory,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,trailingNetIncome,annualBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,annualCashDividendsPaid,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncome,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,trailingSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyDilutedEPS,quarterlyGoodwill,annualRetainedEarnings,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingChangeInInventory,annualInventory,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingExpense,quarterlyInventory,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyBasicAverageShares,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlyBeginningCashPosition,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingEndCashPosition,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS
907113600,3122626990052.44,,,,,,,,,,,,,,,111526545967.98,,,,,,,,-18997738971.12,499687108488.88,710661588707.98,,56.096225,,,,,0.0,0.0,,,,,,1976555262483.1,111526545967.98,,,,,,,503940707334.22,,,99949653411.14,,,,,3689708650056.0,2401920756639.56,,,,392414161366.24,,,,201722434121.78,,2499633538889.76,54235471784.0,1013349154726.22,1314029980924.44,,,,,1774689988218.68,927780000.0,,,,,,,,-1808597009128.0,,,,,,,,,,,0.0,,45714181627.14,45714181627.14,,1254612586188.0,351960026945.8,,,,,,,50.623422,,,,1201209254008.92,,160562992292.04,,,1270749280884.46,,,,,1091527042449.74,,,,153493910252.02,,,,-650579385.3,,,392414161366.24,1267812164656.44,,,,,,285709701592.9,,,,,819844000.0,,,,,,0.0,,721000122901.76,421526323272.86,,,519277688779.98,,,,,,3321304904199.1,,,,1178736148693.74,,,,14477614648.9,,,1721565221681.76,4901554295529.32,0.0,,45714181627.14,,,7011013554255.1,,,,,,,,,,,,,,,,
915062400,2700727052284.28,,,,,,,,,,,,,,,176215488743.76,,,,,,,,-265325590311.4,434985198160.0,641103469779.68,,134.437542,,,,,0.0,0.0,,,,,,1778927451843.76,176215488743.76,,,,,,,564913613470.64,,,220737670687.96,,,,,3278206588340.32,2061463440012.48,,,,388698124726.88,,,,153506139714.52,,2361835188467.2,110422895185.92,1091584075700.64,1194707582028.28,,,,,1913194098263.76,927426000.0,,,,,,,,-1506019470256.0,,,,,,,,,,,0.0,,110314775502.04,110314775502.04,,1161825982234.84,313131010453.76,,,,,,,119.626626,,,,1293089202831.4,,133021276278.28,,,1348280484793.12,,,,,1067407306725.8,,,,132601899506.56,,,,58945051555.48,,,388698124726.88,951301691084.4,,,,,,247029096620.12,,,,,819848000.0,,,,,,0.0,,598830496264.52,408907049412.48,,,445324356550.0,,,,,,3057046692627.64,,,,974207683500.76,,,,11905697540.0,,,1615310013979.24,4423298628479.68,0.0,,110314775502.04,,,6335253280967.96,,,,,,,,,,,,,,,,
922838400,3005120845100.0,1718470864500.0,,-368703104400.0,,,1502322242250.0,,1502322242250.0,,-1754197909500.0,18578063400.0,,,3072287689700.0,-36194151190.32,,,,,,,,-270096460200.0,24294390600.0,671311175550.0,107181135000.0,,169108013000.0,-476360600.0,,,592830766700.0,-367631293050.0,,177206143200.0,179230675750.0,,313683455100.0,1825413819200.0,-36194151190.32,,48350600900.0,,,6801119376350.0,,341812575463.76,,1841252809150.0,-48088705907.52,3232821211900.0,,,295224481850.0,3072287689700.0,1944384879050.0,,4343455950800.0,196.589613,378006726654.08,,,24294390600.0,118018338650.0,226390375150.0,2399071071750.0,-32488053096.12,1124687376600.0,1250922935600.0,43586994900.0,,219.667498,,1579649910685.16,,,,-24532570900.0,,,423722753700.0,,-1754197909500.0,179230675750.0,4959866567200.0,852209113400.0,,179230675750.0,702631885000.0,,,,,663927586250.0,-367631293050.0,-15600652811.4,-15600652811.4,,1239609371350.0,313683455100.0,1825413819200.0,-49898772850.0,,,120995592400.0,1038466108000.0,,,1124687376600.0,,1014528987850.0,1944384879050.0,107181135000.0,,6305108901600.0,1237837335221.4,-112302011450.0,307490767300.0,,878647126700.0,1038466108000.0,1014528987850.0,,,120995592400.0,,-121591043150.0,911699620.0,-9616377622.48,416815525000.0,,378006726654.08,878647126700.0,263427411800.0,54424198550.0,710849105350.0,,118018338650.0,263427411800.0,1250922935600.0,-270096460200.0,,,,663927586250.0,2399071071750.0,671311175550.0,,,0.0,815918046.0,710849105350.0,416815525000.0,592830766700.0,,592830766700.0,646421334200.0,,338930566900.0,,,3232821211900.0,,,,852209113400.0,3005120845100.0,592830766700.0,,10456987267.52,-661783963550.0,,1718470864500.0,4343455950800.0,295224481850.0,356436818950.0,-15600652811.4,,,6305108901600.0,,,1239609371350.0,,,,,,,,,,,,,
930700800,3064784980219.63,,,,,,,,,,,,,,,42304932520.94,,,,,,,,-271531328159.15,502171007028.59,658574836074.43,,23.027512,,,,,0.0,0.0,,,,,,1846522957551.23,42304932520.94,,,,,,,392231969893.58,,,35541873532.08,,,,,3151429628913.78,2054910424680.38,,,,349927037372.64,,,,100963519061.5,,2425228687255.66,17084838114.81,1143881341915.95,1279498357347.63,,,,,1484670577856.31,927484000.0,,,,,,,,-1785286622872.0,,,,,,,,,,,0.0,,18457035417.27,18457035417.27,,1269991752135.86,350445883570.47,,,,,,,20.603563,,,,1014521628597.74,,80460065038.68,,,1092438607962.73,,,,,1030367465385.66,,,,124869469734.14,,,,986668277.63,,,349927037372.64,962714211577.65,,,,,,266446005193.78,,,,,820530000.0,,,,,,0.0,,672022781709.8,418360560234.99,,,571059262648.3,,,,,,3314361151539.42,,,,965429639996.8,,,,11115137502.73,,,1768416788998.01,4480139111936.04,0.0,,18457035417.27,,,6465790780453.2,,,,,,,,,,,,,,,,
938649600,2800552737630.0,,,,,,,,,,,,,,,69724186720.0,,,,,,,,-413137063690.0,477972054390.0,646224169600.0,,56.332041,,,,,0.0,0.0,,,,,,1734814292140.0,69724186720.0,,,,,,,434500724560.0,,,80671734330.0,,,,,3170537332100.0,2163362951980.0,,,,364776537840.0,,,,102673116420.0,,2372322938400.0,34436945880.0,1170324725570.0,1234947142530.0,,,,,1621831349330.0,927656000.0,,,,,,,,-1565605595100.0,,,,,,,,,,,0.0,,46234788450.0,46234788450.0,,1304883902990.0,335122501110.0,,,,,,,51.017698,,,,1015464755980.0,,106924591220.0,,,1187330624770.0,,,,,938831922710.0,,,,128607112700.0,,,,22001382090.0,,,364776537840.0,962959042200.0,,,,,,248392415190.0,,,,,823516000.0,,,,,,0.0,,714141479530.0,421852587030.0,,,611468363110.0,,,,,,3240686666300.0,,,,1075091690050.0,,,,10416113260.0,,,1757347108580.0,4535685890380.0,0.0,,46234788450.0,,,6411223998400.0,,,,,,,,,,,,,,,,
946598400,2747929376400.0,,,,,,,,,,,,,,,164638519500.0,,,,,,,,-465589552350.0,486757362000.0,659372157600.0,,113.508545,,,,,0.0,0.0,,,,,,1807137836400.0,164638519500.0,,,,,,,557725767300.0,,,154310264550.0,,,,,3397280058900.0,2328561321450.0,,,,393087247800.0,,,,103282549500.0,,2422742735400.0,60435630450.0,1275079316550.0,1241640312900.0,,,,,1920850900800.0,927618000.0,,,,,,,,-1506289063500.0,,,,,,,,,,,0.0,,93874634100.0,93874634100.0,,1387360741650.0,342059532750.0,,,,,,,102.25995,,,,1206667410000.0,,121484820600.0,,,1363125133500.0,,,,,896717501550.0,,,,138664492200.0,,,,2454238800.0,,,393087247800.0,904796037600.0,,,,,,245832919800.0,,,,,826274000.0,,,,,,0.0,,799059249300.0,431127949200.0,,,695776699800.0,,,,,,3308313902400.0,,,,1205644810500.0,,,,10737294750.0,,,1820840669700.0,4751304056850.0,0.0,,93874634100.0,,,6705593961300.0,,,,,,,,,,,,,,,,
954460800,2915844582600.0,1846383032200.0,,-390669947600.0,,,1445848719800.0,,1445848719800.0,,-1698725821600.0,-25380188600.0,,,3038635373600.0,-44077858400.0,,,,,,,,-412350999400.0,5959720400.0,660604180200.0,84874638800.0,,32778462200.0,1335799400.0,,,606863942800.0,-436189881000.0,,91656389600.0,118064116200.0,,354192348600.0,2116009003400.0,-44077858400.0,,40793258600.0,,,6481915211600.0,,290205204900.0,,1679099845800.0,-61575141550.0,3560110908600.0,,,171085077000.0,3038635373600.0,2094225197800.0,,4449239540000.0,65.971176,334283063300.0,,,5959720400.0,104192353200.0,123921082800.0,2355014342200.0,-20625035500.0,1186292621000.0,1217118761000.0,-67714754200.0,,72.433055,,1438147697750.0,,,,-19934237200.0,,,574085480600.0,,-1698725821600.0,118064116200.0,4802815365800.0,994554030200.0,,118064116200.0,269420463600.0,,,,,561755024600.0,-436189881000.0,-40950106050.0,-40950106050.0,,1387690069000.0,354192348600.0,2116009003400.0,-30004109600.0,,,178380596800.0,788943676400.0,,,1186292621000.0,,1023119586600.0,2094225197800.0,84874638800.0,,6598746282200.0,1147942492850.0,-65967939600.0,297163989600.0,,832922302800.0,788943676400.0,1023119586600.0,,,178380596800.0,,-67920261800.0,927670000.0,-15905142600.0,437731188000.0,,334283063300.0,832922302800.0,496609115400.0,9864364800.0,711056296000.0,,104192353200.0,496609115400.0,1217118761000.0,-412350999400.0,,,,561755024600.0,2355014342200.0,660604180200.0,,,0.0,823440000.0,711056296000.0,437731188000.0,606863942800.0,,606863942800.0,530415115600.0,,233251126000.0,,,3560110908600.0,,,,994554030200.0,2915844582600.0,606863942800.0,,8376854450.0,-275174676400.0,,1846383032200.0,4449239540000.0,171085077000.0,209720505800.0,-40950106050.0,,,6598746282200.0,,,1387690069000.0,,,,,,,,,,,,,
962323200,3030296755640.0,,,,,,,,,50512020440.0,,,,,,34063778490.0,,,,,-137846879310.0,-31092483170.0,,-450575711740.0,451955241710.0,613890836650.0,,-97.628275,,,-95824274070.0,,570488701440.0,-147715824480.0,,,,,,2117578503950.0,165755831780.0,,,,,,,397198513670.0,-128720757970.0,,31835307000.0,,,,,3079747599180.0,2257653854750.0,-20480714170.0,,,363134735180.0,,,,110786868360.0,,2471162647030.0,18358360370.0,1147238346590.0,1275959104560.0,,,,-103995336200.0,1578394521060.0,994449000.0,,,,,,,114713222890.0,-1754337651080.0,,,,,,,,,,-62291084030.0,-27060010950.0,,13476946630.0,-89244977290.0,,1519711438490.0,310606478630.0,,,,,,,-97.628275,,,,1064042077630.0,,96036509450.0,,,1181196007390.0,,,,,777312079250.0,,,,174139129290.0,,,,3395766080.0,,,363134735180.0,877274943230.0,,,,,,510107735830.0,,,-11460710520.0,,910890000.0,,,,131692053290.0,,632779785470.0,,686475336610.0,466599482930.0,,,575688468250.0,,,,,,3800605067350.0,,,,1237120030020.0,,,-2016236110.0,9550592100.0,,,2014538226960.0,4728816501780.0,-131055347150.0,,-89244977290.0,,,6880352666530.0,106117690.0,,,,,,,,,,,,,,,
970272000,3065278311360.0,,,,,,,,,46913397880.0,,,,,,60661109520.0,,,,,-86631665010.0,14981065490.0,,-458796947760.0,486153918720.0,700360082640.0,,21.626064,,,-101946081210.0,,623911946400.0,-147696209760.0,,,,,,2101080247920.0,193780209910.0,,,,,,,457283123280.0,-113274898190.0,,58065981840.0,,,,,3352472441280.0,2436716761200.0,-46451953910.0,,,396622013760.0,,,,142299501120.0,,2613509834400.0,38170002960.0,1144775697840.0,1277667861120.0,,,,-92585585560.0,1697105372400.0,994251000.0,,,,,,,133986513110.0,-1787610450240.0,,,,,,,,,,59371565390.0,71393442150.0,,19895978880.0,19895978880.0,,1567889640000.0,321147050400.0,,,,,,,20.544761,,,,1103794306560.0,,105535192320.0,,,1239822249120.0,,,,,857473437600.0,,,,188146756800.0,,,,-2486997360.0,,,396622013760.0,989392428000.0,,,,,,497615732640.0,,,107026920.0,,913351000.0,,,,133119100390.0,,570488701440.0,,773131788000.0,465933548880.0,,,630832286880.0,,,,,,3829002761520.0,,,,1309674435840.0,,,-6850450130.0,11137422960.0,,,2053719167760.0,5050226595600.0,-21192143410.0,,19895978880.0,,,7181475202800.0,218273270.0,,,,,,,,,,,,,,,
978220800,3200270387650.0,,,,,,,,,30709176580.0,,,,,,146013840700.0,,,,,-131272602880.0,-1882438670.0,,-370192076500.0,533626720800.0,752991313500.0,,79.08128,,,-95059599970.0,,575459571550.0,-148703847010.0,,,,,,2252784970800.0,290820792720.0,,,,,,,568353717450.0,11399229560.0,,124581667850.0,,,,,3725530538300.0,2747787936250.0,-21202844870.0,,,422339876750.0,,,,149222936100.0,,2663549182000.0,52606242450.0,1211548124050.0,1305528775050.0,,,,-95102927990.0,2103218203050.0,994091000.0,,,,,,,11236991400.0,-1894741612600.0,,,,,,,,,,-45560744010.0,79789794450.0,,71975425400.0,71975425400.0,,1635950990700.0,375349551250.0,,,,,,,73.350752,,,,1444092930000.0,,155297295250.0,,,1534864485600.0,,,,,833333309050.0,,,,194264882250.0,,,,-16389308650.0,,,422339876750.0,1012813430350.0,,,,,,507495515400.0,,,-11339205300.0,,914952000.0,,,,144806952020.0,,623911946400.0,,734997457150.0,465089611900.0,,,585774521050.0,,,,,,3967244188250.0,,,,1464149776250.0,,,-4198916460.0,11919497200.0,,,2154219897800.0,5411337118250.0,-15313133540.0,,71975425400.0,,,7692774726550.0,-1470496460.0,,,,,,,,,,,,,,,
985996800,3326271293520.0,2411092692630.0,,-472154978880.0,,,1648380803670.0,,1648380803670.0,-92949969070.0,-1879287792540.0,-5674939650.0,,,3508373801400.0,-12503965840.0,,,,,182097993910.0,12318916700.0,,-331416475560.0,5927159190.0,814669114200.0,134180795280.0,,-19042575270.0,-882768390.0,2020825630.0,,612641262660.0,-281393625560.0,,116525427480.0,16898709180.0,,428647108230.0,2336057379480.0,176016567570.0,,43381760880.0,,,7379691520860.0,,460545647580.0,126555866350.0,1875756718980.0,24988618080.0,4389124435080.0,,,77431398780.0,3508373801400.0,2670248269980.0,74137328480.0,5542272171960.0,18.445572,473049613420.0,,,5927159190.0,90925144170.0,-173653153290.0,2872023901980.0,7760015530.0,1227930830490.0,1446983500980.0,-104040560250.0,,18.445572,-180471129130.0,2030587931260.0,,,,-22951978140.0,,,631683837930.0,-124242614880.0,-1879287792540.0,122326476900.0,5503934801880.0,1292751252270.0,,16898709180.0,35184625830.0,,,,29437687380.0,425463152010.0,-725509506810.0,17228602550.0,13116561030.0,,1844229276480.0,428647108230.0,2336057379480.0,-13998184470.0,,,176679787770.0,851114837730.0,,,1227930830490.0,,1306749436740.0,2670248269980.0,134180795280.0,,7897498236480.0,1570042283680.0,135694112520.0,598138639110.0,,951245995110.0,851114837730.0,1306749436740.0,,,176679787770.0,,-24717514920.0,916139089.0,36039815980.0,476190491520.0,,473049613420.0,951245995110.0,531048241470.0,20682002280.0,703566406830.0,,90925144170.0,531048241470.0,1446983500980.0,-331416475560.0,-259089240.0,,,549586377660.0,2872023901980.0,814669114200.0,188520533410.0,,575459571550.0,916139089.0,703566406830.0,476190491520.0,612641262660.0,,612641262660.0,825514554420.0,,227375915310.0,,,4389124435080.0,,,,1292751252270.0,3326271293520.0,612641262660.0,-11651912220.0,10946975230.0,-290809129620.0,,2411092692630.0,5542272171960.0,244992022880.0,238851904380.0,13116561030.0,,,7897498236480.0,263337110.0,,1844229276480.0,,,,,,,,,,,,,
993859200,3302233898250.0,,,,,,,,,4490289720.0,,,,,,2993526480.0,,,,,-260312073490.0,-4116098910.0,,-338892143590.0,576877498750.0,712958223320.0,,-32.42987,,,-85814425760.0,,545694931250.0,-147431179140.0,,,,,,2300150909070.0,138450599700.0,,,,,,,417721674230.0,-173749266110.0,,-15965474560.0,,,,,3548950372310.0,2770508757240.0,-31930949120.0,,,414728147750.0,,,,125728112160.0,,2929290390950.0,20331034010.0,1193918144440.0,1443503414710.0,,,,-80825214960.0,1647562136430.0,918415000.0,,,,,,,271787258330.0,-1858730483540.0,,,,,,,,,,-65109200940.0,-190338392020.0,,-36296508570.0,-30309455610.0,,1924712796370.0,432938767170.0,,,,9604230790.0,,,-32.42987,,,,1174335492050.0,,75711273890.0,,,1229840462200.0,,,,,826836959830.0,,,,177740634750.0,,,,-14219250780.0,,,414728147750.0,1121948778650.0,,,,,,527983232910.0,,,-11599915110.0,,918415000.0,,,,135457073220.0,,610804132190.0,,675788602860.0,478839506530.0,,,550060490700.0,,,,,,4475696278410.0,,,,1548900492860.0,,,-374190810.0,12098836190.0,,,2504209630790.0,5699799148190.0,-271163606980.0,,-30309455610.0,,,8024646650720.0,11849375650.0,,,,,,,,,,,,,,,
1001808000,3203708324480.0,,,,,,,,,100045986530.0,,,,,,-3345160840.0,,,,,-29641689320.0,-12370765230.0,,-399029900200.0,557208219920.0,748360267920.0,,-14.336404,,,86650715970.0,,744537226960.0,-257930632650.0,,,,,,2210195555000.0,132514204070.0,,,,,,,422446026080.0,96213216640.0,,1553110390.0,,,,,3668924621300.0,2854855836880.0,-34135977470.0,,,425791186920.0,,,,157700439600.0,,3084118824450.0,14814283720.0,1166744312980.0,1423365937420.0,,,,-140194340540.0,1793961970480.0,918464000.0,,,,,,,397125439640.0,-1780342387060.0,,,,,,,,,,199990864810.0,69912601780.0,,-13261173330.0,-13261173330.0,,1962056302690.0,400105130470.0,,,,-46628390.0,,,-14.336404,,,,1192908249550.0,,94500793730.0,,,1371515944400.0,,,,,959583280960.0,,,,162479240800.0,,,,6331911590.0,,,425791186920.0,1011552744010.0,,,,,,526026542090.0,,,130792230.0,,918464000.0,,,,135859364910.0,,545694931250.0,,907255407820.0,477880120000.0,,,749554968220.0,,,,,,4513338793340.0,,,,1611889644760.0,,,-312278877700.0,10632832670.0,,,2563946313830.0,5938974661330.0,-70281738760.0,,-13261173330.0,,,8182263414640.0,40239557430.0,,,,,,,,,,,,,,,
1009756800,3394286571920.0,,,,,,,,,112025078550.0,,,,,,158241184480.0,,,,,197141753610.0,-13133989860.0,,-273038449760.0,585571371520.0,894549790800.0,,69.773567,,,-2416069090.0,,742232777120.0,-183895710450.0,,,,,,2382701495760.0,313070099230.0,,,,,,,735123772160.0,227351746590.0,,102817275440.0,,,,,3713138609200.0,2744997452240.0,16567188350.0,,,576882587680.0,,,,154686682000.0,,3258030643520.0,38967879040.0,1223012149600.0,1432464499440.0,,,,-71371185540.0,2281200702720.0,996345000.0,,,,,,,-303193887250.0,-1961822072480.0,,,,,,,,,,1769209250.0,450336279680.0,,63849396400.0,63849396400.0,,2048051669680.0,475908387600.0,,,,-78929120.0,,,64.507638,,,,1408372871520.0,,112954189920.0,,,1546076930560.0,,,,,1050026362240.0,,,,159952611600.0,,,,-50157979440.0,,,576882587680.0,813981067920.0,,,,,,539626135760.0,,,-11437670880.0,,918470000.0,,,,154828914750.0,,744537226960.0,,905213298240.0,474723553440.0,,,750526616240.0,,,,,,4704449856400.0,,,,1261585083920.0,,,-233292182770.0,9873618000.0,,,2732359221200.0,6003028095760.0,378965094140.0,,63849396400.0,,,8417588465600.0,28479789800.0,,,,,,,,,,,,,,,
1017532800,3375775756210.0,2878958961190.0,,-389159865120.0,,,2207764521690.0,,2207897431480.0,163161915230.0,-1961615590610.0,-49841171250.0,,,3343079947870.0,-22942802910.0,,,,,220272497810.0,-20220317250.0,,-276053633830.0,5183481810.0,871090763660.0,105663283050.0,,76688948830.0,119485901210.0,2775966990.0,,685017057660.0,-179226883540.0,,65258706890.0,15284625850.0,,462393159410.0,2374566308140.0,148740079630.0,,36550192250.0,,,7591408475430.0,,561467271340.0,141522562560.0,2342667958540.0,-14168521570.0,4856922455970.0,,,349685657490.0,3343079947870.0,2562899480570.0,3114221530.0,5802043972660.0,16.717128,584542984040.0,,,5183481810.0,162415763380.0,127460488610.0,3239144492090.0,-8727603990.0,1211339826060.0,1414160165600.0,291338259680.0,,16.767235,-96769124080.0,1894594185910.0,,,,-22993393670.0,,,608328108830.0,-280523635330.0,-1961615590610.0,9303685300.0,5248740516890.0,1123752274450.0,,15284625850.0,379723270030.0,,,,-59961924290.0,408935033170.0,-768484405780.0,-5440917580.0,-5384147830.0,,2239131232130.0,462393159410.0,2374566308140.0,-46385516710.0,,90831600.0,159890477370.0,840122782590.0,,,1211339826060.0,,1244966002930.0,2562899480570.0,105663283050.0,,8200002403840.0,1333126914570.0,85195175390.0,597828235420.0,,674650094040.0,840122782590.0,1244966002930.0,,,159890477370.0,,-797724559580.0,914309339.0,1705645980.0,476880326520.0,,584410074250.0,674650094040.0,563803329180.0,-56087931380.0,847432821040.0,9569504880.0,162415763380.0,563803329180.0,1414160165600.0,-276053633830.0,-86599910.0,,,738845522610.0,3239144492090.0,871090763660.0,171682882540.0,,742232777120.0,911577028.0,847432821040.0,476880326520.0,685017057660.0,,685017057660.0,732731672270.0,,134903436850.0,,,4856922455970.0,,,,1123752274450.0,3375775756210.0,685017057660.0,-251779308300.0,4033076970.0,1196188110.0,,2878958961190.0,5802043972660.0,312165909090.0,74562392190.0,-5384147830.0,,,8200002403840.0,38917178330.0,,2239131232130.0,,,,,,,,,,,,,
1025395200,3258115472600.0,,,,,,,,,215136018000.0,,,,,,52110724360.0,,,,,-190873455970.0,20916001750.0,,-392503712840.0,-239040020.0,773772544740.0,,62.150405,,,0.0,,563417327140.0,-83664007000.0,,,,,,2322512834320.0,198761776630.0,,,,,,,588157969210.0,-120954250120.0,,111392649320.0,,,,,3291222515370.0,2447530764780.0,35258402950.0,,,424056995480.0,,,,176889614800.0,,3300545076150.0,53903524510.0,1271931946420.0,1354161713300.0,,,,-68126405700.0,1729335024690.0,997579000.0,,,,,,,-39202563280.0,-1903953759300.0,,,,,,,,,,-123344650320.0,22230721860.0,,57489124810.0,57489124810.0,,2294903712010.0,514294603030.0,,,,,,,58.564805,,,,1168069057730.0,,74460966230.0,,,1141177055480.0,,,,,833771589760.0,,,,171869774380.0,,,,-52588804400.0,,,536047244850.0,772457824630.0,,,,,,539871885170.0,,,-11593440970.0,,918517000.0,,,,146651052270.0,,686761977460.0,,740306941940.0,478199560010.0,,,563417327140.0,,,,,,4801955441770.0,,,,1085002650780.0,,,-232824979480.0,6812640570.0,,,2907921843300.0,5748075840930.0,-45895683840.0,,57489124810.0,,,8093177957140.0,32628962730.0,,,,,,,,,,,,,,,
