date,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualCapitalExpenditure,annualOperatingExpense,annualCashAndCashEquivalents,annualTaxProvision,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualCurrentAssets,annualInterestExpense,trailingChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,quarterlyEbitda,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,trailingOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualDilutedEPS,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyNetPPE,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,annualSaleOfInvestment,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyDilutedEPS,trailingEndCashPosition,trailingInvestingCashFlow,quarterlyCurrentDebt,annualAccountsPayable,annualGrossPPE,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,trailingChangeInInventory,trailingDilutedEPS,annualOtherIntangibleAssets,annualGoodwill,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,4947722000.0,144700000.0,182516000.0,,,,-36601000.0,883000.0,,544724000.0,-273419000.0,208455000.0,,7820545000.0,,,,,,761419000.0,,,,,,,,,,243598000.0,,,,,,85805000.0,-184547000.0,-45365000.0,,,,,,,,0.245,,,,65050000.0,757825000.0,-529000.0,,,,,709875000.0,,1141437000.0,,,,1770269000.0,,,,,-3558804000.0,3690615000.0,,,,,,,,132349000.0,,,,,,,62310000.0,,,,,1229315000.0,16699000.0,,,-7206000.0,,,,-206491000.0,134645000.0,,44730000.0,44730000.0,2612037000.0,,,,540373000.0,744033000.0,,20320000.0,182516000.0,-30594000.0,,184974000.0,4261741000.0,400024000.0,276765000.0,,,392609000.0,,216695000.0,,,12408000.0,,,73397000.0,916000.0,-71846000.0,,,,,,,,,,,,,85805000.0,,,,85805000.0,44730000.0,,6760226000.0,,,,,,6050351000.0,,,0.245,,,540373000.0,,,,,50997000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.59,5121780000.0,44731000.0,,76269000.0,,,-15162000.0,14372000.0,-56389000.0,447286000.0,-216839000.0,286690000.0,428916000.0,6770395000.0,-656792000.0,1648209000.0,73558000.0,36108000.0,,595941000.0,,,,,1614148000.0,186538000.0,,2608812000.0,,116261000.0,1771284000.0,-24262000.0,,200668000.0,,63872000.0,9489000.0,-45731000.0,,8596000.0,106881000.0,,9145000.0,-3573407000.0,0.0,,,-17037000.0,,23913000.0,758187000.0,-2274000.0,,,,,1614148000.0,7001395000.0,1126518000.0,,5121780000.0,181918000.0,1836190000.0,758187000.0,,-180987000.0,68400000.0,-3573407000.0,3735824000.0,,1066587000.0,666126000.0,410912000.0,0.59,2637803000.0,106881000.0,1066587000.0,5387247000.0,-112752000.0,,,,,-146103000.0,,,1836190000.0,42075000.0,1771284000.0,155258000.0,680792000.0,,-10967000.0,-5683000.0,84090000.0,,6592000.0,132899000.0,-632658000.0,15481000.0,46093000.0,2637803000.0,238853000.0,,,410912000.0,680792000.0,,8432000.0,,-1470000.0,923000.0,184526000.0,3196988000.0,402555000.0,238853000.0,1942686000.0,1126518000.0,428916000.0,3196988000.0,148655000.0,,544040000.0,-3715000.0,184526000.0,,85805000.0,923000.0,139491000.0,,656661000.0,,3735824000.0,,-4528000.0,73558000.0,-216839000.0,,,410912000.0,-3510000.0,73558000.0,63872000.0,,112377000.0,73558000.0,46093000.0,,7001395000.0,294477000.0,,,,-19217000.0,5387247000.0,181794000.0,,,,,410912000.0,286690000.0,6770395000.0,,,37712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5815911000.0,82041000.0,185467604.0,,,,44491000.0,10830000.0,,694060000.0,-189021000.0,310418000.0,,7037224000.0,,,,,,895790000.0,,,,,,,,,,180523000.0,,,,,,65735000.0,-294404000.0,-23033000.0,,,,,,,,-0.005,,,,22815000.0,734676000.0,-9679000.0,,,,,1707306000.0,,1324392000.0,,,,1847880000.0,,,,,-3388047000.0,4233363000.0,,,,,,,,1266252000.0,,,,,,,130637000.0,,,,,1968310000.0,6854000.0,,,-32130000.0,,,,-284725000.0,166643000.0,,14639000.0,-478000.0,2659878000.0,,,,540372000.0,692154000.0,,8176000.0,185467604.0,-10827000.0,,127731000.0,3649177000.0,612019000.0,183630000.0,,,473602000.0,,201730000.0,,,2876000.0,,,62859000.0,927000.0,-118082000.0,,,,,,,,,,,,,74982000.0,,,,74982000.0,-478000.0,,7714243000.0,,,,,,6006937000.0,,,-0.005,,,540372000.0,,,,,55514000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5426029000.0,56942000.0,186044000.0,,,,-47673000.0,20039000.0,,471011000.0,-141112000.0,247393000.0,,7181350000.0,,,,,,646292000.0,,,,,,,,,,149332000.0,,,,,,67236000.0,68705000.0,-23132000.0,,,,,,,,0.175,,,,17946000.0,743698000.0,17807000.0,,,,,1295026000.0,,1245116000.0,,,,1911707000.0,,,,,-3439286000.0,3924039000.0,,,,,,,,761670000.0,,,,,,,-121281000.0,,,,,1980992000.0,6151000.0,,,-12797000.0,,,,-193322000.0,54077000.0,,11729000.0,32154000.0,2388437000.0,,,,466343000.0,715049000.0,,6217000.0,183737143.0,12603000.0,,171058000.0,3742064000.0,414069000.0,269555000.0,,,531380000.0,,175281000.0,,,1501000.0,,,65735000.0,931000.0,-139245000.0,,,,,,,,,,,,,76427000.0,,,,76427000.0,32154000.0,,7383535000.0,,,,,,6088509000.0,,,0.17283,,,466343000.0,,,,,56198000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5238829000.0,166033000.0,218866000.0,,,,-232534000.0,6482000.0,,559136000.0,-141408000.0,268319000.0,,7306905000.0,,,,,,759552000.0,,,,,,,,,,267109000.0,,,,,,93593000.0,-127087000.0,-27534000.0,,,,,,,,0.475,,,,127281000.0,819396000.0,14659000.0,,,,,1450327000.0,,1141325000.0,,,,2314507000.0,,,,,-3501344000.0,3803172000.0,,,,,,,,663669000.0,,,,,,,191298000.0,,,,,1993594000.0,364922000.0,,,30387000.0,,,,-154480000.0,-37854000.0,,85252000.0,103232000.0,2295843000.0,,,,418595000.0,680792000.0,,42029000.0,218442000.0,9738000.0,,221754000.0,3805561000.0,393103000.0,374815000.0,,,454411000.0,,200416000.0,,,26357000.0,,,67236000.0,1107000.0,-192334000.0,,,,,,,,,,,,,103173000.0,,,,103173000.0,103232000.0,,7605868000.0,,,,,,6155541000.0,,,0.47,,,418595000.0,,,,,54599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.905,5351590000.0,89854000.0,,159701000.0,,,54737000.0,21782000.0,,278348000.0,-113785000.0,309816000.0,290917000.0,7421126000.0,-838893000.0,1606621000.0,242281000.0,71827000.0,,826553000.0,,,,,882903000.0,207150000.0,,3128187000.0,,176696000.0,2049027000.0,-28991000.0,,384344000.0,,242281000.0,78138000.0,-27614000.0,,,183543000.0,,59133000.0,-2988527000.0,,,,-180979000.0,,63486000.0,840417000.0,18413000.0,,,,,882903000.0,7775446000.0,854109000.0,,5351590000.0,203088000.0,2371314000.0,840417000.0,,-101313000.0,62859000.0,-2988527000.0,3572363000.0,,155332000.0,1126696000.0,253376000.0,0.903761,2123298000.0,183543000.0,155332000.0,6892543000.0,-418903000.0,,,,,-166574000.0,,,2371314000.0,,2049027000.0,6417000.0,751733000.0,,-14451000.0,-28167000.0,34080000.0,,-206366000.0,237124000.0,-274648000.0,48081000.0,48635000.0,2123298000.0,196275000.0,,,253376000.0,751733000.0,,15405000.0,,3449000.0,1110000.0,205630000.0,4432599000.0,188494000.0,196275000.0,2001491000.0,854109000.0,290917000.0,4432599000.0,548205000.0,,419990000.0,148688000.0,205630000.0,,93593000.0,1110000.0,30758000.0,,773660000.0,,3572363000.0,,179422000.0,242281000.0,-113785000.0,,,253376000.0,41200000.0,242281000.0,242281000.0,,231528000.0,242281000.0,48635000.0,,7775446000.0,394870000.0,,,,23089000.0,6892543000.0,202732000.0,,,,,253376000.0,309816000.0,7421126000.0,,,32713000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5316274000.0,78839000.0,223158000.0,,,,-9411000.0,14065000.0,,508240000.0,-108056000.0,276622000.0,,7527109000.0,,,,,,891006000.0,,,,,,,,,75052000.0,179143000.0,,,,,,196432000.0,-139593000.0,-27696000.0,,,,,,,,0.155,,,,49232000.0,846788000.0,-7344000.0,,,,,807462000.0,,800824000.0,,,,2392958000.0,,,,,-3049312000.0,3582182000.0,,,,,,,,116362000.0,,,,,,,-29261000.0,,,,,2088104000.0,7691000.0,,,1417000.0,,,,-132249000.0,123005000.0,,34067000.0,34067000.0,2104908000.0,,,,263663000.0,766952000.0,,15165000.0,222306000.0,11235000.0,,124507000.0,4477797000.0,429401000.0,276021000.0,,,260539000.0,,382766000.0,,,-45849000.0,,,242281000.0,1113000.0,-9244000.0,,,,,,,,,,,,,196432000.0,,,,196432000.0,34067000.0,,7766888000.0,,,,,,6959426000.0,,,0.152659,,,263663000.0,,,,,43368000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5349788000.0,37565000.0,224158000.0,,,,5000.0,20504000.0,,441492000.0,-133081000.0,268206000.0,,7668435000.0,,,,,,662138000.0,,,,,,,,,-17531000.0,137223000.0,,,,,,189125000.0,-165017000.0,-27767000.0,,,,,,,,-0.06,,,,-1238000.0,805938000.0,-4492000.0,,,,,817556000.0,,709616000.0,,,,2371546000.0,,,,,-3108674000.0,3700545000.0,,,,,,,,196202000.0,,,,,,,8433000.0,,,,,2064883000.0,43012000.0,,,-6265000.0,,,,-164165000.0,149277000.0,,-13083000.0,-13083000.0,2202828000.0,,,,165122000.0,786463000.0,,11845000.0,224158000.0,5785000.0,,153371000.0,4559761000.0,403927000.0,196787000.0,,,276288000.0,,220646000.0,,,-7307000.0,,,196432000.0,1132000.0,-14888000.0,,,,,,,,,,,,,189125000.0,,,,189125000.0,-13083000.0,,7775874000.0,,,,,,6958318000.0,,,-0.06,,,165122000.0,,,,,45666000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5389786000.0,162944000.0,229406000.0,,,,-173294000.0,21219000.0,,506540000.0,-99272000.0,240710000.0,,7789906000.0,,,,,,730672000.0,,,,,,,,,-75590000.0,262059000.0,,,,,,184065000.0,-160739000.0,-28242000.0,,,,,,,,0.36,,,,121865000.0,859488000.0,-12173000.0,,,,,934892000.0,,725419000.0,,,,2517488000.0,,,,,-3167984000.0,3711517000.0,,,,,,,,247616000.0,,,,,,,114525000.0,,,,,2098380000.0,58493000.0,,,2536000.0,,,,-149576000.0,42389000.0,,87444000.0,81792000.0,2237628000.0,,,,181382000.0,804516000.0,,34421000.0,228492000.0,4625000.0,,196043000.0,4621922000.0,343596000.0,211642000.0,,,303327000.0,,224132000.0,,,-3825000.0,,,189125000.0,1155000.0,-107187000.0,,,,,,,,,,,,,184065000.0,,,,184065000.0,81792000.0,,7958456000.0,,,,,,7023564000.0,,,0.355,,,181382000.0,,,,,46048000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.64,5664200000.0,94469000.0,,210800000.0,,,34700000.0,2812000.0,,466809000.0,-73800000.0,295800000.0,339600000.0,7842700000.0,-649200000.0,1404100000.0,262600000.0,83800000.0,,783565000.0,,,,,1026200000.0,198000000.0,,2958700000.0,2469000.0,193792000.0,2242800000.0,-34300000.0,,115100000.0,,262600000.0,-174151000.0,-30295000.0,,,145500000.0,,58600000.0,-3169900000.0,,,,-148000000.0,,78581000.0,871900000.0,-8691000.0,,,,,1026200000.0,8275200000.0,878700000.0,,5664200000.0,227402000.0,2561400000.0,871900000.0,,-114000000.0,240800000.0,-3169900000.0,3850500000.0,,220400000.0,1144300000.0,243300000.0,0.64,2299500000.0,145500000.0,220400000.0,7249000000.0,-147600000.0,,,,,66003000.0,,,2561400000.0,,2242800000.0,5904000.0,819500000.0,,-31988000.0,-15600000.0,159700000.0,,-203210000.0,186929000.0,-639500000.0,58283000.0,42724000.0,2299500000.0,219000000.0,,,243300000.0,819500000.0,,20298000.0,,8046000.0,1200000.0,186100000.0,4672800000.0,372340000.0,219000000.0,1814400000.0,878700000.0,339600000.0,4672800000.0,316756000.0,,501600000.0,78781000.0,186100000.0,,184065000.0,1200000.0,-16281000.0,,808700000.0,,3850500000.0,,21800000.0,262600000.0,-73800000.0,,,243300000.0,-32700000.0,262600000.0,262600000.0,,294600000.0,262600000.0,42724000.0,,8275200000.0,410300000.0,,,,35100000.0,7249000000.0,226548000.0,,,,,243300000.0,295800000.0,7842700000.0,,,64675000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5545900000.0,56600000.0,232738000.0,,,,66800000.0,1700000.0,,450000000.0,-73700000.0,284100000.0,,8611100000.0,,,,,,838400000.0,,,,,,,,,44500000.0,155700000.0,,,,,,164900000.0,-134300000.0,-30400000.0,,,,,,,,0.01,,,,19000000.0,843900000.0,-15600000.0,,,,,858200000.0,,825600000.0,,,,2539900000.0,,,,,-3226200000.0,3779800000.0,,,,,,,,210900000.0,,,,,,,-177400000.0,,,,,1560600000.0,7900000.0,,,-27400000.0,,,,-118700000.0,214000000.0,,11600000.0,2400000.0,2204500000.0,,,,217700000.0,817600000.0,,7400000.0,232064000.0,2300000.0,,131500000.0,5384900000.0,393400000.0,252600000.0,,,323800000.0,,388400000.0,,,-97700000.0,,,262600000.0,1200000.0,95300000.0,,,,,,,,,,,,,164900000.0,,,,164900000.0,2400000.0,,8131500000.0,,,,,,7273300000.0,,,0.01,,,217700000.0,,,,,49500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5647900000.0,-14700000.0,232566000.0,,,,3800000.0,-31000000.0,,399300000.0,-102200000.0,250600000.0,,7953500000.0,,,,,,699900000.0,,,,,,,,,,67100000.0,,,,,,241600000.0,-91200000.0,-30400000.0,,,,,,,,-0.25,,,,-37400000.0,754800000.0,8900000.0,,,,,1077400000.0,,1028600000.0,,,,2428000000.0,,,,,-3250600000.0,3677900000.0,,,,,,,,453000000.0,,,,,,,78700000.0,,,,,2016600000.0,4300000.0,,,14100000.0,,,,-141000000.0,149400000.0,,-9800000.0,-58700000.0,2146500000.0,,,,387800000.0,808500000.0,,-27600000.0,232566000.0,11600000.0,,136200000.0,4702900000.0,414000000.0,162600000.0,,,390200000.0,,300600000.0,,,136900000.0,,,164900000.0,1200000.0,8400000.0,,,,,,,,,,,,,241600000.0,,,,241600000.0,-58700000.0,,8080600000.0,,,,,,7003200000.0,,,-0.25,,,387800000.0,,,,,44400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5326200000.0,130300000.0,234068000.0,,,,-122700000.0,-7600000.0,,566400000.0,-69700000.0,261100000.0,,8197200000.0,,,,,,874200000.0,,,,,,,,,,254000000.0,,,,,,140000000.0,36600000.0,-30500000.0,,,,,,,,0.48,,,,109500000.0,836800000.0,-900000.0,,,,,1252700000.0,,965100000.0,,,,2555600000.0,,,,,-3144700000.0,3473800000.0,,,,,,,,698400000.0,,,,,,,-285000000.0,,,,,1302200000.0,11800000.0,,,2400000.0,,,,-103100000.0,146800000.0,,99600000.0,112500000.0,2137300000.0,,,,163000000.0,806500000.0,,9900000.0,233278000.0,15000000.0,,106300000.0,5052500000.0,436100000.0,207500000.0,,,541000000.0,,307800000.0,,,-101600000.0,,,241600000.0,1200000.0,43700000.0,,,,,,,,,,,,,140000000.0,,,,140000000.0,112500000.0,,7886400000.0,,,,,,6633700000.0,,,0.48,,,163000000.0,,,,,44200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.035,5288100000.0,-47100000.0,,56400000.0,,,16300000.0,-114100000.0,,152800000.0,-91700000.0,355300000.0,771200000.0,7741500000.0,-527600000.0,1624100000.0,205300000.0,-52900000.0,,906800000.0,,,,,1783400000.0,194500000.0,,3279600000.0,,47600000.0,779300000.0,-69300000.0,,29300000.0,,216000000.0,-127100000.0,-30600000.0,,,-7700000.0,,-151000000.0,-2875300000.0,,,,-35800000.0,,-108300000.0,742300000.0,95600000.0,,,,,1783400000.0,7733100000.0,1580300000.0,,5288100000.0,233586000.0,2440500000.0,742300000.0,,-121900000.0,264600000.0,-2875300000.0,2877100000.0,,1006300000.0,1513900000.0,453800000.0,-0.035,1914800000.0,-7700000.0,1006300000.0,5949700000.0,37800000.0,,,,,85700000.0,,,2440500000.0,,779300000.0,5300000.0,568000000.0,,-58400000.0,-27200000.0,-298000000.0,,-164800000.0,55200000.0,-316000000.0,-61200000.0,-63900000.0,1914800000.0,242300000.0,,,453800000.0,568000000.0,,-47100000.0,,-28400000.0,1200000.0,185800000.0,4866200000.0,199900000.0,242300000.0,1765700000.0,1580300000.0,771200000.0,4866200000.0,754000000.0,,565400000.0,13800000.0,185800000.0,,140000000.0,1200000.0,-109600000.0,,522000000.0,,2877100000.0,,-48600000.0,205300000.0,-91700000.0,,,453800000.0,88000000.0,205300000.0,216000000.0,,3500000.0,205300000.0,-63900000.0,,7733100000.0,141600000.0,,,,5200000.0,5949700000.0,232952000.0,,,,,453800000.0,355300000.0,7741500000.0,,,62100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4456400000.0,119800000.0,234686000.0,,,,-103100000.0,-100000.0,,402400000.0,-27000000.0,241800000.0,,7644200000.0,,,,,,930900000.0,,,,,,,,,57800000.0,198900000.0,,,,,,50500000.0,442000000.0,-33700000.0,,,,,,,,-0.005,,,,18600000.0,707000000.0,-43700000.0,,,,,1126200000.0,,968400000.0,,,,2480800000.0,,,,,-2789400000.0,2652800000.0,,,,,,,,553200000.0,,,,,,,-653500000.0,,,,,677800000.0,8800000.0,,,-88600000.0,,,,-79100000.0,56700000.0,,17800000.0,3100000.0,1638900000.0,,,,217100000.0,653100000.0,,800000.0,234074000.0,-77200000.0,,140100000.0,4854800000.0,282600000.0,269500000.0,,,509500000.0,,528500000.0,,,-154800000.0,,,205300000.0,1200000.0,-22400000.0,,,,,,,,,,,,,50500000.0,,,,50500000.0,-1600000.0,,6942000000.0,,,,,,5815800000.0,,,-0.006818,,,217100000.0,,,,,39700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4355900000.0,97900000.0,235378000.0,,,,-11100000.0,63900000.0,,368100000.0,-29400000.0,224100000.0,,7310900000.0,,,,,,696800000.0,,,,,,,,,-10300000.0,172600000.0,,,,,,141000000.0,2500000.0,-33600000.0,,,,,,,,0.195,,,,83500000.0,718800000.0,58300000.0,,,,,1052000000.0,,1018900000.0,,,,2495100000.0,,,,,-2820800000.0,2506500000.0,,,,,,,,484200000.0,,,,,,,-78400000.0,,,,,1031100000.0,4000000.0,,,76200000.0,,,,,166400000.0,,50800000.0,50100000.0,1474300000.0,,,,338300000.0,664700000.0,,32700000.0,234610000.0,9500000.0,,157200000.0,4490100000.0,270200000.0,182900000.0,,,456500000.0,,328700000.0,,,90500000.0,,,50500000.0,1200000.0,245500000.0,,,,,,,,,,,,,141000000.0,,,,141000000.0,45400000.0,,6855800000.0,,,,,,5803800000.0,,,0.192881,,,338300000.0,,,,,34700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4470000000.0,170500000.0,234996000.0,,,,-57600000.0,14900000.0,,453700000.0,-27200000.0,249200000.0,,7380500000.0,,,,,,890400000.0,,,,,,,,,-23100000.0,245800000.0,,,,,,119900000.0,-77000000.0,-33900000.0,,24000000.0,,,,,,0.335,,,,142300000.0,763700000.0,17100000.0,,,,,1120200000.0,,1095800000.0,,,,2478300000.0,,,,,-2865800000.0,2547100000.0,,,,,,,,484600000.0,,,,,,,-66000000.0,,,,,1042200000.0,35400000.0,,,15600000.0,,,,,121900000.0,,92400000.0,91500000.0,1482700000.0,,,,362700000.0,684900000.0,,49900000.0,234220000.0,1200000.0,,180700000.0,4514700000.0,283200000.0,233300000.0,,,483900000.0,,436700000.0,,,-21100000.0,,,141000000.0,1200000.0,121900000.0,,,,,,,,,,,,,119900000.0,,,,119900000.0,86900000.0,,6953100000.0,,,,,,5832900000.0,,,0.335,,,362700000.0,,,,,33200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.35,4427900000.0,105300000.0,,338300000.0,,,-150400000.0,176900000.0,-105100000.0,446100000.0,-16500000.0,296600000.0,432100000.0,7393100000.0,-397400000.0,1267600000.0,265200000.0,203000000.0,,841300000.0,,,,,1173800000.0,150200000.0,,3359400000.0,3800000.0,181600000.0,1100000000.0,-117500000.0,,49600000.0,,266000000.0,98300000.0,-33200000.0,,-76800000.0,297000000.0,,255600000.0,-2811600000.0,0.0,,,-322200000.0,,296900000.0,923600000.0,-13700000.0,,,,,1173800000.0,7084100000.0,1102100000.0,,4427900000.0,234380000.0,2651300000.0,923600000.0,,-134400000.0,216000000.0,-2811600000.0,2473200000.0,,379500000.0,1689100000.0,373400000.0,1.345,1323300000.0,315700000.0,379500000.0,5910300000.0,5900000.0,,,,,-21200000.0,,,2651300000.0,15000000.0,1100000000.0,1400000.0,758300000.0,,-120700000.0,28200000.0,-819100000.0,,,58300000.0,465800000.0,177300000.0,179100000.0,1323300000.0,229300000.0,,-3500000.0,373400000.0,758300000.0,,119600000.0,,239400000.0,1200000.0,179300000.0,4581500000.0,340800000.0,229300000.0,1670300000.0,1102100000.0,432100000.0,4581500000.0,395200000.0,51700000.0,403300000.0,135400000.0,179300000.0,,119900000.0,1200000.0,-339100000.0,,708100000.0,,2473200000.0,,50000000.0,265200000.0,-16500000.0,,,373400000.0,18000000.0,265200000.0,266000000.0,,541300000.0,265200000.0,174400000.0,,7084100000.0,402700000.0,,,,280700000.0,5910300000.0,233652000.0,,,,,373400000.0,296600000.0,7393100000.0,,,42600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4150100000.0,120800000.0,231508000.0,,,,23000000.0,13500000.0,,632400000.0,-17700000.0,292400000.0,,7455000000.0,,,,,,912700000.0,,,,,,,,,41800000.0,198500000.0,,,,,,110200000.0,-45100000.0,-36800000.0,,4400000.0,,,,,-145100000.0,0.275,,,,104000000.0,950200000.0,-400000.0,,,,,789600000.0,,842300000.0,,,,2563900000.0,,,,,-2834000000.0,2455800000.0,,,,,,,,231200000.0,,,,,,,-281600000.0,,,,,1082600000.0,25400000.0,,,12500000.0,,,,-102600000.0,171700000.0,,65200000.0,63900000.0,1295800000.0,,,,263400000.0,749800000.0,,38800000.0,230840000.0,7500000.0,,110300000.0,4621000000.0,511600000.0,225000000.0,,,286500000.0,,280300000.0,,,-155000000.0,,,265200000.0,1100000.0,69100000.0,,,,,,,,,,,,,110200000.0,,,,110200000.0,63900000.0,,6718900000.0,,,,,,5929300000.0,,,0.275,,,263400000.0,,,,,34300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
