,annualOperatingIncome,trailingCommonStockIssuance,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicAverageShares,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingEndCashPosition,quarterlyOperatingIncome,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyFreeCashFlow,annualFreeCashFlow,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicEPS,annualCashDividendsPaid,annualNetIncome,annualDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,annualOtherNonCashItems,quarterlyBasicEPS,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualDilutedEPS,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,annualOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyGrossPPE,annualOperatingExpense,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingNetIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualPurchaseOfInvestment,annualCapitalStock,annualStockBasedCompensation,annualTotalRevenue,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingInterestExpense,trailingResearchAndDevelopment,trailingChangeInAccountPayable
1475193600,,,,,,-1252000.0,,-33923000.0,141401000.0,251998000.0,34270000.0,177817000.0,,,,,3951827000.0,,,,,,,1017261000.0,,226593000.0,,,,97799000.0,,,,4203825000.0,,73170000.0,,,9169000.0,,,5894624000.0,6036025000.0,,,,,,645687000.0,73170000.0,73170000.0,,,0.41,,,,3606000.0,,57683000.0,,79812000.0,109986000.0,,,,,,1832200000.0,,13000.0,,41921000.0,8859000.0,1726493000.0,1236516000.0,,,3950000.0,-101313000.0,3712000.0,,,,48982000.0,12298000.0,146781000.0,,,,,3712000.0,,,3712000.0,,-68709000.0,,90134000.0,4923000.0,,,0.0,81581000.0,8411000.0,4901486000.0,,177336000.0,,-11105000.0,,,-10499000.0,131767000.0,-101432000.0,,0.0,-1484959000.0,,,,,4811000.0,,,0.0,,,,,,,6386445000.0,,,-1211000.0,110601000.0,,,-46000.0,93023000.0,,-8651000.0,10294000.0,,,,,0.0,,,,44073000.0,656000.0,,,0.41,1442000.0,,,359000.0,,,132069000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,325585000.0,,59872000.0,,,1885000.0,669000.0,-33929000.0,128650000.0,301536000.0,33996000.0,177880000.0,4007387000.0,,177273000.0,3763000.0,4007387000.0,4308923000.0,20978000.0,782000.0,1728000.0,,,1032844000.0,,196799000.0,234182000.0,,,71962000.0,3763000.0,,1464000.0,4308923000.0,157206000.0,49649000.0,7026000.0,255160000.0,-5448000.0,12792000.0,304897000.0,6030341000.0,6158991000.0,1.32,-130923000.0,234182000.0,177846000.0,0.0,658051000.0,49649000.0,49649000.0,6158991000.0,1769000.0,0.28,128650000.0,1850068000.0,-3028000.0,1728000.0,1737605000.0,58851000.0,234182000.0,77550000.0,63518000.0,301536000.0,133008000.0,,,1.32,1850068000.0,1032844000.0,1496000.0,58851000.0,42208000.0,7026000.0,1737605000.0,1269253000.0,0.0,1388000.0,2190000.0,-114077000.0,3763000.0,63518000.0,,,47287000.0,12961000.0,119249000.0,10169000.0,395788000.0,6030341000.0,5001615000.0,3763000.0,,3763000.0,3763000.0,514978000.0,-191728000.0,,90155000.0,3712000.0,-12045000.0,458593000.0,-3797000.0,53694000.0,4045000.0,5001615000.0,,177365000.0,6509117000.0,11261000.0,20458000.0,,6599000.0,157206000.0,-112977000.0,,0.0,-1507502000.0,,-9423000.0,,3229000.0,3753000.0,,658051000.0,0.0,,,,,-382996000.0,,6509117000.0,189393000.0,-1507502000.0,51000.0,107529000.0,17250000.0,-383209000.0,-123000.0,91843000.0,,16258000.0,1905000.0,,1269253000.0,,,144330000.0,,-3974000.0,91843000.0,59872000.0,669000.0,144330000.0,,0.28,1748000.0,,-4055000.0,359000.0,534000.0,12961000.0,105958000.0,,80594000.0,-373087000.0,42208000.0,,90155000.0,5390000.0,819875000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,,-8218000.0,,-33945000.0,122463000.0,277600000.0,34026000.0,177969000.0,,,,,4090768000.0,,,,,,,1048963000.0,,187787000.0,,,,69896000.0,,,,4368368000.0,,49072000.0,,,-13359000.0,,,6113132000.0,6235595000.0,,,,,,656383000.0,49072000.0,49072000.0,,,0.28,,,,1925000.0,,56295000.0,,69128000.0,89409000.0,,,,,,1867227000.0,,-171000.0,,42266000.0,6995000.0,1797511000.0,1301189000.0,,,3432000.0,-94314000.0,4425000.0,,,,48763000.0,13977000.0,118659000.0,,,,,4425000.0,,,4425000.0,,-89666000.0,,90283000.0,3763000.0,,,-220000.0,52002000.0,2930000.0,5057826000.0,,177479000.0,,5729000.0,,,13773000.0,147028000.0,-94562000.0,,0.0,-1533004000.0,,,,,-1535000.0,,,,,,,,,,6590830000.0,,,662000.0,81203000.0,,,-2053000.0,90391000.0,,1210000.0,2681000.0,,,,,0.0,,,,50185000.0,727000.0,,,0.28,1312000.0,,,360000.0,,,103922000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,-4941000.0,,-33975000.0,138091000.0,332547000.0,33534000.0,178045000.0,,,,,4154622000.0,,,,,,,1075856000.0,,203418000.0,,,,84612000.0,,,,4487169000.0,,60968000.0,,,-37852000.0,,,6245608000.0,6383699000.0,,,,,,656714000.0,60968000.0,60968000.0,,,0.34,,,,1543000.0,,56290000.0,,70853000.0,98890000.0,,,,,,1896530000.0,,27000.0,,42266000.0,6786000.0,1822581000.0,1339583000.0,,,3312000.0,-118965000.0,7811000.0,,,,47953000.0,16838000.0,132565000.0,,,,,7811000.0,,,7811000.0,,-55833000.0,,90317000.0,4425000.0,,,-5545000.0,66537000.0,5569000.0,5159151000.0,,177609000.0,,-13146000.0,,,46293000.0,211023000.0,-113910000.0,,0.0,-1558681000.0,,,,,-9630000.0,,,,,,,,,,6717832000.0,,,3386000.0,76058000.0,,,-40000.0,91131000.0,,-19596000.0,3618000.0,,,,,0.0,,,,46376000.0,764000.0,,,0.34,1498000.0,,,355000.0,,,118146000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,,-697000.0,,-36366000.0,138342000.0,252950000.0,34306000.0,178124000.0,,,,,4354166000.0,,,,,,,1115601000.0,,215008000.0,,,,97486000.0,,,,4607116000.0,,76225000.0,,,-4459000.0,,,6407039000.0,6545381000.0,,,,,,663413000.0,76225000.0,76225000.0,,,0.43,,,,1543000.0,,62153000.0,,67982000.0,104894000.0,,,,,,1938265000.0,,1592000.0,,42230000.0,7379000.0,1952473000.0,1391096000.0,,,4550000.0,-127720000.0,4139000.0,,,,49540000.0,16557000.0,147026000.0,,,,,4139000.0,,,4139000.0,,-147771000.0,,90334000.0,7811000.0,,,-95000.0,79625000.0,3400000.0,5276474000.0,,177660000.0,,-6133000.0,22411000.0,,-752000.0,105694000.0,-129259000.0,,0.0,-1580619000.0,,,,,10715000.0,,,,,,,,,,6857093000.0,,,-3672000.0,124800000.0,,,-23000.0,107715000.0,,8541000.0,3475000.0,,,,,147256000.0,,,,63358000.0,806000.0,,,0.43,1569000.0,,,369000.0,,,131792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,328967000.0,,59165000.0,,,866000.0,860000.0,-36374000.0,131246000.0,284488000.0,34858000.0,178247000.0,4090354000.0,,177612000.0,4204000.0,4090354000.0,4374842000.0,16914000.0,-7221000.0,1543000.0,,,1132556000.0,,203312000.0,239738000.0,,,76973000.0,4204000.0,,2223000.0,4374842000.0,139048000.0,53473000.0,6671000.0,256652000.0,-41101000.0,-96771000.0,287206000.0,6201217000.0,6332463000.0,1.35,-140660000.0,239738000.0,178175000.0,0.0,678432000.0,53473000.0,53473000.0,6332463000.0,-12990000.0,0.3,131246000.0,1957621000.0,-2167000.0,1543000.0,2007753000.0,62511000.0,239738000.0,79243000.0,65695000.0,284488000.0,136724000.0,,,1.35,1957621000.0,1132556000.0,775000.0,62511000.0,42230000.0,6671000.0,2007753000.0,769073000.0,,1453000.0,4732000.0,-139385000.0,4204000.0,65695000.0,,,47096000.0,14361000.0,124069000.0,16026000.0,381318000.0,6201217000.0,5399860000.0,4204000.0,,4204000.0,4204000.0,522319000.0,-65798000.0,,90350000.0,4139000.0,99507000.0,465691000.0,0.0,58488000.0,5015000.0,5399860000.0,,177697000.0,7003993000.0,7092000.0,23217000.0,,40193000.0,139048000.0,-140358000.0,,0.0,-1604133000.0,,-5860000.0,,3763000.0,9387000.0,,678432000.0,,,,,,-478089000.0,,7003993000.0,193352000.0,-1604133000.0,65000.0,99257000.0,13780000.0,-480384000.0,-51000.0,93186000.0,,2624000.0,4006000.0,,769073000.0,,,167069000.0,,-6458000.0,93186000.0,59165000.0,860000.0,167069000.0,,0.3,1963000.0,,8937000.0,369000.0,441000.0,14361000.0,111831000.0,,88341000.0,-359068000.0,42230000.0,,90350000.0,6342000.0,809525000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,-2283000.0,,-36386000.0,124142000.0,259135000.0,36097000.0,178238000.0,,,,,4172414000.0,,,,,,,1147828000.0,,194347000.0,,,,69337000.0,,,,4431549000.0,,50839000.0,,,-16782000.0,,,6279566000.0,6403708000.0,,,,,,689286000.0,50839000.0,50839000.0,,,0.29,,,,,,59094000.0,,73946000.0,91818000.0,,,,,,1972159000.0,,-75000.0,,42230000.0,7004000.0,2063066000.0,786014000.0,,,2842000.0,-105227000.0,3202000.0,,,,51064000.0,15290000.0,120401000.0,,,,,3202000.0,,,3202000.0,,-21898000.0,,90478000.0,4204000.0,,,-190000.0,48708000.0,-2131000.0,5460219000.0,,177801000.0,,5402000.0,,,15871000.0,136859000.0,-105136000.0,,,-1627797000.0,,,,,-8413000.0,,,,,,,,,,7088016000.0,,,-1002000.0,88354000.0,,,-2491000.0,90599000.0,,4406000.0,-2849000.0,,,,,,,,,40211000.0,0.0,,,0.29,1444000.0,,,361000.0,,,105434000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,-1751000.0,,-36416000.0,189374000.0,253982000.0,36762000.0,178273000.0,,,,,4312011000.0,,,,,,,1177874000.0,,211860000.0,,,,86754000.0,,,,4565993000.0,,66590000.0,,,-30147000.0,,,6380971000.0,6570345000.0,,,,,,686072000.0,66590000.0,66590000.0,,,0.37,,,,,,60052000.0,,73515000.0,103931000.0,,,,,,2004352000.0,,-77000.0,,42050000.0,7474000.0,2181361000.0,808711000.0,,,3192000.0,-111331000.0,52948000.0,,,,51591000.0,16046000.0,138345000.0,,,,,52948000.0,,,52948000.0,,-19103000.0,,90486000.0,3202000.0,,,0.0,66223000.0,-367000.0,5541973000.0,,177901000.0,,-16512000.0,,,79746000.0,134107000.0,-111478000.0,,,-1649601000.0,,,,,4198000.0,,,,,,,,,,7191574000.0,,,49746000.0,81331000.0,,,0.0,93342000.0,,-21681000.0,-1753000.0,,,,,135442000.0,,,,42450000.0,0.0,,,0.37,1988000.0,,,359000.0,,,123516000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,-6128000.0,,-38964000.0,149277000.0,288175000.0,37656000.0,178357000.0,,,,,4423188000.0,,,,,,,1217007000.0,,226137000.0,,,,104293000.0,,,,4711363000.0,,78216000.0,,,-5561000.0,,,6607824000.0,6757101000.0,,,,,,690005000.0,78216000.0,78216000.0,,,0.44,,,,,,70297000.0,,68624000.0,114286000.0,,,,,,2045738000.0,,703000.0,,53242000.0,6689000.0,2266460000.0,839271000.0,,,3217000.0,-225532000.0,4264000.0,,,,53220000.0,16142000.0,157513000.0,,,,,4264000.0,,,4264000.0,,-110570000.0,,90499000.0,52948000.0,,,-99836000.0,82151000.0,3935000.0,5740801000.0,,177923000.0,,-6948000.0,,,55804000.0,142732000.0,-126605000.0,,,-1706439000.0,,,,,-1790000.0,,,,,,,,,,7447240000.0,,,-48684000.0,121044000.0,,,-1000.0,94112000.0,,3547000.0,4683000.0,,,,,,,,,56026000.0,0.0,,,0.44,1899000.0,,,381000.0,,,141949000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,323178000.0,,77331000.0,,,493000.0,0.0,-38970000.0,147172000.0,398977000.0,36158000.0,178431000.0,4556155000.0,,177904000.0,3627000.0,4556155000.0,4955132000.0,-13669000.0,-17457000.0,,,,1174245000.0,,205747000.0,191988000.0,,,62794000.0,3627000.0,,899000.0,4955132000.0,168944000.0,-3657000.0,6959000.0,178319000.0,-74725000.0,-127215000.0,308478000.0,6817324000.0,6964496000.0,1.08,-150736000.0,191988000.0,178399000.0,,687918000.0,-3657000.0,-3657000.0,6964496000.0,-9669000.0,-0.02,147172000.0,2009364000.0,-2555000.0,,2398464000.0,70689000.0,191988000.0,92393000.0,68347000.0,398977000.0,146673000.0,,,1.08,2009364000.0,1174245000.0,348000.0,70689000.0,52726000.0,6959000.0,2398464000.0,845403000.0,,5163000.0,-55208000.0,-197725000.0,3627000.0,68347000.0,,,50560000.0,15844000.0,113354000.0,-45957000.0,368522000.0,6817324000.0,5930326000.0,3627000.0,,3627000.0,3627000.0,529613000.0,-762554000.0,,90576000.0,4264000.0,270716000.0,469851000.0,-45667000.0,-18763000.0,-15106000.0,5930326000.0,,177987000.0,7648469000.0,,,,119295000.0,168944000.0,-152518000.0,,,-1718143000.0,,-145693000.0,,4204000.0,-6152000.0,,687918000.0,,,,,,-495737000.0,,7648469000.0,206435000.0,-1718143000.0,-637000.0,77793000.0,-14950000.0,-639815000.0,-63000.0,93343000.0,,-3729000.0,-15031000.0,,845403000.0,,,59779000.0,,,93343000.0,77331000.0,0.0,59779000.0,,-0.02,2236000.0,,-12157000.0,4062000.0,-577000.0,15844000.0,98952000.0,,,-914125000.0,52726000.0,,90576000.0,7567000.0,838091000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,,-4351000.0,,-39014000.0,143775000.0,434099000.0,39410000.0,178552000.0,,,,,4654266000.0,,,,,,,1152197000.0,,201132000.0,,,,67439000.0,,,,5088365000.0,,16924000.0,,,-54505000.0,,,6937175000.0,7080950000.0,,,,,,696854000.0,16924000.0,16924000.0,,,0.09,,,,,,67752000.0,,79314000.0,96410000.0,,,,,,1992585000.0,,704000.0,,53069000.0,6840000.0,2462855000.0,855156000.0,,,-30835000.0,-133557000.0,4053000.0,,,,54379000.0,16209000.0,121818000.0,,,,,4053000.0,,,4053000.0,,-41976000.0,,90741000.0,3627000.0,,,-469000.0,8754000.0,-8170000.0,6033428000.0,,178213000.0,,2263000.0,,,54696000.0,194113000.0,-133792000.0,,13088000.0,-1727190000.0,,,,,-2776000.0,,,,,,,,,,7760618000.0,,,426000.0,79287000.0,,,-1857000.0,99186000.0,,-1139000.0,-8852000.0,,,,,94561000.0,,,,55110000.0,,,,0.09,1930000.0,,,4035000.0,,,106849000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,-2430000.0,,-47249000.0,2117920000.0,398949000.0,36630000.0,219790000.0,,,,,4956627000.0,,,,,,,1159753000.0,,218892000.0,,,,80949000.0,,,,5355576000.0,,54903000.0,,,-127123000.0,,,7062430000.0,9180350000.0,,,,,,690513000.0,54903000.0,54903000.0,,,0.25,,,,,,73761000.0,,86445000.0,110741000.0,,,,,,3824774000.0,,2461000.0,,52722000.0,7448000.0,2749204000.0,876332000.0,,,-4908000.0,-132968000.0,1974076000.0,,,,51498000.0,16294000.0,132447000.0,,,,,1974076000.0,,,1974076000.0,,-808903000.0,,109444000.0,4053000.0,,,-50000.0,52732000.0,-2171000.0,6114848000.0,,219055000.0,,-7935000.0,,,2094735000.0,227469000.0,-135379000.0,,,-1766465000.0,,,,,20320000.0,,,,,,,,,,7894477000.0,,,1970023000.0,8256000.0,,,-2000.0,102801000.0,,-5191000.0,-3032000.0,,,,,171480000.0,,,,57463000.0,,,,0.25,2128000.0,,,1938680000.0,,,117579000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,1945622000.0,,-248254000.0,317652000.0,-536000.0,,-50558000.0,2178893000.0,352123000.0,39933000.0,232464000.0,,,,,5126285000.0,,,,,340174000.0,869397000.0,1197600000.0,,243626000.0,,-27000000.0,2030568000.0,106470000.0,,129659000.0,,5478408000.0,,88489000.0,,,8099000.0,,,7162077000.0,9340970000.0,,,,,,682449000.0,88489000.0,88489000.0,,,0.38,,,,,,83782000.0,,82022000.0,75573000.0,,,156659000.0,4401000.0,,3862562000.0,,1492000.0,,52701000.0,6253000.0,2898298000.0,909232000.0,,,3429000.0,-130995000.0,2030568000.0,,305822000.0,-1930000.0,55134000.0,17035000.0,161604000.0,,,,,2030568000.0,529223000.0,,2030568000.0,,-63309000.0,-1676742000.0,109471000.0,1974076000.0,,,-100000.0,86936000.0,-1553000.0,6209835000.0,2026304000.0,232053000.0,,-5985000.0,32643000.0,152131000.0,47001000.0,193184000.0,-132387000.0,2315727000.0,,-1801909000.0,,,-6824000.0,,-16143000.0,-87522000.0,,,,211571000.0,-595245000.0,-25390000.0,,-554076000.0,8011744000.0,,,56492000.0,140486000.0,,,-8000.0,104393000.0,-46286000.0,7997000.0,1525000.0,4264000.0,,-175791000.0,156659000.0,,156659000.0,,,57589000.0,,,-4751000.0,0.38,1773000.0,8067000.0,,-1155000.0,,,159512000.0,-2062000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
