,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInWorkingCapital,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualFreeCashFlow,annualIncomeTaxPayable,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedAverageShares,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangeInInventory,annualInterestExpense,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,trailingGrossProfit,annualRepaymentOfDebt,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,annualDilutedEPS,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalStock,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyGrossPPE,trailingOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyDilutedAverageShares,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingPurchaseOfBusiness,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingBasicAverageShares,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1112227200,,,,,218360000.0,,,,-39382000.0,163269000.0,59300000.0,,5334650000.0,,669168000.0,643693000.0,,,,,0.375,10321670000.0,11131298000.0,,,,117416000.0,,111079000.0,111079000.0,,,,,,191882000.0,,,,7300216000.0,,,,,-148267000.0,16633000.0,395746000.0,70553000.0,,,281212658.0,,,14000.0,,,101468000.0,1802297000.0,,,,,267332000.0,-823000.0,,,111079000.0,,,,,,,,,,1179047000.0,8108502000.0,,,,,,,,,,,,-40772000.0,,,,,,,,,,-219000.0,,0.395,232902000.0,,-9854000.0,560442000.0,,,1766000.0,,,,,,395746000.0,3022796000.0,395746000.0,,435128000.0,,,,123342000.0,0.0,,,63848000.0,,8909721000.0,,,,,,,410526000.0,,-1938016000.0,-107863000.0,,,,,,,,,,,,,809628000.0,1657314000.0,,,10847737000.0,,,,,,167163000.0,,296210667.0,,,-58278000.0,,87377000.0,,293110000.0,15762000.0,,1204135000.0,,,808286000.0,,,,174927000.0,,,-121144000.0,,-10783000.0,,,,,,,,,,,
1120089600,,,,,301919000.0,,,,-89251000.0,183306000.0,327383000.0,,12268883000.0,,1161852000.0,930189000.0,,,,,0.48,19464417000.0,20506615000.0,,,,144752000.0,,141168000.0,141168000.0,,,,,,285261000.0,,,,15817335000.0,,,,,-4736796000.0,22911000.0,306495000.0,114451000.0,,,288097959.0,,,14000.0,,,167348000.0,3365146000.0,,,,,407842000.0,-57055000.0,,,141168000.0,,,,,,,,,,1261446000.0,17330601000.0,,,,,,,,,,,,-185618000.0,,,,,,,,,,-4934000.0,,0.49,1664867000.0,,-8393000.0,785767000.0,,,3539000.0,,,,,,306495000.0,3176014000.0,306495000.0,,395746000.0,,,,182930000.0,0.0,,,68547000.0,,16538104000.0,,,,,,,529598000.0,,-1938016000.0,-124379000.0,,,,,,,,,,,,,1042198000.0,1796716000.0,,,18476120000.0,,,,,,451762000.0,,294100000.0,,,4195783000.0,,10177000.0,,377925000.0,168470000.0,,1715956000.0,,,1513266000.0,,,,209715000.0,,,169587000.0,,-16456000.0,,,,,,,,,,,
1128038400,,,,,298657000.0,,,,-41053000.0,188194000.0,-16803000.0,,12271362000.0,,1041950000.0,1006049000.0,,,,,0.31,19491298000.0,20349963000.0,,,,161566000.0,,93210000.0,93210000.0,,,,,,326987000.0,,,,15836291000.0,,,,,-175287000.0,23908000.0,265442000.0,106257000.0,,,282454545.0,,,14000.0,,,193150000.0,3376735000.0,,,,,462184000.0,-3372000.0,,,93210000.0,,,,,,,,,,1399951000.0,17104786000.0,,,,,,,,,,,,13753000.0,,,,,,,,,,3757000.0,,0.33,1695078000.0,,-6709000.0,802194000.0,,,3563000.0,,,,,,265442000.0,3245177000.0,265442000.0,,306495000.0,,,,161013000.0,0.0,,,54345000.0,,16396269000.0,,,,,,,501576000.0,,-1938016000.0,-196046000.0,,,,,,,,,,,,,858665000.0,1889926000.0,,,18334285000.0,,,,,,179243000.0,,300677419.0,,-9907000.0,-45009000.0,,34994000.0,,340010000.0,65518000.0,,1808243000.0,,,1268495000.0,,,,147555000.0,,,-186109000.0,,87061000.0,,,,,,,,,,,
1135987200,,,20699420000.0,,352673000.0,,-129706000.0,1987725000.0,112491000.0,195976000.0,52967000.0,,12355433000.0,352673000.0,1143450000.0,967128000.0,,443256000.0,678900000.0,,,19680837000.0,20699420000.0,422847000.0,,,170159000.0,-5302817000.0,97799000.0,97799000.0,265601000.0,,-55901000.0,0.0,,304721000.0,12355433000.0,593893000.0,1357149000.0,15929780000.0,377933000.0,295504000.0,3235072000.0,,-242467000.0,21542000.0,377933000.0,111825000.0,235644000.0,,,,1143450000.0,14000.0,1534568000.0,377933000.0,194193000.0,3378371000.0,284138462.0,,,,440401000.0,-533000.0,,,97799000.0,,,,,377933000.0,,145761000.0,,1692040000.0,1447146000.0,17464348000.0,16541651000.0,-4419000.0,1182796000.0,1447146000.0,15929780000.0,,,1951042000.0,1018583000.0,-217316000.0,,82931000.0,,443256000.0,125503000.0,,-57195000.0,18916751000.0,195976000.0,435128000.0,,-5621000.0,656159000.0,,1692040000.0,1104648000.0,-4419000.0,786505000.0,80791000.0,,3573000.0,,,19680837000.0,,-759949000.0,377933000.0,3235072000.0,377933000.0,,265442000.0,,,,265601000.0,0.0,,1.5,48904000.0,111825000.0,16541651000.0,-61783000.0,4062826000.0,,-7017000.0,,,516263000.0,,-2375100000.0,-331661000.0,3573000.0,,,443256000.0,,,3547059000.0,6481967000.0,,14000.0,,-2375100000.0,1018583000.0,1987725000.0,-132350000.0,1577759000.0,18916751000.0,,17464348000.0,,1.56,,384628000.0,51759000.0,,2934908000.0,-44271000.0,-29670000.0,,13213000.0,19116000.0,346104000.0,125503000.0,,1753633000.0,,,1534568000.0,,3378371000.0,,146703000.0,,,156782000.0,,-8063000.0,,,,,,,,,,,
1143763200,,,,,314148000.0,1312194000.0,,,-80899000.0,213110000.0,-215639000.0,,12504752000.0,,1020735000.0,997332000.0,,,,,0.49,19932840000.0,20844109000.0,,,,154508000.0,,144037000.0,144037000.0,,,,,,312837000.0,,,,16063888000.0,,,,,-355886000.0,4642000.0,297034000.0,117451000.0,,,282425490.0,-32000000.0,,,,,197386000.0,3346026000.0,,,,,456025000.0,5539000.0,,,144037000.0,,,,,,,,,,1659548000.0,17458335000.0,,,,,,,,,,,,31414000.0,,,,,,,,,,-5627000.0,,0.51,376580000.0,,-2435000.0,881201000.0,,,3582000.0,,,,,,297034000.0,3385774000.0,297034000.0,,377933000.0,,,,295578000.0,0.0,,,79055000.0,,16584518000.0,,,,,,,580449000.0,,-2375100000.0,-355394000.0,,,,,,,,,,,,,911269000.0,2131762000.0,-38484000.0,,18959618000.0,,,,,,139755000.0,,293953061.0,,-18378000.0,135232000.0,,13177000.0,,425176000.0,78134000.0,,1878533000.0,,,1394447000.0,,,,223092000.0,,,-174004000.0,,-32414000.0,,,,,,,,,,,
1151625600,,,,,312932000.0,1309131000.0,,,-2042000.0,200236000.0,-161258000.0,,12604145000.0,,1080884000.0,988510000.0,,,,,0.5,20165799000.0,21071660000.0,,,,164611000.0,,146394000.0,146394000.0,,,,,,482227000.0,,,,16149749000.0,,,,,-292265000.0,37601000.0,294992000.0,118144000.0,,,287047059.0,-30655000.0,,,,,195345000.0,3345368000.0,,,,,602705000.0,-5108000.0,,,146394000.0,,,,,,,,,,1679340000.0,17606267000.0,,,,,,,,,,,,172224000.0,,,,,,,,,,-1293000.0,,0.51,375681000.0,,-749000.0,1030675000.0,,,3592000.0,,,,,,294992000.0,3465393000.0,294992000.0,,297034000.0,,,,366812000.0,0.0,,,82353000.0,,16801647000.0,,,,,,,592954000.0,,-2375100000.0,-439554000.0,,,,,,,,,,,,,905861000.0,2278156000.0,-102554000.0,,19176747000.0,,,,,,278296000.0,,292788000.0,,89553000.0,11927000.0,,14889000.0,,427970000.0,8822000.0,,2019185000.0,,,1456518000.0,,,,228747000.0,,,-21148000.0,,-338000.0,,,,,,,,,,,
1159574400,,,,,343491000.0,1307118000.0,,,48724000.0,215617000.0,-231271000.0,,12955822000.0,,1088871000.0,1032931000.0,,,,,0.54,20642067000.0,21644600000.0,,,,163097000.0,,156262000.0,156262000.0,,,,,,343697000.0,,,,16549033000.0,,,,,-567039000.0,59575000.0,343716000.0,117335000.0,,,284112727.0,-23345000.0,,,,,193899000.0,3377594000.0,,,,,441377000.0,986000.0,,,156262000.0,,,,,,,,,,1603908000.0,18103189000.0,,,,,,,,,,,,40634000.0,,,,,,,,,,808000.0,,0.55,375115000.0,,-387000.0,869044000.0,,,3596000.0,,,,,,343716000.0,3541411000.0,343716000.0,,294992000.0,,,,439782000.0,0.0,,,73875000.0,,17355926000.0,,,,,,,591203000.0,,-2375100000.0,-589516000.0,,,,,,,,,,,,,1002533000.0,2434418000.0,-105854000.0,,19731026000.0,,,,,,358245000.0,,289374074.0,,-18215000.0,257518000.0,,5336000.0,,427667000.0,25503000.0,,1901975000.0,,,1554156000.0,,,,230137000.0,,,-19208000.0,,33408000.0,,,,,,,,,,,
1167523200,,1300747000.0,22146238000.0,,362921000.0,1300747000.0,220251000.0,2635989000.0,109228000.0,212563000.0,-58471000.0,,12994869000.0,362921000.0,1191201000.0,794613000.0,,648264000.0,977926000.0,,,20631487000.0,22146238000.0,-666639000.0,,,168607000.0,-1652427000.0,189303000.0,201571000.0,416640000.0,,80441000.0,369348000.0,,241072000.0,12994869000.0,650823000.0,1759283000.0,16648589000.0,452944000.0,292010811.0,3849549000.0,,-437237000.0,120165000.0,452944000.0,118459000.0,341930000.0,,,,1191201000.0,,1648100000.0,452944000.0,173731000.0,3441157000.0,283084716.0,,,,255182000.0,4036000.0,,,201571000.0,,,,,452944000.0,,89113000.0,,367200000.0,1533247000.0,18296689000.0,17430293000.0,415000.0,1217414000.0,1533247000.0,16648589000.0,,,2410106000.0,1514751000.0,-246892000.0,,-24021000.0,,648264000.0,40259000.0,,75011000.0,20225526000.0,212563000.0,377933000.0,,-4319000.0,760361000.0,,367200000.0,1227831000.0,415000.0,733652000.0,221983000.0,,3629000.0,,,20631487000.0,,-1884053000.0,452944000.0,3849549000.0,452944000.0,,343716000.0,,,,416640000.0,369348000.0,,2.22,106647000.0,118459000.0,17430293000.0,5453000.0,510024000.0,,-10431000.0,,,647077000.0,,-2795233000.0,-499589000.0,3629000.0,,,635996000.0,,,3813386000.0,7175956000.0,,,,-2795233000.0,1514751000.0,2635989000.0,0.0,1603287000.0,20225526000.0,,18296689000.0,,2.29,,441118000.0,59764000.0,,3362570000.0,27481000.0,105347000.0,,55711000.0,-180522000.0,478470000.0,40259000.0,,1528265000.0,,,1648100000.0,,3441157000.0,,295950000.0,,,33838000.0,,59108000.0,,,,,,,,,,,
1175299200,,,,,373391000.0,1269591000.0,,,-138977000.0,372648000.0,-322598000.0,,13240315000.0,,1099846000.0,1019045000.0,,,,,0.57,21122950000.0,22557769000.0,,,,166545000.0,,163010000.0,168173000.0,,,,,,338355000.0,,,,16991219000.0,,,,,-543558000.0,33541000.0,313967000.0,124500000.0,,,285038983.0,,,,,,184011000.0,3378256000.0,,,,,465257000.0,32343000.0,,,168173000.0,,,,,,,,,,1613519000.0,18626171000.0,,,,,,,,,,,,22035000.0,,,,,,,,,,-6815000.0,,0.59,364564000.0,,433000.0,910390000.0,,,3650000.0,,,,,,313967000.0,3931598000.0,313967000.0,,452944000.0,,,,157022000.0,418936000.0,,,92935000.0,,17875276000.0,,,,,,,613410000.0,,-2795233000.0,-580689000.0,,,,,,,,,,,,,1434819000.0,2804162000.0,-174586000.0,,20670509000.0,,,,,,258091000.0,,295040351.0,,22866000.0,146490000.0,,36433000.0,,445133000.0,378084000.0,,1929435000.0,,,1634952000.0,,,,255945000.0,,,-97568000.0,,-22716000.0,,,,,,,,,,,
1183161600,,,,,333295000.0,1269591000.0,,,-16323000.0,421403000.0,-790063000.0,,13560785000.0,,1210249000.0,1034116000.0,,,,,1.22,22516241000.0,23498171000.0,,,,172929000.0,,182898000.0,360172000.0,,,,,,362410000.0,,,,17341265000.0,,,,,-785440000.0,91074000.0,294609000.0,125485000.0,,,283600000.0,,,,,,183429000.0,3359077000.0,,,,,433327000.0,5195000.0,,,360172000.0,,,,,,,,,,1784172000.0,19167077000.0,,,,,,,,,,,,5619000.0,,,,,,,,,,-790000.0,,1.27,361811000.0,,918000.0,902300000.0,,,3657000.0,,,,,,294609000.0,4331094000.0,294609000.0,,313967000.0,,,,149868000.0,55068000.0,,,102637000.0,,19100667000.0,,,,,,,641902000.0,,-2795233000.0,-1210020000.0,,,,,,,,,,,,,981930000.0,3164334000.0,0.0,,21895900000.0,,,,,,419957000.0,,295222951.0,,203498000.0,349160000.0,,16465000.0,,468973000.0,465695000.0,,1936416000.0,,,1825812000.0,,,,285535000.0,,,13012000.0,,-14195000.0,,,,,,,,,,,
1191110400,,,,,378697000.0,1269591000.0,,,17118000.0,514567000.0,-672860000.0,,14131377000.0,,1144186000.0,1029814000.0,,,,,0.62,23172712000.0,24307211000.0,,,,163964000.0,,183863000.0,183863000.0,,,,,,375348000.0,,,,18019714000.0,,,,,-629318000.0,137734000.0,311605000.0,124562000.0,,,282866154.0,,,,,,180033000.0,3373770000.0,,,,,402643000.0,29201000.0,,,183863000.0,,,,,,,,,,1761717000.0,19725459000.0,,,,,,,,,,,,-97266000.0,,,,,,,,,,868000.0,,0.65,360553000.0,,1115000.0,867256000.0,,,3671000.0,,,,,,311605000.0,4581752000.0,311605000.0,,294609000.0,,,,186870000.0,55077000.0,,,99736000.0,,19780851000.0,,,,,,,635393000.0,,-2795233000.0,-692200000.0,,,,,,,,,,,,,1134499000.0,3348197000.0,0.0,,22576084000.0,,,,,,19340000.0,,296553226.0,,-166857000.0,627096000.0,,23128000.0,,464613000.0,374689000.0,,1897070000.0,,,1705745000.0,,,,283599000.0,,,-112151000.0,,17056000.0,,,,,,,,,,,
1199059200,,1262922000.0,22727686000.0,,412345000.0,1262922000.0,-175675000.0,4220408000.0,101362000.0,350407000.0,-137472000.0,,11175229000.0,412345000.0,1140652000.0,1056172000.0,,1584419000.0,2158428000.0,,,21552300000.0,22727686000.0,-1922993000.0,,,201194000.0,209301000.0,870774000.0,872211000.0,219556000.0,,-138493000.0,55670000.0,,357674000.0,11175229000.0,704632000.0,2863930000.0,14942296000.0,412390000.0,298383992.0,6060703000.0,,2167617000.0,1168843000.0,412390000.0,126116000.0,757883000.0,,,,1140652000.0,,1724687000.0,412390000.0,160870000.0,3416660000.0,287032428.0,,,,-612667000.0,33472000.0,,,872211000.0,,,,,412390000.0,,1290550000.0,,359770000.0,3105904000.0,16666983000.0,16823704000.0,556000.0,994416000.0,3105904000.0,14942296000.0,,,3568562000.0,1175386000.0,-826765000.0,,-106063000.0,,1584419000.0,364479000.0,,-36820000.0,20188523000.0,350407000.0,449210000.0,,-1774000.0,708343000.0,,359770000.0,1426361000.0,556000.0,872544000.0,1423766000.0,,3684000.0,,,21552300000.0,,-2917409000.0,412390000.0,6060703000.0,412390000.0,,311605000.0,,,,219556000.0,55670000.0,,5.31,462575000.0,126116000.0,16823704000.0,100211000.0,-1240537000.0,,-8511000.0,,,1686405000.0,,-3364819000.0,-434500000.0,3684000.0,,,1400545000.0,,,4139147000.0,7691637000.0,,,,-3364819000.0,1175386000.0,4220408000.0,-652179000.0,688560000.0,20188523000.0,,16666983000.0,,5.52,,297028000.0,32813000.0,,3552490000.0,-198000000.0,-2363283000.0,,1214524000.0,268357000.0,1485211000.0,364479000.0,,1928716000.0,,,1724687000.0,,3416660000.0,,1333349000.0,,,465064000.0,,52668000.0,,,,,,,,,,,
1206921600,,,,,390452000.0,1262922000.0,,,-84645000.0,348903000.0,-372637000.0,,12777215000.0,,1007163000.0,1021024000.0,,,,,0.4,21807324000.0,22895879000.0,,,,194970000.0,,118346000.0,118346000.0,,,,,,360764000.0,,,,16532238000.0,,,,,-473664000.0,24121000.0,327745000.0,124190000.0,,,288648780.0,-1718000.0,,,,,149789000.0,3406120000.0,,,,,520992000.0,6976000.0,,,118346000.0,,,,,,,,,,3340095000.0,17800161000.0,,,,,,,,,,,,-222646000.0,,,,,,,,,,1973000.0,,0.41,358987000.0,,-2666000.0,862609000.0,,,3689000.0,,,,,,327745000.0,5095718000.0,327745000.0,,412390000.0,,,,169419000.0,54435000.0,,,66958000.0,,16845320000.0,,,,,,,536587000.0,,-3364819000.0,-249343000.0,,,,,,,,,,,,,1088555000.0,4338754000.0,-1107166000.0,,20210139000.0,,,,,,-123294000.0,,295865000.0,,75944000.0,512313000.0,,6395000.0,,341617000.0,91341000.0,,1883633000.0,,,1267923000.0,,,,185304000.0,,,-462670000.0,,-2934000.0,,,,,,,,,,,
1214784000,,,,,366133000.0,1262922000.0,,,-51484000.0,371518000.0,149843000.0,,13010813000.0,,1065548000.0,1024491000.0,,,,,0.4,22189290000.0,23131111000.0,,,,197610000.0,,113101000.0,113101000.0,,,,,,357389000.0,,,,16757535000.0,,,,,-542058000.0,8311000.0,279995000.0,125781000.0,,,277468000.0,-55971000.0,,,,,145304000.0,3375204000.0,,,,,537444000.0,1922000.0,,,113101000.0,,,,,,,,,,3641524000.0,18044796000.0,,,,,,,,,,,,-256279000.0,,,,,,,,,,-813000.0,,0.41,360502000.0,,-9749000.0,871228000.0,,,3691000.0,,,,,,279995000.0,5086315000.0,279995000.0,,327745000.0,,,,164055000.0,0.0,,,70207000.0,,16924342000.0,,,,,,,531394000.0,,-3364819000.0,-229864000.0,,,,,,,,,,,,,941821000.0,4451855000.0,-133691000.0,,20289161000.0,,,,,,379707000.0,,284615000.0,,-40617000.0,110867000.0,,4936000.0,,333784000.0,57658000.0,,1895719000.0,,,1287261000.0,,,,183308000.0,,,64103000.0,,-23823000.0,,,,,,,,,,,
1222732800,,,,,322821000.0,1262922000.0,,,-29908000.0,365267000.0,49404000.0,,13288306000.0,,970461000.0,993316000.0,,,,,0.22,22477516000.0,23390728000.0,,,,201609000.0,,61278000.0,61278000.0,,,,,,389128000.0,,,,17073763000.0,,,,,-521420000.0,31145000.0,250087000.0,125423000.0,,,276417000.0,-23447000.0,,,,,144751000.0,3420190000.0,,,,,550658000.0,-35953000.0,,,61278000.0,,,,,,,,,,3964928000.0,18246268000.0,,,,,,,,,,,,-303619000.0,,,,,,,,,,358000.0,,0.22,359711000.0,,-26517000.0,792215000.0,,,3693000.0,,,,,,250087000.0,5144460000.0,250087000.0,,279995000.0,,,,155183000.0,0.0,,,34011000.0,,16889955000.0,,,,,,,443166000.0,,-3364819000.0,-194903000.0,,,,,,,,,,,,,913212000.0,4513133000.0,0.0,,20254774000.0,,,,,,244307000.0,,279846000.0,,49589000.0,247205000.0,,2679000.0,,241557000.0,46861000.0,,1785531000.0,,,1172505000.0,,,,95289000.0,,,-28893000.0,,-15063000.0,,,,,,,,,,,
1230681600,,86353000.0,23274716000.0,,303416000.0,86353000.0,-1285654000.0,3365122000.0,59711000.0,440029000.0,144668000.0,,12416552000.0,303416000.0,1736893000.0,1085450000.0,,-855286000.0,-668988000.0,,,21741686000.0,23274716000.0,-28722000.0,,,194667000.0,-1981440000.0,-1148011000.0,-1148011000.0,142693000.0,,58907000.0,538975000.0,,171338000.0,12416552000.0,788856000.0,-129160000.0,16297779000.0,295644000.0,279815000.0,3974361000.0,,-444298000.0,-1148058000.0,295644000.0,111505000.0,186298000.0,,,,1736893000.0,1047614000.0,3002576000.0,295644000.0,169442000.0,3441198000.0,279815000.0,,,,1585180000.0,-13917000.0,,,-1148011000.0,,,,,295644000.0,,14116000.0,,4642865000.0,723314000.0,19300355000.0,16289154000.0,-56901000.0,753032000.0,723314000.0,16297779000.0,,,659696000.0,1533030000.0,-1240856000.0,,-503110000.0,,-855286000.0,75376000.0,,-106326000.0,20098715000.0,440029000.0,401970000.0,,10848000.0,609286000.0,,4642865000.0,1278501000.0,-56901000.0,539062000.0,-1084599000.0,,3693000.0,,,21741686000.0,,-781754000.0,295644000.0,3974361000.0,295644000.0,,250087000.0,,,,142693000.0,538975000.0,,-3.06,15122000.0,111505000.0,16289154000.0,-40972000.0,1122082000.0,,12366000.0,,,-851451000.0,,-3809561000.0,-107644000.0,3693000.0,,,-855286000.0,,,4143653000.0,7208767000.0,,1047614000.0,,-3809561000.0,1533030000.0,3365122000.0,1000.0,3194274000.0,20098715000.0,,19300355000.0,,-3.06,,252312000.0,79516000.0,,3065114000.0,-26009000.0,251697000.0,,106000.0,-492681000.0,-1046118000.0,75376000.0,,1624512000.0,,,3002576000.0,,3441198000.0,,-1132889000.0,,,-65221000.0,,121336000.0,,,,,,,,,,,
1238457600,,,,,449468000.0,86353000.0,,,1055783000.0,0.0,75756000.0,,3990000.0,,1341119000.0,883840000.0,,,,,0.38,21750785000.0,23841649000.0,,,,176858000.0,,105199000.0,105199000.0,,,,,,273229000.0,,,,3736355000.0,,,,,46225000.0,177762000.0,1365581000.0,102828000.0,,,276556000.0,-383590000.0,,14356492000.0,,,171636000.0,3340759000.0,,,4689120000.0,,450087000.0,-22229000.0,,,105199000.0,,,,,,,,,,560997000.0,19751483000.0,,,,,,,,,,,-14892000.0,-103807000.0,,,,,,,,,,5552000.0,,0.38,346441000.0,,-55145000.0,614955000.0,,2542000.0,3693000.0,,,,,,1365581000.0,4090166000.0,1365581000.0,,295644000.0,,-2220000000.0,,113237000.0,0.0,,,70177000.0,,16067874000.0,,,,,,,523870000.0,8734000.0,,-58507000.0,,,,,,,,,,,,,2090864000.0,3470321000.0,0.0,,,,,,,,134263000.0,,276770000.0,,-20903000.0,875295000.0,,,,164868000.0,0.0,,1498795000.0,177400000.0,,16015128000.0,,,,175376000.0,,,102888000.0,,-90794000.0,,,,,,,,,,,
1246320000,,,,,287862000.0,86353000.0,,,-954225000.0,0.0,218759000.0,,12364839000.0,,1092611000.0,863582000.0,,,,,-0.6,21334605000.0,22409925000.0,,,,174368000.0,,-212575000.0,-212575000.0,,,,,,325983000.0,,,,16133034000.0,,,,,-148521000.0,-246545000.0,411356000.0,100401000.0,,,352457000.0,,,0.0,,,201287000.0,3581454000.0,,,4977874000.0,,503599000.0,-27830000.0,,,-212575000.0,,,,,,,,,,0.0,17364995000.0,,,,,,,,,,,-3805000.0,99151000.0,,,,,,,,,,2427000.0,,-0.6,345699000.0,,-1647000.0,630573000.0,,4644000.0,4410000.0,,,,,,411356000.0,5044930000.0,411356000.0,,1365581000.0,,-7139097000.0,,117254000.0,0.0,,,-97812000.0,,15924679000.0,,,,,,,65268000.0,9022000.0,,-35007000.0,,,,,,,,,,,,,1075320000.0,1554838000.0,,,,,,,,,253766000.0,,352457000.0,,110656000.0,-1059470000.0,0.0,,,126974000.0,0.0,,1494155000.0,,,1231961000.0,,,,-310387000.0,,,-235165000.0,,208355000.0,,,,,,,,,,,
