,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualCommonStockIssuance,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyGoodwill,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualDilutedAverageShares,annualDilutedEPS,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyGrossProfit,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualBasicAverageShares,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,trailingPretaxIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyBasicEPS,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualInvestingCashFlow,annualChangeInInventory,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyNetPPE,annualBasicEPS,annualChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyEbitda,annualInventory,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
1317340800,,1801957000.0,,,-1295000.0,,1027680000.0,,,491944000.0,,,440322000.0,680075000.0,0.1,,241885000.0,,,,,,,,,,,2834961000.0,15685000.0,,,,,2154886000.0,,0.0,,,,,,,,29402000.0,194444000.0,85206000.0,181817000.0,,,,,2242279000.0,,304332000.0,,,0.0,147355000.0,15468000.0,,,,,,15685000.0,-3583000.0,,,,154818000.0,93685000.0,,,,110586000.0,19016000.0,232903000.0,158484000.0,,,,,250921000.0,,,,,,,,,178451000.0,,,15079000.0,,,22239000.0,271287000.0,30830000.0,,,-5475000.0,75046000.0,,,,589048000.0,-1117481000.0,-250148000.0,,,0.11,,,49186000.0,,,,,170231000.0,7699000.0,,,,,263449000.0,,93685000.0,20039000.0,,-12795000.0,,,33045000.0,,,-376206000.0,102298000.0,,,,,537235000.0,,,,,2217215000.0,-12008000.0,,,-250148000.0,10713000.0,,,151293000.0,,,0.0,,,,,15362000.0,,1099734000.0,,,,-1022000.0,,,0.0,169764000.0,50399000.0,,,80271000.0,,-84617000.0,,,,,,,,,,,,,,,,
1325289600,,1860633000.0,2373941000.0,-81172000.0,8623000.0,364000.0,1086625000.0,29040000.0,,488894000.0,2323401000.0,-516398000.0,513308000.0,748589000.0,,1086625000.0,255733000.0,-27628000.0,74920000.0,-3718000.0,175151000.0,,36506000.0,74350000.0,2883450000.0,58467000.0,957467000.0,2883450000.0,58945000.0,,698220000.0,-39669000.0,,2134861000.0,,-19997000.0,221141000.0,,103894000.0,147190000.0,-0.27,,,28857000.0,177717000.0,82019000.0,180860000.0,0.0,82019000.0,322815000.0,,2373941000.0,49354000.0,398871000.0,506360000.0,,0.0,,58905000.0,116454000.0,,147190000.0,175151000.0,148120000.0,58945000.0,-2071000.0,,,698220000.0,63696000.0,175151000.0,288355000.0,,748589000.0,93700000.0,21087000.0,244089000.0,148120000.0,1085190000.0,-39669000.0,180860000.0,73927000.0,288355000.0,,104846000.0,,17615000.0,1860633000.0,513308000.0,,,93685000.0,-250590000.0,197979000.0,15083000.0,177717000.0,,17615000.0,289090000.0,95258000.0,,0.0,1000000.0,74350000.0,279997000.0,,-194553000.0,506360000.0,-1125353000.0,-148000.0,-250226000.0,,,369668000.0,,58467000.0,,-139672000.0,2134861000.0,2210543000.0,87623000.0,-38721000.0,,,,1019611000.0,279997000.0,74920000.0,175151000.0,15524000.0,,-47095000.0,,,109781000.0,,,-516398000.0,103894000.0,-44887000.0,,,,642960000.0,-18254000.0,-4955000.0,1144793000.0,,2210543000.0,-9430000.0,-40224000.0,-279721000.0,-2000.0,18053000.0,,85243000.0,,,,0.0,,15083000.0,488894000.0,8497000.0,36353000.0,,1085190000.0,-0.27,12603000.0,60741000.0,2707000.0,,0.0,146000.0,104846000.0,-7368000.0,,1365934000.0,139639000.0,21087000.0,81747000.0,-1125353000.0,,,,,,,,,,,,,,,
1333152000,,1813922000.0,,,-18964000.0,,1128755000.0,,,490262000.0,,,447927000.0,848314000.0,0.28,,234278000.0,,,,,,,,,,,2817780000.0,42130000.0,,,,,1969466000.0,,-204881000.0,,,,,,,,32628000.0,151048000.0,45138000.0,210457000.0,,,,,2261849000.0,,286184000.0,,,0.0,147867000.0,13007000.0,,,,,,42130000.0,-2567000.0,,,,40792000.0,206468000.0,,,,12919000.0,19787000.0,213192000.0,131059000.0,,,,,230042000.0,,,,,,,,,175151000.0,,,15087000.0,,,15898000.0,266568000.0,17083000.0,,,287000.0,67863000.0,,,,552835000.0,-898501000.0,-138000.0,,,0.28,,,66743000.0,,,,,114699000.0,33844000.0,,,,,431346000.0,74934000.0,206468000.0,15514000.0,,-68982000.0,,,19616000.0,,,-516000000.0,93126000.0,,,,,499376000.0,,,,,1810839000.0,-9357000.0,,,-51000.0,-9607000.0,,,151468000.0,,,0.0,,,,,4076000.0,,912338000.0,,,,3429000.0,,,87000.0,224878000.0,1793000.0,,,51906000.0,,31134000.0,,,,,,,,,,,,,,,,
1341014400,,1806239000.0,,,73620000.0,,1040606000.0,,,291294000.0,,,443726000.0,962440000.0,-0.6,,226223000.0,,,,,,,,,,,2716806000.0,-88149000.0,,,,,1754366000.0,,-79975000.0,,,,,,,,25183000.0,155353000.0,43541000.0,160544000.0,,,,,2249965000.0,,302514000.0,,,0.0,148005000.0,-83671000.0,,,,,,-88149000.0,3381000.0,,,,837000.0,290292000.0,,,,-155856000.0,16406000.0,212698000.0,130419000.0,,,,,227932000.0,,,,,,,,,206468000.0,,,15091000.0,,,14793000.0,251406000.0,-120212000.0,,,3000000.0,65776000.0,,,,463772000.0,-916705000.0,-142000.0,,,-0.6,,,50556000.0,,,,,87670000.0,2110000.0,,,,,570150000.0,74995000.0,290292000.0,15464000.0,,-11157000.0,,,51108000.0,,,-518631000.0,90616000.0,,,,,515212000.0,,,,,1812798000.0,-9858000.0,,,-22000.0,83478000.0,,,148005000.0,,,0.0,,,,,-36541000.0,,896093000.0,,,,715000.0,,,120000.0,279858000.0,3141000.0,,,-79565000.0,,84293000.0,,,,,,,,,,,,,,,,
1348963200,,1787331000.0,,,39635000.0,,1042888000.0,,,121251000.0,,,463100000.0,1194678000.0,0.02,,216457000.0,,,,,,,,,,,2725565000.0,2282000.0,,,,,1530887000.0,,-154844000.0,,,,,,,,24727000.0,154537000.0,43151000.0,144540000.0,,,,,2250431000.0,,247451000.0,,,0.0,148254000.0,-3765000.0,,,,,,2282000.0,2497000.0,,,,-6739000.0,334374000.0,,,,427000.0,13909000.0,201577000.0,129586000.0,,,,,195489000.0,,,,,,,,,290292000.0,,,15105000.0,,,,238942000.0,-6561000.0,,,0.0,66537000.0,,,,472086000.0,-929432000.0,-152000.0,,,0.02,,,49883000.0,,,,,158868000.0,13264000.0,,,,,614114000.0,75261000.0,334374000.0,14460000.0,,33156000.0,,,8509000.0,,,-514398000.0,94315000.0,,,,,449028000.0,,,,,1807315000.0,-10763000.0,,,177000.0,50398000.0,,,148254000.0,,,0.0,,,,,-2796000.0,,877883000.0,,,,1474000.0,,,329000.0,279740000.0,3928000.0,,,30994000.0,,43836000.0,,,,,,,,,,,,,,,,
1356912000,,1747947000.0,2170524000.0,26899000.0,-49870000.0,730000.0,1219798000.0,44421000.0,,122691000.0,1990080000.0,-531739000.0,422577000.0,1308408000.0,,1219798000.0,283843000.0,255517000.0,164000.0,263304000.0,820489000.0,,103482000.0,,2806335000.0,46539000.0,832228000.0,2806335000.0,176910000.0,,696914000.0,133173000.0,,1497927000.0,,0.0,110960000.0,,96962000.0,152693000.0,0.87,,,21237000.0,99536000.0,42702000.0,171071000.0,,42702000.0,409726000.0,38932000.0,2170524000.0,12357000.0,351708000.0,632500000.0,,0.0,,117388000.0,103775000.0,,148147000.0,820489000.0,219669000.0,176910000.0,3495000.0,,,696914000.0,611923000.0,820489000.0,237932000.0,,1308408000.0,162937000.0,10414000.0,224110000.0,219669000.0,860385000.0,133173000.0,171071000.0,79309000.0,237932000.0,,134820000.0,,,1747947000.0,422577000.0,19478000.0,,334374000.0,-81584000.0,207718000.0,15109000.0,99536000.0,,,305080000.0,193163000.0,,66850000.0,252230000.0,,955309000.0,,645268000.0,632500000.0,-941728000.0,-81152000.0,-80854000.0,,,175151000.0,,46539000.0,,215159000.0,1497927000.0,1802113000.0,48489000.0,-44088000.0,,,,950134000.0,955309000.0,164000.0,820489000.0,15467000.0,,73882000.0,,,46628000.0,,,-531739000.0,96962000.0,-34888000.0,38932000.0,,,575818000.0,646813000.0,6806000.0,1046892000.0,,1802113000.0,-4910000.0,159822000.0,-439700000.0,-80958000.0,-44960000.0,,58709000.0,,,,66850000.0,,15109000.0,122691000.0,4693000.0,75775000.0,,860385000.0,0.9,5130000.0,-1369000.0,-925000.0,,0.0,194000.0,134820000.0,3495000.0,,1157852000.0,67865000.0,10414000.0,486005000.0,-941728000.0,,,,,,,,,,,,,,,
1364688000,,1666652000.0,,,-92111000.0,,1222936000.0,,,120275000.0,,,337991000.0,991332000.0,0.02,,224389000.0,,,,,,,,,,,2650977000.0,3138000.0,,,,,1659645000.0,,-487282000.0,,,,,,,,21800000.0,144576000.0,231010000.0,165613000.0,,,,,2004643000.0,,269059000.0,,-103671000.0,0.0,148710000.0,2889000.0,,,,,,3138000.0,-1034000.0,,,698071000.0,-424987000.0,308014000.0,,,,-2940000.0,11448000.0,196874000.0,180364000.0,,,,,190813000.0,,,,,,,,,820489000.0,,,15127000.0,,,,246189000.0,5856000.0,,,1925000.0,,,,,643272000.0,-963033000.0,-178000.0,,,0.02,,,56038000.0,,,,,64924000.0,47119000.0,,,,,674819000.0,,308014000.0,13253000.0,,-55692000.0,,,22870000.0,,,-528941000.0,88513000.0,,0.0,,,465933000.0,,,,,1805416000.0,-4554000.0,,,357000.0,-87557000.0,,,155270000.0,,,69114000.0,,,,,2967000.0,,842383000.0,,,,2658000.0,,,535000.0,366805000.0,3771000.0,,,40909000.0,,-512187000.0,,,,,,,,,,,,,,,,
1372550400,,1589781000.0,,,58566000.0,,1254155000.0,,,121433000.0,,,353101000.0,1053507000.0,0.13,,217928000.0,,,,,,,,,,,2647621000.0,20131000.0,,,,,1594114000.0,,-97318000.0,,,,,,,,21608000.0,145258000.0,210233000.0,163781000.0,,,,,1942882000.0,,292967000.0,,24942000.0,0.0,148797000.0,20137000.0,,,,,,20131000.0,2083000.0,,,694158000.0,-4875000.0,358601000.0,,,,-459000.0,9365000.0,192396000.0,192522000.0,,,,,191869000.0,,,,,,,,,308014000.0,,,15129000.0,,,,239536000.0,38326000.0,,,-466000.0,,,,,701671000.0,-984190000.0,-5747000.0,,,0.14,,,47088000.0,,,,,95338000.0,-1056000.0,,,,,746971000.0,,358601000.0,13892000.0,,26584000.0,,,53431000.0,,,-505040000.0,79944000.0,,13355000.0,,,485363000.0,,,,,1806604000.0,-2429000.0,,,-5671000.0,60995000.0,,,156511000.0,,,67280000.0,,,,,18189000.0,,822414000.0,,,,2543000.0,,,76000.0,388370000.0,5810000.0,,,73826000.0,,50449000.0,,,,,,,,,,,,,,,,
1380499200,,1577174000.0,,,31955000.0,,1223945000.0,,,124524000.0,,,365015000.0,1147963000.0,-0.16,,169824000.0,,,,,,,,,,,2628270000.0,-24226000.0,,,,,1480307000.0,,-112972000.0,,,,,,,,21391000.0,145289000.0,201549000.0,165130000.0,,,,,1942189000.0,,209143000.0,,-13341000.0,0.0,150033000.0,-5300000.0,,,,,,-24226000.0,-1105000.0,,,682983000.0,5281000.0,390008000.0,,,,-6294000.0,8502000.0,152595000.0,191935000.0,,,,,164282000.0,,,,,,,,,358601000.0,,,15191000.0,,,,190117000.0,-2722000.0,,,42000.0,,,,,683074000.0,-852526000.0,-13900000.0,,,-0.16,,,46522000.0,,,,,122888000.0,-5802000.0,,,,,772803000.0,,390008000.0,14494000.0,,-17536000.0,,,19026000.0,,,-498355000.0,83980000.0,,131000.0,,,361738000.0,,,,,1573697000.0,-4677000.0,,,-10888000.0,36632000.0,,,150033000.0,,,88969000.0,,,,,2578000.0,,721171000.0,,,,1704000.0,,,3012000.0,382795000.0,10969000.0,,,33163000.0,,31025000.0,,,,,,,,,,,,,,,,
1388448000,,1377507000.0,1726018000.0,-76870000.0,19503000.0,5086000.0,1283518000.0,17913000.0,,125871000.0,1577230000.0,-402611000.0,348511000.0,1172267000.0,0.41,1283518000.0,189972000.0,8198000.0,,94799000.0,482745000.0,,37892000.0,,2572552000.0,36230000.0,626913000.0,2572552000.0,65626000.0,,684142000.0,65105000.0,-6040000.0,1400285000.0,,-163276000.0,162258000.0,,90982000.0,157774000.0,0.41,,,20678000.0,106775000.0,216368000.0,164701000.0,,216368000.0,447350000.0,138000.0,1726018000.0,12928000.0,279345000.0,842910000.0,8998000.0,-4386000.0,150162000.0,38737000.0,85477000.0,,149755000.0,482745000.0,199384000.0,65626000.0,232000.0,,,684142000.0,70924000.0,482745000.0,202303000.0,,1172267000.0,183000.0,,164515000.0,199384000.0,713356000.0,65105000.0,164701000.0,34855000.0,202303000.0,,364880000.0,,,1377507000.0,348511000.0,-83072000.0,,390008000.0,-19959000.0,235087000.0,15211000.0,106775000.0,,,210468000.0,55156000.0,,58007000.0,6697000.0,,847625000.0,,-338061000.0,842910000.0,-870982000.0,-134000.0,-19259000.0,,0.44,820490000.0,,36230000.0,,-9386000.0,1400285000.0,1584338000.0,164200000.0,-37113000.0,,,,709582000.0,847625000.0,,482745000.0,13176000.0,,-30226000.0,,,68877000.0,,39978000.0,-402611000.0,90982000.0,-16942000.0,138000.0,,,443860000.0,-353657000.0,176000.0,788059000.0,,1584338000.0,-5282000.0,56907000.0,-860848000.0,-3057000.0,24785000.0,,54811000.0,160013000.0,,,58007000.0,,15211000.0,125871000.0,8741000.0,16419000.0,,713356000.0,0.43,3148000.0,44102000.0,1836000.0,,1654000.0,1463000.0,364880000.0,-7622000.0,,950317000.0,89010000.0,,92652000.0,-870982000.0,,,,,,,,,,,,,,,
1396224000,,1107060000.0,,,-14976000.0,,1279201000.0,,,125928000.0,,,552215000.0,1032935000.0,0.01,,186724000.0,,,,,,,,,,,2507837000.0,1743000.0,,,,,1474902000.0,,-253641000.0,,,,,,,,20092000.0,145011000.0,282726000.0,191565000.0,,,,,1659275000.0,,231425000.0,,-56489000.0,0.0,150612000.0,2847000.0,,,,,,1743000.0,,,,434551000.0,-164225000.0,308689000.0,,,,-4697000.0,,158983000.0,155932000.0,,,,,175696000.0,-6047000.0,,,,,,,,482745000.0,,,15244000.0,,,,206816000.0,6611000.0,,,-27972000.0,,,,,844828000.0,-884542000.0,-155000.0,,,0.01,,,38173000.0,,,,,127921000.0,26576000.0,,,,,728404000.0,244065000.0,308689000.0,13051000.0,,-33652000.0,,,24609000.0,,,-398717000.0,91689000.0,,,,,390408000.0,,,,,1583953000.0,-10533000.0,,,-5404000.0,-4443000.0,,,161920000.0,,,60525000.0,,,,,3764000.0,,699411000.0,,,,3806000.0,,,798000.0,419715000.0,8383000.0,,,44701000.0,,-174072000.0,,,,,,,,,,,,,,,,
1404086400,,1055334000.0,,,4791000.0,,1282327000.0,,,125283000.0,,,551622000.0,1044288000.0,0.06,,195109000.0,,,,,,,,,,,2464492000.0,9188000.0,,,,,1420204000.0,,-74850000.0,,,,,,,,19169000.0,118908000.0,251912000.0,192218000.0,,,,,1606956000.0,,230775000.0,,-23709000.0,322000.0,150796000.0,9060000.0,,,,,,9188000.0,,,,435670000.0,59356000.0,374626000.0,,,,25000.0,,157944000.0,164732000.0,,,,,159694000.0,-6059000.0,,,,,,,,308689000.0,,,15248000.0,,,,214278000.0,3317000.0,,,1436000.0,,,,,853930000.0,-901189000.0,-142000.0,,,0.06,,,35598000.0,,,,,140520000.0,16223000.0,,,,,757853000.0,244074000.0,374626000.0,13071000.0,,-7529000.0,,,16497000.0,,,-394740000.0,83818000.0,,,,,388719000.0,,,,,1588913000.0,-7750000.0,,,-5879000.0,12541000.0,,,161868000.0,,,58998000.0,,,,,-5743000.0,,687724000.0,,,,1209000.0,,,,383227000.0,10233000.0,,,35666000.0,,66018000.0,,,,,,,,,,,,,,,,
1412035200,,1000688000.0,,,20609000.0,,1263769000.0,,,119463000.0,,,588515000.0,1085823000.0,-0.08,,193198000.0,,,,,,,,,,,2444110000.0,-12499000.0,,,,,1358287000.0,,-69633000.0,,,,,,,,19375000.0,117664000.0,218498000.0,192094000.0,,,,,1589203000.0,,203541000.0,,,0.0,150822000.0,-12440000.0,,,,,,-12499000.0,,,,418551000.0,36154000.0,414591000.0,,,,1599000.0,,161177000.0,198248000.0,,,,,160333000.0,-6060000.0,,,,,,,,374626000.0,,,15248000.0,,,,212573000.0,-22687000.0,,,-612000.0,,,,,851242000.0,-919856000.0,-18563000.0,,,-0.08,,,47614000.0,,,,,113935000.0,-639000.0,,,,,786516000.0,244083000.0,414591000.0,12748000.0,,22063000.0,,,-9032000.0,,-62000.0,-380854000.0,87295000.0,,,,,364718000.0,,,,,1594369000.0,-7536000.0,,,-24623000.0,28145000.0,,,150822000.0,,,58889000.0,,,,,-10247000.0,,674513000.0,,,,1105000.0,,,,371925000.0,5723000.0,,,10343000.0,,39676000.0,,,,,,,,,,,,,,,,
1419984000,,1237617000.0,1838125000.0,-42841000.0,34717000.0,,1291907000.0,45141000.0,,116422000.0,1588528000.0,-533795000.0,600508000.0,1148095000.0,,1291907000.0,195549000.0,-18133000.0,223662000.0,29850000.0,176607000.0,,-3541000.0,,2566474000.0,32780000.0,643995000.0,2566474000.0,34875000.0,,419722000.0,33307000.0,-24858000.0,1418379000.0,,-379821000.0,94498000.0,,94401000.0,161323000.0,0.2,,,20819000.0,62639000.0,189889000.0,193723000.0,,189889000.0,506711000.0,7214000.0,1838125000.0,30142000.0,278792000.0,726328000.0,,1209000.0,,33924000.0,79455000.0,,150673000.0,176607000.0,216495000.0,34875000.0,,,,419722000.0,-256002000.0,176607000.0,212690000.0,,1148095000.0,-7845000.0,,165891000.0,216495000.0,665758000.0,33307000.0,193723000.0,80491000.0,212690000.0,-6692000.0,636743000.0,,,1237617000.0,600508000.0,-33911000.0,,414591000.0,-38857000.0,173953000.0,15252000.0,62639000.0,,,216368000.0,42609000.0,,58736000.0,9015000.0,,813350000.0,,-305612000.0,726328000.0,-853363000.0,-19997000.0,-61386000.0,,,482745000.0,,32780000.0,,-10918000.0,1418379000.0,1519121000.0,124335000.0,-52326000.0,,,,770580000.0,813350000.0,223662000.0,176607000.0,12855000.0,,-23723000.0,,,62424000.0,,-4522000.0,-533795000.0,94401000.0,-35350000.0,7214000.0,,,444683000.0,-324717000.0,-811000.0,850035000.0,,1519121000.0,-9531000.0,33391000.0,-777945000.0,-25480000.0,44248000.0,,51725000.0,,,,58736000.0,,15252000.0,116422000.0,8880000.0,8685000.0,,665758000.0,0.22,-10166000.0,-10621000.0,2760000.0,,1209000.0,,636743000.0,5803000.0,,944533000.0,83243000.0,,-237234000.0,-853363000.0,,,,,,,,,,,,,,,
1427760000,,1223016000.0,,,2282000.0,,1270952000.0,,,108633000.0,,,307438000.0,943870000.0,-0.09,,223776000.0,,,,,,,,,,,2360146000.0,-14262000.0,,,,,1416276000.0,,-136466000.0,,,,,,,,14844000.0,99126000.0,204552000.0,194970000.0,,,,,1530454000.0,,232253000.0,,-98532000.0,0.0,163988000.0,-14421000.0,,,,,,-14262000.0,-2438000.0,,,420930000.0,211489000.0,266175000.0,,,,-5269000.0,,151986000.0,159358000.0,,,,,165902000.0,-6693000.0,,,,,,,,176607000.0,,,16876000.0,,,,238620000.0,-23828000.0,,,-1074000.0,,,,,827830000.0,-867433000.0,-223664000.0,,,-0.09,,,23601000.0,,,,,357820000.0,46788000.0,,,,,664492000.0,0.0,266175000.0,12118000.0,,-39351000.0,,,-6367000.0,,-118000.0,-509304000.0,86361000.0,,,,,384239000.0,,,,,1523533000.0,-8791000.0,,,-131699000.0,11073000.0,,,163988000.0,,,61719000.0,,,,,-9407000.0,,656100000.0,,,,1852000.0,,,101879000.0,398317000.0,5153000.0,-3221000.0,,8477000.0,,90863000.0,,,,,,,,,,,,,,,,
1435622400,,1211988000.0,,,48952000.0,,1280671000.0,,,110314000.0,,,310357000.0,922663000.0,0.1,,176252000.0,,,,,,,,,,,2366215000.0,16400000.0,,,,,1443552000.0,,-257373000.0,,,,,,,,15810000.0,98266000.0,248071000.0,193020000.0,,,,,1522345000.0,,230113000.0,,,0.0,166355000.0,16219000.0,,,,,,16400000.0,1337000.0,,,422076000.0,-154059000.0,155001000.0,,,,-356000.0,,152773000.0,168289000.0,,,,,154609000.0,-6672000.0,,,,,,,,266175000.0,,,16889000.0,,,,192062000.0,27919000.0,,,-3668000.0,,,,,842138000.0,-881960000.0,5000.0,,,0.1,,,26129000.0,,,,,112637000.0,11293000.0,,,,,654751000.0,0.0,155001000.0,9814000.0,,18742000.0,,,38051000.0,,270000.0,-502562000.0,81957000.0,,,,,382886000.0,,,,,1528061000.0,-5655000.0,,,-12027000.0,54607000.0,,,168316000.0,,,60111000.0,,,,,11700000.0,,646101000.0,,,,2818000.0,,,761000.0,499750000.0,2641000.0,-6121000.0,,53543000.0,,-111479000.0,,,,,,,,,,,,,,,,
1443571200,,1197606000.0,,,35650000.0,,1283533000.0,,,110469000.0,,,323788000.0,914083000.0,0.06,,178071000.0,,,,,,,,,,,2339914000.0,9415000.0,,,,,1425831000.0,,-161201000.0,,,,,,,,15369000.0,95302000.0,251456000.0,186474000.0,,,,,1521394000.0,,215373000.0,,,0.0,165052000.0,9365000.0,,,,,,9415000.0,,,,423255000.0,-12048000.0,144606000.0,,,,170000.0,,152031000.0,180109000.0,,,,,157570000.0,-6688000.0,,,,,,,,155001000.0,,,16893000.0,,,,193440000.0,12976000.0,,,-383000.0,,,,,816838000.0,-872351000.0,6000.0,,,0.06,,,26764000.0,,,,,156240000.0,-2961000.0,,,,,644092000.0,0.0,144606000.0,9834000.0,,11402000.0,,,21933000.0,,-5000.0,-497513000.0,83457000.0,,,,,367404000.0,,,,,1511187000.0,-6704000.0,,,-40738000.0,42354000.0,,,166981000.0,,,60222000.0,,,,,3611000.0,,638836000.0,,,,2918000.0,,,163000.0,499486000.0,6656000.0,-34219000.0,,37302000.0,,-10432000.0,,,,,,,,,,,,,,,,
