,annualTaxProvision,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualTotalRevenue,quarterlyBasicEPS,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualAccountsPayable,trailingOperatingIncome,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyChangeInWorkingCapital,annualFreeCashFlow,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,annualNetIncome,annualTotalAssets,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyGoodwill,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualNetPPE,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIntangibleAssets,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyPretaxIncome,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualDilutedEPS,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,trailingNetIncome,annualPretaxIncome,annualGoodwill,annualInterestExpense,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,annualPurchaseOfInvestment,trailingPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualOperatingIncome,annualOtherIncomeExpense,trailingRepaymentOfDebt,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1183161600,,-3251000000.0,,4364000000.0,,1851000000.0,,,,,0.4,,,,-32000000.0,,127000000.0,,,,2544000000.0,,,,,274000000.0,,,51000000.0,21017000000.0,,149000000.0,,,,,,,,1926000000.0,34941000000.0,,,,,,2270000000.0,15248000000.0,12587000000.0,11912000000.0,,,7733000000.0,0.0,4652000000.0,,,,,,,1599000000.0,,,2736000000.0,,2863000000.0,,529000000.0,3315000000.0,,5769000000.0,,,,,,2727000000.0,,4997000000.0,,,9000000.0,,,1851000000.0,2685000000.0,18972000000.0,1851000000.0,,3727000000.0,,,,,-5008000000.0,,1307000000.0,2086000000.0,7579000000.0,,557000000.0,144000000.0,,,,550000000.0,,4541000000.0,8088000000.0,,4364000000.0,,,,,102000000.0,,,,,,,7283000000.0,9488000000.0,2408000000.0,,,-787000000.0,,,,2346000000.0,-420000000.0,,1573000000.0,,0.4,,,,,,,,,,39989000000.0,28077000000.0,0.0,,,,,177000000.0,,,,-240000000.0,732000000.0,,12000000.0,6631000000.0,880000000.0,,-473000000.0,4624000000.0,,3632000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,-566000000.0,,4616000000.0,,1654000000.0,,,,,0.36,,,,12000000.0,,38000000.0,,,,2108000000.0,-788000000.0,,,,279000000.0,,,-23000000.0,22001000000.0,,367000000.0,,,,,,,,1841000000.0,35809000000.0,,,,,,1829000000.0,15566000000.0,14114000000.0,12095000000.0,,,7690000000.0,-2000000.0,4662000000.0,,,,,,,1594000000.0,,,2884000000.0,,3438000000.0,,384000000.0,3116000000.0,,6435000000.0,,,,,,2977000000.0,,4806000000.0,,,-7000000.0,,,1654000000.0,2896000000.0,19669000000.0,1654000000.0,,4170000000.0,,,,,-6111000000.0,,1403000000.0,2048000000.0,8003000000.0,,459000000.0,271000000.0,,,,370000000.0,,4813000000.0,8052000000.0,,4618000000.0,,,,,127000000.0,,,,,,,7662000000.0,9740000000.0,2113000000.0,,,0.0,,,,2162000000.0,-321000000.0,,-1346000000.0,,0.355,,,,,,,,,,41670000000.0,29575000000.0,0.0,,,,,195000000.0,,,,-741000000.0,252000000.0,,8000000.0,7130000000.0,880000000.0,,-470000000.0,4622000000.0,,4364000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,1892000000.0,-2107000000.0,4093000000.0,4093000000.0,6052000000.0,1214000000.0,,,0.0,28857000000.0,,10406000000.0,8300000000.0,,-70000000.0,,72000000.0,1380000000.0,,0.0,1895000000.0,-1574000000.0,215000000.0,,,369000000.0,,21525000000.0,176000000.0,21525000000.0,-5951000000.0,-66000000.0,5502000000.0,10452000000.0,,6000000.0,,11199000000.0,626000000.0,1136000000.0,36235000000.0,-1838000000.0,,-6000000.0,5981000000.0,4093000000.0,1526000000.0,13225000000.0,14444000000.0,12105000000.0,,,7331000000.0,0.0,,5981000000.0,43269000000.0,3277000000.0,2440000000.0,-3149000000.0,1.295,3277000000.0,3317000000.0,12105000000.0,2641000000.0,,3133000000.0,5981000000.0,5793000000.0,3317000000.0,448000000.0,8300000000.0,,1619000000.0,11199000000.0,21744000000.0,313000000.0,3164000000.0,,4690000000.0,1163000000.0,,-4000000.0,36235000000.0,5793000000.0,1214000000.0,3293000000.0,21744000000.0,1214000000.0,,4256000000.0,,973000000.0,2220000000.0,,-5951000000.0,,1890000000.0,2220000000.0,8493000000.0,880000000.0,409000000.0,296000000.0,,,7150000000.0,606000000.0,,4308000000.0,6052000000.0,8493000000.0,4093000000.0,13225000000.0,31164000000.0,18451000000.0,7963000000.0,156000000.0,,4662000000.0,1890000000.0,,,,7963000000.0,10452000000.0,1623000000.0,8415000000.0,3133000000.0,0.0,1.285,,,1693000000.0,-557000000.0,4626000000.0,-261000000.0,-258000000.0,,4308000000.0,,,,,,7873000000.0,4256000000.0,456000000.0,43269000000.0,31164000000.0,0.0,,-99000000.0,,,215000000.0,,14444000000.0,,-139000000.0,-523000000.0,109000000.0,182000000.0,1380000000.0,880000000.0,,626000000.0,,,4616000000.0,7252000000.0,841000000.0,,,-1648000000.0,,1653000000.0,0.0,,,-6719000000.0,,,,,,,,,,,,,,,,,
1206921600,,-557000000.0,,6199000000.0,,1500000000.0,,,,,0.325,,,,-42000000.0,,153000000.0,,,,2181000000.0,,,,,307000000.0,,,-8000000.0,23972000000.0,,-695000000.0,,,,,,,,734000000.0,36843000000.0,,,,,,1874000000.0,15588000000.0,14833000000.0,14888000000.0,,,7379000000.0,0.0,4702000000.0,,,,,,,3259000000.0,,,2624000000.0,,3287000000.0,,368000000.0,3500000000.0,,8384000000.0,,,,,,2881000000.0,,4755000000.0,,,-2000000.0,,,1500000000.0,2881000000.0,23032000000.0,1500000000.0,,4334000000.0,,,,,-6158000000.0,,1838000000.0,2447000000.0,8675000000.0,,448000000.0,126000000.0,,,,316000000.0,,6420000000.0,7415000000.0,,6199000000.0,,,,,117000000.0,,,,,,,8283000000.0,10824000000.0,1948000000.0,,,0.0,,,,1120000000.0,-386000000.0,,1441000000.0,,0.32,,,,,,,,,,47004000000.0,32116000000.0,0.0,,,,,221000000.0,,,,-254000000.0,2106000000.0,,97000000.0,7805000000.0,880000000.0,,1199000000.0,4644000000.0,,4093000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,-677000000.0,,6571000000.0,,1422000000.0,,,,,0.305,,,,-98000000.0,,1048000000.0,,,,3009000000.0,,,,,330000000.0,,,-214000000.0,24549000000.0,,-471000000.0,,,,,,,,1588000000.0,37386000000.0,,,,,,2679000000.0,16620000000.0,15124000000.0,16089000000.0,,,9046000000.0,0.0,4686000000.0,,,,,,,2874000000.0,,,3162000000.0,,3267000000.0,,359000000.0,4073000000.0,,7929000000.0,,,,,,3205000000.0,,5884000000.0,,,-8000000.0,,,1422000000.0,3205000000.0,23182000000.0,1422000000.0,,4062000000.0,,,,,-6412000000.0,,1788000000.0,2531000000.0,8712000000.0,,474000000.0,-763000000.0,,,,143000000.0,,6857000000.0,8283000000.0,,6571000000.0,,,,,89000000.0,,,,,,,8867000000.0,10001000000.0,1896000000.0,,,-884000000.0,,,,2098000000.0,-510000000.0,,-1058000000.0,,0.305,,,,,,,,,,47731000000.0,31642000000.0,0.0,,,,,286000000.0,,,,-777000000.0,372000000.0,,290000000.0,7978000000.0,880000000.0,,1352000000.0,4632000000.0,,6199000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,-560000000.0,,7797000000.0,,1890000000.0,,,,,0.41,,,,-72000000.0,,-1017000000.0,,,,2493000000.0,-880000000.0,,,,306000000.0,,,1000000.0,24435000000.0,,408000000.0,,,,,,,,1976000000.0,38397000000.0,,,,,,2187000000.0,16587000000.0,14956000000.0,16820000000.0,,,8393000000.0,0.0,4658000000.0,,,,,,,2877000000.0,,,3020000000.0,,2803000000.0,,281000000.0,3674000000.0,,7848000000.0,,,,,,3186000000.0,,5373000000.0,,,-47000000.0,,,1890000000.0,3186000000.0,23745000000.0,1890000000.0,,4011000000.0,,,,,-6429000000.0,,2168000000.0,2321000000.0,8527000000.0,,555000000.0,264000000.0,,,,111000000.0,,8084000000.0,8647000000.0,,7797000000.0,,,,,111000000.0,,,,,,,8776000000.0,10046000000.0,2445000000.0,,,0.0,,,,2450000000.0,-474000000.0,,-559000000.0,,0.405,,,,,,,,,,48180000000.0,31360000000.0,0.0,,,,,287000000.0,,,,-48000000.0,1226000000.0,,67000000.0,7659000000.0,880000000.0,,759000000.0,4622000000.0,,6571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,1632000000.0,-569000000.0,4701000000.0,4701000000.0,6531000000.0,995000000.0,,,0.0,31944000000.0,,11374000000.0,7059000000.0,,-32000000.0,,-31000000.0,6205000000.0,,0.0,1422000000.0,-1757000000.0,278000000.0,,,285000000.0,5779000000.0,20047000000.0,-139000000.0,20047000000.0,-6074000000.0,70000000.0,5603000000.0,1733000000.0,,-688000000.0,,12124000000.0,-2674000000.0,1305000000.0,38513000000.0,-1079000000.0,,-4000000.0,5807000000.0,4701000000.0,1706000000.0,12988000000.0,14400000000.0,12176000000.0,252000000.0,,7126000000.0,0.0,,5807000000.0,40519000000.0,2781000000.0,4093000000.0,-3521000000.0,1.254995,2781000000.0,3090000000.0,12176000000.0,2568000000.0,,3401000000.0,5807000000.0,4835000000.0,3090000000.0,479000000.0,7059000000.0,,586000000.0,11774000000.0,20472000000.0,190000000.0,2852000000.0,5779000000.0,4558000000.0,1228000000.0,,57000000.0,38513000000.0,4835000000.0,995000000.0,2502000000.0,20472000000.0,995000000.0,,4029000000.0,,-3985000000.0,2187000000.0,,-6074000000.0,266000000.0,877000000.0,2187000000.0,8326000000.0,880000000.0,155000000.0,-529000000.0,,,7571000000.0,16000000.0,,4979000000.0,6531000000.0,8326000000.0,4701000000.0,12988000000.0,28343000000.0,20570000000.0,8476000000.0,121000000.0,,4672000000.0,877000000.0,252000000.0,,,8476000000.0,1733000000.0,1150000000.0,9105000000.0,3401000000.0,0.0,1.245,,-759000000.0,1903000000.0,-598000000.0,4632000000.0,-3809000000.0,-165000000.0,,4979000000.0,,,,,,7439000000.0,4029000000.0,438000000.0,40519000000.0,28343000000.0,0.0,148000000.0,-240000000.0,,,278000000.0,,14400000000.0,,0.0,-3096000000.0,-360000000.0,,1370000000.0,880000000.0,-4308000000.0,-2674000000.0,,,7797000000.0,8446000000.0,-902000000.0,,,-1968000000.0,,608000000.0,0.0,,,-2363000000.0,,,,,,,,,,,,,,,,,
1238457600,,-599000000.0,,6816000000.0,,1348000000.0,,,,,0.29,,,,-6000000.0,53000000.0,100000000.0,,,,2183000000.0,-950000000.0,,,,283000000.0,,,-20000000.0,21995000000.0,,-1010000000.0,,,,,,,,406000000.0,38911000000.0,,,,,,1863000000.0,13169000000.0,14635000000.0,14714000000.0,356000000.0,,7169000000.0,0.0,4638000000.0,,,,,,,5017000000.0,,,2590000000.0,,2944000000.0,,,3139000000.0,,8826000000.0,,,,,,2716000000.0,5757000000.0,4579000000.0,,,9000000.0,,,1348000000.0,2624000000.0,20712000000.0,1359000000.0,,3988000000.0,,,,-3001000000.0,-6210000000.0,,865000000.0,2298000000.0,8425000000.0,,456000000.0,-40000000.0,,,,10000000.0,,7079000000.0,7162000000.0,,6816000000.0,,,,,85000000.0,,,,,,-179000000.0,8426000000.0,1793000000.0,1815000000.0,,,0.0,,,,873000000.0,-467000000.0,,1817000000.0,,0.29,,,,,,,,,,43103000000.0,28389000000.0,0.0,,,,,263000000.0,,,,0.0,2115000000.0,,9000000.0,5651000000.0,880000000.0,,-2893000000.0,4626000000.0,,4701000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,-565000000.0,,7647000000.0,,2037000000.0,,,,,0.439957,,,,-11000000.0,54000000.0,41000000.0,,,,3127000000.0,-949000000.0,,,,302000000.0,,,-63000000.0,22537000000.0,,613000000.0,,,,,,,,2276000000.0,39999000000.0,,,,,,2438000000.0,13567000000.0,15474000000.0,16372000000.0,780000000.0,,8267000000.0,0.0,4646000000.0,,,,,,,5017000000.0,,,2913000000.0,,3051000000.0,,,3746000000.0,,8970000000.0,,,,,,2916000000.0,6292000000.0,5354000000.0,,,-5000000.0,,,2049000000.0,2844000000.0,23076000000.0,2061000000.0,,4092000000.0,,,,-3086000000.0,-6570000000.0,,902000000.0,2483000000.0,8904000000.0,,679000000.0,330000000.0,,,,64000000.0,,7945000000.0,6431000000.0,,7647000000.0,,,,,97000000.0,,,,,,-69000000.0,8535000000.0,1859000000.0,2728000000.0,,,0.0,,,,2789000000.0,-513000000.0,,-1675000000.0,,0.439957,,,,,,,,,,46054000000.0,29682000000.0,0.0,,,,,298000000.0,,,,-4000000.0,831000000.0,,,6356000000.0,880000000.0,,-1740000000.0,4626000000.0,,6816000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,-396000000.0,,8846000000.0,,1896000000.0,,,,,0.41,,,,-3000000.0,35000000.0,46000000.0,,,,2852000000.0,-951000000.0,,,,320000000.0,,,109000000.0,22685000000.0,,391000000.0,,,,,,,,2189000000.0,40944000000.0,,,,,,2150000000.0,13410000000.0,15773000000.0,16992000000.0,469000000.0,,8044000000.0,0.0,4664000000.0,,,,,,,5028000000.0,,,2934000000.0,,3124000000.0,,,3465000000.0,,9275000000.0,,,,,,2960000000.0,6481000000.0,5110000000.0,,,5000000.0,,,1896000000.0,2912000000.0,23955000000.0,1920000000.0,,4100000000.0,,,,-3321000000.0,-6674000000.0,,1123000000.0,2341000000.0,9099000000.0,,523000000.0,315000000.0,,,,157000000.0,,9125000000.0,6186000000.0,,8846000000.0,,,,,89000000.0,,,,,,-38000000.0,8525000000.0,1910000000.0,2443000000.0,,,0.0,,,,2608000000.0,-419000000.0,,-1026000000.0,,0.405,,,,,,,,,,47107000000.0,30115000000.0,0.0,,,,,279000000.0,,,,-2000000.0,1199000000.0,,,6755000000.0,880000000.0,,-1753000000.0,4632000000.0,,7647000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,2040000000.0,-2589000000.0,9151000000.0,7021000000.0,6800000000.0,1543000000.0,,,0.0,30990000000.0,,11088000000.0,9604000000.0,,-2180000000.0,99000000.0,34000000.0,6657000000.0,,0.0,2375000000.0,-950000000.0,62000000.0,,,331000000.0,6755000000.0,23325000000.0,327000000.0,23325000000.0,-6906000000.0,-558000000.0,6193000000.0,1976000000.0,,-564000000.0,,11671000000.0,-757000000.0,1322000000.0,41537000000.0,-1518000000.0,,-48000000.0,6906000000.0,9151000000.0,1780000000.0,13721000000.0,16467000000.0,17551000000.0,264000000.0,,7510000000.0,0.0,,6824000000.0,48671000000.0,5059000000.0,4701000000.0,-3800000000.0,1.481546,5059000000.0,3758000000.0,17551000000.0,2651000000.0,,2965000000.0,6824000000.0,5247000000.0,3758000000.0,,9604000000.0,,662000000.0,11358000000.0,24799000000.0,221000000.0,3079000000.0,6755000000.0,4859000000.0,1236000000.0,,-9000000.0,41537000000.0,5247000000.0,1543000000.0,2978000000.0,24799000000.0,1578000000.0,,4224000000.0,,-2293000000.0,2354000000.0,-2918000000.0,-6906000000.0,241000000.0,1580000000.0,2354000000.0,9561000000.0,880000000.0,382000000.0,199000000.0,,,8186000000.0,431000000.0,,9213000000.0,6800000000.0,9561000000.0,7021000000.0,13721000000.0,31120000000.0,19902000000.0,8604000000.0,84000000.0,,4658000000.0,1580000000.0,264000000.0,,-14000000.0,8604000000.0,1976000000.0,1960000000.0,10537000000.0,2965000000.0,0.0,1.465,,-300000000.0,1916000000.0,-594000000.0,4628000000.0,-1409000000.0,-50000000.0,,9213000000.0,,,,,,8946000000.0,4224000000.0,355000000.0,48671000000.0,31120000000.0,0.0,-404000000.0,-22000000.0,,,2192000000.0,,16467000000.0,,-1512000000.0,-1825000000.0,353000000.0,,1410000000.0,880000000.0,-12326000000.0,-757000000.0,,,8846000000.0,8231000000.0,821000000.0,,,-1993000000.0,,4450000000.0,0.0,,,-2019000000.0,,,,,,,,,,,,,,,,,
1269993600,,-1368000000.0,,5684000000.0,,1614000000.0,,,,,0.35,,,,-915000000.0,53000000.0,73000000.0,,,,2559000000.0,-1015000000.0,,,,295000000.0,,,34000000.0,22246000000.0,,-787000000.0,,,,,,,,933000000.0,42136000000.0,,,,,,2183000000.0,13583000000.0,15788000000.0,17208000000.0,404000000.0,,7525000000.0,0.0,4654000000.0,,,,,,,4419000000.0,,,2541000000.0,,2763000000.0,,,3705000000.0,,8663000000.0,,,,,,2801000000.0,6749000000.0,4984000000.0,,,-84000000.0,,,1614000000.0,2705000000.0,24872000000.0,1626000000.0,,3905000000.0,,,,-2922000000.0,-6752000000.0,,1481000000.0,2327000000.0,9036000000.0,,553000000.0,21000000.0,,,,123000000.0,,8794000000.0,7216000000.0,,5684000000.0,,,,,85000000.0,,,,,,-6000000.0,8410000000.0,2095000000.0,2179000000.0,,,0.0,,,,1326000000.0,-393000000.0,,-1043000000.0,,0.345,,,,,,,,,,47403000000.0,30195000000.0,0.0,,,,,3110000000.0,,,,-2000000.0,-1337000000.0,,,5963000000.0,880000000.0,,-1445000000.0,4608000000.0,,7021000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,30000000.0,,7735000000.0,,2369000000.0,,,,,0.513426,,,,-652000000.0,61000000.0,2000000.0,,,,3520000000.0,-1015000000.0,,,,316000000.0,,,-1000000.0,22636000000.0,,349000000.0,,,,,,,,2484000000.0,43490000000.0,,,,,,2763000000.0,13934000000.0,15641000000.0,18574000000.0,450000000.0,,8674000000.0,0.0,4650000000.0,,,,,,,4427000000.0,,,2955000000.0,,2719000000.0,,,4001000000.0,,8702000000.0,,,,,,2956000000.0,6738000000.0,5719000000.0,,,-52000000.0,,,2369000000.0,2878000000.0,25518000000.0,2382000000.0,,3810000000.0,,,,-2578000000.0,-6710000000.0,,1556000000.0,2363000000.0,8931000000.0,,741000000.0,374000000.0,,,,84000000.0,,10166000000.0,7282000000.0,,7735000000.0,,,,,81000000.0,,,,,,-138000000.0,8299000000.0,2092000000.0,3123000000.0,,,0.0,,,,2984000000.0,-500000000.0,,-832000000.0,,0.51,,,,,,,,,,48444000000.0,29870000000.0,0.0,,,,,2431000000.0,,,,0.0,2051000000.0,,,6202000000.0,880000000.0,,-2298000000.0,4608000000.0,,5684000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,-1375000000.0,,10509000000.0,,2055000000.0,,,,,0.445,,,,-1750000000.0,71000000.0,12000000.0,,,,3103000000.0,-1004000000.0,,,,323000000.0,,,13000000.0,25888000000.0,,730000000.0,,,,,,,,2472000000.0,44541000000.0,,,,,,2344000000.0,17271000000.0,15911000000.0,23105000000.0,429000000.0,,8426000000.0,613000000.0,4672000000.0,,,,,,,4456000000.0,,,2918000000.0,,2777000000.0,,,3720000000.0,,8617000000.0,,,,,,3164000000.0,7480000000.0,5508000000.0,,,-13000000.0,,,2055000000.0,3064000000.0,27906000000.0,2067000000.0,,3882000000.0,,,,-1483000000.0,-6766000000.0,,1384000000.0,2259000000.0,9145000000.0,,633000000.0,343000000.0,,,,328000000.0,,13265000000.0,8937000000.0,,10509000000.0,,,,,80000000.0,,,,,,-1654000000.0,8377000000.0,2100000000.0,2700000000.0,,,-11000000.0,,,,2914000000.0,-442000000.0,,990000000.0,,0.44,,,,,,,,,,54089000000.0,30984000000.0,214000000.0,,,,,2756000000.0,,,,-1000000.0,2774000000.0,,,7691000000.0,880000000.0,,-1381000000.0,4620000000.0,,7735000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,2384000000.0,-1692000000.0,8517000000.0,8517000000.0,9376000000.0,5771000000.0,,,0.0,35119000000.0,,12693000000.0,23096000000.0,,-1500000000.0,195000000.0,390000000.0,8859000000.0,,50000000.0,7237000000.0,-1034000000.0,2820000000.0,,,509000000.0,7585000000.0,41604000000.0,571000000.0,41604000000.0,-6979000000.0,78000000.0,7317000000.0,9632000000.0,,370000000.0,,13977000000.0,-1450000000.0,1428000000.0,49278000000.0,-2961000000.0,,0.0,11859000000.0,8517000000.0,1159000000.0,18508000000.0,21706000000.0,21579000000.0,273000000.0,,10494000000.0,0.0,,11809000000.0,72921000000.0,14041000000.0,7021000000.0,-4068000000.0,2.56,14041000000.0,4430000000.0,21579000000.0,4279000000.0,,4794000000.0,11809000000.0,6972000000.0,4430000000.0,4032000000.0,23096000000.0,,1666000000.0,13158000000.0,31003000000.0,477000000.0,5056000000.0,7585000000.0,6215000000.0,1443000000.0,,149000000.0,49278000000.0,6972000000.0,5771000000.0,4511000000.0,31003000000.0,5784000000.0,,11665000000.0,,-3465000000.0,2650000000.0,-6420000000.0,-6979000000.0,380000000.0,4261000000.0,2650000000.0,14727000000.0,880000000.0,457000000.0,5472000000.0,,,9532000000.0,1131000000.0,,11337000000.0,9376000000.0,14727000000.0,8517000000.0,18508000000.0,51342000000.0,22426000000.0,7733000000.0,487000000.0,,4666000000.0,4261000000.0,273000000.0,,-713000000.0,15244000000.0,2121000000.0,6241000000.0,16419000000.0,4794000000.0,61000000.0,2.53,,-2511000000.0,2308000000.0,-880000000.0,4616000000.0,-2580000000.0,182000000.0,,11337000000.0,,,,,,14243000000.0,11665000000.0,733000000.0,72921000000.0,51342000000.0,273000000.0,-41000000.0,-4817000000.0,,,2820000000.0,,21706000000.0,,-2958000000.0,-1992000000.0,617000000.0,1290000000.0,1887000000.0,880000000.0,-13403000000.0,-1450000000.0,,,10509000000.0,8449000000.0,6210000000.0,,,-2215000000.0,,1496000000.0,273000000.0,,,-4405000000.0,,,,,,,,,,,,,,,,,
1301529600,,-1047000000.0,,9075000000.0,,1900000000.0,,,,,0.415,,,,-1737000000.0,76000000.0,1933000000.0,,,,3110000000.0,-1065000000.0,,,,486000000.0,,,-26000000.0,43462000000.0,,-2058000000.0,,,,,,,,-131000000.0,50097000000.0,,,,,,2279000000.0,21923000000.0,22334000000.0,23542000000.0,233000000.0,,10517000000.0,0.0,4662000000.0,,,,,,,12681000000.0,,,3949000000.0,,4437000000.0,,,4533000000.0,,21539000000.0,,,,,,4289000000.0,7588000000.0,6568000000.0,,,0.0,,,1900000000.0,4080000000.0,32279000000.0,1913000000.0,,11949000000.0,,,,-4598000000.0,-7500000000.0,,4421000000.0,3033000000.0,14834000000.0,,598000000.0,251000000.0,,,,440000000.0,,12277000000.0,13399000000.0,,9075000000.0,,,,,113000000.0,,,,,,-189000000.0,15405000000.0,2740000000.0,2511000000.0,,,22000000.0,,,,458000000.0,-589000000.0,,986000000.0,,0.41,,,,,,,,,,76058000000.0,52516000000.0,0.0,,,,,3202000000.0,,,,-1129000000.0,558000000.0,,1050000000.0,8291000000.0,880000000.0,,-535000000.0,4584000000.0,,8517000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
