,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,trailingPurchaseOfInvestment,annualLongTermDebt,annualOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualInventory,annualRetainedEarnings,quarterlyLongTermDebt,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualEbitda,trailingTotalRevenue,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingDeferredIncomeTax,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualInterestExpense,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,annualDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInInventory,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualBasicEPS,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingBasicAverageShares,trailingRepaymentOfDebt,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
1333152000,33564000.0,,33564000.0,,11169000.0,,20299000.0,-40340000.0,20460000.0,,,,,0.15,61210000.0,,60135000.0,,,,,,,221547000.0,,352778000.0,,,205742000.0,238617000.0,1825000.0,138230000.0,59857000.0,,9925000.0,,87223000.0,,,161803000.0,,29395000.0,,,121512000.0,,,,,,,,,,,,,,,,34103000.0,,,533396000.0,,,620619000.0,,,,23302000.0,573736000.0,,,,-92217000.0,-80095000.0,,,,,,5166000.0,2431000.0,,-5824000.0,,,689455000.0,-15905000.0,,,,,1117157000.0,33564000.0,2238148000.0,374546000.0,809249000.0,,,4933000.0,,,,,,52805000.0,,,,,,,,44585000.0,,,,106381000.0,0.0,23885000.0,7699000.0,,-79096000.0,,80513000.0,,,,,,0.0,,1548693000.0,0.18,10766000.0,,185838000.0,23636000.0,,190926000.0,,533396000.0,,,-54364000.0,,,,,41244000.0,375822000.0,1120991000.0,146341000.0,,86622000.0,4133000.0,,,,,67777000.0,,7680000.0,,217798000.0,-1246000.0,,313633000.0,,,396668000.0,231153000.0,,,,,-570632000.0,2855000.0,-27074000.0,,,,,,,,,,,,,,,,
1341014400,111387000.0,,111387000.0,,102092000.0,,20573000.0,55660000.0,20035000.0,,,,,0.49,54662000.0,,66532000.0,,,,,,,346124000.0,,352778000.0,,,238778000.0,248000000.0,6262000.0,137898000.0,64298000.0,,7059000.0,,105947000.0,,,165283000.0,,37915000.0,,,133750000.0,,,,,,,,,,,,,,,,35219000.0,,,589056000.0,,,695003000.0,,,,23402000.0,533396000.0,,,,-124577000.0,-76676000.0,,,,,,5449000.0,2522000.0,,7600000.0,,,749240000.0,71362000.0,,,,,1117862000.0,111387000.0,2434670000.0,356117000.0,827608000.0,,,5267000.0,,,,23218000.0,,46315000.0,,,,,,,,151179000.0,,,,117343000.0,0.0,22303000.0,638000.0,,-59821000.0,,192660000.0,,,,,,0.0,,1685430000.0,0.6,10630000.0,,186573000.0,-2190000.0,,309506000.0,,589056000.0,,,-61091000.0,,,,,151992000.0,425871000.0,1316808000.0,158327000.0,,83710000.0,4039000.0,,,,,73366000.0,,40605000.0,,329187000.0,0.0,,323369000.0,,,548284000.0,229646000.0,,,,,-579608000.0,14659000.0,-30730000.0,,,,,,,,,,,,,,,,
1348963200,88641000.0,,88641000.0,,248972000.0,,19211000.0,-103364000.0,17853000.0,,,,,0.39,16513000.0,,63055000.0,,,,,,,205464000.0,,349373000.0,,,203194000.0,261118000.0,-683000.0,134757000.0,61220000.0,,975000.0,,344850000.0,,,167556000.0,,30932000.0,,,178281000.0,,,,,,,,,,,,,,,,36280000.0,,,485692000.0,,,830542000.0,,,,23456000.0,589056000.0,,,,140660000.0,-356286000.0,,,,,,5087000.0,3863000.0,,-38149000.0,,,678048000.0,215644000.0,,,,,1152024000.0,88641000.0,2463291000.0,337688000.0,261118000.0,,,6343000.0,,0.0,,43573000.0,,74452000.0,,,,,,,,108795000.0,,,,74187000.0,0.0,30592000.0,-8861000.0,,116568000.0,,144392000.0,,,,,,0.0,,1785243000.0,0.47,9238000.0,,187364000.0,3624000.0,,260200000.0,,485692000.0,-44740000.0,,-315162000.0,,,,,103025000.0,349253000.0,1311267000.0,151405000.0,,70968000.0,-312000.0,,,,,69921000.0,,14384000.0,,417828000.0,0.0,,328795000.0,,,463394000.0,229210000.0,,,,,-586593000.0,-37174000.0,-33328000.0,,,,,,,,,,,,,,,,
1356912000,-16543000.0,-603940000.0,-16543000.0,,42299000.0,-751129000.0,21302000.0,-146772000.0,20209000.0,,,171059000.0,-2207000.0,-0.09,388000.0,,61660000.0,52086000.0,16227000.0,,2428750000.0,,1778355000.0,153423000.0,295348000.0,349272000.0,,,122999000.0,265782000.0,317000.0,136930000.0,56861000.0,142799000.0,518000.0,,431516000.0,136930000.0,401285000.0,171059000.0,230246000.0,52086000.0,,23488000.0,235872000.0,,153423000.0,266269000.0,349272000.0,18477000.0,39920000.0,7721000.0,,265782000.0,,5820000.0,431516000.0,279647000.0,770436000.0,318867000.0,37197000.0,1656750000.0,355047000.0,338920000.0,404532000.0,-35291000.0,770436000.0,55844000.0,430167000.0,,23488000.0,485692000.0,186878000.0,-35408000.0,338920000.0,52041000.0,-238072000.0,,,338920000.0,0.0,,5690000.0,2328000.0,265782000.0,-14979000.0,265976000.0,21302000.0,650395000.0,14351000.0,12306000.0,,235872000.0,,1193284000.0,-16543000.0,2428750000.0,318867000.0,265782000.0,20209000.0,7441000.0,5820000.0,,0.0,606390000.0,12306000.0,,92697000.0,,-590592000.0,281500000.0,-119080000.0,,-24093000.0,,-24912000.0,0.0,1235466000.0,,55844000.0,0.0,16227000.0,365000.0,,-16878000.0,56861000.0,12602000.0,-234816000.0,-51352000.0,388000.0,,217049000.0,0.0,,1778355000.0,-0.09,9286000.0,-2533000.0,187737000.0,-4937000.0,,125405000.0,,338920000.0,-17691000.0,,-173323000.0,21392000.0,,1193284000.0,886037000.0,-30285000.0,295348000.0,1235466000.0,150317000.0,0.94,81357000.0,860000.0,251382000.0,0.0,,-42281000.0,70436000.0,650395000.0,-13742000.0,48927000.0,401285000.0,-1287000.0,0.0,355047000.0,,20133000.0,248404000.0,187737000.0,1.16,217049000.0,,,-590592000.0,-15748000.0,-27948000.0,,81357000.0,,0.0,573736000.0,770713000.0,217049000.0,285452000.0,2328000.0,,,,,,,
1364688000,6589000.0,,6589000.0,,-36494000.0,,20413000.0,-33701000.0,18583000.0,,,,,0.03,0.0,,62751000.0,,,,,,,166614000.0,,349272000.0,,,126950000.0,264043000.0,-332000.0,149058000.0,51918000.0,,8921000.0,,404781000.0,,,0.0,,50201000.0,,,246253000.0,,,,,,,,,,,,,,,,35999000.0,,,305219000.0,,,710000000.0,,,,23803000.0,338920000.0,,,,-13191000.0,-124514000.0,,,,,,5834000.0,176835000.0,,-313000.0,,,598273000.0,-59041000.0,,,,,1182088000.0,6589000.0,2389538000.0,300831000.0,264043000.0,,,5799000.0,,,,3221000.0,,141246000.0,,,,,,,,4740000.0,,,,59100000.0,0.0,15622000.0,-6183000.0,,-85853000.0,,40407000.0,,,,,,0.0,,1791265000.0,0.03,9023000.0,,189686000.0,-4040000.0,,153417000.0,,305219000.0,-47258000.0,,-5815000.0,,,,,-1426000.0,417445000.0,1207450000.0,148677000.0,,71816000.0,131000.0,,,,,67890000.0,,-8015000.0,,407874000.0,0.0,,180828000.0,,,280367000.0,234757000.0,,,,,,8608000.0,-22547000.0,,,,,,,,,,,,,,,,
1372550400,66556000.0,,66556000.0,,105471000.0,,20934000.0,-77618000.0,19051000.0,,,,,0.28,0.0,,67773000.0,,,,,,,228208000.0,,349272000.0,,,187656000.0,264876000.0,-259000.0,128204000.0,54684000.0,,717000.0,,501148000.0,,,0.0,,39011000.0,,,302846000.0,,,,,,,,,,,,,,,,35478000.0,,,227601000.0,,,728749000.0,,,,23840000.0,305219000.0,,,,-61594000.0,-333556000.0,,,,,,5551000.0,179565000.0,,1509000.0,,,639677000.0,77220000.0,,,,,1223967000.0,66556000.0,2506170000.0,283728000.0,264876000.0,,,3279000.0,,,,16104000.0,,177555000.0,,,,,,,,86167000.0,,,,67125000.0,0.0,18240000.0,-11465000.0,,4796000.0,,121386000.0,,,,,,0.0,,1866493000.0,0.35,9054000.0,,190569000.0,30413000.0,,241233000.0,,227601000.0,32109000.0,,-184252000.0,,,,,80357000.0,467488000.0,1282203000.0,155066000.0,,76254000.0,946000.0,,,,,69230000.0,,13801000.0,,474430000.0,-1063000.0,,172189000.0,,,428889000.0,234909000.0,,,,,,1163000.0,-28251000.0,,,,,,,,,,,,,,,,
1380499200,69459000.0,,69459000.0,,154452000.0,,21355000.0,345267000.0,19763000.0,,,,,0.29,0.0,,68918000.0,,,,,,,209386000.0,,349272000.0,,,179082000.0,275421000.0,-889000.0,123032000.0,62184000.0,,7140000.0,,384334000.0,,,0.0,,37632000.0,,,202087000.0,,,,,,,,,,,,,,,,36496000.0,,,572868000.0,,,957202000.0,,,,23925000.0,227601000.0,,,,18822000.0,-199118000.0,,,,,,5954000.0,183573000.0,,-777000.0,,,660147000.0,122325000.0,,,,,1117268000.0,69459000.0,2611648000.0,265705000.0,275421000.0,,,3855000.0,,,,25249000.0,,415697000.0,,,,,,,,94395000.0,,,,67734000.0,11873000.0,17455000.0,-3981000.0,,36309000.0,,130002000.0,,,,,,0.0,,1951501000.0,0.36,9150000.0,,191307000.0,7821000.0,,254294000.0,,572868000.0,15645000.0,,184452000.0,,,,,87552000.0,487723000.0,1494380000.0,159899000.0,,70367000.0,2401000.0,,,,,72917000.0,,18093000.0,,543889000.0,0.0,,172424000.0,,,433376000.0,235828000.0,,,,,,6363000.0,-32127000.0,,,,,,,,,,,,,,,,
1388448000,22343000.0,-281667000.0,22343000.0,,43667000.0,-1168621000.0,23589000.0,-231230000.0,14590000.0,,,0.0,-164000.0,0.09,0.0,,64613000.0,115133000.0,13306000.0,,2703479000.0,,1985094000.0,157642000.0,475606000.0,361792000.0,,,125444000.0,275236000.0,-600000.0,137939000.0,63713000.0,150687000.0,818000.0,,586882000.0,137939000.0,566232000.0,0.0,235599000.0,115133000.0,,23966000.0,271078000.0,,157642000.0,1008831000.0,361792000.0,17596000.0,36615000.0,-2080000.0,,275236000.0,,4000000.0,586882000.0,192739000.0,928520000.0,252291000.0,39319000.0,1427933000.0,242779000.0,341638000.0,267115000.0,14177000.0,928520000.0,62874000.0,363872000.0,,23966000.0,572868000.0,190772000.0,17270000.0,341638000.0,52307000.0,-511433000.0,,,341638000.0,-307000.0,,28602000.0,186663000.0,275236000.0,1789000.0,201922000.0,22823000.0,718385000.0,20021000.0,11333000.0,,271078000.0,,1281013000.0,22343000.0,2703479000.0,252291000.0,275236000.0,14590000.0,-3656000.0,4000000.0,,,616062000.0,11333000.0,,274333000.0,,-563178000.0,279560000.0,-106571000.0,,-3656000.0,,7437000.0,0.0,1422466000.0,,62874000.0,7324000.0,13306000.0,15555000.0,,-3528000.0,63713000.0,103360000.0,2718000.0,2208000.0,0.0,,164947000.0,-288000.0,,1985094000.0,0.12,9388000.0,-2534000.0,191525000.0,-13024000.0,,159857000.0,,341638000.0,13681000.0,,-276033000.0,11263000.0,,1281013000.0,808801000.0,35439000.0,475606000.0,1422466000.0,152420000.0,0.7,55404000.0,-1321000.0,264055000.0,7324000.0,,-50675000.0,69523000.0,718385000.0,13096000.0,36975000.0,566232000.0,-1471000.0,-14999000.0,242779000.0,,21170000.0,285301000.0,236903000.0,0.86,164947000.0,,,-563178000.0,1136000.0,-23646000.0,,55404000.0,,-14999000.0,338920000.0,619132000.0,164947000.0,160544000.0,186663000.0,,,,,,,
1396224000,929000.0,,929000.0,,-25821000.0,,13978000.0,-109012000.0,10574000.0,,,,,0.003928,0.0,,67085000.0,,,,,,,216524000.0,,361819000.0,,,153963000.0,278727000.0,-1271000.0,137434000.0,65561000.0,,10165000.0,,462150000.0,,,,,50532000.0,,,272068000.0,,,,,,,,,,,,,,,,39184000.0,,,232626000.0,,,694776000.0,,,,24253000.0,341638000.0,,,,-58882000.0,-257260000.0,,,,,,5561000.0,0.0,,0.0,,,443619000.0,-57018000.0,,,,,1172202000.0,929000.0,2433449000.0,234020000.0,278727000.0,,,4890000.0,,,,1749000.0,,381685000.0,,,,,,,,3688000.0,,,,70597000.0,12249000.0,13526000.0,12699000.0,,-103764000.0,,42872000.0,,,,,,4391000.0,,1989830000.0,0.004806,15233000.0,,193311000.0,2635000.0,,167047000.0,,232626000.0,-45482000.0,,97619000.0,,,,,-1873000.0,273053000.0,1261247000.0,163359000.0,,64811000.0,-141000.0,,,,,78003000.0,,-2802000.0,,555512000.0,-190975000.0,,170566000.0,,,321010000.0,236484000.0,,,,,,-180810000.0,-31197000.0,,,,,,,,,,,,,,,,
1404086400,101205000.0,,101205000.0,,209175000.0,,16865000.0,21999000.0,10927000.0,,,,,0.47,0.0,,73414000.0,,,,,,,300767000.0,,361819000.0,,,235154000.0,308521000.0,-572000.0,126874000.0,93103000.0,,478000.0,,488439000.0,,,,,39616000.0,,,364077000.0,,,,,,,,-11656000.0,,,,,,,,37591000.0,,,254625000.0,,,743064000.0,,,,24540000.0,232626000.0,,,,-84243000.0,-266046000.0,,,,,,725000.0,0.0,,1671000.0,,,529190000.0,148983000.0,,,,,1276036000.0,101205000.0,2630663000.0,215748000.0,308521000.0,,,5709000.0,,,,15182000.0,,148569000.0,,,,,,,,121239000.0,,,,102214000.0,4989000.0,18992000.0,-11261000.0,,68676000.0,,159708000.0,,,,,,0.0,,2101473000.0,0.52,8297000.0,,194408000.0,15834000.0,,290413000.0,,254625000.0,90902000.0,,-177669000.0,,,,,121392000.0,361232000.0,1354627000.0,169174000.0,,63968000.0,1306000.0,,,,,77489000.0,,20187000.0,,656711000.0,0.0,,167958000.0,,,525567000.0,216568000.0,,,,,,-9507000.0,-60192000.0,,,,,,,,,,,,,,,,
1412035200,82949000.0,,82949000.0,,132989000.0,,27466000.0,-42921000.0,9853000.0,,,,,0.38,0.0,,71953000.0,,,,,,,321312000.0,,361819000.0,,,216889000.0,335805000.0,405000.0,108377000.0,98424000.0,,10387000.0,,594801000.0,,,,,35911000.0,,,374808000.0,,,,,,,,-12772000.0,,,,,,,,38179000.0,,,211704000.0,,,806505000.0,,,,27060000.0,254625000.0,,,,-20545000.0,-319348000.0,,,,,,2432000.0,0.0,,55000.0,,,505099000.0,78026000.0,,,,,1293986000.0,82949000.0,2695007000.0,197477000.0,335805000.0,,,4859000.0,,,,19840000.0,,200731000.0,,,,,,,,97833000.0,,,,60309000.0,7304000.0,23248000.0,-3050000.0,,636000.0,,141281000.0,,,,,,0.0,,2189908000.0,0.4,8343000.0,,207381000.0,19798000.0,,261121000.0,,211704000.0,-23687000.0,,-173580000.0,,,,,100670000.0,329804000.0,1401021000.0,163288000.0,,60178000.0,-447000.0,,,,,73064000.0,,17721000.0,,726889000.0,0.0,,175295000.0,,,478010000.0,218333000.0,,,,,,-2330000.0,-54963000.0,,,,,,,,,,,,,,,,
1419984000,-103811000.0,-334208000.0,-103811000.0,,179435000.0,-1578743000.0,15430000.0,82552000.0,10419000.0,,,,2875000.0,-0.48,0.0,,79188000.0,23315000.0,19929000.0,,2538520000.0,,2078980000.0,151034000.0,292406000.0,273438000.0,,,163010000.0,329038000.0,-100095000.0,105129000.0,51997000.0,152544000.0,261000.0,,533787000.0,105129000.0,610079000.0,,222550000.0,23315000.0,,27077000.0,470789000.0,,151034000.0,1430087000.0,273438000.0,21291000.0,40307000.0,-100262000.0,-12994000.0,329038000.0,,4689000.0,533787000.0,196685000.0,828043000.0,190600000.0,37590000.0,1647824000.0,167134000.0,294256000.0,493335000.0,-36324000.0,828043000.0,47763000.0,248967000.0,,27077000.0,211704000.0,202908000.0,-206509000.0,294256000.0,171730000.0,-734687000.0,,,294256000.0,4184000.0,,1358000.0,0.0,329038000.0,-4334000.0,95376000.0,15430000.0,459540000.0,155470000.0,20049000.0,,470789000.0,,1294674000.0,-103811000.0,2538520000.0,190600000.0,329038000.0,10419000.0,-12182000.0,4689000.0,,,682123000.0,20049000.0,,698462000.0,,-567992000.0,319713000.0,-170317000.0,,8060000.0,,-26076000.0,,1243846000.0,,47763000.0,6582000.0,19929000.0,-3435000.0,,88779000.0,51997000.0,-85865000.0,-47382000.0,597000.0,0.0,,81272000.0,-207000.0,,2078980000.0,-0.48,8434000.0,-190975000.0,216532000.0,12905000.0,,160226000.0,,294256000.0,-65433000.0,,-79816000.0,1047000.0,,1294674000.0,878808000.0,-124813000.0,292406000.0,1243846000.0,186302000.0,0.37,71603000.0,1395000.0,291639000.0,6582000.0,,61462000.0,91157000.0,459540000.0,-21002000.0,14104000.0,610079000.0,0.0,-19419000.0,167134000.0,,51172000.0,323236000.0,216532000.0,0.4,81272000.0,,,-567992000.0,-17067000.0,-23965000.0,-37422000.0,71603000.0,,-19419000.0,341638000.0,769016000.0,81272000.0,323018000.0,0.0,,,,,,,
1427760000,32787000.0,,32787000.0,,37532000.0,,17136000.0,-75311000.0,10280000.0,,,,,0.15,0.0,,71450000.0,,,,,,,175783000.0,,273438000.0,,,149978000.0,308264000.0,5660000.0,121051000.0,68943000.0,,8899000.0,,649219000.0,,,,,20149000.0,,,402722000.0,,,,,,,,-13049000.0,,,,,,,,34484000.0,,,218945000.0,,,868164000.0,,,,26988000.0,294256000.0,,,,-24749000.0,-335635000.0,,,,,,7314000.0,,,0.0,,,454960000.0,16383000.0,,,,,1191026000.0,32787000.0,2512182000.0,176792000.0,308264000.0,,,6084000.0,,-46650000.0,,24711000.0,,293643000.0,,,,,,,,35124000.0,,,,59831000.0,6959000.0,18318000.0,-1831000.0,,-32210000.0,,84236000.0,,,,,,1098000.0,,2057222000.0,0.15,7963000.0,,217187000.0,5960000.0,,192423000.0,,218945000.0,-20150000.0,,-62043000.0,,,,,42438000.0,293133000.0,1321156000.0,157299000.0,,74252000.0,-319000.0,,,,,72041000.0,,9651000.0,,579571000.0,0.0,,161827000.0,,,342401000.0,218812000.0,,,,,,-50800000.0,-21149000.0,,,,,,,,,,,,,,,,
1435622400,102879000.0,,102879000.0,,155925000.0,,19648000.0,81740000.0,13364000.0,,,,,0.48,15947000.0,,75832000.0,,,,,,,296654000.0,,495434000.0,,,214171000.0,291929000.0,385000.0,121817000.0,85470000.0,,8979000.0,,452040000.0,,,,,38624000.0,,,275882000.0,,,,,,,,-12808000.0,,,,,,,,33141000.0,,,300685000.0,,,752725000.0,,,,26563000.0,218945000.0,,,,-117744000.0,-254615000.0,,,,,,1346000.0,,,-1361000.0,,,618585000.0,130964000.0,,,,,1376421000.0,102879000.0,2692807000.0,279126000.0,291929000.0,,,-3162000.0,,-81666000.0,,43163000.0,,574579000.0,,,,,,,,130405000.0,,,,86463000.0,6596000.0,25354000.0,-8540000.0,,6512000.0,,166623000.0,,,,,,0.0,,2074222000.0,0.48,7442000.0,,213845000.0,17540000.0,,298568000.0,,300685000.0,73542000.0,,12671000.0,,,,,132136000.0,402934000.0,1316386000.0,168163000.0,,77347000.0,1566000.0,,,,,77073000.0,,29257000.0,,588472000.0,0.0,-282332000.0,215651000.0,,,512739000.0,215496000.0,,,,,,-86856000.0,-24961000.0,,,,,,,,,,,,,,,,
1443571200,71453000.0,,71453000.0,,179149000.0,,20148000.0,-6468000.0,13096000.0,,,,,0.34,14447000.0,,74027000.0,,,,,,,245233000.0,,498346000.0,,,207368000.0,275089000.0,-261000.0,128432000.0,83823000.0,,267000.0,,525381000.0,,,,,35494000.0,,,257560000.0,,,,,,,,-12577000.0,,,,,,,,37065000.0,,,294217000.0,,,819598000.0,,,,25904000.0,300685000.0,,,,51376000.0,-367356000.0,,,,,,604000.0,,,2321000.0,,,616279000.0,158532000.0,,,,,1325227000.0,71453000.0,2661884000.0,260294000.0,275089000.0,,,67000.0,,-98527000.0,,43259000.0,,311281000.0,,,,,,,,87065000.0,,,,81642000.0,4135000.0,29490000.0,-3602000.0,,64528000.0,,125077000.0,,,,,,0.0,,2045605000.0,0.34,7675000.0,,210032000.0,9923000.0,,258626000.0,,294217000.0,-729000.0,,-77101000.0,,,,,87408000.0,395741000.0,1336657000.0,171561000.0,,74318000.0,1340000.0,,,,,77481000.0,,15955000.0,,547993000.0,0.0,-409000.0,220538000.0,,,465994000.0,211736000.0,,,,,,-108516000.0,-20617000.0,,,,,,,,,,,,,,,,
1451520000,-641000.0,-113722000.0,-641000.0,,40728000.0,-1424002000.0,21936000.0,-29512000.0,13080000.0,,,,5385000.0,-0.003125,15500000.0,,70941000.0,26663000.0,25745000.0,,2548674000.0,,1965786000.0,211293000.0,372857000.0,488413000.0,,,152418000.0,273414000.0,-5204000.0,153588000.0,43727000.0,140772000.0,1287000.0,,477696000.0,153588000.0,467828000.0,,213321000.0,26663000.0,,25455000.0,265928000.0,,211293000.0,1681801000.0,488413000.0,19432000.0,30452000.0,-5080000.0,-12279000.0,273414000.0,,-8144000.0,477696000.0,248049000.0,742401000.0,239831000.0,36082000.0,1639578000.0,210031000.0,264705000.0,413334000.0,48161000.0,742401000.0,92358000.0,404051000.0,,25455000.0,294217000.0,211544000.0,-329163000.0,264705000.0,33940000.0,-466396000.0,,,264705000.0,1098000.0,,891000.0,,273414000.0,1107000.0,253124000.0,21936000.0,582888000.0,17577000.0,21751000.0,,265928000.0,,1288706000.0,-641000.0,2548674000.0,239831000.0,273414000.0,13080000.0,-20709000.0,-8144000.0,,-73106000.0,667594000.0,21751000.0,,502298000.0,,-575959000.0,306313000.0,-89878000.0,,-57177000.0,,-4544000.0,-299949000.0,1259968000.0,,92358000.0,6194000.0,25745000.0,-6736000.0,,-18285000.0,43727000.0,28116000.0,-29551000.0,2067000.0,15500000.0,,206477000.0,0.0,,1965786000.0,-0.003125,7372000.0,0.0,205113000.0,-22517000.0,,166026000.0,,264705000.0,-4502000.0,,12751000.0,10155000.0,,1288706000.0,915643000.0,-8857000.0,372857000.0,1259968000.0,170570000.0,0.97,85527000.0,3895000.0,292250000.0,6194000.0,,21596000.0,79718000.0,582888000.0,-8216000.0,46647000.0,467828000.0,0.0,0.0,210031000.0,,10859000.0,318444000.0,205113000.0,0.98,206477000.0,,,-575959000.0,-82991000.0,-23151000.0,-50713000.0,85527000.0,,-282741000.0,294256000.0,723935000.0,206477000.0,323456000.0,,,,,,,,
