,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyOperatingExpense,annualGrossProfit,annualDilutedAverageShares,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualGrossPPE,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualIncomeTaxPayable,quarterlyGrossPPE,trailingInterestExpense,quarterlyIncomeTaxPayable,annualBasicAverageShares,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyCommonStockIssuance,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingGrossProfit,annualChangeInAccountPayable,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualNetOtherInvestingChanges,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,annualBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualChangeInInventory,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS
907113600,,,717000000.0,,,211000000.0,,,,,-4900000.0,,,81400000.0,,3923100000.0,,452200000.0,,,,567200000.0,452200000.0,335900000.0,,0.17,10700000.0,-201200000.0,,7400000.0,,,4000000.0,-1544800000.0,-95100000.0,-97700000.0,,,,,,183900000.0,,,,,,-115000000.0,,,,5467900000.0,,,,,,,197400000.0,,,,,,,,654400000.0,,,,9900000.0,,,,,762352941.0,,-124400000.0,,,,,,,,,,,,,,,,,113900000.0,0.17,,659200000.0,482100000.0,,,,-2600000.0,59600000.0,,896200000.0,,,1958100000.0,,1419400000.0,,,,,,,1094900000.0,,,-184000000.0,3927100000.0,,,,,,129600000.0,,,4586300000.0,,,,,,2315600000.0,,-17300000.0,,129600000.0,129600000.0,762352941.0,,,28400000.0,,,,281100000.0,,,,,,,,2270700000.0,,,,452200000.0,,-201200000.0,,,561900000.0,,,,533000000.0,,,516300000.0,48800000.0,,,6000000.0,,,622000000.0,,,,,,,,,,,,,,,,
915062400,,886135000.0,1823469000.0,1935477000.0,792861585.0,163512000.0,,,,378511000.0,-1959000.0,,50035000.0,63081000.0,,4137610000.0,-1736780000.0,378511000.0,4141841000.0,3692000.0,4137610000.0,452200000.0,378511000.0,335904000.0,5739019000.0,,11996000.0,-274096000.0,0.546667,32376000.0,,,4231000.0,-1601409000.0,6613000.0,6629000.0,0.0,,,623343000.0,,193835000.0,,,108335000.0,-947096000.0,-947096000.0,-73632000.0,0.0,705112000.0,,5739019000.0,,,750169038.0,,,,157415000.0,549207000.0,,238412000.0,-12300000.0,-1601409000.0,238412000.0,,203794000.0,,,,8572000.0,,,,203794000.0,,,-1280480000.0,-244832000.0,,,-183871000.0,-118859000.0,,56276000.0,,-118859000.0,335904000.0,4163980000.0,,53200000.0,157415000.0,-1961992000.0,,-514287000.0,,1467425000.0,574155000.0,474200000.0,,44272000.0,-60961000.0,16000.0,59612000.0,,850653000.0,,378511000.0,2044975000.0,,1467425000.0,,108544000.0,,,20734000.0,0.0,1047680000.0,378511000.0,,-1340092000.0,4141841000.0,,,2318078000.0,11996000.0,433431000.0,100431000.0,,,4715996000.0,-9284000.0,3897469000.0,433431000.0,2228503000.0,,2318078000.0,,-80261000.0,0.577778,100431000.0,100431000.0,,,,20734000.0,-100000000.0,1860800000.0,574155000.0,0.0,623309000.0,4231000.0,10613000.0,225212000.0,433431000.0,,850653000.0,2397918000.0,477448000.0,,2397918000.0,378511000.0,,-274096000.0,4715996000.0,88799000.0,564303000.0,477448000.0,271681000.0,,483377000.0,,2044975000.0,549207000.0,50035000.0,88799000.0,,-12908000.0,,,623309000.0,,,,,,,,,,,,,,,,
922838400,,,733800000.0,,,156100000.0,,,,,-7400000.0,,,60300000.0,,4345000000.0,,405600000.0,,,,378500000.0,405600000.0,335900000.0,,0.12,8900000.0,-289100000.0,,6400000.0,,,4500000.0,-1649500000.0,10500000.0,5500000.0,,,,,,310700000.0,,,,,,27100000.0,,,,5994500000.0,,,,,,,161000000.0,,,,,,,,796900000.0,,,,17900000.0,,,,,736923077.0,,-178300000.0,,,,,,,,,,,,,,,,,271700000.0,0.13,,619400000.0,490900000.0,,,,-5000000.0,56800000.0,,999100000.0,,,2099900000.0,,1459800000.0,,,,,,,1075600000.0,,,-235100000.0,4349500000.0,,,,,,95800000.0,,,4968900000.0,,,,,,2458900000.0,,21600000.0,,95800000.0,95800000.0,798333333.0,,,24600000.0,,,,280000000.0,,,,,,,,2510000000.0,,,,405600000.0,,-289100000.0,,,576900000.0,,,,498700000.0,,,560700000.0,52100000.0,,,-9600000.0,,,619100000.0,,,,,,,,,,,,,,,,
930700800,,,778000000.0,,,256600000.0,,,,,-3200000.0,,,98800000.0,,4558900000.0,,487600000.0,,,,405600000.0,487600000.0,335900000.0,,0.19,7700000.0,-279700000.0,,4200000.0,,,4400000.0,-1712500000.0,4800000.0,-700000.0,,,,,,362400000.0,,,,,,82000000.0,,,,6271400000.0,,,,,,,176700000.0,,,,,,,,854600000.0,,,,8000000.0,,,,,751428571.0,,-106400000.0,,,,,,,,,,,,,,,,,264100000.0,0.21,,719000000.0,519400000.0,,,,-5500000.0,59500000.0,,1107800000.0,,,2249800000.0,,1501500000.0,,,,,,,1220500000.0,,,-165900000.0,4563300000.0,,,,,,157800000.0,,,5282300000.0,,,,,,2609300000.0,,82700000.0,,157800000.0,157800000.0,830526316.0,,,32500000.0,,,,288700000.0,,,,,,,,2673000000.0,,,,487600000.0,,-279700000.0,,,608400000.0,,,,612100000.0,,,595600000.0,60800000.0,,,-400000.0,,,617200000.0,,,,,,,,,,,,,,,,
938649600,,,785900000.0,,,208000000.0,,,,,-700000.0,,,81000000.0,,4820900000.0,,266700000.0,,,,487600000.0,266700000.0,504200000.0,,0.16,6900000.0,-333600000.0,,4900000.0,,,8200000.0,-1781600000.0,3700000.0,3400000.0,,,,,,109400000.0,,,,,,-220900000.0,,,,6602500000.0,,,,,,,170100000.0,,,,,,,,773100000.0,,,,4800000.0,,,,,747058824.0,,-149200000.0,,,,,,,,,,,,,,,,,46200000.0,0.17,,488500000.0,527000000.0,,,,-300000.0,63800000.0,,1001200000.0,,,2294800000.0,,1515200000.0,,,,,,,1235200000.0,,,-213000000.0,4829100000.0,,,,,,127000000.0,,,5317600000.0,,,,,,2516400000.0,,-224200000.0,,127000000.0,127000000.0,793750000.0,,,33700000.0,,,,277800000.0,,,,,,,,2801200000.0,,,,266700000.0,,-333600000.0,,,662300000.0,,,,572900000.0,,,620000000.0,53600000.0,,,-100000.0,,,617400000.0,,,,,,,,,,,,,,,,
946598400,,1001710000.0,2098011000.0,2200287000.0,799513483.0,152911000.0,,,,418819000.0,-807000.0,,65152000.0,59133000.0,,5008166000.0,-1946764000.0,418819000.0,5021108000.0,20980000.0,5008166000.0,266700000.0,418819000.0,505005000.0,6848965000.0,,7873000.0,-265434000.0,0.593333,38645000.0,,,12942000.0,-1840799000.0,198274000.0,198232000.0,0.0,,,378511000.0,,219210000.0,,,142940000.0,-1167834000.0,-1167834000.0,152108000.0,-90107000.0,773611000.0,,6848965000.0,,,756986170.0,,,,156755000.0,692342000.0,,222700000.0,15400000.0,-1840799000.0,222700000.0,,260814000.0,,,,33588000.0,,,,260814000.0,,,-1512664000.0,40308000.0,,,206432000.0,243493000.0,,54145000.0,,-12107000.0,505005000.0,4735587000.0,,64300000.0,156755000.0,-2195424000.0,,-551346000.0,,1855859000.0,631005000.0,359637000.0,,64288000.0,-166124000.0,-42000.0,68560000.0,,960466000.0,,418819000.0,2385854000.0,,1855859000.0,,105078000.0,,,20929000.0,0.0,1204387000.0,418819000.0,,-1581224000.0,5021108000.0,,,2816325000.0,7873000.0,474378000.0,93778000.0,,,5652113000.0,-10842000.0,4395711000.0,474378000.0,2535300000.0,,2816325000.0,,-46224000.0,0.626667,93778000.0,93778000.0,,,,20929000.0,-90507000.0,1896937000.0,631005000.0,0.0,871717000.0,12942000.0,30654000.0,248660000.0,474378000.0,,960466000.0,2835788000.0,535024000.0,,2835788000.0,418819000.0,,-265434000.0,5652113000.0,73448000.0,687600000.0,535024000.0,299233000.0,,516787000.0,,2385854000.0,692342000.0,65152000.0,73448000.0,,31080000.0,,,871717000.0,,,,,,,,,,,,,,,,
954460800,,,1201605000.0,,,155973000.0,,,,,-4411000.0,,,60330000.0,,5121529000.0,,542561000.0,,,,418819000.0,542561000.0,507805000.0,,0.093333,7254000.0,-191810000.0,,17223000.0,,,13039000.0,-1914483000.0,-4411000.0,-100013000.0,,,,,,415565000.0,,,,,,123742000.0,-101363000.0,,,7036012000.0,,45768000.0,,,,,209079000.0,,,218906000.0,,,,,484279000.0,,,,11271000.0,,,,,745735500.0,,-608462000.0,,,,,,,,,,,,,,,,,319922000.0,0.1,,805465000.0,495855000.0,,,,-5510000.0,,,1306333000.0,,,2456615000.0,,1820482000.0,,,,,,,1242647000.0,,,-675160000.0,5134568000.0,,,,,,73512000.0,,,5940033000.0,,,,,,3126815000.0,,223755000.0,,95643000.0,73512000.0,789534000.0,,,21355000.0,,,,0.0,,,,,,,,2813218000.0,,0.0,,542561000.0,,-191810000.0,,122123000.0,716202000.0,559953000.0,,,526445000.0,,,672656000.0,66534000.0,,,11139000.0,,,868023000.0,,,,,,,,,,,,,,,,
962323200,,,1260122000.0,,,310865000.0,,,,,-3379000.0,,,120243000.0,,5347314000.0,,636650000.0,,,,542561000.0,636650000.0,507897000.0,,0.24,3875000.0,-304210000.0,,17442000.0,,,12920000.0,-1992549000.0,-3379000.0,2326000.0,,,,,,395973000.0,,,,,,94089000.0,-6234000.0,,,7339863000.0,,54756000.0,,,,,199442000.0,,,215111000.0,,,,,427076000.0,,,,14676000.0,,,,,745942500.0,,-458966000.0,,,,,,,,,,,,,,,,,184023000.0,0.253333,,899190000.0,577562000.0,,,,-2737000.0,,,1327157000.0,,,2624070000.0,,1922722000.0,,,,,,,1460675000.0,,,-527489000.0,5360234000.0,,,,,,190622000.0,,,6259424000.0,,,,,,3249879000.0,,91763000.0,,190622000.0,190622000.0,793069500.0,,,21498000.0,,,,0.0,,,,,,,,3009545000.0,,0.0,,636650000.0,,-304210000.0,,117550000.0,728042000.0,642008000.0,,,732633000.0,,,763345000.0,70127000.0,,,10624000.0,,,868121000.0,,,,,,,,,,,,,,,,
970272000,,,1297755000.0,,,301073000.0,,,,,-828000.0,,,116775000.0,,5568491000.0,,580608000.0,,,,636650000.0,580608000.0,507897000.0,,0.233333,108655000.0,-303487000.0,,17464000.0,,,19294000.0,-2067430000.0,-828000.0,15849000.0,,,,,,231596000.0,,,,,,-56042000.0,-1076000.0,,,7635921000.0,,40526000.0,,,,,213065000.0,,,211317000.0,,,,,478566000.0,,,,20484000.0,,,,,748648500.0,,-495353000.0,,,,,,,,,,,,,,,,,-138106000.0,0.246667,,859872000.0,555806000.0,,,,-2731000.0,,,1383900000.0,,,2781941000.0,,1853237000.0,,,,,,,1478834000.0,,,-566864000.0,5587785000.0,,,,,,184298000.0,,,6447657000.0,,,,,,3237137000.0,,-71891000.0,,184298000.0,184298000.0,796548000.0,,,54331000.0,,,,0.0,,,,,,,,3210520000.0,,0.0,,580608000.0,,-303487000.0,,121049000.0,747943000.0,543088000.0,,,730891000.0,,,802213000.0,82053000.0,,,6819000.0,,,762612000.0,,,,,,,,,,,,,,,,
978220800,,1298286000.0,1330367000.0,2683985000.0,793543421.0,249453000.0,,,,522995000.0,-1620000.0,,80564000.0,94792000.0,,5819725000.0,-2124588000.0,522995000.0,5838036000.0,26036000.0,5819725000.0,580608000.0,522995000.0,507897000.0,7967795000.0,,108752000.0,-335137000.0,0.76,17760000.0,,,18311000.0,-2148070000.0,-1620000.0,22372000.0,0.0,,,418819000.0,,255152000.0,,,153447000.0,-1134644000.0,-1134644000.0,-57613000.0,-1000.0,1017364000.0,,7967795000.0,,,747635950.0,,,,312716000.0,852865000.0,,207522000.0,-63032000.0,-2148070000.0,207522000.0,,377061000.0,,,,23993000.0,,,,377061000.0,,,-561807000.0,104176000.0,,,-59466000.0,-10238000.0,,69889000.0,,-10238000.0,507897000.0,5649560000.0,,129438000.0,312716000.0,-2405864000.0,,-328914000.0,,1919849000.0,831536000.0,557210000.0,,70424000.0,163642000.0,0.0,74544000.0,,1298403000.0,,522995000.0,2902007000.0,,1919849000.0,,161868000.0,,,28005000.0,0.0,1467404000.0,522995000.0,,-636351000.0,5838036000.0,,,3218252000.0,108752000.0,603093000.0,154661000.0,,,6669572000.0,-10978000.0,5089849000.0,625224000.0,2965575000.0,,3218252000.0,,-79985000.0,0.806667,154661000.0,154661000.0,,,,28005000.0,-108674000.0,2145123000.0,831536000.0,0.0,760992000.0,18311000.0,36925000.0,281276000.0,603093000.0,,1298403000.0,3451320000.0,499874000.0,0.0,3451320000.0,522995000.0,,-335137000.0,6669572000.0,,773388000.0,499874000.0,392140000.0,,694016000.0,,2902007000.0,852865000.0,80564000.0,,,4840000.0,,,760992000.0,,,,,,,,,,,,,,,,
985996800,,,1336523000.0,,,196502000.0,,,,,-5019000.0,,,75457000.0,,5986501000.0,,684678000.0,,,,522995000.0,684678000.0,761826000.0,,0.15,110136000.0,-254328000.0,,17012000.0,,,34938000.0,-2232500000.0,-5019000.0,-4587000.0,,,,,,420598000.0,,,,,,161683000.0,0.0,,,8219001000.0,,19572000.0,,,299553000.0,,316112000.0,,,203728000.0,,,,35795000.0,504846000.0,,,,7002000.0,,,,,760225000.0,,-611120000.0,,,,,,,,,,,,,,,,,-77692000.0,0.16,,1044414000.0,565494000.0,,,,-6570000.0,77692000.0,,1488421000.0,,,2858932000.0,,1935326000.0,,,,,,,1428617000.0,,,-688812000.0,6021439000.0,,,,,,121045000.0,,,7065853000.0,,,,,,3423747000.0,,166270000.0,,121045000.0,121045000.0,807744000.0,,,63773000.0,,,,0.0,,,,,,,,3642106000.0,,0.0,,684678000.0,,-254328000.0,,,780906000.0,537755000.0,,,647711000.0,,,891186000.0,78817000.0,,,-5525000.0,,,754686000.0,,,,,,,,,,,,,,,,
993859200,,,1387958000.0,,,287451000.0,,,,,-1815000.0,,,111818000.0,,6104712000.0,,968347000.0,,,,684678000.0,968347000.0,762829000.0,,0.22,110501000.0,-206433000.0,,16460000.0,,,34579000.0,-2318958000.0,-1815000.0,5880000.0,,,,,,484222000.0,,,,,,283669000.0,0.0,,,8423670000.0,,40203000.0,,,,,336029000.0,,,199933000.0,,,,31916000.0,510103000.0,,,,11127000.0,,,,,762139000.0,,-562579000.0,,,,,,,,,,,,,,,,,685834000.0,0.23,,1329367000.0,598077000.0,,,,-3432000.0,,,1629315000.0,,,3020813000.0,,2017789000.0,,,,,,,1553785000.0,,,-640792000.0,6139291000.0,,,,,,175633000.0,,,7468658000.0,,,,,,3647104000.0,,277789000.0,,175633000.0,175633000.0,806524000.0,,,59512000.0,,,,0.0,,,,,,,,3821554000.0,,0.0,,968347000.0,,-206433000.0,,,806619000.0,632479000.0,,,747166000.0,,,971452000.0,79570000.0,,,2813000.0,,,752602000.0,,,,,,,,,,,,,,,,
1001808000,,,1369700000.0,,,245870000.0,,,,,-100958000.0,,,94906000.0,,6207858000.0,,1489391000.0,,,,968347000.0,1489391000.0,764607000.0,,0.19,490154000.0,-206034000.0,,14271000.0,,,34602000.0,-2396661000.0,374042000.0,381738000.0,,,,,,345340000.0,,,,,,521044000.0,0.0,,,8604519000.0,,35218000.0,,,,,397310000.0,,,196138000.0,,,,1361000.0,522085000.0,,,,11134000.0,,,,,763811000.0,,-753844000.0,,,,,,,,,,,,,,,,,-43251000.0,0.2,,1752466000.0,591308000.0,,,,-3438000.0,,,1927720000.0,,,3168340000.0,,2117546000.0,,,,,,,1335125000.0,,,-835566000.0,6242460000.0,,,,,,150964000.0,,,7994926000.0,,,,,,4045266000.0,,139306000.0,,150964000.0,150964000.0,806860000.0,,,25645000.0,,,,0.0,,,,,,,,3949660000.0,,0.0,,1489391000.0,,-206034000.0,,,800991000.0,482953000.0,,,534134000.0,,,1063933000.0,78466000.0,,,156904000.0,,,751616000.0,,,,,,,,,,,,,,,,
1009756800,,1484608000.0,1332998000.0,2405128000.0,811344444.0,97836000.0,,,,2279861000.0,-2808000.0,,70561000.0,34331000.0,,6445487000.0,-2704220000.0,2279861000.0,6476922000.0,223802000.0,6445487000.0,1489391000.0,2279861000.0,766774000.0,8901694000.0,,514567000.0,-331048000.0,0.63,22084000.0,,,31435000.0,-2456207000.0,872792000.0,887070000.0,0.0,,,522995000.0,,234448000.0,,,207922000.0,-997843000.0,-997843000.0,790470000.0,0.0,827659000.0,,8901694000.0,,,762905970.0,,,,504831000.0,1058143000.0,,192342000.0,66787000.0,-2456207000.0,192342000.0,-31538000.0,672247000.0,,,,14278000.0,,,,672247000.0,,,-776677000.0,1756866000.0,,,1270101000.0,261350000.0,,69827000.0,,-110600000.0,766774000.0,5555174000.0,,202506000.0,504831000.0,-3022051000.0,,-504486000.0,,2743903000.0,2520219000.0,604536000.0,,43541000.0,486765000.0,0.0,80204000.0,,2239185000.0,,2279861000.0,3228408000.0,,2743903000.0,,333612000.0,,,46400000.0,0.0,1237647000.0,2279861000.0,,-856881000.0,6476922000.0,,,4983088000.0,514567000.0,511147000.0,63505000.0,,,8997141000.0,-13440000.0,5427179000.0,511147000.0,3150046000.0,-31538000.0,4983088000.0,,-96600000.0,0.67,63505000.0,63505000.0,,,,46400000.0,0.0,2359415000.0,2520219000.0,0.0,1327158000.0,31435000.0,60405000.0,317831000.0,511147000.0,,2239185000.0,4014053000.0,547540000.0,0.0,4014053000.0,2279861000.0,,-331048000.0,8997141000.0,,761530000.0,547540000.0,316512000.0,,476117000.0,,3228408000.0,1058143000.0,70561000.0,,,69610000.0,,,1327158000.0,,,,,,,,,,,,,,,,
1017532800,,,1338493000.0,,,35196000.0,,,,,-480419000.0,,,13811000.0,,6458870000.0,,2113523000.0,,,,2279861000.0,2113523000.0,771250000.0,,0.03,39983000.0,-109080000.0,,26479000.0,,,64608000.0,-2528918000.0,-68122000.0,-149811000.0,,,,,,92553000.0,,,,,,-166338000.0,,,,8987788000.0,,,,,,,410458000.0,,,188547000.0,,,,26976000.0,759905000.0,,,,20646000.0,,,,,769369000.0,,-774770000.0,,,,,,,,,,,,,,,,,71168000.0,0.03,,2445300000.0,592265000.0,,,,-6916000.0,,,1743187000.0,,,3246314000.0,,3114472000.0,,,,,,,1257243000.0,,,-859365000.0,6523478000.0,,,,,,21385000.0,,,8968778000.0,,,,,,4857659000.0,,-16527000.0,,21385000.0,21385000.0,810763000.0,,,46400000.0,,,,0.0,,,,,,,,4111119000.0,,0.0,,2113523000.0,,-109080000.0,,,778115000.0,532841000.0,,,479128000.0,,,1109750000.0,73181000.0,,,2719000.0,,,1701979000.0,,,,,,,,,,,,,,,,
1025395200,,,1418160000.0,,,169238000.0,,,,,-434592000.0,,,66940000.0,,6505515000.0,,2117835000.0,,,,2113523000.0,2117835000.0,772556000.0,,0.13,29917000.0,-144126000.0,,26262000.0,,,69497000.0,-2618074000.0,282886000.0,-145058000.0,,,,,,293496000.0,,,,,,4312000.0,,,,9123589000.0,,,,,,,383754000.0,,,184752000.0,,,,30489000.0,636230000.0,,,,10123000.0,,,,,772012000.0,,-674042000.0,,,,,,,,,,,,,,,,,191198000.0,0.13,,2473009000.0,635613000.0,,,,-3475000.0,,,1687139000.0,,,3345137000.0,,3137304000.0,,,,,,,1472798000.0,,,-760593000.0,6575012000.0,,,,,,102298000.0,,,9048021000.0,,,,,,4824443000.0,,149370000.0,,102298000.0,102298000.0,809401000.0,,,46440000.0,,,,0.0,,,,,,,,4223578000.0,,0.0,,2117835000.0,,-144126000.0,,,815231000.0,637238000.0,,,657567000.0,,,1174223000.0,69875000.0,,,-3020000.0,,,1661449000.0,,,,,,,,,,,,,,,,
1033344000,,,1433225000.0,,,124324000.0,,,,,383943000.0,,,49437000.0,,6519781000.0,,1944031000.0,,,,2117835000.0,1944031000.0,774033000.0,,0.09,30025000.0,-119273000.0,,26847000.0,,,73872000.0,-2720149000.0,-465195000.0,-74832000.0,,,,,,20301000.0,,,,,,-173804000.0,,,,9239930000.0,,,,,,,371253000.0,,,180956000.0,,,,,517449000.0,,,,9901000.0,,,,,773353000.0,,-768622000.0,,,,,,,,,,,,,,,,,-280409000.0,0.1,,2360628000.0,643281000.0,,,,-3481000.0,,,1439880000.0,,,3416542000.0,,3191618000.0,,,,,,,1391191000.0,,,-860662000.0,6593653000.0,,,,,,74887000.0,,,8954281000.0,,,,,,4631498000.0,,-98972000.0,,74887000.0,74887000.0,804605000.0,,,165769000.0,,,,0.0,,,,,,,,4322783000.0,,0.0,,1944031000.0,,-119273000.0,,,818628000.0,521153000.0,,,572563000.0,,,1232760000.0,79226000.0,,,50070000.0,,,1660907000.0,,,,,,,,,,,,,,,,
1041292800,,520209000.0,1446207000.0,2289144000.0,803230000.0,63924000.0,,,,1815352000.0,-8500000.0,,86016000.0,21525000.0,,6645464000.0,-2990637000.0,1815352000.0,6721790000.0,44403000.0,6645464000.0,1944031000.0,1815352000.0,776663000.0,9455657000.0,,130454000.0,-230581000.0,0.3,26435000.0,,-49232000.0,76326000.0,-2810193000.0,-19544000.0,-11957000.0,0.0,,,2279861000.0,,113859000.0,,,169629000.0,-603060000.0,-603060000.0,-128679000.0,,392682000.0,,9455657000.0,,,777319355.0,,-140173000.0,46877000.0,362027000.0,1227475000.0,,183797000.0,-103110000.0,-2810193000.0,183797000.0,53658000.0,412238000.0,,,,16087000.0,,,,412238000.0,,,-773203000.0,-464509000.0,,,-381658000.0,-269975000.0,,106023000.0,,-539568000.0,776663000.0,5521771000.0,,-148850000.0,362027000.0,-3346941000.0,,33067000.0,,3098305000.0,2231960000.0,652978000.0,,56757000.0,-82851000.0,0.0,93118000.0,,1433828000.0,,1815352000.0,3455448000.0,,3098305000.0,,-300288000.0,,,112847000.0,0.0,1400539000.0,1815352000.0,,-866321000.0,6721790000.0,,,4532133000.0,130454000.0,240969000.0,42399000.0,,,8953750000.0,-13872000.0,5636085000.0,240969000.0,3232627000.0,53658000.0,4532133000.0,,-116722000.0,0.31,42399000.0,42399000.0,,,,112847000.0,0.0,2524137000.0,2231960000.0,0.0,1552781000.0,76326000.0,15024000.0,356304000.0,240969000.0,,1433828000.0,4421617000.0,529109000.0,0.0,4421617000.0,1815352000.0,,-230581000.0,8953750000.0,,820653000.0,529109000.0,151713000.0,-10592000.0,579886000.0,,3455448000.0,1227475000.0,86016000.0,,,-5366000.0,,,1552781000.0,,,,,,,,,,,,,,,,
