date,annualBasicEPS,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualRepaymentOfDebt,annualOperatingCashFlow,annualEbitda,quarterlyDilutedAverageShares,annualNetPPE,trailingGrossProfit,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlyAccumulatedDepreciation,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingOtherIncomeExpense,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyAccountsPayable,annualCapitalExpenditure,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,annualDilutedAverageShares,trailingNetOtherFinancingCharges,trailingInterestExpense,trailingPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingCashDividendsPaid,trailingNetIncome,annualDilutedEPS,quarterlyEbitda,quarterlyTaxProvision,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,annualGoodwill,annualNetOtherFinancingCharges,annualFreeCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,trailingFreeCashFlow,annualTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNetIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCostOfRevenue,annualCashDividendsPaid,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualPretaxIncome,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualOtherNonCurrentAssets,annualStockholdersEquity,annualCurrentAssets,annualCashAndCashEquivalents,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,annualCurrentAccruedExpenses,quarterlyGoodwill,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2007-12-31,2.31,,503525673.0,,,3805086205.0,489886404.0,-3520527993.0,0.0,255391036.0,,503525673.0,28024630053.0,32773860.0,,2836428642.0,3805086205.0,,23452179958.0,,529248617.0,9785480187.0,,1007051346.0,3525672857.0,-5958884.0,,188697984.0,36092958585.0,-12640778627.0,44691628.0,,2285231900.0,,503525673.0,399245208.0,1007051346.0,,327779462.0,,213047018.0,,-6207170523.0,57602542.0,-373423379.0,-12640778627.0,290750.0,,1766809018.0,-1650610786.0,,,,,1178865826.0,,654641327,1007051346.0,212545559.0,-594265760.0,,,695913885.0,531549698.0,,,,2157113334,27790359.0,,,-46833660.0,1178865826.0,36092958585.0,,,2.3,945104092,112994363.0,105273612.0,496573642.0,23452179958.0,-438265642.0,0.0,249365831.0,1017975966.0,,259211440.0,1185817856.0,1711192770.0,,3219783494.0,2626220379.0,,1766809018.0,8828086205.0,25810579.0,214519813.0,188697984.0,-373423379.0,,,-368457642.0,,503525673.0,,19934452279.0,,,489621611.0,2305094846.0,3035058099.0,,28024630053.0,30329724898.0,1222564306.0,,,1222564306.0,2285231900.0,101648125.0,5023000000.0,-546231006.0,1007051346.0,376892041.0,,,1712185917.0,,376892041.0,-2831465472.0,376892041,19934452279.0,-487635316.0,1939616646.0,,1939616646.0,9785480187.0,2305094846.0,503525673.0,14224848545.0,,,30329724898.0,19855247.0,503525673.0,496573642.0,3219783494.0,-655148263.0,-95179295.0,,261197736.0,,3035058099.0,,14224848545.0,,1178865826.0,,1116297547.0,,,1222564306.0,261197736.0,1116297547.0,-25511539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,2839214073.0,,700545211.0,1166546652.0,0.0,504063368.0,,638823166.0,,,,,,543000000.0,,,,10099783973.0,,,,,,268490896.0,,-12640674828.0,,,,,638823166.0,,1296162946.0,,-21602715.0,,239687275.0,,,,-376504475.0,,,0.82786,1702499743.0,,,,,,,,965950005,-1028700.0,-466001440.0,-459829236.0,,,927888077.0,,,,,2132496657,5143504.0,541000000.0,,6172205.0,,36517847958.0,,,,1262215821,252031684.0,,,23877173130.0,9258307.0,,134759798.0,,,,,,,3473922436.0,,,,,60693344.0,,,,,,,,,,,,,,2374241333.0,3301100710.0,,28498096904.0,30872338237.0,,,,,2511058533.0,468058841.0,,,,448513527.0,,,,,448513527.0,2132496657.0,448513527,20153276412.0,,1781709701.0,,,,,,,,,,-44234132.0,638823166.0,503034667.0,,-349758255.0,112128383.0,0.82786,,,,,13952268285.0,,1170661455.0,,,,,,303466722.0,963892604.0,-129616295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,,449826990.0,1381029921.0,,638823166.0,,1959088134.0,,,,,,557984798.0,,,,11544880928.0,,,,,,400977000.0,,-12640952575.0,,,,,1959088134.0,,1670059027.0,,230845.0,,202523916.0,,,,11544880928.0,,,0.58,1988601669.0,,,,,,,,636067575,1670059027.0,1399239787.0,-633189286.0,,,572213694.0,,,,,2017097496,21316907.0,557984798.0,,-103872185.0,,36790148586.0,,,,937309179,126195807.0,,,24149196011.0,1236416433.0,,1320562815.0,,,,,,,,,,,,52272259.0,,,,,,,,,,,,,,4053531447.0,3940565846.0,,28801139833.0,32854671280.0,,,,,5424384286.0,-60975592.0,,,,323631183.0,,,,,323631183.0,2017097496.0,323631183,21309790352.0,,1838998575.0,,,,,,,,,,0.0,1959088134.0,548544677.0,,-648613412.0,-13410696.0,0.58,,,,,11944840220.0,,1194789334.0,,,,,,281905150.0,1144921636.0,-223528423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,,518416011.0,1392378114.0,0.0,1959088134.0,,751543538.0,,,,,,581508045.0,,,,11825633383.0,,,,,,307643177.0,,-12641047477.0,,,,,751543538.0,,1498829040.0,,-88272583.0,,230998510.0,,,,-314030232.0,,,0.67,1740472642.0,,,,,,,,744091973,-1064509.0,1746131464.0,-806066000.0,,,824786456.0,,,,,2136470087,1216830.0,581508045.0,,113667619.0,,39037683628.0,,,,1047477112,128805621.0,,,26396636151.0,6188151.0,,-1207291955.0,,,,,,,3770491803.0,,,,,-1192131.0,,,,,,,,,,,,,,2729401746.0,3556525442.0,,32542048116.0,35271449862.0,,,,,2537790079.0,18720456.0,,,,389610390.0,,,,,389610390.0,2136470087.0,389610390,22740046839.0,,0.0,,,,,,,,,,0.0,751543538.0,514157973.0,,-3796178046.0,42862045.0,0.67,,,,,16257185438.0,,1182669789.0,,,,,,318288269.0,1156057058.0,-56691348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2.53,,1308000000.0,651000000.0,651000000.0,5049000000.0,501784969.0,-2958619757.0,0.0,751543538.0,,1308000000.0,35814000000.0,238000000.0,-960000000.0,2840000000.0,4376000000.0,,29189000000.0,,569600000.0,12898000000.0,,0.0,4369000000.0,82000000.0,,523000000.0,43315000000.0,-14126000000.0,169000000.0,,665000000.0,-3229000000.0,1308000000.0,504000000.0,2695000000.0,,109644453.0,,346488184.0,,-6503000000.0,76000000.0,-472000000.0,-14126000000.0,,,1876000000.0,-3134000000.0,,,,,979000000.0,,1720628060,0.0,1689630189.0,-1234915478.0,,-197000000.0,515111773.0,571500000.0,,,,2332008303,48322759.0,,,-196967639.0,1223000000.0,43315000000.0,,,2.52,1127117734,95293592.0,804000000.0,489000000.0,29189000000.0,1132137109.0,0.0,555969342.0,1015000000.0,4397000000.0,0.0,-294000000.0,2384000000.0,,3827000000.0,4070000000.0,,1876000000.0,8619000000.0,57226528.0,-181000000.0,523000000.0,-472000000.0,,,-140000000.0,,1308000000.0,,25322000000.0,,,602000000.0,3600000000.0,4930000000.0,,35814000000.0,39414000000.0,1440000000.0,,,1570000000.0,665000000.0,-719803705.0,3570000000.0,-718000000.0,2695000000.0,276491377.0,,85000000.0,2172000000.0,,276491377.0,-2757991697.0,406491377,25322000000.0,,442000000.0,85000000.0,442000000.0,12898000000.0,3600000000.0,1308000000.0,17450000000.0,1189000000.0,,39414000000.0,238000000.0,1308000000.0,489000000.0,3827000000.0,-1708450287.0,-281579732.0,,359000000.0,4397000000.0,4930000000.0,,17450000000.0,,1223000000.0,,1280000000.0,,-18000000.0,1440000000.0,359000000.0,1280000000.0,-308163934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,-134000000.0,,,,,485000000.0,341000000.0,,1308000000.0,,2232000000.0,,,,,,619000000.0,,,,13067000000.0,-1419000000.0,,,,,809000000.0,,,,,,,2232000000.0,,1485000000.0,,0.0,,309000000.0,,,,,,,0.54,2063000000.0,,,,,,,,772000000,0.0,1510000000.0,-1123000000.0,,,844000000.0,,,,,2380000000,62000000.0,618000000.0,,78000000.0,,,,,,1140000000,116000000.0,,,30412000000.0,11000000.0,,924000000.0,,,,,,346000000.0,,,,,,23000000.0,,,,,,,,,25108000000.0,,,,,4592000000.0,3951000000.0,,38759000000.0,43351000000.0,,,,,507000000.0,-279000000.0,,,,340000000.0,,,,,334000000.0,1113000000.0,369000000,29059000000.0,,3827000000.0,,,,,,,,,,0.0,2232000000.0,481000000.0,,-1456000000.0,-199000000.0,0.54,,4520000000.0,,,20780000000.0,,2702000000.0,,,,,,403000000.0,1070000000.0,-183000000.0,1267000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,-115000000.0,,,,,424000000.0,335000000.0,,2232000000.0,,3482000000.0,,,,,,625000000.0,,,,14969000000.0,179000000.0,,,,,858000000.0,,,,,,,3482000000.0,,1914000000.0,,0.0,,275000000.0,,,,,,,0.5,2298000000.0,,,,,,,,665000000,0.0,1821000000.0,-1263000000.0,,,1007000000.0,,,,,2127000000,62000000.0,624000000.0,,315000000.0,,,,,,1044000000,97000000.0,,,30587000000.0,1792000000.0,,1250000000.0,,,,,,345000000.0,,,,,,-19000000.0,,,,,,,,,23524000000.0,,,,,5717000000.0,4627000000.0,,38556000000.0,44273000000.0,,,,,490000000.0,-256000000.0,,,,314000000.0,,,,,314000000.0,1000000000.0,327000000,28151000000.0,,3800000000.0,,,,,,,,,,0.0,3482000000.0,488000000.0,,-1518000000.0,-140000000.0,0.5,,4169000000.0,,,19492000000.0,,2682000000.0,,,,,,415000000.0,889000000.0,-217000000.0,1127000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,-653000000.0,,,,,475000000.0,338000000.0,,3482000000.0,,2406000000.0,,,,,,682000000.0,,,,15617000000.0,16000000.0,,,,,505000000.0,,,,,,,2406000000.0,,2237000000.0,,539000000.0,,233000000.0,,,,,,,0.5,2350000000.0,,,,,,,,665000000,0.0,646000000.0,-1557000000.0,,,741000000.0,,,,,2253000000,93000000.0,681000000.0,,-31000000.0,,,,,,1051000000,107000000.0,,,32289000000.0,2000000.0,,-1076000000.0,,,,,,343000000.0,,,,,,-10000000.0,,,,,,,,,22583000000.0,,,,,4236000000.0,4929000000.0,,39920000000.0,44156000000.0,,,,,430000000.0,-816000000.0,,,,351000000.0,,,,,345000000.0,1003000000.0,368000000,27512000000.0,,3776000000.0,,,,,,,,,,0.0,2406000000.0,491000000.0,,-2400000000.0,-190000000.0,0.5,,3855000000.0,,,18646000000.0,,2784000000.0,,,,,,342000000.0,834000000.0,-211000000.0,1250000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2.11,0.0,997000000.0,593000000.0,593000000.0,4088000000.0,479000000.0,314000000.0,539000000.0,2406000000.0,,997000000.0,40666000000.0,0.0,-1495000000.0,2990000000.0,4258000000.0,,32879000000.0,,652000000.0,15759000000.0,-271000000.0,0.0,3722000000.0,-19000000.0,,701000000.0,47796000000.0,-14917000000.0,-19000000.0,,385000000.0,-902000000.0,997000000.0,1308000000.0,2377000000.0,,193000000.0,,201000000.0,,-6913000000.0,357000000.0,-632000000.0,-14917000000.0,,,2195000000.0,-5417000000.0,,,,,1328000000.0,,658000000,0.0,-255000000.0,-1474000000.0,,314000000.0,398000000.0,653000000.0,,,,2206000000,140000000.0,,,-452000000.0,2856000000.0,47796000000.0,,,2.11,1023000000,67000000.0,-311000000.0,511000000.0,32879000000.0,15000000.0,539000000.0,-1409000000.0,1018000000.0,3763000000.0,193000000.0,-2427000000.0,1820000000.0,343000000.0,4186000000.0,2760000000.0,,2195000000.0,8966000000.0,-13000000.0,-90000000.0,701000000.0,-632000000.0,,,-594000000.0,,997000000.0,21959000000.0,26908000000.0,,,387000000.0,3175000000.0,4949000000.0,,40666000000.0,43841000000.0,1380000000.0,,,1476000000.0,385000000.0,-1076000000.0,4878000000.0,-828000000.0,2377000000.0,364000000.0,,84000000.0,1863000000.0,,387000000.0,972000000.0,412000000,26908000000.0,,1817000000.0,84000000.0,1817000000.0,15759000000.0,3175000000.0,997000000.0,17975000000.0,1377000000.0,,43841000000.0,0.0,997000000.0,511000000.0,4186000000.0,-1539000000.0,-65000000.0,,377000000.0,3763000000.0,4949000000.0,,17975000000.0,,2856000000.0,,966000000.0,21959000000.0,-154000000.0,1374000000.0,377000000.0,966000000.0,-217000000.0,1234000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,2296000000.0,,435000000.0,343000000.0,881000000.0,997000000.0,,736000000.0,,,,,,687000000.0,,,,16046000000.0,-167000000.0,,,,,799000000.0,,,,,,,736000000.0,,2929000000.0,,339000000.0,,198000000.0,,,,-796000000.0,,,0.43,2605000000.0,,,,,,,,609000000,0.0,416000000.0,-1276000000.0,,,832000000.0,,,,,1955000000,20000000.0,686000000.0,,109000000.0,,,,,,976000000,101000000.0,,,34111000000.0,9000000.0,,-261000000.0,,,,,,343000000.0,4207000000.0,,,,,58000000.0,,,,,,,,,21366000000.0,,,,,2910000000.0,5853000000.0,,41511000000.0,44421000000.0,,,,,347000000.0,-444000000.0,,,,296000000.0,,,,,303000000.0,952000000.0,334000000,27219000000.0,,1459000000.0,,,,,,,,,,0.0,736000000.0,463000000.0,,-1492000000.0,-216000000.0,0.43,,3645000000.0,,,17307000000.0,,2800000000.0,,,,,,319000000.0,912000000.0,-215000000.0,1003000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,2167000000.0,,382000000.0,341000000.0,1224000000.0,736000000.0,,1211000000.0,,,,,,690000000.0,,,,16596000000.0,-264000000.0,,,,,704000000.0,,,,,,,1211000000.0,,2400000000.0,,340000000.0,,202000000.0,,,,-695000000.0,,,0.41,2101000000.0,,,,,,,,602000000,0.0,802000000.0,-992000000.0,,,625000000.0,,,,,1923000000,264000000.0,689000000.0,,-310000000.0,,,,,,925000000,65000000.0,,,35101000000.0,5000000.0,,475000000.0,,,,,,341000000.0,4215000000.0,,,,,25000000.0,,,,,,,,,23760000000.0,,,,,3470000000.0,4875000000.0,,42558000000.0,46028000000.0,,,,,313000000.0,-367000000.0,,,,285000000.0,,,,,295000000.0,943000000.0,317000000,28635000000.0,,1483000000.0,,,,,,,,,,-18000000.0,1211000000.0,454000000.0,,-985000000.0,7000000.0,0.41,,3807000000.0,,,19103000000.0,,3008000000.0,,,,,,374000000.0,1101000000.0,-223000000.0,980000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,2435000000.0,,540000000.0,326000000.0,1224000000.0,1211000000.0,,1094000000.0,,,,,,693000000.0,,,,16679000000.0,-283000000.0,,,,,772000000.0,,,,,,,1094000000.0,,2096000000.0,,-28000000.0,,172000000.0,,,,-819000000.0,,,0.54,2162000000.0,,,,,,,,685000000,0.0,618000000.0,-1297000000.0,,,791000000.0,,,,,2129000000,169000000.0,692000000.0,,-70000000.0,,,,,,1038000000,120000000.0,,,35555000000.0,6000000.0,,-117000000.0,,,,,,326000000.0,4315000000.0,,,,,107000000.0,,,,,,,,,24569000000.0,,,,,3441000000.0,4583000000.0,,43177000000.0,46618000000.0,,,,,332000000.0,-506000000.0,,,,377000000.0,,,,,391000000.0,1011000000.0,420000000,29152000000.0,,1491000000.0,,,,,,,,,,0.0,1094000000.0,452000000.0,,-1518000000.0,-221000000.0,0.54,,3696000000.0,,,19809000000.0,,3143000000.0,,,,,,325000000.0,1123000000.0,-184000000.0,1118000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,1.78,0.0,764000000.0,2026000000.0,2026000000.0,4950000000.0,410000000.0,1507000000.0,1224000000.0,1094000000.0,,764000000.0,43352000000.0,0.0,-748000000.0,3082000000.0,3881000000.0,,36244000000.0,,690500000.0,16727000000.0,-34000000.0,0.0,2113000000.0,70000000.0,,777000000.0,52214000000.0,-15970000000.0,138000000.0,,314000000.0,0.0,764000000.0,997000000.0,3051000000.0,,-29000000.0,,188000000.0,,-5420000000.0,521000000.0,-877000000.0,-15970000000.0,,,2243000000.0,-5036000000.0,,,,,2517000000.0,,537000000,0.0,277000000.0,-1471000000.0,,-305000000.0,834000000.0,691700000.0,,,,2057000000,68000000.0,,,22000000.0,3222000000.0,52214000000.0,,,1.77,942000000,94000000.0,-233000000.0,425000000.0,36244000000.0,6000000.0,1224000000.0,-330000000.0,760000000.0,3570000000.0,-112000000.0,-1954000000.0,26000000.0,344000000.0,4304000000.0,2433000000.0,,2243000000.0,8064000000.0,117000000.0,-249000000.0,777000000.0,-877000000.0,,,-384000000.0,,764000000.0,23044000000.0,28705000000.0,,,380000000.0,3237000000.0,5661000000.0,,43352000000.0,46589000000.0,1272000000.0,,,1387000000.0,314000000.0,-637000000.0,3114000000.0,-754000000.0,3051000000.0,269000000.0,,,1767000000.0,1163000000.0,283000000.0,2044000000.0,316000000,28705000000.0,,1512000000.0,,1512000000.0,16727000000.0,3237000000.0,764000000.0,18814000000.0,1354000000.0,,46589000000.0,0.0,764000000.0,425000000.0,4304000000.0,-1425000000.0,46000000.0,,367000000.0,3570000000.0,5661000000.0,,18814000000.0,,3222000000.0,,1271000000.0,23044000000.0,84000000.0,1227000000.0,367000000.0,1271000000.0,-187000000.0,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,2070000000.0,,643000000.0,647000000.0,13083000000.0,764000000.0,,576000000.0,,,,,,699000000.0,,,,16903000000.0,-332000000.0,,,,,602000000.0,,,,,,,576000000.0,,2830000000.0,,0.0,,227000000.0,,,,-936000000.0,,,0.59,1960000000.0,,,,,,,,837000000,0.0,-405000000.0,-784000000.0,,,1009000000.0,,,,,2243000000,74000000.0,698000000.0,,90000000.0,,,,,,1240000000,178000000.0,,,36113000000.0,21000000.0,,-188000000.0,,,,,,370000000.0,4425000000.0,,,,,486000000.0,,,,,,,277000000.0,,22813000000.0,,,,,2834000000.0,5126000000.0,,43157000000.0,45991000000.0,,,,,334000000.0,225000000.0,,,,415000000.0,,,,,429000000.0,1484000000.0,465000000,27939000000.0,,1486000000.0,,,,,,,,,,0.0,576000000.0,402000000.0,,-779000000.0,5000000.0,0.59,,3488000000.0,,,18500000000.0,,3290000000.0,,,,,,336000000.0,1254000000.0,-227000000.0,759000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,1989000000.0,,534000000.0,564000000.0,1224000000.0,576000000.0,,468000000.0,,,,,,703000000.0,,,,17071000000.0,-872000000.0,,,,,692000000.0,,,,,,,468000000.0,,2324000000.0,,321000000.0,,246000000.0,,,,-971000000.0,,,0.5,1884000000.0,,,,,,,,757000000,0.0,-355000000.0,-655000000.0,,,900000000.0,,,,,2143000000,97000000.0,702000000.0,,8000000.0,,,,,,1159000000,139000000.0,,,36234000000.0,4000000.0,,-108000000.0,,,,,,379000000.0,4483000000.0,,,,,-455000000.0,,,,,,,185000000.0,,22845000000.0,,,,,2754000000.0,4555000000.0,,43133000000.0,45887000000.0,,,,,340000000.0,245000000.0,,,,353000000.0,,,,,367000000.0,1321000000.0,395000000,27400000000.0,,1449000000.0,,,,,,,,,,0.0,468000000.0,427000000.0,,-650000000.0,5000000.0,0.5,,3461000000.0,,,18438000000.0,,3357000000.0,,,,,,347000000.0,1167000000.0,-225000000.0,822000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,1842000000.0,,562000000.0,659000000.0,1224000000.0,468000000.0,,596000000.0,,,,,,704000000.0,,,,17329000000.0,-239000000.0,,,,,793000000.0,,,,,,,596000000.0,,3054000000.0,,-33000000.0,,253000000.0,,,,-816000000.0,,,0.55,2231000000.0,,,,,,,,859000000,0.0,-337000000.0,-696000000.0,,,1065000000.0,,,,,2393000000,,703000000.0,,94000000.0,,,,,,1204000000,133000000.0,,,37746000000.0,14000000.0,,128000000.0,,,,,,389000000.0,4572000000.0,,,,,143000000.0,,,,,,,270000000.0,,23286000000.0,,,,,3008000000.0,5633000000.0,,44736000000.0,47744000000.0,,,,,3701000000.0,369000000.0,,,,384000000.0,,,,,397000000.0,1518000000.0,429000000,28919000000.0,,1419000000.0,,,,,,,,,,0.0,596000000.0,428000000.0,,-630000000.0,66000000.0,0.55,,3729000000.0,,,18806000000.0,,,,,,,,348000000.0,1191000000.0,-308000000.0,875000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,2.18,,765000000.0,482000000.0,482000000.0,5690000000.0,545000000.0,599000000.0,1224000000.0,596000000.0,,765000000.0,45355000000.0,0.0,-1374000000.0,3973000000.0,4804000000.0,704000000.0,38262000000.0,,702000000.0,17324000000.0,-91000000.0,0.0,-690000000.0,27000000.0,,1194000000.0,55512000000.0,-17250000000.0,63000000.0,,403000000.0,0.0,765000000.0,764000000.0,2848000000.0,,-44000000.0,,266000000.0,,-3288000000.0,364000000.0,-924000000.0,-17250000000.0,,0.53,2659000000.0,-3274000000.0,,,,,2469000000.0,,768000000,0.0,407000000.0,-1139000000.0,,-6000000.0,999000000.0,703000000.0,,,,2360000000,,703000000.0,,118000000.0,3788000000.0,55512000000.0,,,2.17,1201000000,123000000.0,1000000.0,416000000.0,38262000000.0,,1224000000.0,169000000.0,992000000.0,3650000000.0,190000000.0,699000000.0,,390000000.0,4651000000.0,3221000000.0,,2659000000.0,9139000000.0,-290000000.0,310000000.0,1194000000.0,-924000000.0,,,-14000000.0,209000000.0,765000000.0,24326000000.0,30206000000.0,,,573000000.0,3640000000.0,5880000000.0,,45355000000.0,48995000000.0,1582000000.0,,,1711000000.0,403000000.0,-140000000.0,3449000000.0,-1016000000.0,2848000000.0,375000000.0,,41000000.0,2284000000.0,941000000.0,389000000.0,1367000000.0,422000000,30206000000.0,,1747000000.0,41000000.0,1747000000.0,17324000000.0,3640000000.0,765000000.0,19430000000.0,1528000000.0,,48995000000.0,0.0,765000000.0,416000000.0,4651000000.0,-1229000000.0,-90000000.0,0.53,373000000.0,3650000000.0,5880000000.0,,19430000000.0,,3788000000.0,,1265000000.0,24326000000.0,300000000.0,1527000000.0,373000000.0,1265000000.0,-310000000.0,993000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,1558000000.0,,530000000.0,523000000.0,1224000000.0,654000000.0,,196000000.0,,,,,,705000000.0,,,,16813000000.0,-594000000.0,,,,,1235000000.0,,-15657000000.0,,,,,196000000.0,,2211000000.0,,-33000000.0,,242000000.0,,,,-1486000000.0,,,0.5,2146000000.0,,,,,,,,681000000,0.0,-431000000.0,-464000000.0,,,672000000.0,,,,,1911000000,73000000.0,704000000.0,,-169000000.0,,47832000000.0,,,,1116000000,129000000.0,,,32175000000.0,14000000.0,,-458000000.0,,,,,,344000000.0,4670000000.0,,,,,23000000.0,,,,,,,179000000.0,,23918000000.0,,,,,2737000000.0,4717000000.0,,44158000000.0,46895000000.0,,-216000000.0,,,309000000.0,208000000.0,,,,352000000.0,,,,,366000000.0,1204000000.0,401000000,28635000000.0,,1655000000.0,5298000000.0,,,,,,,,,60000000.0,196000000.0,239000000.0,,-687000000.0,-7000000.0,0.5,,3472000000.0,,,18971000000.0,,3664000000.0,,,,,,360000000.0,1067000000.0,-310000000.0,707000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
