date,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingTotalRevenue,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,trailingCostOfRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,quarterlyDilutedEPS,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualBasicEPS,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,annualInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyCapitalStock,trailingChangeInInventory,annualGrossProfit,annualEbitda,annualOperatingCashFlow,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualPretaxIncome,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyGrossPPE,trailingInterestExpense,annualNonCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInWorkingCapital,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyAccountsPayable,annualStockBasedCompensation,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualRepaymentOfDebt,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingResearchAndDevelopment,annualInvestmentsAndAdvances,quarterlyGoodwill
2016-12-31,,0.0,,132906000.0,65534000.0,40632000.0,47056000.0,-3478000.0,,3879000.0,,18159000.0,-304000.0,3184000.0,-13229000.0,,65392000.0,1453000.0,,855000.0,3480000.0,180000.0,9384000.0,,352232000.0,5818000.0,6939000.0,-174000.0,12343000.0,3182000.0,22742000.0,,7846000.0,31808000.0,20846000.0,593445000.0,-1829000.0,11534000.0,,26740000.0,26716000.0,,399288000.0,22742000.0,,923000.0,399288000.0,0.0,,3879000.0,134538000.0,3469000.0,10129000.0,26716000.0,305000.0,0.19,-13281000.0,,0.0,0.0,1.39,22598000.0,12228000.0,16757895.0,76547000.0,220873000.0,-524000.0,13532000.0,1084000.0,352232000.0,10129000.0,17320000.0,220873000.0,2012000.0,3879000.0,14488000.0,620161000.0,11735000.0,0.0,4094000.0,-1697000.0,,3220000.0,134538000.0,3220000.0,72825000.0,65392000.0,1084000.0,,2436000.0,3879000.0,3879000.0,923000.0,,,6642000.0,4697000.0,,-981000.0,1.38,1477000.0,517776000.0,,4094000.0,,1453000.0,-862000.0,517776000.0,47056000.0,2436000.0,,67372000.0,52566000.0,47071000.0,593445000.0,,-13229000.0,16257554.0,18159000.0,294000.0,76547000.0,1452000.0,,,3144000.0,327000.0,72825000.0,3879000.0,-1494000.0,16411000.0,-756000.0,12228000.0,-135728000.0,,,2162000.0,,,34477000.0,-69000.0,,653504000.0,,20846000.0,,5293000.0,620161000.0,-135728000.0,0.0,,,3553000.0,,2426000.0,653504000.0,,,,16375362.0,12343000.0,829000.0,0.2,714000.0,15920000.0,-47375000.0,2162000.0,,-47375000.0,,410000.0,,-5898000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,,,,49503000.0,-3479000.0,,,,,,4405000.0,-9577000.0,,66354000.0,,,,3411000.0,160000.0,11311000.0,,,,,-133000.0,,512000.0,,,7780000.0,30131000.0,20868000.0,600253000.0,1017000.0,1193000.0,,,27008000.0,,,,,,404965000.0,,,,,,,,-547000.0,0.27,,,0.0,,,,,16455000.0,77421000.0,222296000.0,,,411000.0,355462000.0,8846000.0,15734000.0,,-3356000.0,5592000.0,14397000.0,,,0.0,4641000.0,120000.0,,4441000.0,136156000.0,4441000.0,73723000.0,,,,,5592000.0,5592000.0,922000.0,,,6617000.0,6897000.0,,-1126000.0,,2456000.0,524532000.0,,,,3879000.0,,,,2436000.0,,,,,,,-9577000.0,,20648000.0,301000.0,,1003000.0,,,1283000.0,267000.0,,,,10089000.0,1201000.0,12820000.0,-138445000.0,,,2425000.0,,,,,,662977000.0,,,,,627261000.0,,,,,,,1713000.0,,,,,,8987000.0,,0.27,,16299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,55417000.0,-3486000.0,,,,,,5345000.0,-11588000.0,,68249000.0,,,,3476000.0,277000.0,13244000.0,,,,,-186000.0,,-1506000.0,,,9563000.0,33014000.0,20862000.0,609011000.0,3378000.0,-2244000.0,,,29719000.0,,,,,,413971000.0,,,,,,,,-240000.0,0.33,,,0.0,,,,,16488000.0,77875000.0,224759000.0,,,1078000.0,358554000.0,9953000.0,16651000.0,,6058000.0,3689000.0,16363000.0,,,0.0,4881000.0,205000.0,,5381000.0,136429000.0,5381000.0,77026000.0,,,,,3689000.0,3689000.0,967000.0,,,6800000.0,8299000.0,,-989000.0,,2918000.0,533281000.0,,,,5592000.0,,,,2435000.0,,,,,,,-11588000.0,,23164000.0,291000.0,,1469000.0,,,-1107000.0,-22000.0,,,,10082000.0,-397000.0,13059000.0,-140435000.0,,,2026000.0,,,,,,673716000.0,,,,,638730000.0,,,,,,,-1903000.0,,,,,,15045000.0,,0.33,,16332000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,59012000.0,-3487000.0,,,,,,7606000.0,-14005000.0,,72403000.0,,,,3790000.0,236000.0,16813000.0,,,,,-165000.0,,-5527000.0,,,12806000.0,36174000.0,21307000.0,621831000.0,3999000.0,-7023000.0,,,30088000.0,,,,,,422457000.0,,,,,,,,440000.0,0.46,,,0.0,,,,,16496000.0,79955000.0,229462000.0,,,391000.0,363445000.0,11730000.0,16178000.0,,-2932000.0,2701000.0,19996000.0,,,0.0,4441000.0,217000.0,,7642000.0,135806000.0,7642000.0,80944000.0,,,,,2701000.0,2701000.0,962000.0,,,7190000.0,11530000.0,,-3048000.0,,3888000.0,545461000.0,,,,3689000.0,,,,2433000.0,,,,,,,-14005000.0,,31047000.0,316000.0,,1493000.0,,,-1777000.0,337000.0,,,,8478000.0,4539000.0,13743000.0,-143269000.0,,,2618000.0,,,,,,688730000.0,,,,,651919000.0,,,,,,,-988000.0,,,,,,12113000.0,,0.47,,16340000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,0.0,,130775000.0,64668000.0,38620000.0,64537000.0,-3694000.0,,4937000.0,,34865000.0,-7458000.0,5310000.0,-16152000.0,,74055000.0,1234000.0,,1085000.0,4169000.0,167000.0,12366000.0,,364995000.0,1586000.0,-2906000.0,-206000.0,13929000.0,-937000.0,22809000.0,,8471000.0,31456000.0,21423000.0,631893000.0,-450000.0,5168000.0,,27487000.0,29247000.0,,429532000.0,22809000.0,,951000.0,429532000.0,-1021000.0,,4937000.0,139045000.0,3879000.0,10785000.0,29247000.0,323000.0,0.32,-14146000.0,,0.0,,1.39,22665000.0,15791000.0,16593750.0,80936000.0,231608000.0,-690000.0,14846000.0,1093000.0,364995000.0,10785000.0,16105000.0,231608000.0,1816000.0,4937000.0,15351000.0,661140000.0,11100000.0,-1021000.0,4118000.0,253000.0,,5346000.0,139045000.0,5346000.0,43160000.0,74055000.0,1093000.0,,2433000.0,4937000.0,4937000.0,951000.0,,,6880000.0,7183000.0,,-996000.0,1.38,1837000.0,557240000.0,,4118000.0,,2701000.0,795000.0,557240000.0,64537000.0,2433000.0,,66107000.0,53337000.0,42843000.0,631893000.0,,-15131000.0,16305755.0,34865000.0,326000.0,80936000.0,1541000.0,,,945000.0,503000.0,43160000.0,4937000.0,-24000.0,14194000.0,4194000.0,15791000.0,-146272000.0,,,2281000.0,,,33909000.0,-656000.0,,703512000.0,,21423000.0,,5506000.0,661140000.0,-146272000.0,,,,7944000.0,,2236000.0,703512000.0,,,,16423913.0,13929000.0,840000.0,0.33,9537000.0,16090909.0,-50301000.0,2281000.0,,-51322000.0,,1058000.0,,-6159000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,,64026000.0,-3695000.0,,,,,,4458000.0,-10011000.0,,74854000.0,,,,3771000.0,173000.0,10585000.0,,,,,-117000.0,,-1030000.0,,,6350000.0,31177000.0,21024000.0,679839000.0,117000.0,543000.0,,,25163000.0,,,,,,472135000.0,,,,,,,,-37000.0,0.27,,,,,,,,16510000.0,81735000.0,232867000.0,,,502000.0,408109000.0,9970000.0,17834000.0,,-2915000.0,2772000.0,13343000.0,,,,4155000.0,464000.0,,4494000.0,140061000.0,4494000.0,44536000.0,,,,,1994000.0,1994000.0,966000.0,,,6993000.0,5676000.0,,-1141000.0,,1182000.0,564324000.0,,,,6397000.0,,,,2433000.0,,,,,,,-10011000.0,,34482000.0,286000.0,,1138000.0,,,815000.0,162000.0,,,,8981000.0,-2595000.0,15140000.0,-149075000.0,,,2459000.0,,,,,,713399000.0,,,,,705002000.0,,,,,,,-3625000.0,,,,,,11014000.0,,0.27,,16354000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,,81575000.0,-3702000.0,,,,,,8639000.0,-18366000.0,,79826000.0,,,,4022000.0,362000.0,15528000.0,,,,,-199000.0,,-8124000.0,,,10721000.0,34919000.0,21832000.0,698685000.0,-2877000.0,259000.0,,,31059000.0,,,,,,491234000.0,,,,,,,,-671000.0,0.52,,,,,,,,16544000.0,83566000.0,238510000.0,,,1259000.0,409659000.0,11011000.0,16825000.0,,5399000.0,5830000.0,18094000.0,,,,4826000.0,785000.0,,8675000.0,142129000.0,8675000.0,43706000.0,,,,,2673000.0,2673000.0,974000.0,,,7373000.0,9438000.0,,-1003000.0,,763000.0,580480000.0,,,,2772000.0,,,,2433000.0,,,,,,,-18366000.0,,46236000.0,310000.0,,2068000.0,,,-1041000.0,803000.0,,,,10242000.0,11182000.0,18049000.0,-151681000.0,,,1993000.0,,,,,,732161000.0,,,,,729744000.0,,,,,,,3058000.0,,,,,,16413000.0,,0.53,,16388000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,,94410000.0,-3704000.0,,,,,,12254000.0,-21141000.0,,88413000.0,,,,3950000.0,222000.0,17701000.0,,,,,-341000.0,,-7501000.0,,,12918000.0,38713000.0,22080000.0,717426000.0,-3215000.0,734000.0,,,35372000.0,,,,,,505211000.0,,,,,,,,-807000.0,0.74,,,,,,,,16550000.0,86331000.0,247587000.0,,,548000.0,410801000.0,13544000.0,18114000.0,,3122000.0,5535000.0,20599000.0,,,,5633000.0,833000.0,,12290000.0,141083000.0,12290000.0,45790000.0,,,,,3579000.0,3579000.0,1036000.0,,,7681000.0,12028000.0,,-3869000.0,,-262000.0,599104000.0,,,,5830000.0,,,,2433000.0,,,,,,,-21141000.0,,55827000.0,268000.0,,1723000.0,,,-2533000.0,1313000.0,,,,13640000.0,7206000.0,16750000.0,-154520000.0,,,2646000.0,,,,,,753624000.0,,,,,752798000.0,,,,,,,-295000.0,,,,,,19535000.0,,0.75,,16394000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,,138077000.0,71570000.0,37142000.0,94363000.0,-3973000.0,,5661000.0,,55843000.0,-26230000.0,6957000.0,-22576000.0,,91433000.0,1150000.0,,3866000.0,4037000.0,327000.0,11963000.0,,422247000.0,5396000.0,6164000.0,-235000.0,19325000.0,-9575000.0,32452000.0,,7153000.0,33268000.0,22572000.0,737015000.0,-2749000.0,4628000.0,,29365000.0,30815000.0,,516610000.0,32452000.0,,1036000.0,516610000.0,,,3705000.0,152851000.0,6397000.0,11762000.0,30815000.0,222000.0,0.43,-15074000.0,,,,1.97,32308000.0,19292000.0,16179070.0,89781000.0,251220000.0,-892000.0,15780000.0,1289000.0,422247000.0,11762000.0,18797000.0,251220000.0,-210000.0,5661000.0,14471000.0,767830000.0,924000.0,,5411000.0,910000.0,,6993000.0,152851000.0,6993000.0,47270000.0,91433000.0,1289000.0,,2433000.0,3705000.0,3705000.0,1036000.0,,,7318000.0,6234000.0,,-1011000.0,1.96,-759000.0,618487000.0,,5411000.0,,5535000.0,2992000.0,618487000.0,94363000.0,2433000.0,,66507000.0,55171000.0,45864000.0,737015000.0,,-22576000.0,16400000.0,55843000.0,286000.0,89781000.0,1829000.0,,,1782000.0,1588000.0,47270000.0,3705000.0,-1293000.0,13001000.0,9701000.0,19292000.0,-157387000.0,,,2640000.0,,,33376000.0,-977000.0,,775874000.0,,22572000.0,,6758000.0,767830000.0,-157387000.0,,,,-8724000.0,,126000.0,775874000.0,,,,16483673.0,19325000.0,1084000.0,0.43,25494000.0,16179070.0,-72094000.0,2640000.0,,-72094000.0,,-736000.0,,-7024000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,,,93246000.0,-3979000.0,,,,,,6516000.0,-12324000.0,,94000000.0,,,,4190000.0,229000.0,11676000.0,,,,,-470000.0,,-4660000.0,,,7028000.0,30698000.0,22616000.0,753323000.0,-2319000.0,-518000.0,,,29650000.0,,,,,,526398000.0,,,,,,,,-68000.0,0.39,,,,,,,,16584000.0,91792000.0,256575000.0,,,587000.0,433152000.0,9982000.0,16120000.0,,-5349000.0,6788000.0,14578000.0,,,,5479000.0,458000.0,,6552000.0,158422000.0,6552000.0,47869000.0,,,,,4986000.0,4986000.0,1025000.0,,,7550000.0,6286000.0,,-1337000.0,,-266000.0,635123000.0,,,,5661000.0,,,,2433000.0,,,,,,,-12324000.0,,56836000.0,2559000.0,,1200000.0,,,1780000.0,645000.0,,,,7664000.0,5787000.0,19374000.0,-160777000.0,,,3356000.0,,,,,,795900000.0,,,,,782973000.0,,-6000.0,,,,,1127000.0,,,,,,13976000.0,,0.4,,16428000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,102532000.0,-3999000.0,,,,,,8110000.0,-23374000.0,,98146000.0,,,,4265000.0,474000.0,13778000.0,,,,,-505000.0,,-19418000.0,,,8950000.0,33393000.0,23389000.0,775288000.0,-2756000.0,-5666000.0,,,32283000.0,,,,,,541854000.0,,,,,,,,104000.0,0.49,,,,,,,,16675000.0,94391000.0,265717000.0,,,1279000.0,439322000.0,11756000.0,16781000.0,,4080000.0,4160000.0,16612000.0,,,,5375000.0,563000.0,,8146000.0,163574000.0,8146000.0,48617000.0,,,,,2990000.0,2990000.0,1047000.0,,,7662000.0,7725000.0,,-1019000.0,,-421000.0,660567000.0,,,,6788000.0,,,,2433000.0,,,,,,,-23374000.0,,66753000.0,4522000.0,,1788000.0,,,-1774000.0,1068000.0,,,,3956000.0,16790000.0,15591000.0,-163890000.0,,,3007000.0,,,,,,824457000.0,,,,,807571000.0,,,,,,,-2628000.0,,,,,,18056000.0,,0.49,,16519000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,103475000.0,-4017000.0,,,,,,11089000.0,-25522000.0,,105233000.0,,,,4403000.0,-294000.0,17253000.0,,,,,-542000.0,,-13794000.0,,,11983000.0,37769000.0,22682000.0,852642000.0,-3304000.0,343000.0,,,34711000.0,,,,,,609474000.0,,,,,,,,216000.0,0.66,,,,,,,,16757000.0,98364000.0,277879000.0,,,799000.0,505999000.0,13407000.0,17669000.0,,2122000.0,57078000.0,20100000.0,,,,5159000.0,867000.0,,11119000.0,228272000.0,11119000.0,50947000.0,,,,,3151000.0,3151000.0,1048000.0,,,8117000.0,10854000.0,,-3959000.0,,-265000.0,683883000.0,,,,4160000.0,,,,2084000.0,,,,,,,-25522000.0,,65661000.0,5368000.0,,1996000.0,,,-1651000.0,991000.0,,,,11728000.0,66712000.0,68439000.0,-166873000.0,,,3657000.0,,,,,,850756000.0,,,,,887353000.0,,,,,,,52918000.0,,,,,,20178000.0,,0.67,,16610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
