,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,annualDilutedAverageShares,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCapitalExpenditure,annualDilutedEPS,trailingGrossProfit,quarterlyCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualBasicAverageShares,quarterlyDilutedEPS,trailingInterestExpense,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,trailingChangeInInventory,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,trailingDepreciationAndAmortization,annualCapitalStock,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualCurrentDebt,annualFreeCashFlow,quarterlyRetainedEarnings,annualAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingOperatingExpense,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,trailingPretaxIncome,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualDepreciationAndAmortization,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,trailingStockBasedCompensation,trailingCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualEndCashPosition,trailingEndCashPosition,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingChangeInAccountPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,annualCommonStockIssuance,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,annualCurrentAssets,annualNetOtherInvestingChanges,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingDilutedEPS,annualChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1427760000,-5407000.0,0.0,,,,,,,,,-93133000.0,,,124801000.0,,,-9082000.0,375995000.0,,,14830000.0,,,,44000.0,,,5048000.0,,241489000.0,,,,0.19,,-206666000.0,,5292000.0,,,,62509000.0,19588000.0,,2171000.0,,,,,,,,,,,,,-100231000.0,,,-8393000.0,,,,,65688000.0,43601000.0,,,2107000.0,6229000.0,-8797000.0,-57653000.0,15599000.0,0.0,450430000.0,,,,408183000.0,,,13604000.0,,817192000.0,,-70494000.0,,-319000.0,,,,1084414000.0,,,,172335000.0,394559000.0,13354000.0,0.19,,-66450000.0,-9782000.0,,,325629000.0,32188000.0,,56117000.0,267222000.0,3989000.0,,,8433000.0,1345000.0,8419000.0,,,,,109202000.0,,,,,,,434742000.0,,,,44756000.0,,,559260000.0,0.0,,,,,23918000.0,5048000.0,0.0,,1995000.0,,,,-9607000.0,3738000.0,109202000.0,138792000.0,8419000.0,,,11735000.0,,5048000.0,-14523000.0,,,,,,,842925000.0,,,19298000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,3523000.0,0.0,,,,,,,,,85284000.0,,,248260000.0,,,-9852000.0,236868000.0,,,5048000.0,,,,43000.0,,,38944000.0,,258739000.0,,,,1.75,,-277548000.0,,49493000.0,,,,65151000.0,133362000.0,,2679000.0,,,,,,,,,,,,,-87862000.0,,,-54308000.0,,,,,38108000.0,43322000.0,,,-768000.0,2143000.0,-7403000.0,1007000.0,129132000.0,0.0,851855000.0,,,,320778000.0,,,127232000.0,,845134000.0,,-82043000.0,,-160000.0,,,,1111582000.0,,,,172815000.0,491820000.0,13837000.0,1.8,,-6396000.0,33896000.0,,,603595000.0,80480000.0,,93709000.0,266448000.0,4230000.0,,,77809000.0,1328000.0,77924000.0,,,,,119128000.0,,,,,,,532065000.0,,,,44458000.0,,,473362000.0,0.0,,,,,23642000.0,38944000.0,3430000.0,,1900000.0,,,,-11248000.0,830000.0,119128000.0,-138305000.0,77924000.0,,,11643000.0,,38944000.0,-4040000.0,,,,,,,852843000.0,,,15511000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,216000.0,0.0,,,,,,,,,60312000.0,,,184288000.0,,,-13200000.0,170582000.0,,,38944000.0,,,,43000.0,,,29504000.0,,261222000.0,,,,0.9,,-296941000.0,,23704000.0,,,,66296000.0,69984000.0,,2262000.0,,,,,,,,,,,,,-87174000.0,,,-27605000.0,,,,,-136260000.0,42826000.0,,,975000.0,2534000.0,-5099000.0,134629000.0,65512000.0,0.0,645779000.0,,,,249679000.0,,,63039000.0,,676183000.0,,87933000.0,,-123000.0,,,,942396000.0,,,,172150000.0,393067000.0,13216000.0,0.92,,129530000.0,-9440000.0,,,461491000.0,77298000.0,,70399000.0,266213000.0,4472000.0,,,39403000.0,1196000.0,39447000.0,,,,,118776000.0,,,,,,,431495000.0,,,,43939000.0,,,412587000.0,0.0,,,,,22755000.0,29504000.0,1799000.0,,2473000.0,,,,-11153000.0,348000.0,118776000.0,-66522000.0,39447000.0,,,11393000.0,,29504000.0,-5006000.0,,,,,,,681174000.0,,,15178000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-2547000.0,27000.0,,-1593000.0,167866000.0,,14955000.0,,128275000.0,14830000.0,-63311000.0,8072000.0,44254000.0,118295000.0,,459422000.0,-13729000.0,246554000.0,,0.0,29504000.0,-29095000.0,2.9,,43000.0,-1054354000.0,274287000.0,13237000.0,,255743000.0,12179000.0,,43105000.0,0.06,,-273199000.0,474275000.0,1648000.0,,-107804000.0,-10848000.0,69854000.0,10676000.0,-98012000.0,2431000.0,,128224000.0,1687495000.0,2363139000.0,,43000.0,,-4483000.0,7386000.0,9543000.0,1700000.0,116955000.0,-104709000.0,-98012000.0,680288000.0,-8913000.0,,4198000.0,,675644000.0,-75340000.0,42696000.0,459422000.0,-6794000.0,2518000.0,7363000.0,-7796000.0,68067000.0,5979000.0,12179000.0,415075000.0,,,,304845000.0,,167866000.0,4275000.0,,661744000.0,,57810000.0,29808000.0,-3881000.0,,172761000.0,936031000.0,936031000.0,-104709000.0,128275000.0,,172761000.0,328015000.0,14955000.0,0.06,,60271000.0,-16267000.0,54173000.0,208150000.0,296780000.0,56591000.0,-43117000.0,54173000.0,274287000.0,4697000.0,,-37793000.0,2579000.0,1231000.0,2486000.0,,246554000.0,4832000.0,27000.0,112316000.0,17388000.0,,328015000.0,216222000.0,,,375443000.0,255743000.0,13237000.0,,43834000.0,,80137000.0,474275000.0,0.0,304845000.0,56591000.0,,2.98,29808000.0,13237000.0,1700000.0,,1704000.0,375443000.0,9956000.0,,-11109000.0,2470000.0,112316000.0,75991000.0,2486000.0,18269000.0,,11845000.0,1231000.0,13237000.0,-14224000.0,,13237000.0,11845000.0,-99219000.0,69854000.0,-13729000.0,680288000.0,233610000.0,146050000.0,18596000.0,18596000.0,13237000.0,661744000.0,-4215000.0,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,-2304000.0,0.0,,,,,,,,,-119300000.0,,,143023000.0,,,-12816000.0,438705000.0,,,13237000.0,,,,42000.0,,,9965000.0,,206235000.0,,,,0.38,,-235652000.0,,10228000.0,,,,78210000.0,34605000.0,,2280000.0,,,,,,,,,,,,,-165123000.0,,,-65860000.0,,,,,53115000.0,42226000.0,,,2334000.0,4934000.0,-13405000.0,-39753000.0,29530000.0,0.0,515250000.0,,,,494071000.0,,,26566000.0,,907674000.0,,-63000000.0,,-100000.0,,,,1193241000.0,,,,173605000.0,444461000.0,16438000.0,0.39,,-53158000.0,-3272000.0,,,372227000.0,49370000.0,,67802000.0,285567000.0,5075000.0,,,16363000.0,1271000.0,16371000.0,,,,,113493000.0,,,,,,,492935000.0,,,,43317000.0,,,595393000.0,0.0,,,,,29267000.0,9965000.0,5996000.0,,2964000.0,,,,-10927000.0,2780000.0,113493000.0,189915000.0,16371000.0,,,11835000.0,,9965000.0,-15809000.0,,,,,,,987006000.0,,,20646000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,2564000.0,0.0,,,,,,,,,104819000.0,,,270736000.0,,,-14505000.0,265349000.0,,,9965000.0,,,,42000.0,,,30551000.0,,266090000.0,,,,1.98,,-378605000.0,,53209000.0,,,,85387000.0,147823000.0,,2570000.0,,,,,,,,,,,,,-107337000.0,,,-14618000.0,,,,,23556000.0,42030000.0,,,-64000.0,765000.0,-12374000.0,25996000.0,142420000.0,0.0,918889000.0,,,,387165000.0,,,138419000.0,,893394000.0,,-66700000.0,,-19111000.0,,,,1195663000.0,,,,186092000.0,493783000.0,17875000.0,2.03,,13622000.0,20586000.0,,,648153000.0,114993000.0,,119113000.0,302269000.0,5403000.0,,,85247000.0,1119000.0,85435000.0,,,,,128316000.0,,,,,,,542408000.0,,,,43152000.0,,,493254000.0,0.0,,,,,28239000.0,30551000.0,6823000.0,,4001000.0,,,,-13030000.0,423000.0,128316000.0,-174874000.0,85435000.0,,,14058000.0,,30551000.0,-28921000.0,,,,,,,929573000.0,,,15613000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,-791000.0,0.0,,,,,,,,,38105000.0,,,199551000.0,,,-13852000.0,199922000.0,,,30551000.0,,,,42000.0,,,30292000.0,,271985000.0,,,,1.03,,-358651000.0,,26807000.0,,,,84643000.0,79996000.0,,2523000.0,,,,,,,,,,,,,-113276000.0,,,-37423000.0,,,,,-152368000.0,42020000.0,,,1529000.0,5279000.0,-4609000.0,156927000.0,74166000.0,0.0,691429000.0,,,,327874000.0,,,71177000.0,,736225000.0,,106054000.0,,-103000.0,,,,1037521000.0,,,,185486000.0,388891000.0,17945000.0,1.06,,152318000.0,-259000.0,,,491878000.0,126654000.0,,81072000.0,301296000.0,5830000.0,,,44421000.0,1152000.0,44534000.0,,,,,125385000.0,,,,,,,437662000.0,,,,43119000.0,,,455156000.0,0.0,,,,,28359000.0,30292000.0,1298000.0,,2989000.0,,,,-13050000.0,3379000.0,125385000.0,-64520000.0,44534000.0,,,13645000.0,,30292000.0,-5503000.0,,,,,,,765536000.0,,,16370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-1030000.0,1734000.0,,8719000.0,192671000.0,,18966000.0,,148955000.0,13237000.0,-31674000.0,14481000.0,42984000.0,127777000.0,,485228000.0,-14078000.0,230728000.0,,-28962000.0,30292000.0,-34352000.0,3.47,,41000.0,-1218094000.0,298538000.0,21956000.0,,205210000.0,14859000.0,,41872000.0,0.06,,-245186000.0,486116000.0,2687000.0,,-99672000.0,-8050000.0,83290000.0,15412000.0,-109381000.0,2529000.0,,148603000.0,1829716000.0,2570803000.0,,41000.0,,-19730000.0,7301000.0,9902000.0,1105000.0,131026000.0,-183915000.0,-109381000.0,788885000.0,-60513000.0,,3749000.0,,741087000.0,-23975000.0,41218000.0,485228000.0,-16119000.0,4063000.0,774000.0,-3964000.0,22208000.0,9743000.0,14859000.0,445235000.0,,,,296220000.0,,192671000.0,5216000.0,,695557000.0,,7527000.0,34475000.0,-416000.0,,184795000.0,994095000.0,994095000.0,-183915000.0,148955000.0,,184795000.0,436937000.0,18966000.0,0.06,,18244000.0,-8336000.0,61437000.0,241378000.0,317458000.0,64387000.0,-49749000.0,61437000.0,298538000.0,5669000.0,,-55643000.0,2572000.0,1172000.0,2615000.0,,230728000.0,7862000.0,1734000.0,118034000.0,21977000.0,,436937000.0,255859000.0,,,492665000.0,205210000.0,21956000.0,,42310000.0,,92931000.0,486116000.0,-28962000.0,296220000.0,64387000.0,,3.56,34475000.0,21956000.0,1105000.0,,4527000.0,492665000.0,-17896000.0,,-12742000.0,719000.0,118034000.0,31583000.0,2615000.0,11752000.0,,13326000.0,1172000.0,21956000.0,-5410000.0,,21956000.0,13326000.0,-178414000.0,83290000.0,-14078000.0,788885000.0,277836000.0,165378000.0,15955000.0,15955000.0,21956000.0,695557000.0,-1561000.0,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,2000.0,0.0,,,,,,,,,-161668000.0,,,153621000.0,,,-12544000.0,465928000.0,,,21956000.0,,,,41000.0,,,13409000.0,,222654000.0,,,,0.52,,-227590000.0,,5119000.0,,,,97140000.0,36920000.0,,3003000.0,,,,,,,,,,,,,-177157000.0,,,-2725000.0,,,,,42466000.0,41192000.0,,,1847000.0,6149000.0,-19121000.0,-32424000.0,30998000.0,0.0,546441000.0,,,,524685000.0,,,27351000.0,,967052000.0,,-65428000.0,,0.0,,,,1280869000.0,,,,185062000.0,480442000.0,21430000.0,0.54,,-51545000.0,-8547000.0,,,392820000.0,48982000.0,,61264000.0,313817000.0,5922000.0,,,22270000.0,1174000.0,22281000.0,,,,,122623000.0,,,,,,,533530000.0,,,,42877000.0,,,647884000.0,0.0,,,,,29234000.0,13409000.0,9775000.0,,3647000.0,,,,-12799000.0,-199000.0,122623000.0,234581000.0,22281000.0,,,13172000.0,,13409000.0,-19119000.0,,,,,,,1058215000.0,,,17269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,1000.0,0.0,,,,,,,,,108122000.0,,,289664000.0,,,-9874000.0,273309000.0,,,13409000.0,,,,41000.0,,,26666000.0,,303259000.0,,,,2.21,,-443075000.0,,55654000.0,,,,106787000.0,160624000.0,,3296000.0,,,,,,,,,,,,,-103511000.0,,,-5947000.0,,,,,40651000.0,41349000.0,,,275000.0,1353000.0,-15374000.0,-8921000.0,154186000.0,0.0,988163000.0,,,,386435000.0,,,150234000.0,,955270000.0,,-113511000.0,,-3296000.0,,,,1279136000.0,,,,186124000.0,538579000.0,22418000.0,2.3,,-24295000.0,13257000.0,,,698499000.0,98225000.0,,112802000.0,323866000.0,6438000.0,,,94620000.0,1158000.0,94903000.0,,,,,135478000.0,,,,,,,589442000.0,,,,42985000.0,,,542805000.0,-7904000.0,,,,,28445000.0,26666000.0,14901000.0,,3952000.0,,,,-15309000.0,-2573000.0,135478000.0,-195908000.0,94903000.0,,,13430000.0,,26666000.0,-18669000.0,,,,,,,975877000.0,,,16367000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,1000.0,0.0,,,,,,,,,62603000.0,,,216606000.0,,,-7749000.0,209062000.0,,,26666000.0,,,,40000.0,,,36398000.0,,210544000.0,,,,1.16,,-302241000.0,,29179000.0,,,,103880000.0,88647000.0,,3197000.0,,,,,,,,,,,,,-202693000.0,,,-132908000.0,,,,,-135863000.0,40659000.0,,,-1048000.0,1145000.0,-3214000.0,153365000.0,81928000.0,0.0,743401000.0,,,,305558000.0,,,77919000.0,,798313000.0,,95757000.0,,-3583000.0,,,,1121924000.0,,,,189024000.0,555964000.0,22614000.0,1.2,,150151000.0,9732000.0,,,526795000.0,87887000.0,,90142000.0,323611000.0,6719000.0,,,48783000.0,1168000.0,48783000.0,,,,,134678000.0,,,,,,,605822000.0,,,,42207000.0,,,484287000.0,-8018000.0,,,,,27244000.0,36398000.0,8609000.0,,4009000.0,,,,-15057000.0,-909000.0,134678000.0,-66001000.0,48783000.0,,,13206000.0,,36398000.0,-6796000.0,,,,,,,911380000.0,,,16333000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,0.0,4869000.0,,7984000.0,223800000.0,,22950000.0,,191633000.0,21956000.0,-44840000.0,15189000.0,42449000.0,145398000.0,,520918000.0,-7328000.0,245249000.0,,,36398000.0,-39390000.0,4.51,,40000.0,-1174680000.0,318814000.0,29940000.0,,223146000.0,15718000.0,,40838000.0,0.62,,-201774000.0,536474000.0,-11969000.0,,-114449000.0,-35783000.0,100939000.0,23905000.0,-122861000.0,2986000.0,,191339000.0,1982899000.0,2788188000.0,,40000.0,,-12834000.0,-4001000.0,12482000.0,10835000.0,135921000.0,-196316000.0,-122861000.0,877916000.0,-4426000.0,,-4636000.0,,805289000.0,-61703000.0,40164000.0,520918000.0,-49949000.0,-5050000.0,2819000.0,-1681000.0,63291000.0,17259000.0,15718000.0,510183000.0,,,,321566000.0,,223800000.0,13678000.0,,782248000.0,,33233000.0,24585000.0,-5955000.0,,189435000.0,1101062000.0,1101062000.0,-196316000.0,191633000.0,,189435000.0,508815000.0,22950000.0,0.64,,61610000.0,-6458000.0,76597000.0,269182000.0,364785000.0,65482000.0,-58029000.0,76597000.0,318814000.0,6646000.0,,-52220000.0,25665000.0,1127000.0,25665000.0,,245249000.0,-3976000.0,4869000.0,128139000.0,25725000.0,,508815000.0,284371000.0,,,556350000.0,223146000.0,29940000.0,,41715000.0,,77982000.0,536474000.0,-7162000.0,321566000.0,65482000.0,,4.69,24585000.0,29940000.0,10835000.0,,3581000.0,556350000.0,5077000.0,,-14864000.0,-320000.0,128139000.0,32405000.0,25665000.0,11466000.0,,13223000.0,1127000.0,29940000.0,-7636000.0,,29940000.0,13223000.0,-146006000.0,100939000.0,-7328000.0,877916000.0,310096000.0,175311000.0,14090000.0,14090000.0,29940000.0,782248000.0,4000.0,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,,,,,,-168518000.0,,,166073000.0,,,-5554000.0,467795000.0,,,29940000.0,,,,41000.0,,,8803000.0,,249785000.0,,,,0.75,,-190860000.0,,-1279000.0,,,,109310000.0,40310000.0,,3321000.0,,,,,,,,,,,,,-182580000.0,,,-2592000.0,,,,,38205000.0,40370000.0,,,681000.0,7808000.0,-14639000.0,-44149000.0,33541000.0,,585900000.0,,,,534085000.0,,,30014000.0,,1050906000.0,,-86213000.0,,-578000.0,,,,1379666000.0,,,,189759000.0,547324000.0,23525000.0,0.78,,-58788000.0,-21137000.0,,,419827000.0,45504000.0,,75889000.0,328760000.0,6769000.0,,,31339000.0,1150000.0,31339000.0,,,,,132532000.0,,,,,,,595796000.0,,,,41862000.0,,,703793000.0,,,,,,24947000.0,8803000.0,20786000.0,,3527000.0,,,,-15011000.0,-273000.0,132532000.0,222285000.0,31339000.0,,,12926000.0,,8803000.0,-15217000.0,,,,,,,1129881000.0,,,15615000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,,92232000.0,,,308655000.0,,,-8855000.0,300232000.0,,,8803000.0,,,,40000.0,,,42167000.0,,313801000.0,,,,2.8,,-418044000.0,,39062000.0,,,,113048000.0,169099000.0,,3160000.0,,,,,,,,,,,,,-119998000.0,,,-36284000.0,,,,,35924000.0,40453000.0,,,1180000.0,1575000.0,-9981000.0,7340000.0,162042000.0,,1057804000.0,,,,404965000.0,,,156051000.0,,1070334000.0,,-121046000.0,,0.0,,,,1404281000.0,,,,189066000.0,635658000.0,25128000.0,2.89,,-2641000.0,33364000.0,,,749149000.0,83271000.0,,135104000.0,333947000.0,7057000.0,,,117049000.0,1130000.0,117049000.0,,,,,146613000.0,,,,,,,685515000.0,,,,41814000.0,,,606583000.0,,,,,,24729000.0,42167000.0,21462000.0,,5991000.0,,,,-18183000.0,0.0,146613000.0,-166321000.0,117049000.0,,,12608000.0,,42167000.0,-9981000.0,,,,,,,1090480000.0,,,18095000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,,,,,,-3856000.0,,,235003000.0,,,-7635000.0,204706000.0,,,42167000.0,,,,40000.0,,,35693000.0,,372738000.0,,,,1.66,,-361102000.0,,18206000.0,,,,109942000.0,99418000.0,,3312000.0,,,,,,,,,,,,,-68943000.0,,,-30000.0,,,,,-91468000.0,40422000.0,,,1723000.0,3349000.0,-3356000.0,88069000.0,92337000.0,,811311000.0,,,,289688000.0,,,87406000.0,,952906000.0,,6753000.0,,0.0,,,,1283758000.0,,,,189029000.0,571360000.0,25170000.0,1.71,,84713000.0,-6474000.0,,,576308000.0,75639000.0,,90775000.0,330852000.0,7081000.0,,,69261000.0,1163000.0,69261000.0,,,,,142666000.0,,,,,,,621332000.0,,,,41797000.0,,,609983000.0,,,,,,24802000.0,35693000.0,9343000.0,,4931000.0,,,,-18177000.0,0.0,142666000.0,-96107000.0,69261000.0,,,12305000.0,,35693000.0,-3356000.0,,,,,,,911020000.0,,,18413000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,3392000.0,,-13582000.0,248606000.0,,24679000.0,,234461000.0,29940000.0,-62028000.0,20896000.0,41693000.0,160442000.0,,556284000.0,-10997000.0,237835000.0,,,35693000.0,-31580000.0,5.62,,40000.0,-1207196000.0,325627000.0,16358000.0,,223590000.0,12534000.0,,40311000.0,0.41,,-237190000.0,672579000.0,2786000.0,,-97571000.0,-142170000.0,106964000.0,32978000.0,-141642000.0,3081000.0,,234461000.0,2127924000.0,2998097000.0,,40000.0,,-2578000.0,-767000.0,12874000.0,9168000.0,87076000.0,-218646000.0,-141642000.0,1017281000.0,-148563000.0,,4661000.0,,870173000.0,-80232000.0,40002000.0,556284000.0,-165840000.0,5344000.0,837000.0,-3604000.0,67396000.0,25970000.0,12534000.0,543082000.0,,,,305610000.0,,248606000.0,19522000.0,,915244000.0,,34666000.0,29399000.0,-2000000.0,,188472000.0,1240871000.0,1240871000.0,-218646000.0,234461000.0,,188472000.0,657593000.0,24679000.0,0.42,,63792000.0,-19335000.0,69493000.0,292993000.0,382640000.0,58607000.0,-69430000.0,69493000.0,325627000.0,7008000.0,,-34158000.0,16811000.0,1213000.0,16811000.0,,237835000.0,8928000.0,3392000.0,134472000.0,27915000.0,,657593000.0,313889000.0,,,711671000.0,223590000.0,16358000.0,,41274000.0,,58774000.0,672579000.0,,305610000.0,58607000.0,,5.82,29399000.0,16358000.0,9168000.0,,6448000.0,711671000.0,-6567000.0,,-18059000.0,-494000.0,134472000.0,33576000.0,16811000.0,13569000.0,,12004000.0,1213000.0,16358000.0,-5604000.0,,16358000.0,12004000.0,-187469000.0,106964000.0,-10997000.0,1017281000.0,341804000.0,118656000.0,16974000.0,16974000.0,16358000.0,915244000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,,,,,,,-128206000.0,,,174631000.0,,,-11052000.0,472487000.0,,,16358000.0,,,,40000.0,,,28581000.0,,224877000.0,,,,0.8,,-267897000.0,,-802000.0,,,,284983000.0,45410000.0,,3259000.0,,,,,,,,,,,,,-227633000.0,,,-23097000.0,,,,,-2050000.0,39479000.0,,,512000.0,7071000.0,-6739000.0,28804000.0,38386000.0,55744000.0,597456000.0,,,,597623000.0,,284983000.0,31770000.0,,1173566000.0,,-14563000.0,,-9370000.0,,,,1678350000.0,,,,188478000.0,677243000.0,26469000.0,0.83,,22065000.0,12223000.0,,,422825000.0,47658000.0,,72352000.0,504784000.0,7024000.0,,,32637000.0,1200000.0,32637000.0,,,,,136245000.0,,,,,,,855850000.0,,,,40696000.0,,,815742000.0,,,,,,29368000.0,28581000.0,21734000.0,,6616000.0,,,,-17819000.0,-311000.0,136245000.0,230030000.0,32637000.0,,,11744000.0,,28581000.0,-16109000.0,,,,,,,1453473000.0,,,18379000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,,,,,,122826000.0,,,330314000.0,,,-11084000.0,342335000.0,,,28581000.0,,,,40000.0,,,60694000.0,,343169000.0,,,,3.22,,-451364000.0,,34778000.0,,,,287214000.0,179770000.0,,3335000.0,,,,,,,,,,,,,-118177000.0,,,0.0,,,,,-23148000.0,39827000.0,,,2046000.0,5532000.0,-12454000.0,68637000.0,172523000.0,55692000.0,1121328000.0,,,,503627000.0,,287214000.0,166099000.0,,1183189000.0,,-75312000.0,,25000.0,,,,1690582000.0,,,,188665000.0,668363000.0,27191000.0,3.3,,56183000.0,32113000.0,,,791014000.0,81626000.0,,127260000.0,507393000.0,7247000.0,,,131390000.0,1213000.0,131390000.0,,,,,157791000.0,,,,,,,843786000.0,,,,40848000.0,,,694447000.0,,,,,,28852000.0,60694000.0,23974000.0,,6424000.0,,,,-21934000.0,0.0,157791000.0,-132798000.0,131390000.0,,,11502000.0,,60694000.0,-12429000.0,,,,,,,1347413000.0,,,18799000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
