,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualGoodwill,annualCommonStockIssuance,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetIncome,annualRetainedEarnings,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentAssets,annualCostOfRevenue,trailingOperatingIncome,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualInvestingCashFlow,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualOtherIntangibleAssets,annualNetPPE,annualCurrentLiabilities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualBasicAverageShares,annualEbitda,annualOperatingCashFlow,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyDilutedAverageShares,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingDeferredIncomeTax,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualChangeInInventory,annualDilutedEPS,annualDilutedAverageShares,annualCapitalExpenditure,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCurrentAssets,annualAccumulatedDepreciation,trailingNetIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,annualInventory,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualStockBasedCompensation,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1049068800,43000000.0,-47000000.0,,,1415000000.0,3090000000.0,403000000.0,,,1231000000.0,,,7262000000.0,,4853000000.0,,,,,1874000000.0,,,,,,,651000000.0,,329000000.0,,72000000.0,,,,,,,,,288400000.0,98000000.0,,,,,205000000.0,,,24000000.0,,0.0,,,,42000000.0,510000000.0,59000000.0,72000000.0,-3000000.0,777000000.0,,72000000.0,366000000.0,565000000.0,4882000000.0,,,,,,-31000000.0,,0.25,,,,,,,,,,,2380000000.0,,,-10000000.0,,,2440000000.0,,384000000.0,,288400000.0,,102000000.0,59000000.0,,,,,314000000.0,,,,0.0,736000000.0,0.2525,473000000.0,,,75000000.0,,,,,,-43000000.0,,,,-54000000.0,,1925000000.0,-204000000.0,,,126000000.0,,,,,,-1879000000.0,,,,,,30000000.0,,,-16000000.0,-4000000.0,,,,,3926000000.0,1792000000.0,,2409000000.0,,,1644000000.0,27000000.0,,,,,99000000.0,224000000.0,2047000000.0,,55000000.0,,,,,711000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,342000000.0,192000000.0,,,1498000000.0,3167000000.0,426000000.0,,,1269000000.0,,,7656000000.0,,4910000000.0,,,,,1913000000.0,,,,,,,647000000.0,,339000000.0,,93000000.0,,,,,,,,,290000000.0,103000000.0,,,,,53000000.0,,,24000000.0,,0.0,,,,-375000000.0,529000000.0,87000000.0,93000000.0,12000000.0,753000000.0,,93000000.0,377000000.0,607000000.0,4850000000.0,,,,,,-31000000.0,,0.3175,,,,,,,,,,,2806000000.0,,,-3000000.0,,,2462000000.0,,395000000.0,,294000000.0,,429000000.0,87000000.0,,,,,-298000000.0,,,,0.0,1100000000.0,0.3225,473000000.0,,,59000000.0,,,,,,-67000000.0,,,,144000000.0,,2027000000.0,34000000.0,,,134000000.0,,,,,,-1879000000.0,,,,,,29000000.0,,,28000000.0,259000000.0,,,,,3950000000.0,1683000000.0,,2746000000.0,,,1706000000.0,29000000.0,,,,,122000000.0,237000000.0,2071000000.0,,56000000.0,,,,,731000000.0,321000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,522000000.0,195000000.0,,,1479000000.0,3168000000.0,486000000.0,,,1314000000.0,,,7903000000.0,,4954000000.0,,,,,1901000000.0,,,,,,,639000000.0,,327000000.0,,107000000.0,,,,,,,,,303600000.0,97000000.0,,,,,41000000.0,,,20000000.0,,0.0,,,,-269000000.0,547000000.0,72000000.0,107000000.0,-1000000.0,735000000.0,,107000000.0,389000000.0,628000000.0,4960000000.0,,,,,,-36000000.0,,0.3475,,,,,,,,,,,2943000000.0,,,6000000.0,,,2506000000.0,,384000000.0,,308800000.0,,594000000.0,72000000.0,,,,,,,,,0.0,2943000000.0,0.3525,504000000.0,,,87000000.0,,,,,,-67000000.0,,,,-8000000.0,,2026000000.0,80000000.0,,,163000000.0,,,,,,-1879000000.0,,,,,,-22000000.0,,,-15000000.0,262000000.0,,,,,3938000000.0,1792000000.0,,2949000000.0,,,,35000000.0,,,,,142000000.0,260000000.0,2059000000.0,,57000000.0,,,,,761000000.0,53000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,804000000.0,261000000.0,,-15000000.0,1505000000.0,2980000000.0,502000000.0,2095000000.0,5106000000.0,1190000000.0,2095000000.0,409000000.0,8223000000.0,601000000.0,5130000000.0,,386000000.0,1816000000.0,,1651000000.0,-436000000.0,-631000000.0,125000000.0,5897000000.0,,1651000000.0,636000000.0,-134000000.0,356000000.0,,114000000.0,508000000.0,-969000000.0,61000000.0,302000000.0,122000000.0,8223000000.0,,,,96000000.0,590000000.0,,526000000.0,34000000.0,302000000.0,61000000.0,3117000000.0,19000000.0,-274000000.0,0.0,394000000.0,,,-367000000.0,578000000.0,61000000.0,114000000.0,-3000000.0,721000000.0,502000000.0,114000000.0,0.0,693000000.0,5106000000.0,1190000000.0,,3093000000.0,2980000000.0,,-36000000.0,804000000.0,,541000000.0,2076000000.0,2126000000.0,,0.0,295800000.0,984000000.0,874000000.0,,636000000.0,3117000000.0,796000000.0,386000000.0,-8000000.0,865000000.0,1.305,541000000.0,-14000000.0,411000000.0,,,,865000000.0,61000000.0,,,75000000.0,,,81000000.0,,1351000000.0,125000000.0,-631000000.0,,526000000.0,,5000000.0,72000000.0,4223000000.0,5130000000.0,,,76000000.0,-96000000.0,,386000000.0,,-1000000.0,,2083000000.0,132000000.0,0.0,693000000.0,167000000.0,79000000.0,1.28,301000000.0,-273000000.0,,-2147000000.0,,1574000000.0,76000000.0,8061000000.0,,-3000000.0,,,-11000000.0,357000000.0,,-54000000.0,,87000000.0,4223000000.0,2126000000.0,,3093000000.0,-2147000000.0,,1816000000.0,31000000.0,,2164000000.0,,,145000000.0,263000000.0,2076000000.0,721000000.0,55000000.0,,,42000000.0,223000000.0,796000000.0,29000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,514000000.0,-22000000.0,,,1621000000.0,2938000000.0,471000000.0,,,1399000000.0,,,8193000000.0,,5134000000.0,,,,,1662000000.0,,,,,,,1276000000.0,,361000000.0,,134000000.0,,,,,,,,,306200000.0,100000000.0,,,,,300000000.0,,,19000000.0,,0.0,,,,216000000.0,617000000.0,65000000.0,134000000.0,-4000000.0,751000000.0,,134000000.0,0.0,,5150000000.0,,,,,,-41000000.0,,0.425,,,,,,,,,,,3043000000.0,,,-10000000.0,,,2627000000.0,,421000000.0,,314200000.0,,579000000.0,65000000.0,,,,,291000000.0,,,,0.0,3043000000.0,0.435,630000000.0,,,61000000.0,,,,,,-49000000.0,,,,-239000000.0,,2238000000.0,-171000000.0,,,196000000.0,,,,,,-2147000000.0,,,,,,,,,4000000.0,27000000.0,,,,,4177000000.0,2212000000.0,,3059000000.0,,,,39000000.0,,,-250000000.0,,173000000.0,296000000.0,2030000000.0,,60000000.0,,,,,811000000.0,55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,203000000.0,249000000.0,,,1726000000.0,2915000000.0,493000000.0,,,1579000000.0,,,8555000000.0,,5482000000.0,,,,,1614000000.0,,,,,,,1301000000.0,,389000000.0,,161000000.0,,,,,,,,,304200000.0,98000000.0,,,,,293000000.0,,,19000000.0,,0.0,,,,-286000000.0,677000000.0,86000000.0,161000000.0,-2000000.0,877000000.0,,161000000.0,0.0,,5371000000.0,,,,,,-41000000.0,,0.515,,,,,,,,,,,3184000000.0,,,17000000.0,,,3035000000.0,,453000000.0,,312400000.0,,289000000.0,86000000.0,,,,,312000000.0,,,,0.0,3184000000.0,0.53,821000000.0,,,65000000.0,,,,,,-81000000.0,,,,-23000000.0,,2403000000.0,-50000000.0,,,224000000.0,,,,,,-2147000000.0,,,,,,,,,21000000.0,330000000.0,,,,,4206000000.0,2456000000.0,,3073000000.0,,,,42000000.0,,,0.0,,203000000.0,322000000.0,2059000000.0,,64000000.0,,,,,849000000.0,29000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,267000000.0,151000000.0,,,1836000000.0,2989000000.0,552000000.0,,,1649000000.0,,,8883000000.0,,5658000000.0,,,,,1647000000.0,,,,,,,1342000000.0,,406000000.0,,170000000.0,,,,,,,,,305600000.0,100000000.0,,,,,294000000.0,,,20000000.0,,0.0,,,,-201000000.0,707000000.0,83000000.0,170000000.0,2000000.0,930000000.0,,170000000.0,0.0,,5513000000.0,,,,,,-40000000.0,,0.545,,,,,,,,,,,3370000000.0,,,6000000.0,,,3064000000.0,,478000000.0,,313800000.0,,350000000.0,83000000.0,,,,,-61000000.0,,,,0.0,3370000000.0,0.56,761000000.0,,,86000000.0,,,,,,-69000000.0,,,,-22000000.0,,2543000000.0,59000000.0,,,229000000.0,,,,,,-2147000000.0,,,,,,-109000000.0,,,-3000000.0,220000000.0,,,,,4204000000.0,2524000000.0,,3225000000.0,,,,41000000.0,,,0.0,,211000000.0,329000000.0,2057000000.0,,72000000.0,,,,,917000000.0,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,211000000.0,130000000.0,,18000000.0,1899000000.0,3207000000.0,553000000.0,,5469000000.0,1612000000.0,,138000000.0,9075000000.0,508000000.0,5893000000.0,,648000000.0,2112000000.0,,1734000000.0,,-576000000.0,92000000.0,7082000000.0,,1734000000.0,1473000000.0,-163000000.0,431000000.0,,183000000.0,781000000.0,-333000000.0,85000000.0,39000000.0,133000000.0,9075000000.0,,,,102000000.0,887000000.0,,776000000.0,-5000000.0,39000000.0,85000000.0,3606000000.0,20000000.0,,0.0,400000000.0,606000000.0,,-62000000.0,734000000.0,85000000.0,183000000.0,-24000000.0,966000000.0,553000000.0,183000000.0,0.0,,5469000000.0,1612000000.0,,3182000000.0,3207000000.0,,-41000000.0,211000000.0,,3077000000.0,2147000000.0,2262000000.0,-250000000.0,0.0,306200000.0,1287000000.0,838000000.0,,1473000000.0,3606000000.0,894000000.0,648000000.0,5000000.0,296000000.0,2.12,3077000000.0,24000000.0,496000000.0,,,,296000000.0,85000000.0,,,61000000.0,,64000000.0,-481000000.0,,1587000000.0,92000000.0,-576000000.0,,776000000.0,,-28000000.0,83000000.0,4485000000.0,5893000000.0,,,77000000.0,-131000000.0,,648000000.0,,-197000000.0,,2633000000.0,-15000000.0,0.0,,238000000.0,-102000000.0,2.065,314200000.0,-330000000.0,,-2338000000.0,,1848000000.0,77000000.0,9817000000.0,,19000000.0,,,2000000.0,261000000.0,,-133000000.0,,78000000.0,4485000000.0,2262000000.0,,3182000000.0,-2338000000.0,,2112000000.0,11000000.0,,2735000000.0,0.0,,194000000.0,340000000.0,2147000000.0,966000000.0,65000000.0,,,-177000000.0,261000000.0,894000000.0,41000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,253000000.0,27000000.0,,,1913000000.0,3221000000.0,455000000.0,,,1709000000.0,,,9274000000.0,,5871000000.0,,,,,1734000000.0,,,,,,,1487000000.0,,419000000.0,,187000000.0,,,,,,,,,306200000.0,100000000.0,,,,,366000000.0,,,22000000.0,-41000000.0,0.0,,,,-178000000.0,741000000.0,90000000.0,187000000.0,5000000.0,1018000000.0,,187000000.0,0.0,,5746000000.0,,,,,,-47000000.0,,0.595,,,,,,,,,,,3528000000.0,,,-2000000.0,,,3068000000.0,,488000000.0,,314400000.0,,343000000.0,90000000.0,,,,,,,,,0.0,3528000000.0,0.61,751000000.0,,,85000000.0,,,,,,-66000000.0,,,,90000000.0,,2654000000.0,-227000000.0,,,253000000.0,,,,,,-2338000000.0,,,,,,33000000.0,,,5000000.0,93000000.0,,,,,4443000000.0,2525000000.0,,3403000000.0,,,,49000000.0,,,-250000000.0,,236000000.0,353000000.0,2105000000.0,,69000000.0,,,,,953000000.0,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,315000000.0,244000000.0,,,2039000000.0,3441000000.0,512000000.0,,,1759000000.0,,,9507000000.0,,5944000000.0,,,,,1941000000.0,,,,,,,1500000000.0,,446000000.0,,209000000.0,,,,,,,,,299600000.0,99000000.0,,,,,272000000.0,,,22000000.0,-65000000.0,0.0,,,,-147000000.0,795000000.0,130000000.0,209000000.0,9000000.0,1031000000.0,,209000000.0,0.0,,6018000000.0,,,,,,-46000000.0,,0.685,,,,,,,,,,,3489000000.0,,,7000000.0,,,3185000000.0,,515000000.0,,306800000.0,,445000000.0,130000000.0,,,,,,,,,0.0,981000000.0,0.7,768000000.0,,,90000000.0,,,,,,-78000000.0,,,,-135000000.0,,2834000000.0,-3000000.0,,,280000000.0,,,,,,-2338000000.0,,,,,,17000000.0,,,40000000.0,322000000.0,,,,,4413000000.0,2577000000.0,,3563000000.0,,,2508000000.0,58000000.0,,,-200000000.0,,267000000.0,379000000.0,2075000000.0,,69000000.0,,,,,1025000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,247000000.0,208000000.0,,,2001000000.0,3231000000.0,615000000.0,,,1861000000.0,,,9749000000.0,,6123000000.0,,,,,1725000000.0,,,,,,,1506000000.0,,439000000.0,,199000000.0,,,,,,,,,298200000.0,101000000.0,,,,,417000000.0,,,24000000.0,86000000.0,0.0,,,,-238000000.0,788000000.0,92000000.0,199000000.0,-1000000.0,1065000000.0,,199000000.0,0.0,,6054000000.0,,,,,,-45000000.0,,0.65,,,,,,,,,,,3695000000.0,,,3000000.0,,,3358000000.0,,514000000.0,,304800000.0,,339000000.0,92000000.0,,,,,,,,,0.0,1126000000.0,0.665,799000000.0,,,130000000.0,,,,,,-88000000.0,,,,-96000000.0,,2789000000.0,48000000.0,,,274000000.0,,,,,,-2338000000.0,,,,,,-52000000.0,,,-38000000.0,296000000.0,,,,,4438000000.0,2823000000.0,,3626000000.0,,,2569000000.0,50000000.0,,,0.0,,249000000.0,375000000.0,2100000000.0,,75000000.0,,,,,992000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,226000000.0,293000000.0,,10000000.0,2059000000.0,3472000000.0,582000000.0,,6440000000.0,1785000000.0,,68000000.0,10218000000.0,772000000.0,6640000000.0,,805000000.0,2376000000.0,,1830000000.0,-4000000.0,-685000000.0,115000000.0,8012000000.0,,1830000000.0,1642000000.0,-184000000.0,453000000.0,,210000000.0,996000000.0,-1268000000.0,110000000.0,634000000.0,191000000.0,10218000000.0,,,,109000000.0,1059000000.0,,810000000.0,-61000000.0,634000000.0,110000000.0,3778000000.0,22000000.0,16000000.0,2000000.0,409000000.0,,,-705000000.0,779000000.0,110000000.0,210000000.0,14000000.0,1099000000.0,582000000.0,210000000.0,0.0,,6440000000.0,1785000000.0,,3578000000.0,3472000000.0,,-46000000.0,226000000.0,,3765000000.0,2175000000.0,2968000000.0,-450000000.0,0.0,300400000.0,1468000000.0,1135000000.0,,1642000000.0,3778000000.0,942000000.0,805000000.0,2000000.0,336000000.0,2.68,3765000000.0,25000000.0,527000000.0,,,,336000000.0,110000000.0,,,85000000.0,,,158000000.0,,1757000000.0,115000000.0,-685000000.0,,810000000.0,,27000000.0,92000000.0,4655000000.0,6640000000.0,,,74000000.0,-131000000.0,,805000000.0,,299000000.0,,2838000000.0,36000000.0,2000000.0,,252000000.0,-28000000.0,2.615,308000000.0,-363000000.0,,-2480000000.0,,2044000000.0,74000000.0,11115000000.0,,-59000000.0,,,18000000.0,424000000.0,,-20000000.0,,90000000.0,4655000000.0,2968000000.0,,3578000000.0,-2480000000.0,,2376000000.0,34000000.0,,3103000000.0,0.0,,244000000.0,361000000.0,2175000000.0,1099000000.0,74000000.0,,,-146000000.0,287000000.0,942000000.0,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,334000000.0,65000000.0,,,2167000000.0,3133000000.0,523000000.0,3124000000.0,,1971000000.0,,,10691000000.0,,6726000000.0,,,,,1561000000.0,,,,,,,1572000000.0,,480000000.0,,208000000.0,,,,,,,,,300800000.0,106000000.0,,,,,1074000000.0,,,28000000.0,-108000000.0,15000000.0,,,,-339000000.0,846000000.0,108000000.0,208000000.0,-4000000.0,1157000000.0,,208000000.0,0.0,,6644000000.0,,,,,,-52000000.0,,0.68,,,,,,,,,,,4047000000.0,,,-26000000.0,,,772000000.0,,561000000.0,,306200000.0,,442000000.0,108000000.0,,,,,,,,,0.0,4047000000.0,0.69,878000000.0,,,110000000.0,,,,,,-62000000.0,,,,210000000.0,,3013000000.0,-187000000.0,,,285000000.0,,,,,,-2480000000.0,,,,,,,,,-2000000.0,127000000.0,,,,,4684000000.0,3511000000.0,,3965000000.0,,,,45000000.0,,,,,253000000.0,391000000.0,2204000000.0,,81000000.0,,,,,1036000000.0,59000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,354000000.0,364000000.0,,,2307000000.0,3157000000.0,549000000.0,3152000000.0,,2035000000.0,,,10885000000.0,,6766000000.0,,,,,1514000000.0,,,,,,,1643000000.0,,499000000.0,,253000000.0,,,,,,,,,303400000.0,108000000.0,,,,,908000000.0,,,28000000.0,-13000000.0,6000000.0,,,,-107000000.0,879000000.0,125000000.0,253000000.0,8000000.0,1186000000.0,,253000000.0,0.0,,6636000000.0,,,,,,-52000000.0,,0.82,,,,,,,,,,,4249000000.0,,,-16000000.0,,,764000000.0,,581000000.0,,308600000.0,,479000000.0,125000000.0,,,,,,,,,0.0,4249000000.0,0.835,1012000000.0,,,108000000.0,,,,,,-77000000.0,,,,-317000000.0,,3186000000.0,-20000000.0,,,298000000.0,,,,,,-2480000000.0,,,,,,,,,17000000.0,441000000.0,,,,,4700000000.0,3479000000.0,,4119000000.0,,,,25000000.0,,,,,278000000.0,406000000.0,2220000000.0,,82000000.0,,,,,1010000000.0,23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,572000000.0,364000000.0,,,2313000000.0,3461000000.0,549000000.0,3156000000.0,,2025000000.0,,,11254000000.0,,6853000000.0,,,,,1770000000.0,,,,,,,1691000000.0,,468000000.0,,213000000.0,,,,,,,,,301000000.0,108000000.0,,,,,704000000.0,,,25000000.0,-212000000.0,1000000.0,,,,-344000000.0,802000000.0,129000000.0,248000000.0,2000000.0,1239000000.0,,248000000.0,0.0,,6866000000.0,,,,,,-58000000.0,,0.81,,,,,,,,,,,4388000000.0,,,-9000000.0,,,833000000.0,,554000000.0,,306000000.0,,701000000.0,129000000.0,,,,,,,,,0.0,4388000000.0,0.825,1022000000.0,,,125000000.0,,,,,,-84000000.0,,,,-100000000.0,,3115000000.0,217000000.0,,,248000000.0,,,,,,-2480000000.0,,,,,,,,,4000000.0,448000000.0,,,,,4682000000.0,3405000000.0,,4401000000.0,,,,12000000.0,,,-69000000.0,,225000000.0,356000000.0,2202000000.0,,86000000.0,,,,,1130000000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,671000000.0,278000000.0,,-42000000.0,2300000000.0,3904000000.0,454000000.0,3034000000.0,7311000000.0,1928000000.0,3034000000.0,108000000.0,11417000000.0,1071000000.0,7009000000.0,,950000000.0,2796000000.0,,1774000000.0,-418000000.0,-877000000.0,135000000.0,9050000000.0,,1774000000.0,2130000000.0,-220000000.0,501000000.0,,241000000.0,989000000.0,-1011000000.0,114000000.0,812000000.0,77000000.0,11417000000.0,,,,112000000.0,1053000000.0,,1050000000.0,231000000.0,812000000.0,114000000.0,4106000000.0,23000000.0,-85000000.0,6000000.0,434000000.0,,,-221000000.0,802000000.0,114000000.0,241000000.0,34000000.0,1293000000.0,454000000.0,241000000.0,0.0,,7311000000.0,1928000000.0,,4408000000.0,3904000000.0,,-58000000.0,671000000.0,,969000000.0,2271000000.0,3407000000.0,-386000000.0,0.0,300400000.0,1487000000.0,1431000000.0,,2130000000.0,4106000000.0,1091000000.0,950000000.0,9000000.0,785000000.0,3.16,969000000.0,4000000.0,574000000.0,,,,785000000.0,114000000.0,,,110000000.0,,,-416000000.0,,1946000000.0,135000000.0,-877000000.0,,1050000000.0,,40000000.0,129000000.0,4946000000.0,7009000000.0,,,73000000.0,-137000000.0,,912000000.0,,-209000000.0,,3102000000.0,-158000000.0,28000000.0,,228000000.0,-129000000.0,3.11,305800000.0,-360000000.0,,-2675000000.0,,2267000000.0,73000000.0,12370000000.0,,,,,-15000000.0,415000000.0,,37000000.0,,104000000.0,4946000000.0,3407000000.0,,4408000000.0,-2675000000.0,,2796000000.0,-2000000.0,,3320000000.0,-254000000.0,,239000000.0,340000000.0,2271000000.0,1293000000.0,73000000.0,,,-148000000.0,321000000.0,1091000000.0,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,313000000.0,-181000000.0,,,2256000000.0,4827000000.0,256000000.0,3425000000.0,,2139000000.0,,,12240000000.0,,7835000000.0,,,,,2553000000.0,,,,,,,2274000000.0,,508000000.0,,234000000.0,,,,,,,,,295200000.0,109000000.0,,,,,737000000.0,,,30000000.0,,25000000.0,,,,-446000000.0,897000000.0,106000000.0,234000000.0,-7000000.0,1389000000.0,,234000000.0,0.0,,7962000000.0,,,,,,-63000000.0,,0.78,,,,,,,,,,,4278000000.0,,,-29000000.0,,,1385000000.0,,591000000.0,,300000000.0,,419000000.0,106000000.0,,,,,383000000.0,,,,0.0,4278000000.0,0.795,1060000000.0,,,114000000.0,,,,,,-67000000.0,,,,552000000.0,,3153000000.0,-359000000.0,,,306000000.0,,,,,,-2675000000.0,,,,,,-156000000.0,,,-8000000.0,-114000000.0,,,,,4950000000.0,3135000000.0,,4405000000.0,,,,35000000.0,,,-178000000.0,,269000000.0,415000000.0,2275000000.0,,83000000.0,,,,,1082000000.0,85000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,382000000.0,276000000.0,,,2346000000.0,4803000000.0,278000000.0,3478000000.0,,2208000000.0,,,12419000000.0,,7884000000.0,,,,,2518000000.0,,,,,,,2285000000.0,,525000000.0,,240000000.0,,,,,,,,,294800000.0,118000000.0,,,,,759000000.0,,,41000000.0,,7000000.0,,,,-175000000.0,902000000.0,112000000.0,246000000.0,8000000.0,1382000000.0,,246000000.0,0.0,,7972000000.0,,,,,,-63000000.0,,0.82,,,,,,,,,,,4447000000.0,,,23000000.0,,,1386000000.0,,613000000.0,,300600000.0,,494000000.0,112000000.0,,,,,-61000000.0,,,,0.0,4447000000.0,0.835,1081000000.0,,,106000000.0,,,,,,-76000000.0,,,,-171000000.0,,3248000000.0,-30000000.0,,,289000000.0,,,,,,-2675000000.0,,,,,,99000000.0,,,6000000.0,352000000.0,,,,,4945000000.0,3169000000.0,,4535000000.0,,,,16000000.0,,,-131000000.0,,256000000.0,407000000.0,2270000000.0,,88000000.0,,,,,1051000000.0,26000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
