,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualNetPPE,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualEbitda,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,annualCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingCashDividendsPaid,trailingInterestExpense,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingNetIncome,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyEbitda,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualGoodwill,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedEPS,annualChangeInWorkingCapital,trailingTotalRevenue,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,trailingEndCashPosition,trailingTaxProvision,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualCurrentDebt,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyGoodwill,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyInventory,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualChangeInInventory,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1490918400,,96585000.0,,,62974000.0,,62974000.0,,,,,,,,-17832000.0,-260633000.0,,,318426000.0,,33747000.0,4396536000.0,107899000.0,126064000.0,-162170000.0,,,,-279440000.0,-5362000.0,,31976000.0,,,,518317000.0,-3073869000.0,-4118000.0,,,,,,483008000.0,,108823000.0,2.12,,,-29167000.0,7470405000.0,29227000.0,,,,,,1282540000.0,,,,,171684000.0,97372000.0,,,,,,0.0,,15348000.0,2540000.0,,,464731000.0,,,,,,,,,,,,,,,-9662000.0,,-25349000.0,1732074000.0,25189000.0,,1517427000.0,110798000.0,,,,4129511000.0,,,,,,,,,2612858000.0,,,,353933000.0,,,,205961000.0,,5646938000.0,,,10448259000.0,,8716185000.0,,,,,320838000.0,,206055000.0,,272680000.0,210527000.0,94817000.0,,,,,,,,,,1515578000.0,,,-12456000.0,1447802000.0,4735962000.0,,,,,,3787515000.0,,,62974000.0,-174626000.0,75468000.0,3772515000.0,743347000.0,,-1318000.0,,126481000.0,1097280000.0,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,96247000.0,,,66446000.0,,66446000.0,,,,,,,,-1778000.0,214958000.0,,,294271000.0,,62974000.0,4441875000.0,103883000.0,126109000.0,-119892000.0,,,,82119000.0,6303000.0,,32934000.0,,,,531045000.0,-3162756000.0,-7312000.0,,,,,,50584000.0,,13724000.0,1.91,,,-118296000.0,7604631000.0,3472000.0,,,,,,1182396000.0,,,,,-254211000.0,97042000.0,,,,,,0.0,,13705000.0,2387000.0,,,443303000.0,,,,,,,,,,,,,,,-9618000.0,,-12410000.0,1763160000.0,26027000.0,,1322229000.0,113112000.0,,,,4352431000.0,,,,,,,,,2612356000.0,,,,330191000.0,,,,185312000.0,,5674660000.0,,,10552487000.0,,8789327000.0,,,,,-69308000.0,,185394000.0,,282732000.0,190388000.0,109017000.0,,,,,,,,,,1510833000.0,,,-9992000.0,1456999000.0,4812854000.0,,,,,,3803386000.0,,,66446000.0,-129884000.0,73813000.0,3988912000.0,771332000.0,,-773000.0,,130698000.0,1101523000.0,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,95246000.0,,,65424000.0,,65424000.0,,,,,,,,0.0,-97851000.0,,,220354000.0,,66446000.0,4516139000.0,74992000.0,112757000.0,-156241000.0,,,,-183048000.0,9149000.0,,34488000.0,,,,534699000.0,-3252934000.0,-4528000.0,,,,,,344673000.0,,0.0,1.47,,,-95407000.0,7769073000.0,-1022000.0,,,,,,1284740000.0,,,,,94774000.0,95977000.0,,,,,,0.0,,13785000.0,2710000.0,,,367527000.0,,,,,,,,,,,,,,,-9496000.0,,-19465000.0,1755187000.0,26197000.0,,1397497000.0,110217000.0,,,,4311653000.0,,,,,,,,,2541864000.0,,,,257310000.0,,,,141164000.0,,5709150000.0,,,10639360000.0,,8884173000.0,,,,,188432000.0,,141245000.0,,298252000.0,145362000.0,101896000.0,,,,,,,,,,1519617000.0,,,-6953000.0,1452018000.0,4865212000.0,,,,,,3821610000.0,,,65424000.0,-163194000.0,78968000.0,3927396000.0,764937000.0,,-246000.0,,135849000.0,1022247000.0,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,94530000.0,4571837000.0,,74423000.0,1182581000.0,74423000.0,8963826000.0,4324132000.0,74423000.0,220000000.0,-519153000.0,136177000.0,942000.0,-11244000.0,420000.0,1728061000.0,-2403000.0,301958000.0,,65424000.0,4571837000.0,76923000.0,545619000.0,-142081000.0,-79192000.0,,7921126000.0,-138784000.0,-34809000.0,,34517000.0,,18334000.0,220000000.0,554038000.0,-3349289000.0,-8831000.0,306304000.0,,-7976000.0,33747000.0,,304316000.0,,18334000.0,2.31,-580384000.0,,-121531000.0,7921126000.0,8999000.0,-3349289000.0,,-624399000.0,54962000.0,,1284081000.0,,,,,-26407000.0,94909000.0,,,7.86,7177000.0,-24719000.0,0.0,,13900000.0,2617000.0,40676000.0,-24789000.0,452500000.0,,,0.0,56738000.0,,3825157000.0,-143106000.0,133915000.0,942000.0,,1284081000.0,10409865000.0,3862358000.0,86504000.0,-9435000.0,,-21968000.0,1798002000.0,25714000.0,,1848034000.0,113756000.0,,5710392000.0,363697000.0,3862358000.0,74423000.0,7.81,-14160000.0,,,5353209000.0,1280178000.0,74423000.0,2642787000.0,-36039000.0,771312000.0,95652000.0,338744000.0,,,,219504000.0,752303000.0,5710392000.0,1135009000.0,545619000.0,10761828000.0,602197000.0,8963826000.0,3043954000.0,,-38211000.0,7177000.0,162235000.0,6085733000.0,219609000.0,103127000.0,306304000.0,225035000.0,86504000.0,,10761828000.0,3494390000.0,554038000.0,1798002000.0,4989514000.0,-364401000.0,447883000.0,451629000.0,1539705000.0,,,-6638000.0,1500898000.0,4989514000.0,451629000.0,1848034000.0,5353209000.0,751941000.0,96325000.0,3825157000.0,,10254000.0,74423000.0,-156695000.0,54962000.0,3494390000.0,764338000.0,,-66000.0,1500898000.0,136177000.0,1103082000.0,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,94226000.0,,,73053000.0,,73053000.0,,,,,,,,-8675000.0,-140676000.0,,,296238000.0,,167297000.0,4700552000.0,67569000.0,566248000.0,-209972000.0,,,,-140711000.0,-72526000.0,,36141000.0,,,,583159000.0,-3444003000.0,-4217000.0,,,,,,364051000.0,,86996000.0,2.36,,,-9441000.0,8144555000.0,-1081000.0,,,,,,1366333000.0,,,,,22016000.0,94683000.0,,,,,,,,19700000.0,2545000.0,,,446948000.0,,,,,,,,,,,,,,,-9422000.0,,-18765000.0,1884726000.0,26703000.0,,2019577000.0,113134000.0,,,,3717918000.0,,,,,,,,,2687516000.0,,,,333814000.0,,,,223728000.0,,5737495000.0,,,11023517000.0,,9138791000.0,,,,,154079000.0,,223832000.0,,311900000.0,228669000.0,104624000.0,,,,,,,,,,1593077000.0,,,-7631000.0,1569803000.0,5215646000.0,,,,,,3843126000.0,,,166216000.0,-226278000.0,44850000.0,3355087000.0,760625000.0,,709000.0,,137246000.0,1094439000.0,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,93842000.0,,,76886000.0,,76886000.0,,,,,,,,-5384000.0,58206000.0,,,301770000.0,,166216000.0,4753099000.0,71059000.0,126302000.0,-181211000.0,,,,-68556000.0,8471000.0,,37832000.0,,,,609540000.0,-3528248000.0,-4451000.0,,,,,,265210000.0,,193000.0,2.39,,,-125343000.0,8281347000.0,4210000.0,,,,,,1321049000.0,,,,,-68448000.0,94281000.0,,,,,,,,15016000.0,2414000.0,,,434044000.0,,,,,,,,,,,,,,,-9382000.0,,-19841000.0,1880527000.0,27119000.0,,1447544000.0,109582000.0,,,,4231663000.0,,,,,,,,,2681353000.0,,,,324462000.0,,,,225660000.0,,5679207000.0,,,11069417000.0,,9188890000.0,,,,,83999000.0,,226052000.0,,311518000.0,230711000.0,105546000.0,,,,,,,,,,1595707000.0,,,-2854000.0,1557298000.0,5317583000.0,,,,,,3815203000.0,,,170426000.0,-189449000.0,49642000.0,3864162000.0,761184000.0,,15308000.0,,140797000.0,1085646000.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,92849000.0,,,83721000.0,,83721000.0,,,,,,,,149000.0,-17499000.0,,,229067000.0,,170426000.0,4836619000.0,54186000.0,342425000.0,-238182000.0,,,,-98924000.0,-10074000.0,,39268000.0,,,,632985000.0,-3623049000.0,-349000.0,,,,,,346227000.0,,252000.0,1.84,,,-126472000.0,8459668000.0,7266000.0,,,,,,1435592000.0,,,,,57748000.0,93330000.0,,,,,,,,15929000.0,2778000.0,,,369450000.0,,,,,,,,,,,,,,,-9282000.0,,-14617000.0,1941253000.0,26110000.0,,1778269000.0,112286000.0,,,,4056186000.0,,,,,,,,,2648913000.0,,,,257164000.0,,,,171429000.0,,5834455000.0,,,11273585000.0,,9332332000.0,,,,,108045000.0,,171746000.0,,319113000.0,174881000.0,169713000.0,,,,,,,,,,1601911000.0,,,-1400000.0,1543348000.0,5363745000.0,,,,,,3852851000.0,,,177692000.0,-239433000.0,46765000.0,3683919000.0,789838000.0,,11409000.0,,144471000.0,1047002000.0,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,92187000.0,4847940000.0,,105220000.0,1340893000.0,105220000.0,9327678000.0,4349088000.0,105220000.0,,-492202000.0,148206000.0,914000.0,-1421000.0,-730527000.0,1628338000.0,14219000.0,207450000.0,,177692000.0,4847940000.0,43828000.0,63446000.0,-146061000.0,-76147000.0,,8563455000.0,-184011000.0,31890000.0,,40829000.0,,2428000.0,,621058000.0,-3715515000.0,-19365000.0,361809000.0,,-15331000.0,167297000.0,,365405000.0,,2428000.0,1.7,-775426000.0,,-136169000.0,8563455000.0,21993000.0,-3715515000.0,,-813398000.0,49661000.0,,1382864000.0,,,,,38660000.0,92706000.0,,,8.35,4242000.0,-42239000.0,,,15936000.0,2459000.0,32388000.0,-28382000.0,377897000.0,,,,66581000.0,,3844628000.0,-830496000.0,154070000.0,914000.0,,1382864000.0,10772278000.0,4350949000.0,174467000.0,-9256000.0,,-22924000.0,1937802000.0,26162000.0,,1448738000.0,118074000.0,,5799687000.0,236642000.0,4350949000.0,199685000.0,8.31,49976000.0,,,5793262000.0,1175262000.0,105220000.0,2754496000.0,-22641000.0,797883000.0,93276000.0,259822000.0,,,,157797000.0,779705000.0,5799687000.0,1034525000.0,63446000.0,11265480000.0,565467000.0,9327678000.0,3173826000.0,,-37342000.0,4242000.0,219344000.0,6423190000.0,158075000.0,106094000.0,361809000.0,163622000.0,174467000.0,,11265480000.0,3935187000.0,621058000.0,1937802000.0,5389262000.0,-397425000.0,453076000.0,408460000.0,1632495000.0,,,-10756000.0,1509909000.0,5389262000.0,408460000.0,1448738000.0,5793262000.0,778614000.0,93750000.0,3844628000.0,,10196000.0,199685000.0,-158238000.0,49661000.0,3935187000.0,862179000.0,,-12498000.0,1509909000.0,148206000.0,1122001000.0,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,90776000.0,,,62726000.0,,62726000.0,,,,,,,,-879000.0,-114540000.0,,,296296000.0,,199685000.0,5256870000.0,58898000.0,71991000.0,-169848000.0,,,,-266294000.0,-101619000.0,,41575000.0,,,,633745000.0,-3818529000.0,-10314000.0,,,,,,390901000.0,,44628000.0,2.57,,,-143785000.0,9075399000.0,-42109000.0,,,,,,1355717000.0,,,,,38192000.0,90967000.0,,,,,,56136000.0,,17591000.0,2726000.0,,,460477000.0,,,,,,,,,,,,,,,-9081000.0,,-22320000.0,1960441000.0,26125000.0,,1656766000.0,120040000.0,,,,4512200000.0,,,,,,,,,2804391000.0,,,,340437000.0,,,,233653000.0,,6168966000.0,,,11721277000.0,,9760836000.0,,,,,221053000.0,,234168000.0,,364334000.0,237398000.0,145382000.0,,,,,,,,,,1673009000.0,,,-9678000.0,1602405000.0,5482415000.0,,,,,,3856664000.0,,,157576000.0,-167510000.0,35984000.0,3821938000.0,790945000.0,,-4501000.0,,149928000.0,1131382000.0,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,89136000.0,,,61297000.0,,61297000.0,,,,,,,,-11070000.0,85923000.0,,,310808000.0,,157576000.0,5276833000.0,69543000.0,91833000.0,-154072000.0,,,,-104104000.0,290000.0,,41714000.0,,,,644076000.0,-3914406000.0,-1336000.0,,,,,,233185000.0,,479000.0,2.66,,,-350864000.0,9191239000.0,-875000.0,,,,,,1253760000.0,,,,,-124538000.0,89235000.0,,,,,,56447000.0,,17085000.0,2545000.0,,,466731000.0,,,,,,,,,,,,,,,-8872000.0,,-21795000.0,1965032000.0,26535000.0,,1544269000.0,121168000.0,,,,4743930000.0,,,,,,,,,2855168000.0,,,,345563000.0,,,,237664000.0,,6288199000.0,,,11752650000.0,,9787618000.0,,,,,79113000.0,,238320000.0,,369229000.0,241265000.0,148809000.0,,,,,,,,,,1689338000.0,,,-4215000.0,1601352000.0,5393089000.0,,,,,,3843429000.0,,,156701000.0,-128889000.0,37906000.0,4057121000.0,820267000.0,,7732000.0,,153574000.0,1165830000.0,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,-12751000.0,87952000.0,,4519504000.0,58905000.0,,58905000.0,,,,,,,,0.0,-39558000.0,,,138075000.0,-798702000.0,156701000.0,5287737000.0,37205000.0,78077000.0,-156327000.0,,-22855000.0,,-309848000.0,63997000.0,480810000.0,40230000.0,-864257000.0,,,522045000.0,-4008931000.0,-237000.0,,-90970000.0,,,-596979000.0,425224000.0,-626308000.0,570000.0,1.1,,,-93327000.0,9296668000.0,-1864000.0,,,,,,1343922000.0,-44812000.0,164348000.0,-13370000.0,177692000.0,117617000.0,88355000.0,727753000.0,743155000.0,,,,,3384753000.0,17491000.0,2977000.0,,,310457000.0,68103000.0,-31252000.0,,,-5442000.0,,,,,96019000.0,,,,,-17603000.0,1134751000.0,-23931000.0,1930627000.0,27660000.0,814495000.0,1621769000.0,121528000.0,10707000.0,,,4508687000.0,,,,11236508000.0,6717004000.0,,,,2822453000.0,,,,188929000.0,,157259000.0,209474000.0,96947000.0,,6130456000.0,,,11594401000.0,,9663774000.0,,106482000.0,,,268897000.0,,97190000.0,,338871000.0,100870000.0,171360000.0,952629000.0,,,,,,,,,1722162000.0,-21499000.0,726061000.0,3150000.0,1544077000.0,5389215000.0,,,,,,3827867000.0,-724145000.0,,154837000.0,-116254000.0,21213000.0,3870294000.0,911362000.0,1440803000.0,-9407000.0,,156285000.0,1100291000.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
