date,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualRetainedEarnings,quarterlyCurrentAssets,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNetOtherInvestingChanges,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOperatingIncome,annualDilutedAverageShares,annualEndCashPosition,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,annualCurrentDebt,quarterlyTotalAssets,annualFreeCashFlow,trailingTaxProvision,annualIncomeTaxPayable,quarterlyBasicAverageShares,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,quarterlyGrossProfit,annualTaxProvision,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyChangeInInventory,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherIntangibleAssets,annualNetIncomeCommonStockholders,annualNetPPE,annualChangeInAccountPayable,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,quarterlyStockholdersEquity,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualBasicEPS,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualBeginningCashPosition,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyBasicEPS,quarterlyCapitalStock,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualDilutedEPS,annualOperatingExpense,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualInventory,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,trailingOperatingExpense,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyEbitda,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,annualGoodwill,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedAverageShares
2017-06-30,333500000.0,3140600000.0,,2351900000.0,4491700000.0,,1349500000.0,1.619,7526400000.0,,,4490100000.0,,,,,,,100600000.0,,,,,,,,,,397100000.0,,,,12016500000.0,,,,243200000.0,,139000000.0,,,7400000.0,,,17800000.0,,,,-204100000.0,,29900000.0,,,700000.0,,3300000.0,560800000.0,,0.0,7748700000.0,397100000.0,397100000.0,,,,426000000.0,,3830800000.0,,,,100600000.0,-204100000.0,-200000.0,,,1034300000.0,-628700000.0,,61200000.0,,,,,,,,,4267800000.0,,,1224000000.0,,,,,0.0,,,,,,245280000.0,4174900000.0,1034300000.0,,,-83000000.0,,197200000.0,,46800000.0,-6900000.0,,1.633,7200000.0,-236100000.0,,,450100000.0,,,,,,460200000.0,1910300000.0,,324000000.0,,,,141900000.0,,,,7467500000.0,,,726100000.0,,,,-392600000.0,,,-189700000.0,,84100000.0,,,3257000000.0,,443700000.0,,,,,,3649800000.0,46600000.0,7467500000.0,-204100000.0,,,,,600500000.0,,-7500000.0,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,-71200000.0,2028100000.0,,1504800000.0,4479600000.0,,1375600000.0,3.711,7668000000.0,,,4034400000.0,,,,,,,123200000.0,,,,,,,,,,895400000.0,,,,11702400000.0,,,,239080000.0,,141100000.0,,,5500000.0,,,14600000.0,,,,-434700000.0,,9900000.0,,,200000.0,,3400000.0,1139400000.0,,0.0,6968200000.0,895400000.0,895400000.0,,,,425100000.0,,3744500000.0,,,,123200000.0,-434700000.0,-100000.0,,,1537300000.0,830100000.0,,61100000.0,,,,,,,,,4734200000.0,,,1034300000.0,,,,,0.0,,,,,,241280000.0,3565400000.0,1537300000.0,,,-103600000.0,,240400000.0,,46800000.0,100000.0,,3.745,7100000.0,1112500000.0,,,432300000.0,,,,,,1016200000.0,2515000000.0,,333900000.0,,,,-878300000.0,,,,7608700000.0,,,211200000.0,,,,-282400000.0,,,503000000.0,,121000000.0,,,2488600000.0,,1002000000.0,,,,,,4110500000.0,106600000.0,7608700000.0,-434700000.0,,,,,1157700000.0,,8500000.0,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-261200000.0,1575200000.0,,1428000000.0,4505900000.0,,1197200000.0,0.4425,7877900000.0,,,3752500000.0,,,,,,,81700000.0,,,,,,,,,,105600000.0,,,,11630400000.0,,,,236580000.0,,140100000.0,,,3900000.0,,,13600000.0,,,,-200000.0,,-56500000.0,,,500000.0,,3200000.0,207700000.0,,0.0,6830400000.0,105600000.0,105600000.0,,,,420000000.0,,3686900000.0,,,,81700000.0,-200000.0,200000.0,,,1626100000.0,101300000.0,,71300000.0,,,,,,,,,4800000000.0,,,1537300000.0,,,,,0.0,,,,,,238620000.0,3201300000.0,1626100000.0,,,-102700000.0,,241600000.0,,46800000.0,-10200000.0,,0.4465,7100000.0,452900000.0,,,382800000.0,,,,,,126000000.0,1404900000.0,,277400000.0,,,,-153200000.0,,,,7820200000.0,,,90400000.0,,,,-351600000.0,,,88800000.0,,151500000.0,,,2324500000.0,,112900000.0,,,,,,4215900000.0,7300000.0,7820200000.0,-200000.0,,,,,266600000.0,,5900000.0,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,761500000.0,2130500000.0,168900000.0,,4480000000.0,,1151000000.0,,8172800000.0,,4077900000.0,4189000000.0,12361800000.0,,7892900000.0,,-22800000.0,235500000.0,104900000.0,,3528400000.0,,5073300000.0,1667300000.0,240800000.0,1515000000.0,1611300000.0,1450200000.0,52100000.0,-829100000.0,,434600000.0,12361800000.0,762600000.0,,,,,140800000.0,,,,249600000.0,4500000.0,14900000.0,,561000000.0,-829100000.0,,,,,4468900000.0,,,3700000.0,169800000.0,161100000.0,,7892900000.0,52100000.0,52100000.0,,1515000000.0,238700000.0,395200000.0,,3528400000.0,4189000000.0,57600000.0,,104900000.0,-190100000.0,-500000.0,0.0,2130500000.0,1515000000.0,-1022100000.0,,57600000.0,46800000.0,1450200000.0,8123400000.0,,2233200000.0,,4480000000.0,3412900000.0,4468900000.0,2230400000.0,,1626100000.0,,3645500000.0,,6.0755,,,,,-458900000.0,291000000.0,,3645500000.0,1515000000.0,,1224000000.0,-169600000.0,,235500000.0,410400000.0,46800000.0,,,,7000000.0,,,8172800000.0,434600000.0,8123400000.0,,,1450200000.0,,64900000.0,1320800000.0,,249600000.0,395200000.0,,6400000.0,1063000000.0,,6.0225,410400000.0,11493900000.0,,-600000.0,1205500000.0,-719400000.0,,-3370500000.0,-444000000.0,-1470600000.0,7000000.0,-111100000.0,,,7151000000.0,,3412900000.0,,52700000.0,,58100000.0,,-3370500000.0,3700000.0,4077900000.0,600000.0,8123400000.0,-190100000.0,,,,,208400000.0,2077700000.0,-2400000.0,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,306900000.0,2246100000.0,,,4196000000.0,,1578700000.0,1.3185,8566300000.0,,,4227700000.0,,,,,,,129700000.0,,,,,,,,,,309200000.0,,,,12794000000.0,,,,232320000.0,,157200000.0,,,,,,16700000.0,,,,,,,,,,,3900000.0,500200000.0,,,7966200000.0,309200000.0,309200000.0,,,,481600000.0,,3462500000.0,,,,129700000.0,-265200000.0,-200000.0,,,1354400000.0,-592400000.0,,37000000.0,,,,,,,,,4827800000.0,,,1515000000.0,,,-15000000.0,,,,,,,,234500000.0,3600500000.0,1354400000.0,,,-71700000.0,,213600000.0,,46800000.0,,,1.331,6900000.0,,,,432000000.0,,,,,,370500000.0,2078900000.0,,344100000.0,,,,263500000.0,,,,8428000000.0,,,768700000.0,,,,-461800000.0,,,-160600000.0,,,,,3770200000.0,,345400000.0,,,,,,3847400000.0,36200000.0,8428000000.0,-265200000.0,,,,,519300000.0,,-6200000.0,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,-462400000.0,1510300000.0,,,4095400000.0,,1602900000.0,3.6455,8827400000.0,,,3617900000.0,,,,,,,127100000.0,,,,,,,,,,841500000.0,,,,12445300000.0,,,,229140000.0,,162000000.0,,,,,,14400000.0,,,,,,,,,,,6700000.0,1156200000.0,,,6988600000.0,841500000.0,841500000.0,,,,456200000.0,,3400000000.0,,,,127100000.0,-271500000.0,-2800000.0,,,1293200000.0,385200000.0,,54100000.0,,,,,,,,,5456700000.0,,,1354400000.0,,,-11000000.0,,,,,,,,230820000.0,2803500000.0,1293200000.0,,,-59100000.0,,337800000.0,,,,,3.6725,6800000.0,,,,424000000.0,,,,,,1029100000.0,2759100000.0,,346900000.0,,,,-1127800000.0,,,,8612600000.0,,,-115800000.0,,,,-346600000.0,,,-61200000.0,,,,,2893200000.0,,918100000.0,,,,,,4421700000.0,76600000.0,8612600000.0,-271500000.0,,,,,1094500000.0,,7500000.0,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-472000000.0,1359700000.0,,,3953300000.0,,1434100000.0,-0.2915,9110400000.0,,,2747600000.0,,,,,,,104400000.0,,,,,,,,,,-66100000.0,,,,11858000000.0,,,,226700000.0,,159300000.0,,,,,,14200000.0,,,,,,,,,,,6400000.0,147300000.0,,,6981700000.0,-66100000.0,-66100000.0,,,,377600000.0,,3329900000.0,,,,104400000.0,-23800000.0,300000.0,,,836500000.0,-230500000.0,,73900000.0,,,,,,,,,4876300000.0,,,1293200000.0,,,-6000000.0,,,,,,,,227960000.0,2196200000.0,836500000.0,,,-105500000.0,,235600000.0,,,,,-0.2915,6800000.0,,,,399200000.0,,,,,,42900000.0,1581400000.0,,319400000.0,,,,-186000000.0,,,,8828400000.0,,,-96900000.0,,,,-375100000.0,,,-456700000.0,,,,,3028400000.0,,-83600000.0,,,,,,4343800000.0,-17500000.0,8828400000.0,-23800000.0,,,,,-69400000.0,,300000.0,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,1098300000.0,1484400000.0,512300000.0,,3939200000.0,,1462800000.0,,9446700000.0,,4181900000.0,3804000000.0,13250700000.0,,8035800000.0,,-300000.0,238000000.0,186100000.0,,3335000000.0,,6078500000.0,1016800000.0,230920000.0,1675600000.0,948100000.0,885000000.0,-199600000.0,-531600000.0,,309400000.0,13250700000.0,470800000.0,,,,,162000000.0,,,,573800000.0,,13800000.0,,640500000.0,-531600000.0,,,,,5214900000.0,,,2900000.0,-184800000.0,63100000.0,,8035800000.0,-199600000.0,-199600000.0,,1675600000.0,228720000.0,460600000.0,,3335000000.0,3804000000.0,59500000.0,,240900000.0,28900000.0,3500000.0,,1484400000.0,1675600000.0,-564700000.0,646100000.0,59500000.0,146400000.0,885000000.0,9029600000.0,,2017500000.0,,3939200000.0,4096600000.0,5214900000.0,1647700000.0,,836500000.0,,3160000000.0,-69500000.0,3.8695,,,,,-422800000.0,160600000.0,,3160000000.0,1675600000.0,,1515000000.0,-186500000.0,,,547300000.0,146400000.0,,,,6800000.0,-124700000.0,,9446700000.0,309400000.0,12874000000.0,-101500000.0,,885000000.0,,-425700000.0,1278000000.0,,573800000.0,460600000.0,,7700000.0,1562600000.0,,3.8325,602100000.0,12874000000.0,,800000.0,1461500000.0,-1002400000.0,,-3844400000.0,-363200000.0,-1546700000.0,6800000.0,839100000.0,,,7697400000.0,,4096600000.0,,-231800000.0,,59100000.0,,-3844400000.0,2900000.0,4181900000.0,-32200000.0,9029600000.0,28900000.0,,,,,-56000000.0,1618900000.0,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,358500000.0,2057900000.0,,,4786600000.0,,1891700000.0,1.068,9708400000.0,,,4889000000.0,,,,,,,145500000.0,,,,,,,,,,242900000.0,,,,14597400000.0,,,,226300000.0,,192800000.0,-573500000.0,,,,,13500000.0,,,,,,,,,,,4200000.0,420700000.0,,,9317500000.0,242900000.0,242900000.0,,,,453500000.0,,4012600000.0,,,,145500000.0,-97200000.0,-1300000.0,,,2023500000.0,-962500000.0,,67400000.0,,,,,,,,,5279900000.0,,,1675600000.0,,,0.0,,500000.0,,,,,,227420000.0,4081400000.0,2023500000.0,,,-79600000.0,,309100000.0,,,,,1.0735,6800000.0,,,,299500000.0,,,,,2300000.0,275200000.0,2312400000.0,,829400000.0,,,,314900000.0,,,,9316100000.0,,,748000000.0,,,,-389500000.0,,,347900000.0,,,,,4530900000.0,,262300000.0,,,,,,4319300000.0,19400000.0,9316100000.0,-97200000.0,,,,,468600000.0,,-5000000.0,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,110400000.0,1779900000.0,,,4603600000.0,,1910000000.0,4.0535,9935200000.0,,,4807600000.0,,,,,,,154500000.0,,,,,,,,,,910200000.0,,,,14742800000.0,,,,223660000.0,,188300000.0,,,,,,13100000.0,,,,,,,,,,,4900000.0,1167500000.0,,,8385900000.0,910200000.0,910200000.0,,,,492000000.0,,3902900000.0,,,,154500000.0,-128800000.0,-700000.0,,,2118200000.0,59300000.0,,75600000.0,,,,,,,,,6356900000.0,,,2023500000.0,,,0.0,,0.0,,,,,,224540000.0,3898100000.0,2118200000.0,,,-151200000.0,,265700000.0,,,,,4.0695,6700000.0,,,,262400000.0,,,,,1300000.0,1013000000.0,3077500000.0,,1016500000.0,,,,-833100000.0,,,,9356600000.0,,,329100000.0,,,,-218700000.0,,,94700000.0,,,,,3782300000.0,,997600000.0,,,,,,5100400000.0,87400000.0,9356600000.0,-128800000.0,,,,,1199000000.0,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,-100000000.0,1421000000.0,,,4539000000.0,,1677300000.0,0.392,10492600000.0,,,4368400000.0,,,,,,,137400000.0,,,,,,,,,,87800000.0,,,,14861000000.0,,,,223960000.0,,190400000.0,,,,,,11300000.0,,,,,,,,,,,5100000.0,228700000.0,,,8603300000.0,87800000.0,87800000.0,,,,482700000.0,,3836900000.0,,,,137400000.0,,-200000.0,,,2156600000.0,-408000000.0,,74600000.0,,,,,,,,,6257700000.0,,,2118200000.0,,,0.0,,0.0,,,,,,225000000.0,3577600000.0,2156600000.0,,,-65600000.0,,296400000.0,,,,,0.3955,6600000.0,,,,255300000.0,,,,,8400000.0,91300000.0,1906000000.0,,1601800000.0,,,,419100000.0,,,,10001700000.0,,,666900000.0,,,,-766900000.0,,,38400000.0,,,,,4064300000.0,,81600000.0,,,,,,5044400000.0,-6200000.0,10001700000.0,-145500000.0,,,,,283300000.0,,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
