,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInterestExpense,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualDilutedAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualNetIncome,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualDilutedEPS,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,trailingChangeInInventory,trailingStockBasedCompensation,annualSaleOfInvestment,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,annualNetPPE,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingChangeInWorkingCapital,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingDeferredIncomeTax,trailingOtherIncomeExpense,trailingTotalRevenue,annualPretaxIncome,quarterlyDilutedEPS,annualInvestingCashFlow,annualEndCashPosition,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualOperatingIncome,quarterlyBeginningCashPosition,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1254268800,-152181000.0,220029000.0,74055733.0,-3870000.0,,1736149000.0,14056000.0,-12509000.0,57314000.0,116665000.0,-9386000.0,,172174000.0,220029000.0,82724000.0,,309259000.0,-88193000.0,,2909584000.0,301120000.0,,-5409000.0,1366194000.0,2401420000.0,,-101255000.0,,,,-21478000.0,161929000.0,,2710328000.0,508164000.0,1366194000.0,5302000.0,0.0,,-469407000.0,,-21478000.0,153205000.0,-1210852000.0,,,,-2.05,,63609000.0,33005000.0,,150920000.0,1563975000.0,309259000.0,2401420000.0,-151582000.0,,2909584000.0,2859000.0,316953000.0,74055733.0,0.0,-13187000.0,-151582000.0,-469407000.0,55509000.0,33773000.0,,,41062000.0,0.0,6717621000.0,61553000.0,41062000.0,0.0,2338145000.0,55509000.0,82724000.0,0.0,-22000.0,-21586000.0,3060504000.0,,301120000.0,0.0,1694310000.0,-2.05,5409000.0,,-22588000.0,0.0,0.0,150920000.0,1623000.0,-529000.0,37074000.0,,,18946000.0,236005000.0,22213000.0,284678000.0,,,763869000.0,-87559000.0,82724000.0,63609000.0,57314000.0,,-1210852000.0,,22213000.0,771000.0,,316953000.0,118850000.0,128015000.0,,,,-24766000.0,57179000.0,370434000.0,508164000.0,763869000.0,1499476000.0,57958000.0,1499476000.0,224167000.0,75006000.0,0.0,0.0,105427000.0,2338145000.0,5302000.0,-10072000.0,0.0,,225331000.0,,3060504000.0,57179000.0,158476000.0,1694310000.0,,,-1150579000.0,7088055000.0,-27237000.0,-19958000.0,225331000.0,220029000.0,,,,,-173767000.0,,-13541000.0,220029000.0,6702000.0,101153000.0,,,,58173000.0,-27237000.0,182173000.0,,,-85538000.0,69314000.0,101179000.0,2710328000.0,182173000.0,,,771000.0,,,,,,,,,,,,,,,,,
1262217600,,,,-6024000.0,,1602734000.0,17604000.0,,,6230000.0,-28454000.0,,82584000.0,236300000.0,33613000.0,,,,,3016655000.0,,,1790000.0,,,,,,,,,,,2729772000.0,850832000.0,1509210000.0,,,77141000.0,-435794000.0,,-112392000.0,32932000.0,,1790000.0,,,,,,,,186294000.0,1520150000.0,400809000.0,2165823000.0,,,,0.0,311501000.0,,,,,,76354000.0,26006000.0,0.45,,1859400000.0,,,,,,240259000.0,76354000.0,33925000.0,,-10144000.0,,,,,0.0,,,,,-30463000.0,238072000.0,,,48250000.0,-1976000.0,44673000.0,,,,,,,,,740810000.0,-30483000.0,33613000.0,112809000.0,58104000.0,,-1255065000.0,74374000.0,66164000.0,,,,16271000.0,-4057000.0,,,,-102371000.0,,,,,1474707000.0,-68446000.0,,,,,0.0,-34520000.0,,7876000.0,,,,,,3209463000.0,54633000.0,,1700253000.0,,,,,,,244176000.0,236300000.0,,,,,,0.44,,,4511000.0,,,,,56705000.0,-27266000.0,196674000.0,,,,,220029000.0,,,,,771000.0,,,,,,,,,,,,,,,,,
1269993600,,,,-3006000.0,,1642918000.0,-3570000.0,,,3418000.0,-30708000.0,,52019000.0,48398000.0,-45547000.0,-140039000.0,,,,1937311000.0,,,13654000.0,,,,,,,338000.0,,,,2756312000.0,657135000.0,1195406000.0,,,216890476.0,-481339000.0,,-26873000.0,3418000.0,,,,,,,,,,944049000.0,1590899000.0,317546000.0,1280176000.0,,,,0.0,300101000.0,,,,,,48601000.0,10688000.0,-0.21,,1145755000.0,,,,,,93224000.0,48601000.0,-45364000.0,,-2155945000.0,,,,,0.0,,,,,-30890000.0,50347000.0,,,-152646000.0,-50101000.0,28420000.0,,,,,,,,,731763000.0,-54213000.0,-45547000.0,125103000.0,60646000.0,,-1303039000.0,216890476.0,41197000.0,,,,-187902000.0,-4755000.0,,,,-33304000.0,,,,,1453273000.0,-78668000.0,,,,800000000.0,30992000.0,-35645000.0,,7874000.0,,,12189000.0,,,2887937000.0,53213000.0,,1692531000.0,,,,,,,56272000.0,48398000.0,,,,,,-0.21,,,2619000.0,,,,,57768000.0,-23966000.0,242635000.0,,,,,236300000.0,,,,,2143000.0,,,,,,,,,,,,,,,,,
1277856000,,,,-2859000.0,,1707568000.0,-107932000.0,,,68773000.0,-35852000.0,,132491000.0,36483000.0,32918000.0,-27896000.0,,,,1942083000.0,,,0.0,,,,,,,8490000.0,,,,2723494000.0,641594000.0,1295656000.0,,,214282000.0,-448421000.0,,-9823000.0,118905000.0,,,,,,,,,,977050000.0,1575077000.0,287770000.0,1300489000.0,,,,0.0,330103000.0,,,,,,63718000.0,-51261000.0,0.15,,1167930000.0,,,,,,90175000.0,63718000.0,34588000.0,,-195695000.0,,,,,27179000.0,,,,,-36553000.0,62853000.0,,,35184000.0,-121000.0,26115000.0,,,,,,,,,782476000.0,-10200000.0,32918000.0,117938000.0,56394000.0,,-1329699000.0,214282000.0,42384000.0,,,,-11915000.0,-10187000.0,,,,-1503000.0,,,,,1393795000.0,33085000.0,,,,0.0,3663000.0,-46740000.0,,9741000.0,,,-30310000.0,,,2927240000.0,51792000.0,,1631584000.0,,,,,,,46224000.0,36483000.0,,,,,,0.15,,,2503000.0,,,,,59705000.0,-23883000.0,263541000.0,,,,,48398000.0,,,,,2143000.0,,,,,,,,,,,,,,,,,
1285804800,,,,-3512000.0,,1719850000.0,-101007000.0,,,112198000.0,-30624000.0,,157294000.0,46213000.0,57926000.0,21332000.0,,,,1981742000.0,,,0.0,,,,,,,16549000.0,,,,2692267000.0,675968000.0,1497055000.0,,,214282000.0,-390497000.0,,24991000.0,115526000.0,,,,,,,,,,1030884000.0,1562556000.0,276506000.0,1305774000.0,,,,0.0,354837000.0,,,,,,45096000.0,-127605000.0,0.27,,1166606000.0,,,,,,88522000.0,45096000.0,58522000.0,,-156909000.0,,,,,59218000.0,,,,,-41594000.0,75355000.0,,,3642000.0,-7749000.0,26492000.0,,,,,,,,,910625000.0,2682000.0,57926000.0,70626000.0,56235000.0,,-1348573000.0,214282000.0,50646000.0,,,,9730000.0,37250000.0,,,,30512000.0,,,,,1343694000.0,89034000.0,,,,0.0,1736000.0,-4344000.0,,8800000.0,,,-24445000.0,,,3017981000.0,50371000.0,,1520926000.0,,,,,,,55013000.0,46213000.0,,,,,,0.27,,,4527000.0,,,,,57924000.0,-23572000.0,290546000.0,,,,,36483000.0,,,,,2143000.0,,,,,,,,,,,,,,,,,
1293753600,90326000.0,106077000.0,214282000.0,-7824000.0,,1811293000.0,-73313000.0,-70936000.0,11595000.0,67060000.0,-16551000.0,,119189000.0,106077000.0,41844000.0,55484000.0,297594000.0,-179332000.0,,2140302000.0,209544000.0,,11764000.0,1710465000.0,1401667000.0,,-91119000.0,-9045000.0,,6814000.0,-69260000.0,105553000.0,,2740817000.0,738635000.0,1710465000.0,1554000.0,,,-348653000.0,,-57555000.0,103211000.0,-1382681000.0,,,,0.41,,67143000.0,-285822000.0,,1072663000.0,1692104000.0,297594000.0,1401667000.0,87141000.0,,2140302000.0,14698000.0,321765000.0,214282000.0,800000000.0,-164727000.0,87141000.0,-348653000.0,52129000.0,-117661000.0,,,1281160000.0,47671000.0,6420636000.0,236300000.0,1281160000.0,,117031000.0,52129000.0,42580000.0,58144000.0,-688850000.0,-23838000.0,3218898000.0,,209544000.0,47671000.0,1508433000.0,0.41,25418000.0,,-70295000.0,58144000.0,,1072663000.0,84340000.0,-12965000.0,24526000.0,,,68100000.0,231045000.0,3476000.0,-285839000.0,6814000.0,0.0,1029254000.0,-9756000.0,41844000.0,67143000.0,11595000.0,,-1382681000.0,,3476000.0,2143000.0,,321765000.0,59864000.0,-7703000.0,,,,-19543000.0,48950000.0,460993000.0,738635000.0,1029254000.0,1358136000.0,23037000.0,1358136000.0,172041000.0,14605000.0,0.0,346000.0,-77998000.0,117031000.0,1554000.0,14698000.0,346000.0,33521000.0,107631000.0,,3218898000.0,48950000.0,-130223000.0,1508433000.0,,,-3197399000.0,6881629000.0,-23637000.0,-17201000.0,107631000.0,106077000.0,,,,,66488000.0,,-113735000.0,106077000.0,58451000.0,-29480000.0,,,,55648000.0,-23637000.0,336992000.0,,,-83213000.0,251449000.0,46213000.0,2740817000.0,336992000.0,,,2143000.0,,,,,,,,,,,,,,,,,
1301529600,,,,-1353000.0,,1892476000.0,-21350000.0,,,-106776000.0,-60080000.0,,-53110000.0,63013000.0,-120760000.0,-28054000.0,,,,2233609000.0,,,111000.0,,,,,,,7690000.0,,,,2786080000.0,718517000.0,1664215000.0,,,214282000.0,-469413000.0,,-11106000.0,-102260000.0,,120000.0,,,,,,,,951508000.0,1945586000.0,290515000.0,1515092000.0,,,,0.0,390040000.0,,,,,,53666000.0,64273000.0,-0.56,,1397068000.0,,,,,,114441000.0,53666000.0,-119895000.0,,-135625000.0,,,,,50840000.0,,,,,-63960000.0,62021000.0,,,118986000.0,-689000.0,27507000.0,,,,,,,,,967066000.0,3806000.0,-120760000.0,65560000.0,12026000.0,,-1417289000.0,214282000.0,3583000.0,,,,-43064000.0,-102403000.0,,,,-9872000.0,,,,,1368791000.0,-129767000.0,,,,0.0,350000.0,-166363000.0,,1391000.0,,,-67283000.0,,,3191915000.0,47529000.0,,1527700000.0,,,,,,,64404000.0,63013000.0,,,,,,-0.56,,,831000.0,,,,,50852000.0,-24152000.0,319197000.0,,,,,106077000.0,,,,,2143000.0,,,,,,,,,,,,,,,,,
1309392000,,,,-2030000.0,,1922690000.0,32665000.0,,,-98706000.0,-38944000.0,,-46228000.0,34564000.0,-128141000.0,,,,,2335505000.0,,,149000.0,,,,,,,2292000.0,,,,2815369000.0,719848000.0,1648539000.0,,,214282000.0,-596074000.0,,1411000.0,-44813000.0,,149000.0,,,,,,,,824887000.0,1968918000.0,315123000.0,1615657000.0,,,,0.0,364995000.0,,,,,,52478000.0,475000.0,-0.6,,1498280000.0,,,,,,113765000.0,52478000.0,-127932000.0,,-320306000.0,,,,,48162000.0,,,,,-39192000.0,15607000.0,,,48367000.0,-6316000.0,27426000.0,,,,,,,,,967067000.0,1392000.0,-128141000.0,64804000.0,12224000.0,,-1456991000.0,214282000.0,3612000.0,,,,-28449000.0,-37769000.0,,,,3470000.0,,,,,1358378000.0,-124462000.0,,,,0.0,0.0,-76961000.0,,824000.0,,,11607000.0,,,3163202000.0,46954000.0,,1514663000.0,,,,,,,35388000.0,34564000.0,,,,,,-0.6,,,1803000.0,,,,,52223000.0,-24368000.0,348082000.0,,,,,63013000.0,,,,,2143000.0,,,,,,,,,,,,,,,,,
1317340800,,,,-1153000.0,,1891224000.0,101665000.0,,,-113584000.0,-5248000.0,,-62387000.0,46904000.0,-162516000.0,,,,,2335764000.0,,,9095000.0,,,,,,,1659000.0,,,,2806706000.0,710732000.0,1537463000.0,,,214282000.0,-758590000.0,,-1012000.0,-81299000.0,,149000.0,,,,,,,,661396000.0,1953611000.0,312155000.0,1625032000.0,,,,0.0,355349000.0,,,,,,51197000.0,36817000.0,-0.76,,1508890000.0,,,,,,111391000.0,51197000.0,-162800000.0,,-213901000.0,,,,,46220000.0,,,,,-18717000.0,15609000.0,,,10499000.0,0.0,27930000.0,,,,,,,,,919550000.0,-21669000.0,-162516000.0,62124000.0,1797000.0,,-1489014000.0,214282000.0,4751000.0,,,,12340000.0,10692000.0,,,,-60000.0,,,,,1317692000.0,-162860000.0,,,,0.0,0.0,-8025000.0,,52000.0,,,12805000.0,,,2999686000.0,45519000.0,,1462223000.0,,,,,,,46956000.0,46904000.0,,,,,,-0.76,,,11997000.0,,,,,53631000.0,-25492000.0,342565000.0,,,,,34564000.0,,,,,2143000.0,,,,,,,,,,,,,,,,,
1325289600,-495690000.0,41609000.0,214282000.0,-60000.0,,1829308000.0,22131000.0,-7006000.0,497000.0,-28464000.0,46083000.0,,20188000.0,41609000.0,-85355000.0,,281797000.0,-135968000.0,,2321115000.0,205993000.0,,11518000.0,1464193000.0,1603942000.0,,,-63987000.0,,0.0,-7097000.0,111532000.0,,2730065000.0,717173000.0,1464193000.0,157000.0,,,-843945000.0,,3610000.0,10987000.0,-1488313000.0,149000.0,,,-2.32,,57921000.0,135111000.0,,555612000.0,1809120000.0,281797000.0,1603942000.0,-496772000.0,,2321115000.0,37479000.0,349222000.0,214282000.0,0.0,-264959000.0,-496772000.0,-843945000.0,48652000.0,21262000.0,,,1458001000.0,53816000.0,7677235000.0,106077000.0,1458001000.0,,145941000.0,48652000.0,-85063000.0,15611000.0,-212001000.0,8564000.0,2879545000.0,,205993000.0,53816000.0,1415352000.0,-2.32,23915000.0,,-14099000.0,15611000.0,,555612000.0,-51002000.0,-1000.0,28669000.0,,,15852000.0,209061000.0,0.0,122827000.0,0.0,567000.0,879094000.0,-13058000.0,-85355000.0,57921000.0,497000.0,,-1488313000.0,,0.0,2143000.0,,349222000.0,-5295000.0,489000.0,,,,15026000.0,44083000.0,-141537000.0,717173000.0,879094000.0,1241752000.0,-70037000.0,1241752000.0,-166533000.0,-128991000.0,0.0,0.0,-13610000.0,145941000.0,157000.0,0.0,0.0,-21116000.0,41766000.0,,2879545000.0,44083000.0,-64468000.0,1415352000.0,,,-881833000.0,7535698000.0,-46070000.0,-4596000.0,41766000.0,41609000.0,,,,,-487126000.0,,-58189000.0,41609000.0,1221000.0,126850000.0,,,,52355000.0,-46070000.0,340517000.0,,,-29529000.0,-347530000.0,46904000.0,2730065000.0,340517000.0,,,2143000.0,,,,,,,,,,,,,,,,,
1333152000,,,,-88000.0,,1888773000.0,-43039000.0,,,64809000.0,-13692000.0,,110065000.0,47570000.0,39173000.0,,,,,2081465000.0,,,1605000.0,,,,,,,,,,,2730567000.0,687049000.0,1487770000.0,,,223631000.0,-804772000.0,,0.0,104262000.0,,149000.0,,,,,,,,793733000.0,1778708000.0,290637000.0,1394416000.0,,,,0.0,370238000.0,,,,,,45256000.0,-25813000.0,0.18,,1249510000.0,,,,,,144906000.0,45256000.0,39598000.0,,-391802000.0,,,,,50220000.0,,,,,-16670000.0,15614000.0,,,-10223000.0,0.0,28245000.0,,,,,,,,,910430000.0,3413000.0,39173000.0,51445000.0,591000.0,,-1505687000.0,223562000.0,,,,,5961000.0,29382000.0,,,,653000.0,,,,,1224880000.0,40251000.0,,,,198379000.0,0.0,12712000.0,,156000.0,,,3043000.0,,,2878441000.0,42656000.0,,1390671000.0,,,,,,,47726000.0,47570000.0,,,,,,0.18,,,0.0,,,,,35766000.0,-45650000.0,301470000.0,,,,,41609000.0,,,,,2589000.0,,,,,,,,,,,,,,,,,
1341014400,,,,-74000.0,,1974469000.0,-61815000.0,,,99650000.0,-11512000.0,,144089000.0,49227000.0,69358000.0,,,,,2084670000.0,,,264000.0,,,,,,,,,,,2736499000.0,724582000.0,1567965000.0,,,258841000.0,-735414000.0,,0.0,127934000.0,,150000.0,,,,,,,,851699000.0,1830380000.0,280871000.0,1360088000.0,,,,0.0,372321000.0,,,,,,44439000.0,-83825000.0,0.27,,1214619000.0,,,,,,145469000.0,44439000.0,69153000.0,,-243102000.0,,,,,44713000.0,,,,,-20891000.0,15617000.0,,,-35099000.0,0.0,24925000.0,,,,,,,,,987992000.0,-8286000.0,69358000.0,48843000.0,474000.0,,-1526703000.0,258726000.0,,,,,1657000.0,50940000.0,,,,-2358000.0,,,,,1209796000.0,66795000.0,,,,-97000.0,0.0,30049000.0,,156000.0,,,-5166000.0,,,2939407000.0,41230000.0,,1371442000.0,,,,,,,49383000.0,49227000.0,,,,,,0.27,,,58000.0,,,,,36214000.0,-57095000.0,348847000.0,,,,,47570000.0,,,,,2589000.0,,,,,,,,,,,,,,,,,
1348963200,,,,0.0,,2068478000.0,-951000.0,,,64353000.0,-7693000.0,,106135000.0,55030000.0,42931000.0,,,,,2027558000.0,,,280000.0,,,,,,,,,,,2732423000.0,731685000.0,1563477000.0,,,258837000.0,-692483000.0,,0.0,69250000.0,,166000.0,,,,,,,,889668000.0,1962343000.0,310463000.0,1295873000.0,,,,0.0,367854000.0,,,,,,41782000.0,14666000.0,0.17,,1151127000.0,,,,,,144746000.0,41782000.0,42941000.0,,-268104000.0,,,,,28826000.0,,,,,-24549000.0,15619000.0,,,-63604000.0,0.0,25260000.0,,,,,,,,,979243000.0,4641000.0,42931000.0,48931000.0,0.0,,-1535459000.0,258726000.0,,,,,5803000.0,75639000.0,,,,1049000.0,,,,,1196964000.0,43990000.0,,,,0.0,0.0,51090000.0,,0.0,,,-1049000.0,,,2920274000.0,39803000.0,,1356797000.0,,,,,,,55030000.0,55030000.0,,,,,,0.17,,,630000.0,,,,,36431000.0,-62222000.0,326284000.0,,,,,49227000.0,,,,,2590000.0,,,,,,,,,,,,,,,,,
1356912000,174042000.0,68180000.0,250101000.0,0.0,,2189661000.0,-18884000.0,-50000000.0,0.0,29979000.0,-27504000.0,,75543000.0,68180000.0,22773000.0,,283540000.0,-90327000.0,,2004872000.0,177041000.0,,1761000.0,1542728000.0,1274695000.0,,-16520000.0,-14137000.0,,468000.0,-1098000.0,104926000.0,,2749580000.0,730177000.0,1542728000.0,0.0,,258887000.0,-669711000.0,,-1098000.0,28522000.0,-1559659000.0,219000.0,,,0.7,,45523000.0,-124689000.0,,906371000.0,2114118000.0,283540000.0,1274695000.0,174234000.0,,2004872000.0,0.0,386444000.0,250216000.0,198282000.0,109297000.0,174234000.0,-669711000.0,45564000.0,29102000.0,0.09,,1148870000.0,27042000.0,7685550000.0,41609000.0,1148870000.0,,125825000.0,45564000.0,22350000.0,15886000.0,-257703000.0,-20980000.0,2913869000.0,,177041000.0,27042000.0,1371141000.0,0.7,456000.0,,-28217000.0,15886000.0,,906371000.0,-2103000.0,0.0,26496000.0,,,688000.0,147414000.0,,-65870000.0,468000.0,684000.0,950296000.0,-1968000.0,22773000.0,45523000.0,0.0,,-1559659000.0,258726000.0,,2590000.0,,386444000.0,13150000.0,43663000.0,,,,-20324000.0,38266000.0,435832000.0,730177000.0,950296000.0,1189921000.0,2026000.0,1189921000.0,405402000.0,199624000.0,0.0,1530000.0,15446000.0,125825000.0,0.0,0.0,1530000.0,-10965000.0,68180000.0,,2913869000.0,38266000.0,26571000.0,1371141000.0,,,-1160711000.0,8121382000.0,-68511000.0,-162000.0,68180000.0,68180000.0,,,,,153062000.0,0.09,-60401000.0,68180000.0,0.0,-111029000.0,,,,39003000.0,-68511000.0,325801000.0,,,-2200000.0,258791000.0,55030000.0,2749580000.0,325801000.0,,,2590000.0,,,,,,,,,,,,,,,,,
1364688000,,,,0.0,,2036929000.0,-63149000.0,,,74442000.0,-24118000.0,,118434000.0,43560000.0,54582000.0,-30629000.0,,,,1944152000.0,,,114000.0,,,,,,,0.0,,,,2771013000.0,702622000.0,1559742000.0,,,258953000.0,-615129000.0,,,119593000.0,,548000.0,,,,,,,,971911000.0,1918495000.0,205814000.0,1241530000.0,,,,0.0,394235000.0,,,,,,43992000.0,-17061000.0,0.21,,1126477000.0,,,,,,115053000.0,43992000.0,54228000.0,,-311005000.0,,,,,26832000.0,,,,,-25778000.0,74358000.0,,,-22505000.0,0.0,24821000.0,,,,,,,,,972358000.0,7145000.0,54582000.0,42789000.0,,,-1589495000.0,258823000.0,,,,,-24620000.0,20639000.0,,,,2754000.0,,,,,1181518000.0,56982000.0,,,,0.0,2820000.0,-5139000.0,,,,,-5183000.0,,,2918335000.0,36831000.0,,1358593000.0,,,,,,,43560000.0,43560000.0,,,,,,0.21,,,,,,,,37790000.0,-58101000.0,238289000.0,,,,,68180000.0,,,,,2590000.0,,,,,,,,,,,,,,,,,
1372550400,,,,0.0,,2184119000.0,50773000.0,,,238409000.0,-21968000.0,,282508000.0,78231000.0,190705000.0,37726000.0,,,,1732494000.0,,,114000.0,,,,,,,10592000.0,,,,2771120000.0,733524000.0,1585159000.0,,,259158000.0,-424424000.0,,,229640000.0,,1055000.0,,,,,,,,1189062000.0,1901611000.0,285075000.0,998970000.0,,,,0.0,394353000.0,,,,,,44099000.0,16482000.0,0.74,,911939000.0,,,,,,87031000.0,44099000.0,190791000.0,,-447246000.0,,,,,28830000.0,,,,,-23191000.0,393000.0,,,-230146000.0,0.0,22965000.0,,,,,,,,,952191000.0,-9476000.0,190705000.0,38941000.0,,,-1604135000.0,258826000.0,,,,,34671000.0,290288000.0,,,,15884000.0,,,,,1166985000.0,206675000.0,,,,0.0,766000.0,267097000.0,,,,,-2471000.0,,,2923914000.0,35395000.0,,1338755000.0,,,,,,,78231000.0,78231000.0,,,,,,0.74,,,,,,,,38149000.0,-32710000.0,332978000.0,,,,,43560000.0,,,,,2590000.0,,,,,,,,,,,,,,,,,
1380499200,,,,0.0,,2142815000.0,79757000.0,,,192776000.0,-26877000.0,,236573000.0,330316000.0,160917000.0,62798000.0,,,,1755852000.0,,,114000.0,,,,,,,0.0,,,,2790649000.0,759267000.0,1817652000.0,,,259386000.0,-263507000.0,,,224929000.0,,812000.0,,,,,,,,1351104000.0,1906242000.0,302095000.0,996585000.0,,,,0.0,411456000.0,,,,,,43797000.0,40000000.0,0.62,,912019000.0,,,,,,84566000.0,43797000.0,161024000.0,,-32000.0,,,,,25320000.0,,,,,-27324000.0,396000.0,,,-5038000.0,-5006000.0,20413000.0,,,,,,,,,911086000.0,-6332000.0,160917000.0,38831000.0,,,-1631291000.0,258826000.0,,,,,252085000.0,285789000.0,,,,5578000.0,,,,,1159358000.0,166602000.0,,,,0.0,3545000.0,258465000.0,,,,,-17804000.0,,,3109421000.0,33960000.0,,1291769000.0,,,,,,,330316000.0,330316000.0,,,,,,0.62,,,0.0,,,,,37914000.0,-32397000.0,375927000.0,,,,,78231000.0,,,,,2590000.0,,,,,,,,,,,,,,,,,
