,quarterlyInventory,quarterlyOtherIncomeExpense,annualChangeInInventory,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,trailingOtherIncomeExpense,annualCapitalStock,annualStockBasedCompensation,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,annualGrossProfit,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,trailingNetIncome,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,quarterlyOtherShortTermInvestments,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualGoodwill,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingGrossProfit,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyAccountsPayable,trailingTotalRevenue,annualEndCashPosition,annualCurrentAccruedExpenses,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyStockBasedCompensation,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualCurrentDebt,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualChangesInAccountReceivables,annualChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingCostOfRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyBasicEPS,annualBeginningCashPosition,quarterlyChangeInInventory,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingChangeInAccountPayable,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualStockholdersEquity,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1267315200,124021000.0,119000.0,45653000.0,,15261000.0,124021000.0,,,,2118000.0,,-58464000.0,105294000.0,3000000.0,-4412000.0,1393000.0,,-126000.0,1202000.0,,-60000000.0,,,,1246000.0,,3057000.0,1744000.0,82113000.0,110208000.0,177124000.0,152099000.0,54170000.0,51248000.0,30205000.0,279156000.0,105676000.0,0.0,1911000.0,1202000.0,82113000.0,,18575000.0,0.0,,,0.0,,0.0,140577000.0,0.0,7533000.0,10310000.0,-78000000.0,80105000.0,,49758000.0,185937000.0,2562000.0,177124000.0,475379000.0,834733000.0,,-66433000.0,-8574000.0,90269000.0,105000.0,146000.0,3825000.0,,110208000.0,-9000.0,,110208000.0,35005000.0,,,-7715000.0,,3057000.0,,-78133000.0,58960000.0,35005000.0,,110208000.0,67289000.0,30217000.0,-7079000.0,-9000.0,24518000.0,,152161000.0,71817000.0,,480000.0,110208000.0,250961000.0,647626000.0,,368470000.0,16664000.0,-4315000.0,,68231000.0,3000000.0,110208000.0,,,,105294000.0,140577000.0,-8574000.0,,3316000.0,359354000.0,30205000.0,188887000.0,0.0,0.0,,,145667000.0,-129000.0,,-58464000.0,,58915000.0,-419000.0,,359354000.0,20574000.0,2.38,250961000.0,468528000.0,32355000.0,,,889000.0,,109722000.0,185937000.0,83930000.0,71817000.0,67289000.0,0.0,,30921000.0,583772000.0,468528000.0,131000000.0,,102675000.0,5630000.0,109722000.0,71817000.0,,144384000.0,16664000.0,475379000.0,47657000.0,16664000.0,,188887000.0,2562000.0,2.32,47657000.0,131000000.0,448000.0,795000.0,8288000.0,795000.0,834733000.0,145667000.0,0.0,583772000.0,,,,,,,,,,,,,,,,,,,,,
1275264000,135018000.0,-331000.0,,,,,,,,2160000.0,,-59960000.0,,3000000.0,-786000.0,2196000.0,,0.0,1548000.0,,,30632000.0,,,,,,,,,,,4854000.0,-62604000.0,30944000.0,,,0.0,2355000.0,,81243000.0,,20742000.0,-69000000.0,,,,,,,,,,,,,4068000.0,,,222356000.0,536100000.0,851325000.0,,,-7147000.0,,100000.0,,4083000.0,,47604000.0,,0.59,47604000.0,,,,,,3067000.0,,,110208000.0,38663000.0,,,,,,,26985000.0,,160153000.0,,,407000.0,,245000000.0,,,,18387000.0,-69654000.0,,72427000.0,,47604000.0,,,,100817000.0,141203000.0,,,,315225000.0,,,0.0,,161000.0,,,-83000.0,,,,,,,,23233000.0,,,486915000.0,-19117000.0,31353000.0,,640000.0,,115369000.0,201557000.0,87726000.0,,58993000.0,0.0,,,606325000.0,,132791000.0,0.6,,-6110000.0,,,,,18387000.0,,49194000.0,18387000.0,,,0.0,,49194000.0,,,,,1997000.0,,144183000.0,,,,,,,,,,,,,,,,,,,,,,,
1283212800,167500000.0,164000.0,,,,,,,,2136000.0,,-61607000.0,,53000000.0,-1213000.0,-4378000.0,,-2579000.0,1006000.0,,,30632000.0,,,,,,,,,,,6925000.0,1465000.0,30949000.0,,,0.0,2210000.0,,80233000.0,,25683000.0,0.0,,,,,,,,,,,,,5712000.0,,,220356000.0,533080000.0,889703000.0,,,-8890000.0,,100000.0,,4223000.0,,49069000.0,,0.75,49069000.0,,,,,,3062000.0,,,47604000.0,48227000.0,,,,,,,27819000.0,,174823000.0,,,738000.0,,262312000.0,,,,23473000.0,-1082000.0,,80276000.0,,49069000.0,,,,168993000.0,141840000.0,,,,356623000.0,,,-1799000.0,,145000.0,,,738000.0,,,,,,,,27655000.0,,,508868000.0,-20255000.0,31230000.0,,-1301000.0,,122313000.0,201542000.0,94547000.0,,67621000.0,0.0,,,627391000.0,,79829000.0,0.766505,,-32482000.0,,,,,23473000.0,,52621000.0,23473000.0,,,739000.0,,52621000.0,,,,,1071000.0,,93319000.0,,,,,,,,,,,,,,,,,,,,,,,
1291075200,152312000.0,156000.0,,,,,,,,2081000.0,,-63400000.0,,53000000.0,-1033000.0,667000.0,,-2617000.0,1441000.0,,,30656277.0,20223000.0,,,,,,,,,,21820000.0,21554000.0,509415000.0,,,0.0,2552000.0,,78991000.0,,29615000.0,0.0,,,,,,,,,,,,,20787000.0,,,218417000.0,529638000.0,923434000.0,,,-8446000.0,,100000.0,,4109000.0,,70623000.0,,0.86,70623000.0,,,,,,3065000.0,,,49069000.0,39210000.0,,,,,,,31696000.0,,205001000.0,,,402000.0,,267491000.0,,,,27063000.0,-933000.0,,92745000.0,,70623000.0,,,,174278000.0,142391000.0,,,,393796000.0,,,0.0,,,,,402000.0,,,,,,,,31540000.0,,,535931000.0,-10210000.0,31297000.0,,337000.0,,152414000.0,201542000.0,112256000.0,,82068000.0,0.0,,,655943000.0,,79326000.0,0.882788,,15188000.0,,,,,27063000.0,,61205000.0,27063000.0,,,715000.0,,61205000.0,,,,,18447000.0,,93213000.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1298851200,217230000.0,-1573000.0,-26049000.0,,18502000.0,217230000.0,,,,3316000.0,,-65428000.0,338941000.0,124000000.0,-1597000.0,171511000.0,,-3799000.0,23216000.0,,-336240000.0,,,,350000.0,,3084000.0,2017000.0,82487000.0,28426000.0,304705000.0,87430000.0,53831000.0,-43430000.0,36639000.0,349246000.0,130823000.0,0.0,2206000.0,23216000.0,82487000.0,,26588000.0,-267240000.0,,,0.0,,1233000.0,147915000.0,0.0,-83015000.0,9693000.0,-26000000.0,102628000.0,,52234000.0,356242000.0,1594000.0,304705000.0,780073000.0,1240524000.0,,-340441000.0,-7850000.0,113905000.0,50000.0,-1584000.0,6087000.0,,27193000.0,0.0,,28426000.0,73321000.0,,,-4629000.0,,3084000.0,,169996000.0,70623000.0,73321000.0,,27193000.0,141620000.0,30669000.0,-3799000.0,,35991000.0,,237066000.0,93305000.0,,470000.0,27193000.0,554975000.0,777043000.0,,427797000.0,24382000.0,-268772000.0,,103798000.0,124000000.0,27193000.0,,,,338941000.0,147915000.0,-7850000.0,,2219000.0,460451000.0,36639000.0,235341000.0,0.0,1233000.0,,,216034000.0,23000.0,-8130000.0,-65428000.0,,-31753000.0,-1799000.0,,460451000.0,31477000.0,3.04,554975000.0,560300000.0,17829000.0,,,2543000.0,,188404000.0,356242000.0,133268000.0,93305000.0,141620000.0,0.0,,31355000.0,685549000.0,560300000.0,180481000.0,,110208000.0,-2645000.0,188404000.0,93305000.0,,82801000.0,24382000.0,780073000.0,72321000.0,24382000.0,,235341000.0,1594000.0,2.98,72321000.0,180481000.0,92000.0,0.0,9323000.0,0.0,1240524000.0,216034000.0,-23000000.0,685549000.0,,,,,,,,,,,,,,,,,,,,,
1306800000,228234000.0,143000.0,,,,,,,,3429000.0,,-67339000.0,,106200000.0,-2036000.0,-16617000.0,,-24000.0,19374000.0,,,30857000.0,,,,,,,,,,,4423000.0,-11156000.0,33859000.0,,,0.0,2763000.0,,82191000.0,,27368000.0,0.0,,,,,1177000.0,,,,,,,,2387000.0,,,300207000.0,772394000.0,1239295000.0,,,-8577000.0,,3050000.0,,7094000.0,,16037000.0,,0.78,17214000.0,,,,,,3089000.0,,,27193000.0,77545000.0,,,,,,,37891000.0,,271467000.0,,,466000.0,,528198000.0,,,,24605000.0,1038000.0,,109913000.0,,16037000.0,,4224000.0,,316689000.0,149530000.0,,,,466901000.0,,,,,,,,24661000.0,,,,,,,,30654000.0,,,584678000.0,-29374000.0,31660000.0,,1373000.0,,197761000.0,356137000.0,161554000.0,,132944000.0,0.0,,,711097000.0,,180928000.0,0.8,,-11004000.0,,,,,24605000.0,,79259000.0,24605000.0,,,1555000.0,,79259000.0,,,,,0.0,,211509000.0,-160500000.0,,,,,,,,,,,,,,,,,,,,,,
1314748800,257610000.0,-658000.0,,,,,,,,3265000.0,,-69053000.0,,108000000.0,-4943000.0,-12283000.0,,-12547000.0,25040000.0,,,31292000.0,,,,,,,,,,,24863000.0,9101000.0,14531000.0,,,4088000.0,2833000.0,,85127000.0,,26426000.0,0.0,,,,,19342000.0,,,,,,,,19920000.0,,,296196000.0,754696000.0,1283006000.0,,,-6985000.0,,50000.0,,6597000.0,,25138000.0,,0.74,44480000.0,,,,,,3158000.0,,,16037000.0,104715000.0,,,,,,,36288000.0,,277420000.0,,,697000.0,,557161000.0,,,,23593000.0,-3479000.0,,112282000.0,,25138000.0,,27170000.0,,341633000.0,154180000.0,,,,528310000.0,,,,,,,,23537000.0,,,,,,,,30349000.0,,,586457000.0,-8403000.0,31731000.0,,1741000.0,,200649000.0,356202000.0,165138000.0,,114950000.0,0.0,,,725845000.0,,175000000.0,0.75,,-29376000.0,,,,,23593000.0,,81933000.0,23593000.0,,,4859000.0,,81933000.0,,,,,0.0,,215528000.0,-344000000.0,,,,,,,,,,,,,,,,,,,,,,
1322611200,251760000.0,190000.0,,,,,,,,2958000.0,,-71342000.0,,73000000.0,-4259000.0,-31764000.0,,0.0,27222000.0,,,31592000.0,,,,,,,,,,,26887000.0,10281000.0,14185000.0,,,3563000.0,6181000.0,,86713000.0,,39060000.0,0.0,,,,,0.0,,,,,,,,22628000.0,,,291308000.0,760596000.0,1300979000.0,,,-5787000.0,,19321000.0,,7375000.0,,35419000.0,,1.04,35419000.0,,,,,,3161000.0,,,25138000.0,96648000.0,,,,,,,49393000.0,,338785000.0,,,1068000.0,,536774000.0,,,,32879000.0,15158000.0,,133182000.0,,35419000.0,,-8067000.0,,311085000.0,158055000.0,,,,540383000.0,,,0.0,,,,,32879000.0,,,,,,,,41828000.0,,,619288000.0,-16672000.0,31666000.0,,1927000.0,,229221000.0,367409000.0,205603000.0,,109308000.0,0.0,,,764205000.0,,175000000.0,1.04,,5850000.0,,,,,32879000.0,,91354000.0,32879000.0,,,13920000.0,,91354000.0,,,,,0.0,,225689000.0,-358950000.0,,,,,,,,,,,,,,,,,,,,,,
1330473600,246142000.0,-52000.0,-28912000.0,,30178000.0,246142000.0,,,,3265000.0,,-62550000.0,378889000.0,174100000.0,-4813000.0,103461000.0,,-420000.0,60576000.0,,-160000000.0,,,352000.0,22421000.0,,3168000.0,2928000.0,100690000.0,21846000.0,377150000.0,103880000.0,47707000.0,-13573000.0,16021000.0,478484000.0,169187000.0,0.0,3941000.0,60576000.0,100690000.0,,33238000.0,-160000000.0,,,0.0,,0.0,163240000.0,-733000.0,-5347000.0,12917000.0,-1322750000.0,126092000.0,,42894000.0,452350000.0,24529000.0,377150000.0,947187000.0,1435723000.0,,-152024000.0,-5589000.0,139386000.0,0.0,-377000.0,9112000.0,,21846000.0,,,21846000.0,69845000.0,,,-16051000.0,,3168000.0,,42797000.0,35419000.0,69845000.0,,21846000.0,99878000.0,31340000.0,-12991000.0,,45615000.0,,294004000.0,110374000.0,,697000.0,21846000.0,638994000.0,1181676000.0,,703192000.0,29297000.0,-164741000.0,,123107000.0,174100000.0,21846000.0,,-26803000.0,,378889000.0,163240000.0,-5589000.0,,5070000.0,488536000.0,16021000.0,339098000.0,0.0,0.0,352000.0,,260105000.0,29297000.0,-3476000.0,-62550000.0,,-45378000.0,0.0,,488536000.0,36555000.0,3.52,638994000.0,648144000.0,9071000.0,,,29000.0,,195283000.0,452350000.0,170897000.0,110374000.0,99878000.0,-733000.0,,31705000.0,796729000.0,648144000.0,175000000.0,,27193000.0,5618000.0,195283000.0,110374000.0,,87829000.0,29297000.0,947187000.0,86552000.0,29297000.0,,339098000.0,24529000.0,3.48,86552000.0,175000000.0,110374000.0,0.0,15718000.0,0.0,1435723000.0,260105000.0,-459300000.0,796729000.0,,,,,,,,,,,,,,,,,,,,,
1338422400,259989000.0,23000.0,,,,,,,,3312000.0,,-67498000.0,,161000000.0,-3368000.0,-7363000.0,,237000.0,58261000.0,,,31732256.0,,,,,,,,,,,9021000.0,-966000.0,15877000.0,,,18162000.0,4387000.0,,100830000.0,,27859000.0,,,,,,,,,,,,,,5653000.0,,,371709000.0,941328000.0,1433278000.0,,,-4464000.0,,737000.0,,9100000.0,,20880000.0,,0.739689,20880000.0,,,,,,3173000.0,,,21846000.0,72911000.0,,,,,,,31171000.0,,300211000.0,,,1602000.0,,605808000.0,,,,23472000.0,-2624000.0,,121148000.0,,20880000.0,,3066000.0,,348747000.0,168328000.0,,,,491950000.0,,,-37000.0,,498000.0,,,23472000.0,,,,,,,,31148000.0,,,671146000.0,-23177000.0,31840000.0,,-1804000.0,,188264000.0,452285000.0,179063000.0,,78616000.0,0.0,,,827470000.0,,175000000.0,0.739689,,-13742000.0,,,,,23472000.0,,90000000.0,23472000.0,,,23800000.0,,90000000.0,,,,,22817000.0,,257061000.0,-73050000.0,,,,,,,,,,,,,,,,,,,,,,
1346371200,318697000.0,31000.0,,,,,,,,3130000.0,,-70545000.0,,161000000.0,-2392000.0,1534000.0,,193000.0,57265000.0,,,31789225.0,,,,,,,,,,,1732000.0,887000.0,15660000.0,,,18309000.0,4774000.0,,99615000.0,,27742000.0,,,,,,,,,,,,,,-660000.0,,,366651000.0,934913000.0,1509062000.0,,,-4747000.0,,-737000.0,,8695000.0,,21767000.0,,0.72,21767000.0,,,,,,3179000.0,,,20880000.0,106475000.0,,,,,,,30872000.0,,287411000.0,,,1527000.0,,656702000.0,,,,22968000.0,-2379000.0,,117030000.0,,21767000.0,,33545000.0,,401088000.0,170160000.0,,,,574149000.0,,,-35000.0,,7692000.0,,,22968000.0,,,,,,,,30841000.0,,,694049000.0,-28134000.0,31846000.0,,-3427000.0,,208284000.0,452253000.0,170381000.0,,84113000.0,737000.0,,,852360000.0,,175000000.0,0.722509,,-58708000.0,,,,,22968000.0,,86189000.0,22968000.0,,,15048000.0,,86189000.0,,,,,25401000.0,,255614000.0,-55000000.0,,,,,,,,,,,,,,,,,,,,,,
1354233600,306290000.0,-16000.0,,,,,,,,3232000.0,,-72344000.0,,143400000.0,-645000.0,-18580000.0,,203000.0,53805000.0,,,31775000.0,,,,,,,,,,,13574000.0,-5645000.0,15512000.0,,,19678000.0,6085000.0,,97117000.0,,43804000.0,,,,,,,,,,,,,,12929000.0,,,361153000.0,928687000.0,1534347000.0,,,-3962000.0,,0.0,,8796000.0,,16122000.0,,1.18,16122000.0,,,,,,3175000.0,,,21767000.0,86262000.0,,,,,,,55832000.0,,374599000.0,,,1288000.0,,644080000.0,,,,37719000.0,-639000.0,,148453000.0,,16122000.0,,-20197000.0,,388627000.0,169461000.0,,,,605660000.0,,,-1687000.0,,4918000.0,,,1288000.0,,,,,,,,47052000.0,,,730210000.0,-28780000.0,31970000.0,,-5675000.0,,258124000.0,452253000.0,226146000.0,,103018000.0,0.0,,,890267000.0,,175000000.0,1.19,,12398000.0,,,,,37719000.0,,101401000.0,37719000.0,,,18035000.0,,101401000.0,,,,,0.0,,255453000.0,-87600000.0,,,,,,,,,,,,,,,,,,,,,,
1362009600,280872000.0,-3536000.0,-34625000.0,,35328000.0,280872000.0,,,,-816000.0,,-74775000.0,308665000.0,102000000.0,-8283000.0,-58228000.0,,197000.0,57991000.0,,0.0,,,0.0,0.0,,3187000.0,5913000.0,101716000.0,12842000.0,371441000.0,87558000.0,63231000.0,-3280000.0,15813000.0,518211000.0,179700000.0,16777000.0,4602000.0,57991000.0,101716000.0,,36109000.0,,,,16777000.0,,,176491000.0,737000.0,-9004000.0,8858000.0,-326750000.0,135514000.0,,54948000.0,453241000.0,17519000.0,371441000.0,928799000.0,1474004000.0,,-13925000.0,-2729000.0,148773000.0,0.0,-3498000.0,8737000.0,,12842000.0,,,12842000.0,72263000.0,,,-14688000.0,,3187000.0,,-82637000.0,16122000.0,72263000.0,,12842000.0,77292000.0,31754000.0,830000.0,,44030000.0,,326042000.0,115666000.0,,1496000.0,12842000.0,547398000.0,1288263000.0,,770052000.0,31507000.0,-8283000.0,,131580000.0,102000000.0,12842000.0,,-13907000.0,,308665000.0,176491000.0,-2729000.0,,-12061000.0,545205000.0,15813000.0,369438000.0,0.0,,0.0,,238733000.0,1496000.0,2507000.0,-74775000.0,-24624000.0,-57651000.0,-1759000.0,,545205000.0,39732000.0,3.64,547398000.0,761677000.0,22440000.0,,,-1155000.0,,219719000.0,453241000.0,194462000.0,115666000.0,77292000.0,0.0,,31936000.0,926606000.0,761677000.0,155000000.0,,21846000.0,25427000.0,219719000.0,115666000.0,,72870000.0,31507000.0,928799000.0,91848000.0,31507000.0,,369438000.0,17519000.0,3.62,91848000.0,155000000.0,-858000.0,0.0,19848000.0,0.0,1474004000.0,238733000.0,-111100000.0,926606000.0,,,,,,,,,,,,,,,,,,,,,
1369958400,288382000.0,-11965000.0,,,,,,2758000.0,,2942000.0,,-73050000.0,,59900000.0,-17000000.0,-30545000.0,,173000.0,56900000.0,,,31908000.0,,,,,,,,,,,46833000.0,-712000.0,11302000.0,,,17030000.0,3376000.0,,115806000.0,,17768000.0,,13419000.0,,,,,,,,,,,,29833000.0,,,349532000.0,921014000.0,1460561000.0,,,-2284000.0,,,,8447000.0,,12130000.0,,0.45,12130000.0,,,,,,3196000.0,,,12842000.0,86534000.0,,,,,,,29157000.0,,304516000.0,,,3378000.0,,516239000.0,,,,14392000.0,-17000000.0,,120165000.0,,12130000.0,,14275000.0,,270863000.0,188856000.0,,,,539547000.0,,,-1311000.0,,,,,-723000.0,,,,,,,,32675000.0,,,774836000.0,8760000.0,32180000.0,,-509000.0,,206021000.0,453241000.0,184351000.0,,77852000.0,0.0,,,944322000.0,,164935000.0,0.45,,-7510000.0,,,,,14392000.0,,87490000.0,14392000.0,,,17370000.0,,87490000.0,,,,,0.0,,245376000.0,-72400000.0,,,,,,,,,,,,,,,,,,,,,,
1377907200,306854000.0,56000.0,,,,,,1753000.0,,2192000.0,,-75860000.0,,120400000.0,-17578000.0,5238000.0,,673000.0,55889000.0,,,32033505.0,,,,,,,,,,,10307000.0,-2033000.0,10933000.0,,,10911000.0,4902000.0,,130450000.0,,28220000.0,,-25325000.0,,,,,,,,,,,,-7271000.0,,,343851000.0,930268000.0,1518171000.0,,,-1843000.0,,,,8442000.0,,10097000.0,,0.72,10097000.0,,,,,,3203000.0,,,12130000.0,109067000.0,,,,,,,30412000.0,,319387000.0,,,3419000.0,,547448000.0,,,,23318000.0,-17578000.0,,123255000.0,,10097000.0,,22532000.0,,360673000.0,206310000.0,,,,587903000.0,,,0.0,,,,,-688000.0,,,,,,,,30356000.0,,,798099000.0,-19851000.0,32272000.0,,-5083000.0,,231309000.0,453241000.0,196132000.0,,80347000.0,0.0,,,970723000.0,,107247000.0,0.727925,,-18472000.0,,,,,23318000.0,,92899000.0,23318000.0,,,17208000.0,,92899000.0,,,,,281049000.0,,186775000.0,-62900000.0,,,,,,,,,,,,,,,,,,,,,,
1385769600,289890000.0,13000.0,,,,,,508000.0,,2513000.0,,-74576000.0,,101800000.0,-3985000.0,-11309000.0,,421000.0,55880000.0,,,32047000.0,,,,,,,,,,,33972000.0,18678000.0,10819000.0,,,11204000.0,9369000.0,,130577000.0,,46893000.0,,-48818000.0,,,,,,,,,,,,29987000.0,,,338423000.0,925021000.0,1559020000.0,,,-1726000.0,,,,8972000.0,,28775000.0,,1.16,28775000.0,,,,,,3205000.0,,,10097000.0,93322000.0,,,,,,,58378000.0,,380730000.0,,,2403000.0,,549198000.0,,,,37524000.0,-3985000.0,,147701000.0,,28775000.0,,-15329000.0,,355162000.0,205153000.0,,,,633999000.0,,,0.0,,1261000.0,,,-466000.0,,,,,,,,49393000.0,,,835577000.0,-13822000.0,32482000.0,,-1544000.0,,279699000.0,453241000.0,233029000.0,,94771000.0,0.0,,,1009822000.0,,113609000.0,1.17,,16964000.0,,,,,37524000.0,,98308000.0,37524000.0,,,16639000.0,,98308000.0,,,,,0.0,,194036000.0,-49100000.0,,,,,,,,,,,,,,,,,,,,,,
1393545600,289255000.0,74000.0,-8383000.0,,34750000.0,289255000.0,,5266000.0,,2546000.0,,-71516000.0,329354000.0,96900000.0,-1900000.0,-19906000.0,,-2370000.0,56988000.0,,0.0,32272519.0,,,0.0,,3227000.0,31683000.0,129117000.0,70027000.0,332945000.0,154165000.0,63053000.0,41252000.0,10636000.0,516703000.0,117327000.0,7579000.0,3239000.0,56988000.0,129117000.0,,14253000.0,,66989000.0,,7579000.0,,,200633000.0,0.0,57185000.0,10193000.0,-209300000.0,107134000.0,,61153000.0,453241000.0,14509000.0,332945000.0,917826000.0,1533302000.0,,-40458000.0,-1091000.0,129149000.0,,-11822000.0,8889000.0,,70027000.0,,0.34,70027000.0,75585000.0,,,-40463000.0,,3227000.0,,-56522000.0,28775000.0,75585000.0,,70027000.0,72397000.0,32272519.0,-1103000.0,,16799000.0,,312520000.0,86248000.0,,22483000.0,70027000.0,503815000.0,1317153000.0,,800450000.0,11014000.0,-1895000.0,,125582000.0,96900000.0,70027000.0,,-17745000.0,,329354000.0,200633000.0,-1091000.0,,-10109000.0,615476000.0,10636000.0,387554000.0,0.0,,,,174461000.0,22483000.0,3733000.0,-71516000.0,6265000.0,-937000.0,-1311000.0,,615476000.0,16725000.0,2.67249,503815000.0,846490000.0,23976000.0,32444000.0,,-2973000.0,,213054000.0,453241000.0,186938000.0,86248000.0,72397000.0,0.0,,32344000.0,1029487000.0,846490000.0,95707000.0,0.341281,12842000.0,635000.0,213054000.0,86248000.0,10285000.0,113702000.0,11014000.0,917826000.0,108857000.0,11014000.0,,387554000.0,14509000.0,2.66,108857000.0,95707000.0,43732000.0,326221000.0,20886000.0,326221000.0,1533302000.0,174461000.0,-24900000.0,1029487000.0,,,,,,,,,,,,,,,,,,,,,
