,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualBasicEPS,trailingInterestExpense,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualRepaymentOfDebt,annualInterestExpense,annualTotalRevenue,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentAssets,annualGrossProfit,annualTotalNonCurrentAssets,trailingCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyRetainedEarnings,annualDilutedEPS,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualChangeInInventory,trailingNetIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualNetIncome,annualCurrentDebt,annualCostOfRevenue,annualCashDividendsPaid,trailingSaleOfInvestment,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,quarterlyGoodwill,annualGoodwill,quarterlyCostOfRevenue,trailingStockBasedCompensation,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingChangeInInventory,annualInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualCashAndCashEquivalents,annualGrossPPE,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyInterestExpense,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,trailingDilutedEPS,annualOtherIntangibleAssets
1041292800,10630000.0,,-5434000.0,22294000.0,,,451560000.0,,,,-98501000.0,1183000.0,-64836000.0,5530000.0,,206228000.0,2397000.0,,0.06,,,32649000.0,642000.0,15246000.0,-9415000.0,,,,,131754000.0,6691000.0,0.0,152934000.0,-14861000.0,1304000.0,588000.0,,4023000.0,,5840000.0,397693000.0,,,,7341000.0,109970000.0,,,,,-533000.0,7862000.0,206228000.0,33172000.0,387579000.0,,-51724000.0,,,21086000.0,196114000.0,,-7252000.0,1667000.0,,32649000.0,,-140000.0,,-196023000.0,0.06,353059000.0,175028000.0,676000.0,-863000.0,,30810000.0,-98501000.0,,-13896000.0,,21180000.0,154288000.0,,,4023000.0,4023000.0,,76798000.0,-1344000.0,,,,,-3999000.0,10630000.0,-66609000.0,816000.0,,816000.0,135235000.0,10389000.0,397693000.0,5840000.0,143750000.0,,177718000.0,,,20889000.0,,10620000.0,134000.0,,,,22948000.0,,593807000.0,,,185325000.0,16838000.0,21086000.0,80237000.0,-196023000.0,,10620000.0,20889000.0,,,,-1773000.0,143750000.0,,,591969000.0,5465000.0,193784000.0,0.0,1074000.0,,353059000.0,,152934000.0,-5434000.0,15246000.0,4294000.0,13112000.0,175028000.0,,27716000.0,152934000.0,152934000.0,17699000.0,591969000.0,,152934000.0,10878000.0,,387579000.0,67050000.0,,,,152934000.0,451560000.0,,-965000.0,,,1855000.0,0.0,-17895000.0,4611000.0,196114000.0,,,816000.0,1304000.0,593807000.0,10389000.0,,,,,,,,,,,,,,,
1049068800,,,-2072000.0,,,,438425000.0,,,,,,,,,,-1539000.0,84552000.0,,,,27806000.0,1326000.0,14576000.0,1189000.0,,,,,,3322000.0,-188000.0,141238000.0,-11025000.0,,,,,,,396065000.0,,-0.07,,,,,,,,-823000.0,5917000.0,189514000.0,,,,,,,15542000.0,,,,1467000.0,,,,955000.0,,-202260000.0,,361289000.0,174811000.0,-3539000.0,,,30753000.0,-77136000.0,,-10837000.0,,,-1236000.0,,,,,,,,,,,,612000.0,11951000.0,,-4494000.0,-0.07,-6237000.0,-11696000.0,8846000.0,,966000.0,,,1195000.0,,,,,11443000.0,217000.0,,,,24836000.0,,,,,,,,,,,,22215000.0,,,,,143750000.0,83725000.0,,,7456000.0,,-2431000.0,,,,,,,,4861000.0,,,,,141238000.0,141238000.0,152934000.0,593216000.0,,,,,396904000.0,,,,,,,,,,,2217000.0,,-10225000.0,,190353000.0,,,-6237000.0,0.0,586418000.0,,,,,,,,,,,,,,,,
1056931200,,,1065000.0,,,,474705000.0,,,,,,,,,,-723000.0,83636000.0,,,,32053000.0,738000.0,13753000.0,-3455000.0,,,,,,4064000.0,-7699000.0,121078000.0,-18370000.0,,,,,,,396548000.0,,-0.05,,,,,,,,-1533000.0,7270000.0,172706000.0,,,,,,,16455000.0,,,,2240000.0,,,,622000.0,,-206039000.0,,376204000.0,175721000.0,-3157000.0,,,32136000.0,-98501000.0,,-10671000.0,,,1125000.0,,,,,,,,,,,,-2823000.0,16055000.0,,-3779000.0,-0.05,-3779000.0,-20160000.0,9018000.0,,2702000.0,,,1125000.0,,,,,12976000.0,-193000.0,,,,24866000.0,,,,,,,,,,,,22953000.0,,,,,143750000.0,83636000.0,,,7993000.0,,0.0,,,,,,,,3909000.0,,,,,121078000.0,121078000.0,141238000.0,594341000.0,,,,,416018000.0,,,,,,,,,,,2241000.0,,-13494000.0,,192176000.0,,,-3779000.0,0.0,588724000.0,,,,,,,,,,,,,,,,
1064880000,,,6313000.0,,,,495953000.0,,,,,,,,,,-9247000.0,83954000.0,,,,23609000.0,187000.0,17043000.0,7341000.0,,,,,,-3974000.0,-4192000.0,114873000.0,-11660000.0,,,,,,,396033000.0,,-0.14,,,,,,,,-908000.0,-983000.0,162162000.0,,,,,,,18109000.0,,,,1594000.0,,,,403000.0,,-217908000.0,,397452000.0,188696000.0,-11466000.0,,,25334000.0,-98501000.0,,-7468000.0,,,4640000.0,,,,,,,,,,,,761000.0,19465000.0,,-11869000.0,-0.14,-11869000.0,-6205000.0,21806000.0,,1066000.0,,,4640000.0,,,,,13884000.0,17000.0,,,,26317000.0,,,,,,,,,,,,23140000.0,,,,,143750000.0,83954000.0,,,8264000.0,,0.0,,,,,,,,5273000.0,,,,,114873000.0,114873000.0,121078000.0,600447000.0,,,,,440676000.0,,,,,,,,,,,2236000.0,,-6707000.0,,206805000.0,,,-11869000.0,0.0,602838000.0,,,,,,,,,,,,,,,,
1072828800,18788000.0,,10292000.0,30601000.0,,,516864000.0,,,,-117133000.0,1090000.0,-42039000.0,7121000.0,,177021000.0,4274000.0,,-0.23,,,42740000.0,-1161000.0,29916000.0,-4773000.0,,,,,-42570000.0,13114000.0,1640000.0,110368000.0,-11423000.0,-270000.0,-358000.0,,-19499000.0,,6488000.0,400735000.0,,,,9181000.0,129599000.0,,,,,-295000.0,11162000.0,177021000.0,23366000.0,460099000.0,,-37786000.0,,,36404000.0,236385000.0,,302000.0,1820000.0,,42740000.0,4426000.0,-2338000.0,,-218061000.0,-0.23,399731000.0,199981000.0,49000.0,-3559000.0,,41376000.0,-117133000.0,,-13063000.0,,152939000.0,911000.0,,,-17756000.0,-19499000.0,,106233000.0,-2431000.0,,,,,5703000.0,18788000.0,-52478000.0,2386000.0,,2386000.0,-4509000.0,15378000.0,400735000.0,6488000.0,143754000.0,,1181000.0,,-2000.0,40849000.0,,14179000.0,-1739000.0,,,,30214000.0,,637120000.0,3499000.0,,5440000.0,22883000.0,36404000.0,84778261.0,-218061000.0,,14179000.0,40849000.0,,3499000.0,,-10438000.0,143754000.0,,,601323000.0,6888000.0,8141000.0,0.0,-1698000.0,,399731000.0,4426000.0,114794000.0,10292000.0,29916000.0,8840000.0,4253000.0,199981000.0,,15648000.0,114794000.0,110368000.0,114873000.0,601323000.0,,110368000.0,-7235000.0,,460099000.0,84778261.0,,,,110368000.0,516864000.0,,,,,2487000.0,-1000.0,-7360000.0,-18113000.0,236385000.0,,,2386000.0,-270000.0,637120000.0,15378000.0,,,,,,,,,,,,,,,
1080691200,,,117541000.0,,,,524988000.0,,,,,,,,,,16620000.0,85051000.0,,,,42417000.0,2343000.0,26609000.0,-13832000.0,,,,,,22898000.0,842000.0,106187000.0,-9381000.0,,,,,,,555256000.0,,0.14,,,,,,,,-1671000.0,24291000.0,179667000.0,,,,,,,28157000.0,,,,1799000.0,,,,1836000.0,,-69670000.0,,407855000.0,58790000.0,16163000.0,,,48887000.0,-117133000.0,,-10223000.0,,,-4181000.0,,,,,,,,,,,,9332000.0,11598000.0,,14327000.0,0.14,14327000.0,-4178000.0,14917000.0,,1548000.0,,,1412000.0,,,,,15850000.0,-428000.0,,,,24596000.0,,,,,,,,,,,,43873000.0,,,,,,84525000.0,,,7671000.0,,-2480000.0,,,,,,,,6278000.0,,,,,106187000.0,106187000.0,110365000.0,452357000.0,,,,,462536000.0,,,,,,,,,,,29000.0,,-891000.0,,86947000.0,,,14327000.0,-3113000.0,642203000.0,,,,,,,,,,,,,,,,
1088553600,,,118643000.0,,,,413764000.0,,,,,,,,,,11154000.0,85141000.0,,,,42082000.0,2138000.0,22454000.0,-3255000.0,,,,,,18341000.0,-11719000.0,99263000.0,-23495000.0,,,,,,,564349000.0,,0.079972,,,,,,,,600000.0,19478000.0,172516000.0,,,,,,,25613000.0,,,,2012000.0,,,,1516000.0,,-63296000.0,,413764000.0,60665000.0,10538000.0,,,45899000.0,,,-11776000.0,,,1404000.0,,,,,,,,,,,,15051000.0,21937000.0,,9022000.0,0.079972,9022000.0,-6930000.0,15326000.0,,3159000.0,,,1552000.0,,,,,15251000.0,-91000.0,,,,26421000.0,,,,,,,,,,,,45339000.0,,,,,,84648000.0,,,8324000.0,,0.0,,,,,,,,7187000.0,,,,,99263000.0,99263000.0,106187000.0,453970000.0,,,,,478111000.0,,,,,,,,,,,527000.0,,3275000.0,,86278000.0,,,9022000.0,-148000.0,650627000.0,,,,,,,,,,,,,,,,
1096502400,,,16084000.0,,,,416104000.0,,,,,,,,,,13727000.0,85278000.0,,,,41529000.0,-253000.0,26221000.0,-1929000.0,,,,,,20447000.0,-21358000.0,50506000.0,-33136000.0,,,,,,,448735000.0,,0.12,,,,,,,,-2366000.0,22064000.0,200078000.0,,,,,,,27807000.0,,,,1895000.0,,,69836000.0,874000.0,,-185785000.0,,416104000.0,210981000.0,11430000.0,,,48045000.0,,,-11778000.0,,,21801000.0,,,,,,,,,,,,13420000.0,27835000.0,,10556000.0,0.12,10556000.0,2131000.0,15886000.0,,1586000.0,,,18540000.0,,,,,17616000.0,-555000.0,,,,25981000.0,,,,,,,,,,,,51345000.0,,,,,143750000.0,84791000.0,,,8337000.0,,0.0,,,,,,,,6720000.0,,,,,120342000.0,50506000.0,99263000.0,618436000.0,,,,,487445000.0,,,,,,,,,,,1742000.0,,1642000.0,,238788000.0,,,10556000.0,3261000.0,687523000.0,,,,,,,,,,,,,,,,
1104451200,27923000.0,,15097000.0,32211000.0,,,568119000.0,,,,-141082000.0,2338000.0,-53318000.0,6864000.0,,211797000.0,16553000.0,,0.56,,,44615000.0,-1890000.0,28667000.0,-9318000.0,,,,,-23929000.0,22923000.0,-5624000.0,33005000.0,-28820000.0,-253000.0,-1846000.0,,47879000.0,,5825000.0,470226000.0,,,,8205000.0,188704000.0,,,,,-6438000.0,24433000.0,211797000.0,90113000.0,506367000.0,,-3793000.0,,,34492000.0,247938000.0,,-28334000.0,1158000.0,,44615000.0,78629000.0,-4080000.0,,-172756000.0,0.56,427037000.0,213446000.0,11529000.0,-9875000.0,,46028000.0,-141082000.0,,-19541000.0,,56934000.0,2149000.0,,,47879000.0,47879000.0,,98591000.0,-2480000.0,,,,,11722000.0,27923000.0,-94832000.0,15609000.0,,15609000.0,-14952000.0,14815000.0,470226000.0,5825000.0,141495000.0,,2402000.0,,,57136000.0,,26393000.0,-2590000.0,,,,21595000.0,,718164000.0,19763000.0,,21173000.0,26555000.0,34492000.0,85498214.0,-172756000.0,,26393000.0,57136000.0,,19763000.0,,-35890000.0,141495000.0,,,620704000.0,7880000.0,23906000.0,0.0,-3664000.0,,427037000.0,78629000.0,111634000.0,15097000.0,28667000.0,6370000.0,49525000.0,213446000.0,,84457000.0,111634000.0,33005000.0,50506000.0,620704000.0,,33005000.0,57902000.0,,506367000.0,85498214.0,,,,33005000.0,568119000.0,,-3655000.0,,,2434000.0,-5624000.0,-7819000.0,46033000.0,247938000.0,,,15609000.0,-253000.0,718164000.0,14815000.0,,,,,,,,,,,,,,,
1112227200,,,15844000.0,,,,577484000.0,,,49581000.0,,,,,,,16871000.0,86545000.0,,,,61348000.0,-319000.0,28200000.0,4644000.0,,,,,,26763000.0,2750000.0,97158000.0,37149000.0,,,,,,,482885000.0,,0.12,,,,,,,,1703000.0,30594000.0,214767000.0,,,,,,,29850000.0,,,,3749000.0,,,15255000.0,-319000.0,,-162307000.0,,436402000.0,217729000.0,10378000.0,,,62414000.0,-141082000.0,,-15182000.0,,,-1095000.0,,,,,,,,,,,,28105000.0,26343000.0,,10449000.0,0.12,10449000.0,64153000.0,18418000.0,,1650000.0,,,1447000.0,,,,,23151000.0,-4189000.0,,,,31820000.0,,,,,,,,,,,,58228000.0,,,,,141083000.0,86131000.0,,,13723000.0,,-2542000.0,,,,,,,,9892000.0,,,,,112413000.0,97158000.0,33005000.0,622167000.0,,,,,515697000.0,,,,,,,,,,,2552000.0,,12923000.0,,247579000.0,,,10449000.0,0.0,730464000.0,,,,,,,,,,,,,,,,
1120089600,,,15541000.0,,,,585271000.0,,,-14929000.0,,,,,,,11726000.0,86627000.0,,,,56407000.0,-3913000.0,21187000.0,7245000.0,,,,,,18143000.0,-637000.0,87590000.0,-29587000.0,,,,,,,496296000.0,,0.15,,,,,,,,999000.0,23485000.0,208485000.0,,,,,,,24441000.0,,,,2412000.0,,,30184000.0,-3541000.0,,-149513000.0,,444189000.0,215618000.0,9253000.0,,,54064000.0,-141082000.0,,-14021000.0,,,920000.0,,,,,,,,,,,,19103000.0,26001000.0,,12794000.0,0.15,12794000.0,-9568000.0,15115000.0,,3254000.0,,,920000.0,,,,,23690000.0,3822000.0,,,,30579000.0,,,,,,,,,,,,59177000.0,,,,,141326000.0,86220000.0,,,11759000.0,,0.0,,,,,,,,6417000.0,,,,,117774000.0,87590000.0,97158000.0,623087000.0,,,,,527870000.0,,,,,,,,,,,2102000.0,,5082000.0,,240059000.0,,,12794000.0,0.0,736355000.0,,,,,,,,,,,,,,,,
1128038400,,,20280000.0,,,,594572000.0,,,-21730000.0,,,,,,,12579000.0,87096000.0,,,,71432000.0,1235000.0,26714000.0,-6585000.0,,,,,,22710000.0,-5052000.0,65726000.0,-42467000.0,,,,,,,511071000.0,,0.02,,,,,,,,1189000.0,25673000.0,225437000.0,,,,,,,28398000.0,,,,2522000.0,,,51914000.0,1343000.0,,-147457000.0,,453490000.0,227258000.0,3400000.0,,,58608000.0,-141082000.0,,-15685000.0,,,9431000.0,,,,,,,,,,,,11150000.0,27456000.0,,2057000.0,0.02,2057000.0,-21864000.0,20615000.0,,1684000.0,,,9431000.0,,,,,22502000.0,-6413000.0,,,,32935000.0,,,,,,,,,,,,64618000.0,,,,,142025000.0,86638000.0,,,13094000.0,,0.0,,,,,,,,10131000.0,,,,,117640000.0,65726000.0,87590000.0,631067000.0,,,,,541290000.0,,,,,,,,,,,2573000.0,,-4535000.0,,255656000.0,,,2057000.0,0.0,766727000.0,,,,,,,,,,,,,,,,
1135987200,7995000.0,,21924000.0,54370000.0,,,825258000.0,,,-7913000.0,-164062000.0,-2777000.0,-70270000.0,11727000.0,,243335000.0,26209000.0,,0.42,,,90787000.0,220000.0,37793000.0,2048000.0,,,,,28150000.0,32845000.0,11112000.0,61155000.0,-31634000.0,-29000.0,-1715000.0,,36994000.0,,6052000.0,655067000.0,,,,7813000.0,246334000.0,,,,,-1341000.0,42003000.0,243335000.0,117617000.0,732734000.0,,12710000.0,,,43845000.0,321002000.0,,7352000.0,3044000.0,,90787000.0,59827000.0,554000.0,,-138697000.0,0.42,661196000.0,277157000.0,12249000.0,2550000.0,,75634000.0,-164062000.0,,-25382000.0,,33005000.0,2433000.0,,,36994000.0,36994000.0,,128717000.0,-2525000.0,,5009000.0,,,24622000.0,7995000.0,-66539000.0,11695000.0,,11695000.0,-4571000.0,25919000.0,655067000.0,6052000.0,131056000.0,,2445000.0,,,120182000.0,,23843000.0,-13374000.0,,,,33631000.0,,976069000.0,,,11689000.0,33076000.0,43845000.0,88080952.0,-138697000.0,,23843000.0,120182000.0,,,,-9451000.0,131056000.0,,,764659000.0,15794000.0,14243000.0,17000.0,-20155000.0,,661196000.0,59827000.0,120982000.0,21924000.0,37793000.0,6636000.0,82980000.0,277157000.0,,96323000.0,120982000.0,61155000.0,65726000.0,764659000.0,,61155000.0,63247000.0,,732734000.0,88080952.0,,,,61155000.0,825258000.0,,,,,586000.0,8173000.0,-760000.0,35279000.0,321002000.0,,,11695000.0,-29000.0,976069000.0,25919000.0,,,,,,,,,,,,,,,
1143763200,,,12785000.0,,,,907145000.0,,,41035000.0,,,,,,,39783000.0,108598000.0,,,,75833000.0,11702000.0,24584000.0,-22141000.0,,,,,,47634000.0,-28779000.0,75319000.0,-50969000.0,,,,,,,885738000.0,,0.35,,,,,,,,-2151000.0,56841000.0,264907000.0,,,,,,,28491000.0,,,,5544000.0,,,50811000.0,14907000.0,,-107344000.0,,743083000.0,151955000.0,52097000.0,,,90581000.0,-164062000.0,,-20975000.0,,,45456000.0,,,,,,,,,,,,19711000.0,3891000.0,,37190000.0,0.34,37190000.0,14164000.0,28496000.0,,643000.0,,,45358000.0,,,,,17173000.0,12191000.0,,,,33740000.0,,,,,,,,,,,,123459000.0,,,,,,106127000.0,,,17058000.0,,-3166000.0,,,,,,,,7851000.0,,,,,126130000.0,75319000.0,61155000.0,973116000.0,,,,,801277000.0,,,,,,,,,,,1357000.0,,-1264000.0,,180446000.0,,,37190000.0,0.0,1066184000.0,,,,,,,,,,,,,,,,
1151625600,,,12263000.0,,,,934650000.0,,,18870000.0,,,,,,,76224000.0,117817000.0,,,,107117000.0,20133000.0,28604000.0,-22302000.0,,,,,,88302000.0,9085000.0,363473000.0,-5578000.0,,,,,,,1165117000.0,,0.32,,,,,,,,-238000.0,94425000.0,552570000.0,,,,,,,50616000.0,,,,5275000.0,,,32304000.0,27418000.0,,-70252000.0,,770588000.0,146441000.0,64510000.0,,,130336000.0,-164062000.0,,-33533000.0,,,246449000.0,,,,,,,,,,,,48095000.0,3411000.0,,37092000.0,0.31,37092000.0,288154000.0,17309000.0,,14780000.0,,,257098000.0,,,,,17378000.0,-11158000.0,,,,35911000.0,,,,,,,,,,,,129132000.0,,,,,,114434000.0,,,18201000.0,,0.0,,,,,,,,12078000.0,,,,,395777000.0,363473000.0,75319000.0,1215925000.0,,,,,809604000.0,,,,,,,,,,7232000.0,217000.0,,14562000.0,,197057000.0,,,37092000.0,-14617000.0,1362174000.0,,,,,,,,,,,,,,,,
1159574400,,,12743000.0,,,,969566000.0,,,-27875000.0,,,,,,,51833000.0,123822000.0,,,,89714000.0,13274000.0,30572000.0,4435000.0,,,,,,74834000.0,4021000.0,254918000.0,-185498000.0,,,,,,,1220806000.0,,0.38,,,,,,,,-871000.0,71613000.0,551035000.0,,,,,,,44195000.0,,,,5853000.0,,,170042000.0,17032000.0,,-25049000.0,,805504000.0,148258000.0,62235000.0,,,108798000.0,-164062000.0,,-73895000.0,,,2268000.0,,,,,,,,,,,,73945000.0,31669000.0,,45203000.0,0.37,45203000.0,-108555000.0,17485000.0,,13623000.0,,,9649000.0,,,,,18249000.0,-1288000.0,,,,37185000.0,,,,,,,,,,,,130773000.0,,,,,,120386000.0,,,19780000.0,,0.0,,,,,,,,23001000.0,,,,,424960000.0,254918000.0,363473000.0,0.0,,,,,862224000.0,,,,,,,,,,,349000.0,,50000.0,,192453000.0,,,45203000.0,-149000.0,1413259000.0,,,,,,,,,,,,,,,,
1167523200,7737000.0,,3608000.0,81553000.0,,,1049946000.0,,,2004000.0,-190087000.0,81993000.0,-149185000.0,25884000.0,,622833000.0,117107000.0,,1.4,,,146940000.0,36884000.0,42538000.0,28866000.0,,,,,227420000.0,124138000.0,5923000.0,288575000.0,-57678000.0,-13415000.0,99306000.0,,161337000.0,,29397000.0,1252405000.0,,,,2902000.0,510547000.0,,,,,767000.0,143621000.0,622833000.0,363036000.0,898655000.0,,77067000.0,,,71935000.0,269083000.0,,-11142000.0,9212000.0,,146940000.0,170042000.0,39949000.0,,3015000.0,1.35,859859000.0,197148000.0,81801000.0,-2493000.0,,184296000.0,-190087000.0,,-20782000.0,,61155000.0,4406000.0,,,161337000.0,161337000.0,,147511000.0,-3166000.0,,34034000.0,,,84501000.0,7737000.0,-299723000.0,41852000.0,,41852000.0,33657000.0,27457000.0,1252405000.0,29397000.0,,,3055000.0,,,169691000.0,,17276000.0,6435000.0,,,,40675000.0,,1521488000.0,,,298579000.0,25543000.0,71935000.0,119508889.0,3015000.0,,17276000.0,169691000.0,,,,-122538000.0,,,,0.0,26514000.0,315160000.0,0.0,6180000.0,,859859000.0,170042000.0,458617000.0,3608000.0,42538000.0,-17387000.0,226252000.0,197148000.0,,307026000.0,458617000.0,288575000.0,254918000.0,0.0,,288575000.0,281483000.0,,898655000.0,115240714.0,,,,288575000.0,1049946000.0,,7461000.0,,,979000.0,-9750000.0,63719000.0,260643000.0,269083000.0,,,41852000.0,1351000.0,1521488000.0,27457000.0,,,,,,,,,,,,,,,
1175299200,,,13516000.0,,,,1104824000.0,,,171631000.0,,,,,,,41680000.0,125649000.0,,,,152646000.0,16330000.0,35594000.0,-421000.0,,,,,,53057000.0,1231000.0,427615000.0,90748000.0,,,,,,,1287516000.0,,0.21,,,,,,,,-2591000.0,63490000.0,600018000.0,,,,,,,53663000.0,,5723000.0,,9053000.0,,,,18285000.0,,23450000.0,,914737000.0,194278000.0,43207000.0,,,100730000.0,-190087000.0,,-62974000.0,,,-10663000.0,,,,,,,,,,,,56066000.0,14561000.0,,24922000.0,0.2,24922000.0,139040000.0,26922000.0,,18069000.0,,,2743000.0,,,,,19757000.0,-2996000.0,,,,37240000.0,,,,,,,,,,,,167356000.0,,,,,,121159000.0,,,21810000.0,,-13406000.0,,,,,,,,11377000.0,,,,,427615000.0,427615000.0,288575000.0,0.0,,,,,935439000.0,,,,,,,,-3265000.0,,,751000.0,,-6908000.0,,247941000.0,,,24922000.0,0.0,1535457000.0,,,,,,,,,,,,,,,,
1183161600,,,19358000.0,,,,1904715000.0,,,1881000.0,,,,,,,57341000.0,138056000.0,,,,142816000.0,5931000.0,71961000.0,11967000.0,,,,,,76728000.0,-15875000.0,495334000.0,-25242000.0,,,,,,,1820241000.0,,0.28,,,,,,,,-3417000.0,81095000.0,665444000.0,,,,,,,89729000.0,,6075000.0,,7623000.0,,,,10816000.0,,61259000.0,,1714628000.0,491181000.0,48625000.0,,,125343000.0,-190087000.0,,-106416000.0,,,1853000.0,,,,,,,,,,,,79832000.0,15317000.0,,37809000.0,0.27,37809000.0,67719000.0,32392000.0,,17768000.0,,,1853000.0,,,,,27294000.0,-6409000.0,,,,44248000.0,,,,,,,,,,,,458789000.0,,,,,,133788000.0,,,23754000.0,,0.0,,,,,,,,19387000.0,,,,,495334000.0,495334000.0,427615000.0,0.0,,,,,1745902000.0,,,,,,,,-4914000.0,,,970000.0,,-26584000.0,,580910000.0,,,37809000.0,0.0,2411346000.0,,,,,,,,,,,,,,,,
