date,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingIncome,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingOperatingExpense,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,annualRepaymentOfDebt,annualTotalRevenue,quarterlyChangeInInventory,quarterlyGrossProfit,annualInterestExpense,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualResearchAndDevelopment,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualBasicAverageShares,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,trailingNetIncome,annualChangeInInventory,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualGoodwill,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyGoodwill,annualInventory,annualCurrentLiabilities,quarterlyBasicEPS,annualRetainedEarnings,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualCapitalStock,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualAccountsPayable,annualOperatingCashFlow,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualEndCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,annualBasicEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,annualPretaxIncome,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyTotalAssets,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
2016-12-31,3099000000.0,1000000.0,4643000000.0,666000000.0,4365000000.0,,,11363000000.0,,-305000000.0,,-376000000.0,-2735000000.0,327000000,3239000000.0,,,,0.09,447000000.0,,0.0,-216000000.0,541000000.0,,15000000.0,196000000.0,-532000000.0,-65000000.0,-170000000.0,,764000000.0,,347000000.0,,2312000000.0,,285000000,-123000000.0,,-820000000.0,8386000000.0,,1572000000.0,233000000.0,1377200000.0,-338000000.0,3239000000.0,-8583000000.0,596000000.0,,3587000000.0,,11363000000.0,1361900000.0,920000000.0,14857000000.0,5962000000.0,6733000000.0,831000000.0,-4000000.0,,,1357600000.0,541000000.0,-240000000.0,-35000000.0,,89000000.0,7776000000.0,,,40000000.0,2191000000,-2735000000.0,-167000000.0,-408000000.0,28000000.0,347000000.0,319000000.0,2424000000.0,64000000.0,347000000.0,,,18000000.0,0.0,466000000.0,,124000000,666000000.0,-887000000.0,124000000,-41000000.0,2338000000.0,764000000.0,-18000000.0,5420000000.0,3000000.0,,256000000.0,,6733000000.0,116000000.0,955000000.0,-180000000.0,1630000000.0,6678000000.0,1472000000.0,18096000000.0,619000000.0,-206000000.0,2312000000.0,815000000.0,6678000000.0,955000000.0,3587000000.0,0.09,-8583000000.0,1472000000.0,18000000.0,-132000000.0,,19000000.0,5420000000.0,,1245000000.0,111000000.0,,5883000000.0,5883000000.0,1000000.0,1630000000.0,,,-909000000.0,196000000.0,,447000000.0,972000000.0,0.25,7776000000.0,,955000000.0,196000000.0,237000000.0,196000000.0,19000000.0,196000000.0,,1319000000.0,1381200000.0,,,4365000000.0,0.0,,,0.26,64000000.0,196000000.0,-42000000.0,58000000.0,2338000000.0,177000000.0,299000000.0,124000000,,,18096000000.0,,14857000000.0,-30000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,-46000000.0,,,4446000000.0,,,10890000000.0,,,,,,321000000,,,,,0.21,376000000.0,,,,405000000.0,,0.0,156000000.0,-140000000.0,,,,,,,,,,505000000,,,,,,1510000000.0,,,,3026000000.0,-8215000000.0,,,3490000000.0,,,1365400000.0,,,,7053000000.0,794000000.0,,,,,,-985000000.0,15000000.0,,305000000.0,7400000000.0,,,,2160000000,-2794000000.0,-112000000.0,,-15000000.0,,,,,,,,,,114000000.0,,290000000,842000000.0,,290000000,-40000000.0,1872000000.0,811000000.0,,,33000000.0,,235000000.0,,,,971000000.0,41000000.0,1652000000.0,,1429000000.0,,650000000.0,,2298000000.0,,6680000000.0,,,0.21,,,19000000.0,,,,5509000000.0,,1189000000.0,,,5743000000.0,,,,,,,,,,,,,,,156000000.0,196000000.0,156000000.0,16000000.0,,,,1390200000.0,,,,,,,,5000000.0,,-28000000.0,57000000.0,,,2000000.0,290000000,,,17943000000.0,,14917000000.0,-18000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,-53000000.0,,,4521000000.0,,,11147000000.0,,,,,,407000000,,,,,0.11,376000000.0,,,,485000000.0,,-392000000.0,195000000.0,-479000000.0,,,,,,,,,,291000000,,,,,,1625000000.0,,,,3222000000.0,-8068000000.0,,,4300000000.0,,,1369800000.0,,,,7235000000.0,815000000.0,,,,,,-1831000000.0,-55000000.0,,91000000.0,6847000000.0,,,,2257000000,-2870000000.0,-68000000.0,,332000000.0,,,,,,,,,,185000000.0,,146000000,717000000.0,,146000000,39000000.0,1972000000.0,668000000.0,,,11000000.0,,244000000.0,,,,1023000000.0,-258000000.0,1651000000.0,,1444000000.0,,632000000.0,,2238000000.0,,6871000000.0,,,0.11,,,58000000.0,,,,4817000000.0,,1218000000.0,,,5921000000.0,,,,,,,,,,,,,,,195000000.0,156000000.0,195000000.0,16000000.0,,,,1391100000.0,,,,,,,,1018000000.0,,-19000000.0,58000000.0,,,117000000.0,146000000,,,18382000000.0,,15160000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,-51000000.0,,,4585000000.0,,,11048000000.0,,,,,,376000000,,,,,0.2,371000000.0,,,,645000000.0,,0.0,210000000.0,-102000000.0,,,,,,,,,,505000000,,,,,,1585000000.0,,,0.0,3478000000.0,-7785000000.0,,,4828000000.0,,,1372000000.0,,,,7588000000.0,800000000.0,,,,,,-400000000.0,26000000.0,,309000000.0,6220000000.0,,,,2222000000,-2907000000.0,-60000000.0,,-139000000.0,,,,,,,,,,255000000.0,,283000000,815000000.0,,283000000,15000000.0,1738000000.0,640000000.0,,,35000000.0,,254000000.0,,,,1077000000.0,-10000000.0,1678000000.0,,1470000000.0,,637000000.0,,2551000000.0,,6882000000.0,,,0.21,,,66000000.0,,,,4416000000.0,,1209000000.0,,,5783000000.0,,,,,,,,,,,,,,,210000000.0,195000000.0,210000000.0,16000000.0,,,,1394100000.0,,,,,,,,1266000000.0,,-42000000.0,57000000.0,,,195000000.0,283000000,,,18636000000.0,,15158000000.0,-12000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,3294000000.0,-59000000.0,4924000000.0,688000000.0,4625000000.0,,,12030000000.0,,245000000.0,,-319000000.0,-2928000000.0,425000000,3822000000.0,,,,-0.45,530000000.0,,,-30000000.0,942000000.0,,0.0,1017000000.0,-289000000.0,-33000000.0,828000000.0,,867000000.0,,104000000.0,,1280000000.0,,425000000,530000000.0,,-3216000000.0,9048000000.0,,1735000000.0,229000000.0,1392700000.0,-168000000.0,3822000000.0,-8390000000.0,1107000000.0,,5654000000.0,,12030000000.0,1373300000.0,997000000.0,15220000000.0,6455000000.0,7012000000.0,886000000.0,66000000.0,,,1370100000.0,942000000.0,0.0,842000000.0,,227000000.0,6376000000.0,,,-107000000.0,2408000000,-2928000000.0,-79000000.0,-560000000.0,-68000000.0,105000000.0,487000000.0,2593000000.0,1801000000.0,104000000.0,,,191000000.0,0.0,872000000.0,,-615000000,688000000.0,-1010000000.0,-615000000,516000000.0,526000000.0,867000000.0,-56000000.0,3814000000.0,6000000.0,,264000000.0,,7012000000.0,127000000.0,1078000000.0,-143000000.0,1697000000.0,6998000000.0,1548000000.0,19042000000.0,673000000.0,110000000.0,1280000000.0,844000000.0,6998000000.0,1078000000.0,5654000000.0,-0.45,-8390000000.0,1548000000.0,191000000.0,-131000000.0,,16000000.0,3814000000.0,,1310000000.0,85000000.0,,5837000000.0,5837000000.0,-59000000.0,1697000000.0,,,-370000000.0,188000000.0,,530000000.0,1426000000.0,0.08,6376000000.0,,1727000000.0,188000000.0,210000000.0,188000000.0,16000000.0,1017000000.0,,1531000000.0,1373300000.0,,,4625000000.0,,,,0.08,1801000000.0,188000000.0,-42000000.0,56000000.0,526000000.0,933000000.0,793000000.0,-615000000,,,19042000000.0,,15220000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,-128000000.0,,,4696000000.0,,,12172000000.0,,,,,,427000000,,,,,0.21,404000000.0,,,,1050000000.0,,-1000000.0,1168000000.0,-173000000.0,,,,,,,,,,525000000,,,,,,1707000000.0,,,-9000000.0,4080000000.0,-8326000000.0,,,4988000000.0,,,1376500000.0,,,,7030000000.0,860000000.0,,,,,,-918000000.0,26000000.0,,323000000.0,7184000000.0,,,,2379000000,-2996000000.0,-60000000.0,,130000000.0,,,,,,,,,,193000000.0,,297000000,725000000.0,,298000000,151000000.0,786000000.0,1174000000.0,,,38000000.0,,261000000.0,,,,1113000000.0,-42000000.0,1700000000.0,,1580000000.0,,672000000.0,,1193000000.0,,6984000000.0,,,0.22,,,128000000.0,,,,4802000000.0,,1280000000.0,,,5714000000.0,,,,,,,,,,,,,,,287000000.0,1017000000.0,287000000.0,16000000.0,,,,1396800000.0,,,,,,,,962000000.0,,-103000000.0,61000000.0,,,133000000.0,298000000,,,19202000000.0,,15123000000.0,-50000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,-16000000.0,,,4710000000.0,,,11871000000.0,,,,,,426000000,,,,,0.4,403000000.0,,,,1001000000.0,,,994000000.0,-491000000.0,,,,,,,,,,551000000,,,,,,1751000000.0,,,-409000000.0,3929000000.0,-7770000000.0,,,4753000000.0,,,1380500000.0,,,,7744000000.0,886000000.0,,,,,,-253000000.0,-209000000.0,,347000000.0,7118000000.0,,,,2490000000,-2995000000.0,-74000000.0,,725000000.0,,,,,,,,,,-403000000.0,,556000000,796000000.0,,555000000,-174000000.0,717000000.0,398000000.0,,,15000000.0,,275000000.0,,,,1087000000.0,-23000000.0,1715000000.0,,1587000000.0,,739000000.0,,1224000000.0,,7242000000.0,,,0.4,,,364000000.0,,,,4800000000.0,,1325000000.0,,,5935000000.0,,,,,,,,,,,,,,,208000000.0,1168000000.0,208000000.0,16000000.0,,,,1398900000.0,,,,,,,,1685000000.0,,-9000000.0,57000000.0,,,-477000000.0,555000000,,,19615000000.0,,15688000000.0,-6000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,25000000.0,,,4726000000.0,,,12090000000.0,,,,,,397000000,,,,,0.31,453000000.0,,,,1046000000.0,,,980000000.0,-662000000.0,,,,,,,,,,662000000,,,,,,1721000000.0,,,-550000000.0,3971000000.0,-7339000000.0,,,5082000000.0,,,1382800000.0,,,,8289000000.0,870000000.0,,,,,,-403000000.0,24000000.0,,456000000.0,7008000000.0,,,,2393000000,-2996000000.0,-76000000.0,,152000000.0,,,,,,,,,,501000000.0,,432000000,794000000.0,,432000000,-14000000.0,711000000.0,340000000.0,,,41000000.0,,289000000.0,,,,1134000000.0,118000000.0,1730000000.0,,1580000000.0,,672000000.0,,1419000000.0,,7588000000.0,,,0.31,,,428000000.0,,,,4799000000.0,,1324000000.0,,,6297000000.0,,,,,,,,,,,,,,,168000000.0,994000000.0,168000000.0,16000000.0,,,,1403900000.0,,,,,,,,1820000000.0,,-36000000.0,58000000.0,,,425000000.0,432000000,,,20379000000.0,,16409000000.0,-12000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,3569000000.0,33000000.0,5351000000.0,932000000.0,4740000000.0,,,12273000000.0,,-87000000.0,,-316000000.0,-2958000000.0,411000000,4003000000.0,,,,0.27,349000000.0,,,-110000000.0,922000000.0,,,829000000.0,-595000000.0,-18000000.0,-249000000.0,,411000000.0,,1671000000.0,,1535000000.0,,522000000,-188000000.0,,-1171000000.0,9823000000.0,,1832000000.0,241000000.0,1401400000.0,-480000000.0,4003000000.0,-6953000000.0,-6000000.0,,5260000000.0,,12273000000.0,1384200000.0,1113000000.0,16997000000.0,7010000000.0,8726000000.0,953000000.0,-2160000000.0,,,1381000000.0,922000000.0,403000000.0,-90000000.0,,296000000.0,7013000000.0,,,-83000000.0,2561000000,-2958000000.0,-106000000.0,-1448000000.0,424000000.0,1671000000.0,1017000000.0,2813000000.0,2253000000.0,1671000000.0,,,328000000.0,,19000000.0,,386000000,932000000.0,-1921000000.0,386000000,-151000000.0,717000000.0,411000000.0,-28000000.0,4797000000.0,7000000.0,,288000000.0,,8726000000.0,140000000.0,1166000000.0,-51000000.0,1782000000.0,7911000000.0,1608000000.0,20999000000.0,729000000.0,1431000000.0,1535000000.0,894000000.0,7911000000.0,1166000000.0,5260000000.0,0.28,-6953000000.0,1608000000.0,328000000.0,-172000000.0,,16000000.0,4797000000.0,,1421000000.0,101000000.0,,6372000000.0,6372000000.0,33000000.0,1782000000.0,,,3000000.0,146000000.0,,349000000.0,310000000.0,1.19,7013000000.0,,2262000000.0,146000000.0,980000000.0,146000000.0,16000000.0,829000000.0,,1659000000.0,1406200000.0,,,4740000000.0,1000000.0,,,1.21,2253000000.0,146000000.0,-24000000.0,64000000.0,717000000.0,1422000000.0,-87000000.0,386000000,,,20999000000.0,,16997000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,87000000.0,,,4776000000.0,,,14569000000.0,,,,,,438000000,,,,,0.3,498000000.0,,,,3083000000.0,,,2896000000.0,-410000000.0,,,,,,,,,,726000000,,,,,,1763000000.0,,,-321000000.0,6234000000.0,-6528000000.0,,,4479000000.0,,,1387700000.0,,,,9233000000.0,869000000.0,,,,,,-2472000000.0,33000000.0,,457000000.0,10090000000.0,,,,2493000000,-2994000000.0,-63000000.0,,2127000000.0,,,,,,,,,,350000000.0,,424000000,1158000000.0,,424000000,2067000000.0,904000000.0,380000000.0,,,53000000.0,,280000000.0,,,,1228000000.0,128000000.0,1782000000.0,,1621000000.0,,730000000.0,,1436000000.0,,8179000000.0,,,0.31,,,441000000.0,,,,7584000000.0,,1325000000.0,,,6448000000.0,,,,,,,,,,,,,,,139000000.0,829000000.0,139000000.0,16000000.0,,,,1408400000.0,,,,,,,,1638000000.0,,-28000000.0,109000000.0,,,287000000.0,424000000,,,23802000000.0,,17567000000.0,-7000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,78000000.0,,,4860000000.0,,,14884000000.0,,,,,,447000000,,,,,0.11,524000000.0,,,,3024000000.0,,,2823000000.0,-620000000.0,,,,,,,,,,395000000,,,,,,1873000000.0,,,-442000000.0,6334000000.0,-6375000000.0,,,4850000000.0,,,1391000000.0,,,,9425000000.0,968000000.0,,,,,,0.0,-9000000.0,,145000000.0,10034000000.0,,,,2631000000,-3040000000.0,-91000000.0,,257000000.0,,,,,,,,,,292000000.0,,154000000,1217000000.0,,154000000,-73000000.0,916000000.0,446000000.0,,,10000000.0,,280000000.0,,,,1300000000.0,-213000000.0,1820000000.0,,1712000000.0,,758000000.0,,1461000000.0,,8451000000.0,,,0.11,,,416000000.0,,,,7585000000.0,,1426000000.0,,,6486000000.0,,,,,,,,,,,,,,,123000000.0,2896000000.0,123000000.0,16000000.0,,,,1408600000.0,,,,,,,,1949000000.0,,-87000000.0,89000000.0,,,201000000.0,154000000,,,24309000000.0,,17974000000.0,-58000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,138000000.0,,,4997000000.0,,,17057000000.0,,,,,,419000000,,,,,0.09,512000000.0,,,,1019000000.0,,,676000000.0,-3962000000.0,,,,,,,,,,364000000,,,,,,1930000000.0,,,-3619000000.0,4847000000.0,-6249000000.0,,,4254000000.0,,,1393100000.0,,,,9699000000.0,1012000000.0,,,,,,13000000.0,-35000000.0,,91000000.0,12803000000.0,,,,2707000000,-3055000000.0,-121000000.0,,1314000000.0,,,,,,,,,,502000000.0,,126000000,1879000000.0,,126000000,-2147000000.0,1227000000.0,514000000.0,,,50000000.0,,306000000.0,,,,1566000000.0,-233000000.0,1942000000.0,,1796000000.0,,777000000.0,,1603000000.0,,10015000000.0,,,0.09,,,807000000.0,,,,9584000000.0,,1511000000.0,,,8075000000.0,,,,,,,,,,,,,,,277000000.0,2823000000.0,277000000.0,16000000.0,,,,1412200000.0,,,,,,,,1297000000.0,,-316000000.0,95000000.0,,,381000000.0,126000000,,,26756000000.0,,21911000000.0,-71000000.0,,,,,,,,,,,,,,,,,,,,,,,,
