,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyGoodwill,trailingCommonStockIssuance,trailingPretaxIncome,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualCurrentDeferredRevenue,annualTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualDilutedEPS,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,trailingPurchaseOfInvestment,annualLongTermDebt,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualBasicAverageShares,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyEndCashPosition,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetPPE,annualOperatingCashFlow,annualOtherIntangibleAssets,annualNetIncomeCommonStockholders,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualTotalNonCurrentAssets,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,annualPurchaseOfInvestment,quarterlyNetPPE,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
1427760000,,8471000000.0,,,,,-209000000.0,,-6332000000.0,,1135000000.0,,,2023000000.0,386000000.0,,1693000000.0,,,,,,,12537000000.0,,,7637000000.0,52.01,,,,10514000000.0,,,,,,,,,,,,1480000000.0,,-3000000.0,,9606000000.0,,574000000.0,,,,,,,,-32000000.0,727000000.0,,,,,7637000000.0,7669000000.0,144667551.0,6991000000.0,-1024000000.0,1286000000.0,,,1555000000.0,,7907000000.0,,12000000.0,,,759000000.0,,186000000.0,,,526000000.0,,,,,,1000000.0,2806000000.0,,,-958000000.0,609000000.0,7861000000.0,52.79,535000000.0,,,,,1806000000.0,,37000000.0,,,,-94000000.0,,-1278000000.0,,419000000.0,,,,,,,,,1555000000.0,1555000000.0,238000000.0,,71000000.0,,,242000000.0,,,,,,,,,,,2000000.0,1253000000.0,-109000000.0,,8916000000.0,,146837147.0,,-100000000.0,-118000000.0,,192000000.0,,,,,,,,,7638000000.0,,1064000000.0,,,,192000000.0,,0.0,,,-1251000000.0,,,,,-27000000.0,8201000000.0,,,,,,,,,,,,,,,,,,,,
1435622400,,8245000000.0,,,,,76000000.0,,-6317000000.0,,1250000000.0,,,2022000000.0,305000000.0,,1693000000.0,,,,,,,12503000000.0,,,15000000.0,0.1,,,,10481000000.0,,,,,,,,,,,,1443000000.0,,,,9495000000.0,,547000000.0,,,,,,,,-9000000.0,656000000.0,,,,,15000000.0,50000000.0,150000000.0,6802000000.0,-150000000.0,1268000000.0,,,1579000000.0,,-17000000.0,,14000000.0,,,778000000.0,,179000000.0,,,485000000.0,,,,,,1000000.0,1555000000.0,,,0.0,586000000.0,46000000.0,0.1,446000000.0,,,,,1832000000.0,,-26000000.0,,,,-164000000.0,,-1345000000.0,,376000000.0,,,,,,,,,1579000000.0,1579000000.0,147000000.0,,222000000.0,,,182000000.0,,,,,,,,,,,2000000.0,1141000000.0,203000000.0,,9000000000.0,,150000000.0,,-127000000.0,-29000000.0,,210000000.0,,,,,,,,,7655000000.0,,1028000000.0,,,,-4000000.0,,0.0,,,24000000.0,,,,,-11000000.0,289000000.0,,,,,,,,,,,,,,,,,,,,
1443571200,,8175000000.0,,,,,91000000.0,,-7106000000.0,,2218000000.0,,,2219000000.0,336000000.0,,1696000000.0,,,,,,,12652000000.0,,,-791000000.0,-5.44,,,,10433000000.0,,,,,,,,,,,,0.0,,,,10393000000.0,,66000000.0,,,,,,,,1000000.0,647000000.0,,,,,-791000000.0,-756000000.0,145000000.0,6788000000.0,-52000000.0,1208000000.0,,,1609000000.0,,-935000000.0,,14000000.0,,,1812000000.0,,208000000.0,,,494000000.0,,,,,,1000000.0,1579000000.0,,,0.0,565000000.0,-943000000.0,-5.44,508000000.0,,,,,1052000000.0,,11000000.0,,,,-133000000.0,,-1427000000.0,,0.0,,,,,,,,,1609000000.0,1609000000.0,147000000.0,,189000000.0,,,192000000.0,,,,,,,,,,,1000000.0,1141000000.0,149000000.0,,9057000000.0,,145000000.0,,-58000000.0,-67000000.0,,139000000.0,,,,,,,,,7630000000.0,,0.0,,,,-187000000.0,,0.0,,,30000000.0,,,,,-16000000.0,-698000000.0,,,,,,,,,,,,,,,,,,,,
1451520000,9962000000.0,7956000000.0,147044213.0,739000000.0,,-237000000.0,-195000000.0,574000000.0,-7184000000.0,-24000000.0,2006000000.0,1000000.0,-7184000000.0,1771000000.0,328000000.0,,1696000000.0,,,1338000000.0,187000000.0,-55000000.0,,12195000000.0,76000000.0,12195000000.0,-76000000.0,-0.54,40.26,6004000000.0,,10424000000.0,374000000.0,,2042000000.0,,6777000000.0,5920000000.0,,179000000.0,,144814090.0,,1179000000.0,,0.0,,9962000000.0,-65000000.0,587000000.0,,,29000000.0,,39000000.0,987000000.0,,-3000000.0,628000000.0,1338000000.0,403000000.0,,1419000000.0,-76000000.0,-39000000.0,140740741.0,6777000000.0,-107000000.0,991000000.0,193000000.0,,1338000000.0,1771000000.0,-48000000.0,,21000000.0,-42000000.0,7956000000.0,1419000000.0,2006000000.0,193000000.0,,587000000.0,491000000.0,7598000000.0,113000000.0,543000000.0,5920000000.0,,1000000.0,1609000000.0,-450000000.0,7089000000.0,0.0,543000000.0,-95000000.0,-0.54,523000000.0,1179000000.0,76000000.0,,,987000000.0,-1468000000.0,-46000000.0,1338000000.0,1819000000.0,,-59000000.0,-248000000.0,-1505000000.0,,374000000.0,2806000000.0,9103000000.0,4000000.0,6114000000.0,,10424000000.0,,,1338000000.0,1338000000.0,152000000.0,1309000000.0,187000000.0,,,179000000.0,,,,991000000.0,-958000000.0,2038000000.0,,,,40.88,1000000.0,1119000000.0,-130000000.0,-350000000.0,9103000000.0,,140740741.0,6059000000.0,-65000000.0,-34000000.0,1000000.0,105000000.0,,-1333000000.0,,684000000.0,,1696000000.0,123000000.0,-30000000.0,7598000000.0,,1819000000.0,4654000000.0,-58000000.0,1000000.0,-56000000.0,,,,,-271000000.0,-1505000000.0,-43000000.0,2612000000.0,21000000.0,-11000000.0,162000000.0,-130000000.0,,,,,,,,,,,,,,,,,,,
1459382400,,7978000000.0,,,,,67000000.0,,-7492000000.0,,2216000000.0,,,1894000000.0,331000000.0,,1696000000.0,,,,,,,12140000000.0,,,-308000000.0,-2.12,,,,10246000000.0,,,,,,,,,,,,0.0,,-3000000.0,,10194000000.0,,8000000.0,,,,,,,,-3000000.0,667000000.0,,,,,-308000000.0,-274000000.0,145000000.0,6770000000.0,69000000.0,997000000.0,,,1444000000.0,,-237000000.0,,18000000.0,,,1884000000.0,,201000000.0,,,501000000.0,,,,,,1000000.0,1338000000.0,,,0.0,521000000.0,-234000000.0,-2.12,513000000.0,,,,,673000000.0,,102000000.0,,,,-104000000.0,,-1601000000.0,,0.0,,,20000000.0,,,,,,1444000000.0,1444000000.0,151000000.0,,150000000.0,,,166000000.0,,,,,,,,,,,1000000.0,1168000000.0,117000000.0,,9161000000.0,,145000000.0,,-50000000.0,-80000000.0,,154000000.0,,,,,,,,,7560000000.0,,0.0,,,,40000000.0,,,,,106000000.0,,,,,-28000000.0,36000000.0,,,,,,,,,,,,,,,,,,,,
1467244800,,8032000000.0,,,,,193000000.0,,-9570000000.0,,4181000000.0,,,1948000000.0,385000000.0,,1696000000.0,,,,,,,12117000000.0,,,-2077000000.0,-14.25,,,,10169000000.0,,,,,,,,,,,,1269000000.0,,-5000000.0,,12213000000.0,,462000000.0,,,,,,,,-8000000.0,720000000.0,,,,,-2077000000.0,-2043000000.0,145754386.0,6763000000.0,-53000000.0,1004000000.0,,,1525000000.0,,-2026000000.0,,16000000.0,,,3170000000.0,,200000000.0,,,510000000.0,,,,,,1000000.0,1444000000.0,,,0.0,500000000.0,-2012000000.0,-14.25,556000000.0,,,,,-1394000000.0,,4000000.0,,,,-117000000.0,,-1685000000.0,,367000000.0,,,4000000.0,,,,,,1525000000.0,1525000000.0,150000000.0,,71000000.0,,,165000000.0,,,,,,,,,,,1000000.0,1230000000.0,249000000.0,,9196000000.0,,145754386.0,,-56000000.0,-115000000.0,,164000000.0,,,,,,,,,7511000000.0,,940000000.0,,,,31000000.0,,,,,81000000.0,,,,,-15000000.0,-1753000000.0,,,,,,,,,,,,,,,,,,,,
1475193600,,8589000000.0,,,,,204000000.0,,-10213000000.0,,7733000000.0,,,5399000000.0,402000000.0,,1608000000.0,,,,,,,15351000000.0,,,-643000000.0,-4.38,,,,9952000000.0,,,,,,,,,,,,0.0,,-7000000.0,,16322000000.0,,5000000.0,,,,,,,,-490000000.0,544000000.0,,,,,-643000000.0,-3288000000.0,147000000.0,6755000000.0,977000000.0,1749000000.0,,,1669000000.0,,-3070000000.0,,16000000.0,,,7215000000.0,,140000000.0,,,442000000.0,,,,,,1000000.0,1525000000.0,,,,449000000.0,-3261000000.0,-4.38,588000000.0,,,,,-2639000000.0,,-3505000000.0,,,,-34000000.0,,-1765000000.0,,0.0,,,146000000.0,,,,,,1669000000.0,1669000000.0,147000000.0,,51000000.0,,,158000000.0,,,85000000.0,,,,,,,,1000000.0,986000000.0,245000000.0,,9221000000.0,,147000000.0,,-41000000.0,-1090000000.0,,-44000000.0,,,,,,,,,7456000000.0,,0.0,,,,27000000.0,,,,,255000000.0,,,,,-566000000.0,-3003000000.0,,,,,,,,,,,,,,,,,,,,
1483142400,16312000000.0,8564000000.0,146210569.0,5717000000.0,0.0,256000000.0,-208000000.0,257000000.0,-10753000000.0,-56000000.0,7748000000.0,-1000000.0,-10753000000.0,4988000000.0,238000000.0,,1608000000.0,,,4631000000.0,89000000.0,27000000.0,,14894000000.0,87000000.0,14894000000.0,-541000000.0,-3.68,-24.41,-6100000000.0,,9906000000.0,362000000.0,,1760000000.0,,6749000000.0,-3569000000.0,,215000000.0,,146210569.0,,1815000000.0,,-8000000.0,,16312000000.0,-1126000000.0,5000000.0,,,178000000.0,,38000000.0,-3177000000.0,,242000000.0,510000000.0,1513000000.0,439000000.0,,6601000000.0,-541000000.0,-464000000.0,147010870.0,6749000000.0,3265000000.0,1722000000.0,160000000.0,,4631000000.0,4988000000.0,-425000000.0,,20000000.0,39000000.0,8564000000.0,6601000000.0,7748000000.0,160000000.0,,5000000.0,439000000.0,7446000000.0,476000000.0,433000000.0,-3569000000.0,,1000000.0,1669000000.0,-268000000.0,-5062000000.0,,433000000.0,-474000000.0,-3.68,408000000.0,1815000000.0,87000000.0,,,-3177000000.0,3237000000.0,3343000000.0,1513000000.0,1058000000.0,,-13000000.0,-1533000000.0,-1688000000.0,,362000000.0,1394000000.0,9134000000.0,8000000.0,-5758000000.0,,9906000000.0,,,1513000000.0,1513000000.0,151000000.0,1166000000.0,89000000.0,,,215000000.0,,,,1722000000.0,0.0,1860000000.0,,,,-24.41,-1000000.0,949000000.0,-135000000.0,-220000000.0,9134000000.0,,147010870.0,-6127000000.0,-73000000.0,-248000000.0,-11000000.0,102000000.0,,4258000000.0,,599000000.0,,1608000000.0,228000000.0,-23000000.0,7446000000.0,,1058000000.0,3877000000.0,-22000000.0,1000000.0,-10000000.0,,,,,2795000000.0,-1688000000.0,-259000000.0,2117000000.0,20000000.0,-517000000.0,-211000000.0,2000000.0,,,,,,,,,,,,,,,,,,,
1490918400,,8630000000.0,,,,,53000000.0,,-11300000000.0,,8108000000.0,,,4842000000.0,234000000.0,,1608000000.0,,,,,,,14812000000.0,,,-546000000.0,-3.71,,,,9970000000.0,,,,,,,,,,,,0.0,,-6000000.0,,16738000000.0,,105000000.0,,,,,,,,-19000000.0,524000000.0,,,,,-546000000.0,-524000000.0,147000000.0,6743000000.0,-83000000.0,1794000000.0,,,4600000000.0,,-463000000.0,,17000000.0,,,7807000000.0,,159000000.0,,,439000000.0,,,,,,1000000.0,4631000000.0,,,-10000000.0,417000000.0,-452000000.0,-3.71,366000000.0,,,,,-3722000000.0,,0.0,,,,-54000000.0,,-1770000000.0,,0.0,,,5000000.0,,,,,,1454000000.0,1454000000.0,147000000.0,,46000000.0,,,188000000.0,,,,,,,,,,,-1000000.0,963000000.0,125000000.0,,9199000000.0,,147000000.0,,-72000000.0,-73000000.0,,158000000.0,,,,,,,,,7429000000.0,,0.0,,,,72000000.0,,,,,-31000000.0,,,,,0.0,-203000000.0,,,,,,,,,,,,,,,,,,,,
1498780800,,8662000000.0,,,,,3000000.0,,-12741000000.0,,9488000000.0,,,4858000000.0,251000000.0,,1608000000.0,,,,,,,14793000000.0,,,-1442000000.0,-9.68,,,,9935000000.0,,,,,,,,,,,,0.0,,-12000000.0,,18150000000.0,,104000000.0,,,,,,,,-21000000.0,562000000.0,,,,,-1442000000.0,-1426000000.0,149000000.0,6744000000.0,-73000000.0,1825000000.0,,,4592000000.0,,-1410000000.0,,15000000.0,,,9197000000.0,,158000000.0,,,440000000.0,,,,,,1000000.0,4600000000.0,,,,400000000.0,-1395000000.0,-9.68,405000000.0,,,,,-5155000000.0,,0.0,,,,-294000000.0,,-1858000000.0,,0.0,,,21000000.0,,,,,,1515000000.0,1515000000.0,142000000.0,,48000000.0,,,187000000.0,,,,,,,,,,,-1000000.0,1002000000.0,95000000.0,,9289000000.0,,149000000.0,,-92000000.0,-30000000.0,,157000000.0,,,,,,,,,7431000000.0,,0.0,,,,31000000.0,,,,,-8000000.0,,,,,0.0,-1157000000.0,,,,,,,,,,,,,,,,,,,,
1506729600,,8331000000.0,,,,,-18000000.0,,-5617000000.0,,9837000000.0,,,4738000000.0,247000000.0,,1608000000.0,,,,,,,14353000000.0,,,-468000000.0,-3.14,,,,9615000000.0,,,,,,,,,,,,1893000000.0,,-3000000.0,,18168000000.0,,522000000.0,,,,,,,,-77000000.0,558000000.0,,,,,-468000000.0,-460000000.0,375274944.0,6438000000.0,-139000000.0,1808000000.0,,,4414000000.0,,-446000000.0,,14000000.0,,,8776000000.0,,161000000.0,,,428000000.0,,,,,,1000000.0,4592000000.0,,,,362000000.0,-480000000.0,-3.14,472000000.0,,,,,-5617000000.0,,-57000000.0,,,,-325000000.0,,-1902000000.0,,425000000.0,,,2000000.0,,,,,,1515000000.0,1515000000.0,120000000.0,,39000000.0,,,208000000.0,,,,,,,,,,,-2000000.0,986000000.0,63000000.0,,9025000000.0,,375274944.0,,-81000000.0,-102000000.0,,86000000.0,,,,,,,,,7123000000.0,,1022000000.0,,,,-20000000.0,,,,,-178000000.0,,,,,0.0,-210000000.0,,,,,,,,,,,,,,,,,,,,
1514678400,22216000000.0,20328000000.0,684000000.0,-3048000000.0,,-2921000000.0,-2959000000.0,532000000.0,-10684000000.0,-1000000.0,1888000000.0,6000000.0,-10684000000.0,3459000000.0,401000000.0,,3815000000.0,,,2709000000.0,64000000.0,-1995000000.0,,25512000000.0,189000000.0,25512000000.0,2001000000.0,2.48,-1.35,-2377000000.0,,22053000000.0,785000000.0,,2291000000.0,,8849000000.0,-375000000.0,,318000000.0,,684000000.0,,2050000000.0,,9000000.0,,22216000000.0,-63000000.0,35000000.0,,,33000000.0,,2148000000.0,3225000000.0,,905000000.0,917000000.0,2558000000.0,628000000.0,,0.0,2001000000.0,2001000000.0,664784053.0,8849000000.0,240000000.0,577000000.0,496000000.0,,2709000000.0,3459000000.0,183000000.0,,39000000.0,-4000000.0,20328000000.0,0.0,1888000000.0,496000000.0,,35000000.0,984000000.0,16228000000.0,-2323000000.0,1609000000.0,-375000000.0,,7000000.0,4414000000.0,-7846000000.0,-975000000.0,0.0,1609000000.0,-28000000.0,3.01,764000000.0,2050000000.0,189000000.0,,,3225000000.0,-1949000000.0,56000000.0,2558000000.0,1824000000.0,,-7173000000.0,429000000.0,-2135000000.0,,785000000.0,4658000000.0,18363000000.0,5000000.0,-2135000000.0,,22053000000.0,,,2558000000.0,2558000000.0,364000000.0,1133000000.0,64000000.0,,,318000000.0,,,,577000000.0,-57000000.0,2029000000.0,,,,-1.35,6000000.0,1901000000.0,-2606000000.0,-598000000.0,18363000000.0,,806854839.0,-382000000.0,-353000000.0,634000000.0,64000000.0,153000000.0,,-55000000.0,,774000000.0,,3815000000.0,43000000.0,-12000000.0,16228000000.0,,1824000000.0,4852000000.0,-85000000.0,7000000.0,-2029000000.0,,,1782000000.0,,-1732000000.0,-2135000000.0,788000000.0,2561000000.0,39000000.0,-63000000.0,616000000.0,-1858000000.0,,,,,,,,,,,,,,,,,,,
1522454400,,20152000000.0,,,,,-63000000.0,,,,1697000000.0,,,3323000000.0,427000000.0,,3817000000.0,,,,,,,25151000000.0,,,-34000000.0,-0.05,,,,21828000000.0,,,,,,,,,,,,7000000.0,,-14000000.0,,21849000000.0,,42000000.0,,,,,,,,7000000.0,980000000.0,,,,,-34000000.0,-34000000.0,697000000.0,8837000000.0,-83000000.0,589000000.0,,,2642000000.0,,184000000.0,,42000000.0,,,1241000000.0,,301000000.0,,,992000000.0,,,,,,,2709000000.0,,,,1597000000.0,-21000000.0,-0.05,855000000.0,,,,,3210000000.0,,,,,,-16000000.0,,-2385000000.0,,,,,16000000.0,,,,,,2485000000.0,2485000000.0,330000000.0,,207000000.0,,,239000000.0,,,7000000.0,,,,,,,,,1972000000.0,22000000.0,,18360000000.0,,697000000.0,,-85000000.0,-6000000.0,,125000000.0,,,,,,,,,15975000000.0,,,,,,13000000.0,,,,,-67000000.0,,,,,,589000000.0,,,,,,,,,,,,,,,,,,,,
1530316800,,20095000000.0,,,,,252000000.0,,,,1753000000.0,,,3477000000.0,451000000.0,,3814000000.0,,,,,,,25154000000.0,,,29000000.0,0.04,,,,21677000000.0,,,,,,,,,,,,,,-2000000.0,,21848000000.0,,50000000.0,,,,,,,,-9000000.0,1110000000.0,,,,,29000000.0,29000000.0,698000000.0,8822000000.0,-120000000.0,550000000.0,,,2848000000.0,,45000000.0,,40000000.0,,,1282000000.0,,311000000.0,,,1009000000.0,,,,,,,2642000000.0,,,,1573000000.0,-7000000.0,0.04,828000000.0,,,,,3219000000.0,,,,,,-484000000.0,,-2505000000.0,,,,,12000000.0,,,,,,2687000000.0,2687000000.0,334000000.0,,210000000.0,,,250000000.0,,,,,,,,,,,,2119000000.0,382000000.0,,18349000000.0,,702000000.0,,-130000000.0,-56000000.0,,282000000.0,,,,,,,,,15844000000.0,,,,,,-36000000.0,,,,,206000000.0,,,,,,595000000.0,,,,,,,,,,,,,,,,,,,,
1538265600,,20746000000.0,,,,,151000000.0,,,,2053000000.0,,,2380000000.0,467000000.0,,4083000000.0,,,,,,,25966000000.0,,,110000000.0,0.14,,,,23586000000.0,,,,,,,,,,,,,,-3000000.0,,22799000000.0,,40000000.0,,,,,,,,502000000.0,1102000000.0,,,,,110000000.0,111000000.0,681000000.0,8811000000.0,-1716000000.0,716000000.0,,,1726000000.0,,109000000.0,,40000000.0,,,1395000000.0,,339000000.0,,,1083000000.0,,,,,,,2848000000.0,,,,3008000000.0,0.0,0.16,870000000.0,,154000000.0,,,3079000000.0,,,,,,-616000000.0,,-2773000000.0,,,,,2000000.0,,,,,,1563000000.0,1563000000.0,341000000.0,,164000000.0,,,325000000.0,,,,,,,,,,,,2185000000.0,288000000.0,,18802000000.0,,835000000.0,,-137000000.0,306000000.0,,232000000.0,,,,,,,,,16029000000.0,,154000000.0,,,,-111000000.0,,0.0,,,-1122000000.0,,,,,-280000000.0,636000000.0,,,,,,,,,,,,,,,,,,,,
1546214400,9260000000.0,8116000000.0,624000000.0,-8000000.0,6000000.0,258000000.0,-139000000.0,502000000.0,-1383000000.0,2000000.0,1144000000.0,-13000000.0,-1383000000.0,730000000.0,421000000.0,,1887000000.0,,,339000000.0,147000000.0,70000000.0,,11921000000.0,118000000.0,11921000000.0,198000000.0,0.25,0.463141,359000000.0,,11191000000.0,,,1726000000.0,,6225000000.0,289000000.0,,253000000.0,,624000000.0,,,,-3000000.0,,9260000000.0,-311000000.0,5000000.0,,,43000000.0,,65000000.0,2632000000.0,,65000000.0,1023000000.0,322000000.0,475000000.0,,362000000.0,198000000.0,198000000.0,682758621.0,6225000000.0,-216000000.0,627000000.0,145000000.0,,1657000000.0,730000000.0,374000000.0,,15000000.0,-50000000.0,8116000000.0,362000000.0,1144000000.0,145000000.0,,5000000.0,1092000000.0,7412000000.0,663000000.0,1643000000.0,289000000.0,,0.0,1726000000.0,-647000000.0,1257000000.0,0.0,1643000000.0,211000000.0,0.29,845000000.0,,118000000.0,,,2632000000.0,-712000000.0,,322000000.0,118000000.0,,-14000000.0,613000000.0,-2095000000.0,,,1051000000.0,9507000000.0,13000000.0,280000000.0,,11191000000.0,,,322000000.0,322000000.0,341000000.0,878000000.0,147000000.0,,,253000000.0,,,,627000000.0,-1578000000.0,1583000000.0,,,,0.463141,-13000000.0,2115000000.0,94000000.0,-405000000.0,9507000000.0,,792000000.0,289000000.0,-233000000.0,53000000.0,5000000.0,178000000.0,,-1988000000.0,,423000000.0,,1887000000.0,31000000.0,-7000000.0,7412000000.0,,118000000.0,3811000000.0,0.0,0.0,13000000.0,,2000000.0,,,-69000000.0,-2095000000.0,545000000.0,2085000000.0,15000000.0,0.0,854000000.0,70000000.0,,,,,,,,,,,,,,,,,,,
1553990400,,20951000000.0,,,,,37000000.0,,,,1963000000.0,,,2191000000.0,460000000.0,,4044000000.0,,,,,,,26036000000.0,,,-217000000.0,-0.32,,,,23845000000.0,,,,,,,,,,,,,,-7000000.0,,22914000000.0,,52000000.0,,,,,,,,-12000000.0,1059000000.0,,,,,-217000000.0,-218000000.0,670000000.0,8789000000.0,-218000000.0,692000000.0,,,1566000000.0,,-138000000.0,,39000000.0,,,1306000000.0,,449000000.0,,,1056000000.0,,,,,,,1657000000.0,,,,2961000000.0,-247000000.0,-0.32,819000000.0,,161000000.0,,,3039000000.0,,2000000.0,,,,-116000000.0,,-3263000000.0,,,,,5000000.0,,,,,,1395000000.0,1395000000.0,349000000.0,,64000000.0,,,411000000.0,,,,,,,,,,,,2115000000.0,255000000.0,,19185000000.0,,670000000.0,,-218000000.0,-128000000.0,,240000000.0,,,,,,,,,15922000000.0,,,,,,-29000000.0,,0.0,,,-91000000.0,,,,,,349000000.0,,,,,,,,,,,,,,,,,,,,
1561852800,,21233000000.0,,,,,142000000.0,,,,2095000000.0,,,2403000000.0,467000000.0,,4039000000.0,,,,,,,26136000000.0,,,-315000000.0,-0.47,,,,23733000000.0,,,,,,,,,,,,,,-2000000.0,,23328000000.0,,61000000.0,,,,,,,,-15000000.0,1132000000.0,,,,,-315000000.0,-315000000.0,673000000.0,8776000000.0,-214000000.0,621000000.0,,,1701000000.0,,-351000000.0,,36000000.0,,,1409000000.0,,476000000.0,,,1090000000.0,,,,,,,1566000000.0,,,,2880000000.0,-375000000.0,-0.47,813000000.0,,184000000.0,,,2725000000.0,,2000000.0,,,,-17000000.0,,-3480000000.0,,,,,2000000.0,,,,,,1520000000.0,1520000000.0,343000000.0,,64000000.0,,,416000000.0,,,,,,,,,,,,2222000000.0,358000000.0,,19372000000.0,,673000000.0,,-216000000.0,-5000000.0,,319000000.0,,,,,,,,,15892000000.0,,,,,,-60000000.0,,27000000.0,,,135000000.0,,,,,,209000000.0,,,,,,,,,,,,,,,,,,,,
