,annualNetPPE,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualDilutedEPS,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,quarterlyDilutedEPS,annualPurchaseOfBusiness,annualBeginningCashPosition,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBasicAverageShares,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,annualChangesInAccountReceivables,trailingInterestExpense,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyBasicEPS,annualGoodwill,annualCapitalStock,annualStockBasedCompensation,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingCommonStockIssuance,annualOperatingIncome,annualOtherShortTermInvestments,quarterlyCurrentAssets,trailingFreeCashFlow,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualOtherCurrentAssets,quarterlyRetainedEarnings,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,trailingEndCashPosition,trailingTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualLongTermDebt,annualBasicEPS,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,annualInventory,quarterlyAccountsPayable,trailingGrossProfit,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingDeferredIncomeTax,trailingCostOfRevenue,quarterlyChangeInInventory,annualChangeInInventory,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualAccountsPayable
1498780800,,84564000.0,,,,,,21031000.0,21031000.0,,40349000.0,-1888821000.0,,,,19722000.0,,,591000.0,68197000.0,,6363823000.0,-22895000.0,,,,,-18762000.0,,72593000.0,-162470000.0,-15534000.0,34869000.0,-1366376000.0,,0.33,,,,,,,,,,12816000.0,8000.0,,,,7730199000.0,,,151648000.0,,,-19318000.0,,,,,,,151233000.0,0.0,,,-41903000.0,-10507000.0,,3734000.0,,,,211140000.0,,-125000.0,,,,,,,197433000.0,0.33,,,,323543000.0,,-130039000.0,,,,340809000.0,,,6484000.0,70350000.0,,11541000.0,,,,,,1908634000.0,,,4447601000.0,-32622000.0,235797000.0,,,,,,,4771144000.0,151648000.0,8946654000.0,,,65257000.0,,,,,8605845000.0,,65257000.0,68157000.0,,,0.0,,,,,,,,206672000.0,,0.0,,644184000.0,70350000.0,,8364000.0,,-10697000.0,323543000.0,279215000.0,,,,3828299000.0,,,4429887000.0,900260000.0,17714000.0,,,165447000.0,,,-152204000.0,,,21031000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,95384000.0,,,,,,24318000.0,24318000.0,,21031000.0,-460324000.0,,,,19806000.0,,,999000.0,-137061000.0,,6544889000.0,7937000.0,,,,,102560000.0,,49611000.0,-246024000.0,9700000.0,36045000.0,-1432154000.0,,-0.67,,,,,,,,,,9048000.0,0.0,,,,7977043000.0,,,164675000.0,,,3287000.0,,,,,,,124254000.0,0.0,,,-34843000.0,3337000.0,,3872000.0,,,,-15525000.0,,15562000.0,,,,,,,197890000.0,-0.67,,,,285690000.0,,-132378000.0,,,,321984000.0,,,-646000.0,71925000.0,,11560000.0,,,,,,1776956000.0,,,4662117000.0,-36031000.0,219638000.0,,,,,,,4947807000.0,164675000.0,8890646000.0,,,-131678000.0,,,,,8568662000.0,,-131678000.0,-137515000.0,,,0.0,,,,,,,,206662000.0,,0.0,,644571000.0,71925000.0,,1860000.0,,-211708000.0,285690000.0,267428000.0,,,,3606828000.0,,,4644528000.0,676551000.0,17589000.0,,,147713000.0,,,-264195000.0,,,24318000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,6279132000.0,88294000.0,8310464000.0,,85937000.0,-232634000.0,577912000.0,85937000.0,85937000.0,620794000.0,24318000.0,-275325000.0,0.51,613755000.0,,19831000.0,-303815000.0,206790000.0,558000.0,65205000.0,,6279132000.0,-22645000.0,,,,,-203824000.0,7655960000.0,50496000.0,-69903000.0,6586000.0,37587000.0,-1376828000.0,,0.31,0.0,107276000.0,,,0.0,,197738000.0,,,50651000.0,0.0,-285133000.0,349854000.0,,7655960000.0,-1376828000.0,-146230000.0,147651000.0,,,58901000.0,,,-70280000.0,,,,132912000.0,0.0,17747000.0,,-30150000.0,-14339000.0,,3862000.0,,0.0,,191024000.0,7524000.0,-76000.0,,-10468000.0,220243000.0,,-2839788000.0,,198614000.0,0.31,644690000.0,19831000.0,15212000.0,295142000.0,-30150000.0,-134986000.0,,558531000.0,,462841000.0,,908385000.0,-534000.0,75323000.0,,12058000.0,4589905000.0,-89432000.0,4885047000.0,3248000.0,0.0,1839356000.0,,96808000.0,4589905000.0,-53204000.0,221206000.0,,,104910000.0,-34820000.0,85937000.0,105921000.0,4885047000.0,147651000.0,8773305000.0,,287591000.0,62400000.0,577912000.0,677823000.0,100419000.0,,8310464000.0,-525229000.0,62400000.0,65156000.0,37587000.0,,0.0,47683000.0,4572158000.0,0.51,462841000.0,-48000.0,,1694000.0,207646000.0,8773305000.0,0.0,3555091000.0,644690000.0,75323000.0,100419000.0,-39628000.0,287591000.0,-17216000.0,295142000.0,276124000.0,,,1839356000.0,3555091000.0,295142000.0,295142000.0,4572158000.0,677823000.0,17747000.0,276124000.0,,145883000.0,,95696000.0,114915000.0,22120000.0,,96808000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,94650000.0,,,,,,71231000.0,71231000.0,,96808000.0,-252328000.0,,,,19859000.0,,,543000.0,88525000.0,,,-51516000.0,,,,,-69539000.0,,50254000.0,,4878000.0,39305000.0,,,0.42,,,,,,,,,,53873000.0,-101000.0,,,,,,,52900000.0,,,-17709000.0,,,,,,,125549000.0,,,,-16399000.0,-102376000.0,,4056000.0,,,,209140000.0,,-29000.0,,,,,,,198911000.0,0.42,,,,262573000.0,,-137334000.0,,,,542231000.0,,,-411000.0,70361000.0,,16475000.0,,,,,,1933153000.0,,,4659656000.0,-89960000.0,220199000.0,,,,,,,4922229000.0,52900000.0,8792629000.0,,,84220000.0,,,,,8250398000.0,,84220000.0,87933000.0,,,,,,,,,,,207816000.0,,,,645214000.0,70361000.0,,19138000.0,,12645000.0,262573000.0,316148000.0,,,,3538448000.0,,,4643679000.0,721854000.0,15977000.0,,,149838000.0,,,-1447000.0,,,79099000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,85410000.0,,,,,,10951000.0,10951000.0,,79099000.0,-368721000.0,,,,20033000.0,,,838000.0,83412000.0,,,-9218000.0,,,,,-224517000.0,,50324000.0,,22164000.0,33301000.0,,,0.39,,,,,,,,,,51822000.0,-17000.0,,,,,,,164266000.0,,,-65550000.0,,,,,,,134471000.0,,,,-30157000.0,2965000.0,,4089000.0,,,,203345000.0,,27538000.0,,,,,,,199497000.0,0.39,,,,257049000.0,,-137452000.0,,,,337471000.0,,,-314000.0,69609000.0,,15237000.0,,,,,,2011689000.0,,,4462775000.0,-103002000.0,219881000.0,,,,,,,4719824000.0,164266000.0,8574139000.0,,,78536000.0,,,,,8236668000.0,,78536000.0,81986000.0,,,,,,,,,,,208460000.0,,,,644369000.0,69609000.0,,-28572000.0,,-1860000.0,257049000.0,312744000.0,,,,3525488000.0,,,4448057000.0,759491000.0,14718000.0,,,150272000.0,,,-4803000.0,,,13549000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,82951000.0,,,,,,9768000.0,9768000.0,,13549000.0,-314000000.0,,,,20069000.0,,,804000.0,59483000.0,,,-16103000.0,,,,,10950000.0,,50002000.0,,9854000.0,31711000.0,,,0.28,,,,,,,,,,56423000.0,0.0,,,,,,,131299000.0,,,-2410000.0,,,,,,,138901000.0,,,,-32382000.0,-27233000.0,,3962000.0,,,,180196000.0,,-307000.0,,,,,,,200910000.0,0.28,,,,253560000.0,,-138597000.0,,,,365790000.0,,,19000.0,70711000.0,,14240000.0,,,,,,2068295000.0,,,4602438000.0,-181822000.0,221852000.0,,,,,,,4855998000.0,131299000.0,8641964000.0,,,56606000.0,,,,,8276174000.0,,56606000.0,59062000.0,,,,,,,,,,,210437000.0,,,,644201000.0,70711000.0,,-3281000.0,,-28202000.0,253560000.0,327251000.0,,,,3462345000.0,,,4588240000.0,707294000.0,14198000.0,,,151141000.0,,,-144302000.0,,,11139000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,88480000.0,8230840000.0,,10300000.0,-32584000.0,499373000.0,10300000.0,10300000.0,,11139000.0,-335000000.0,1.4,779214000.0,,20235000.0,-410701000.0,209711000.0,825000.0,65093000.0,,,-15092000.0,,,,,-127595000.0,,50842000.0,,9897000.0,24308000.0,,,0.31,0.0,96808000.0,,,,,200279000.0,,,19253000.0,-16000.0,-173219000.0,351476000.0,,,,-385707000.0,150908000.0,,,532000.0,,,-91929000.0,,,,131270000.0,,13599000.0,,-41652000.0,-1232000.0,,3880000.0,,,,186533000.0,46793000.0,48330000.0,,-85137000.0,201422000.0,,-1270049000.0,,201799000.0,0.31,643950000.0,20235000.0,15987000.0,272172000.0,-41652000.0,-138806000.0,,530206000.0,,360037000.0,,881682000.0,-932000.0,70598000.0,,17556000.0,4554221000.0,-127876000.0,4826393000.0,3010000.0,,2130511000.0,,11671000.0,4554221000.0,-10923000.0,219750000.0,,,293884000.0,-9556000.0,10300000.0,296513000.0,4826393000.0,150908000.0,8590877000.0,,,62216000.0,499373000.0,667933000.0,281578000.0,,8230840000.0,-552189000.0,62216000.0,64903000.0,24308000.0,,,63508000.0,4540622000.0,1.41,360037000.0,-134000.0,,-1638000.0,212132000.0,8590877000.0,,3444441000.0,643950000.0,,281578000.0,3159000.0,281279000.0,-15152000.0,272172000.0,335711000.0,,,2130511000.0,3444441000.0,272172000.0,272172000.0,4540622000.0,667933000.0,13599000.0,335711000.0,,,,181371000.0,-22667000.0,75532000.0,,11671000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,90867000.0,,,,,,40028000.0,40028000.0,,11671000.0,-289000000.0,,,,20700000.0,,,675000.0,72200000.0,,,-20807000.0,,,,,-152590000.0,,50338000.0,,32513000.0,56341000.0,,,0.34,,,,,,,,,,42371000.0,0.0,,,,,,,110075000.0,,,29729000.0,,,,,,,132821000.0,,,,-39941000.0,-44190000.0,,4558000.0,,,,193390000.0,,76547000.0,,,,,,,204558000.0,0.34,,,,271902000.0,,-143646000.0,,,,413568000.0,,,422000.0,70852000.0,,15896000.0,,,,,,2200213000.0,,,4442522000.0,-8138000.0,223688000.0,,,,,,,4714424000.0,110075000.0,8520066000.0,,,69702000.0,,,,,8106498000.0,,69702000.0,72182000.0,,,,,,,,,,,213523000.0,,,,644190000.0,,,83363000.0,,-10620000.0,271902000.0,33346000.0,,,,3545802000.0,,,4429020000.0,515692000.0,13502000.0,,,,,,72126000.0,,,41400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,91542000.0,,,,,,32766000.0,32766000.0,,41400000.0,-490100000.0,,,,21608000.0,,,793000.0,75521000.0,,,-17181000.0,,,,,-75174000.0,,50618000.0,,21818000.0,107659000.0,,,0.34,,,,,,,,,,7965000.0,0.0,,,,,,,155337000.0,,,-7262000.0,,,,,,,133737000.0,,,,-50719000.0,-12718000.0,,4040000.0,,,,199776000.0,,26322000.0,,,,,,,211569000.0,0.35,,,,300303000.0,,-142298000.0,,,,406677000.0,,,677000.0,73637000.0,,13588000.0,,,,,,2265156000.0,,,4745611000.0,-5591000.0,225279000.0,,,,,,,5045914000.0,155337000.0,9098420000.0,,,73141000.0,,,,,8691743000.0,,73141000.0,75671000.0,,,,,,,,,,,220479000.0,,,,643875000.0,,,44056000.0,,-7407000.0,300303000.0,25903000.0,,,,3802971000.0,,,4732784000.0,481780000.0,12827000.0,,,,,,-87138000.0,,,34138000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,94379000.0,,,,,,40860000.0,40860000.0,,34138000.0,-806000000.0,,,-1920100000.0,21847000.0,,,483000.0,135003000.0,2482000.0,,-25113000.0,31093000.0,,291783000.0,-573833000.0,-218474000.0,,52155000.0,,33688000.0,103458000.0,,1154000.0,0.63,,,,,,15188000.0,,365268000.0,61326000.0,21801000.0,0.0,,,,,,,140343000.0,48864000.0,,8094000.0,-81666000.0,-79183000.0,,203953000.0,355704000.0,-573144000.0,138816000.0,,,343799000.0,-58272000.0,-36746000.0,11139000.0,2921000.0,15399000.0,,97916000.0,263854000.0,,4175000.0,,,,-94886000.0,,-78193000.0,217818000.0,0.64,,,,282477000.0,,-148394000.0,155374000.0,,,427440000.0,556663000.0,,987000.0,76696000.0,,13420000.0,,,,,,2403896000.0,901912000.0,,4630255000.0,-54531000.0,233195000.0,42833000.0,2776000.0,,,,,4912732000.0,140343000.0,8996194000.0,536644000.0,,138740000.0,,,,,8568754000.0,,138740000.0,142948000.0,,91390000.0,,,,,,,347817000.0,,226513000.0,,,,643456000.0,,,-3171000.0,,48367000.0,282477000.0,27617000.0,343799000.0,127407000.0,,3881985000.0,,,4619253000.0,510644000.0,11002000.0,,556663000.0,,-16000.0,,86543000.0,,,42232000.0,,,,,,,,,,,,,,,,,,,,,,,,,
