date,annualPurchaseOfBusiness,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,annualStockholdersEquity,quarterlyBasicEPS,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGoodwill,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetPPE,annualOperatingCashFlow,annualInventory,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualOtherNonCurrentLiabilities,annualEbitda,trailingNetOtherInvestingChanges,annualRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,annualBasicEPS,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingGrossProfit,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,trailingTotalRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,trailingCapitalExpenditure,annualEndCashPosition,annualOperatingIncome,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingInvestingCashFlow,annualGrossPPE,annualAccountsPayable,quarterlyCurrentDebt,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,annualDilutedAverageShares,annualOperatingExpense,quarterlyGrossProfit,quarterlyGrossPPE,annualTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAssets,quarterlyOtherNonCashItems,annualTotalRevenue,annualDilutedEPS,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,trailingCostOfRevenue,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyEndCashPosition,annualOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,annualBasicAverageShares,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDebt,quarterlyRepaymentOfDebt,annualNetIncome,annualCashDividendsPaid,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingTaxProvision,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
2016-06-30,,815000000.0,,2000000.0,,27249000000.0,,,0.16,1988000000.0,,531000000.0,,3299000000.0,,,2566000000.0,865000000.0,584000000.0,,185000000.0,,-330000000.0,1548000000.0,,,,10447000000.0,,57249000000.0,430000000.0,,516000000.0,818000000.0,44420000000.0,,234000000.0,,,,6091000000.0,,,,,470000000.0,,,,,,977000000.0,3563000000.0,535000000.0,,,,137713000000.0,,,,,,,,,,4020000000.0,7755000000.0,,,,,,,151000000.0,156543000000.0,,,6211000000.0,4987000000.0,516000000.0,,,-1023000000.0,933000000.0,,3734000000.0,,,,8281000000.0,,,1127000000.0,7955000000.0,-91000000.0,,,162000000.0,,,,,1643000000.0,,,92004000000.0,,5973000000.0,,,,,,57000000.0,,,,,,,,,-1943000000.0,10617000000.0,4020000000.0,,0.15,-159000000.0,,,,,2149000000.0,-5000000.0,,,25367000000.0,,3735000000.0,4330000000.0,75338000000.0,-2976000000.0,18830000000.0,,,,16666000000.0,,,470000000.0,3594000000.0,,,25000000.0,,,,,,-4815000000.0,,,1685000000.0,958800000.0,,,,,,3360000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,825000000.0,,2000000.0,,27539000000.0,,,1.05,924000000.0,,720000000.0,,3291000000.0,,,2578000000.0,635000000.0,2021000000.0,,1036000000.0,,-376000000.0,-119000000.0,,,,9465000000.0,,57374000000.0,1985000000.0,,541000000.0,1029000000.0,45203000000.0,,-992000000.0,,,,6185000000.0,,,,,334000000.0,,,,,,977900000.0,4020000000.0,259000000.0,,,,140219000000.0,,,,,,,,,,4372000000.0,6382000000.0,,,,,,,1003000000.0,159837000000.0,,,6294000000.0,4945000000.0,541000000.0,,,-419000000.0,1216000000.0,,3732000000.0,,,,7873000000.0,,,1154000000.0,7876000000.0,-296000000.0,,,-1030000000.0,,,,,1695000000.0,45203000000.0,,92718000000.0,,6285000000.0,,,,,,-342000000.0,,,,,,,,,-182000000.0,11501000000.0,4372000000.0,,1.03,-158000000.0,,,,,2395000000.0,-1000000.0,,,26164000000.0,,2010000000.0,4590000000.0,74984000000.0,-1433000000.0,19618000000.0,,,,17734000000.0,,,-141000000.0,3932000000.0,,,20000000.0,,,,,,-4533000000.0,,,3760000000.0,959100000.0,,,,,,3543000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-10679000000.0,826000000.0,-482000000.0,2000000.0,2020000000.0,26448000000.0,,26453000000.0,0.15,1252000000.0,,-145000000.0,,5349000000.0,9640000000.0,6993000000.0,387000000.0,1364000000.0,97000000.0,-8557000000.0,173000000.0,-7220000000.0,-465000000.0,1137000000.0,,-3747000000.0,4294000000.0,9640000000.0,3954000000.0,56370000000.0,4587000000.0,,482000000.0,308000000.0,45346000000.0,6073000000.0,211000000.0,3783000000.0,3955000000.0,,4294000000.0,45346000000.0,3083000000.0,5349000000.0,20563000000.0,4000000.0,8237000000.0,3565000000.0,8246000000.0,,-20605000000.0,1235714286.0,4372000000.0,899000000.0,1.58,,,137771000000.0,5186000000.0,,7528000000.0,4587000000.0,-134000000.0,,,1519000000.0,,4299000000.0,7528000000.0,,,4299000000.0,4673000000.0,2993000000.0,,173000000.0,159826000000.0,,,6073000000.0,5186000000.0,482000000.0,,1645000000.0,-951000000.0,1081000000.0,,3954000000.0,,52566000000.0,6028000000.0,8521000000.0,3338000000.0,,1303000000.0,6028000000.0,326000000.0,-154000000.0,26448000000.0,140000000.0,,,976600000.0,3564000000.0,1785000000.0,52566000000.0,-345000000.0,90138000000.0,,6935000000.0,,4299000000.0,,-1472000000.0,22055000000.0,-228000000.0,24411000000.0,1.55,,,3233000000.0,,14000000.0,3229000000.0,-2497000000.0,11490000000.0,4299000000.0,387000000.0,0.14,-158000000.0,5318000000.0,959000000.0,-558000000.0,1518000000.0,1616000000.0,-54000000.0,-7220000000.0,69575000000.0,26453000000.0,-504000000.0,3229000000.0,5150000000.0,69575000000.0,-3532000000.0,22055000000.0,,,,20563000000.0,159826000000.0,90138000000.0,114000000.0,3783000000.0,,11490000000.0,24000000.0,2774000000.0,56370000000.0,16174000000.0,387000000.0,8521000000.0,-6916000000.0,1651000000.0,-633000000.0,387000000.0,1153333333.0,1544000000.0,1611000000.0,,137771000000.0,,3565000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,843000000.0,,7000000.0,,26348000000.0,,,-0.08,-105000000.0,,396000000.0,,2953000000.0,,,2484000000.0,539000000.0,518000000.0,,-37000000.0,,-397000000.0,2858000000.0,,,,9830000000.0,,61361000000.0,52000000.0,,499000000.0,643000000.0,45653000000.0,,125000000.0,,,,6395000000.0,,,,,2072000000.0,,,,,,958500000.0,4299000000.0,142000000.0,,,,145992000000.0,,,,,,,,,,6427000000.0,9708000000.0,,,,,,,-73000000.0,165996000000.0,,,6271000000.0,5423000000.0,499000000.0,,,-781000000.0,641000000.0,,3950000000.0,,,,8536000000.0,,,1115000000.0,7708000000.0,-322000000.0,,,108000000.0,,,,,1614000000.0,,,95570000000.0,,6001000000.0,,,,,,-265000000.0,,,,,,,,,-1325000000.0,11234000000.0,6427000000.0,,-0.08,-171000000.0,,,,,1985000000.0,-64000000.0,,,26461000000.0,,3281000000.0,4387000000.0,79274000000.0,-1468000000.0,20004000000.0,,,,16296000000.0,,,-103000000.0,3906000000.0,,,25000000.0,,,,,,-5265000000.0,,,948000000.0,958500000.0,,,,,,3766000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,865000000.0,,2000000.0,,27834000000.0,,,0.2,2644000000.0,,463000000.0,,3588000000.0,,,2702000000.0,1159000000.0,958000000.0,,225000000.0,,-412000000.0,3756000000.0,,,,11909000000.0,,63709000000.0,742000000.0,,613000000.0,1077000000.0,46034000000.0,,119000000.0,,,,7952000000.0,,,,,-1979000000.0,,,,,,978600000.0,6427000000.0,747000000.0,,,,157473000000.0,,,,,,,,,,4429000000.0,7886000000.0,,,,,,,190000000.0,178183000000.0,,,14167000000.0,5346000000.0,613000000.0,,,-1115000000.0,746000000.0,,3949000000.0,,,,8290000000.0,,,1499000000.0,9968000000.0,-64000000.0,,,31000000.0,,,,,2112000000.0,,,104138000000.0,,9444000000.0,,,,,,-11000000.0,,,,,,,,,-6894000000.0,11185000000.0,4429000000.0,,0.19,-170000000.0,,,,,2555000000.0,-5000000.0,,,26278000000.0,,3457000000.0,7332000000.0,85138000000.0,-6541000000.0,20710000000.0,,,,19000000000.0,,,39000000.0,4984000000.0,,,20000000.0,,,,,,-4939000000.0,,,1284000000.0,958600000.0,,,,,,3618000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,932000000.0,,4000000.0,,30287000000.0,,,0.2,819000000.0,,608000000.0,,3925000000.0,,,2723000000.0,1176000000.0,992000000.0,,228000000.0,,-419000000.0,1360000000.0,,,,12233000000.0,,65207000000.0,1004000000.0,,643000000.0,1251000000.0,47130000000.0,,259000000.0,,,,8148000000.0,,,,,145000000.0,,,,,,980500000.0,4429000000.0,757000000.0,,,,161934000000.0,,,,,,,,,,4538000000.0,8266000000.0,,,,,,,193000000.0,184577000000.0,,,14628000000.0,5756000000.0,643000000.0,,,-1615000000.0,783000000.0,,4196000000.0,,,,8080000000.0,,,1599000000.0,10899000000.0,-48000000.0,,,162000000.0,,,,,2242000000.0,,,107246000000.0,,12276000000.0,,,,,,29000000.0,,,,,,,,,-2391000000.0,11229000000.0,4538000000.0,,0.2,-195000000.0,,,,,2826000000.0,0.0,,,27160000000.0,,3728000000.0,10034000000.0,87263000000.0,-2036000000.0,22643000000.0,,,,19983000000.0,,,157000000.0,5310000000.0,,,24000000.0,,,,,,-4137000000.0,,,2304000000.0,958900000.0,,,,,,3677000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-13054000000.0,968000000.0,-1180000000.0,2000000.0,2345000000.0,36794000000.0,,28244000000.0,1.05,-1000000000.0,,1347000000.0,,6311000000.0,11409000000.0,8185000000.0,390000000.0,1131000000.0,2083000000.0,-11394000000.0,1046000000.0,-8262000000.0,-462000000.0,211000000.0,,-4623000000.0,7209000000.0,11409000000.0,4192000000.0,78389000000.0,12580000000.0,,590000000.0,2193000000.0,53005000000.0,14242000000.0,110000000.0,5317000000.0,2843000000.0,,7209000000.0,53005000000.0,4005000000.0,6311000000.0,19389000000.0,558000000.0,8398000000.0,3661000000.0,11117000000.0,,-22070000000.0,983400000.0,4538000000.0,669000000.0,1.37,,,168082000000.0,,,5139000000.0,12580000000.0,549000000.0,,,796000000.0,,5139000000.0,5139000000.0,,,5139000000.0,6053000000.0,5164000000.0,,1007000000.0,192720000000.0,,,14242000000.0,,590000000.0,,2814000000.0,-1112000000.0,673000000.0,,4192000000.0,,61267000000.0,5158000000.0,10859000000.0,4551000000.0,,1840000000.0,5158000000.0,-721000000.0,-131000000.0,36794000000.0,26000000.0,,,980000000.0,2345000000.0,2430000000.0,61267000000.0,613000000.0,112848000000.0,,13065000000.0,,5139000000.0,,-1690000000.0,24638000000.0,-944000000.0,40786000000.0,1.34,,,3608000000.0,,15000000.0,2568000000.0,-784000000.0,,5139000000.0,390000000.0,1.02,-149000000.0,2358000000.0,958800000.0,327000000.0,1317000000.0,3751000000.0,-62000000.0,-8262000000.0,93459000000.0,28244000000.0,-1155000000.0,2568000000.0,10635000000.0,93459000000.0,-3046000000.0,24638000000.0,,,,19389000000.0,192720000000.0,112848000000.0,456000000.0,5317000000.0,,,26000000.0,4299000000.0,78389000000.0,32388000000.0,390000000.0,10859000000.0,-7729000000.0,1462000000.0,-685000000.0,390000000.0,959200000.0,1339000000.0,2315000000.0,,168082000000.0,,3661000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,1037000000.0,,5000000.0,,36021000000.0,,,0.85,-191000000.0,,1202000000.0,,3793000000.0,,,2845000000.0,1272000000.0,1855000000.0,,857000000.0,,-351000000.0,1042000000.0,,,,11146000000.0,,80315000000.0,568000000.0,,670000000.0,2008000000.0,54431000000.0,,153000000.0,,,,8880000000.0,,,,,916000000.0,,,,,,977000000.0,5139000000.0,921000000.0,,,,176916000000.0,,,,,,,,,,6044000000.0,6044000000.0,,,,,,,819000000.0,195935000000.0,,,14231000000.0,,670000000.0,,,-834000000.0,383000000.0,,4192000000.0,,,,,,,1870000000.0,11960000000.0,-570000000.0,,,-74000000.0,,,,,2540000000.0,,,114620000000.0,,12631000000.0,,,,,,-342000000.0,,,,,,,,,-1398000000.0,,6044000000.0,,0.84,-181000000.0,,,,,3715000000.0,-211000000.0,,,28648000000.0,,5271000000.0,10091000000.0,102092000000.0,-2582000000.0,19019000000.0,,,,12528000000.0,,,-192000000.0,5516000000.0,,,,,,,,,-8002000000.0,,,,957900000.0,,,,,,3935000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,1066000000.0,,2000000.0,,32476000000.0,,,0.64,-1901000000.0,,1270000000.0,,3786000000.0,,,2774000000.0,923000000.0,1664000000.0,,680000000.0,,-398000000.0,2784000000.0,,,,11103000000.0,,85169000000.0,1502000000.0,,672000000.0,2003000000.0,55698000000.0,,339000000.0,,,,9343000000.0,,,,,30000000.0,,,,,,975200000.0,6044000000.0,525000000.0,,,,174545000000.0,,,,,,,,,,5913000000.0,9051000000.0,,,,,,,608000000.0,199168000000.0,,,13423000000.0,,672000000.0,,,-1361000000.0,991000000.0,,4192000000.0,,,,,,,1823000000.0,11785000000.0,-606000000.0,,,203000000.0,,,,,2495000000.0,,,119998000000.0,,13276000000.0,,,,,,-95000000.0,,,,,,,,,-3677000000.0,,5913000000.0,,0.62,-182000000.0,,,,,3741000000.0,-32000000.0,,,28573000000.0,,3138000000.0,10781000000.0,106711000000.0,-2783000000.0,24623000000.0,,,,13287000000.0,,,227000000.0,6276000000.0,,,,,,,,,-5619000000.0,,,,957100000.0,,,,,,3894000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,1274000000.0,,2000000.0,,34336000000.0,,,0.11,1642000000.0,,326000000.0,,4831000000.0,,,2481000000.0,476000000.0,941000000.0,,163000000.0,,-516000000.0,6353000000.0,,,,11550000000.0,,97738000000.0,785000000.0,,833000000.0,1085000000.0,59688000000.0,,144000000.0,,,,11392000000.0,,,,,1978000000.0,,,,,,978000000.0,5913000000.0,-40000000.0,,,,204941000000.0,,,,,,,,,,7839000000.0,11070000000.0,,,,,,,105000000.0,233961000000.0,,,16146000000.0,,833000000.0,,,-1647000000.0,1735000000.0,,4192000000.0,,,,9236000000.0,,,2058000000.0,13956000000.0,-709000000.0,,,25000000.0,,,,,2891000000.0,,,145702000000.0,,14858000000.0,,,,,,-144000000.0,,,,,,,,,-4851000000.0,,7839000000.0,,0.11,-182000000.0,,,,,3192000000.0,0.0,,,26883000000.0,,3231000000.0,11967000000.0,121725000000.0,-4897000000.0,29020000000.0,,,,23977000000.0,,,-119000000.0,7012000000.0,,,,,,,,,-6254000000.0,,,,957900000.0,,,,,,3847000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-21493000000.0,1477000000.0,-1166000000.0,2000000.0,3102000000.0,36492000000.0,,29815000000.0,1.91,131000000.0,,1250000000.0,,6989000000.0,12236000000.0,18136000000.0,333000000.0,2488000000.0,3028000000.0,-19833000000.0,1884000000.0,-9964000000.0,-697000000.0,7957000000.0,,-5288000000.0,9167000000.0,12236000000.0,4168000000.0,117778000000.0,15098000000.0,,927000000.0,2144000000.0,67294000000.0,18762000000.0,-884000000.0,8815000000.0,4523000000.0,,9167000000.0,67294000000.0,5159000000.0,6989000000.0,25241000000.0,538000000.0,13017000000.0,3876000000.0,15196000000.0,,-28243000000.0,975800000.0,7839000000.0,1791000000.0,3.47,,,218737000000.0,,,11772000000.0,15098000000.0,5000000.0,,,3462000000.0,,8390000000.0,11772000000.0,,,8390000000.0,8150000000.0,7240000000.0,,1829000000.0,256281000000.0,,,18762000000.0,,927000000.0,,4048000000.0,-1446000000.0,1414000000.0,,4168000000.0,,77258000000.0,6873000000.0,440000000.0,7488000000.0,,2399000000.0,6873000000.0,559000000.0,-406000000.0,36492000000.0,-1263000000.0,,,977400000.0,4867000000.0,3326000000.0,77258000000.0,-248000000.0,159131000000.0,,16006000000.0,,8390000000.0,,-1962000000.0,37544000000.0,-585000000.0,56771000000.0,3.4,,,4854000000.0,,11000000.0,3382000000.0,-9907000000.0,,8390000000.0,333000000.0,1.87,-181000000.0,-319000000.0,957600000.0,-1109000000.0,3328000000.0,4548000000.0,-195000000.0,-9964000000.0,133890000000.0,29815000000.0,-1326000000.0,3382000000.0,12680000000.0,133890000000.0,-12965000000.0,37544000000.0,,,,25241000000.0,256281000000.0,159131000000.0,89000000.0,8815000000.0,,,,5139000000.0,117778000000.0,43754000000.0,333000000.0,440000000.0,-8368000000.0,3584000000.0,-726000000.0,333000000.0,957600000.0,1765000000.0,3197000000.0,,218737000000.0,,3876000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,1616000000.0,,4000000.0,,37983000000.0,,,0.59,-1593000000.0,,545000000.0,,4888000000.0,,,2331000000.0,1596000000.0,1256000000.0,,615000000.0,,-538000000.0,25000000.0,,,,12511000000.0,,119009000000.0,2272000000.0,,1034000000.0,1492000000.0,72902000000.0,,236000000.0,,,,11648000000.0,,,,,-1610000000.0,,,,,,975000000.0,8390000000.0,1058000000.0,,,,233530000000.0,,,,,,,,,,6740000000.0,10134000000.0,,,,,,,565000000.0,264225000000.0,,,18720000000.0,6098000000.0,1034000000.0,,,-1601000000.0,1391000000.0,,4149000000.0,,,,,,,2589000000.0,14763000000.0,-299000000.0,,,49000000.0,,,,,3623000000.0,,,165661000000.0,,15208000000.0,,,,,,-32000000.0,,,,,,,,,-3231000000.0,14615000000.0,6740000000.0,,0.58,-190000000.0,,,,,4142000000.0,-48000000.0,,,30543000000.0,,3394000000.0,11585000000.0,148626000000.0,-3143000000.0,30695000000.0,,,,17035000000.0,,,71000000.0,8929000000.0,,,,,,,,,-7096000000.0,,,,955300000.0,,,,,,3941000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,1833000000.0,,2000000.0,,39572000000.0,,,0.37,3995000000.0,,494000000.0,,6936000000.0,,,2825000000.0,803000000.0,704000000.0,,399000000.0,,-652000000.0,16582000000.0,,,,13752000000.0,,130431000000.0,2325000000.0,,1234000000.0,943000000.0,79127000000.0,,239000000.0,,,,12984000000.0,,,,,637000000.0,,,,,,978300000.0,6740000000.0,151000000.0,,,,251631000000.0,,,,,,,,,,7447000000.0,10800000000.0,,,,,,,356000000.0,286336000000.0,,,25496000000.0,5915000000.0,1234000000.0,,,-2526000000.0,2310000000.0,,4146000000.0,,,,,,,2305000000.0,17126000000.0,-810000000.0,,,7000000.0,,,,,3539000000.0,,,183207000000.0,,16924000000.0,,,,,,-889000000.0,,,,,,,,,-16748000000.0,14870000000.0,7447000000.0,,0.36,-191000000.0,,,,,4010000000.0,-60000000.0,,,30805000000.0,,3353000000.0,13385000000.0,163756000000.0,-16294000000.0,34705000000.0,,,,19451000000.0,,,158000000.0,11816000000.0,,,,,,,,,-11068000000.0,,,,955500000.0,,,,,,4104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,1926000000.0,,3000000.0,,42618000000.0,,,0.93,2422000000.0,,859000000.0,,6433000000.0,,,3299000000.0,1898000000.0,1756000000.0,,947000000.0,,-783000000.0,2166000000.0,,,,13214000000.0,,130239000000.0,2084000000.0,,1299000000.0,1576000000.0,77413000000.0,,-180000000.0,,,,14485000000.0,,,,,287000000.0,,,,,,980200000.0,7447000000.0,1115000000.0,,,,257537000000.0,,,,,,,,,,7595000000.0,7595000000.0,,,,,,,892000000.0,291408000000.0,,,24599000000.0,5440000000.0,1299000000.0,,,-2889000000.0,2621000000.0,,4145000000.0,,,,,,,2666000000.0,18041000000.0,-61000000.0,,,-464000000.0,,,,,3965000000.0,,,183807000000.0,,17875000000.0,,,,,,-51000000.0,,,,,,,,,-3777000000.0,15499000000.0,7595000000.0,,0.91,-191000000.0,,,,,4801000000.0,-25000000.0,,,33572000000.0,,,13910000000.0,163682000000.0,-3871000000.0,33871000000.0,,,,20125000000.0,,,13000000.0,11594000000.0,,,,,,,,,-6863000000.0,,,,956100000.0,,,,,,4096000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
