,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBasicAverageShares,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,annualAccountsReceivable,annualPurchaseOfInvestment,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,annualCashDividendsPaid,trailingChangeInWorkingCapital,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualTotalAssets,annualBasicEPS,annualOtherNonCashItems,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,annualLongTermDebt,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,annualDilutedEPS,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualInventory,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualPurchaseOfBusiness,annualOperatingExpense,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAssets,quarterlyDilutedEPS,annualAccumulatedDepreciation,annualGrossProfit,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingNetIncome,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1480464000,0.0,36812000.0,351130000.0,50136000.0,407086000.0,,1090900000.0,366248000.0,,588145000.0,2058254000.0,366248000.0,167425000.0,,351130000.0,,132378000.0,1247001000.0,36043000.0,-27518000.0,,124128000.0,,162964000.0,,,106495000.0,25137000.0,20445000.0,39134000.0,39227000.0,-111525000.0,142245000.0,50436000.0,728141000.0,51378000.0,2058254000.0,2.48,17419000.0,,937876000.0,1306000.0,588145000.0,202165000.0,77684000.0,142245000.0,391844000.0,7645000.0,,117512000.0,36812000.0,51270000.0,,,2058254000.0,31245000.0,55576000.0,0.78,-10927000.0,7985000.0,,39134000.0,55576000.0,-15061000.0,26336000.0,142245000.0,,-1802000.0,,179000.0,,247399000.0,167821000.0,-12292000.0,728141000.0,-262729000.0,-6948000.0,31245000.0,195688000.0,515275000.0,205359000.0,142245000.0,-23228000.0,194784000.0,811253000.0,2.42,1093141000.0,-23772000.0,,,937876000.0,23077000.0,0.0,1648000.0,124128000.0,27359000.0,-22500000.0,,205359000.0,50180000.0,106495000.0,119168000.0,2670000.0,25137000.0,,,-63310000.0,-7381000.0,1247001000.0,,,,142245000.0,142245000.0,407638000.0,,162964000.0,-5625000.0,,50141000.0,-52590000.0,133102000.0,1306000.0,-262729000.0,574907000.0,,,3875000.0,,124382000.0,,-13741000.0,1641000.0,-21105000.0,-3495000.0,61326000.0,247399000.0,,,59524000.0,117512000.0,,-577866000.0,13344000.0,-52547000.0,407638000.0,1484802000.0,2094605000.0,,50141000.0,49784000.0,7985000.0,,1093141000.0,391844000.0,12692000.0,28614000.0,9143000.0,811253000.0,0.76,-577866000.0,609803000.0,,-11327000.0,5344000.0,,-43734000.0,2058254000.0,,1559000.0,,,-48777000.0,26336000.0,-1249000.0,515275000.0,,51879000.0,,1648000.0,1874000.0,,1090900000.0,14873000.0,,,,,,,,,,,,,
1488240000,,43569000.0,358145000.0,,364327000.0,,,423581000.0,,757661000.0,2169328000.0,,,,,,,1337356000.0,-3440000.0,,,,,,,,112915000.0,66466000.0,19300000.0,14795000.0,14831000.0,,,,894497000.0,51460000.0,,,,,,,,,,,,8380000.0,,47120000.0,,,-1250000.0,,2169328000.0,160242000.0,,0.29,23989000.0,,,14795000.0,,-144345000.0,,116518000.0,,621000.0,,-2074000.0,,286254000.0,138996000.0,,,,-7048000.0,,,,,,,,,,,4884000.0,,,949380000.0,,0.0,,,,,,243598000.0,50243000.0,112915000.0,,-32597000.0,,,,,,,,,,116518000.0,116518000.0,,,181460000.0,-356610000.0,,50491000.0,,142245000.0,71055000.0,-271514000.0,503323000.0,,,5032000.0,,,,-19899000.0,,101825000.0,,26081000.0,,,,26702000.0,,,-576333000.0,,,,,,,,16459000.0,7812000.0,,1086268000.0,325066000.0,-2927000.0,,-25727000.0,831972000.0,0.29,,,,-2430000.0,,,-16109000.0,,,-246000.0,,,,,-123305000.0,509935000.0,,18322000.0,,0.0,,,1098645000.0,5765000.0,,,,,,,,,,,,,
1496188800,,46356000.0,378622000.0,,415613000.0,,,434210000.0,,747738000.0,2200236000.0,,,,,,,1349796000.0,9130000.0,,,,,,,,102770000.0,66121000.0,19900000.0,25867000.0,25864000.0,,,,883104000.0,51686000.0,,,,,,,,,,,,8148000.0,,38371000.0,,,0.0,,2200236000.0,160285000.0,,0.51,-3546000.0,,,25867000.0,,-6446000.0,,94102000.0,,-110000.0,,300000.0,,302336000.0,146038000.0,,,,-7566000.0,,,,,,,,,,,-14774000.0,,,991363000.0,,0.0,,,,,,239418000.0,50496000.0,102770000.0,,-12793000.0,,,,,,,,,,94102000.0,94102000.0,,,181979000.0,-161701000.0,,50517000.0,,116518000.0,75380000.0,-251427000.0,561651000.0,,,3811000.0,,,,-7205000.0,,-33470000.0,,43268000.0,,,,43158000.0,,,-595540000.0,,,,,,,,16335000.0,9482000.0,,1111423000.0,325381000.0,-8919000.0,,-22416000.0,850440000.0,0.5,,,,-6442000.0,,,-22273000.0,,,253000.0,,,,,0.0,515883000.0,,35010000.0,,0.0,,,1116883000.0,11151000.0,,,,,,,,,,,,,
1504137600,,47621000.0,393054000.0,,412469000.0,,,444642000.0,,760581000.0,2288323000.0,,,,,,,1371412000.0,29604000.0,,,,,,,,110219000.0,78426000.0,20303000.0,25138000.0,25139000.0,,,,906822000.0,51605000.0,,,,,,,,,,,,8100000.0,,38392000.0,,,0.0,,2288323000.0,161465000.0,,0.5,2579000.0,,,25138000.0,,-8530000.0,,119595000.0,,150000.0,,151000.0,,317968000.0,150400000.0,,,,-7444000.0,,,,,,,,,,,-4126000.0,,,1032159000.0,,0.0,,,,,,238484000.0,50384000.0,110219000.0,,-9949000.0,,,,,,,,,,119595000.0,119595000.0,,,193345000.0,-33134000.0,,50298000.0,,94102000.0,86294000.0,-220787000.0,562869000.0,,,3191000.0,,,,-8407000.0,,-7165000.0,,40181000.0,,,,40331000.0,,,-609262000.0,,,,,,,,38011000.0,10301000.0,,1136083000.0,348965000.0,-7759000.0,,25493000.0,916911000.0,0.49,,,,-12845000.0,,,-5947000.0,,,1653000.0,,,,,0.0,526821000.0,,32231000.0,,0.0,,,1134411000.0,9262000.0,,,,,,,,,,,,,
1512000000,,65472000.0,473700000.0,50370000.0,510464000.0,,1119231000.0,1336684000.0,,2398927000.0,4365276000.0,1336684000.0,58699000.0,,473700000.0,-1250000.0,85856000.0,3215654000.0,50562000.0,-29612000.0,,58242000.0,,268467000.0,,,151126000.0,43941000.0,27812000.0,-7558000.0,-7544000.0,-1800927000.0,194398000.0,9086000.0,2811713000.0,51724000.0,4365276000.0,1.16,-6426000.0,,1043627000.0,1607000.0,2398927000.0,126140000.0,87315000.0,194398000.0,504913000.0,19073000.0,,52983000.0,65472000.0,51619000.0,0.0,,4365276000.0,35021000.0,59233000.0,-0.15,21343000.0,14335000.0,,-7558000.0,59233000.0,-1641606000.0,275715000.0,194398000.0,,-24401000.0,,-23701000.0,,359505000.0,167736000.0,44365000.0,2811713000.0,-200655000.0,-7554000.0,35021000.0,140790000.0,670194000.0,1001792000.0,194398000.0,-21831000.0,102400000.0,1144992000.0,1.13,1288287000.0,-12810000.0,,,1043627000.0,52153000.0,0.0,961000.0,58242000.0,43701000.0,-1087026000.0,,1001792000.0,50356000.0,151126000.0,142245000.0,44779000.0,43941000.0,,,-54934000.0,-23740000.0,3215654000.0,10114000.0,,,194398000.0,194398000.0,477030000.0,,268467000.0,-535581000.0,,50389000.0,1710190000.0,119595000.0,1607000.0,-200655000.0,678200000.0,,,5469000.0,,58290000.0,,-19423000.0,-25324000.0,1649000000.0,-10560000.0,16610000.0,359505000.0,,,-7791000.0,52983000.0,10114000.0,-618093000.0,17503000.0,-1745415000.0,477030000.0,1702873000.0,2306043000.0,,50389000.0,69985000.0,14335000.0,,1288287000.0,504913000.0,13179000.0,30100000.0,74803000.0,1144992000.0,-0.15,-618093000.0,603170000.0,,-114000.0,-20936000.0,,60092000.0,4365276000.0,,-22596000.0,,,15763000.0,275715000.0,-1622110000.0,670194000.0,,-26864000.0,,961000.0,-26826000.0,,1119231000.0,-17092000.0,,,,,,,,,,,,,
1519776000,,73603000.0,466876000.0,,525374000.0,,,1361331000.0,,2328819000.0,4430612000.0,,,,,,,3256572000.0,-50634000.0,,,,,,,,151020000.0,323673000.0,36665000.0,47682000.0,47667000.0,,,,2730838000.0,51898000.0,,,,,,,,,,,,27545000.0,,112387000.0,,,0.0,,4430612000.0,236976000.0,,0.94,-5016000.0,,,47682000.0,,-17188000.0,,132478000.0,,4074000.0,,,,410205000.0,187705000.0,,,,-7642000.0,,,,,,,,,,,16613000.0,,,1120023000.0,,,,,,,,982889000.0,50471000.0,151020000.0,,-46713000.0,,,,,,,,,,132478000.0,132478000.0,,,257417000.0,-5375000.0,,50533000.0,,194398000.0,107922000.0,-186757000.0,713079000.0,,,5651000.0,,,,-18555000.0,,-15292000.0,,36685000.0,,,,40759000.0,,,-640708000.0,,,,,,,,-32079000.0,15299000.0,,1316084000.0,522827000.0,1987000.0,,-61920000.0,1117481000.0,0.92,,,,-3268000.0,,,-69517000.0,,,-50613000.0,,,,,0.0,675376000.0,,13214000.0,,,,,1177605000.0,-32632000.0,,,,,,,,,,,,,
1527724800,,66407000.0,477655000.0,,567002000.0,,,1338546000.0,,2338080000.0,4338897000.0,,,,,,,3183226000.0,39812000.0,,,,,,,,145199000.0,279855000.0,36013000.0,44451000.0,44464000.0,,,,2693329000.0,51846000.0,,,,,,,,,,,,25223000.0,,66872000.0,,,0.0,,4338897000.0,241628000.0,,0.88,12716000.0,,,44451000.0,,-13300000.0,,129248000.0,,3850000.0,,,,404680000.0,222385000.0,,,,-7772000.0,,,,,,,,,,,-29092000.0,,,1129788000.0,,,,,,,,949662000.0,50551000.0,145199000.0,,-6861000.0,,,,,,,,,,129248000.0,129248000.0,,,263724000.0,-34363000.0,,50579000.0,,132478000.0,144088000.0,-221277000.0,789387000.0,,,4783000.0,,,,-14642000.0,,-42002000.0,,77186000.0,,,,81036000.0,,,-642930000.0,,,,,,,,54454000.0,52143000.0,,1296320000.0,515407000.0,34234000.0,,-3230000.0,1155671000.0,0.86,,,,-1261000.0,,,-64006000.0,,,2179000.0,,,,,0.0,653390000.0,,55813000.0,,,,,1214219000.0,13488000.0,,,,,,,,,,,,,
1535673600,,58463000.0,465942000.0,,552903000.0,,,1316917000.0,,2290736000.0,4289777000.0,,,,,,,3121921000.0,71118000.0,,,,,,,,146069000.0,277719000.0,36484000.0,37730000.0,37736000.0,,,,2643274000.0,52138000.0,,,,,,,,,,,,24924000.0,,73501000.0,,,0.0,,4289777000.0,232583000.0,,0.75,-3911000.0,,,37730000.0,,-11465000.0,,150084000.0,,-1375000.0,,,,401091000.0,217204000.0,,,,-7849000.0,,,,,,,,,,,-2608000.0,,,1127602000.0,,,,,,,,930210000.0,50632000.0,146069000.0,,-6614000.0,,,,,,,,,,150084000.0,150084000.0,,,256042000.0,-40861000.0,,50687000.0,,129248000.0,150739000.0,-259102000.0,770107000.0,,,5005000.0,,,,-13323000.0,,-45893000.0,,71135000.0,,,,69760000.0,,,-653197000.0,,,,,,,,84441000.0,53969000.0,,1295408000.0,518529000.0,8227000.0,,20836000.0,1167856000.0,0.72,,,,-24000.0,,,-2547000.0,,,-3269000.0,,,,,2389000.0,642211000.0,,44836000.0,,,,,1244021000.0,9300000.0,,,,,,,,,,,,,
1543536000,,59196000.0,485719000.0,50591000.0,558829000.0,,1285246000.0,1305171000.0,,2141532000.0,4175271000.0,1305171000.0,156726000.0,,485719000.0,0.0,185049000.0,3087539000.0,124753000.0,-31124000.0,,171208000.0,,273378000.0,,,139844000.0,33067000.0,35964000.0,41345000.0,41365000.0,-61841000.0,150793000.0,-6356000.0,2476980000.0,52017000.0,4175271000.0,3.38,73040000.0,,1151767000.0,,2141532000.0,254762000.0,145126000.0,150793000.0,546123000.0,27574000.0,,105995000.0,59196000.0,51975000.0,0.0,,4175271000.0,15329000.0,61719000.0,0.82,21612000.0,12578000.0,,41345000.0,61719000.0,-19888000.0,,150793000.0,,-2324000.0,,,,355563000.0,209600000.0,25401000.0,2476980000.0,-280152000.0,-7861000.0,15329000.0,253312000.0,636549000.0,908151000.0,150793000.0,-4688000.0,267720000.0,1087732000.0,3.29,1303590000.0,-24342000.0,,,1151767000.0,-43605000.0,,,171208000.0,110994000.0,-199026000.0,,908151000.0,50712000.0,139844000.0,194398000.0,43120000.0,33067000.0,,,-68263000.0,1184000.0,3087539000.0,,,,150793000.0,150793000.0,582132000.0,,273378000.0,-118427000.0,,50733000.0,-228601000.0,150084000.0,,-280152000.0,768429000.0,,,1674000.0,,171232000.0,,-21743000.0,,-125414000.0,-17068000.0,69756000.0,355563000.0,,,70437000.0,105995000.0,,-667041000.0,17113000.0,,582132000.0,2204108000.0,3041002000.0,,50733000.0,146496000.0,12578000.0,,1303590000.0,546123000.0,28592000.0,,709000.0,1087732000.0,0.79,-667041000.0,836894000.0,,-135000.0,-47446000.0,,47821000.0,4175271000.0,,4257000.0,,,-88249000.0,,,636549000.0,,42863000.0,,,-39429000.0,,1285246000.0,3488000.0,,,,,,,,,,,,,
1551312000,,71245000.0,478326000.0,,493010000.0,,,1314615000.0,,2235306000.0,4166100000.0,,,,,,,3187573000.0,-13372000.0,,,,,,,,145713000.0,255481000.0,36054000.0,12244000.0,12248000.0,,,,2235306000.0,51901000.0,,,,,,,,,,,,26807000.0,,89064000.0,,,,,2520215000.0,229111000.0,,0.24,7905000.0,,,12244000.0,,-13724000.0,,113476000.0,,3365000.0,,,,386725000.0,179925000.0,,,,-7883000.0,,,,,,,,,,,5873000.0,,,1173693000.0,,,,,,,,892391000.0,50752000.0,145713000.0,,-21630000.0,,,,,,,,,,113476000.0,113476000.0,,,284909000.0,-20000000.0,,50884000.0,,150793000.0,114138000.0,-268335000.0,672935000.0,,,5906000.0,,,,-13865000.0,,-26856000.0,,34212000.0,,,,40630000.0,,,-685148000.0,,,,,,,,493000.0,16001000.0,,1322466000.0,284909000.0,12541000.0,,-37317000.0,978527000.0,0.24,,,,-2683000.0,,,-63295000.0,,,-1426000.0,,,,,,637318000.0,,13823000.0,,,,,1290571000.0,3140000.0,,,,,,,,,,,,,
1559260800,,75438000.0,499406000.0,,541124000.0,,,1301292000.0,,2148653000.0,4149864000.0,,,,,,,3041105000.0,58506000.0,,,,,,,,146079000.0,251077000.0,35704000.0,36641000.0,36641000.0,,,,2469299000.0,52105000.0,,,,,,,,,,,,26940000.0,,45107000.0,,,,,4149864000.0,235970000.0,,0.72,18038000.0,,,36641000.0,,-28282000.0,,100246000.0,,2986000.0,,,,382612000.0,218459000.0,,,,-8145000.0,,,,,,,,,,,-29565000.0,,,1162582000.0,,,,,,,,876505000.0,50902000.0,146079000.0,,-1168000.0,,,,,,,,,,100246000.0,100246000.0,,,299935000.0,-50000000.0,,50917000.0,,113476000.0,126495000.0,-317144000.0,759583000.0,,,8266000.0,,,,-18327000.0,,-59699000.0,,72380000.0,,,,78389000.0,,,-695810000.0,,,,,,,,76833000.0,36837000.0,,1323148000.0,517576000.0,-4751000.0,,-13230000.0,1108759000.0,0.7,,,,-124000.0,,,22704000.0,,,-20445000.0,,,,,,627338000.0,,51449000.0,,,,,1318984000.0,16441000.0,,,,,,,,,,,,,
1567209600,,69241000.0,485688000.0,,518055000.0,,,1272165000.0,,2080336000.0,4032683000.0,,,,,,,2951793000.0,68091000.0,,,,,,,,140615000.0,249986000.0,34780000.0,49718000.0,49730000.0,,,,2399077000.0,51502000.0,,,,,,,,,,,,25607000.0,,16786000.0,,,,,4032683000.0,252267000.0,,0.98,-23697000.0,,,49718000.0,,60603000.0,,119776000.0,,22762000.0,,0.0,,373609000.0,207321000.0,,,,-8153000.0,,,,,,,,,,,8018000.0,,,1175599000.0,,0.0,,,,,,812985000.0,50939000.0,140615000.0,,5094000.0,,,,,,,,,,119776000.0,119776000.0,,,272554000.0,-103500000.0,,50954000.0,,100246000.0,101817000.0,-355124000.0,725376000.0,,,5998000.0,,,,-14831000.0,,-112496000.0,,66706000.0,,,,92583000.0,,,-704045000.0,,,,,,,,82922000.0,32170000.0,,1318421000.0,457587000.0,20730000.0,,19530000.0,1080890000.0,0.97,,,,-115000.0,,,2044000.0,,,-14960000.0,,,,,-128000.0,614376000.0,,66976000.0,,,,,1360463000.0,19321000.0,,,,,,,,,,,,,
1575072000,,45714000.0,493181000.0,,537889000.0,6123000.0,1384411000.0,1281808000.0,172828000.0,1898384000.0,3985734000.0,1281808000.0,,,493181000.0,,,2952372000.0,93970000.0,,8140000.0,,7405000.0,298869000.0,225994000.0,11553000.0,148521000.0,37155000.0,34668000.0,32214000.0,32225000.0,,,,2220788000.0,52423000.0,3985734000.0,,,2897000000.0,1222347000.0,,1898384000.0,,,112191000.0,542157000.0,23933000.0,112191000.0,80732000.0,45714000.0,,,-315046000.0,3985734000.0,14129000.0,64233000.0,0.63,9307000.0,23229000.0,,32214000.0,64233000.0,-11192000.0,10088000.0,112191000.0,269177000.0,8830000.0,-3026000.0,0.0,37943000.0,337267000.0,201217000.0,,2220788000.0,-343600000.0,-8176000.0,14129000.0,,629813000.0,799399000.0,112191000.0,,,1033362000.0,,1304231000.0,-9958000.0,130817000.0,-38602000.0,1222347000.0,,-1802000.0,,,,,-25632000.0,799399000.0,51089000.0,148521000.0,,37288000.0,37155000.0,,-29028000.0,,,2952372000.0,,-61982000.0,806922000.0,112191000.0,112191000.0,,103287000.0,298869000.0,-115100000.0,-288600000.0,51241000.0,,119776000.0,,-343600000.0,739106000.0,19584000.0,24003000.0,3833000.0,,,141206000.0,-14959000.0,,-115995000.0,,52696000.0,337267000.0,49408000.0,-3610000.0,64513000.0,80732000.0,,-674418000.0,,,,,,29455000.0,51241000.0,108929000.0,23229000.0,580928000.0,1304231000.0,542157000.0,935000.0,,-7585000.0,1033362000.0,0.61,-674418000.0,,207195000.0,-104000.0,,-32357000.0,46687000.0,3985734000.0,150793000.0,7803000.0,-18162000.0,130817000.0,,10088000.0,-250000.0,629813000.0,130844000.0,40580000.0,2090078000.0,,,580928000.0,1384411000.0,10506000.0,,,,,,,,,,,,,
