,trailingCashDividendsPaid,annualPretaxIncome,annualNetIncome,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,annualOperatingIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,annualTotalAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,trailingTotalRevenue,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualBasicEPS,quarterlyRepaymentOfDebt,annualCurrentDebt,annualDilutedAverageShares,annualInventory,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyNetPPE,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyTaxProvision,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockBasedCompensation,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,annualDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualChangeInInventory,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares
915062400,,,,1894400000.0,-20300000.0,154400000.0,,,,,426800000.0,11900000.0,,242400000.0,,1225500000.0,,,64583333.0,,,,660000000.0,,,,,,31800000.0,,31800000.0,,,,58400000.0,,,,,31000000.0,19300000.0,,,2600000.0,78800000.0,,283600000.0,19300000.0,,,-8100000.0,,108300000.0,,,,,,,,253600000.0,,24900000.0,,10900000.0,,0.0,-52100000.0,,30400000.0,,1159700000.0,0.0,162800000.0,,,0.43,,,,,,-69200000.0,,,,,,-26200000.0,,,,44700000.0,,,,,,,,,,-26100000.0,,,,,61000000.0,234200000.0,,,,,166600000.0,39600000.0,,,,,,72093023.0,,,,,702200000.0,3800000.0,,,,,,,,,-974500000.0,1037800000.0,,,,17300000.0,,,,,,,88700000.0,,,,,,,0.48,,-78700000.0,,800000.0,,45000000.0,,,,800000.0,,,676700000.0,,,19500000.0,,-13300000.0,,49100000.0,-55900000.0,,,,668900000.0,,499700000.0,,,409000000.0,2012300000.0,58300000.0,,,,,,,,,,
922838400,,,,1846900000.0,-6300000.0,150800000.0,,,,,423700000.0,10300000.0,,273500000.0,,1187000000.0,,,72222222.0,,,,645900000.0,,,,,,33200000.0,,33200000.0,,,,56700000.0,,,,,32500000.0,13000000.0,,,7400000.0,71400000.0,,283900000.0,13000000.0,,,-8100000.0,,106600000.0,,,,,,,,246700000.0,,23300000.0,,12100000.0,,0.0,-16100000.0,,31100000.0,,1121100000.0,0.0,159600000.0,,,0.45,,,,,,7000000.0,,,,,,-6800000.0,,,,38600000.0,,,,,,,,,,-4200000.0,,,,,59900000.0,218200000.0,,,,,162300000.0,0.0,,,,,,72222222.0,,,,,695100000.0,4100000.0,,,,,,,,,-965900000.0,1004100000.0,,,,17000000.0,,,,,,,86800000.0,,,,,,,0.45,,-24000000.0,,-3900000.0,,-19300000.0,,,,2700000.0,,,701100000.0,,,18800000.0,,31400000.0,,50200000.0,-24400000.0,,,,659900000.0,,475200000.0,,,435800000.0,1970000000.0,55700000.0,,,,,,,,,,
930700800,,,,1817700000.0,6200000.0,151100000.0,,,,,422000000.0,3400000.0,,263100000.0,,1162300000.0,,,63529412.0,,,,640800000.0,,,,,,22400000.0,,22400000.0,,,,55800000.0,,,,,21600000.0,19200000.0,,,-7300000.0,67700000.0,,263000000.0,19200000.0,,-200000.0,-8200000.0,,106400000.0,,,,,,,,259200000.0,,22000000.0,,11300000.0,,0.0,-27000000.0,,31900000.0,,1115300000.0,-18200000.0,140900000.0,,,0.3,,,,,,12500000.0,,,,,,18800000.0,,,,46000000.0,,,,,,,,,,-13700000.0,,,,,59000000.0,211900000.0,,,,,160500000.0,0.0,,,,,,72000000.0,,,,,673400000.0,-100000.0,,,,,,,,,-990300000.0,999400000.0,,,,11500000.0,,,,,,,86000000.0,,,,,,,0.34,,-16800000.0,,-4300000.0,,-20800000.0,,,,5000000.0,,,706000000.0,,,18700000.0,,49600000.0,,33900000.0,-37100000.0,,,,655400000.0,,474500000.0,,,423600000.0,1989700000.0,54100000.0,,,,,,,,,,
938649600,,146000000.0,97000000.0,1842000000.0,15400000.0,167000000.0,-32000000.0,-6000000.0,,419000000.0,419000000.0,1000000.0,,315900000.0,,1183000000.0,,20000000.0,,,,,654000000.0,,706000000.0,,194000000.0,,9600000.0,-143000000.0,9600000.0,734000000.0,,1842000000.0,37100000.0,,125000000.0,-69000000.0,35000000.0,9000000.0,35000000.0,,,-5500000.0,68000000.0,,259000000.0,35000000.0,,-600000.0,-7600000.0,1024000000.0,84700000.0,208000000.0,654000000.0,,,252000000.0,,450000000.0,197000000.0,,20000000.0,,11700000.0,20000000.0,35000000.0,-47800000.0,11000000.0,31600000.0,,1104000000.0,18200000.0,139000000.0,-46000000.0,,,167000000.0,319000000.0,139000000.0,,-15800000.0,91700000.0,8000000.0,35000000.0,35000000.0,,,7200000.0,,46000000.0,,44000000.0,64000000.0,40000000.0,,659000000.0,,2039000000.0,400000.0,-3000000.0,94000000.0,-2000000.0,208000000.0,-1015000000.0,,,142000000.0,252000000.0,,,-15800000.0,,110700000.0,0.0,-3000000.0,1000000.0,,,,,,-5000000.0,-166000000.0,,706000000.0,200000.0,,49000000.0,1.47,,197000000.0,73000000.0,259000000.0,,-1015000000.0,1024000000.0,,,142000000.0,3200000.0,1095000000.0,44000000.0,1695000000.0,,1183000000.0,73000000.0,57600000.0,,600000000.0,42000000.0,,,,,0.0,78500000.0,,4400000.0,,-73900000.0,,406000000.0,-41000000.0,2500000.0,,97000000.0,734000000.0,,,16000000.0,,140300000.0,,12800000.0,-48600000.0,1.31,,,659000000.0,68000000.0,450000000.0,,1104000000.0,426600000.0,2039000000.0,26000000.0,-7000000.0,,,,,,,,,
946598400,,,,1859000000.0,0.0,157000000.0,,,,,377000000.0,1000000.0,,325000000.0,,1172000000.0,,,64000000.0,,,,601000000.0,,,,,,38000000.0,,38000000.0,,,,50000000.0,,,,,37000000.0,35000000.0,,,0.0,67000000.0,,264000000.0,35000000.0,,,-9000000.0,,97000000.0,,,,,,,,254000000.0,,19000000.0,,11000000.0,,35000000.0,-26000000.0,,32000000.0,,1105000000.0,0.0,145000000.0,,,0.5,,,,,,-1000000.0,,,,,,-7000000.0,,,,47000000.0,,,,,,,,,,-7000000.0,,,,,142000000.0,249000000.0,,,-165000000.0,,168000000.0,35000000.0,,,,,,73000000.0,,,,,722000000.0,0.0,,,,,,,,,-1031000000.0,1008000000.0,,,,21000000.0,,,,,,,103000000.0,,,,,,,0.57,,-54000000.0,,3000000.0,,3000000.0,,,,1000000.0,,,763000000.0,,,15000000.0,,25000000.0,,59000000.0,-26000000.0,,,,687000000.0,,504000000.0,,,493000000.0,2039000000.0,71000000.0,,,,,,,,,,
954460800,,,,1895000000.0,18000000.0,157000000.0,,,,,391000000.0,1000000.0,,361000000.0,,1164000000.0,,,64000000.0,,,,618000000.0,,,,,,41000000.0,,41000000.0,,,,53000000.0,,,,,40000000.0,53000000.0,,,2000000.0,70000000.0,,247000000.0,53000000.0,,,-7000000.0,,100000000.0,,,,,,,,245000000.0,,18000000.0,,12000000.0,,53000000.0,-26000000.0,,32000000.0,,1118000000.0,0.0,153000000.0,,,0.57,,,,,,20000000.0,,,,,,14000000.0,,,,54000000.0,,,,,,,,,,-5000000.0,,,,,142000000.0,254000000.0,,,-170000000.0,,173000000.0,35000000.0,,,,,,73000000.0,,,,,746000000.0,0.0,,,,,,,,,-1027000000.0,993000000.0,,,,23000000.0,,,,,,,105000000.0,,,,,,,0.63,,-32000000.0,,4000000.0,,-2000000.0,,,,2000000.0,,,793000000.0,,,15000000.0,,47000000.0,,64000000.0,-27000000.0,,,,731000000.0,,500000000.0,,,534000000.0,2020000000.0,73000000.0,,,,,,,,,,
962323200,,,,1833000000.0,-9000000.0,152000000.0,,,,,348000000.0,1000000.0,,262000000.0,,1161000000.0,,,65000000.0,,,,573000000.0,,,,,,38000000.0,,46000000.0,,,,44000000.0,,,,,45000000.0,30000000.0,,,15000000.0,73000000.0,,222000000.0,30000000.0,,,-8000000.0,,87000000.0,,,,,,,,165000000.0,,22000000.0,,7000000.0,,44000000.0,-47000000.0,,32000000.0,,963000000.0,4000000.0,313000000.0,,,0.62,,,,,,75000000.0,,,,,,4000000.0,,,,118000000.0,,,,,,,,,,-33000000.0,,,,,119000000.0,224000000.0,,,-176000000.0,,136000000.0,53000000.0,,,,,,73000000.0,,,,,824000000.0,-14000000.0,,,,,,,,,-1002000000.0,826000000.0,,,,19000000.0,,,,,,,81000000.0,,,,,,,0.69,,29000000.0,,-2000000.0,,-70000000.0,,,,89000000.0,,,811000000.0,,,11000000.0,,109000000.0,,57000000.0,-34000000.0,,,,672000000.0,,390000000.0,,,398000000.0,1828000000.0,49000000.0,,,,,,,,,,
970272000,,165000000.0,453000000.0,2134000000.0,594000000.0,143000000.0,-32000000.0,-2000000.0,280000000.0,329000000.0,329000000.0,1000000.0,,247000000.0,,944000000.0,,,,280000000.0,,,562000000.0,,1047000000.0,-5000000.0,200000000.0,,12000000.0,528000000.0,329000000.0,1040000000.0,,2134000000.0,47000000.0,,129000000.0,-184000000.0,638000000.0,328000000.0,638000000.0,,,-13000000.0,90000000.0,,232000000.0,638000000.0,,,-8000000.0,806000000.0,91000000.0,264000000.0,562000000.0,,,425000000.0,,494000000.0,68000000.0,,21000000.0,,7000000.0,21000000.0,638000000.0,627000000.0,98000000.0,33000000.0,,1056000000.0,3000000.0,117000000.0,-47000000.0,,,143000000.0,329000000.0,117000000.0,,-223000000.0,33000000.0,-14000000.0,638000000.0,638000000.0,,,-10000000.0,,33000000.0,,40000000.0,64000000.0,35000000.0,,1190000000.0,,1794000000.0,,20000000.0,450000000.0,-2000000.0,178000000.0,-988000000.0,,,143000000.0,425000000.0,,,-223000000.0,,133000000.0,44000000.0,3000000.0,1000000.0,,,,,,603000000.0,-137000000.0,,1047000000.0,0.0,,57000000.0,7.04,,68000000.0,73000000.0,232000000.0,,-988000000.0,806000000.0,,,143000000.0,5000000.0,973000000.0,40000000.0,1523000000.0,,944000000.0,43000000.0,75000000.0,,550000000.0,127000000.0,,,,,7000000.0,1000000.0,,15000000.0,,-115000000.0,,350000000.0,-56000000.0,6000000.0,,108000000.0,1040000000.0,,,11000000.0,,83000000.0,,17000000.0,-50000000.0,6.2,,,1190000000.0,90000000.0,494000000.0,,1056000000.0,380000000.0,1794000000.0,42000000.0,1000000.0,,,,,,,,,
978220800,,,,2007000000.0,-207000000.0,142000000.0,,,,,451000000.0,0.0,,276000000.0,,949000000.0,,,67000000.0,,,,685000000.0,,,,,,28000000.0,,28000000.0,,,,45000000.0,,,,,27000000.0,431000000.0,,,4000000.0,92000000.0,,285000000.0,431000000.0,,-4000000.0,-8000000.0,,85000000.0,,,,,,,,23000000.0,,21000000.0,,8000000.0,,431000000.0,-16000000.0,,29000000.0,,934000000.0,2000000.0,129000000.0,,,0.37,,,,,,-227000000.0,,,,,,-51000000.0,,,,38000000.0,,,,,,,,,,-38000000.0,,,,,141000000.0,226000000.0,,,-212000000.0,,119000000.0,638000000.0,,,,,,77000000.0,,,,,1041000000.0,0.0,,,,,,,,,-1025000000.0,799000000.0,,,,11000000.0,,,,,,,63000000.0,,,,,,,0.43,,-274000000.0,,-1000000.0,,22000000.0,,,,,,,1060000000.0,,,11000000.0,,-214000000.0,,39000000.0,-13000000.0,,,,1058000000.0,,249000000.0,,,395000000.0,1824000000.0,34000000.0,,,,,,,,,,
985996800,,,,2009000000.0,13000000.0,143000000.0,,,,,443000000.0,0.0,,309000000.0,,928000000.0,,,63000000.0,322000000.0,,,679000000.0,,,,,,28000000.0,,31000000.0,,,,52000000.0,,,,,30000000.0,444000000.0,,,-13000000.0,93000000.0,,276000000.0,444000000.0,,0.0,-8000000.0,,94000000.0,,,,,,,,21000000.0,,20000000.0,,9000000.0,,444000000.0,-17000000.0,,30000000.0,,955000000.0,-2000000.0,133000000.0,,,0.4,,,,,,50000000.0,,,,,,6000000.0,,,,0.0,,,,,,,,,,-39000000.0,,,,,140000000.0,254000000.0,,,-216000000.0,,156000000.0,431000000.0,,,,,,76000000.0,,,,,1021000000.0,0.0,,,,,,,,,-1024000000.0,773000000.0,,,,10000000.0,,,,,,,92000000.0,,,,,,,0.47,,3000000.0,,0.0,,-41000000.0,,,,,,,1083000000.0,,,12000000.0,,73000000.0,,36000000.0,-23000000.0,,,,1081000000.0,,276000000.0,,,465000000.0,1797000000.0,62000000.0,,,,,,,,,,
993859200,,,,1916000000.0,-50000000.0,144000000.0,,,,,437000000.0,0.0,,316000000.0,,919000000.0,,,62000000.0,306000000.0,,,671000000.0,,,,,,38000000.0,,38000000.0,,,,55000000.0,,,,,38000000.0,394000000.0,,,2000000.0,90000000.0,,257000000.0,394000000.0,,-1000000.0,-9000000.0,,74000000.0,,,,,,,,19000000.0,,19000000.0,,8000000.0,,394000000.0,-30000000.0,,28000000.0,,924000000.0,11000000.0,131000000.0,,,0.51,,,,,,68000000.0,,,,,,14000000.0,,,,0.0,,,,,,,,,,-115000000.0,,,,,137000000.0,233000000.0,,,-208000000.0,,120000000.0,444000000.0,,,,,,73000000.0,,,,,957000000.0,5000000.0,,,,,,,,,-1037000000.0,767000000.0,,,,13000000.0,,,,,,,74000000.0,,,,,,,0.59,,24000000.0,,-5000000.0,,-116000000.0,,,,4000000.0,,,1059000000.0,,,12000000.0,,97000000.0,,51000000.0,-29000000.0,,,,997000000.0,,253000000.0,,,436000000.0,1804000000.0,46000000.0,,,,,,,,,,
1001808000,,163000000.0,124000000.0,1919000000.0,-30000000.0,138000000.0,-34000000.0,-5000000.0,267000000.0,419000000.0,419000000.0,0.0,,276000000.0,,951000000.0,,,,267000000.0,,,651000000.0,,950000000.0,6000000.0,177000000.0,,28000000.0,-124000000.0,28000000.0,1078000000.0,,1919000000.0,56000000.0,,115000000.0,-176000000.0,364000000.0,27000000.0,364000000.0,,,33000000.0,94000000.0,,285000000.0,364000000.0,,0.0,-9000000.0,807000000.0,45000000.0,26000000.0,651000000.0,,,243000000.0,,291000000.0,43000000.0,,21000000.0,,7000000.0,21000000.0,364000000.0,-61000000.0,13000000.0,28000000.0,,942000000.0,4000000.0,121000000.0,-229000000.0,,,138000000.0,292000000.0,121000000.0,,-242000000.0,13000000.0,0.0,364000000.0,364000000.0,,,-24000000.0,,32000000.0,,0.0,62000000.0,638000000.0,,968000000.0,,1856000000.0,,6000000.0,121000000.0,-37000000.0,208000000.0,-1049000000.0,,,138000000.0,243000000.0,,,-242000000.0,,105000000.0,394000000.0,25000000.0,0.0,,,,,,-274000000.0,-122000000.0,,950000000.0,-11000000.0,,42000000.0,1.94,,43000000.0,74000000.0,285000000.0,,-1049000000.0,807000000.0,,,138000000.0,8000000.0,1237000000.0,0.0,1670000000.0,,951000000.0,48000000.0,88000000.0,,433000000.0,-96000000.0,,,,,15000000.0,-7000000.0,,12000000.0,,-41000000.0,,256000000.0,-254000000.0,6000000.0,,121000000.0,1078000000.0,,,13000000.0,,70000000.0,,36000000.0,-57000000.0,1.66,,,968000000.0,94000000.0,291000000.0,,942000000.0,381000000.0,1856000000.0,60000000.0,-55000000.0,,,,,,,,,
1009756800,,,,1903000000.0,-70000000.0,147000000.0,,,,,412000000.0,0.0,,260000000.0,,979000000.0,,,59000000.0,288000000.0,,,655000000.0,,,,,,38000000.0,,38000000.0,,,,48000000.0,,,,,37000000.0,294000000.0,,,1000000.0,96000000.0,,295000000.0,294000000.0,,-9000000.0,-9000000.0,,59000000.0,,,,,,,,49000000.0,,25000000.0,,8000000.0,,294000000.0,-44000000.0,,27000000.0,,900000000.0,1000000.0,140000000.0,,,0.53,,,,,,-42000000.0,,,,,,-11000000.0,,,,0.0,,,,,,,,,,-19000000.0,,,,,101000000.0,192000000.0,,,-233000000.0,,120000000.0,364000000.0,,,,,,72000000.0,,,,,970000000.0,0.0,,,,,,,,,-1066000000.0,812000000.0,,5000000.0,,15000000.0,,,,,,,88000000.0,,,,,,,0.63,,-75000000.0,,1000000.0,,-20000000.0,,,,1000000.0,,,1102000000.0,,,11000000.0,,-6000000.0,,52000000.0,-36000000.0,,,,924000000.0,,245000000.0,,,380000000.0,1878000000.0,61000000.0,,,,,,,,,,
1017532800,,,,2028000000.0,-94000000.0,154000000.0,,,,,467000000.0,0.0,,247000000.0,,1063000000.0,,,59000000.0,317000000.0,,,718000000.0,,,,,,26000000.0,,26000000.0,,,,51000000.0,,,,,26000000.0,200000000.0,,,1000000.0,97000000.0,,395000000.0,200000000.0,,0.0,-8000000.0,,63000000.0,,,,,,,,88000000.0,,103000000.0,,6000000.0,,200000000.0,-112000000.0,,26000000.0,,1030000000.0,0.0,106000000.0,,,0.36,,,,,,11000000.0,,,,,,-23000000.0,,,,0.0,,,,,,,,,,-12000000.0,,,,,137000000.0,220000000.0,,,-246000000.0,,105000000.0,294000000.0,,,,,,71000000.0,,,,,966000000.0,-79000000.0,,,,,,,,,-1074000000.0,852000000.0,,,,10000000.0,,,,,,,68000000.0,,,,,,,0.43,,-19000000.0,,2000000.0,,-24000000.0,,,,3000000.0,,,1120000000.0,,,12000000.0,,44000000.0,,37000000.0,-33000000.0,,,,965000000.0,,312000000.0,,,352000000.0,1926000000.0,42000000.0,,,,,,,,,,
1025395200,,,,2071000000.0,-9000000.0,153000000.0,,,,,491000000.0,0.0,,292000000.0,,1107000000.0,,,59000000.0,294000000.0,,,741000000.0,,,,,,18000000.0,,19000000.0,,,,55000000.0,,,,,19000000.0,191000000.0,,,-1000000.0,97000000.0,,421000000.0,191000000.0,,0.0,-9000000.0,,67000000.0,,,,,,,,78000000.0,,197000000.0,,7000000.0,,191000000.0,-34000000.0,,27000000.0,,1049000000.0,-1000000.0,20000000.0,,,0.28,,,,,,35000000.0,,,,,,-19000000.0,,,,0.0,,,,,,,,,,-26000000.0,,,,,136000000.0,226000000.0,,,-211000000.0,,98000000.0,200000000.0,,,,,,71000000.0,,,,,987000000.0,0.0,,,,,,,,,-1124000000.0,888000000.0,,,,6000000.0,,,,,,,58000000.0,,,,,,,0.32,,18000000.0,,-2000000.0,,-49000000.0,,,,2000000.0,,,1107000000.0,,,12000000.0,,69000000.0,,23000000.0,-34000000.0,,,,964000000.0,,308000000.0,,,390000000.0,2012000000.0,31000000.0,,,,,,,,,,
1033344000,,135000000.0,106000000.0,2067000000.0,-32000000.0,170000000.0,-40000000.0,-9000000.0,304000000.0,495000000.0,495000000.0,0.0,,329000000.0,,1108000000.0,,,,304000000.0,,,769000000.0,,977000000.0,,148000000.0,,22000000.0,-232000000.0,22000000.0,1120000000.0,,2067000000.0,65000000.0,,109000000.0,-164000000.0,159000000.0,21000000.0,159000000.0,,,-5000000.0,104000000.0,,435000000.0,159000000.0,,0.0,-14000000.0,885000000.0,92000000.0,192000000.0,769000000.0,,,238000000.0,,286000000.0,45000000.0,,113000000.0,,7000000.0,113000000.0,159000000.0,-42000000.0,6000000.0,29000000.0,,1055000000.0,7000000.0,106000000.0,-82000000.0,,,170000000.0,257000000.0,106000000.0,,-239000000.0,42000000.0,0.0,159000000.0,159000000.0,,,-11000000.0,,28000000.0,,0.0,59000000.0,364000000.0,,959000000.0,,2019000000.0,,-4000000.0,103000000.0,-25000000.0,219000000.0,-1134000000.0,,,97000000.0,238000000.0,,,-239000000.0,,111000000.0,191000000.0,-4000000.0,0.0,,,,,,-205000000.0,-146000000.0,,977000000.0,-10000000.0,,30000000.0,1.76,,45000000.0,71000000.0,435000000.0,,-1134000000.0,885000000.0,,,97000000.0,-1000000.0,1128000000.0,0.0,1557000000.0,,1108000000.0,48000000.0,48000000.0,,429000000.0,46000000.0,,,,,7000000.0,18000000.0,,-5000000.0,,-71000000.0,,281000000.0,-58000000.0,0.0,,105000000.0,1120000000.0,,,13000000.0,,85000000.0,,22000000.0,-43000000.0,1.5,,,959000000.0,104000000.0,286000000.0,,1055000000.0,440000000.0,2019000000.0,19000000.0,-64000000.0,,,,,,,,,
1041292800,,,,2112000000.0,-34000000.0,177000000.0,,,,,532000000.0,0.0,,291000000.0,,1091000000.0,,,59000000.0,344000000.0,,,815000000.0,,,,,,33000000.0,,33000000.0,,,,52000000.0,,,,,32000000.0,125000000.0,,,-2000000.0,106000000.0,,478000000.0,125000000.0,,,-10000000.0,,63000000.0,,,,,,,,18000000.0,,110000000.0,,7000000.0,,125000000.0,-24000000.0,,32000000.0,,1066000000.0,0.0,85000000.0,,,0.48,,,,,,-26000000.0,,,,,,-38000000.0,,,,0.0,,,,,,,,,,,,,,,97000000.0,230000000.0,,,-232000000.0,,117000000.0,159000000.0,,,,,,70000000.0,,,,,1008000000.0,0.0,,,,,,,,,-1187000000.0,892000000.0,,,,11000000.0,,,,,,,86000000.0,,,,,,,0.56,,-72000000.0,,-1000000.0,,-10000000.0,,,,1000000.0,,,1144000000.0,,,11000000.0,,-1000000.0,,45000000.0,-25000000.0,,,,1021000000.0,,251000000.0,,,408000000.0,2079000000.0,54000000.0,,,,,,,,,,
1049068800,,,,2152000000.0,6000000.0,178000000.0,,,,,536000000.0,0.0,,339000000.0,,1094000000.0,,,59000000.0,377000000.0,,,811000000.0,,,,,,23000000.0,,23000000.0,,,,58000000.0,,,,,22000000.0,131000000.0,,,-21000000.0,97000000.0,,482000000.0,131000000.0,,,-12000000.0,,70000000.0,,,,,,,,12000000.0,,113000000.0,,7000000.0,,131000000.0,-23000000.0,,32000000.0,,1064000000.0,0.0,85000000.0,,,0.33,,,,,,33000000.0,,,,,,1000000.0,,,,0.0,,,,,,,,,,,,,,,96000000.0,239000000.0,,,-199000000.0,,127000000.0,125000000.0,,,,,,70000000.0,,,,,1052000000.0,0.0,,,,,,,,,-1217000000.0,893000000.0,,,,6000000.0,,,,,,,89000000.0,,,,,,,0.38,,-23000000.0,,-9000000.0,,-29000000.0,,,,1000000.0,,,1159000000.0,,,12000000.0,,57000000.0,,30000000.0,-24000000.0,,,,1058000000.0,,253000000.0,,,466000000.0,2110000000.0,57000000.0,,,,,,,,,,
1056931200,,,,2200000000.0,48000000.0,197000000.0,,,,,530000000.0,0.0,,367000000.0,,1111000000.0,,,59000000.0,347000000.0,,,808000000.0,,,,,,-8000000.0,,-5000000.0,,,,82000000.0,,,,,-5000000.0,179000000.0,,,2000000.0,81000000.0,,494000000.0,179000000.0,,,-8000000.0,,109000000.0,,,,,,,,29000000.0,,113000000.0,,7000000.0,,179000000.0,-43000000.0,,39000000.0,,1091000000.0,3000000.0,93000000.0,,,-0.09,,,,,,73000000.0,,,,,,-6000000.0,,,,0.0,,,,,,,,,,-13000000.0,,,,,96000000.0,252000000.0,,,-163000000.0,,101000000.0,131000000.0,,,,,,59000000.0,,,,,1070000000.0,-16000000.0,,,,,,,,,-1256000000.0,900000000.0,,1000000.0,,-6000000.0,,,,,,,31000000.0,,,,,,,-0.09,,59000000.0,,-23000000.0,,-11000000.0,,,,4000000.0,,,1143000000.0,,,27000000.0,,100000000.0,,-14000000.0,-27000000.0,,,,1089000000.0,,283000000.0,,,468000000.0,2156000000.0,-8000000.0,,,,,,,,,,
