date,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualOperatingExpense,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualTaxProvision,quarterlyTotalRevenue,annualDilutedEPS,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,annualBasicAverageShares,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualCurrentAssets,trailingOperatingExpense,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualResearchAndDevelopment,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingNetIncomeCommonStockholders,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualOtherCurrentAssets,annualDilutedAverageShares,quarterlyOtherCurrentAssets,annualNetIncome,annualBeginningCashPosition,quarterlyBasicEPS,annualSellingGeneralAndAdministration,annualFreeCashFlow,annualTotalNonCurrentAssets,quarterlyBasicAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyResearchAndDevelopment,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,trailingStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,annualGrossProfit,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualNetPPE,annualGoodwill,annualOperatingCashFlow,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyDilutedEPS,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualEndCashPosition,annualPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,annualInventory,quarterlyRepaymentOfDebt,trailingCashDividendsPaid,annualRepaymentOfDebt,quarterlyCurrentDebt,annualLongTermDebt,trailingRepaymentOfDebt,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlyLongTermDebt,trailingSaleOfInvestment,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,quarterlyInterestExpense,trailingPurchaseOfInvestment,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,annualCurrentDebt,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,trailingChangeInAccountPayable
,,150046000,43545000.0,902603000.0,32303000.0,,,-3025000.0,,,,258188000.0,18362000.0,,,,,,,,,,300644000,,,,,,,7865000.0,,,,,162902000,-75000000.0,,9900000.0,,,2689808000.0,-2608000.0,,,,,,,,265701000.0,,791517000.0,3679160000.0,636902000.0,,160878000.0,0.0,,-985000.0,1399745000.0,,,,,2878536000.0,80618000.0,717052000.0,,,208762000.0,,,,0.0,,,0.62,,,,207129000.0,,,27524000.0,,2035000.0,-64929000.0,,22792000.0,,,1539273000.0,127991000,,,,-1623000.0,,175509000.0,127991000,,117605000.0,0.0,,1215000.0,413422000.0,0.0,36996000.0,,,,,32887000.0,108142000.0,,,197168000.0,,,42456000.0,,,,,,2572203000.0,774000.0,,0.6,173886000.0,,,,214565000.0,,,,,,,,,,359018000.0,1150535000.0,,,127991000,3781139000.0,,,,,2381394000.0,,,44701000.0,,,,,12856000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,158184000,47193000.0,901976000.0,3352000.0,,,-4549000.0,,,,265635000.0,14406000.0,,,,,,,,,,308310000,,,,,,,8835000.0,,,,,171005000,-75000000.0,,11495000.0,,,2776470000.0,-2044000.0,,,,,,,,266003000.0,,789644000.0,3813233000.0,635973000.0,,167822000.0,0.0,,-55000.0,1460612000.0,,,,,2959581000.0,79388000.0,717052000.0,,,207089000.0,,,,0.0,,,0.65,,,,206311000.0,,,28063000.0,,2660000.0,-60513000.0,,22112000.0,,,1566115000.0,134074000,,,,-1989000.0,,154533000.0,134074000,,86662000.0,0.0,,1135000.0,407292000.0,0.0,37183000.0,,,,,33748000.0,107451000.0,,,197495000.0,,,42675000.0,,,,,,2689808000.0,774000.0,,0.63,152544000.0,,,,213412000.0,,,,,,,,,,420711000.0,1210355000.0,,,134074000,3861557000.0,,,,,2400945000.0,,,33688000.0,,,,,12821000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,192610000,61523000.0,1054972000.0,-3299000.0,1519865000.0,543966000.0,-3174000.0,,3975000.0,-300000000.0,306004000.0,12650000.0,86983000.0,,-7195000.0,72673000.0,102836000.0,429129000.0,493546000.0,,139248000.0,356758000,2.54,-73674000.0,,,,206917000.0,6987000.0,1246986000.0,,1770003000.0,,205718000,-75000000.0,1400000.0,10195000.0,865994000.0,71493000.0,493546000.0,-562059000.0,110147000.0,22146000.0,-66197000.0,292502000.0,-5999000.0,543966000.0,-11552000.0,292502000.0,101723000.0,865994000.0,3973045000.0,762470000.0,,202652000.0,-551833000.0,3973045000.0,-8504000.0,1770003000.0,,,4128063000.0,1054972000.0,3073091000.0,86477000.0,727875000.0,490655000.0,-66197000.0,219469000.0,175683000.0,0.0,213922000.0,0.0,543966000.0,551777000.0,,318982000.0,735769000.0,2358060000.0,,,,26917000.0,3073091000.0,-3348000.0,-58233000.0,-672000.0,22146000.0,,-15060000.0,1519865000.0,159811000,,1274000.0,-227107000.0,-1722000.0,51545000.0,201317000.0,159811000,-574088000.0,-419755000.0,0.0,-1395853000.0,1274000.0,490655000.0,-27311000.0,36639000.0,,357418000.0,774000.0,,42841000.0,113394000.0,1071303000.0,762470000.0,357418000.0,86983000.0,39835000.0,50754000.0,36639000.0,727875000.0,742964000.0,844020000.0,26239000.0,2776470000.0,774000.0,693719000.0,,199595000.0,219469000.0,,12650000.0,,-58231000.0,2.63,,1359540000.0,0.0,0.0,,493546000.0,683214000.0,493546000.0,1359540000.0,,,159811000,4128063000.0,61523000.0,642174000.0,,,2358060000.0,2017000.0,,26239000.0,102836000.0,,3975000.0,72673000.0,13108000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,172890000,56933000.0,1055709000.0,112051000.0,,,3475000.0,,,,274615000.0,16691000.0,,,,,,,,,,313116000,,,,,,,10163000.0,,,,,178846000,-74999000.0,,9785000.0,,,3121154000.0,-2418000.0,,,,,,,,302748000.0,,982009000.0,4116672000.0,752961000.0,,183352000.0,0.0,,,1692312000.0,,,,,3194719000.0,74883000.0,727875000.0,,,234888000.0,,,,0.0,,,0.7,,,,206114000.0,,,26842000.0,,-378000.0,-35823000.0,,23580000.0,,,1722993000.0,143626000,,,,-2418000.0,,275333000.0,143626000,,241749000.0,0.0,,0.0,485278000.0,0.0,37105000.0,,,,,39726000.0,101725000.0,,,243391000.0,,,38501000.0,,,,,,2879405000.0,774000.0,,0.68,272915000.0,,,,212469000.0,,,,,,,,,,416152000.0,1398161000.0,,,143626000,4250428000.0,,,,113161000.0,2558116000.0,,,22235000.0,,,,,5956000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,180528000,62492000.0,1053955000.0,-8430000.0,,,1347000.0,,,,290697000.0,13380000.0,,,,,,,,,,328649000,,,,,,,11777000.0,,,,,183539000,-75000000.0,,11920000.0,,,3201812000.0,-1283000.0,,,,,,,,303565000.0,,1080710000.0,4266652000.0,750390000.0,,190302000.0,0.0,,0.0,1672153000.0,,,,,3280522000.0,82907000.0,727875000.0,,,230861000.0,,,,0.0,,,0.73,,,,205482000.0,,,27262000.0,,143000.0,-72787000.0,,23669000.0,,,1830040000.0,149981000,,,,-1283000.0,,157527000.0,149981000,,80658000.0,0.0,,0.0,474073000.0,0.0,36558000.0,,,,,40321000.0,110169000.0,,,249242000.0,,,37952000.0,,,,,,3121154000.0,774000.0,,0.71,156244000.0,,,,211320000.0,,,,,,,,,,291062000.0,1371772000.0,,,149981000,4334477000.0,,,,,2662324000.0,,,21055000.0,,,,,3011000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,182646000,56330000.0,1058281000.0,15559000.0,,,-448000.0,,,,294076000.0,18375000.0,,,,,,,,,,332356000,,,,,,,10175000.0,,,,,185796000,-156059000.0,,12029000.0,,,3246784000.0,-1175000.0,,,,,,,,307367000.0,,1119878000.0,4419059000.0,750914000.0,,193098000.0,0.0,,0.0,1741446000.0,,,,,3309584000.0,82913000.0,727875000.0,,,241050000.0,,,,0.0,,,0.75,,,,203928000.0,,,28517000.0,,1854000.0,-140368000.0,,24246000.0,,,1796515000.0,152407000,,,,-1175000.0,,180447000.0,152407000,,44972000.0,0.0,,0.0,449614000.0,10452000.0,35505000.0,,,,,40691000.0,111430000.0,,,240911000.0,,,38280000.0,,,,,,3201812000.0,774000.0,,0.73,179272000.0,,,,208717000.0,,,,,,,,,,330391000.0,1450269000.0,,,152407000,4367865000.0,,,,,2626419000.0,,,20132000.0,,,,,3150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,210471000,65063000.0,1206084000.0,30418000.0,1792027000.0,620000000.0,-5827000.0,,9420000.0,-466164000.0,324146000.0,14606000.0,207918000.0,,-8195000.0,111558000.0,109781000.0,436999000.0,574802000.0,,166867000.0,368574000,2.96,-16337000.0,1904000.0,,,203918000.0,157384000.0,1342695000.0,,1924919000.0,,255479000,-160106000.0,11128000.0,11553000.0,928535000.0,61011000.0,574802000.0,-369384000.0,111911000.0,19797000.0,-72808000.0,334889000.0,5445000.0,620000000.0,-1453000.0,334889000.0,149598000.0,928535000.0,4593045000.0,871195000.0,,220115000.0,0.0,4593045000.0,0.0,1924919000.0,,,4552393000.0,1206084000.0,3346309000.0,84385000.0,727875000.0,524627000.0,-72808000.0,259547000.0,159161000.0,0.0,209170000.0,0.0,620000000.0,493546000.0,0.87,325088000.0,841346000.0,2627474000.0,200230000.0,,,29290000.0,3346309000.0,9509000.0,-145047000.0,-1379000.0,19797000.0,,0.0,1792027000.0,173986000,,0.0,-394025000.0,-3319000.0,14889000.0,236234000.0,173986000,-374260000.0,-286123000.0,0.0,-1599717000.0,0.0,524627000.0,0.0,36973000.0,,373755000.0,774000.0,,46129000.0,113675000.0,1183534000.0,871195000.0,373755000.0,207918000.0,45287000.0,44428000.0,36973000.0,727875000.0,849541000.0,1233652000.0,19211000.0,3246784000.0,774000.0,803660000.0,0.85,232915000.0,259547000.0,,14606000.0,204258000.0,81256000.0,3.04,,1503337000.0,0.0,0.0,,574802000.0,786867000.0,574802000.0,1503337000.0,,,173986000,4552393000.0,65063000.0,746535000.0,,-126966000.0,2627474000.0,-31475000.0,,19211000.0,109781000.0,,9420000.0,111558000.0,2772000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,177004000,69487000.0,1286993000.0,177872000.0,,,-3213000.0,,411361000.0,,285733000.0,12785000.0,,,,,,,,,,322730000,,,,,,,6999000.0,,,,,179942000,-131637000.0,,11170000.0,,,3523391000.0,-2582000.0,,,,,,,,358762000.0,,1132310000.0,4741005000.0,928231000.0,,185846000.0,0.0,,,1712065000.0,,,,,3399393000.0,79415000.0,727875000.0,,,276961000.0,,,,0.0,,,0.75,,,,198459000.0,,,29314000.0,,4171000.0,-100821000.0,,20220000.0,,,2138310000.0,147960000,,,,-2582000.0,,331442000.0,147960000,,228027000.0,0.0,,1788000.0,516870000.0,0.0,37539000.0,,,,,37886000.0,108729000.0,,,276178000.0,,,36997000.0,,,,,,3295364000.0,774000.0,,0.73,328860000.0,,,,202594000.0,,,,,,,,,,252771000.0,1385081000.0,,,147960000,4686386000.0,,,,94376000.0,2974321000.0,,,18289000.0,,,,,2938000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,183290000,70261000.0,1311357000.0,39940000.0,,,-1054000.0,,429105000.0,,300859000.0,-3370000.0,,,,,,,,,,340172000,,,,,,,11818000.0,,,,,186197000,-142797000.0,,13752000.0,,,3570652000.0,-2044000.0,,,,,,,,372138000.0,,1074023000.0,4892013000.0,939219000.0,,190898000.0,0.0,,,1559448000.0,,,,,3416731000.0,88200000.0,727875000.0,,,287336000.0,,,,0.0,,,0.77,,,,196387000.0,,,29369000.0,,1934000.0,-134078000.0,,20355000.0,,,2330139000.0,151008000,,,,-2044000.0,,204659000.0,151008000,,47261000.0,0.0,,3927000.0,510114000.0,0.0,37502000.0,,,,,39890000.0,117569000.0,,,263717000.0,,,39313000.0,,,,,,3523391000.0,774000.0,,0.76,202615000.0,,,,199946000.0,,,,,,,,,,166490000.0,1240513000.0,,,151008000,4728088000.0,,,,10875000.0,3168640000.0,,,17463000.0,,,,,2907000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,186491000,68166000.0,1328675000.0,27581000.0,,,-5012000.0,,442887000.0,,303998000.0,2636000.0,,,,,,,,,,344127000,,,,,,,10567000.0,,,,,189358000,-128276000.0,,13642000.0,,,3664289000.0,-2759000.0,,,,,,,,387200000.0,,1039364000.0,5051716000.0,941475000.0,,195589000.0,0.0,,,1575598000.0,,,,,3489503000.0,87473000.0,727875000.0,,,303558000.0,,,,0.0,,,0.82,,,,194931000.0,,,30034000.0,,3075000.0,-107171000.0,,19620000.0,,,2403843000.0,159701000,,,,-2759000.0,,195478000.0,159701000,,93637000.0,0.0,,4764000.0,498588000.0,9098000.0,38056000.0,,,,,35888000.0,117507000.0,,,256665000.0,,,40129000.0,,,,,,3570652000.0,774000.0,,0.8,192719000.0,,,,198668000.0,,,,,,,,,,221082000.0,1260446000.0,,,159701000,4818178000.0,,,,7595000.0,3242580000.0,,,16801000.0,,,,,2867000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,214120000,80871000.0,1284340000.0,-134345000.0,2463110000.0,652800000.0,9307000.0,,10707000.0,-534196000.0,340881000.0,1839000.0,246740000.0,,-9563000.0,129305000.0,118990000.0,470566000.0,408432000.0,,143036000.0,387076000,3.27,-5893000.0,1477000.0,,,192263000.0,-13616000.0,1394105000.0,,1600318000.0,,253381000,-131486000.0,35345000.0,12548000.0,758382000.0,67127000.0,408432000.0,-538547000.0,121764000.0,20907000.0,-80999000.0,297486000.0,1287000.0,652800000.0,28000.0,297486000.0,111048000.0,758382000.0,5245845000.0,986854000.0,,223503000.0,0.0,5245845000.0,,1600318000.0,,,4886437000.0,1284340000.0,3602097000.0,93714000.0,727875000.0,590752000.0,-80999000.0,205420000.0,162634000.0,0.0,199487000.0,0.0,652800000.0,574802000.0,1.01,348802000.0,801723000.0,3286119000.0,192263000.0,,,33047000.0,3602097000.0,26165000.0,-89654000.0,-1225000.0,20907000.0,,0.0,2463110000.0,194131000,,308000.0,-431724000.0,-2178000.0,11565000.0,79707000.0,194131000,-545932000.0,-535295000.0,0.0,-1916832000.0,308000.0,590752000.0,0.0,37991000.0,,379648000.0,774000.0,,29372000.0,126761000.0,1231471000.0,986854000.0,379648000.0,246740000.0,51112000.0,46195000.0,37991000.0,727875000.0,811286000.0,1380463000.0,16191000.0,3664289000.0,774000.0,808878000.0,0.99,77529000.0,205420000.0,,1839000.0,196837000.0,-166370000.0,3.4,,1166814000.0,0.0,0.0,,408432000.0,795836000.0,408432000.0,1166814000.0,,,194131000,4886437000.0,80871000.0,760905000.0,,-119553000.0,3286119000.0,-34699000.0,,16191000.0,118990000.0,,10707000.0,129305000.0,2853000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,184498000,86653000.0,1140185000.0,4049000.0,,,-984000.0,,253457000.0,,303328000.0,3830000.0,,,,,,,,,,342206000,,,,,,,13193000.0,,,,,187224000,-186869000.0,,12471000.0,,,3662194000.0,-2203000.0,,,,,,,,313538000.0,,805684000.0,5398930000.0,826647000.0,,191647000.0,0.0,,,1494633000.0,,,,,3633104000.0,85864000.0,727875000.0,,,215544000.0,,,,0.0,,,0.8,,,,192019000.0,,,32966000.0,,-722000.0,-140173000.0,,20376000.0,,,2454976000.0,153085000,,,,-2203000.0,,172058000.0,153085000,,32270000.0,0.0,,258000.0,573190000.0,0.0,38003000.0,,,,,38562000.0,118830000.0,,,229863000.0,,,38878000.0,,,,,,3629924000.0,774000.0,,0.78,169855000.0,,,,195760000.0,,,,,,,,,,401534000.0,1207218000.0,,,153085000,4773289000.0,,,,145143000.0,3278656000.0,,,15656000.0,,,,,2726000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,189921000,94958000.0,1150109000.0,-3534000.0,,,-4703000.0,,251228000.0,,321587000.0,8256000.0,,,,,,,,,,362598000,,,,,,,13913000.0,,,,,192704000,-194000000.0,,16587000.0,,,3642784000.0,-2328000.0,,,,,,,,333693000.0,,915977000.0,5558586000.0,816416000.0,,197219000.0,0.0,,,1538860000.0,,,,,3621912000.0,98215000.0,727875000.0,,,227028000.0,,,,0.0,,,0.84,,,,189933000.0,,,33451000.0,,2674000.0,-191326000.0,,19865000.0,,,2409263000.0,159656000,,,,-2328000.0,,167972000.0,159656000,,-19410000.0,0.0,,636000.0,565188000.0,0.0,38083000.0,,,,,37563000.0,131666000.0,,,245432000.0,,,41011000.0,,,,,,3662194000.0,774000.0,,0.83,165644000.0,,,,193380000.0,,,,,,,,,,317544000.0,1233521000.0,,,159656000,4772021000.0,,,,-15128000.0,3233161000.0,,,15120000.0,,,,,2783000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,197381000,114765000.0,1152386000.0,23080000.0,,,-381000.0,,253480000.0,,325641000.0,115000.0,,,,,,,,,,370370000,,,,,,,16105000.0,,,,,200143000,-192401000.0,,16979000.0,,,3655953000.0,-3584000.0,,,,,,,,353548000.0,,989969000.0,5719633000.0,798838000.0,,204694000.0,0.0,,,1522378000.0,,,,,3613739000.0,95655000.0,727875000.0,,,228214000.0,,,,0.0,,,0.86,,,,187293000.0,,,32605000.0,,874000.0,-177460000.0,,26453000.0,,,2416123000.0,161047000,,,,-3584000.0,,202461000.0,161047000,,13169000.0,0.0,,570000.0,545358000.0,0.0,39424000.0,,,,,43647000.0,128260000.0,,,216351000.0,,,44729000.0,,,,,,3642784000.0,774000.0,,0.84,198877000.0,,,,190984000.0,,,,,,,,,,249861000.0,1239830000.0,,,161047000,4766125000.0,,,,22167000.0,3243747000.0,,,14602000.0,,,,,2762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,229254000,132732000.0,1311259000.0,19491000.0,2370471000.0,659571000.0,-6224000.0,,12586000.0,-768176000.0,368719000.0,-1070000.0,249706000.0,,-12736000.0,6559000.0,102707000.0,518221000.0,261970000.0,,170245000.0,420642000,3.43,12948000.0,2158000.0,,,188487000.0,8289000.0,1495816000.0,,1747835000.0,,263187000,-194905000.0,11669000.0,17132000.0,1050492000.0,70266000.0,261970000.0,-237988000.0,133300000.0,27144000.0,-61158000.0,378424000.0,1879000.0,659571000.0,-12292000.0,378424000.0,43086000.0,1050492000.0,5905416000.0,932835000.0,,236256000.0,0.0,5905416000.0,,1747835000.0,,,4948818000.0,1311259000.0,3637559000.0,105187000.0,727875000.0,651281000.0,-61158000.0,235705000.0,176541000.0,7343000.0,192300000.0,0.0,659571000.0,408432000.0,1.01,384921000.0,773146000.0,3200983000.0,184781000.0,,,34278000.0,3637559000.0,8843000.0,-177281000.0,-695000.0,27144000.0,,,2370471000.0,185783000,,504000.0,-686241000.0,-4621000.0,11284000.0,243391000.0,185783000,-246103000.0,-172491000.0,0.0,-1543143000.0,504000.0,651281000.0,0.0,41549000.0,,366700000.0,774000.0,,50473000.0,139465000.0,1319275000.0,932835000.0,366700000.0,249706000.0,63169000.0,51923000.0,41549000.0,727875000.0,785882000.0,1309776000.0,14085000.0,3655953000.0,774000.0,843258000.0,0.98,238770000.0,235705000.0,,-1070000.0,189160000.0,-146462000.0,3.5,,1312462000.0,0.0,-7343000.0,,261970000.0,829816000.0,261970000.0,1312462000.0,,,185783000,4948818000.0,132732000.0,801054000.0,,-147846000.0,3200983000.0,-34577000.0,,14085000.0,102707000.0,,12586000.0,6559000.0,3013000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,197015000,134430000.0,1292404000.0,102421000.0,,,819000.0,,266743000.0,,331246000.0,9822000.0,,,,,,,,,,372576000,,,,,,,17560000.0,,,,,199991000,-241685000.0,,17777000.0,,,3733530000.0,-36812000.0,,,,,,,,388175000.0,,1023570000.0,6066299000.0,904229000.0,,205053000.0,0.0,,-34131000.0,1576268000.0,,,,,3618185000.0,98707000.0,,,,244073000.0,,,,0.0,,,0.88,,,,183116000.0,,,35524000.0,,217000.0,-209681000.0,,42810000.0,,,2455177000.0,160883000,,,,-2681000.0,,284587000.0,160883000,,50597000.0,0.0,,438000.0,637486000.0,0.0,41951000.0,,,,,44170000.0,134231000.0,,,222092000.0,,,41330000.0,,,,,,3682933000.0,774000.0,,0.86,281906000.0,,,,187640000.0,,,,,,,,,,254783000.0,1278353000.0,,,160883000,4910589000.0,,,,121370000.0,3334321000.0,,,777070000.0,,,,,2976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,199078000,145631000.0,1330965000.0,10491000.0,,,-650000.0,,276422000.0,,349731000.0,4684000.0,,,,,,,,,,395334000,,,,,,,16717000.0,,,,,202617000,-244997000.0,,18801000.0,,,3610602000.0,-65577000.0,,,,,,,,419835000.0,,1011113000.0,6228935000.0,911130000.0,,207660000.0,0.0,,-62413000.0,1548668000.0,,,,,3554028000.0,114423000.0,,,,264036000.0,,,,0.0,,,0.9,,,,180416000.0,,,36230000.0,,2084000.0,-240685000.0,,47704000.0,,,2383498000.0,162636000,,,,-3164000.0,,192726000.0,162636000,,-122928000.0,0.0,,372000.0,634708000.0,0.0,42663000.0,,,,,45024000.0,150653000.0,,,243223000.0,,,45603000.0,,,,,,3733530000.0,774000.0,,0.88,189562000.0,,,,185140000.0,,,,,,,,,,215991000.0,1227104000.0,,,162636000,4884993000.0,,,,-26167000.0,3336325000.0,,,840001000.0,,,,,3539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,204634000,158343000.0,1342289000.0,43361000.0,,,-3285000.0,,294573000.0,,356452000.0,5773000.0,,,,,,,,,,403856000,,,,,,,16184000.0,,,,,208282000,-249763000.0,,19956000.0,,,3612302000.0,-4361000.0,,,,,,,,433588000.0,,1041088000.0,6396678000.0,908701000.0,,212919000.0,0.0,,0.0,1593408000.0,,,,,3515879000.0,114323000.0,,,,265570000.0,,,,0.0,,,0.94,,,,177519000.0,,,37495000.0,,3772000.0,-225917000.0,,45132000.0,,,2313184000.0,167743000,,,,-4361000.0,,227827000.0,167743000,,1699000.0,0.0,,306000.0,614128000.0,0.0,44366000.0,,,,,45176000.0,151818000.0,,,219054000.0,,,47404000.0,,,,,,3610603000.0,774000.0,,0.92,223466000.0,,,,181804000.0,,,,,,,,,,258030000.0,1299118000.0,,,167743000,4858168000.0,,,,28973000.0,3264760000.0,,,839011000.0,,,,,3648000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
