date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyOperatingExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingGrossProfit,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyBasicAverageShares,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualOperatingExpense,trailingOperatingExpense,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingCashDividendsPaid,annualInterestExpense,trailingBeginningCashPosition,trailingNetIncome,quarterlyDilutedEPS,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyTaxProvision,annualTotalRevenue,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,quarterlyEbitda,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,trailingPretaxIncome,annualNetIncome,annualTaxProvision,annualNonCurrentDeferredRevenue,annualPretaxIncome,annualTotalAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,trailingTotalRevenue,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualCostOfRevenue,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,annualBasicEPS,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyBasicEPS,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherIncomeExpense,annualChangeInAccountPayable,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetPPE,trailingNetOtherInvestingChanges,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,annualDilutedEPS,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualChangeInInventory,annualGoodwill,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,annualCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingDilutedEPS
2009-06-30,1018863000.0,,,,,,,,75607000.0,22171000.0,,,,,29999000.0,,3321144000.0,207290000.0,,,0.0,,,-1252221000.0,-413320000.0,,,,,26699000.0,,,26699000.0,,,52025000.0,,,,,,96632000.0,,,-7149000.0,,,,,,139328000.0,352229000,,,,-101100000.0,-102722000.0,79385000,7933838000.0,,,,,,,-0.16,,0.0,,6681617000.0,,,,,551605000.0,,37566000.0,-56414000.0,,,4528000.0,,,166130000,,3950986000.0,,,,,38228000.0,-953216000.0,,,,,267455000.0,245152000.0,13600000.0,,,,,,,,,,7595396000.0,-32406000,,,,7350244000.0,,,,,,,207290000.0,,,,213090000.0,,67954000.0,,,4218441000.0,,236228000.0,,,,-3278000.0,154992000.0,,,,,-0.16,,,-14272000,-14043000,26699000.0,-32078000.0,,,,3737896000.0,20266000.0,,79246000.0,,,,,,197237000.0,,,22157000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,1018865000.0,,,,,,-306204000.0,,-78778000.0,26699000.0,,,,,-28246000.0,,2964592000.0,223952000.0,,,0.0,,,-1274728000.0,-431699000.0,,,,,155914000.0,,,155914000.0,,,57719000.0,,,,,,66790000.0,,,-6440000.0,,,,,,116002000.0,324893000,,,,-89395000.0,118008000.0,227413000,7727435000.0,,,,,,,-1.44,,0.0,,6452707000.0,,7947000.0,,,-37000.0,,73369000.0,-56438000.0,,,129215000.0,,,-160838000,,4173171000.0,,,,,26607000.0,-1313103000.0,,,,,257835000.0,345003000.0,11233000.0,,,,,,,,,,7438946000.0,-322882000,,,,7093943000.0,,,,,,,223952000.0,,,,240568000.0,,68692000.0,,,4431006000.0,,212455000.0,,,,-14205000.0,148635000.0,483882000.0,,,,-1.44,,,-314151000,-304519000,155914000.0,-104795000.0,,,,3932603000.0,-300604000.0,,76516000.0,,,,,,176258000.0,,,23880000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,1018865000.0,,-1186301000.0,,243164000.0,276079000.0,5906000.0,-260583000.0,624637000.0,155914000.0,,,,,-12115000.0,147322000.0,2925345000.0,,124790000.0,0.0,0.0,-99734000.0,,-1311733000.0,-84243000.0,22532000.0,,7154140000.0,,147322000.0,,,147322000.0,6985664000.0,47937000.0,58493000.0,,,,,,84347000.0,,,-5630000.0,,397315000.0,,,,96714000.0,338964000,-277065000.0,,-385076000.0,-87689000.0,-148760000.0,-474375000,7154140000.0,-175948000.0,,,220239000.0,,,,,0.0,,5842407000.0,,-8123000.0,1344089000.0,1018865000.0,-458000.0,,-756000.0,-56444000.0,-1311733000.0,-30203000.0,-8592000.0,593773000.0,7278000.0,149049000,4336419000.0,4097196000.0,201206000.0,551136000.0,15396000.0,,9025000.0,-1355086000.0,196458000.0,,-47202000.0,-5630000.0,239223000.0,318615000.0,13224000.0,-1355086000.0,,,,-260150000.0,-6070000.0,,-283135000.0,7304279000.0,7304279000.0,-3433000,147322000.0,,3854032000.0,6985664000.0,,,0.0,750316000.0,,84347000.0,,,-1.67,,243164000.0,,80112000.0,,,4336419000.0,,216361000.0,501121000.0,2925345000.0,37881000.0,-12694000.0,150262000.0,501121000.0,201206000.0,-224784000.0,280482000.0,,147322000.0,111729000.0,14029000,14929000,147322000.0,43454000.0,318615000.0,20604000.0,,3854032000.0,28895000.0,,111729000.0,4097196000.0,5842407000.0,,239223000.0,,188702000.0,400472000.0,216361000.0,20604000.0,-1.67,-333601000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,1018868000.0,,,,,,-7242000.0,,90284000.0,147322000.0,,,,,-19885000.0,,2876431000.0,224153000.0,,,0.0,,,-1313671000.0,-117353000.0,,,,,30999000.0,,,30999000.0,,,59021000.0,,,,,,58568000.0,,,-4906000.0,,,,,,20197000.0,335661000,,,,-52933000.0,-172370000.0,54233000,7559184000.0,,,,,,,-0.07,,0.0,,6245513000.0,,0.0,,,0.0,,-58398000.0,-56485000.0,,,-116323000.0,,,135240000,,3971181000.0,,,,,-32736000.0,-1409048000.0,,,,,203899000.0,225917000.0,13544000.0,,,,,,,,,,7092268000.0,-15264000,,,,6866351000.0,,,,,,,224153000.0,,,,230848000.0,,65973000.0,,,4175080000.0,,208834000.0,,,,-1368000.0,144517000.0,516356000.0,,,,-0.07,,,-7242000,3099000,30999000.0,35850000.0,,,,3740333000.0,-2605000.0,,64345000.0,,,,,,191144000.0,,,20798000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,963472000.0,,,,,,-24278000.0,,83988000.0,30999000.0,,,,,-38246000.0,,3039871000.0,227082000.0,,,0.0,,,-1357939000.0,-275824000.0,,,,,256265000.0,16083000.0,,256265000.0,,,60637000.0,,,,,,73165000.0,,,-2888000.0,,,,,,128201000.0,383934000,,,,-62545000.0,154689000.0,62444000,7560208000.0,,,,,,,-0.19,,0.0,,6202269000.0,,0.0,,,298148000.0,,60850000.0,-114804000.0,,,225266000.0,,,118040000,,3961764000.0,,,,,65656000.0,-1490099000.0,,,,,258623000.0,468123000.0,9151000.0,,,,,,,,,,7301687000.0,-42391000,,,,6833564000.0,,,,,,,227082000.0,,,,227228000.0,,64263000.0,,,4220387000.0,,226852000.0,,,,-4468000.0,146432000.0,518157000.0,,,,-0.19,,,-24278000,-19536000,256265000.0,-57624000.0,,,,3734536000.0,-26289000.0,,95409000.0,,,,,,237502000.0,,,19382000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,909796000.0,,,,,,45255000.0,,105924000.0,256265000.0,,,,,-290166000.0,,2979321000.0,251866000.0,,,0.0,,,-1394450000.0,-7818000.0,,,,,20849000.0,,,20849000.0,,,64049000.0,,,,,,38197000.0,,,-2184000.0,,,,,,94454000.0,371271000,,,,-43639000.0,-44675000.0,56028000,7984429000.0,,,,,,,0.13,,0.0,,6589979000.0,,-1126000.0,,,-252000.0,,-1989000.0,-117128000.0,,,-235416000.0,,,206627000,,4286927000.0,,,,,50815000.0,-1499605000.0,,,,,248602000.0,205104000.0,8476000.0,,,,,,,,,,7559788000.0,34064000,,,,7354684000.0,,,,,,,257383000.0,,,,171328000.0,,71116000.0,,,4535529000.0,,217974000.0,,,,-1201000.0,161952000.0,357217000.0,,,,0.13,,,46381000,56442000,20849000.0,-285195000.0,,,,4115599000.0,53127000.0,,83703000.0,,,,,,209319000.0,,,26040000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,907062000.0,,-599657000.0,,180310000.0,616797000.0,14094000.0,77279000.0,121348000.0,20849000.0,,,,,271057000.0,18384000.0,2945610000.0,,-128938000.0,0.0,0.0,-231304000.0,,-1290417000.0,-198662000.0,147322000.0,,7616751000.0,,18384000.0,,,18384000.0,7470711000.0,50532000.0,56612000.0,,,,,,44782000.0,,,-1432000.0,,400827000.0,,,,148304000.0,304799000,29476000.0,,-711070000.0,-551953000.0,-168948000.0,17630000,7616751000.0,-288790000.0,,,239383000.0,,,,,0.0,,6326334000.0,,0.0,1393603000.0,907062000.0,108000.0,,53196000.0,169630000.0,-1290417000.0,-10815000.0,-2465000.0,590747000.0,0.0,158022000,4654373000.0,4402121000.0,238920000.0,298004000.0,-319914000.0,,-403649000.0,-1533740000.0,189920000.0,,-77240000.0,-1432000.0,252252000.0,173565000.0,19361000.0,-1533740000.0,,,,65798000.0,-1126000.0,,28350000.0,7644276000.0,7644276000.0,9483000,18384000.0,,4207079000.0,7470711000.0,-231483000.0,,0.0,802856000.0,,44782000.0,,,-0.07,,180310000.0,,69706000.0,,,4654373000.0,,185836000.0,394287000.0,2945610000.0,53659000.0,-3778000.0,138978000.0,394287000.0,238920000.0,-118787000.0,271058000.0,,18384000.0,123855000.0,14094000,25793000,18384000.0,18179000.0,173565000.0,22588000.0,,4207079000.0,53046000.0,,123855000.0,4402121000.0,6326334000.0,,252252000.0,,165821000.0,391156000.0,185836000.0,22588000.0,-0.07,-14108000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,905066000.0,,,,,,53343000.0,,106022000.0,18384000.0,,,,,45206000.0,,2954195000.0,252406000.0,,,0.0,,,-1334574000.0,-221562000.0,,,,,167115000.0,18329000.0,,167115000.0,,,66082000.0,,,,,,69369000.0,,,-661000.0,,,,,,28025000.0,386886000,,,,-77055000.0,-284939000.0,53307000,7763400000.0,,,,,,,0.19,,144795000.0,,6428826000.0,,,,,,,-63885000.0,-2096000.0,,,148731000.0,,,214165000,,4272895000.0,,,,,-49030000.0,-1529847000.0,,,,,228746000.0,363957000.0,11197000.0,,,,,,,,,,7527491000.0,47569000,,,,7163534000.0,,,,,,,258837000.0,,,,201392000.0,,67063000.0,,,4501641000.0,,189803000.0,,,,-2415000.0,159329000.0,0.0,,,,0.19,,,53343000,63706000,167115000.0,405645000.0,,,,4071503000.0,66031000.0,,70595000.0,,,,,-58866000.0,227557000.0,,,27166000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,905067000.0,,,,,,-16727000.0,,108625000.0,167115000.0,,,,,-18051000.0,,2885462000.0,252640000.0,,,0.0,,,-1381919000.0,-4500000.0,,,,,117645000.0,18329000.0,,117645000.0,,,66846000.0,,,,,,67757000.0,,,56000.0,,,,,,116267000.0,363070000,,,,-142691000.0,-65750000.0,50676000,7855845000.0,,,,,,,-0.12,,136336000.0,,6473926000.0,,,,,,,26603000.0,0.0,,,-49470000.0,,,150177000,,4301254000.0,,,,,-26424000.0,-1602634000.0,,,,,271059000.0,326820000.0,8541000.0,,,,,,,,,,7527085000.0,-29042000,,,,7200265000.0,,,,,,,252640000.0,,,,189727000.0,,68746000.0,,,4572313000.0,,186942000.0,,,,-2325000.0,159301000.0,0.0,,,,-0.12,,,-16727000,-13068000,117645000.0,-99987000.0,,,,4111527000.0,-841000.0,,100607000.0,,,,,-58925000.0,203769000.0,,,24741000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,796439000.0,,,,,,-17115000.0,,106462000.0,117645000.0,,,,,-26237000.0,,2709829000.0,252802000.0,,,0.0,,,-1413804000.0,34875000.0,,,,,16182000.0,,,16182000.0,,,66875000.0,,,,,,66786000.0,,,493000.0,,,,,,100792000.0,361263000,,,,-160534000.0,-21923000.0,50522000,7573218000.0,,,,,,,-0.13,,129080000.0,,6159414000.0,,-194000.0,,,0.0,,14439000.0,-108630000.0,,,-101463000.0,,,146669000,,4331874000.0,,,,,-59742000.0,-1678484000.0,,,,,397844000.0,223024000.0,9493000.0,,,,,,,,,,7504661000.0,-32076000,,,,7281637000.0,,,,,,,252802000.0,,,,59551000.0,,68325000.0,,,4729718000.0,,194517000.0,,,,-2042000.0,156984000.0,390663000.0,,,,-0.13,,,-16921000,-14044000,16182000.0,-180332000.0,,,,4272323000.0,-934000.0,,78454000.0,,,,,-57373000.0,204279000.0,,,21685000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,796439000.0,,-536210000.0,,170090000.0,549272000.0,-23724000.0,50061000.0,54641000.0,16182000.0,,,,,-1836000.0,213809000.0,2714686000.0,,195425000.0,0.0,0.0,-893047000.0,,-1108650000.0,-345023000.0,18384000.0,,6636559000.0,,213809000.0,,,213809000.0,6622226000.0,43107000.0,23784000.0,,,,,,55775000.0,,,987000.0,,374794000.0,,,,92453000.0,166038000,-4037000.0,,-275424000.0,104856000.0,-520435000.0,14138000,6636559000.0,750935000.0,,,223053000.0,,,,,0.0,,5527909000.0,,0.0,1274274000.0,796439000.0,0.0,,22967000.0,0.0,-1108650000.0,-13944000.0,197627000.0,542897000.0,0.0,63148000,4224779000.0,3980654000.0,252694000.0,0.0,62113000.0,,197309000.0,-1677328000.0,168103000.0,,-918000.0,987000.0,244125000.0,382211000.0,13876000.0,-1677328000.0,,,,95565000.0,-194000.0,,-4231000.0,7004437000.0,7004437000.0,44965000,213809000.0,,3809589000.0,6622226000.0,-232167000.0,,0.0,731377000.0,,55775000.0,,,0.11,,170090000.0,,63088000.0,,,4224779000.0,,170729000.0,420439000.0,2714686000.0,124000.0,-7162000.0,68779000.0,420439000.0,259598000.0,-110726000.0,267222000.0,,213809000.0,119078000.0,-23724000,58971000,213809000.0,625609000.0,382211000.0,22255000.0,,3809589000.0,-14193000.0,,119078000.0,3980654000.0,5527909000.0,,244125000.0,-57003000.0,97259000.0,337537000.0,170729000.0,22255000.0,0.11,31416000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,628302000.0,,,,,,-23837000.0,,103717000.0,213809000.0,,,,,-12161000.0,,2651634000.0,258365000.0,,,0.0,,,-1151322000.0,-10906000.0,,,,,14740000.0,,,14740000.0,,,61086000.0,,,,,,51309000.0,,,1506000.0,,,,,,25343000.0,272400000,,,,-188695000.0,-86837000.0,38749000,7142672000.0,,,,,,,-0.14,,643000.0,,5991350000.0,,,,,146969000.0,,-50845000.0,-168272000.0,,,-199069000.0,,,128862000,,3995987000.0,,,,,-163352000.0,-1758467000.0,,,,,190948000.0,183157000.0,11839000.0,,,,,,,,,,6872405000.0,-36390000,,,,6689248000.0,,,,,,,258365000.0,,,,179117000.0,,63860000.0,,,4186935000.0,,168882000.0,,,,-1239000.0,142466000.0,19395000.0,,,,-0.14,,,-23837000,-17467000,14740000.0,-137575000.0,,,,3816870000.0,-1646000.0,,62733000.0,,,,,-53389000.0,129934000.0,,,24045000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,628313000.0,,,,,,-20574000.0,,104511000.0,14740000.0,,,,,-16302000.0,,2580738000.0,266748000.0,,,0.0,,,-1199073000.0,-92871000.0,,,,,106565000.0,,,106565000.0,,,61220000.0,,,,,,60931000.0,,,1767000.0,,,,,,115103000.0,268615000,,,,-201800000.0,168655000.0,43359000,6947890000.0,,,,,,,-0.11,,379000.0,,5748817000.0,,,,,4289000.0,,35353000.0,0.0,,,91825000.0,,,133367000,,4204611000.0,,,,,-86697000.0,-1833088000.0,,,,,244101000.0,271407000.0,11594000.0,,,,,,,,,,7068090000.0,-28482000,,,,6796683000.0,,,,,,,266748000.0,,,,167968000.0,,63622000.0,,,4448712000.0,,166823000.0,,,,311000.0,147870000.0,379733000.0,,,,-0.11,,,-20574000,-17400000,106565000.0,-191933000.0,,,,4036643000.0,-2811000.0,,97012000.0,,,,,-56379000.0,120745000.0,,,19618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,628373000.0,,,,,,-19146000.0,,104181000.0,106565000.0,,,,,-7962000.0,,2588903000.0,270289000.0,,,0.0,,,-1246853000.0,-196130000.0,,,,,113152000.0,,,113152000.0,,,61539000.0,,,,,,80934000.0,,,2177000.0,,,,,,61090000.0,302889000,,,,-190792000.0,121142000.0,42654000,7456075000.0,,,,,,,-0.11,,0.0,,6209222000.0,,-103000.0,,,,,-233000.0,0.0,,,6587000.0,,,137510000,,4303169000.0,,,,,-129702000.0,-1912802000.0,,,,,261907000.0,296318000.0,8934000.0,,,,,,,,,,7190117000.0,-28230000,,,,6893799000.0,,,,,,,270289000.0,,,,163024000.0,,65997000.0,,,4565076000.0,,176894000.0,,,,-10826000.0,146835000.0,0.0,,,,-0.11,,,-19043000,-17149000,113152000.0,-175645000.0,,,,4140145000.0,-411000.0,,78327000.0,,,,,-56945000.0,156054000.0,,,29737000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,628432000.0,,-340133000.0,,210666000.0,533246000.0,-24405000.0,-8003000.0,110928000.0,113152000.0,,,,,13157000.0,33889000.0,2591414000.0,,-179920000.0,807000.0,0.0,488539000.0,,-1296396000.0,-40226000.0,213809000.0,,7532093000.0,,33889000.0,,,33889000.0,7145863000.0,46424000.0,61547000.0,,,,,,84679000.0,42802000.0,,2691000.0,,423022000.0,,,-28513000.0,97621000.0,266482000,-87786000.0,,-665527000.0,-84240000.0,285579000.0,40157000,7532093000.0,-967616000.0,,,245170000.0,,,,,807000.0,,6235697000.0,,0.0,1109440000.0,628432000.0,,,126094000.0,0.0,-1296396000.0,31936000.0,-79263000.0,587792000.0,,133971000,4933983000.0,4656836000.0,267900000.0,315295000.0,-366370000.0,2463000.0,13381000.0,-1993206000.0,164770000.0,,-23268000.0,2691000.0,277147000.0,414238000.0,14057000.0,-1993206000.0,,,,-73977000.0,-103000.0,42802000.0,-87889000.0,7560101000.0,7560101000.0,-36118000,33889000.0,,4446170000.0,7145863000.0,-228330000.0,,0.0,521648000.0,,84679000.0,,,-0.48,,210666000.0,,69346000.0,,,4933983000.0,,167151000.0,372256000.0,2591414000.0,110369000.0,43690000.0,151085000.0,372256000.0,267900000.0,-168272000.0,262825000.0,,33889000.0,117096000.0,-24405000,-21961000,33889000.0,-462463000.0,414238000.0,142586000.0,,4446170000.0,-3135000.0,,117096000.0,4656836000.0,6235697000.0,,277147000.0,-61617000.0,115397000.0,299157000.0,167151000.0,142586000.0,-0.48,-129220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,450900000.0,,,-4846000.0,,,35868000.0,,110328000.0,33889000.0,,,,,-16203000.0,,2970577000.0,314936000.0,,,0.0,,,-1319056000.0,-302966000.0,,,,,307167000.0,,,307167000.0,,,60075000.0,,,,,-15123000.0,81044000.0,43966000.0,,3228000.0,,,,,,73434000.0,268668000,,,,-35495000.0,231172000.0,47799000,7847132000.0,,,,,,,0.09,,1973000.0,,6528076000.0,,,,,574685000.0,,26938000.0,-177955000.0,,,273278000.0,,,193058000,,4561295000.0,,,,,37939000.0,-2020455000.0,,,,,236223000.0,752468000.0,13145000.0,,,,,,,,,,7802099000.0,27355000,,,,7049631000.0,,,,,,,319571000.0,,,,166898000.0,,70548000.0,,,4797518000.0,,169925000.0,,,,-50297000.0,158127000.0,331041000.0,,,,0.09,,,35868000,43525000,307167000.0,-31328000.0,,,,4394397000.0,47991000.0,,74682000.0,,,,,-64228000.0,110541000.0,,,142632000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,450916000.0,,,-8414000.0,,,-13855000.0,,108287000.0,307167000.0,,,,,-9204000.0,,3008365000.0,322489000.0,,,0.0,,,-1359389000.0,-350350000.0,,,,,21402000.0,,,21402000.0,,,59296000.0,,,,,33609000.0,87730000.0,42755000.0,,3950000.0,,,,,,124771000.0,275458000,,,,-298792000.0,-132747000.0,51220000,7922816000.0,,,,,,,0.19,,749000.0,,6563427000.0,,,,,27242000.0,,27864000.0,0.0,,,-285765000.0,,,143986000,,4563181000.0,,,,,-174021000.0,-2014399000.0,,,,,278255000.0,430267000.0,9707000.0,,,,,,,,,,7883902000.0,60806000,,,,7453635000.0,,,,,,,327098000.0,,,,166404000.0,,70805000.0,,,4841436000.0,,176483000.0,,,,2592000.0,159507000.0,327698000.0,,,,0.19,,,-13855000,68849000,21402000.0,-277789000.0,,,,4396777000.0,-6700000.0,,103248000.0,,,,,-62231000.0,115951000.0,,,145131000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,450936000.0,,,-25699000.0,,,-12505000.0,,114014000.0,21402000.0,,,,,-15965000.0,,2979641000.0,324895000.0,,,0.0,,,-1384219000.0,39757000.0,,,,,24112000.0,,,24112000.0,,,58100000.0,,,,,19998000.0,78376000.0,45702000.0,,3780000.0,,,,,,119419000.0,291690000,,,,-38647000.0,1244000.0,44946000,7941523000.0,,,,,,,-0.02,,2919000.0,,6557304000.0,,-4500000.0,,,30604000.0,,31087000.0,0.0,,,2710000.0,,,149189000,,4611450000.0,,,,,80772000.0,-2076299000.0,,,,,262445000.0,464821000.0,10373000.0,,,,,,,,,,7886839000.0,-6717000,,,,7422018000.0,,,,,,,324895000.0,,,,176239000.0,,72765000.0,,,4873895000.0,,209622000.0,,,,-6504000.0,158960000.0,328660000.0,,,,-0.02,,,-8005000,1289000,24112000.0,-117953000.0,,,,4435211000.0,504000.0,,77006000.0,,,,,-62613000.0,132730000.0,,,144647000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,450947000.0,236686000.0,-1051210000.0,-22761000.0,187139000.0,678811000.0,46796000.0,97925000.0,105487000.0,24112000.0,,,,,-24165000.0,19275000.0,3013243000.0,,-14614000.0,2075000.0,0.0,-130908000.0,,-1368406000.0,-437651000.0,33889000.0,,8159627000.0,,19275000.0,,,19275000.0,7294450000.0,42673000.0,52890000.0,,,,,15142000.0,69380000.0,45133000.0,,4119000.0,,435653000.0,,,-61720000.0,118052000.0,252556000,61546000.0,,-445514000.0,-72580000.0,-230577000.0,42888000,8159627000.0,-319382000.0,,,228895000.0,,,,,2075000.0,,6791221000.0,,-580000.0,1081790000.0,450947000.0,17159000.0,,31951000.0,0.0,-1368406000.0,-51453000.0,-4837000.0,621202000.0,,196345000,4707985000.0,4441515000.0,322133000.0,649690000.0,-9838000.0,53626000.0,45472000.0,-2062787000.0,185549000.0,,-65537000.0,4119000.0,266470000.0,458164000.0,9448000.0,-2062787000.0,,,,190592000.0,-5080000.0,45133000.0,56466000.0,7752614000.0,7752614000.0,68920000,19275000.0,,4254376000.0,7294450000.0,-251913000.0,,0.0,460588000.0,,69380000.0,,,0.47,,187139000.0,,74465000.0,,,4707985000.0,,218493000.0,342947000.0,3013243000.0,117840000.0,2756000.0,148375000.0,342947000.0,326712000.0,-177955000.0,288583000.0,,19275000.0,120319000.0,47376000,76929000,19275000.0,107688000.0,458164000.0,144424000.0,,4254376000.0,56130000.0,,120319000.0,4441515000.0,6791221000.0,,266470000.0,-62841000.0,104181000.0,435676000.0,218493000.0,144424000.0,0.47,150366000.0,236686000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
